"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"ARHGDIB",6.88238786478591e-07,-1.20333544664263,0.772,1,0.0182280042598855,"Primary","ARHGDIB"
"TPM1",1.56083830528589e-05,-1.33516081887208,0.807,1,0.413388025154968,"Primary","TPM1"
"CDH11",2.9651357773558e-05,-0.419961132625919,0.07,0.533,0.785316210632684,"Primary","CDH11"
"ANXA4",4.57075529265379e-05,-0.691789137775213,0.982,1,1,"Primary","ANXA4"
"CREB5",5.54165218882707e-05,-0.329434890534584,0.088,0.533,1,"Primary","CREB5"
"RPL13AP17",7.36134263214045e-05,-0.310638837588027,0,0.267,1,"Primary","RPL13AP17"
"STARD10",8.43407550625988e-05,-0.618191208073215,0.719,1,1,"Primary","STARD10"
"GLUD1",8.43407550625988e-05,-0.75726712654446,0.719,1,1,"Primary","GLUD1"
"LOC284454",9.08429925625022e-05,-0.942283850525099,0.439,0.867,1,"Primary","LOC284454"
"AADAC",9.60590226490588e-05,-0.601367957522487,0.246,0.733,1,"Primary","AADAC"
"PSMD6-AS2",0.00010023093290764,-0.638316086832171,0.175,0.667,1,"Primary","PSMD6-AS2"
"SQSTM1",0.000109462031819421,-0.530929814495267,0.965,1,1,"Primary","SQSTM1"
"KLF6",0.00011464231699507,-0.795768257573825,0.86,1,1,"Primary","KLF6"
"TUBB2A",0.000115959879021477,-0.683246784520224,0.614,1,1,"Primary","TUBB2A"
"CHST4",0.000119462782751955,-0.40936420125343,0.018,0.333,1,"Primary","CHST4"
"FBLIM1",0.000120635571302327,-0.374779704512758,0.281,0.867,1,"Primary","FBLIM1"
"ALB",0.000127257453108282,-1.50594180934107,0.07,0.467,1,"Primary","ALB"
"STAT1",0.000166630545595377,0.889031885796237,0.982,0.8,1,"Primary","STAT1"
"ZBTB7C",0.000203678379551638,-0.324266773911215,0.175,0.667,1,"Primary","ZBTB7C"
"HPGD",0.000203705782746,-1.12096404945988,0.684,0.867,1,"Primary","HPGD"
"GABPA",0.000206159914441346,-0.365501479461946,0.123,0.533,1,"Primary","GABPA"
"ATP5O",0.000225640636153362,-0.525536055967405,0.947,1,1,"Primary","ATP5O"
"COL27A1",0.000228169676363714,-0.626134633204404,0.386,0.8,1,"Primary","COL27A1"
"B4GALT4",0.000265270389437598,-0.425984223613546,0.158,0.6,1,"Primary","B4GALT4"
"TMSB4X",0.00029576211343688,-0.708811682463446,0.982,1,1,"Primary","TMSB4X"
"ITPKC",0.00030048544574287,-0.748334941514125,0.561,0.933,1,"Primary","ITPKC"
"EREG",0.000308011774971018,-0.651689332922389,0.316,0.867,1,"Primary","EREG"
"CD63",0.000312011134730247,-0.461190871829718,1,1,1,"Primary","CD63"
"BRD3",0.000342719050864914,-0.799971269837457,0.614,0.933,1,"Primary","BRD3"
"MFHAS1",0.000368241379253549,-0.382596489100957,0.246,0.667,1,"Primary","MFHAS1"
"LAP3",0.000394525565953572,0.900503986877098,0.947,0.8,1,"Primary","LAP3"
"EDEM1",0.00039645292179583,-0.51935332632865,0.509,0.933,1,"Primary","EDEM1"
"UQCRH",0.000415796572441896,-0.352598006302837,0.912,0.933,1,"Primary","UQCRH"
"KRT8",0.000428428622489738,-0.551984108606212,0.982,1,1,"Primary","KRT8"
"KIAA1324",0.000437089444697789,-1.33907404298353,0.316,0.733,1,"Primary","KIAA1324"
"CP",0.000476228597261631,0.844699788533612,0.825,0.467,1,"Primary","CP"
"CXCL13",0.000663995362417715,-0.418995928988856,0,0.2,1,"Primary","CXCL13"
"SCGB3A2",0.000669746220723125,1.57700842006143,0.561,0.067,1,"Primary","SCGB3A2"
"KDM6B",0.000674801930341643,-0.509987702825492,0.561,1,1,"Primary","KDM6B"
"JUND",0.000678589190667611,-0.502594027093004,0.895,1,1,"Primary","JUND"
"RBM15B",0.000718276218518467,-0.698166291330707,0.474,0.867,1,"Primary","RBM15B"
"OCIAD2",0.000750735325058705,-0.333098315918831,0.895,1,1,"Primary","OCIAD2"
"RPL11",0.000753323645250379,-0.288185663853344,1,1,1,"Primary","RPL11"
"IL1RN",0.000758448244721838,-0.516892768103606,0.211,0.6,1,"Primary","IL1RN"
"DSP",0.000791707550652098,0.743919039864223,0.596,0.067,1,"Primary","DSP"
"HLA-DPB1",0.000792122333370433,0.572642217078093,1,0.933,1,"Primary","HLA-DPB1"
"SAT2",0.000872234933359486,-0.354008725853439,0.596,0.867,1,"Primary","SAT2"
"RPL6",0.000919839979643721,-0.321943778686438,0.965,1,1,"Primary","RPL6"
"IFNGR2",0.000925964756262785,-0.587990654492284,0.684,1,1,"Primary","IFNGR2"
"PRSS23",0.000931364917058503,-0.614683596515941,0.175,0.667,1,"Primary","PRSS23"
"ZNF195",0.000932954273201054,-0.479114881482087,0.491,0.867,1,"Primary","ZNF195"
"ZNF44",0.000944819231862367,0.36298645054412,0.491,0,1,"Primary","ZNF44"
"CAPN13",0.00097219402408209,-0.443130702276944,0.211,0.6,1,"Primary","CAPN13"
"ARF6",0.00109082180678116,-0.394704535166506,0.789,1,1,"Primary","ARF6"
"AGPAT1",0.00111031693505941,-0.457797835302864,0.404,0.867,1,"Primary","AGPAT1"
"AP3S1",0.00112213566475334,-0.320930159237744,0.579,0.933,1,"Primary","AP3S1"
"TOMM22",0.00113735193345171,-0.421540043572464,0.789,0.933,1,"Primary","TOMM22"
