cell_id Epithelial_cluster inferCNV_annotation
C21_1001000408 Epithelial 0 tumor
C21_1001000412 Epithelial 0 tumor
C22_1001000407 Epithelial 0 tumor
C22_1001000408 Epithelial 0 tumor
C22_1001000412 Epithelial 0 tumor
C2_1001000407 Epithelial 0 tumor
C2_1001000408 Epithelial 0 tumor
C2_1001000412 Epithelial 0 tumor
C3_1001000408 Epithelial 0 tumor
C4_1001000407 Epithelial 0 tumor
C4_1001000412 Epithelial 0 tumor
C5_1001000408 Epithelial 0 tumor
C6_1001000408 Epithelial 0 tumor
C6_1001000412 Epithelial 0 tumor
C7_1001000407 Epithelial 27 tumor
C7_1001000412 Epithelial 0 tumor
C8_1001000407 Epithelial 0 tumor
C8_1001000408 Epithelial 0 tumor
C8_1001000412 Epithelial 0 tumor
C9_1001000407 Epithelial 0 tumor
C9_1001000408 Epithelial 0 tumor
C9_1001000412 Epithelial 0 tumor
D10_1001000407 Epithelial 0 tumor
D10_1001000408 Epithelial 0 tumor
D10_1001000412 Epithelial 0 tumor
D11_1001000407 Epithelial 0 tumor
D11_1001000408 Epithelial 0 tumor
D11_1001000412 Epithelial 0 tumor
D12_1001000407 Epithelial 0 tumor
D12_1001000408 Epithelial 0 tumor
D12_1001000412 Epithelial 27 tumor
D13_1001000407 Epithelial 0 tumor
D13_1001000408 Epithelial 0 tumor
D13_1001000412 Epithelial 0 tumor
D14_1001000407 Epithelial 0 tumor
D14_1001000408 Epithelial 0 tumor
D14_1001000412 Epithelial 0 tumor
D15_1001000407 Epithelial 0 tumor
D15_1001000408 Epithelial 23 tumor
D15_1001000412 Epithelial 0 tumor
D16_1001000407 Epithelial 0 tumor
D16_1001000408 Epithelial 0 tumor
D16_1001000412 Epithelial 0 tumor
D17_1001000408 Epithelial 0 tumor
D17_1001000412 Epithelial 0 tumor
D18_1001000407 Epithelial 0 tumor
D18_1001000408 Epithelial 0 tumor
D19_1001000408 Epithelial 0 tumor
D19_1001000412 Epithelial 0 tumor
D1_1001000407 Epithelial 0 tumor
D1_1001000408 Epithelial 0 tumor
D20_1001000407 Epithelial 0 tumor
D20_1001000412 Epithelial 0 tumor
D21_1001000408 Epithelial 0 tumor
D21_1001000412 Epithelial 0 tumor
D22_1001000407 Epithelial 0 tumor
D22_1001000408 Epithelial 0 tumor
D22_1001000412 Epithelial 0 tumor
D2_1001000412 Epithelial 0 tumor
D3_1001000408 Epithelial 0 tumor
D3_1001000412 Epithelial 0 tumor
D4_1001000407 Epithelial 0 tumor
D4_1001000412 Epithelial 0 tumor
D5_1001000407 Epithelial 0 tumor
D5_1001000408 Epithelial 0 tumor
D5_1001000411 Epithelial 0 tumor
D6_1001000407 Epithelial 0 tumor
D7_1001000407 Epithelial 27 tumor
D7_1001000408 Epithelial 0 tumor
D7_1001000412 Epithelial 0 tumor
D8_1001000407 Epithelial 0 tumor
D8_1001000412 Epithelial 0 tumor
D9_1001000407 Epithelial 0 tumor
D9_1001000408 Epithelial 0 tumor
D9_1001000412 Epithelial 0 tumor
E10_1001000407 Epithelial 0 tumor
E10_1001000408 Epithelial 0 tumor
E11_1001000408 Epithelial 0 tumor
E11_1001000412 Epithelial 0 tumor
E12_1001000407 Epithelial 0 tumor
E12_1001000408 Epithelial 0 tumor
E12_1001000412 Epithelial 0 tumor
E13_1001000407 Epithelial 0 tumor
E13_1001000408 Epithelial 0 tumor
E13_1001000411 Epithelial 0 tumor
E14_1001000407 Epithelial 0 tumor
E14_1001000408 Epithelial 0 tumor
E15_1001000407 Epithelial 0 tumor
E15_1001000412 Epithelial 0 tumor
E16_1001000407 Epithelial 0 tumor
E16_1001000408 Epithelial 0 tumor
E16_1001000412 Epithelial 0 tumor
E17_1001000407 Epithelial 0 tumor
E17_1001000408 Epithelial 0 tumor
E17_1001000412 Epithelial 0 tumor
E18_1001000407 Epithelial 0 tumor
E18_1001000408 Epithelial 0 tumor
E18_1001000412 Epithelial 0 tumor
E19_1001000407 Epithelial 0 tumor
E19_1001000408 Epithelial 0 tumor
E1_1001000408 Epithelial 0 tumor
E20_1001000407 Epithelial 0 tumor
E20_1001000408 Epithelial 0 tumor
E20_1001000412 Epithelial 0 tumor
E21_1001000407 Epithelial 0 tumor
E22_1001000407 Epithelial 0 tumor
E22_1001000408 Epithelial 0 tumor
E22_1001000412 Epithelial 0 tumor
E3_1001000407 Epithelial 0 tumor
E4_1001000407 Epithelial 0 tumor
E4_1001000408 Epithelial 0 tumor
E4_1001000412 Epithelial 0 tumor
E5_1001000407 Epithelial 0 tumor
E5_1001000408 Epithelial 0 tumor
E5_1001000412 Epithelial 0 tumor
E6_1001000407 Epithelial 0 tumor
E6_1001000408 Epithelial 27 tumor
E6_1001000412 Epithelial 0 tumor
E7_1001000407 Epithelial 0 tumor
E7_1001000408 Epithelial 0 tumor
E7_1001000412 Epithelial 0 tumor
E8_1001000407 Epithelial 0 tumor
E8_1001000408 Epithelial 0 tumor
E8_1001000412 Epithelial 0 tumor
E9_1001000407 Epithelial 0 tumor
E9_1001000408 Epithelial 0 tumor
E9_1001000412 Epithelial 0 tumor
F10_1001000407 Epithelial 0 tumor
F10_1001000408 Epithelial 0 tumor
F10_1001000412 Epithelial 0 tumor
F11_1001000407 Epithelial 0 tumor
F11_1001000408 Epithelial 0 tumor
F11_1001000412 Epithelial 0 tumor
F12_1001000407 Epithelial 0 tumor
F12_1001000408 Epithelial 0 tumor
F12_1001000412 Epithelial 0 tumor
F13_1001000407 Epithelial 0 tumor
F13_1001000408 Epithelial 0 tumor
F13_1001000412 Epithelial 0 tumor
F14_1001000407 Epithelial 0 tumor
F14_1001000408 Epithelial 0 tumor
F14_1001000412 Epithelial 0 tumor
F15_1001000407 Epithelial 0 tumor
F15_1001000408 Epithelial 0 tumor
F15_1001000412 Epithelial 0 tumor
F16_1001000407 Epithelial 0 tumor
F16_1001000408 Epithelial 0 tumor
F16_1001000412 Epithelial 0 tumor
F17_1001000407 Epithelial 0 tumor
F17_1001000408 Epithelial 0 tumor
F17_1001000412 Epithelial 0 tumor
F18_1001000407 Epithelial 0 tumor
F18_1001000408 Epithelial 0 tumor
F18_1001000412 Epithelial 0 tumor
F19_1001000407 Epithelial 0 tumor
F19_1001000408 Epithelial 0 tumor
F19_1001000412 Epithelial 0 tumor
F1_1001000408 Epithelial 27 tumor
F20_1001000407 Epithelial 0 tumor
F20_1001000408 Epithelial 0 tumor
F20_1001000411 Epithelial 0 tumor
F21_1001000407 Epithelial 0 tumor
F21_1001000408 Epithelial 0 tumor
F21_1001000412 Epithelial 0 tumor
F22_1001000407 Epithelial 0 tumor
F22_1001000408 Epithelial 0 tumor
F22_1001000412 Epithelial 0 tumor
F2_1001000408 Epithelial 0 tumor
F3_1001000408 Epithelial 0 tumor
F4_1001000407 Epithelial 0 tumor
F4_1001000408 Epithelial 0 tumor
F4_1001000412 Epithelial 0 tumor
F5_1001000407 Epithelial 0 tumor
F5_1001000408 Epithelial 0 tumor
F6_1001000407 Epithelial 0 tumor
F6_1001000408 Epithelial 0 tumor
F7_1001000407 Epithelial 0 tumor
F7_1001000408 Epithelial 0 tumor
F7_1001000412 Epithelial 0 tumor
F8_1001000407 Epithelial 0 tumor
F8_1001000408 Epithelial 0 tumor
F8_1001000412 Epithelial 0 tumor
F9_1001000408 Epithelial 0 tumor
F9_1001000412 Epithelial 0 tumor
G10_1001000407 Epithelial 0 tumor
G10_1001000412 Epithelial 0 tumor
G11_1001000407 Epithelial 0 tumor
G11_1001000408 Epithelial 0 tumor
G11_1001000412 Epithelial 0 tumor
G12_1001000407 Epithelial 0 tumor
G12_1001000408 Epithelial 0 tumor
G13_1001000407 Epithelial 0 tumor
G13_1001000408 Epithelial 0 tumor
G13_1001000412 Epithelial 0 tumor
G14_1001000407 Epithelial 0 tumor
G14_1001000408 Epithelial 0 tumor
G14_1001000412 Epithelial 0 tumor
G15_1001000407 Epithelial 0 tumor
G15_1001000408 Epithelial 0 tumor
G15_1001000411 Epithelial 0 tumor
G15_1001000412 Epithelial 0 tumor
G16_1001000407 Epithelial 0 tumor
G16_1001000408 Epithelial 0 tumor
G16_1001000412 Epithelial 0 tumor
G17_1001000407 Epithelial 0 tumor
G17_1001000408 Epithelial 0 tumor
G17_1001000412 Epithelial 0 tumor
G18_1001000407 Epithelial 0 tumor
G18_1001000408 Epithelial 0 tumor
G18_1001000412 Epithelial 0 tumor
G19_1001000407 Epithelial 0 tumor
G19_1001000408 Epithelial 0 tumor
G19_1001000412 Epithelial 0 tumor
G1_1001000407 Epithelial 0 tumor
G1_1001000408 Epithelial 0 tumor
G20_1001000407 Epithelial 27 tumor
G20_1001000408 Epithelial 0 tumor
G20_1001000412 Epithelial 27 tumor
G21_1001000407 Epithelial 0 tumor
G21_1001000408 Epithelial 0 tumor
G22_1001000407 Epithelial 0 tumor
G22_1001000408 Epithelial 0 tumor
G22_1001000412 Epithelial 0 tumor
G2_1001000407 Epithelial 0 tumor
G2_1001000408 Epithelial 0 tumor
G3_1001000407 Epithelial 0 tumor
G3_1001000408 Epithelial 0 tumor
G3_1001000412 Epithelial 0 tumor
G4_1001000407 Epithelial 0 tumor
G4_1001000408 Epithelial 0 tumor
G4_1001000412 Epithelial 0 tumor
G5_1001000408 Epithelial 27 tumor
G5_1001000412 Epithelial 0 tumor
G6_1001000407 Epithelial 0 tumor
G6_1001000408 Epithelial 0 tumor
G6_1001000412 Epithelial 0 tumor
G7_1001000407 Epithelial 0 tumor
G7_1001000408 Epithelial 0 tumor
G8_1001000407 Epithelial 0 tumor
G8_1001000408 Epithelial 0 tumor
G8_1001000412 Epithelial 0 tumor
G9_1001000407 Epithelial 0 tumor
G9_1001000408 Epithelial 0 tumor
G9_1001000412 Epithelial 0 tumor
H10_1001000407 Epithelial 0 tumor
H10_1001000408 Epithelial 0 tumor
H10_1001000412 Epithelial 0 tumor
H11_1001000407 Epithelial 0 tumor
H11_1001000408 Epithelial 0 tumor
H11_1001000412 Epithelial 0 tumor
H12_1001000407 Epithelial 0 tumor
H12_1001000408 Epithelial 0 tumor
H12_1001000412 Epithelial 0 tumor
H13_1001000407 Epithelial 0 tumor
H13_1001000408 Epithelial 0 tumor
H13_1001000411 Epithelial 0 tumor
H14_1001000407 Epithelial 0 tumor
H14_1001000408 Epithelial 0 tumor
H14_1001000412 Epithelial 0 tumor
H15_1001000407 Epithelial 0 tumor
H15_1001000408 Epithelial 23 tumor
H15_1001000412 Epithelial 0 tumor
H16_1001000407 Epithelial 0 tumor
H16_1001000412 Epithelial 0 tumor
H17_1001000407 Epithelial 27 tumor
H17_1001000412 Epithelial 0 tumor
H18_1001000407 Epithelial 0 tumor
H18_1001000408 Epithelial 0 tumor
H19_1001000407 Epithelial 0 tumor
H19_1001000408 Epithelial 0 tumor
H1_1001000407 Epithelial 0 tumor
H1_1001000408 Epithelial 0 tumor
H20_1001000408 Epithelial 0 tumor
H21_1001000407 Epithelial 0 tumor
H21_1001000408 Epithelial 0 tumor
H21_1001000412 Epithelial 0 tumor
H22_1001000407 Epithelial 27 tumor
H22_1001000408 Epithelial 0 tumor
H22_1001000412 Epithelial 0 tumor
H2_1001000407 Epithelial 27 tumor
H2_1001000408 Epithelial 0 tumor
H3_1001000407 Epithelial 0 tumor
H3_1001000408 Epithelial 0 tumor
H3_1001000412 Epithelial 0 tumor
H4_1001000407 Epithelial 0 tumor
H5_1001000407 Epithelial 0 tumor
H5_1001000408 Epithelial 0 tumor
H6_1001000407 Epithelial 0 tumor
H6_1001000412 Epithelial 0 tumor
H7_1001000407 Epithelial 0 tumor
H7_1001000408 Epithelial 0 tumor
H7_1001000411 Epithelial 0 tumor
H7_1001000412 Epithelial 0 tumor
H8_1001000412 Epithelial 0 tumor
H9_1001000407 Epithelial 0 tumor
H9_1001000408 Epithelial 0 tumor
H9_1001000412 Epithelial 0 tumor
I10_1001000407 Epithelial 0 tumor
I10_1001000408 Epithelial 0 tumor
I10_1001000412 Epithelial 0 tumor
I11_1001000407 Epithelial 0 tumor
I11_1001000408 Epithelial 0 tumor
I11_1001000412 Epithelial 0 tumor
I12_1001000407 Epithelial 0 tumor
I12_1001000408 Epithelial 0 tumor
I13_1001000407 Epithelial 0 tumor
I13_1001000408 Epithelial 0 tumor
I13_1001000412 Epithelial 0 tumor
I14_1001000407 Epithelial 0 tumor
I14_1001000408 Epithelial 0 tumor
I15_1001000407 Epithelial 0 tumor
I15_1001000408 Epithelial 0 tumor
I15_1001000412 Epithelial 0 tumor
I16_1001000407 Epithelial 0 tumor
I16_1001000408 Epithelial 0 tumor
I16_1001000412 Epithelial 0 tumor
I17_1001000407 Epithelial 0 tumor
I17_1001000408 Epithelial 0 tumor
I18_1001000407 Epithelial 0 tumor
I18_1001000408 Epithelial 0 tumor
I18_1001000412 Epithelial 0 tumor
I19_1001000407 Epithelial 0 tumor
I19_1001000408 Epithelial 0 tumor
I19_1001000412 Epithelial 0 tumor
I1_1001000408 Epithelial 27 tumor
I1_1001000411 Epithelial 0 tumor
I1_1001000412 Epithelial 27 tumor
I20_1001000407 Epithelial 0 tumor
I20_1001000408 Epithelial 0 tumor
I21_1001000407 Epithelial 0 tumor
I21_1001000408 Epithelial 0 tumor
I21_1001000412 Epithelial 0 tumor
I22_1001000407 Epithelial 0 tumor
I22_1001000408 Epithelial 0 tumor
I22_1001000412 Epithelial 0 tumor
I2_1001000408 Epithelial 0 tumor
I3_1001000407 Epithelial 0 tumor
I3_1001000408 Epithelial 0 tumor
I3_1001000412 Epithelial 0 tumor
I4_1001000407 Epithelial 0 tumor
I4_1001000408 Epithelial 27 tumor
I4_1001000412 Epithelial 0 tumor
I5_1001000407 Epithelial 0 tumor
I5_1001000408 Epithelial 0 tumor
I5_1001000412 Epithelial 0 tumor
I6_1001000407 Epithelial 0 tumor
I6_1001000408 Epithelial 0 tumor
I6_1001000412 Epithelial 0 tumor
I7_1001000407 Epithelial 0 tumor
I7_1001000408 Epithelial 0 tumor
I8_1001000407 Epithelial 0 tumor
I8_1001000408 Epithelial 0 tumor
I8_1001000412 Epithelial 0 tumor
I9_1001000407 Epithelial 0 tumor
I9_1001000408 Epithelial 0 tumor
I9_1001000412 Epithelial 0 tumor
J10_1001000407 Epithelial 0 tumor
J10_1001000408 Epithelial 0 tumor
J10_1001000412 Epithelial 0 tumor
J11_1001000407 Epithelial 0 tumor
J11_1001000408 Epithelial 0 tumor
J11_1001000412 Epithelial 0 tumor
J12_1001000407 Epithelial 0 tumor
J12_1001000408 Epithelial 0 tumor
J13_1001000407 Epithelial 0 tumor
J13_1001000408 Epithelial 0 tumor
J13_1001000412 Epithelial 0 tumor
J14_1001000407 Epithelial 0 tumor
J14_1001000408 Epithelial 0 tumor
J14_1001000412 Epithelial 0 tumor
J15_1001000408 Epithelial 0 tumor
J16_1001000407 Epithelial 0 tumor
J17_1001000407 Epithelial 0 tumor
J17_1001000408 Epithelial 0 tumor
J17_1001000412 Epithelial 0 tumor
J18_1001000407 Epithelial 0 tumor
J18_1001000408 Epithelial 0 tumor
J18_1001000412 Epithelial 0 tumor
J19_1001000408 Epithelial 0 tumor
J19_1001000412 Epithelial 0 tumor
J1_1001000407 Epithelial 0 tumor
J20_1001000407 Epithelial 0 tumor
J20_1001000408 Epithelial 0 tumor
J20_1001000412 Epithelial 0 tumor
J21_1001000407 Epithelial 0 tumor
J21_1001000408 Epithelial 0 tumor
J21_1001000412 Epithelial 0 tumor
J22_1001000407 Epithelial 0 tumor
J22_1001000408 Epithelial 0 tumor
J22_1001000409 Epithelial 0 tumor
J22_1001000412 Epithelial 27 tumor
J2_1001000407 Epithelial 0 tumor
J2_1001000408 Epithelial 27 tumor
J3_1001000407 Epithelial 0 tumor
J3_1001000408 Epithelial 0 tumor
J3_1001000412 Epithelial 0 tumor
J4_1001000407 Epithelial 0 tumor
J4_1001000412 Epithelial 0 tumor
J5_1001000407 Epithelial 0 tumor
J5_1001000408 Epithelial 0 tumor
J5_1001000412 Epithelial 0 tumor
J6_1001000407 Epithelial 0 tumor
J6_1001000408 Epithelial 0 tumor
J7_1001000407 Epithelial 0 tumor
J7_1001000408 Epithelial 0 tumor
J7_1001000412 Epithelial 0 tumor
J8_1001000407 Epithelial 0 tumor
J8_1001000408 Epithelial 0 tumor
J8_1001000412 Epithelial 0 tumor
J9_1001000408 Epithelial 0 tumor
J9_1001000412 Epithelial 0 tumor
K10_1001000407 Epithelial 0 tumor
K10_1001000408 Epithelial 0 tumor
K11_1001000407 Epithelial 0 tumor
K11_1001000408 Epithelial 0 tumor
K11_1001000412 Epithelial 0 tumor
K12_1001000407 Epithelial 0 tumor
K12_1001000408 Epithelial 0 tumor
K12_1001000412 Epithelial 0 tumor
K13_1001000407 Epithelial 0 tumor
K13_1001000408 Epithelial 0 tumor
K13_1001000412 Epithelial 0 tumor
K14_1001000408 Epithelial 0 tumor
K14_1001000412 Epithelial 0 tumor
K15_1001000407 Epithelial 0 tumor
K15_1001000412 Epithelial 0 tumor
K16_1001000407 Epithelial 0 tumor
K16_1001000408 Epithelial 0 tumor
K16_1001000412 Epithelial 0 tumor
K17_1001000407 Epithelial 0 tumor
K18_1001000407 Epithelial 0 tumor
K18_1001000408 Epithelial 0 tumor
K18_1001000412 Epithelial 0 tumor
K19_1001000407 Epithelial 0 tumor
K19_1001000408 Epithelial 0 tumor
K1_1001000407 Epithelial 0 tumor
K1_1001000408 Epithelial 0 tumor
K20_1001000407 Epithelial 0 tumor
K20_1001000408 Epithelial 0 tumor
K20_1001000412 Epithelial 0 tumor
K21_1001000407 Epithelial 0 tumor
K21_1001000408 Epithelial 0 tumor
K21_1001000412 Epithelial 0 tumor
K22_1001000407 Epithelial 0 tumor
K22_1001000408 Epithelial 27 tumor
K22_1001000412 Epithelial 0 tumor
K2_1001000407 Epithelial 0 tumor
K2_1001000408 Epithelial 0 tumor
K3_1001000407 Epithelial 0 tumor
K3_1001000408 Epithelial 0 tumor
K3_1001000412 Epithelial 0 tumor
K4_1001000407 Epithelial 0 tumor
K4_1001000408 Epithelial 27 tumor
K4_1001000412 Epithelial 0 tumor
K5_1001000407 Epithelial 0 tumor
K5_1001000408 Epithelial 0 tumor
K5_1001000412 Epithelial 0 tumor
K6_1001000407 Epithelial 0 tumor
K6_1001000408 Epithelial 0 tumor
K6_1001000412 Epithelial 0 tumor
K7_1001000407 Epithelial 0 tumor
K7_1001000408 Epithelial 27 tumor
K7_1001000412 Epithelial 0 tumor
K8_1001000407 Epithelial 0 tumor
K8_1001000408 Epithelial 0 tumor
K8_1001000412 Epithelial 0 tumor
K9_1001000407 Epithelial 0 tumor
K9_1001000408 Epithelial 0 tumor
K9_1001000412 Epithelial 0 tumor
L10_1001000407 Epithelial 0 tumor
L10_1001000408 Epithelial 0 tumor
L10_1001000412 Epithelial 0 tumor
L11_1001000407 Epithelial 0 tumor
L11_1001000408 Epithelial 0 tumor
L11_1001000412 Epithelial 0 tumor
L12_1001000407 Epithelial 0 tumor
L12_1001000408 Epithelial 0 tumor
L13_1001000407 Epithelial 0 tumor
L13_1001000408 Epithelial 0 tumor
L13_1001000412 Epithelial 0 tumor
L14_1001000407 Epithelial 0 tumor
L14_1001000408 Epithelial 0 tumor
L15_1001000408 Epithelial 0 tumor
L16_1001000407 Epithelial 0 tumor
L16_1001000408 Epithelial 0 tumor
L16_1001000412 Epithelial 0 tumor
L17_1001000407 Epithelial 0 tumor
L17_1001000408 Epithelial 0 tumor
L17_1001000412 Epithelial 0 tumor
L18_1001000407 Epithelial 0 tumor
L18_1001000408 Epithelial 0 tumor
L18_1001000412 Epithelial 0 tumor
L19_1001000407 Epithelial 0 tumor
L19_1001000408 Epithelial 0 tumor
L19_1001000412 Epithelial 0 tumor
L1_1001000407 Epithelial 0 tumor
L1_1001000408 Epithelial 0 tumor
L20_1001000408 Epithelial 0 tumor
L20_1001000412 Epithelial 0 tumor
L21_1001000407 Epithelial 0 tumor
L21_1001000408 Epithelial 0 tumor
L22_1001000407 Epithelial 0 tumor
L22_1001000408 Epithelial 0 tumor
L22_1001000412 Epithelial 0 tumor
L2_1001000407 Epithelial 0 tumor
L3_1001000407 Epithelial 0 tumor
L3_1001000408 Epithelial 0 tumor
L4_1001000407 Epithelial 0 tumor
L4_1001000408 Epithelial 0 tumor
L4_1001000411 Epithelial 0 tumor
L4_1001000412 Epithelial 0 tumor
L5_1001000407 Epithelial 0 tumor
L5_1001000408 Epithelial 0 tumor
L5_1001000412 Epithelial 0 tumor
L6_1001000407 Epithelial 0 tumor
L6_1001000408 Epithelial 0 tumor
L7_1001000407 Epithelial 0 tumor
L7_1001000408 Epithelial 0 tumor
L7_1001000412 Epithelial 0 tumor
L8_1001000407 Epithelial 0 tumor
L8_1001000408 Epithelial 0 tumor
L9_1001000407 Epithelial 0 tumor
L9_1001000408 Epithelial 0 tumor
L9_1001000411 Epithelial 0 tumor
L9_1001000412 Epithelial 0 tumor
M10_1001000407 Epithelial 0 tumor
M10_1001000408 Epithelial 0 tumor
M10_1001000412 Epithelial 0 tumor
M11_1001000407 Epithelial 0 tumor
M11_1001000408 Epithelial 0 tumor
M11_1001000412 Epithelial 0 tumor
M12_1001000407 Epithelial 0 tumor
M12_1001000408 Epithelial 0 tumor
M12_1001000412 Epithelial 0 tumor
M13_1001000407 Epithelial 0 tumor
M13_1001000408 Epithelial 0 tumor
M14_1001000407 Epithelial 0 tumor
M14_1001000408 Epithelial 0 tumor
M14_1001000412 Epithelial 0 tumor
M15_1001000407 Epithelial 0 tumor
M15_1001000408 Epithelial 0 tumor
M15_1001000412 Epithelial 0 tumor
M16_1001000407 Epithelial 0 tumor
M16_1001000412 Epithelial 0 tumor
M17_1001000407 Epithelial 0 tumor
M17_1001000408 Epithelial 0 tumor
M17_1001000412 Epithelial 0 tumor
M18_1001000407 Epithelial 27 tumor
M18_1001000408 Epithelial 0 tumor
M19_1001000407 Epithelial 0 tumor
M19_1001000408 Epithelial 0 tumor
M19_1001000412 Epithelial 0 tumor
M1_1001000407 Epithelial 0 tumor
M1_1001000408 Epithelial 0 tumor
M20_1001000407 Epithelial 0 tumor
M20_1001000408 Epithelial 0 tumor
M21_1001000407 Epithelial 0 tumor
M21_1001000408 Epithelial 27 tumor
M22_1001000407 Epithelial 0 tumor
M22_1001000408 Epithelial 0 tumor
M22_1001000412 Epithelial 0 tumor
M2_1001000407 Epithelial 0 tumor
M3_1001000407 Epithelial 0 tumor
M3_1001000408 Epithelial 0 tumor
M3_1001000412 Epithelial 0 tumor
M4_1001000407 Epithelial 0 tumor
M4_1001000408 Epithelial 0 tumor
M4_1001000412 Epithelial 0 tumor
M5_1001000407 Epithelial 0 tumor
M5_1001000408 Epithelial 0 tumor
M5_1001000412 Epithelial 0 tumor
M6_1001000408 Epithelial 0 tumor
M6_1001000412 Epithelial 0 tumor
M7_1001000407 Epithelial 0 tumor
M7_1001000408 Epithelial 0 tumor
M7_1001000412 Epithelial 0 tumor
M8_1001000407 Epithelial 0 tumor
M8_1001000408 Epithelial 0 tumor
M8_1001000412 Epithelial 0 tumor
M9_1001000407 Epithelial 0 tumor
M9_1001000408 Epithelial 0 tumor
N10_1001000407 Epithelial 0 tumor
N10_1001000408 Epithelial 0 tumor
N11_1001000407 Epithelial 0 tumor
N11_1001000408 Epithelial 0 tumor
N11_1001000412 Epithelial 0 tumor
N12_1001000407 Epithelial 0 tumor
N13_1001000408 Epithelial 0 tumor
N13_1001000412 Epithelial 0 tumor
N14_1001000408 Epithelial 0 tumor
N14_1001000411 Epithelial 0 tumor
N14_1001000412 Epithelial 0 tumor
N15_1001000408 Epithelial 0 tumor
N15_1001000412 Epithelial 0 tumor
N16_1001000407 Epithelial 0 tumor
N16_1001000408 Epithelial 23 tumor
N17_1001000407 Epithelial 0 tumor
N17_1001000408 Epithelial 0 tumor
N18_1001000407 Epithelial 0 tumor
N18_1001000408 Epithelial 0 tumor
N18_1001000409 Epithelial 0 tumor
N18_1001000412 Epithelial 0 tumor
N19_1001000407 Epithelial 0 tumor
N19_1001000408 Epithelial 0 tumor
N19_1001000412 Epithelial 0 tumor
N1_1001000407 Epithelial 0 tumor
N1_1001000411 Epithelial 0 tumor
N20_1001000407 Epithelial 0 tumor
N20_1001000408 Epithelial 0 tumor
N20_1001000412 Epithelial 0 tumor
N21_1001000407 Epithelial 0 tumor
N21_1001000408 Epithelial 0 tumor
N21_1001000412 Epithelial 0 tumor
N22_1001000407 Epithelial 0 tumor
N2_1001000407 Epithelial 27 tumor
N2_1001000408 Epithelial 0 tumor
N3_1001000407 Epithelial 23 tumor
N3_1001000408 Epithelial 0 tumor
N4_1001000407 Epithelial 0 tumor
N4_1001000408 Epithelial 0 tumor
N4_1001000412 Epithelial 0 tumor
N5_1001000407 Epithelial 0 tumor
N5_1001000408 Epithelial 0 tumor
N5_1001000412 Epithelial 0 tumor
N6_1001000407 Epithelial 0 tumor
N6_1001000408 Epithelial 27 tumor
N6_1001000411 Epithelial 0 tumor
N6_1001000412 Epithelial 0 tumor
N7_1001000407 Epithelial 0 tumor
N7_1001000408 Epithelial 0 tumor
N7_1001000412 Epithelial 0 tumor
N8_1001000407 Epithelial 0 tumor
N8_1001000408 Epithelial 0 tumor
N9_1001000407 Epithelial 0 tumor
N9_1001000408 Epithelial 0 tumor
N9_1001000412 Epithelial 0 tumor
O10_1001000407 Epithelial 0 tumor
O10_1001000412 Epithelial 0 tumor
O11_1001000407 Epithelial 0 tumor
O11_1001000408 Epithelial 0 tumor
O11_1001000412 Epithelial 0 tumor
O12_1001000407 Epithelial 0 tumor
O12_1001000408 Epithelial 0 tumor
O12_1001000412 Epithelial 0 tumor
O13_1001000407 Epithelial 0 tumor
O13_1001000408 Epithelial 0 tumor
O13_1001000412 Epithelial 0 tumor
O14_1001000407 Epithelial 0 tumor
O14_1001000408 Epithelial 0 tumor
O14_1001000411 Epithelial 0 tumor
O14_1001000412 Epithelial 0 tumor
O15_1001000407 Epithelial 0 tumor
O15_1001000412 Epithelial 0 tumor
O16_1001000407 Epithelial 0 tumor
O16_1001000408 Epithelial 0 tumor
O16_1001000412 Epithelial 0 tumor
O17_1001000407 Epithelial 0 tumor
O17_1001000408 Epithelial 0 tumor
O18_1001000407 Epithelial 0 tumor
