"","cnv_score"
"C22_B003518",4849
"A12_B003529",5219
"L15_B003527",5000
"M9_B003518",5387
"M11_B003518",6301
"N21_B003518",5619
"M21_B003527",5641
"P10_B003527",5573
"B20_B003527",5093
"F19_B003588",5642
"E19_B003527",5280
"J20_B003527",5791
"J15_B003518",5459
"P7_B003518",6190
"P14_B003527",6049
"D10_B003527",5990
"L17_B003518",5270
"F14_B003588",5930
"G18_B003527",5135
"C20_B003527",5315
"P9_B003527",5184
"D17_B003588",5867
"I2_B003527",5352
"I16_B003518",5429
"J19_B003527",4314
"D18_B003588",5696
"G10_B003518",5179
"J16_B003529",5242
"E15_B003518",6140
"B21_B003522",6669
"E5_B003518",5628
"H8_B003527",6022
"H17_B003527",6372
"J7_B003527",5857
"L11_B003518",5672
"C15_B003527",5192
"P7_B003527",6097
"O20_B003518",5401
"H8_B003518",6441
"K15_B003518",6575
"B16_B003518",5006
"F12_B003529",4644
"L18_B003588",4650
"E7_B003527",4650
"P10_B003588",4318
"G15_B003529",4552
"G13_B003518",3801
"L19_B003527",4530
"F11_B003518",5669
"H13_B003527",4845
"O17_B003529",4121
"D8_B003518",5481
"P13_B003527",5441
"N19_B003518",5399
"E12_B003527",4287
"L12_B003527",4399
"I22_B003522",5705
"A17_B003518",5219
"L18_B003518",5063
"M18_B003527",5091
"J11_B003529",4800
"O20_B003522",4295
"H9_B003527",4408
"O12_B003527",4409
"P8_B003518",4675
"H11_B003527",4862
"H19_B003522",4935
"C7_B003527",5832
"H16_B003527",5309
"A10_B003529",4744
"C10_B003527",4856
"J8_B003527",5640
"O9_B003529",5928
"N11_B003527",4357
"O8_B003518",5791
"F9_B003527",5501
"B17_B003527",4580
"M18_B003518",5698
"H12_B003518",4846
"M13_B003518",5241
"N15_B003527",4064
"F14_B003527",5090
"C6_B003527",4888
"M7_B003527",5434
"G19_B003527",5281
"H21_B003527",4530
"H18_B003522",5150
"E19_B003522",4419
"N12_B003522",4684
"E13_B003529",4827
"H20_B003522",5388
"D14_B003588",4917
"K16_B003529",4808
"N9_B003518",5161
"D15_B003518",5305
"G15_B003588",4913
"M11_B003527",4931
"G13_B003527",4572
"D22_B003518",4746
"P12_B003527",4683
"K21_B003527",5015
"K22_B003527",3853
"K17_B003527",4788
"K20_B003527",4319
"F18_B003522",6972
"A11_B003527",5640
"C13_B003518",5717
"K19_B003527",4985
"F20_B003588",4865
"O14_B003527",4533
"M19_B003527",5099
"D21_B003518",5397
"E22_B003527",4466
"F7_B003518",4689
"M11_B003522",4540
"P10_B003518",4517
"B9_B003522",5651
"D18_B003527",5169
"M12_B003518",4794
"G16_B003527",5913
"M13_B003527",5035
"P10_B003522",4841
"D21_B003529",5377
"H10_B003518",5201
"J14_B003518",4230
"M10_B003518",5019
"M19_B003522",5538
"A13_B003518",5558
"I22_B003588",4882
"P15_B003527",4954
"C22_B003527",5213
"C14_B003527",4701
"P17_B003518",4546
"A18_B003527",5561
"B22_B003529",4733
"P16_B003518",5566
"N13_B003777",7107
"O22_B003777",6995
"C15_B003775",5872
"A5_B001474",5861
"K22_B003777",6149
"C4_B001474",6426
"K12_B003775",5806
"L12_B003777",6007
"B8_B001475",6085
"O15_B003775",5362
"J22_B003777",6495
"L13_B003777",6752
"E19_B003777",6793
"N22_B003776",6697
"L19_B003777",7203
"E21_B003776",5432
"K16_B003777",6229
"O16_B003775",5690
"O7_B001470",6415
"H17_B003777",6869
"I15_B003775",6015
"P17_B003776",5945
"E16_B003777",7291
"I17_B003777",7252
"K20_B003777",6253
"M17_B003777",6554
"C17_B003777",6662
"K19_B003777",6402
"H18_B003777",6768
"O18_B003777",7448
"B19_B003776",6932
"C10_B001470",7167
"J17_B003777",7077
"D8_B001470",7020
"D8_B001474",6041
"E9_B001470",7463
"K9_B001474",6681
"P12_B003775",6599
"E17_B003775",6072
"P14_B003776",5322
"I13_B003776",5659
"I15_B003776",4780
"G19_B003777",6033
"I21_B003777",7084
"C16_B003777",6646
"B16_B003776",6902
"D20_B003776",6003
"L11_B001474",6352
"A18_B003776",6080
"E14_B003776",5436
"N12_B003776",5774
"O12_B003776",5564
"J8_B001470",6153
"E17_B003777",6749
"I14_B003776",6726
"B18_B003776",6704
"C15_B003776",6170
"F17_B003776",6151
"K13_B003776",6648
"B13_B003776",6556
"G15_B003776",6185
"H13_B003776",8597
"J18_B003777",6862
"G17_B003776",8425
"I20_B003776",8001
"K17_B003775",6156
"L14_B003776",7318
"G11_B001475",6793
"N20_B003776",7401
"K18_B003777",5923
"N22_B003777",6549
"L21_B003776",6479
"O12_B003775",7226
"L20_B003776",6549
"M13_B003775",5778
"B21_B003777",7379
"L17_B003775",7024
"K12_B003776",7043
"I16_B003776",5090
"E13_B003776",5575
"N17_B003776",6899
"P12_B003776",7581
"D22_B003776",6514
"K20_B003776",7679
"G18_B003775",7390
"H20_B003776",7215
"H19_B003776",7505
"P16_B003777",7239
"L17_B003776",7075
"N15_B003777",6811
"G19_B003776",7703
"I13_B003777",7030
"M12_B003777",7073
"L15_B003776",6744
"H14_B003775",6040
"N21_B003776",6199
"H12_B003776",7425
"F14_B003775",7508
"P13_B003776",7365
"P15_B003776",6979
"B15_B003776",7801
"H17_B003776",7783
"A12_B003776",8229
"D15_B003776",7243
"G20_B003776",7505
"G12_B003776",8872
"A19_B003776",7054
"K15_B003776",7831
"F13_B003775",8485
"O16_B003776",8023
"M19_B003776",7144
"E15_B003776",7205
"L15_B003777",7554
"J13_B003776",7508
"G13_B003776",6937
"O13_B003776",6329
"C17_B003775",7474
"C18_B003777",6631
"K14_B003775",6302
"N16_B003776",8023
"A15_B003776",8562
"N14_B003776",7720
"D16_B003776",9281
"E17_B003776",8506
"M13_B003776",8071
"P20_B003776",8000
"D12_B003776",6795
"D22_B003777",8058
"F6_B001474",9045
"O15_B003776",7989
"F14_B003776",6651
"K15_B003777",6482
"F13_B003777",7954
"L10_B001475",8346
"F12_B003776",9215
"J11_B001474",8500
"G14_B003776",7741
"L4_B001474",8065
"G17_B003775",7959
"I20_B003777",8454
"I21_B003776",7368
"E22_B003776",8564
"K14_B003776",8303
"E19_B003776",7666
"K7_B001474",7822
"G9_B001475",6779
"C16_B003776",7111
"F15_B003777",7878
"F5_B001470",7751
"K17_B003776",6711
"M14_B003775",7080
"P10_B001474",7507
"P22_B003776",7422
"A14_B003777",8647
"M10_B001474",7440
"E18_B003776",7372
"H15_B003776",7830
"B12_B003776",9474
"M2_B001470",9734
"N21_B003777",8364
"P10_B001470",8655
"F10_B001474",9045
"N11_B001474",9005
"G18_B003776",7996
"H21_B003777",7428
"G16_B003777",8947
"K17_B003777",7138
"M22_B003776",7753
"L22_B003776",6852
"M19_B003777",6837
"D10_B001475",7867
"E19_B003775",8040
"A22_B003777",7763
"A17_B003776",7788
"F21_B003777",8200
"J5_B001470",6592
"P16_B003776",7570
"C14_B003776",7980
"G21_B003776",8908
"D14_B003776",7579
"M15_B003776",8957
"N18_B003776",8575
"G16_B003776",7965
"L13_B003776",8472
"F16_B003776",8603
"G13_B003777",8210
"K13_B003777",7947
"G14_B003777",7456
"O22_B003776",7232
"K6_B001474",7566
"A18_B003777",8714
"O6_B001470",7130
"H9_B001470",8567
"I7_B001470",8228
"G20_B003777",8164
"N19_B003776",7596
"C21_B003776",7641
"D11_B001474",7049
"F14_B003777",7798
"G12_B003775",8180
"B16_B003777",8411
"N18_B003777",9146
"D10_B001474",9137
"A6_B001474",7854
"D17_B003777",6691
"D20_B003777",7773
"N14_B003777",8232
"P21_B003776",8055
"C15_B003777",7828
"H22_B003776",8187
"H18_B003776",7465
"I12_B003777",7670
"M16_B003775",6532
"M16_B003777",7637
"A21_B003775",6509
"K22_B003776",7925
"C14_B003894",7938
"P16_B003995",7296
"P22_B003894",6957
"C19_B003920",7760
"C15_B003771",7832
"N12_B003894",7952
"N21_B003995",7233
"O17_B003920",7221
"P20_B003920",7507
"G20_B003995",7827
"O22_B003995",6993
"C13_B003771",7579
"I15_B003995",7782
"O13_B003920",8492
"E20_B003894",7150
"J12_B003894",6792
"N17_B003920",7782
"J22_B003920",6906
"L20_B003771",7091
"A18_B003771",7538
"H15_B003995",7050
"K17_B003771",7408
"G17_B003920",8789
"H22_B003920",7903
"F14_B003920",8621
"L14_B003920",8455
"L6_B003995",7766
"G18_B003894",6988
"P17_B003995",7927
"L21_B003995",7182
"H20_B003995",8543
"I16_B003894",7930
"I19_B003771",8979
"J17_B003771",8520
"J8_B003995",10027
"F13_B003995",8008
"F18_B003920",8996
"P16_B003920",9266
"G16_B003894",7728
"E17_B003894",8645
"M16_B003995",8995
"F17_B003894",8277
"I22_B003771",8775
"B19_B003894",9244
"D18_B003771",8683
"O14_B003894",8269
"O22_B003894",7650
"H21_B003995",7273
"J18_B003920",8115
"M20_B003894",8192
"I20_B003995",6926
"N18_B003995",7826
"F20_B003920",7460
"H17_B003995",7396
"K17_B003894",6405
"N22_B003995",7686
"N14_B003771",8364
"D22_B003995",7151
"N19_B003894",7202
"J20_B003995",10547
"K16_B003920",7834
"L18_B003920",8547
"H16_B003920",7522
"L19_B003920",7184
"E15_B003771",7525
"L21_B003894",7311
"M22_B003995",6875
"L19_B003995",7743
"K20_B003995",7190
"M22_B003920",7413
"I2_B003995",9829
"I12_B003920",8660
"M17_B003894",8845
"N17_B003995",8418
"I17_B003995",8731
"H22_B003995",8012
"E21_B003894",7751
"E22_B003894",8491
"K14_B003894",9621
"L19_B003771",8962
"A15_B003894",10812
"G21_B003995",7990
"L16_B003920",8194
"L11_B001546",7831
"G2_B001544",6889
"A10_B001544",7108
"O1_B001546",7034
"L15_B001544",7341
"N10_B001544",7717
"B5_B001544",7669
"F8_B001544",6833
"D21_B003179",6851
"G12_B003183",6023
"G18_B003179",5808
"F15_B003183",6070
"O20_B003179",6750
"G13_B003179",6850
"P17_B003183",6382
"G16_B003179",7136
"H18_B003183",6468
"L16_B003179",7095
"H12_B003183",6705
"P12_B003179",7297
"J17_B003183",7219
"K14_B003183",6289
"F19_B003183",7189
"H15_B003183",6272
"C19_B003183",6237
"O15_B003183",6704
"B18_B003183",7568
"E21_B003183",6482
"M13_B003183",7265
"J18_B003183",6489
"M17_B003179",5932
"C17_B003183",6685
"H14_B003183",6479
"L12_B003179",5545
"N13_B003183",5967
"G15_B003179",6982
"J15_B003179",6671
"B16_1001000408",6172
"G18_1001000409",6357
"H20_1001000407",6536
"J16_1001000408",6233
"D20_1001000408",6401
"N12_1001000408",6300
"H20_1001000412",6702
"O10_1001000408",6318
"K15_1001000408",5580
"C7_1001000408",5852
"J4_1001000408",5712
"E21_1001000408",6265
"B7_1001000412",5736
"O19_1001000412",6048
"K17_1001000412",6750
"L20_1001000407",5351
"N13_1001000407",5976
"C15_1001000412",5566
"K14_1001000407",5760
"G7_1001000412",5998
"M18_1001000412",6037
"N15_1001000407",5386
"P7_1001000408",5757
"J9_1001000407",6045
"G12_1001000412",6874
"N8_1001000412",5981
"O21_1001000412",5888
"A19_1001000408",6006
"B18_1001000407",6544
"D17_1001000407",5968
"H6_1001000408",5897
"L6_1001000412",6012
"N10_1001000412",6724
"O18_1001000412",6405
"P12_1001000407",6176
"I12_1001000412",6535
"N3_1001000412",6600
"A15_1001000412",6821
"P15_1001000412",6813
"M16_1001000408",7155
"P8_1001000408",6860
"M9_1001000412",6531
"P10_1001000412",6070
"A21_1001000412",6055
"J15_1001000412",5994
"I7_1001000412",5763
"P4_1001000412",5839
"C14_1001000412",5294
"D8_1001000408",6777
"J1_1001000408",6738
"P20_1001000412",6276
"A12_1001000412",6613
"C14_1001000408",6092
"N16_1001000408",5665
"C11_1001000412",6053
"L3_1001000412",6801
"P13_1001000412",6346
"P19_1001000412",5588
"H5_1001000412",5402
"I14_1001000412",6324
"G2_1001000409",6435
"C18_1001000412",6367
"L12_1001000412",6308
"H8_1001000408",5660
"L21_1001000412",6533
"H15_1001000408",5835
"H18_1001000412",6764
"H19_1001000412",6435
"P16_1001000412",6970
"L15_1001000407",6334
"G5_1001000407",6492
"O17_1001000412",6134
"D6_1001000412",6751
"E11_1001000407",6232
"J6_1001000412",6369
"L15_1001000412",6859
"A14_1001000412",6080
"E15_1001000408",7449
"B14_1001000412",5841
"M21_1001000412",5933
"N3_1001000407",6259
"D19_1001000407",5985
"P5_1001000408",5139
"C11_B000862",6072
"D18_B000862",5124
"D10_B000862",5049
"G17_B000862",5032
"C5_B000862",10050
"C6_B000862",7024
"J15_B000862",7033
"A5_B000862",6937
"F15_B000862",6200
"C22_B000862",6090
"F6_B000862",7204
"D12_B000862",8060
"D8_B000862",7371
"F11_B000862",7771
"I8_B000860",7839
"A7_B000862",7831
"A4_B000862",7484
"C2_B000862",6940
"F1_B000862",5954
"G2_B000862",5050
"I11_B000863",5803
"M7_B000861",6157
"C2_B000863",5860
"N6_B000862",6650
"A11_B000861",6389
"O7_B000861",5698
"A1_B000863",7834
"A9_B000860",7437
"A9_B000862",7108
"E1_B000863",6037
"H8_B000863",7164
"K4_B000863",6947
"A2_B000862",6956
"A6_B000863",7241
"G10_B000863",7340
"M9_B000863",6501
"P8_B000861",7399
"F9_B000863",6556
"O1_B000863",7385
"I5_B000863",6928
"L2_B000863",6336
"C8_B000863",6960
"P11_B000861",6509
"J5_B000863",8693
"F6_B000863",8029
"G9_B000863",8269
"E3_B000863",8140
"F6_B000860",7450
"O9_B000861",7463
"D5_B000863",6756
"H6_B000863",6898
"B10_B000863",7525
"G7_B000863",7774
"F8_B000863",7749
"G6_B000863",7460
"B2_B000863",6554
"D3_B000863",7254
"C5_B000863",7287
"G1_B000863",7286
"G4_B000863",7332
"E11_B000863",6810
"A8_B000863",5763
"F1_B000863",6256
"C1_B000863",6263
"C9_B000863",7028
"F11_B000863",7337
"H4_B000863",7243
"E10_B000861",7031
"F9_B000861",7297
"O10_B000861",7588
"K7_B000861",7386
"F10_B000863",7654
"F8_B000861",7272
"G9_B000861",7279
"F5_B000863",7592
"B5_B000863",7972
"L11_B000863",7535
"H7_B000863",6869
"K5_B000863",6928
"B3_B000863",7480
"G8_B000861",7173
"C11_B000863",6873
"E10_B000863",6563
"B11_B000861",7569
"C3_B000863",7366
"H6_B003648",6848
"J4_B003648",7339
"F3_B003648",7445
"I8_B003648",7643
"N4_B003648",5959
"A1_B003648",6282
"D8_B003659",7722
"L7_B003659",6611
"F4_B003648",8125
"G7_B003648",7018
"N5_B003648",6062
"D7_B003648",6273
"O3_B003659",6611
"I7_B003648",8478
"F7_B003648",7261
"M3_B003648",8182
"C7_B003648",6636
"J7_B003659",7623
"E1_B003070",7167
"E1_B003648",7481
"L5_B003648",7464
"G8_B003648",6376
"L6_B003659",6886
"G2_B003659",6863
"G5_B003659",6033
"I2_B003659",5439
"A5_B003648",6396
"I1_B003648",5344
"J4_B003659",6134
"K3_B003648",6462
"F8_B003648",7087
"I3_B003648",6720
"K4_B003648",6626
"C2_B003648",7455
"N6_B003648",7438
"M8_B003648",7295
"I5_B003648",7310
"L1_B003659",6058
"L2_B003648",7154
"J8_B003659",7048
"M4_B003648",6486
"L4_B003648",7309
"O4_B003648",7479
"H5_B003659",6514
"H8_B003659",6447
"F6_B003659",7173
"B2_B003659",6566
"G4_B003659",6193
"O1_B003648",6952
"L3_B003659",6586
"A3_B003659",6012
"P1_B003648",5759
"F5_B003648",6156
"M6_B003648",5377
"M8_B003659",5731
"J5_B003659",5480
"K3_B003659",6141
"M5_B003648",7060
"C6_B003648",6258
"F8_B003659",6514
"B8_B003648",7401
"I7_B003659",6965
"E7_B003659",5958
"G1_B003648",6096
"E8_B003648",7195
"L8_B003659",6479
"M1_B003648",6147
"J2_B003648",6367
"O8_B003648",6039
"B11_10001000325",6947
"C11_10001000325",7331
"H9_10001000325",7016
"H4_10001000325",6825
"A5_1001000317",6663
"C9_1001000317",6383
"G4_1001000317",7019
"A12_1001000317",6906
"C10_10001000325",7278
"E12_10001000325",7652
"D3_1001000317",7566
"F2_10001000325",7059
"E10_10001000325",7973
"H2_10001000325",6351
"H11_1001000317",7292
"H2_1001000317",7077
"A7_10001000325",7959
"G1_1001000317",7329
"F6_1001000317",8035
"C1_1001000317",7392
"E7_1001000317",8167
"F12_1001000317",6972
"B8_1001000317",6741
"C6_1001000317",7081
"B2_1001000317",6932
"A4_1001000317",6767
"C4_10001000325",5844
"E7_10001000325",7152
"G3_1001000317",6285
"C12_10001000325",6842
"G2_10001000325",6887
"H10_10001000325",6835
"H3_10001000325",8838
"O20_B003105",7282
"E11_1001000314",6622
"C11_1001000327",5789
"D12_1001000327",4646
"G5_1001000327",5239
"C4_1001000317",6110
"C5_1001000317",5614
"E9_1001000317",5659
"B3_1001000315",4696
"F12_1001000327",5174
"G6_1001000317",6070
"D1_1001000317",6035
"G7_1001000327",5584
"G8_1001000317",6376
"B5_10001000325",5824
"C7_1001000317",6051
"A9_10001000325",6411
"E10_1001000327",5316
"B6_1001000317",6233
"H5_1001000317",5163
"C5_1001000327",5944
"F10_1001000327",5423
"E2_1001000317",5511
"A4_10001000325",5484
"C3_1001000327",4819
"F2_1001000327",5153
"H7_1001000317",6336
"G2_1001000317",5956
"G2_1001000327",5919
"F5_1001000327",6416
"D8_10001000325",6649
"D5_1001000315",6267
"F2_1001000317",5485
"G8_B003132",7799
"N5_B003129",7838
"B8_B003132",7077
"F16_B003125",6397
"P1_B003129",6219
"L4_B003126",6686
"I8_B003129",6208
"H8_B003125",5739
"J8_B003125",5344
"A6_B003129",5273
"C3_B003187",5940
"D5_B003125",6217
"K4_B003132",5462
"J14_B003191",8166
"F8_B003126",6193
"C4_B003129",6465
"O4_B003132",7021
"E4_B003187",8332
"C5_B003129",7413
"J6_B003129",8097
"C1_B003126",7585
"O8_B003126",6520
"M6_B003126",7174
"E2_B003129",7430
"J4_B003187",6633
"I4_B003126",8263
"N7_B003125",7114
"O2_B003125",7699
"I7_B003129",8095
"O3_B003129",7514
"L7_B003191",8945
"L14_B003126",6216
"C2_B003187",7614
"J5_B003132",6076
"C6_B003187",6635
"L7_B003125",7410
"A15_B003129",7280
"P14_B003187",6736
"M16_B003191",5709
"A3_B003129",6482
"G4_B003126",7440
"K3_B003132",7101
"H5_B003187",7234
"K14_B003129",6223
"I21_B003646",6607
"B6_B003125",5654
"O15_B003129",5574
"F1_B003129",6695
"M15_B003187",6364
"P6_B003129",6291
"J4_B003132",6925
"K7_B003187",7041
"F4_B003132",7751
"N15_B003129",7497
"D7_B003187",7429
"J8_B003191",7590
"I4_B003132",7259
"K8_B003187",7069
"K2_B000261",5975
"K4_B000261",4225
"L15_B003126",4571
"L8_B003129",5119
"O1_B003125",5125
"H5_B003125",5213
"N3_B003125",4901
"F8_B003129",4725
"K5_B000429",5149
"F6_B003125",5870
"P2_B003125",4633
"A7_B003125",4420
"O2_B003187",4762
"A16_B003129",5585
"K2_B003129",6098
"K7_B003129",5601
"B15_B003187",5469
"M14_B003129",5145
"N2_B003125",6644
"O6_B003187",5295
"E11_B002558",5507
"F11_B002558",7605
"E7_B003191",6774
"H2_B002558",6163
"D2_B003191",8129
"G5_B003126",7696
"M8_B003132",8807
"L2_B003187",6895
"P3_B003132",6336
"G8_B003191",7322
"L6_B003191",7984
"J3_B003132",7737
"M7_B003191",7197
"J7_B003129",7676
"N4_B003132",7505
"J5_B003191",8195
"F6_B003187",7431
"J6_B003191",8946
"H5_B003129",7901
"H7_B003187",8098
"F16_B003129",6621
"N2_B003187",7311
"B5_B003191",8772
"M3_B003129",7912
"O1_B003191",7959
"H8_B003191",8203
"J2_B003191",7961
"H1_B003191",8391
"D8_B003191",8598
"O5_B003191",8478
"C3_B003129",7553
"P3_B003129",8035
"I1_B003191",8779
"E7_B003129",8096
"F5_B003129",7379
"F6_B003132",9516
"H3_B003191",9173
"M6_B003187",7951
"G4_B003129",7791
"M4_B003187",8299
"P2_B003132",8335
"M1_B003132",7178
"N3_B003132",7836
"F7_B003126",9021
"F1_B003126",6877
"G2_B003132",7707
"L7_B003126",8483
"L8_B003132",7585
"M8_B003126",8237
"E15_B003129",8066
"J6_B003187",7537
"N4_B003129",8175
"K14_B003187",8054
"M14_B003126",7936
"B2_B003191",8536
"M4_B003129",9601
"M15_B003129",8497
"O4_B003187",8417
"B1_B003187",9655
"L5_B003132",9456
"K2_B003132",8135
"E1_B003129",8042
"M7_B003126",8402
"L5_B003129",8170
"N7_B003132",8496
"E3_B003187",9088
"N6_B003187",8928
"F6_B003129",8132
"F8_B003187",8029
"H5_B003191",8711
"B6_B003191",8141
"C1_B003129",6779
"E5_B003129",8097
"O7_B003191",7937
"J15_B003125",7254
"J16_B003126",7518
"D15_B003125",7283
"N1_B003129",6668
"J1_B003129",6871
"L16_B003187",8034
"B2_B003126",6688
"O7_B003187",8208
"C4_B003191",9177
"O7_B003129",8278
"B15_B003191",8599
"F2_B003191",8083
"E4_B003129",8202
"P2_B003191",8629
"K4_B000429",7126
"G19_B003654",7808
"K3_B000429",7432
"F20_B003654",9809
"K1_B000261",9100
"C16_B003654",10653
"P22_B003654",8994
"D3_B000280",6046
"E16_B003654",7826
"H22_B003654",9563
"E21_B003654",8043
"G20_B003646",7391
"F16_B003654",9600
"A16_B003654",8894
"G21_B003654",7764
"F21_B001460",8657
"F3_B001464",9280
"I5_B001464",8418
"M5_B001464",9237
"O3_B001464",7904
"A6_B003093",8413
"J3_B003093",9237
"H4_B001464",10098
"L2_B001464",8778
"F6_B001464",7036
"M1_B001464",7623
"M2_B001460",8210
"F1_B001464",7995
"F4_B001464",8784
"C5_B001464",4631
"L4_B001464",5882
"B5_B001464",7870
"I1_B001464",8699
"G22_1001000339",5610
"C14_1001000339",6063
"M15_1001000339",5811
"K15_1001000340",5700
"M21_1001000339",4487
"A13_1001000340",4456
"B6_1001000340",4300
"D22_1001000339",4777
"O7_1001000340",4450
"P16_1001000340",4812
"C22_1001000340",4944
"O18_1001000339",5450
"D21_1001000340",4594
"H21_1001000339",5315
"N9_1001000340",4578
"E15_1001000339",4229
"N22_1001000339",4466
"J11_1001000367",3552
"O8_1001000340",3923
"G17_1001000339",4485
"M10_1001000365",4293
"C2_1001000340",5965
"B10_1001000340",5333
"B22_1001000340",5030
"E19_1001000339",5498
"H17_1001000339",4679
"M18_1001000339",4630
"B20_1001000339",5298
"G13_1001000340",5418
"A8_1001000340",6193
"K16_1001000339",5772
"B22_1001000339",6173
"G16_1001000339",5811
"I4_1001000340",5514
"B13_1001000340",7167
"E13_1001000339",5659
"O21_1001000339",6295
"H14_1001000339",6620
"O20_1001000339",8052
"N11_1001000340",5853
"F15_1001000339",6676
"N19_1001000340",6096
"E14_1001000339",7444
"K12_1001000340",6152
"G10_1001000340",6059
"J14_1001000339",6271
"B17_1001000340",5943
"I22_1001000339",5507
"L18_1001000339",6293
"P13_1001000339",5295
"M20_1001000339",6584
"A14_1001000340",5682
"C15_1001000339",6276
"I17_1001000339",6597
"J10_1001000340",6879
"H13_1001000339",7341
"H5_1001000340",7095
"O17_1001000340",8594
"F19_1001000339",8531
"J21_1001000339",9342
"A20_1001000339",8188
"I22_1001000340",9147
"F16_1001000340",8820
"P18_1001000339",8963
"G13_1001000339",9915
"J15_1001000339",9967
"C19_1001000339",8646
"F7_1001000340",8513
"D19_1001000340",8163
"B4_1001000340",8021
"O14_1001000340",8197
"H11_1001000340",8544
"M14_1001000339",9409
"B15_1001000339",8880
"O13_1001000339",8775
"A16_1001000339",9020
"H18_1001000339",8201
"N17_1001000339",8861
"J12_1001000340",8504
"P14_1001000339",8007
"D11_1001000340",8625
"I3_1001000340",8769
"N20_1001000340",7684
"P17_1001000340",8171
"I10_1001000340",6835
"J16_1001000339",8003
"J14_1001000340",7981
"L22_1001000339",7399
"O16_1001000339",7111
"B15_1001000340",7079
"H13_1001000340",8012
"E14_1001000340",8454
"C22_1001000339",7772
"K18_1001000339",8764
"M21_1001000340",7761
"O22_1001000339",7328
"A15_1001000340",7565
"C12_1001000340",8188
"F2_1001000340",7480
"H22_1001000339",6887
"M13_1001000340",7987
"M1_1001000340",8083
"A17_1001000339",7853
"B18_1001000339",7677
"C8_1001000340",7366
"E22_1001000340",7021
"F12_1001000340",8066
"B5_1001000340",7802
"H19_1001000339",8218
"A19_1001000340",6439
"D13_1001000340",6621
"J18_1001000340",7437
"M9_1001000340",8038
"E2_1001000340",7901
"O16_1001000340",7261
"G15_1001000339",8864
"C18_1001000339",8196
"D16_1001000339",8115
"C20_1001000340",8215
"I20_1001000340",8236
"A14_1001000339",8702
"D9_1001000340",8109
"D22_1001000340",9020
"F21_1001000339",8471
"L14_1001000340",8162
"G4_1001000340",7733
"I19_1001000339",9153
"F22_1001000339",8161
"K14_1001000339",8493
"L20_1001000339",7314
"N18_1001000339",7844
"J17_1001000339",7215
"J6_1001000340",7250
"D17_1001000339",6135
"M19_1001000340",7339
"N7_1001000340",7495
"P2_1001000340",6078
"F11_1001000340",8076
"L16_1001000339",7721
"H18_1001000340",7111
"D21_1001000339",7093
"F17_1001000340",6976
"G9_1001000340",7054
"J20_1001000339",7246
"D19_1001000339",7786
"D14_1001000339",7088
"K13_1001000339",6177
"P16_1001000339",7387
"D4_1001000340",6536
"F18_1001000339",6140
"O2_1001000340",6821
"P20_1001000339",6272
"P21_1001000339",6074
"O17_1001000339",6062
"P22_1001000339",5905
"B19_1001000339",6086
"H16_1001000339",5731
"P11_1001000340",5879
"K17_1001000339",5969
"K21_1001000339",6558
"G21_1001000340",6753
"D20_1001000339",6788
"E18_1001000339",6467
