"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene","sig"
"TYMP",0.00267960007555887,0.857304184910652,0.786,0.872,1,"TYMP","NS"
"THRAP3",0.00286097831458146,0.825503407394251,0.929,0.941,1,"THRAP3","NS"
"SELT",0.00291534589569152,0.739845194432523,0.643,0.802,1,"SELT","NS"
"KLHL24",0.00299371518832987,0.65203364524017,0.571,0.845,1,"KLHL24","NS"
"HERPUD1",0.00303995522590251,0.920300455927439,0.929,0.92,1,"HERPUD1","NS"
"UBTD1",0.00313717457886189,0.4583399611511,0.5,0.701,1,"UBTD1","NS"
"CYB5R3",0.00316872929413866,0.945907101183869,0.643,0.775,1,"CYB5R3","NS"
"SECISBP2L",0.00320538621107723,0.575014676265477,0.357,0.749,1,"SECISBP2L","NS"
"KRT7",0.00321639402620024,0.744083585929019,1,0.979,1,"KRT7","NS"
"PARP14",0.00321646194251174,0.613091102790978,1,0.984,1,"PARP14","NS"
"PAPSS1",0.00323490695658681,0.625329814548534,0.357,0.679,1,"PAPSS1","NS"
"COMMD2",0.0032695910258417,0.561538409602709,0.643,0.813,1,"COMMD2","NS"
"UBE2S",0.00331576529319193,0.623466871801548,0.571,0.802,1,"UBE2S","NS"
"HLA-A",0.00336829150298071,0.914808632750151,1,1,1,"HLA-A","NS"
"FBLN5",0.0033820715194595,0.886726709883773,0.5,0.802,1,"FBLN5","NS"
"ADAM10",0.00338341669682264,0.378646378033565,0.357,0.668,1,"ADAM10","NS"
"MAP1LC3A",0.00345691061642073,0.682159584946119,0.786,0.791,1,"MAP1LC3A","NS"
"ATF3",0.00347283345878311,0.763780296630295,1,0.973,1,"ATF3","NS"
"TAGLN2",0.0034730742705729,0.71708243539239,1,0.995,1,"TAGLN2","NS"
"CYR61",0.00352588790504975,0.870565580815701,1,0.963,1,"CYR61","NS"
"MAGI3",0.00362563341987959,0.724996128806955,0.857,0.92,1,"MAGI3","NS"
"ARF1",0.00363576828364557,0.505727944730443,0.929,0.989,1,"ARF1","NS"
"CLIC2",0.00364106330505259,0.542318647672274,0.643,0.829,1,"CLIC2","NS"
"AQP3",0.0037530769128812,1.03541800501582,0.714,0.866,1,"AQP3","NS"
"TMEM37",0.00379649672512828,0.573890723032053,0.143,0.599,1,"TMEM37","NS"
"ATP5B",0.00391510176569634,0.931440045433969,0.786,0.936,1,"ATP5B","NS"
"ASS1",0.00402737078800875,0.68637584958196,0.786,0.914,1,"ASS1","NS"
"TMEM63B",0.00404097538845957,0.497113784987414,0.429,0.658,1,"TMEM63B","NS"
"PROS1",0.00412138247928864,0.323199939941479,0.143,0.519,1,"PROS1","NS"
"NECAB3",0.00412589365970465,0.656908901056218,0.714,0.882,1,"NECAB3","NS"
"PRICKLE1",0.00417301591744236,0.534338576234883,0.214,0.594,1,"PRICKLE1","NS"
"YPEL3",0.00428009922918603,0.717253128525883,0.714,0.85,1,"YPEL3","NS"
"NHSL1",0.00428748295117741,0.640622065124114,0.714,0.765,1,"NHSL1","NS"
"C3",0.0043163499064174,0.848710594005536,0.714,0.882,1,"C3","NS"
"TSR3",0.00434316926682674,0.579984825385154,0.571,0.722,1,"TSR3","NS"
"FAM189A2",0.00436171314259973,0.279463937280975,0,0.396,1,"FAM189A2","NS"
"POLH",0.00437370616133781,0.533821609220975,0.286,0.588,1,"POLH","NS"
"SPSB3",0.00439124765933835,0.786519224900506,0.571,0.733,1,"SPSB3","NS"
"ANKRD29",0.00462061147906014,0.481418155945177,0.429,0.877,1,"ANKRD29","NS"
"MTFR1L",0.00477733512034063,0.478158810877847,0.143,0.524,1,"MTFR1L","NS"
"VSIG2",0.00482874618448209,0.776826574240356,0.357,0.674,1,"VSIG2","NS"
"BTN3A3",0.00490421171950481,0.287073316193378,0.071,0.46,1,"BTN3A3","NS"
"STRN3",0.00491614220963632,0.458571304936078,0.643,0.727,1,"STRN3","NS"
"PLEKHA3",0.0050630389132102,0.390517790656304,0.214,0.551,1,"PLEKHA3","NS"
"ACTB",0.00520897626076672,0.564826082700846,1,1,1,"ACTB","NS"
"TSPAN13",0.00528480253224235,0.615210935628708,1,0.957,1,"TSPAN13","NS"
"CIAO1",0.00532629290502381,0.639808338095685,0.643,0.807,1,"CIAO1","NS"
"SEMA3B",0.00540423770879735,0.595507982548109,0.071,0.481,1,"SEMA3B","NS"
"IER3",0.00544001829060004,0.896345079514679,0.929,0.947,1,"IER3","NS"
"ECEL1P2",0.00545643834930964,0.320911461601569,0.071,0.439,1,"ECEL1P2","NS"
"AASS",0.00551901811901172,0.544533611466647,0.571,0.754,1,"AASS","NS"
"ANXA3",0.00560796845354373,0.851725853111135,0.571,0.775,1,"ANXA3","NS"
"PPM1K",0.00561182523943334,0.30494255642728,0.214,0.636,1,"PPM1K","NS"
"PODXL2",0.0056409088008438,0.377415311375759,0.357,0.61,1,"PODXL2","NS"
"TUFM",0.00568004445813518,0.693417325914699,1,0.925,1,"TUFM","NS"
"SLC15A2",0.00573124500883168,0.31393768803138,0.071,0.439,1,"SLC15A2","NS"
"ZNF331",0.0057334686125247,0.29197426379805,0.143,0.561,1,"ZNF331","NS"
"LGALS3BP",0.0057717668245942,0.596363730673815,1,0.995,1,"LGALS3BP","NS"
"PRR15L",0.00595689373521792,0.726223188756466,0.571,0.802,1,"PRR15L","NS"
"NR4A1",0.00596155466671418,0.674361860646234,0.643,0.813,1,"NR4A1","NS"
"ANXA4",0.00598094280343184,0.808014022259186,0.786,0.882,1,"ANXA4","NS"
"ATP11A",0.00600063923779546,0.445062030128523,0.714,0.909,1,"ATP11A","NS"
"GATA6",0.00600808099439547,0.650222429996858,0.857,0.909,1,"GATA6","NS"
"LIMS1",0.0060535232073706,0.65436163531567,0.429,0.77,1,"LIMS1","NS"
"MS4A18",0.00610724689387172,0.943281716045586,0,0.374,1,"MS4A18","NS"
"ARL2BP",0.00613714134614414,0.52046114926959,0.357,0.674,1,"ARL2BP","NS"
"SDPR",0.00623358129213342,0.758193945974498,0.286,0.631,1,"SDPR","NS"
"SMC4",0.00640181862653144,0.539919464762923,0.643,0.872,1,"SMC4","NS"
"IGFBP2",0.00640181862653144,1.3619038289841,0.714,0.866,1,"IGFBP2","NS"
"TSC22D1",0.00653200638533913,0.754974057009249,0.643,0.749,1,"TSC22D1","NS"
"LMF2",0.00656289782273022,0.359333472891706,0.357,0.642,1,"LMF2","NS"
"OSR2",0.00663282615783126,0.625116681658089,0.286,0.658,1,"OSR2","NS"
"AQP5",0.00669238935187392,0.550282469390702,0.786,0.818,1,"AQP5","NS"
"RRAGA",0.00673626736861988,0.458816044616744,0.143,0.481,1,"RRAGA","NS"
"GIGYF1",0.00679256020466129,0.329526752787751,0.786,0.802,1,"GIGYF1","NS"
"ABI1",0.00682481512471681,0.283064176099708,0.214,0.567,1,"ABI1","NS"
"MAT2B",0.00693274749328702,0.265737143161317,0.286,0.61,1,"MAT2B","NS"
"TMEM9B",0.00693359665402462,0.439358683708929,0.357,0.631,1,"TMEM9B","NS"
"OCLN",0.00722117967643236,0.521743493887607,0.643,0.791,1,"OCLN","NS"
"TACC1",0.0073153804237481,0.555493243343809,0.357,0.695,1,"TACC1","NS"
"FOS",0.00737335035726641,0.798749547896665,1,0.989,1,"FOS","NS"
"PPP4C",0.00746680174038074,0.79690829223917,0.929,0.813,1,"PPP4C","NS"
"SPINT2",0.00769419815145187,0.562439768380391,1,1,1,"SPINT2","NS"
"ALG12",0.00842872989650488,0.430881066921218,0.214,0.535,1,"ALG12","NS"
"PRKAR1A",0.00854701451071709,0.409040745159337,0.5,0.786,1,"PRKAR1A","NS"
"ASL",0.00859813847362203,0.761544728442553,0.714,0.85,1,"ASL","NS"
"CXCL14",0.00870947329021352,1.29954660958796,0.071,0.412,1,"CXCL14","NS"
"SRSF11",0.00873281914601559,0.518809547596925,1,0.979,1,"SRSF11","NS"
"LAMA3",0.00880955291142144,0.757968189134073,0.429,0.695,1,"LAMA3","NS"
"EFNA1",0.00910620678677838,0.56534691195828,1,0.989,1,"EFNA1","NS"
"PNPLA2",0.00912887050198151,0.590809642940492,0.857,0.856,1,"PNPLA2","NS"
"NAGK",0.00932485783128834,0.511181540673821,0.286,0.604,1,"NAGK","NS"
"PTGES3",0.00935094531186623,0.633993120479331,1,0.925,1,"PTGES3","NS"
"EEF2",0.00975837526657298,0.391940252918354,1,0.963,1,"EEF2","NS"
"TUBA4A",0.00981973388058259,0.819098115395587,0.929,0.941,1,"TUBA4A","NS"
"RAB5C",0.00985261517700184,0.283974651602886,0.5,0.695,1,"RAB5C","NS"
"PSMC5",0.0101691916480262,0.797536487237391,0.5,0.727,1,"PSMC5","NS"
"PIM3",0.0105228705023647,0.518447849242986,0.571,0.738,1,"PIM3","NS"
"XAF1",0.0106660287548203,0.818359121438009,0.571,0.84,1,"XAF1","NS"
"CLN3",0.0108410380742839,0.715081312164287,0.857,0.893,1,"CLN3","NS"
"SMPDL3B",0.0109825747368207,0.741657766136691,0.929,0.882,1,"SMPDL3B","NS"
"ATP6V1C2",0.0110253683677389,0.451961452338677,0.357,0.551,1,"ATP6V1C2","NS"
"WDR74",0.011135300761577,1.11599915488741,0.929,0.845,1,"WDR74","NS"
"SH3RF1",0.0112422230441191,0.393140071817314,0.5,0.749,1,"SH3RF1","NS"
"NABP1",0.0113226868249295,0.463615345819165,0.357,0.636,1,"NABP1","NS"
"LRRN4",0.0113308171488558,0.811152694823368,0.571,0.765,1,"LRRN4","NS"
"CERS4",0.0113490187859626,0.748983063455046,0.5,0.636,1,"CERS4","NS"
"SOD3",0.0113975499738497,0.821451535623912,0.786,0.727,1,"SOD3","NS"
"FAM184A",0.0114046587187084,0.523751661231542,0.571,0.775,1,"FAM184A","NS"
"C1orf116",0.0114241177658802,0.527075779184177,0.929,0.984,1,"C1orf116","NS"
"TMEM39A",0.0115288926415009,0.399122792361995,0.357,0.663,1,"TMEM39A","NS"
"FRAT2",0.0115985730706598,0.287232343285989,0,0.332,1,"FRAT2","NS"
"PPP1R9A",0.0116884103924715,0.76518158578034,0.5,0.668,1,"PPP1R9A","NS"
"HOPX",0.0118111385439203,0.68797094771237,1,0.941,1,"HOPX","NS"
"PPP1R10",0.0118153812570786,0.711354395532213,1,0.957,1,"PPP1R10","NS"
"EPB41L5",0.011883648352604,0.64440029537565,0.643,0.797,1,"EPB41L5","NS"
"RNF13",0.0119122364069597,0.456377063907672,0.571,0.807,1,"RNF13","NS"
"OAT",0.0119223733250962,0.337125718942127,0.357,0.594,1,"OAT","NS"
"BCL6",0.0119933179435056,0.36179271707021,0.643,0.802,1,"BCL6","NS"
"YIPF3",0.012279908235921,0.587387556159541,0.929,0.914,1,"YIPF3","NS"
"ICE2",0.0125056012583283,0.275292465884233,0.143,0.503,1,"ICE2","NS"
"TPD52L2",0.0126676142179125,0.642187760067497,0.5,0.684,1,"TPD52L2","NS"
"APOOL",0.0127694408383276,0.577021476058751,0.286,0.535,1,"APOOL","NS"
"ENOSF1",0.0130760322863629,0.553077225222352,0.429,0.701,1,"ENOSF1","NS"
"SPIN1",0.0132938924713066,0.253290813702438,0.143,0.481,1,"SPIN1","NS"
"GALNT11",0.0133145677219295,0.46161127991599,0.429,0.797,1,"GALNT11","NS"
"MORF4L1",0.0137637487248242,0.544270836266999,0.929,0.92,1,"MORF4L1","NS"
"TCEA3",0.013951209045174,0.522031984598331,0.857,0.813,1,"TCEA3","NS"
"ADPRHL2",0.0139725439235164,0.886461731672088,0.5,0.652,1,"ADPRHL2","NS"
"MIIP",0.0140457124592737,0.551042543455133,0.357,0.588,1,"MIIP","NS"
"DEGS1",0.0141127651329254,0.67096898701012,0.714,0.818,1,"DEGS1","NS"
"SLC35B3",0.0141913825284051,0.304772003681568,0.143,0.455,1,"SLC35B3","NS"
"DCTN2",0.0144383475488053,0.765352181235893,0.357,0.588,1,"DCTN2","NS"
"IFT57",0.0144417710201842,0.55918184693206,1,0.984,1,"IFT57","NS"
"RNF5",0.0145389472302528,0.419327403269649,0.786,0.882,1,"RNF5","NS"
"CEBPB",0.0145691759154001,0.494334107925513,1,0.882,1,"CEBPB","NS"
"CYB5D1",0.0146021336210358,0.317193549276228,0,0.316,1,"CYB5D1","NS"
"SYNGR3",0.0146021336210358,0.334118265086101,0,0.316,1,"SYNGR3","NS"
"GGH",0.0146503539967832,0.428115618940211,0.357,0.62,1,"GGH","NS"
"SCYL2",0.0146600111929339,0.264917919391121,0.143,0.476,1,"SCYL2","NS"
"MLLT10",0.0146600306298074,0.274157469179735,0.143,0.444,1,"MLLT10","NS"
"DSTNP2",0.0147941210447097,0.527017740094369,0.357,0.61,1,"DSTNP2","NS"
"SP100",0.014817467406281,0.493936476094643,0.857,0.947,1,"SP100","NS"
"PHACTR1",0.0150673215753206,0.303569267997862,0.071,0.396,1,"PHACTR1","NS"
"ID2",0.0151731896279778,0.699308846679654,0.714,0.914,1,"ID2","NS"
"RSRP1",0.0152095013425554,0.854091806089604,0.857,0.941,1,"RSRP1","NS"
"PLD3",0.0152210868785658,0.758338654179159,1,0.963,1,"PLD3","NS"
"CCDC186",0.0154210222016749,0.359715000906484,0.357,0.717,1,"CCDC186","NS"
"PIAS1",0.01544721499804,0.593472037590826,0.5,0.701,1,"PIAS1","NS"
"TMEM59",0.0155242939187401,0.522103373354874,0.929,0.973,1,"TMEM59","NS"
"ODF3B",0.015602248556352,0.418367953996576,0.286,0.567,1,"ODF3B","NS"
"ANXA7",0.0156345797815687,0.44371615636037,0.643,0.77,1,"ANXA7","NS"
"PLLP",0.0156442351430097,0.658581612726856,0.571,0.668,1,"PLLP","NS"
"USP18",0.0157710971544715,0.402962736091011,0.143,0.444,1,"USP18","NS"
"LY6E",0.0160272237505514,0.83776123370097,1,0.93,1,"LY6E","NS"
"TLE3",0.0160372661281206,0.478751555167307,0.857,0.84,1,"TLE3","NS"
"ASNA1",0.0161002194866911,0.331605929689118,0.5,0.695,1,"ASNA1","NS"
"GATAD1",0.0162613007377529,0.386884787479202,0.5,0.706,1,"GATAD1","NS"
"AKAP8",0.0163071023857472,0.565141611607179,0.429,0.647,1,"AKAP8","NS"
"CAV1",0.016319604735802,1.00534671285451,0.714,0.872,1,"CAV1","NS"
"CD47",0.0164648517520762,0.591470051905635,1,0.989,1,"CD47","NS"
"H3F3B",0.0166802713841555,0.399450728736325,1,0.995,1,"H3F3B","NS"
"SLC44A4",0.0167034298823644,0.784604065005713,0.571,0.743,1,"SLC44A4","NS"
"STXBP2",0.0168591162481639,0.417966321861937,0.5,0.658,1,"STXBP2","NS"
"HEXA",0.0169176565203026,0.480313306420752,0.5,0.706,1,"HEXA","NS"
"ATP6V0D1",0.0169346890699061,0.799604868409233,0.929,0.797,1,"ATP6V0D1","NS"
"SCTR",0.0169755437338811,0.378196322895497,0,0.305,1,"SCTR","NS"
"CRELD1",0.0172407963663788,0.410771992482907,0.071,0.374,1,"CRELD1","NS"
"CMAHP",0.0172442320197082,0.388231585615379,0.286,0.583,1,"CMAHP","NS"
"S100A14",0.0176852716436983,1.03332098955929,0.929,0.872,1,"S100A14","NS"
"HEXIM1",0.0177660444906167,0.592833074040935,0.857,0.925,1,"HEXIM1","NS"
"AGPAT2",0.0178217619682656,1.05722962049745,0.714,0.668,1,"AGPAT2","NS"
"AVPI1",0.0179212226984926,0.519972176402218,0.071,0.385,1,"AVPI1","NS"
"MBNL1",0.0179467779031826,0.296424209164657,0.643,0.738,1,"MBNL1","NS"
"IL34",0.017949314246872,0.300886300278115,0.071,0.369,1,"IL34","NS"
"TTN",0.0179586434694434,0.282030721871208,0.143,0.444,1,"TTN","NS"
"SSR1",0.018171611333439,0.582837147056842,0.786,0.893,1,"SSR1","NS"
"SDHC",0.0181962429535355,0.831936813810203,0.857,0.786,1,"SDHC","NS"
"KDM6B",0.0182486432225359,0.369525412996326,0.429,0.642,1,"KDM6B","NS"
"GLS",0.0186553019053803,0.54349385235364,0.857,0.893,1,"GLS","NS"
"PRKCI",0.0186598238452183,0.373230995435702,0.643,0.84,1,"PRKCI","NS"
"RAB5A",0.0190213311646706,0.322230857630125,0.357,0.599,1,"RAB5A","NS"
"ADRM1",0.0191584847328548,0.554639688174188,1,0.893,1,"ADRM1","NS"
"GADD45B",0.0192123265622752,0.946818117770713,1,0.952,1,"GADD45B","NS"
"DNAJB6",0.0192811667461687,0.464836547282497,0.929,0.898,1,"DNAJB6","NS"
"C6orf132",0.0196756980037764,0.329176101785367,0.357,0.69,1,"C6orf132","NS"
"FUS",0.0196827883106396,0.528516251262526,1,0.914,1,"FUS","NS"
"RSPRY1",0.0197362451014895,0.442451321896045,0.357,0.642,1,"RSPRY1","NS"
"SSFA2",0.019880947383077,0.305587213375321,0.429,0.695,1,"SSFA2","NS"
"APOL1",0.0199557475337451,0.374005837592174,0.5,0.717,1,"APOL1","NS"
"C6orf62",0.020092824192199,0.411587009868495,0.929,0.995,1,"C6orf62","NS"
"PRRC1",0.0202140601341918,0.560017413717139,0.643,0.706,1,"PRRC1","NS"
"ZNF394",0.0202152443199114,0.300133495048968,0.143,0.508,1,"ZNF394","NS"
"MLLT4",0.0203537217916419,0.390006853973057,0.643,0.856,1,"MLLT4","NS"
"NUCB1",0.020404529275235,0.262739790879534,0.786,0.829,1,"NUCB1","NS"
"ZNF708",0.0204560576738618,0.32703475441162,0.143,0.465,1,"ZNF708","NS"
"HLA-DMA",0.0207177395811704,0.596977820100912,1,0.925,1,"HLA-DMA","NS"
"C11orf54",0.0207746047004816,0.318257392117495,0.571,0.722,1,"C11orf54","NS"
"NUBP2",0.0210761074522792,0.787847707533637,0.714,0.781,1,"NUBP2","NS"
"CAT",0.0213003495708216,0.311270599023921,0.214,0.471,1,"CAT","NS"
"PLEKHB2",0.0218253496146231,0.725990977378045,0.643,0.754,1,"PLEKHB2","NS"
"SECTM1",0.0218974063301813,0.936388794148189,0.5,0.631,1,"SECTM1","NS"
"MLF1",0.0222240551755344,0.485465106943577,0.5,0.733,1,"MLF1","NS"
"C15orf48",0.0225474693143703,0.555940114151701,0.5,0.807,1,"C15orf48","NS"
