"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene","sig"
"PLEKHG3",1.05062834301921e-15,-0.508281988585916,0.011,0.462,2.78258916648637e-11,"PLEKHG3","p_val_adj<0.05"
"GJB2",1.60467484690999e-15,-1.83659420865943,0.053,0.692,4.24998133204111e-11,"GJB2","p_val_adj<0.05"
"COL17A1",2.57054803369195e-15,-2.05938500286879,0.053,0.692,6.80809646723314e-11,"COL17A1","p_val_adj<0.05"
"RIN1",8.20862041754771e-15,-0.395050671691729,0.005,0.385,2.17405311758751e-10,"RIN1","p_val_adj<0.05"
"KRT6B",9.36841799579831e-15,-0.694103573634019,0.005,0.385,2.48122550618718e-10,"KRT6B","p_val_adj<0.05"
"FJX1",9.36841799579831e-15,-0.825302737302406,0.005,0.385,2.48122550618718e-10,"FJX1","p_val_adj<0.05"
"EFNA5",9.43677816819091e-15,-0.526134229873968,0.048,0.692,2.49933069784536e-10,"EFNA5","p_val_adj<0.05"
"CCDC3",1.06891228745867e-14,-0.437681782777353,0.005,0.385,2.83101419333428e-10,"CCDC3","p_val_adj<0.05"
"FLRT2",1.55465289695021e-14,-0.358600476673871,0.037,0.615,4.11749819757263e-10,"FLRT2","p_val_adj<0.05"
"AK4",1.57365927918236e-14,-0.458950626929505,0.027,0.538,4.16783660091447e-10,"AK4","p_val_adj<0.05"
"LPAR6",2.30177880111479e-14,-0.293598889150507,0,0.308,6.09626115475251e-10,"LPAR6","p_val_adj<0.05"
"THSD1",2.30177880111479e-14,-0.528325848467951,0,0.308,6.09626115475251e-10,"THSD1","p_val_adj<0.05"
"WTAPP1",2.82613498490337e-14,-0.380235528965608,0.059,0.692,7.48501850751658e-10,"WTAPP1","p_val_adj<0.05"
"MARCKS",2.84502689813664e-14,-1.2739675584226,0.171,1,7.53505373971488e-10,"MARCKS","p_val_adj<0.05"
"PRSS23",3.09759534057084e-14,-2.1120272149455,0.112,0.846,8.20398125950188e-10,"PRSS23","p_val_adj<0.05"
"IL20RB",4.89799023907985e-14,-1.25265092098907,0.086,0.769,1.2972327148203e-09,"IL20RB","p_val_adj<0.05"
"EGLN3",6.08801669352565e-14,-1.22448568648614,0.203,1,1.61241122128027e-09,"EGLN3","p_val_adj<0.05"
"DSE",6.6320747844542e-14,-0.698073677230495,0.043,0.615,1.7565050066627e-09,"DSE","p_val_adj<0.05"
"FOXF2",7.55768601288298e-14,-0.30191503702113,0.016,0.462,2.00165314051206e-09,"FOXF2","p_val_adj<0.05"
"PYCARD",8.57850072130812e-14,-0.378411225225878,0.08,0.769,2.27201591603846e-09,"PYCARD","p_val_adj<0.05"
"NNMT",9.83334331263092e-14,-0.911449911701911,0.102,0.846,2.6043609763503e-09,"NNMT","p_val_adj<0.05"
"AMIGO2",2.86810470409172e-13,-0.947327350760017,0.091,0.769,7.59617530878693e-09,"AMIGO2","p_val_adj<0.05"
"PLEKHF1",6.00679422954593e-13,-0.847930718592639,0.091,0.769,1.59089945169524e-08,"PLEKHF1","p_val_adj<0.05"
"PALMD",6.47169085377129e-13,-0.346692478330535,0.032,0.538,1.71402732262133e-08,"PALMD","p_val_adj<0.05"
"ALDH3B2",9.0462240363316e-13,-0.522660656557628,0.011,0.385,2.39589243602242e-08,"ALDH3B2","p_val_adj<0.05"
"ADGRE1",9.0462240363316e-13,-0.530033451152808,0.011,0.385,2.39589243602242e-08,"ADGRE1","p_val_adj<0.05"
"PTGS1",9.0462240363316e-13,-0.785293254817493,0.011,0.385,2.39589243602242e-08,"PTGS1","p_val_adj<0.05"
"GJB6",1.05831930822715e-12,-1.16099192702142,0.053,0.615,2.80295868783961e-08,"GJB6","p_val_adj<0.05"
"TENM2",1.08978105298204e-12,-0.648542051024134,0.021,0.462,2.88628511882293e-08,"TENM2","p_val_adj<0.05"
"ZFPM2-AS1",1.13415507153059e-12,-0.368130949719629,0.011,0.385,3.00380970694877e-08,"ZFPM2-AS1","p_val_adj<0.05"
"S1PR5",1.13415507153059e-12,-0.456575659666246,0.011,0.385,3.00380970694877e-08,"S1PR5","p_val_adj<0.05"
"KLK10",1.26946275424173e-12,-0.609472890581798,0.011,0.385,3.36217210460923e-08,"KLK10","p_val_adj<0.05"
"LYPD5",1.42057493219071e-12,-0.259295568544108,0.011,0.385,3.7623927079071e-08,"LYPD5","p_val_adj<0.05"
"FGFBP1",1.42057493219071e-12,-0.372046835505281,0.011,0.385,3.7623927079071e-08,"FGFBP1","p_val_adj<0.05"
"PI3",1.42057493219071e-12,-1.34021611011677,0.011,0.385,3.7623927079071e-08,"PI3","p_val_adj<0.05"
"DLK2",1.58929675586863e-12,-0.660830591979171,0.011,0.385,4.20925245791808e-08,"DLK2","p_val_adj<0.05"
"S100A9",1.6074107191831e-12,-3.64565560059013,0.15,0.846,4.25722728975643e-08,"S100A9","p_val_adj<0.05"
"SOX15",1.75032469779362e-12,-0.512679224423312,0.021,0.462,4.6357349621064e-08,"SOX15","p_val_adj<0.05"
"NRG1",1.9878184960411e-12,-0.272467999030741,0.011,0.385,5.26473728676486e-08,"NRG1","p_val_adj<0.05"
"JAG2",2.17350547789494e-12,-0.77739065268289,0.053,0.615,5.75652925820475e-08,"JAG2","p_val_adj<0.05"
"PGF",2.22232525923222e-12,-0.461625463937449,0.011,0.385,5.88582844907654e-08,"PGF","p_val_adj<0.05"
"DST",2.55299006190385e-12,-2.41846719985558,0.107,0.769,6.76159417895235e-08,"DST","p_val_adj<0.05"
"MAF",2.95278152921855e-12,-0.559669591994488,0.037,0.538,7.82044188013534e-08,"MAF","p_val_adj<0.05"
"AKR1C1",3.83827675850156e-12,-0.625932926493641,0.053,0.615,1.01656759948914e-07,"AKR1C1","p_val_adj<0.05"
"MT1E",5.17460995912656e-12,-0.63600969790725,0.112,0.769,1.37049544767467e-07,"MT1E","p_val_adj<0.05"
"ZNF702P",5.64769989506035e-12,-0.275509389833921,0.07,0.692,1.49579331720673e-07,"ZNF702P","p_val_adj<0.05"
"FBXO32",6.59035930805631e-12,-1.21991530858623,0.203,0.923,1.74545666273871e-07,"FBXO32","p_val_adj<0.05"
"SLC16A3",9.00674028450327e-12,-1.02741181343425,0.134,0.846,2.38543516435069e-07,"SLC16A3","p_val_adj<0.05"
"VSNL1",1.05790635422634e-11,-0.877134584589395,0.027,0.462,2.80186497916846e-07,"VSNL1","p_val_adj<0.05"
"CDH11",1.18305467178006e-11,-0.601011254741707,0.043,0.538,3.1333202982095e-07,"CDH11","p_val_adj<0.05"
"CA12",1.27529515947322e-11,-1.30208329495931,0.043,0.538,3.37761922986483e-07,"CA12","p_val_adj<0.05"
"LYPD3",1.31296744909312e-11,-1.21766647785666,0.118,0.769,3.47739428892314e-07,"LYPD3","p_val_adj<0.05"
"BDKRB1",1.36562656106325e-11,-0.514714002190484,0.005,0.308,3.61686194697601e-07,"BDKRB1","p_val_adj<0.05"
"PENK",1.36562656106325e-11,-0.62957099821207,0.005,0.308,3.61686194697601e-07,"PENK","p_val_adj<0.05"
"UCK2",1.46916810591752e-11,-0.451289839198088,0.059,0.615,3.89109172852255e-07,"UCK2","p_val_adj<0.05"
"MAN1A1",1.68002843665112e-11,-0.312556027177373,0.059,0.615,4.4495553144705e-07,"MAN1A1","p_val_adj<0.05"
"CCL2",1.72001732584624e-11,-0.912847774755444,0.043,0.538,4.55546588750378e-07,"CCL2","p_val_adj<0.05"
"NGFR",1.75760886269437e-11,-0.31600033506687,0.005,0.308,4.65502707284605e-07,"NGFR","p_val_adj<0.05"
"TSPAN5",1.86428459918926e-11,-0.757300214936743,0.091,0.692,4.93755776095275e-07,"TSPAN5","p_val_adj<0.05"
"HES2",1.93834477692315e-11,-0.268194855237769,0.027,0.462,5.13370614168096e-07,"HES2","p_val_adj<0.05"
"GRIN2A",1.93834477692315e-11,-0.334398665289135,0.027,0.462,5.13370614168096e-07,"GRIN2A","p_val_adj<0.05"
"MARVELD1",2.11218609155268e-11,-0.353833462289563,0.027,0.462,5.59412486347727e-07,"MARVELD1","p_val_adj<0.05"
"FAT2",3.10669635752799e-11,-0.390140334899853,0.016,0.385,8.22808530291289e-07,"FAT2","p_val_adj<0.05"
"GLI3",3.10669635752799e-11,-0.454966548029444,0.016,0.385,8.22808530291289e-07,"GLI3","p_val_adj<0.05"
"KYNU",3.10669635752799e-11,-1.02071949090184,0.016,0.385,8.22808530291289e-07,"KYNU","p_val_adj<0.05"
"DIO2",3.10669635752799e-11,-1.3008450297192,0.016,0.385,8.22808530291289e-07,"DIO2","p_val_adj<0.05"
"SERPINE1",3.11150540863628e-11,-0.731218327479118,0.043,0.538,8.24082207477319e-07,"SERPINE1","p_val_adj<0.05"
"VWA5A",3.52478560465463e-11,-0.408038340336292,0.027,0.462,9.33539467392778e-07,"VWA5A","p_val_adj<0.05"
"B3GNT4",4.38559135894183e-11,-0.299306660692484,0,0.231,1.16152387141574e-06,"B3GNT4","p_val_adj<0.05"
"RNF152",4.38559135894183e-11,-0.342031371759279,0,0.231,1.16152387141574e-06,"RNF152","p_val_adj<0.05"
"PKP3",6.11802732111633e-11,-0.791166699607823,0.16,0.846,1.62035953599766e-06,"PKP3","p_val_adj<0.05"
"TRIM29",6.69420702784021e-11,-1.4012260057678,0.203,0.923,1.77296073132348e-06,"TRIM29","p_val_adj<0.05"
"CLEC7A",7.51384055565516e-11,-0.423057550433092,0.048,0.538,1.99004067116527e-06,"CLEC7A","p_val_adj<0.05"
"ANKH",7.96339458483721e-11,-0.716274671621395,0.123,0.769,2.10910505579413e-06,"ANKH","p_val_adj<0.05"
"TSKU",1.36749439039553e-10,-0.408817831505619,0.091,0.692,3.62180889296256e-06,"TSKU","p_val_adj<0.05"
"PLEK2",1.44383058485912e-10,-0.564098622566959,0.032,0.462,3.82398530399938e-06,"PLEK2","p_val_adj<0.05"
"ZNF662",2.12513318354265e-10,-0.507554835698563,0.048,0.538,5.62841523661271e-06,"ZNF662","p_val_adj<0.05"
"SMAGP",2.43661930304664e-10,-0.262064684574905,0.048,0.538,6.45338622411901e-06,"SMAGP","p_val_adj<0.05"
"KLC3",2.92245998736885e-10,-0.321976106758833,0.032,0.462,7.74013527654639e-06,"KLC3","p_val_adj<0.05"
"PRDM1",3.12860723948931e-10,-0.532143278509562,0.091,0.692,8.28611627378743e-06,"PRDM1","p_val_adj<0.05"
"SLC7A11",3.21356991957607e-10,-1.1307166936903,0.193,0.846,8.51113993199722e-06,"SLC7A11","p_val_adj<0.05"
"TGFBR1",3.33048607388446e-10,-0.41814249704785,0.096,0.692,8.820792366683e-06,"TGFBR1","p_val_adj<0.05"
"PGAP1",5.5333798411329e-10,-0.266377786002528,0.07,0.615,1.46551565092405e-05,"PGAP1","p_val_adj<0.05"
"CCDC34",5.67784547732899e-10,-0.266654464434186,0.096,0.692,1.50377737467058e-05,"CCDC34","p_val_adj<0.05"
"TMEM45A",6.3609901097891e-10,-0.901999452946782,0.037,0.462,1.68470823057764e-05,"TMEM45A","p_val_adj<0.05"
"COL4A5",6.48331779857567e-10,-0.360263931511114,0.053,0.538,1.71710671895277e-05,"COL4A5","p_val_adj<0.05"
"TRIM47",6.65409329266931e-10,-0.683589090482022,0.134,0.769,1.76233660856347e-05,"TRIM47","p_val_adj<0.05"
"FAP",6.84549562198278e-10,-0.436547206417749,0.037,0.462,1.81302951548214e-05,"FAP","p_val_adj<0.05"
"ITGA2",8.65758704710393e-10,-0.53850500296328,0.096,0.692,2.29296192942548e-05,"ITGA2","p_val_adj<0.05"
"TUSC1",9.55128966673232e-10,-0.397452279867426,0.053,0.538,2.52965906823405e-05,"TUSC1","p_val_adj<0.05"
"NOV",9.80741635776235e-10,-0.370758892506714,0.011,0.308,2.59749422235336e-05,"NOV","p_val_adj<0.05"
"COL5A1",1.01847471226062e-09,-0.392152845337841,0.053,0.538,2.69743027542224e-05,"COL5A1","p_val_adj<0.05"
"EFNB1",1.06732000433113e-09,-0.622990729174921,0.096,0.692,2.82679703147099e-05,"EFNB1","p_val_adj<0.05"
"CDKN2D",1.09344475686562e-09,-0.464695160830096,0.102,0.692,2.8959884385586e-05,"CDKN2D","p_val_adj<0.05"
"ABRACL",1.12864216087455e-09,-0.402466993323464,0.171,0.846,2.98920876307624e-05,"ABRACL","p_val_adj<0.05"
"SKP2",1.12864216087455e-09,-0.44972326360056,0.171,0.846,2.98920876307624e-05,"SKP2","p_val_adj<0.05"
"RECQL4",1.1697524173776e-09,-0.272914947970092,0.021,0.385,3.09808927742458e-05,"RECQL4","p_val_adj<0.05"
"PRKCQ",1.2095390737189e-09,-0.26555586962056,0.011,0.308,3.2034642367445e-05,"PRKCQ","p_val_adj<0.05"
"MT1X",1.26398026679788e-09,-1.144408292985,0.39,1,3.34765173661419e-05,"MT1X","p_val_adj<0.05"
"FERMT1",1.74842021507297e-09,-0.371182564373621,0.059,0.538,4.63069093962076e-05,"FERMT1","p_val_adj<0.05"
"PHLDA3",1.75407149715986e-09,-0.901051875582859,0.086,0.615,4.64565836022789e-05,"PHLDA3","p_val_adj<0.05"
"SH3PXD2A",2.3371158640954e-09,-0.444048609721722,0.107,0.692,6.18985136605668e-05,"SH3PXD2A","p_val_adj<0.05"
"NDFIP2",2.42531189350157e-09,-1.14945331718665,0.396,1,6.42343854993891e-05,"NDFIP2","p_val_adj<0.05"
"PRKCDBP",2.85467508798163e-09,-0.451218212418929,0.059,0.538,7.56060697051935e-05,"PRKCDBP","p_val_adj<0.05"
"LMO7",2.93808838842593e-09,2.36213814894183,0.995,0.154,7.78152709674607e-05,"LMO7","p_val_adj<0.05"
"RRM1",3.32176195452708e-09,-0.562127095446514,0.198,0.846,8.79768653656498e-05,"RRM1","p_val_adj<0.05"
"IFITM10",3.92377510890769e-09,-0.428393342771822,0.086,0.615,0.00010392118375942,"IFITM10","p_val_adj<0.05"
"PLP2",4.26961740246084e-09,-0.937079759426587,0.166,0.769,0.000113080816904175,"PLP2","p_val_adj<0.05"
"S100A2",4.48787213091593e-09,-1.334817470045,0.225,0.846,0.000118861293387308,"S100A2","p_val_adj<0.05"
"TFPT",4.56047552192374e-09,-0.381031074839889,0.171,0.846,0.00012078419419815,"TFPT","p_val_adj<0.05"
"CLDN3",5.59402994222959e-09,2.73651693239835,0.989,0.231,0.000148157883019951,"CLDN3","p_val_adj<0.05"
"TMC5",5.94113473414697e-09,1.8278650025689,0.995,0.231,0.000157350953433882,"TMC5","p_val_adj<0.05"
"TGFBI",5.97255340394776e-09,-2.85244327617303,0.283,0.846,0.000158183076903556,"TGFBI","p_val_adj<0.05"
"DSP",6.06366354317097e-09,-1.81937789160655,0.369,1,0.000160596128940883,"DSP","p_val_adj<0.05"
"C16orf74",6.36111244473722e-09,-0.287405975913511,0.118,0.692,0.000168474063098865,"C16orf74","p_val_adj<0.05"
"SELENBP1",6.46438010908136e-09,2.62218738244915,0.979,0.154,0.00017120910718902,"SELENBP1","p_val_adj<0.05"
"PHLDA1",6.60609645178408e-09,-0.723707613080141,0.209,0.846,0.000174962464525501,"PHLDA1","p_val_adj<0.05"
"SIRPA",6.63517071119634e-09,-0.25765218126498,0.027,0.385,0.000175732496286035,"SIRPA","p_val_adj<0.05"
"FAM212A",6.63517071119634e-09,-0.582388457292908,0.027,0.385,0.000175732496286035,"FAM212A","p_val_adj<0.05"
"SFTPB",6.6903260528461e-09,5.59239631176344,0.963,0,0.000177193285509629,"SFTPB","p_val_adj<0.05"
"SFTA2",6.6903260528461e-09,1.72380239920304,0.963,0,0.000177193285509629,"SFTA2","p_val_adj<0.05"
"COL7A1",7.17462945676528e-09,-0.604393129630924,0.027,0.385,0.000190020061162428,"COL7A1","p_val_adj<0.05"
"ZNF234",7.50485299963171e-09,-0.250148708342435,0.08,0.615,0.000198766031695246,"ZNF234","p_val_adj<0.05"
"DKK3",7.54553000966845e-09,-1.27203904667167,0.07,0.538,0.000199843362306069,"DKK3","p_val_adj<0.05"
"TNFAIP2",7.54553000966845e-09,-1.96910543636523,0.07,0.538,0.000199843362306069,"TNFAIP2","p_val_adj<0.05"
"AFAP1L2",7.75664618801179e-09,-0.311911521806144,0.027,0.385,0.000205434774289492,"AFAP1L2","p_val_adj<0.05"
"SLC2A9",7.75664618801179e-09,-0.369317830988926,0.027,0.385,0.000205434774289492,"SLC2A9","p_val_adj<0.05"
"AQP4",8.08169483201828e-09,3.75693240536607,0.957,0,0.000214043687626004,"AQP4","p_val_adj<0.05"
"RHOV",9.06159013172311e-09,-0.762320971769253,0.027,0.385,0.000239996214638687,"RHOV","p_val_adj<0.05"
"MSLN",9.13530534627379e-09,2.56590955503944,0.963,0.077,0.000241948562096061,"MSLN","p_val_adj<0.05"
"SLC34A2",9.22607006840087e-09,2.41914115369098,0.989,0.154,0.000244352465761597,"SLC34A2","p_val_adj<0.05"
"CLDN18",1.17495163585045e-08,3.18453046185561,0.947,0,0.000311185940754991,"CLDN18","p_val_adj<0.05"
"C4BPA",1.17495163585045e-08,2.94440237029875,0.947,0,0.000311185940754991,"C4BPA","p_val_adj<0.05"
"RGS16",1.41409571964674e-08,2.79661182404886,0.941,0,0.00037452325134844,"RGS16","p_val_adj<0.05"
"SUSD2",1.41409571964674e-08,2.26692979924012,0.941,0,0.00037452325134844,"SUSD2","p_val_adj<0.05"
"MICALL2",1.45488065225623e-08,-0.395972253648775,0.187,0.846,0.000385325140750063,"MICALL2","p_val_adj<0.05"
