"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene","sig"
"WWC2",2.07292215488431e-05,0.70202801997948,0.754,0.154,0.549013432721109,"WWC2","NS"
"PREP",2.11801048565345e-05,-0.263555951170551,0.123,0.538,0.560955077125317,"PREP","NS"
"JUN",2.11922585248532e-05,1.19807252379806,1,0.846,0.561276967030737,"JUN","NS"
"TP53I11",2.13247244040365e-05,1.22903449510149,0.93,0.769,0.564785325840908,"TP53I11","NS"
"MYO19",2.13277497882154e-05,-0.591287651450191,0.15,0.615,0.564865453140885,"MYO19","NS"
"JUP",2.13550163418128e-05,-0.622208180513777,0.679,1,0.565587607812912,"JUP","NS"
"PGAM1",2.14777681334869e-05,-0.677004723366545,0.626,0.923,0.5688386890154,"PGAM1","NS"
"RAB25",2.15201989787772e-05,1.73143058664423,0.882,0.462,0.569962469952913,"RAB25","NS"
"CCDC109B",2.23928529007575e-05,-0.622233820659532,0.037,0.308,0.593074709076562,"CCDC109B","NS"
"TCEB3",2.24306706295181e-05,1.05636871178309,0.791,0.308,0.594076311622787,"TCEB3","NS"
"SLC38A1",2.26760935518805e-05,-0.574415610553353,0.535,1,0.600576337721555,"SLC38A1","NS"
"MIA3",2.29641883541329e-05,0.935006134754209,0.925,0.615,0.608206528559209,"MIA3","NS"
"AIM1",2.33097928753229e-05,-0.572147035197448,0.251,0.769,0.617359864302928,"AIM1","NS"
"CTSH",2.39132112193208e-05,1.36572044931362,0.973,0.769,0.633341399143712,"CTSH","NS"
"TCEA3",2.42648500821096e-05,0.806120527480587,0.813,0.231,0.642654554424673,"TCEA3","NS"
"MFSD4",2.44056932059913e-05,0.720138226340952,0.684,0,0.646384784560679,"MFSD4","NS"
"SPTBN1",2.47088273457397e-05,1.11795101613161,0.957,0.923,0.654413292251916,"SPTBN1","NS"
"FBLN5",2.56197550253095e-05,1.13154333128313,0.802,0.154,0.678539211845322,"FBLN5","NS"
"HDLBP",2.57995536884854e-05,0.919864882576668,0.957,0.769,0.683301179439537,"HDLBP","NS"
"CTNNB1",2.58768299425366e-05,-0.330961457827624,0.717,1,0.685347841028083,"CTNNB1","NS"
"STT3A",2.62564914092056e-05,-0.580359883686433,0.417,0.923,0.695403174972811,"STT3A","NS"
"DLD",2.66605506481934e-05,-0.52406704095955,0.385,0.846,0.706104683917401,"DLD","NS"
"PLXNA2",2.68360532819161e-05,1.06282400962359,0.861,0.308,0.710752871171548,"PLXNA2","NS"
"DCAF13",2.71387277454514e-05,-0.698067254050488,0.487,0.923,0.718769204338279,"DCAF13","NS"
"VKORC1L1",2.74962776624132e-05,0.853503971261617,0.893,0.385,0.728238913889013,"VKORC1L1","NS"
"SRD5A1",2.80227584068446e-05,-0.288342427020481,0.171,0.615,0.742182756405279,"SRD5A1","NS"
"ZDHHC13",2.81286835348766e-05,-0.255182568967369,0.16,0.615,0.744988183421206,"ZDHHC13","NS"
"GSTM3",2.82231380068779e-05,1.66927472398774,0.845,0.462,0.747489810112162,"GSTM3","NS"
"C4BPB",2.85142533264759e-05,1.12486229240751,0.802,0.231,0.755199999351713,"C4BPB","NS"
"RPS11",2.88240249738124e-05,-0.733014667501168,0.995,1,0.76340430143142,"RPS11","NS"
"RARS2",2.89671114977745e-05,-0.505972551397044,0.39,0.846,0.767193948018558,"RARS2","NS"
"TMTC3",2.94132461405476e-05,-0.63242362718092,0.626,0.923,0.779009824032402,"TMTC3","NS"
"SOD3",2.99347409146034e-05,0.944638449863156,0.727,0.077,0.792821613123272,"SOD3","NS"
"GNAI1",3.01017498991496e-05,-0.626797478064701,0.187,0.615,0.797244846078977,"GNAI1","NS"
"FAM107B",3.01233811965456e-05,0.567571620837743,0.706,0.077,0.797817750990511,"FAM107B","NS"
"PPHLN1",3.03020732442796e-05,-0.646663825821697,0.636,1,0.802550409874745,"PPHLN1","NS"
"FBL",3.05136233438264e-05,-0.520747801962161,0.492,0.923,0.808153314261241,"FBL","NS"
"TMED10",3.09557870961526e-05,-0.838970583889577,0.829,1,0.819864021241602,"TMED10","NS"
"PJA1",3.12283407222379e-05,-0.458367247644031,0.123,0.538,0.827082604028471,"PJA1","NS"
"VSIG2",3.14118821673842e-05,1.10501480357898,0.674,0,0.831943699203171,"VSIG2","NS"
"PML",3.16825622854529e-05,-0.314797150921869,0.369,0.923,0.839112662130221,"PML","NS"
"TINAGL1",3.17961797393345e-05,-1.26701411903977,0.337,0.846,0.842121820396275,"TINAGL1","NS"
"RAP2A",3.19431473029257e-05,-0.277079994495995,0.16,0.615,0.846014256317987,"RAP2A","NS"
"RPS27",3.21347602066548e-05,0.835859730884402,0.995,1,0.851089124073252,"RPS27","NS"
"PRDX5",3.28201213785801e-05,1.05169782266281,0.957,1,0.869240914711694,"PRDX5","NS"
"PPP2R4",3.34813607979361e-05,-0.267921874250527,0.358,0.846,0.886753840733338,"PPP2R4","NS"
"MAFB",3.37739086470556e-05,-1.2436694700254,0.171,0.615,0.894501970517268,"MAFB","NS"
"HNRNPC",3.4253051779347e-05,-0.666564389358759,0.947,1,0.907192076376006,"HNRNPC","NS"
"C1orf198",3.43820269805456e-05,0.981262773067007,0.866,0.385,0.910607984579751,"C1orf198","NS"
"FAM126A",3.47347237342121e-05,-0.548973447585244,0.139,0.538,0.919949158100607,"FAM126A","NS"
"CLP1",3.50234738458151e-05,-0.449453813841381,0.176,0.615,0.927596704806413,"CLP1","NS"
"CPVL",3.74162814526605e-05,-0.657302493051856,0.07,0.385,0.990970214273714,"CPVL","NS"
"PLEKHF2",3.75808578922708e-05,-0.489663874847595,0.209,0.692,0.995329021276793,"PLEKHF2","NS"
"MYLIP",3.80511220982338e-05,1.12208930185328,0.952,0.538,1,"MYLIP","NS"
"TMEM132A",3.8297283692811e-05,-0.526403869675369,0.187,0.615,1,"TMEM132A","NS"
"C7orf25",3.83842125760106e-05,-0.409058537298835,0.176,0.615,1,"C7orf25","NS"
"KIAA0040",3.84043825408933e-05,-0.470224797426471,0.214,0.692,1,"KIAA0040","NS"
"ETHE1",3.86617007802783e-05,-0.460915061726944,0.278,0.769,1,"ETHE1","NS"
"PTPRK",3.88955632093697e-05,-0.674629151011572,0.433,0.846,1,"PTPRK","NS"
"SAE1",3.89102584009896e-05,-0.433666321929446,0.38,0.846,1,"SAE1","NS"
"RMDN1",3.89809847862758e-05,-0.453351602057773,0.396,0.846,1,"RMDN1","NS"
"PARP14",4.02976233810101e-05,1.05543738092873,0.984,0.923,1,"PARP14","NS"
"CREB3L1",4.16894782755627e-05,0.513681296786299,0.69,0.077,1,"CREB3L1","NS"
"SNX7",4.34980440651651e-05,-0.266193395860457,0.064,0.385,1,"SNX7","NS"
"KCNK15",4.37634794785022e-05,0.893159741068053,0.706,0.077,1,"KCNK15","NS"
"FAM184A",4.41138098028852e-05,0.745271811672234,0.775,0.231,1,"FAM184A","NS"
"ADGRD1",4.55031786174378e-05,0.445227890471056,0.658,0,1,"ADGRD1","NS"
"PCCA",4.71667503143359e-05,-0.444252695238665,0.187,0.615,1,"PCCA","NS"
"XPNPEP1",4.83824349565612e-05,-0.310498458879823,0.139,0.538,1,"XPNPEP1","NS"
"BICD2",4.85863807155805e-05,-0.309010858576919,0.209,0.692,1,"BICD2","NS"
"UTRN",4.85902684750984e-05,0.672244522783067,0.77,0.308,1,"UTRN","NS"
"MAP1LC3A",4.91647857525106e-05,0.799031264937665,0.791,0.308,1,"MAP1LC3A","NS"
"RPLP0",4.93492390336826e-05,-0.574155212079373,0.979,1,1,"RPLP0","NS"
"TMEM168",5.02035614688936e-05,-0.330166039521662,0.283,0.769,1,"TMEM168","NS"
"PRCP",5.10546051820385e-05,-0.434494875099383,0.225,0.692,1,"PRCP","NS"
"KIAA1683",5.13785530934048e-05,1.16565803686259,0.652,0,1,"KIAA1683","NS"
"GGTLC1",5.13785530934048e-05,0.908887306924983,0.652,0,1,"GGTLC1","NS"
"POMP",5.17104391629277e-05,-0.475817325573774,0.727,1,1,"POMP","NS"
"GABRP",5.19060500874937e-05,-0.53272933681879,0.021,0.231,1,"GABRP","NS"
"RARRES1",5.19060500874937e-05,-2.74880294979297,0.021,0.231,1,"RARRES1","NS"
"RHBDF1",5.19357720760412e-05,-0.276637854129704,0.176,0.615,1,"RHBDF1","NS"
"TMEM91",5.21964856314468e-05,-0.255182282789459,0.134,0.538,1,"TMEM91","NS"
"PTBP1",5.22914143135706e-05,-0.520933512430005,0.786,1,1,"PTBP1","NS"
"GRWD1",5.27009569890738e-05,-0.419780108126154,0.273,0.769,1,"GRWD1","NS"
"C19orf48",5.39376177343558e-05,-0.946411174872248,0.406,0.769,1,"C19orf48","NS"
"GSTO1",5.43589390457547e-05,-0.531717500991853,0.46,0.923,1,"GSTO1","NS"
"EIF2S2",5.47822935486892e-05,-0.426074784518651,0.941,1,1,"EIF2S2","NS"
"APOL2",5.47984552353393e-05,-1.08342828742851,0.77,1,1,"APOL2","NS"
"EI24",5.54791462420285e-05,-0.889592151697847,0.701,0.923,1,"EI24","NS"
"RPL4",5.60166220937224e-05,-0.658334736199714,0.968,1,1,"RPL4","NS"
"MYLK",5.65907640644504e-05,-0.368661442416599,0.064,0.385,1,"MYLK","NS"
"PFN2",5.67693951163554e-05,-1.19460414066615,0.626,0.923,1,"PFN2","NS"
"POLR1D",5.75520902343984e-05,-0.427272726119122,0.439,0.846,1,"POLR1D","NS"
"ZNF250",5.76392805376306e-05,-0.519782406099474,0.134,0.538,1,"ZNF250","NS"
"IPO4",5.79612406057503e-05,-0.53011433355295,0.187,0.615,1,"IPO4","NS"
"C1R",5.92667746997529e-05,-2.11284751192123,0.631,0.846,1,"C1R","NS"
"ACTG1",5.96725694282833e-05,-1.34226358127746,0.973,1,1,"ACTG1","NS"
"LEMD2",6.0899418717792e-05,-0.290283407156537,0.246,0.769,1,"LEMD2","NS"
"ABCC6",6.112600839052e-05,0.766831802250476,0.717,0.154,1,"ABCC6","NS"
"MEST",6.17116106719755e-05,-0.485134159001317,0.251,0.692,1,"MEST","NS"
"TDP1",6.19958161170476e-05,-0.277100477580939,0.128,0.538,1,"TDP1","NS"
"IPO5",6.21261661410261e-05,-0.262795373997093,0.332,0.846,1,"IPO5","NS"
"BAX",6.24768927110567e-05,-0.379427922602493,0.513,0.923,1,"BAX","NS"
"BAK1",6.26164465877187e-05,-0.298723160412331,0.262,0.769,1,"BAK1","NS"
"DAPK2",6.53006693866083e-05,0.846575019608137,0.642,0,1,"DAPK2","NS"
"IMPAD1",6.53780076351895e-05,-0.831155741883966,0.23,0.615,1,"IMPAD1","NS"
"GPAA1",6.60098419178768e-05,-0.551526861159604,0.572,1,1,"GPAA1","NS"
"TBC1D24",6.92428027604476e-05,1.06781763185035,0.807,0.231,1,"TBC1D24","NS"
"PPP2R1A",6.99144563319659e-05,-0.776818408306806,0.717,0.923,1,"PPP2R1A","NS"
"PCNA",6.99835422508057e-05,-0.660871921713769,0.626,1,1,"PCNA","NS"
"USP31",7.00335325860882e-05,-0.489193365464092,0.203,0.615,1,"USP31","NS"
"QSER1",7.19635910441675e-05,-0.342353148654062,0.209,0.692,1,"QSER1","NS"
"CARD6",7.25490980301956e-05,-0.438511362856199,0.102,0.462,1,"CARD6","NS"
"TCEB1",7.3210913743344e-05,-0.601084885849156,0.845,1,1,"TCEB1","NS"
"CACNA2D2",7.35054823030797e-05,0.553645493126324,0.636,0,1,"CACNA2D2","NS"
"OCLN",7.36963262654753e-05,0.661311609385814,0.791,0.231,1,"OCLN","NS"
"GCNT2",7.54589100445716e-05,0.637719015443791,0.791,0.154,1,"GCNT2","NS"
"ATPIF1",7.57932249238698e-05,0.89006980691153,0.952,0.923,1,"ATPIF1","NS"
"ERAP2",7.90077617099189e-05,-0.360123336321929,0.267,0.692,1,"ERAP2","NS"
"SRPK1",8.05806199586466e-05,-0.352375855107963,0.353,0.923,1,"SRPK1","NS"
"TFIP11",8.17641087190853e-05,-0.49881987832569,0.316,0.846,1,"TFIP11","NS"
"TXNDC17",8.27579354011062e-05,-0.476947256908573,0.706,1,1,"TXNDC17","NS"
"MARCKSL1",8.28838519330376e-05,0.950985837115065,0.845,0.308,1,"MARCKSL1","NS"
"BICC1",8.29898970261382e-05,-0.265547172988059,0.075,0.385,1,"BICC1","NS"
"MTDH",8.36365601562698e-05,-0.648603247807441,0.909,0.923,1,"MTDH","NS"
"USB1",8.38896001048815e-05,-0.51708816679381,0.481,0.923,1,"USB1","NS"
"ERO1A",8.43983540598986e-05,-0.659066740477057,0.54,0.923,1,"ERO1A","NS"
"ENTPD7",8.47526606053234e-05,-0.34645771156475,0.107,0.462,1,"ENTPD7","NS"
"EDF1",8.49891825882022e-05,0.750613688848684,0.968,1,1,"EDF1","NS"
"PABPC1",8.50068950031472e-05,-0.579126743420046,0.989,1,1,"PABPC1","NS"
"PAK1IP1",8.57462199559284e-05,-0.566202370317657,0.449,0.846,1,"PAK1IP1","NS"
"PPP1R9A",8.61990009969589e-05,0.835208878927052,0.668,0.077,1,"PPP1R9A","NS"
"PALLD",8.6965873552486e-05,-0.568962093018296,0.246,0.692,1,"PALLD","NS"
"IL15RA",8.80624482736489e-05,-0.298896399127147,0.134,0.538,1,"IL15RA","NS"
"CUL4A",8.84754313097636e-05,-0.54748915451563,0.369,0.769,1,"CUL4A","NS"
"PFN1",8.85782143966583e-05,-0.548680837273356,0.984,1,1,"PFN1","NS"
"HOXD1",9.06651862260218e-05,0.878010144534811,0.684,0.077,1,"HOXD1","NS"
"DNAJB1",9.22948802777895e-05,0.463864456218983,0.995,1,1,"DNAJB1","NS"
"LAMB1",9.61586576687724e-05,-0.409983841709653,0.144,0.538,1,"LAMB1","NS"
"EIF1",9.81435192180411e-05,0.761474638230481,0.995,1,1,"EIF1","NS"
"PTGFRN",9.83605363207735e-05,-1.06890783774456,0.283,0.692,1,"PTGFRN","NS"
"MTHFD1",9.94047576251058e-05,-0.480454356190807,0.353,0.846,1,"MTHFD1","NS"
"LIN7C",0.000100174132849204,-0.730900075719155,0.545,0.846,1,"LIN7C","NS"
"ANTXR1",0.000100278299317958,-0.323866519732261,0.187,0.615,1,"ANTXR1","NS"
"MRPL55",0.00010078483590299,1.01710368659081,0.93,0.769,1,"MRPL55","NS"
"SNRPB",0.000102078552031579,-0.702897363124793,0.85,1,1,"SNRPB","NS"
"MYEOV2",0.000102310845399376,1.06577103395372,0.882,0.615,1,"MYEOV2","NS"
"PMEPA1",0.000104651990449907,-1.48872221738983,0.652,0.846,1,"PMEPA1","NS"
"CIRH1A",0.000105407965570319,-0.599806219011068,0.529,0.846,1,"CIRH1A","NS"
"GRINA",0.000105999037405346,-0.628227496796178,0.631,1,1,"GRINA","NS"
"NR2F2",0.000106609967128771,0.492937294767983,0.69,0.077,1,"NR2F2","NS"
"NETO2",0.000106710278434591,-0.53027279017864,0.316,0.769,1,"NETO2","NS"
"YWHAQ",0.000107195055557278,-0.681189131084178,0.872,1,1,"YWHAQ","NS"
"EFEMP1",0.000107682347565972,-1.06045979157404,0.529,0.846,1,"EFEMP1","NS"
"PLSCR1",0.000108005306632805,-0.807140420443629,0.663,1,1,"PLSCR1","NS"
"COL4A2",0.00010892747010159,-0.316499758095581,0.144,0.538,1,"COL4A2","NS"
"SELT",0.000109845768593034,-0.614925044597435,0.802,1,1,"SELT","NS"
"WNT4",0.000109887680873701,-0.602006848830523,0.246,0.692,1,"WNT4","NS"
"SYT8",0.000111426304361038,-0.61633923084359,0.102,0.462,1,"SYT8","NS"
"EXT1",0.00011152836522378,-0.340672775944963,0.364,0.846,1,"EXT1","NS"
"TUBGCP5",0.000112851875977281,-0.33896883721694,0.235,0.692,1,"TUBGCP5","NS"
"CRACR2B",0.000112959087006944,0.747577189206807,0.759,0.154,1,"CRACR2B","NS"
"ACTN4",0.0001130324190629,-0.713367098726333,0.941,1,1,"ACTN4","NS"
"LOC100996251",0.000113965180773211,-0.474309249272308,0.043,0.308,1,"LOC100996251","NS"
"AKAP13",0.000115096924978469,1.08605547423781,0.898,0.615,1,"AKAP13","NS"
"MTMR9",0.000115429694754826,-0.261557577485575,0.102,0.462,1,"MTMR9","NS"
"VRK2",0.000115890471780274,-0.371796971911846,0.241,0.692,1,"VRK2","NS"
"ZNF618",0.00011651430780426,-0.514997811288918,0.07,0.385,1,"ZNF618","NS"
"NHLRC1",0.000116988496279345,-0.909047102656453,0.193,0.615,1,"NHLRC1","NS"
"MTCH2",0.00011811975917429,-0.662755484705122,0.588,0.923,1,"MTCH2","NS"
"SERINC2",0.000118312483898503,-1.0638848077622,0.845,0.923,1,"SERINC2","NS"
"KRT18",0.000120253531222688,0.989284513050352,0.973,1,1,"KRT18","NS"
"CALM2",0.000120267678608546,0.962930261428276,1,0.923,1,"CALM2","NS"
"SNRPD2",0.000120860357965594,-0.384476832577508,0.866,1,1,"SNRPD2","NS"
"GNG5",0.000121371201584371,0.704423233236483,0.952,0.923,1,"GNG5","NS"
"NECAB3",0.000121960941445988,0.803322561425739,0.882,0.385,1,"NECAB3","NS"
"CENPF",0.000122284102429911,-0.263964123771205,0.096,0.462,1,"CENPF","NS"
"BTG2",0.000123200484169816,0.841095142685004,0.877,0.462,1,"BTG2","NS"
"COL16A1",0.00012345176324223,-0.427269027114429,0.15,0.538,1,"COL16A1","NS"
"HACD2",0.000125261207052242,-0.465710071687964,0.225,0.615,1,"HACD2","NS"
"GM2A",0.000125749148799568,-1.00813945351511,0.428,0.769,1,"GM2A","NS"
"PATL1",0.000128240757523549,-0.383483109102996,0.353,0.846,1,"PATL1","NS"
"OSTC",0.00012868872873828,-0.613350742975252,0.61,0.846,1,"OSTC","NS"
"FZD6",0.000129224970282546,-0.412320374958343,0.305,0.769,1,"FZD6","NS"
"VDAC1",0.000130446880209106,-0.684531926316837,0.69,0.923,1,"VDAC1","NS"
"HOMER3",0.000131858799875385,-0.536082795794216,0.241,0.692,1,"HOMER3","NS"
"STEAP1",0.000131910854188792,-0.359230351152606,0.235,0.692,1,"STEAP1","NS"
"SLC35F2",0.00013393607702084,-0.499286747313654,0.364,0.846,1,"SLC35F2","NS"
"TXNIP",0.000135015236798907,-1.02381923157902,0.61,0.923,1,"TXNIP","NS"
"GTF3A",0.000135153065889435,-0.561416374840652,0.39,0.846,1,"GTF3A","NS"
"TAP1",0.000137381817242933,-1.39087191775628,0.759,1,1,"TAP1","NS"
"TM9SF2",0.000137789376500912,-1.01808471318751,0.807,1,1,"TM9SF2","NS"
"NUCKS1",0.000138463969049823,-0.596793946430238,0.984,1,1,"NUCKS1","NS"
"CDCA4",0.000138793679832307,-0.708315043904741,0.139,0.538,1,"CDCA4","NS"
"ALDH3A2",0.000140019051708094,0.89387152260788,0.92,0.538,1,"ALDH3A2","NS"
"IRS2",0.000140028893204353,-0.6401722104212,0.203,0.615,1,"IRS2","NS"
"DUSP7",0.000140168719924112,-0.426170390089707,0.176,0.615,1,"DUSP7","NS"
"GOT2",0.000141461870400404,-0.696084294141687,0.535,0.923,1,"GOT2","NS"
"RPL23A",0.000143182504743936,-0.540669800694083,0.898,1,1,"RPL23A","NS"
"PUF60",0.000144086211663019,-0.67005696606014,0.733,1,1,"PUF60","NS"
"HIAT1",0.000144798813589192,-0.571961517436042,0.267,0.692,1,"HIAT1","NS"
"USP54",0.000146425924020465,0.617575644412821,0.604,0,1,"USP54","NS"
"RPS25",0.00014696473672676,-0.38967675601645,0.957,1,1,"RPS25","NS"
"XRN2",0.000147021974371693,-0.419496828516589,0.706,1,1,"XRN2","NS"
"CLDN1",0.000148207090254538,-1.35314860568477,0.401,0.769,1,"CLDN1","NS"
"ECE1",0.000149491658936173,-0.288128005029767,0.225,0.692,1,"ECE1","NS"
"SET",0.000149897981057804,-0.796474219297508,0.952,1,1,"SET","NS"
"TXNL1",0.000151449865963226,-0.723062493853818,0.545,0.923,1,"TXNL1","NS"
"CDC42SE2",0.000155838377658901,-0.520538935620569,0.519,0.846,1,"CDC42SE2","NS"
"NUDCD1",0.000155962412719729,-0.342331836821096,0.267,0.692,1,"NUDCD1","NS"
"TARS",0.000156847739969582,-0.49451177756391,0.561,0.923,1,"TARS","NS"
"TM7SF3",0.000158178760231465,-0.920215533213525,0.513,0.846,1,"TM7SF3","NS"
"DNAJC3",0.00016172242800858,-0.796948589706712,0.807,1,1,"DNAJC3","NS"
"TMEM37",0.000163686522694931,0.792361875399038,0.599,0,1,"TMEM37","NS"
"COL18A1",0.000165945949676599,-0.370169373995245,0.155,0.538,1,"COL18A1","NS"
"SLC1A5",0.000166267140759434,-0.907961151477921,0.684,0.923,1,"SLC1A5","NS"
"ITGA5",0.000171662681268009,-0.353617277471437,0.048,0.308,1,"ITGA5","NS"
"FKBP1A",0.000173408845568388,-0.929973821239332,0.834,0.846,1,"FKBP1A","NS"
"ZFHX4",0.000176054042390709,-0.442545894861199,0.155,0.538,1,"ZFHX4","NS"
"HPS6",0.000176476885626774,-0.301347546188169,0.075,0.385,1,"HPS6","NS"
"VARS",0.000177852435903667,-0.492456611062641,0.31,0.769,1,"VARS","NS"
"PRKDC",0.000179030950067158,-0.489137310732534,0.652,1,1,"PRKDC","NS"
"CD74",0.000179342590792875,1.16102861933545,1,1,1,"CD74","NS"
"PTN",0.000179791299524435,-0.384611714442771,0.048,0.308,1,"PTN","NS"
"ZNF106",0.000180858175415106,0.804080563598744,0.909,0.538,1,"ZNF106","NS"
"NIPSNAP3A",0.000182667978889851,-0.39913868821513,0.289,0.692,1,"NIPSNAP3A","NS"
"MARC1",0.000187393452964111,0.683243869253969,0.754,0.154,1,"MARC1","NS"
"PMVK",0.000187688732966724,0.987244780010907,0.861,0.462,1,"PMVK","NS"
"KIAA0196",0.000187748743933564,-0.278738966045789,0.171,0.615,1,"KIAA0196","NS"
"JUND",0.000188316166662781,0.543757345319214,0.984,0.615,1,"JUND","NS"
"MAT2B",0.000189805333780271,-0.690753412116914,0.61,0.846,1,"MAT2B","NS"
"ABCD4",0.000189822446640041,-0.321420673370109,0.262,0.769,1,"ABCD4","NS"
"FNDC3B",0.000191831927623744,-0.705791633056798,0.797,1,1,"FNDC3B","NS"
"AHCY",0.00019290267724977,-0.699471194670416,0.701,1,1,"AHCY","NS"
"RPL18",0.000194045911930585,-0.459815441631876,0.995,1,1,"RPL18","NS"
"SHB",0.000201389927797563,-0.588586044227297,0.235,0.615,1,"SHB","NS"
"ZNF814",0.000204035855398392,-0.281872185425612,0.396,0.923,1,"ZNF814","NS"
"GPR160",0.000206337784351042,0.422593918483986,0.717,0.154,1,"GPR160","NS"
"FTSJ1",0.000206664975030671,-0.566649262806144,0.353,0.769,1,"FTSJ1","NS"
"SYDE2",0.000208439635653227,0.551625560125637,0.695,0.154,1,"SYDE2","NS"
"HSPA1A",0.000209226749539139,0.635520979619642,0.674,0.154,1,"HSPA1A","NS"
"ERBB3",0.000210424692566964,0.819000531187747,0.797,0.308,1,"ERBB3","NS"
"CLNS1A",0.000215024008314528,-0.933443280439703,0.663,1,1,"CLNS1A","NS"
"TK1",0.000215074815701667,-0.932994893662973,0.118,0.462,1,"TK1","NS"
"TPD52",0.000222259196612179,-0.379875951131272,0.31,0.692,1,"TPD52","NS"
"TNFRSF12A",0.0002222861087335,-0.789840232659883,0.802,0.923,1,"TNFRSF12A","NS"
"NKX3-1",0.000222446516875317,-0.418659713333878,0.075,0.385,1,"NKX3-1","NS"
"TP73",0.000223992772964071,-0.590454368179085,0.123,0.462,1,"TP73","NS"
"GSAP",0.000225095414809104,0.384503281536874,0.647,0.077,1,"GSAP","NS"
"CNIH1",0.000230017383948245,-0.643261445031724,0.497,0.846,1,"CNIH1","NS"
"DHX36",0.000230976769686331,-0.312183766408859,0.545,1,1,"DHX36","NS"
"PRDX4",0.000238761412471878,-0.672037442554786,0.476,0.769,1,"PRDX4","NS"
"ERRFI1",0.000239368738187315,0.784309134795295,0.882,0.385,1,"ERRFI1","NS"
"GPI",0.000239932715359113,-0.585848894155349,0.845,1,1,"GPI","NS"
"PSMA1",0.000240597107160555,-0.859339449244798,0.813,1,1,"PSMA1","NS"
"RAB7B",0.00024278911565918,-0.408903949183162,0.086,0.385,1,"RAB7B","NS"
"TTYH3",0.00024414194074006,-0.291030030278591,0.417,0.846,1,"TTYH3","NS"
"TSPO",0.000244637169314694,-0.727994216790764,0.845,1,1,"TSPO","NS"
"TSPAN13",0.000244763756422903,0.861544310536218,0.957,0.615,1,"TSPAN13","NS"
"FBP1",0.000245652185143449,0.823261061352391,0.706,0.154,1,"FBP1","NS"
"ZC3HAV1",0.000247518102400823,1.22762616240984,0.963,0.923,1,"ZC3HAV1","NS"
"HMGN2",0.000250024559824671,0.658911397084685,0.979,1,1,"HMGN2","NS"
"PTP4A1",0.000250128323190994,-0.707811215385709,0.818,0.923,1,"PTP4A1","NS"
"WDR18",0.000251700836166129,-0.561753974220507,0.332,0.769,1,"WDR18","NS"
"ERICH2",0.00025320018751208,0.422780670158896,0.578,0,1,"ERICH2","NS"
"GBP1",0.00025388415748249,-0.801331774941554,0.476,0.923,1,"GBP1","NS"
"WFDC2",0.000254306817962797,0.429203045252456,0.893,0.308,1,"WFDC2","NS"
"KRT7",0.000254805882320076,1.03213555444372,0.979,0.692,1,"KRT7","NS"
"CARS2",0.000255792806392155,-0.404647778762542,0.396,0.846,1,"CARS2","NS"
"AASS",0.000256973905037447,0.540134921763833,0.754,0.154,1,"AASS","NS"
"RPF2",0.000257475510004889,-0.27536482988597,0.369,0.846,1,"RPF2","NS"
"MRPL47",0.000259537243640694,-0.417773115128309,0.583,0.923,1,"MRPL47","NS"
"THUMPD3-AS1",0.000260012804670574,0.974621924533039,0.84,0.615,1,"THUMPD3-AS1","NS"
"HMGN4",0.000264015909024144,-0.546502159512872,0.353,0.769,1,"HMGN4","NS"
"YIF1B",0.000264809477222699,-0.411511402592554,0.69,1,1,"YIF1B","NS"
"ELAVL1",0.00026569511251081,-0.250734283051308,0.54,1,1,"ELAVL1","NS"
"PLRG1",0.000269599766199441,-0.363543813273585,0.31,0.769,1,"PLRG1","NS"
"UBE2V2",0.000270225664773708,-0.677394301137722,0.471,0.769,1,"UBE2V2","NS"
"HTATIP2",0.000272850404691327,-0.588420875657795,0.535,0.923,1,"HTATIP2","NS"
"TMEM242",0.000278426959501377,-0.33466862937083,0.246,0.692,1,"TMEM242","NS"
"CFL1",0.000280702532174466,-0.645168414891678,1,1,1,"CFL1","NS"
"SYNCRIP",0.000281048583545863,-0.64354055182797,0.786,1,1,"SYNCRIP","NS"
"COPS5",0.000282452773207927,-0.671421044102513,0.524,0.923,1,"COPS5","NS"
"TXN",0.000286123299939896,-0.373596894503749,0.85,1,1,"TXN","NS"
"DEPDC7",0.000287079776832272,-0.419020765532148,0.118,0.462,1,"DEPDC7","NS"
"CD63",0.00029150000816646,1.00317681370627,0.957,0.923,1,"CD63","NS"
"POMC",0.000293457929077774,0.32922054533992,0.631,0.077,1,"POMC","NS"
"NR4A2",0.000298347612664532,0.811337629312976,0.765,0.308,1,"NR4A2","NS"
"BCL2L13",0.000299657580733138,-0.442599836056503,0.305,0.769,1,"BCL2L13","NS"
"ST6GALNAC2",0.000300415815561593,-0.780980804437714,0.257,0.615,1,"ST6GALNAC2","NS"
"TEFM",0.000300620948521056,-0.308588856291097,0.16,0.538,1,"TEFM","NS"
"TRIM5",0.000300768806653713,-0.562692450233486,0.503,0.923,1,"TRIM5","NS"
"IDO1",0.000315904137024118,-0.951258126161411,0.128,0.462,1,"IDO1","NS"
"MAPK1IP1L",0.000318427340585084,-0.557880981933107,0.722,1,1,"MAPK1IP1L","NS"
"AGR2",0.000320716911046387,0.895981492548499,0.797,0.231,1,"AGR2","NS"
"SOX4",0.000320923116946445,0.943156368638405,1,1,1,"SOX4","NS"
"C5orf38",0.000323212740145657,0.33062535855208,0.674,0.154,1,"C5orf38","NS"
