"","GPR87","KYNU","LY6K","UBD","FHL2","IGFBP3","DKK1","ARNTL2","CRABP2","FAM83A","GJB3","RGS10","IDO1","COMTD1","CBLC","UCK2","GJB2","PLAU","PROM2","GPC1","SUSD2","MS4A15","SFTPB","AQP4","SFTPD","NAPSA","RGS16","C16orf89","TNS1","CYP4B1","C4BPA","NKX2-1","DLC1","SCGB3A1","FLRT3","ADGRF5","SFTA3","RNASE1","NFIX","AQP1","CHL1","TFF3","DMKN","VIM","IQGAP2","RRAD","LOC100506844","C5orf49","TNC","FOXJ1","SLC27A2","MUC5B","DTX3","TEX9","IGFBP5","ABCA13","METTL7A","WDR86-AS1","CTGF","TUBA1A","analysis","patient_id","sample_name"
"L6_1001000407",5.55308561845466,5.21252342214429,4.73287734602202,6.2065597027523,5.64387341945871,6.66891120710033,3.81779723799924,4.29945134790689,6.64793388685511,4.4586954903238,4.52971850483702,5.24177938447697,5.32915068689837,5.26552207427607,4.2225899582487,3.75605053784338,5.07481356423425,4.50993566715557,1.53319779920236,0.646182459918063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21639291200283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"L6_1001000408",4.14616842221298,6.69827450684413,3.53721324714385,6.2401618225583,4.07143107243193,7.66810279320403,1.84198084109812,0,6.69920924489873,4.70928350971194,5.15423931662008,4.57018958839068,8.30203402222954,3.44480827242327,3.87167539230758,4.87862868886099,4.19306015670369,4.41776342009741,4.0318577347068,3.97653275314284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9147354776151,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"L7_1001000407",4.43276003753416,6.92908559808997,3.26997179283571,7.75149905604726,5.64874998251596,6.96983303910681,0,4.33109961079194,6.84031147082358,4.07503930185356,4.93015082295627,4.70391027544123,0,3.85230367727201,4.21792251651019,4.38884820420137,5.12533643836438,3.53939712707436,4.13466392107729,3.42849948681912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36806956105882,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"L7_1001000408",0,6.34582133804523,3.24412246810125,7.37446325439218,4.98655693188805,7.57399154755372,1.03064330838505,4.83149201790205,7.19587776203652,5.24227209375364,0,4.78740267211024,4.64211423954913,2.41736398162358,5.49134952913066,4.94892141092872,5.95483146879624,4.23277288665644,2.41736398162358,3.26729095071689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51916042491193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"L7_1001000412",5.40336061054559,6.14908162332409,4.31164470993546,6.40714391204341,4.73927990124641,6.80387962931078,6.21687756561807,4.63713361842753,7.01002659557537,3.18358127597556,5.33215791827497,5.16720029177085,5.43210049692911,4.67667115930121,5.43210049692911,5.14587532893842,5.76616378884005,4.31164470993546,4.57234454828134,1.1979454564052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30542041988328,0,"grouped_pd","TH185","LT_S21"
"L8_1001000407",3.05270197289845,4.77636986367292,4.94299918138478,5.97556593127177,5.68416904391144,6.40494644819703,4.44326257245788,4.6302021469795,7.03766675198479,4.13019163908628,4.78763840272811,4.41925895735096,4.02781468007501,5.18844777144968,4.47439659890045,3.63713527406472,4.98984896998997,0,4.08597927908758,3.17229301643203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91684118508398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"L8_1001000408",5.22068692343968,4.54156901645953,3.7975871466154,7.1197553325932,5.36277595558479,6.06301513290696,3.96397615320262,4.90534526699279,7.18485538516051,3.76070893976166,3.28963842741715,4.45161164480128,3.93283976632007,3.61974052523032,4.35275477687723,4.23137879339397,4.6081278862133,5.47370726882641,2.44188790000521,3.12661704115805,3.94852913918996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41323347759101,0,0,0,0,0,0,0,0.591826406763989,0,"grouped_pd","TH185","LT_S21"
"L9_1001000407",5.78837892984691,6.26678449324511,4.03948605111528,6.27893206501884,5.32588160688239,7.71775532364779,5.77736312578567,3.52359223406372,7.1077396740187,4.29388027674902,4.74267160108587,5.27594218710216,1.79299804230018,4.64448813359435,3.67955593305736,3.67955593305736,4.5508258080468,5.33970362629675,3.84550433605114,3.48048017813132,3.67955593305736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"L9_1001000408",4.64138216285197,6.54267516949243,3.62463777006643,6.89793068622022,5.29596102215839,6.5750207477542,4.1815151794106,0,7.28718117141616,4.56122614932318,3.85459308372053,4.93488911181983,5.85669588444127,3.14626090301945,4.35690972013589,5.43705734330053,4.75564208167136,4.08074615974644,2.98699687962227,3.38521442159871,0,0,0,0,0,0,2.79747242953242,0,0,0,0,0,0,0,0,3.09593947926542,0,0,0,0,0,1.18843648284137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"L9_1001000411",0,5.05959370129123,4.68219796210533,5.51353872867216,5.07749884075698,7.186533688955,6.44925117599653,4.91607968607401,6.65004350249397,0,3.93355903464873,5.09159564815319,0,3.32330077158398,4.61122952157033,4.33247813622773,5.1192067541901,5.07749884075698,3.77709739773664,3.09376280253062,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71442803488025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48503583986933,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"L9_1001000412",4.44155811213808,5.88518802677654,4.65306208875691,8.35626997657669,5.55272089107631,7.34826530765391,4.30458298369337,3.98164216880075,6.8159032940287,3.80465938913489,3.2663552350594,4.66131636039659,6.31952432564146,3.06494781181,5.20560748529756,3.98971974657699,5.39217307766213,5.15673386454179,3.79493170129674,3.98971974657699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360992002939306,0,0,0,0,0,2.83824908576682,0,0,0,0,0,0,2.75884264883346,0,0,0,0,0,0,0,0,2.27161438777638,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M10_1001000407",4.46275448172462,5.41235971326812,3.29041079546831,7.61571728751865,5.24776925312911,7.19018773974281,5.46555277261519,3.18355659743348,6.56900784254004,5.26198060848258,4.86960510700664,5.08491547269023,4.5809995697671,4.310523717478,5.17351533409383,5.64908722517212,5.11804894088108,6.20719298976388,5.1261635698975,3.29041079546831,0,0,0,0,0,0,0,0,0,0,3.23841024542926,0,0,0,0,0,0,0,3.63071371607008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M10_1001000408",4.70143024521295,5.07956255593917,3.9435062707455,6.09880271641586,5.13692188011878,7.14609681935036,5.33821331609894,4.40234975650147,7.19828474201116,3.81273964455054,4.03145589303452,4.84810078165809,0,0,4.93135099957798,4.78408500782933,4.75728539882642,0,2.99446657182074,4.05913363533978,3.88025892524492,0,0,0,0,0,3.84706903334327,0,0,0,0,0,0,2.49060506246542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35016986328175,0,0,"grouped_pd","TH185","LT_S21"
"M10_1001000412",5.37761367186554,6.18739150270479,4.52713484842431,4.53307613021732,4.87576687911496,5.87323901633781,3.1375159959311,4.06596265862965,6.76107633736316,3.57580350274426,3.71928619922148,4.75049964002113,5.3725092024189,4.52713484842431,4.29322881701443,4.88414163443444,4.67117728729213,3.31257953589738,4.85451790607025,4.41367339544925,0,0,0,0,0,0,0,0,4.20677468824958,0,0,0,0,0,0,0,0,0,0.439005423097504,0,0,0,0,0,0,0,0,0,0,0,0,2.22650885345807,0,0,0,0,0,3.03696505638524,0,0,"grouped_pd","TH185","LT_S21"
"M11_1001000407",5.61124597627999,5.26378926169659,2.70754752447121,6.60419013623242,6.95062952399258,7.3372549394426,6.5112075383694,5.23674574739884,7.66597936392277,3.57270882150152,4.39780824361066,4.51724324818862,0,3.41634258523125,3.76067405260334,5.10285505993554,5.46974209699681,4.68013457289208,4.60936261473904,4.28269236131027,0,0,0,0,0,0,1.37264701328181,0,0,0,0,0,0,0,4.16409293429319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75550023597647,0,0,0,0,0,2.75550023597647,0,0,"grouped_pd","TH185","LT_S21"
"M11_1001000408",2.67476477985864,6.84162765650769,3.83625214724619,6.44898484225995,4.88454033685395,6.58174568484195,5.01438310979025,0,7.04182283950281,3.72633924111557,2.60594457498754,3.83625214724619,0,4.43061996942986,3.5206802329723,4.46450759923933,4.99496959186283,0,1.07495057595369,3.77176407413021,4.32146886704365,0,0,0,0,0,0,0,0,0,0,0,0,0.675453591140939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87704387173184,1.07495057595369,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M11_1001000412",6.17729327522076,5.04633524582751,4.76840102873363,5.4659509689391,6.47446448981231,5.5245498215885,5.1608477656889,4.80245240956185,6.81161895397279,0,0,3.85833721453257,5.00277169154606,4.05319830881189,4.51332104741942,4.30949358801947,5.38518268296151,4.25312547088501,0.411938558784072,3.21718874801001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.582774174581,0,0,0,0,0,3.86903687766346,0,0,0,0,0,2.90860544731344,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M12_1001000407",2.23640839181746,6.24709859092664,4.10941145465354,8.49978054208465,4.75910846424334,7.15789667565198,0,3.14812765772812,6.99825525499876,4.08627177215306,4.81711743580487,4.08627177215306,7.16868755261437,2.3751783134511,3.72340158372852,4.27745836615835,5.8757318760828,5.30644282162104,0,2.3751783134511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88298603299653,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M12_1001000408",0,4.47535844928143,3.93315007385669,4.99744156406582,5.71683233824649,7.11157049010721,0,4.27641471959029,7.11105344783122,4.44606903335769,4.11427565991572,4.49677592757739,5.30149530163352,4.72895080082314,3.99335275166247,4.75110281555066,4.74561064601827,3.80064266179675,3.68033771831993,2.56814214575167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6889632635808,0,0,0,0.818692877823479,0,0,3.1966047832674,0,0,0,0,2.41056661886988,0,0,0,0,2.51832575850878,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M12_1001000412",4.55432467314523,5.72989332286983,3.65070057490491,6.72844196398175,5.68388469092811,7.19704686211915,5.90320197006213,3.02607897732108,6.70610610335635,0,4.74697989192894,4.73184591648328,6.12800365938875,3.69467448877982,5.08383362467351,3.63560213301881,3.37657879743374,5.85312960012526,3.20497461851006,3.60470365550379,3.88950530658679,0,0,0,0,0,2.43230256121067,0,0,0,0,0,0,1.49552737414107,0,0,0,0,0,0,0,1.49552737414107,0,0,0,0,2.90736240474048,2.43230256121067,0,0,0,2.38029757243481,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M13_1001000407",4.45277643629979,5.46466755414553,3.5766689487699,7.22031719695526,5.04061640185941,7.15179881297238,4.99788336136211,5.16347777713698,6.84434286925002,4.71607302800331,1.89576919393127,5.09654310864232,3.26022444639351,3.22871313202507,4.86997848958042,5.08660450943591,5.64856349766025,5.78165447164884,4.52537905593588,4.44331896158275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0103467476039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M13_1001000408",5.56439147342853,5.73857945702471,3.8282704914919,6.49308050854733,5.29351476026519,6.89242108211568,5.21413509131839,4.83177439651153,7.17300209440044,3.69239828264159,5.24233140923085,5.0926560485307,5.84211179417462,4.37301114386322,4.92508762165383,4.70269869060074,5.70996311387953,4.35816435737843,1.20500512637127,4.86835629835865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00500546828102,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M14_1001000407",4.40041248703486,5.83631602558986,4.01424380978233,7.28062540935927,6.12644063335452,7.07694032763286,5.47270296262515,3.79560425115206,7.28062540935927,1.15538826771856,0,5.42594787572828,1.6771922675931,3.97417389086632,4.05276979691488,4.81067376417072,4.34554366305757,6.44516250853952,4.61573198600622,2.01833287624379,0,0,0,0,0,0,0,0,0,0,0,2.47454314521983,0,0,0,0,2.64273172544765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63704265599672,0,"grouped_pd","TH185","LT_S21"
"M14_1001000408",5.46290679113165,5.67145558189766,4.46813397799394,7.9152094537123,0,6.00058994355437,0,4.51848453834666,6.85825560778419,3.23644208938262,3.71065913828247,5.21319258542197,4.75479262756261,3.46183500688765,0,4.86481969468327,4.66806046979467,4.70947311957196,2.00584586377984,3.5394615563795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57970539561135,4.78748335385386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M14_1001000412",5.16149052092509,4.6755566913405,4.38750526006578,8.54261984078767,5.75029228516307,7.0772957798907,3.42263108173164,5.11218505329998,6.31766868362164,3.36631784876639,0,5.57781465619557,6.25197132329437,4.90722791841961,4.94775415105369,3.19851751455577,5.12557269308238,5.80400460580715,2.35236161045407,3.47594148255967,3.50996558835872,0,0,0,2.8782424636924,0,0,0,0.444322324545327,0,0,0,0,0,4.02221174341366,0,0,0,0,0,0,0,2.77911067677232,0,0,4.30035953694509,3.02432734388558,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M15_1001000407",5.31700134115161,4.97505104246222,4.79202014776189,5.61086347955949,6.08639910530412,6.92250556882738,2.45036378154391,3.34066927676663,6.9417039608541,3.22730312835199,0,5.50590931571443,0,4.48601441299829,5.12970808434209,5.25575498358469,5.23983879040332,5.39552292518802,4.23548307237459,3.69743787233466,3.22730312835199,0,0,0,0,0,3.22730312835199,0,3.53488038146347,0,0,0,0,0,0,0.921566113277896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78081932137927,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M15_1001000408",4.48776549056316,7.03382942820269,3.18236657238292,8.14143127779439,4.59055469190683,6.96594958761268,0,5.02266933294651,7.4028922846165,1.07340072367162,4.57744475238143,4.92505609239641,7.84665682558939,3.51839604551668,4.66579784299573,2.57973451045958,5.82283695655145,6.06010167127213,4.22516632967946,3.37546551872576,0,0,0,0,0,0,0.495775085944378,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90750360209799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M15_1001000412",4.9384963072277,6.37206017132984,3.55163488781543,5.3988720399048,6.3447269247444,7.27939409786546,5.92927637172711,1.30677127967284,6.36810655039042,3.33014052834003,4.48587769305634,4.04644678569464,5.08211250220726,4.01221987607155,3.98396904024116,5.47749493611755,4.67497153027681,5.84937002507399,3.63625359494726,1.79235330573577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39674467740153,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M16_1001000407",3.9943683409442,6.10063519311085,2.87463261545417,6.60633524491521,5.46429660321197,6.36464284065952,4.66850304330097,4.83108523276117,6.55860087266884,4.38719871183786,5.60061391227933,5.24221132151024,3.59807062227745,3.40976385852054,0,4.32002060591479,6.04029700525289,5.61213225568336,4.7349051965117,4.12076025216187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715364575943122,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M16_1001000412",1.01373121831696,6.61285878224229,4.10593374715238,4.79080949931245,6.17268779296781,6.95079902608444,3.27563553895734,3.86136974984909,6.19978291557849,2.51875396328666,4.77611837198111,3.56216362441579,2.08236954475354,2.65105537914549,5.26860584159005,4.86119218771088,4.92056108997139,5.13322454166526,1.01373121831696,3.56216362441579,0,0,0,0,0,0,0,0,2.71117309989274,0,0,0,0,0,4.51554112695894,0,0,0,0,0,0,0,0,0,0,0,0,1.01373121831696,0,0,0,1.68448257576988,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M17_1001000407",3.78485090623367,5.96475398346167,3.43015157839114,5.97391892439682,5.08981083213723,8.29412871580598,0,5.08981083213723,6.71626121193928,5.09714565028507,4.42451666614287,4.83076118049835,2.46447231709685,1.22097913353372,2.3572648761717,4.69836920197993,5.93674414206391,4.28655011113105,1.9425136255727,3.75732874020221,0,0,0,0,0,0,0,0,0,4.85897534000551,0,0,0,0,0,4.38060930082648,0,0,0,0,0,0,0,0,0,0,2.3572648761717,0,0,0,3.21507094223378,0,0,0,0,0,0,0,4.00344165951761,0,"grouped_pd","TH185","LT_S21"
"M17_1001000408",4.69657337746125,6.98386538317889,3.98561464042693,7.33901026182743,5.4652508381825,7.47996323088873,3.58939715106328,4.91250964628024,6.92333266810816,4.817503236039,5.24378450288337,5.63184486739576,7.09152357564411,2.08473348549326,4.17390870233369,4.63584964764998,4.4348044555382,6.02624497365439,3.78058216321157,3.78058216321157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50878272788321,0,0,0,2.15516552333198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M17_1001000412",5.39312570503534,5.85669790170034,3.8882347640259,5.09857083592804,4.87273862239347,6.2506191794423,5.24702003513453,4.78065175432757,5.73217907182369,4.85498717769911,0,5.32833265758476,0,4.31797060888071,0,5.46571266200583,5.16640731152977,5.18974410418003,1.87460221928264,4.32408031091992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6663230632576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M18_1001000408",3.35318153135054,6.13278859222859,4.16693266435947,6.26985631059972,5.50198030816739,4.65020100479228,2.87131708057595,4.54534953656578,6.72998766904891,4.37064943712559,0,4.71755981250403,4.58331078035947,3.08307115763311,3.86821717504235,5.79288451158554,5.08360709372899,0,0.41912683688637,2.05004257017275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03418645105979,0,0,0,0,3.21683886716984,0,0,0,0,0,0,2.05004257017275,0,"grouped_pd","TH185","LT_S21"
"M19_1001000407",3.71324555015397,6.4965995695158,3.85651644897718,7.73295721863546,5.08107176326289,6.86104628598696,6.21837094388487,4.50472804520482,5.50606739013342,2.24264767593914,2.75569118407081,4.64557649934505,6.84548955794773,4.56127201494195,4.85457234584193,3.54595952544561,5.18056330892952,5.06126263945699,3.26784518116461,2.24264767593914,3.85651644897718,0,0,0,0,0,0,0,0,0,0,0,0,1.42475469555901,0,0,0,0,0,0,0,2.53171650245944,0,0,0,0,0,0,0,0,0,1.83440327706486,0,0,0,0,2.93856644421212,0,0,0,"grouped_pd","TH185","LT_S21"
"M19_1001000408",5.54243175809705,4.60650075335493,5.2321663870965,6.01938370195969,4.98237706383666,4.49746043627942,5.95668215665206,0,6.43654415996105,3.63935239026888,4.36414853886671,4.80848529795356,3.86177078833791,3.8434753827618,3.54440458998971,5.55917359111447,4.67310322765063,4.04360861733287,4.97644796032966,3.03623241112962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03623241112962,0,0,0,0,3.8434753827618,0,0,0,0,0,0,1.49247915233266,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M19_1001000412",4.52311127142691,5.90123091217534,4.28099960906553,7.54527171633597,6.36715148815548,5.90663618994138,4.49032490272027,4.1494418150063,6.86358196062314,4.35997799426035,4.75266445670814,5.21081607025333,5.49983550534435,4.79450819084765,4.53380545816359,4.53380545816359,5.327992564401,3.48720772866587,4.13369584805236,3.60158651444472,4.1494418150063,0,0,0,0,0,0,0,0,0,0,0,0,1.93769420843425,2.18870304246737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37910911216402,0,3.168863482303,0,"grouped_pd","TH185","LT_S21"
"M1_1001000407",3.27204890762112,5.4538716265005,3.36692683397301,8.23225747829284,4.90396908071885,5.23273181948628,0,3.76082682822785,6.97526572522345,0,0,4.10226750623757,7.27833329180932,4.34505026149206,3.09067765124629,3.89399367436855,5.97787144450859,0,1.50378016065206,0,0,0,0,0,0,0,3.83907835602855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M1_1001000408",4.97804302264823,5.89107090932144,5.36202507671451,6.42303877011999,6.19849525216319,6.76624403371076,6.0676482389335,5.71699314937551,6.78077310900135,0,3.65005255737244,4.99539144401995,4.86221275631289,4.52686834018104,4.3790793593788,2.78777005876031,5.13183469756897,6.69811709897515,2.46796119944214,1.99496980831608,0,0,0,0,0,0,3.29743271525527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06663795346048,"grouped_pd","TH185","LT_S21"
"M20_1001000407",5.38479150518747,1.05194537873706,4.17870015789439,5.42662576125458,5.23778777033308,6.9749972317049,4.70889692712723,4.59328813812779,6.76226754675721,4.38435727990912,4.5250178290439,5.6723951664719,0,2.87745208407011,4.72555378888918,3.93782378528505,5.69143892289077,4.64831083804438,3.93782378528505,3.36550927436445,4.24762318304857,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3327982006524,0,0,0,0,0,0,0,0,0,0,3.2989808222037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M20_1001000408",3.64047362807106,5.96921765585337,3.10385138585258,6.80037715092354,4.81416871342505,6.80583061128521,3.43448211515226,5.20201464786088,6.91560283207414,3.7489333454432,3.95697639055332,5.3208545819626,3.82319511979609,4.49321952954272,4.20519639189736,4.07495373270991,5.29655089399257,5.52306059295156,4.01770388521995,3.53484640023823,0,0,0,0,0,0,0,0,0.969718010818306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32041402519026,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M21_1001000407",1.74585411770512,6.12892138811326,3.87759596917487,7.61650847611381,4.59915732989681,7.5804695122438,4.39966393764381,3.63495624230319,6.92198959740577,3.58373771375288,0,4.94225186727026,5.05698570497994,3.24259741490082,0,2.94322865765321,5.46233657865279,4.23589383218948,4.23589383218948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M22_1001000407",5.17141384344978,6.71479268012095,4.02067407930231,7.28333289662723,5.81928285194268,7.42561768179597,3.97604581620221,4.25327868170309,5.97300919401993,0,4.23583295706991,4.97353514926735,4.35200717102648,4.10436625352993,3.59115716070099,3.97604581620221,5.67580518213825,4.95655999579917,4.44185824039591,3.36652105121116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68700953707732,0,0,0,0,0,0.795890929939392,0,0,0,0,0,0,0,0,0,0,0,0,2.25285936028462,0,0,"grouped_pd","TH185","LT_S21"
"M22_1001000408",4.51338567637512,6.58632518503796,4.02617420614696,6.07433129614939,4.35898839070524,7.36501825747662,6.5753080631509,3.73430553369066,7.2086356214015,2.51363235247344,3.41802954468542,4.81686312873727,7.04864078335564,4.24370849561089,4.73058712959486,3.01035002187194,5.89455615299027,4.55002827638141,4.45577422923118,4.488189422968,3.86144102490163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449472653052443,"grouped_pd","TH185","LT_S21"
"M22_1001000412",4.71134926152482,5.78833732512163,3.53088033728922,8.07734647500917,6.07382088933545,6.60880389894631,4.51732058222291,4.1882472176856,7.47016398031538,4.71971255894571,4.99467410415628,4.95597726212038,6.2826405227739,3.93112953144939,4.48097966065238,4.23665217581897,5.33011415454831,0,2.38011254945222,2.50200899765918,0,0,0,0,0,0,0,0,0,0,4.10710661645028,0,0,0,0,0,0,0,0,0,0,0,0,2.33593872166592,0,0,2.53954880145594,0,0,0,0,2.57573020858569,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M2_1001000407",4.98261400287958,6.47411456592077,4.51414327396261,7.84424659929064,5.51874969991156,7.80091819267917,4.01738856090374,4.65784405424485,6.37342951963086,2.88653782756809,4.28340664115896,4.21632422638785,6.89633910873664,3.87184440205797,0,2.98630583822977,4.92282060446717,5.58091258678652,3.40648847515818,2.34239972036434,3.96526006716006,0,0,0,0,0,0,0,0,0,0,0,0,1.89367010972322,0,0,0,0,0,0,0,2.24766002096211,0,0,0,0,1.89367010972322,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M3_1001000407",5.48377400469713,5.0918729091938,4.41164260479524,6.38542310110648,5.63799299923734,6.6469640992917,4.37019835172505,4.68261972191132,6.86229113962231,1.69754623864841,0,5.23826130718431,4.52656960779318,4.01892965256912,5.15816765683554,4.18475968081007,4.34158276718135,4.20159601536356,3.50672361465816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46911760091064,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M3_1001000408",5.09125993919531,6.07268192939667,3.68777482493092,6.57456412629793,3.94154899373564,6.50365577818813,3.95546009677322,0.543140486800627,6.12136232644136,3.74052393413685,3.70566881219729,5.09568695465535,6.22935071003471,3.99606866592105,1.80003033958855,2.90764975892688,4.58157595475961,4.47242170529206,3.79062944034296,2.73618978332224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01392118820947,0,0,0,0,"grouped_pd","TH185","LT_S21"
"M3_1001000412",4.83913198033695,6.68904383708329,4.25269018990997,5.88979213387993,6.23933515228021,5.11982585480116,4.02187176165205,0.815318658783498,6.69451650243068,3.8498537884043,0,4.89723510698448,4.85397731263314,3.4615849395936,4.98714796408043,5.63951695356597,5.56997811657572,5.635028489104,4.57864159948693,1.25840172264668,0,0,0,0,0,0,0,0,0,0,4.05517582177528,0,0,0,4.55904432782421,0,0,0,0,3.42124667105224,0,0,0,0,0,0,0,0,0,0.488548018366777,0,3.78046574452291,0,0,0,0,0,0,6.0519830474673,0,"grouped_pd","TH185","LT_S21"
