"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","naive pt.occupancy","naive n.nonzero.pts"
"32",4.74203446258902e-162,-4.60483216672951,0.118,0.796,1.2559278274167e-157,"grouped_pr","S100A9",0.484720758693361,10,0.475409836065574,5,0.628318584070796,10
"33",5.89300362211388e-161,-3.15655013479433,0.042,0.759,1.56076200931686e-156,"grouped_pr","MUC16",0.60431198478123,9,0.681818181818182,5,0.437984496124031,10
"34",6.00607308548578e-161,1.94828832215653,0.737,0.202,1.59070845669091e-156,"grouped_pr","SLC22A31",0.295165394402036,8,0.447643979057592,5,0.652360515021459,9
"35",1.04457427195196e-160,1.96652378953042,0.89,0.32,2.76655495926478e-156,"grouped_pr","RNASE1",0.281842818428184,9,0.366594360086768,5,0.573268921095008,12
"36",7.75526169435546e-159,3.29596937515678,0.322,0.018,2.05398105975004e-154,"grouped_pr","PTCSC3",0.6,5,0.646706586826347,4,0.25,7
"37",8.87304931411593e-159,2.24625362511592,0.681,0.172,2.3500271108436e-154,"grouped_pr","ICAM4",0.311965811965812,9,0.424929178470255,5,0.503355704697987,11
"38",1.19233911933255e-157,2.8335518091327,0.786,0.286,3.15791015755226e-153,"grouped_pr","CADM1",0.783333333333333,8,0.407862407862408,5,0.401197604790419,10
"39",5.52425574448686e-157,2.41309110969739,0.712,0.199,1.46309913392735e-152,"grouped_pr","PLXNA2",0.55786350148368,9,0.436314363143631,5,0.31294964028777,9
"40",8.19787053490538e-155,1.40087317526929,0.849,0.271,2.17120601116969e-150,"grouped_pr","ADGRF5",0.258064516129032,10,0.375,5,0.5,9
"41",6.61654658989087e-152,0.696373365560928,0.952,0.283,1.7523923643326e-147,"grouped_pr","NAPSA",0.301401869158879,9,0.352941176470588,6,0.425389755011136,10
"42",7.32559608923289e-151,2.88824778759662,0.475,0.071,1.94018412423333e-146,"grouped_pr","LRRN4",0.343283582089552,8,0.577235772357724,5,0.564705882352941,7
"43",1.86593578952266e-149,-1.61730953911778,0.456,0.901,4.94193093855075e-145,"grouped_pr","CD99",0.491308793456033,9,0.351694915254237,6,0.391826923076923,10
"44",5.9057307205739e-149,2.14170210857998,0.483,0.072,1.564132781344e-144,"grouped_pr","PRDM16",0.203703703703704,11,0.42,5,0.657894736842105,8
"45",1.13178366582354e-148,2.76566045936293,0.351,0.029,2.99752903893366e-144,"grouped_pr","LOC643441",0.851851851851852,4,0.445054945054945,5,0.75,5
"46",1.46069384794489e-148,1.94788613733762,0.795,0.288,3.86864765628204e-144,"grouped_pr","CLIC6",0.64859437751004,10,0.395631067961165,5,0.567430025445293,10
"47",3.99347257727875e-148,1.46148321271731,0.986,0.9,1.05767121209228e-143,"grouped_pr","JUN",0.496216216216216,11,0.371819960861057,6,0.360042735042735,11
"48",6.33381481232402e-148,-1.07072401610057,0.931,0.991,1.67751085304402e-143,"grouped_pr","ANXA2",0.470904645476773,11,0.390041493775934,6,0.350928641251222,12
"49",8.66638530419969e-148,1.73408599732246,0.929,0.635,2.29529214781729e-143,"grouped_pr","SELENBP1",0.712757201646091,11,0.384615384615385,5,0.421333333333333,12
"50",1.60020459462868e-146,3.11875196508018,0.527,0.105,4.23814186887405e-142,"grouped_pr","ANKRD29",0.531496062992126,7,0.597069597069597,5,0.652777777777778,8
"51",8.41114811080713e-146,-3.3604440628936,0.052,0.727,2.22769257714727e-141,"grouped_pr","TGM2",0.588464031108231,10,0.666666666666667,4,0.471086036671368,10
"52",1.04949779084687e-145,2.25096730004682,0.4,0.046,2.77959489905795e-141,"grouped_pr","RCN3",0.323529411764706,9,0.57487922705314,4,0.453333333333333,7
"53",4.37190813710371e-144,2.09764697011108,0.62,0.151,1.15789987011192e-139,"grouped_pr","AASS",0.378260869565217,10,0.439252336448598,5,0.39662447257384,9
"54",1.70713150766806e-143,-1.2098776772273,0.938,0.994,4.52133779805885e-139,"grouped_pr","GAPDH",0.472398632144602,11,0.388888888888889,6,0.361516034985423,12
"55",2.35744557789217e-143,-1.80844399662676,0.149,0.826,6.24369461304741e-139,"grouped_pr","MARCKS",0.533742331288344,10,0.480519480519481,6,0.454188481675393,11
"56",1.74599496749316e-142,-1.79575808032195,0.264,0.858,4.62426767140563e-138,"grouped_pr","DSP",0.507462686567164,11,0.525547445255474,6,0.345710627400768,11
"57",7.97821211491756e-142,2.39887174032001,0.564,0.113,2.11302947863592e-137,"grouped_pr","SCGB3A2",0.557142857142857,10,0.541095890410959,5,0.89047619047619,9
"58",5.0056533063669e-141,2.14136033648574,0.541,0.104,1.32574727819127e-136,"grouped_pr","ABCA3",0.488372093023256,11,0.353571428571429,5,0.375838926174497,8
"59",1.91063984914075e-138,1.76726025455144,0.934,0.638,5.06032964044928e-134,"grouped_pr","C1orf116",0.598484848484849,9,0.380165289256198,6,0.346938775510204,10
"60",1.99404879951326e-138,-2.23021635011927,0.347,0.853,5.28123824551088e-134,"grouped_pr","TSPAN1",0.551267281105991,10,0.505555555555556,6,0.384530386740331,10
"61",1.17810911229318e-135,3.05134960622479,0.531,0.116,3.12022198390848e-131,"grouped_pr","HSD17B6",0.529411764705882,8,0.450909090909091,5,0.720930232558139,9
"62",2.11198205263628e-135,3.38282799812392,0.317,0.026,5.59358446640719e-131,"grouped_pr","CRTAC1",0.459459459459459,6,0.774390243902439,5,0.547619047619048,6
"63",3.82729559506012e-135,1.19862614014201,0.998,0.981,1.01365923835167e-130,"grouped_pr","MALAT1",0.477893691008445,11,0.369439071566731,6,0.358048780487805,11
"64",4.44916094955271e-135,1.80335895280486,0.44,0.066,1.17836027748903e-130,"grouped_pr","SLC22A3",0.466666666666667,8,0.508771929824561,5,0.409638554216867,8
"65",5.32293478096794e-135,1.44997021437808,0.703,0.196,1.40977927673936e-130,"grouped_pr","FOXA2",0.440366972477064,8,0.436813186813187,5,0.551282051282051,8
"66",1.31475320350872e-134,1.47991344603516,0.913,0.602,3.48212385949283e-130,"grouped_pr","SFTA2",0.717125382262997,9,0.380549682875264,5,0.511669658886894,11
"67",2.31562545367227e-133,2.68393137745083,0.357,0.038,6.13293401405101e-129,"grouped_pr","BCAT1",0.222222222222222,9,0.6,4,0.309090909090909,9
"68",4.60195255516469e-133,-1.81248193306836,0.085,0.739,1.21882713423537e-128,"grouped_pr","PITX1",0.501410039481106,9,0.5,4,0.496108949416342,9
"69",1.44152183211919e-132,1.97956871486384,0.558,0.128,3.81787057236766e-128,"grouped_pr","CD302",0.252808988764045,10,0.401384083044983,5,0.383561643835616,8
"70",2.67251700784102e-131,2.78544130733686,0.459,0.079,7.07816129526693e-127,"grouped_pr","P3H2",0.427745664739884,5,0.626050420168067,4,0.611111111111111,8
"71",7.17210948819742e-131,1.09999741490133,0.597,0.13,1.89953319794909e-126,"grouped_pr","CTSE",0.391304347826087,9,0.446601941747573,5,0.838926174496644,7
"72",2.11360282460809e-130,2.40375104477078,0.446,0.074,5.59787708097453e-126,"grouped_pr","ESAM",0.590361445783133,5,0.359307359307359,5,0.32258064516129,9
"73",2.01254151775665e-129,1.6808036960439,0.876,0.446,5.33021620977848e-125,"grouped_pr","GLS",0.364678899082569,11,0.383259911894273,5,0.356862745098039,11
"74",2.84371086559003e-128,-1.33332672352441,0.842,0.97,7.5315682275152e-124,"grouped_pr","PKM",0.472986247544204,11,0.371559633027523,6,0.37603305785124,12
"75",1.02096877839312e-127,-3.28329223416325,0.044,0.679,2.70403580957417e-123,"grouped_pr","PLAU",0.476412347117065,10,0.652173913043478,3,0.463541666666667,9
"76",1.06528775886402e-126,-1.67054300417689,0.388,0.894,2.82141462935134e-122,"grouped_pr","PLP2",0.493172268907563,11,0.462686567164179,6,0.361849710982659,11
"77",8.43683552188621e-126,1.9460050373162,0.456,0.078,2.23449588797156e-121,"grouped_pr","PID1",0.328571428571429,9,0.597457627118644,5,0.761627906976744,9
"78",1.87556117748955e-124,2.53734730243538,0.647,0.217,4.96742377858108e-120,"grouped_pr","GATA6",0.636182902584493,9,0.507462686567164,5,0.488095238095238,10
"79",2.74591499172203e-124,-3.0514726346567,0.228,0.785,7.27255585557579e-120,"grouped_pr","PFKP",0.543098591549296,11,0.313559322033898,6,0.348623853211009,11
"80",3.83285625080738e-123,-1.70270895263827,0.295,0.868,1.01513197802633e-118,"grouped_pr","TIMP1",0.482982171799028,10,0.542483660130719,6,0.378443113772455,11
"81",5.22323684766143e-123,-2.43143619084617,0.212,0.759,1.38337427910313e-118,"grouped_pr","SLC16A3",0.551090700344432,11,0.563636363636364,5,0.38423645320197,10
"82",1.32385498981285e-122,1.6710699443784,0.907,0.622,3.50622994051932e-118,"grouped_pr","AK1",0.480878763222132,11,0.385106382978723,6,0.365329512893983,12
"83",7.69600523244253e-121,2.29115462255647,0.245,0.013,2.0382869858124e-116,"grouped_pr","LOC101927132",0.714285714285714,6,0.47244094488189,5,0.416666666666667,5
"84",1.25643448012181e-120,-2.06820672278577,0.338,0.821,3.32766672060263e-116,"grouped_pr","SLC2A1",0.517876489707476,10,0.377142857142857,5,0.395982783357245,10
"85",5.42552054232561e-120,-1.9943769048421,0.239,0.784,1.43694911563494e-115,"grouped_pr","LAMC2",0.534316505955757,10,0.459677419354839,5,0.397590361445783,11
"86",1.0623898013737e-119,2.405480577653,0.475,0.093,2.81373938893825e-115,"grouped_pr","ZDHHC11",0.456375838926175,9,0.544715447154472,5,0.507142857142857,8
"87",6.26466473432267e-119,-3.34988878477395,0.035,0.625,1.65919645488536e-114,"grouped_pr","IGFBP3",0.567455621301775,8,0.388888888888889,4,0.569672131147541,9
"88",2.16129530024567e-118,2.16025237254869,0.689,0.244,5.72419060270067e-114,"grouped_pr","GAS6",0.588461538461538,10,0.456582633053221,5,0.382978723404255,11
"89",6.17477291198307e-117,1.77364682497251,0.598,0.165,1.63538860573872e-112,"grouped_pr","FAM184A",0.419117647058824,9,0.470967741935484,5,0.475935828877005,10
"90",3.83463446484659e-116,2.34656955200374,0.384,0.056,1.01560293801462e-111,"grouped_pr","SCTR",0.894736842105263,5,0.597989949748744,5,0.876288659793814,5
"91",4.68732850026814e-116,2.1032938113612,0.587,0.16,1.24143895329602e-111,"grouped_pr","ABCC6",0.324742268041237,9,0.4375,5,0.4,9
"92",6.31536973028377e-116,2.01221339803686,0.346,0.044,1.67262567306566e-111,"grouped_pr","PHACTR1",0.709090909090909,6,0.407821229050279,4,0.7875,7
"93",9.57655344981174e-115,1.42824571491317,0.985,0.908,2.53635018118264e-110,"grouped_pr","EMP2",0.490517683239364,11,0.370588235294118,6,0.369033760186263,11
"94",1.28711516142445e-114,2.19656977907152,0.384,0.058,3.40892450503266e-110,"grouped_pr","PRICKLE1",0.325301204819277,8,0.552763819095477,4,0.6875,8
"95",1.69162981860899e-114,-2.87460919970659,0.129,0.683,4.48028157458592e-110,"grouped_pr","ADGRF1",0.613899613899614,11,0.343283582089552,6,0.407473309608541,9
"96",3.69730290169184e-114,-1.1600369988416,0.747,0.957,9.79230673513084e-110,"grouped_pr","CIB1",0.486336032388664,11,0.382428940568475,6,0.35395537525355,12
"97",5.38527804150795e-114,2.33442471170038,0.577,0.164,1.42629088929338e-109,"grouped_pr","ITPR2",0.368421052631579,11,0.531772575250836,5,0.43801652892562,10
"98",8.54978633953922e-114,1.12975081039177,0.591,0.147,2.26441091202696e-109,"grouped_pr","AQP5",0.771186440677966,6,0.503267973856209,4,0.534124629080119,9
"99",9.91299122363887e-114,1.93806836607919,0.591,0.17,2.62545572558075e-109,"grouped_pr","GSTA4",0.439628482972136,10,0.379084967320261,5,0.514705882352941,8
"100",1.02699611994029e-113,2.40192845080149,0.469,0.099,2.71999922366185e-109,"grouped_pr","COL4A3",0.821256038647343,7,0.502057613168724,5,0.44,8
"101",1.80962258384959e-113,1.95594594765487,0.763,0.364,4.79278541332565e-109,"grouped_pr","GLCCI1",0.745454545454545,11,0.435443037974684,5,0.388412017167382,11
"102",9.19677387246417e-113,2.50577161220875,0.504,0.116,2.43576556012214e-108,"grouped_pr","LRIG2",0.418918918918919,9,0.486590038314176,4,0.423357664233577,9
"103",1.15641753117552e-112,-2.83759674903839,0.052,0.625,3.06277183131836e-108,"grouped_pr","DAPP1",0.59318766066838,9,0.481481481481481,4,0.58311345646438,10
"104",4.42857610748122e-112,-1.2761386980275,0.838,0.963,1.1729083820664e-107,"grouped_pr","TXN",0.473994111874387,11,0.375576036866359,6,0.366525423728814,12
"105",9.78199980722776e-112,-0.91623916384619,0.931,0.984,2.59076264894427e-107,"grouped_pr","CSTB",0.473065621939275,11,0.37551867219917,6,0.348605577689243,12
"106",2.58172316819747e-111,1.50097806007477,0.975,0.917,6.83769381097101e-107,"grouped_pr","SRRM2",0.482793522267206,11,0.364356435643564,6,0.34375,11
"107",6.00744359418437e-111,2.9837759879976,0.295,0.031,1.59107143591973e-106,"grouped_pr","SFTPC",0.677966101694915,4,0.503267973856209,4,0.27027027027027,9
"108",1.43013618347542e-110,1.28408491841804,0.952,0.703,3.78771568193465e-106,"grouped_pr","SLC34A2",0.678768745067088,10,0.381338742393509,6,0.354555433589462,11
"109",1.47343310724657e-110,-2.67507857223005,0.481,0.826,3.90238758454255e-106,"grouped_pr","MUC20",0.523035230352303,10,0.457831325301205,5,0.462833099579243,11
"110",1.82286947059668e-110,1.86842429225884,0.589,0.163,4.8278697928753e-106,"grouped_pr","KIAA1683",0.385714285714286,8,0.39344262295082,5,0.413698630136986,10
"111",3.93284844270021e-109,3.19754231749144,0.236,0.015,1.04161491004915e-104,"grouped_pr","AFF3",0.444444444444444,5,0.557377049180328,4,0.321428571428571,6
"112",9.80567548709747e-109,-2.82144830970067,0.023,0.59,2.59703315275777e-104,"grouped_pr","INPP4B",0.559023066485753,10,0.75,3,0.465909090909091,8
"113",1.96444166982714e-108,1.86233390323023,0.569,0.156,5.20282376253717e-104,"grouped_pr","FAM46B",0.712538226299694,8,0.525423728813559,5,0.361290322580645,9
"114",2.59308401066733e-108,2.45251703962,0.208,0.009,6.86778300225242e-104,"grouped_pr","KHDRBS2",0.4,4,0.611111111111111,5,0.652173913043478,4
"115",4.85923868769196e-108,2.11259694702168,0.625,0.221,1.28696936643522e-103,"grouped_pr","CEBPA",0.478021978021978,8,0.438271604938272,4,0.627737226277372,10
"116",5.31605627733844e-108,1.43357377470069,0.9,0.579,1.40795750505309e-103,"grouped_pr","ICAM1",0.506213753106877,10,0.394849785407725,6,0.426621160409556,11
"117",9.22268407211315e-108,2.38750538296832,0.272,0.025,2.44262787649917e-103,"grouped_pr","CDH15",0.578947368421053,8,0.482269503546099,4,0.380952380952381,5
"118",2.21862493080658e-107,-1.42641506061179,0.456,0.855,5.87602812924122e-103,"grouped_pr","FAM3C",0.498955067920585,9,0.402542372881356,6,0.426430517711172,10
"119",5.26131239415421e-107,-1.52318403409787,0.205,0.759,1.39345858759174e-102,"grouped_pr","ITGB8",0.55,10,0.367924528301887,6,0.445850914205345,9
"120",1.57531906858031e-106,-2.79235230620217,0.187,0.708,4.17223255313494e-102,"grouped_pr","PLAUR",0.51530612244898,9,0.525773195876289,4,0.428571428571429,9
"121",2.51799968472541e-106,-1.56709398289194,0.199,0.736,6.66892216499524e-102,"grouped_pr","TNFRSF21",0.544668587896254,11,0.388349514563107,4,0.376146788990826,9
"122",7.24621608400422e-106,-3.84151417665013,0.189,0.69,1.91916032984852e-101,"grouped_pr","LCN2",0.64745308310992,9,0.316326530612245,5,0.510077519379845,10
"123",1.00316042471806e-105,2.08157962200422,0.492,0.116,2.65687038486578e-101,"grouped_pr","KCNJ15",0.734042553191489,6,0.623529411764706,5,0.524528301886792,10
"124",1.19680915186527e-105,2.33927067762614,0.417,0.079,3.16974903871516e-101,"grouped_pr","MST1P2",0.419117647058824,7,0.555555555555556,4,0.495412844036697,10
"125",2.92505023125888e-105,-0.881499023638943,0.986,0.992,7.74699553748915e-101,"grouped_pr","B2M",0.472140762463343,11,0.373776908023483,6,0.348292682926829,12
"126",1.64228317589494e-104,-3.69025165054597,0.008,0.554,4.34958699135776e-100,"grouped_pr","CAMK2N1",0.65085910652921,9,0.5,2,0.532567049808429,9
"127",4.47271934908062e-104,-1.52623913807418,0.158,0.723,1.184599719604e-99,"grouped_pr","ITGA2",0.562271062271062,9,0.280487804878049,5,0.40765391014975,10
"128",7.36973422803824e-104,2.00551299404898,0.728,0.32,1.95187411029593e-99,"grouped_pr","TBC1D24",0.613245033112583,11,0.397877984084881,6,0.329113924050633,11
"129",4.85716870950371e-103,-3.08150958416709,0.039,0.596,1.28642113271206e-98,"grouped_pr","SAA1",0.639651707970529,10,0.75,3,0.878186968838527,8
"130",1.95242425262707e-102,-1.53162886067991,0.336,0.804,5.17099563308279e-98,"grouped_pr","PDLIM5",0.498694516971279,11,0.402298850574713,6,0.340314136125654,11
"131",2.1024075391272e-102,0.593611674350329,0.176,0.005,5.56822636737839e-98,"grouped_pr","AMY1A",1,1,0.494505494505495,4,0.6,3
"132",2.35077548870946e-102,2.83067872746862,0.334,0.049,6.22602888184699e-98,"grouped_pr","TMEM130",0.616438356164384,6,0.572254335260116,5,0.675,7
"133",3.15066199206973e-102,2.14113817817121,0.413,0.079,8.34452828599668e-98,"grouped_pr","LRRK2",0.6015625,8,0.406542056074766,4,0.769230769230769,8
"134",3.30751632058196e-102,-0.948930286474922,0.817,0.96,8.75995697506131e-98,"grouped_pr","GPX1",0.47886623570363,11,0.385342789598109,6,0.349635796045786,11
"135",1.22516149581045e-100,1.62234513013686,0.39,0.07,3.24484022165397e-96,"grouped_pr","RIMKLA",0.397058823529412,7,0.50990099009901,5,0.64,7
"136",5.05413036825744e-100,-2.32984921966716,0.143,0.66,1.33858642803298e-95,"grouped_pr","TRIM29",0.560168471720818,9,0.540540540540541,4,0.761780104712042,8
"137",7.42733581015857e-100,-1.47529248906645,0.786,0.947,1.9671298893205e-95,"grouped_pr","CTSB",0.479342956694873,11,0.402948402948403,6,0.354279523293608,11
"138",1.89736869144664e-99,-2.64892998900589,0.046,0.578,5.02518097929642e-95,"grouped_pr","RHOV",0.654320987654321,10,0.708333333333333,3,0.537764350453172,8
"139",4.88161599053445e-99,2.42269322685872,0.382,0.07,1.29289599509305e-94,"grouped_pr","PEG10",0.295774647887324,9,0.722222222222222,5,0.578231292517007,10
"140",5.56259123462971e-99,2.69028912011883,0.191,0.008,1.47325228849168e-94,"grouped_pr","BRDT",0.416666666666667,4,0.494949494949495,4,0.428571428571429,5
"141",8.27720837981892e-99,-0.791204260448517,0.944,0.98,2.19221863939504e-94,"grouped_pr","GSTP1",0.474201474201474,11,0.380368098159509,6,0.352705410821643,12
"142",1.09025404854875e-98,1.46942640927119,0.533,0.14,2.88753784758137e-94,"grouped_pr","TMEM37",0.508196721311475,8,0.423913043478261,5,0.515789473684211,7
"143",3.03835656552667e-98,1.52402025580942,0.876,0.611,8.04708736379739e-94,"grouped_pr","TMEM125",0.716814159292035,11,0.381057268722467,5,0.377503852080123,11
"144",4.19160265749283e-98,1.58836268106236,0.871,0.662,1.11014596383698e-93,"grouped_pr","MYLIP",0.568011958146487,10,0.394678492239468,5,0.367977528089888,11
"145",5.45559012308391e-98,-2.1510509644686,0.199,0.709,1.44491304409877e-93,"grouped_pr","TNFAIP2",0.511218920557914,10,0.757281553398058,4,0.495429616087751,9
"146",9.47439041816683e-98,1.20785282829219,0.89,0.526,2.50929230225148e-93,"grouped_pr","FOLR1",0.743328100470958,10,0.38177874186551,5,0.532394366197183,10
"147",1.58991500058677e-97,2.74954519720464,0.365,0.065,4.21088987905406e-93,"grouped_pr","LRRC36",0.488888888888889,7,0.555555555555556,4,0.692307692307692,8
"148",2.58551374998607e-97,-2.1843990645254,0.421,0.812,6.8477331668381e-93,"grouped_pr","GOLM1",0.55364314400459,11,0.325688073394495,6,0.345454545454545,10
"149",5.08561399212221e-97,0.902598605136415,0.973,0.933,1.34692486581357e-92,"grouped_pr","ZFP36L1",0.492332099418297,11,0.365079365079365,6,0.372372372372372,12
"150",9.15354334361626e-96,-3.78211480789643,0.042,0.56,2.42431595455677e-91,"grouped_pr","UBD",0.576167076167076,8,0.636363636363636,4,0.556603773584906,7
"151",5.87279928149354e-95,-3.66049869069606,0.039,0.55,1.55541088970356e-90,"grouped_pr","CPE",0.705837173579109,8,0.55,3,0.640897755610973,8
"152",7.08008706683179e-95,2.03908486017946,0.506,0.142,1.8751610596504e-90,"grouped_pr","MARC1",0.5,10,0.545801526717557,5,0.414634146341463,10
"153",1.23277697706497e-94,2.36520818188273,0.299,0.041,3.26500982375657e-90,"grouped_pr","FBXL16",0.655913978494624,8,0.387096774193548,3,0.371428571428571,6
"154",1.46298973124932e-94,-2.91022739226646,0.083,0.589,3.87472830321383e-90,"grouped_pr","TFPI2",0.662473794549266,10,0.558139534883721,4,0.516539440203562,6
"155",1.66062735912376e-94,0.98803074227204,0.875,0.528,4.39817156063927e-90,"grouped_pr","HOPX",0.628517823639775,10,0.384105960264901,5,0.499121265377856,12
"156",1.95495856783575e-94,1.90636384672793,0.402,0.081,5.17770776691299e-90,"grouped_pr","MST1L",0.451388888888889,7,0.519230769230769,5,0.560747663551402,7
"157",2.83594809621095e-94,2.72740843413898,0.195,0.011,7.51100853281471e-90,"grouped_pr","PRF1",0.470588235294118,5,0.554455445544555,4,0.375,6
"158",7.95635749202566e-94,-2.21010713299284,0.129,0.637,2.107241281763e-89,"grouped_pr","FHL2",0.54269340974212,9,0.373134328358209,6,0.63716814159292,10
"159",8.83218919879949e-94,-3.44843692887199,0.023,0.535,2.33920530930205e-89,"grouped_pr","GPR87",0.553204729309272,8,0.666666666666667,4,0.326530612244898,8
"160",1.98501227235415e-93,1.63943265721656,0.805,0.458,5.25730500332997e-89,"grouped_pr","TMPRSS2",0.701675977653631,9,0.39568345323741,5,0.377862595419847,10
"161",3.01763296079078e-93,-1.20128052283572,0.469,0.849,7.99220089665439e-89,"grouped_pr","TXNRD1",0.492276004119464,11,0.539094650205761,5,0.323615160349854,11
"162",3.41692444389766e-93,2.05887341245291,0.342,0.057,9.04972438966294e-89,"grouped_pr","JPH1",0.385321100917431,8,0.418079096045198,5,0.5,7
"163",1.28392319770317e-92,1.90747637867285,0.737,0.383,3.40047058911686e-88,"grouped_pr","MAGI3",0.545961002785515,10,0.450261780104712,4,0.364025695931477,11
