"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene"
"TPRG1L",0.601047129956742,0.750370921818703,0.381,0.46,1,0.408163265306122,5,0.658995815899582,10,"TPRG1L"
"ZNF500",0.0129767197168608,0.750004112143678,0.186,0.25,1,0.53125,4,0.749518304431599,8,"ZNF500"
"KLHL15",6.2315367346006e-06,0.749996760810187,0.179,0.11,0.165042250415897,0.521739130434783,5,0.637554585152838,6,"KLHL15"
"TP73-AS1",0.0485262504072742,0.749984887256843,0.237,0.209,1,0.409836065573771,5,0.658986175115207,9,"TP73-AS1"
"CCDC97",3.02977867562604e-05,0.749739260112471,0.32,0.476,0.802436882239556,0.412121212121212,4,0.581395348837209,11,"CCDC97"
"SULT2B1",1.23505965045468e-06,0.749592668959198,0.231,0.148,0.0327105548422922,0.764705882352941,5,0.535714285714286,8,"SULT2B1"
"NUDT9",0.106980316349011,0.749525824896067,0.509,0.678,1,0.561068702290076,6,0.569602272727273,10,"NUDT9"
"MTRNR2L8",5.85436899830794e-20,0.749418161014975,0.423,0.263,1.55052962920186e-15,0.642201834862385,5,0.3327239488117,11,"MTRNR2L8"
"SMC4",2.65747750663241e-15,0.749193573794051,0.744,0.696,7.03832917631595e-11,0.425587467362924,6,0.530753282653766,9,"SMC4"
"SGCE",0.689616379419859,0.749177606192149,0.274,0.294,1,0.638297872340426,6,0.643207855973813,10,"SGCE"
"CTDSP1",0.748325893709629,0.749075387306668,0.433,0.494,1,0.439461883408072,5,0.574074074074074,10,"CTDSP1"
"WDR6",0.505228349592065,0.748969974514687,0.577,0.651,1,0.377104377104377,6,0.638313609467456,10,"WDR6"
"CYLD",0.876448153950428,0.748737112924963,0.429,0.461,1,0.389140271493213,5,0.525052192066806,9,"CYLD"
"DENND3",0.993334648225062,0.748021723378231,0.297,0.329,1,0.437908496732026,4,0.511695906432749,10,"DENND3"
"CHD3",0.41643723700566,0.747917355848378,0.493,0.552,1,0.377952755905512,5,0.678291194420227,10,"CHD3"
"FURIN",1.71958169080977e-05,0.747630294906818,0.336,0.504,0.455431210810967,0.491329479768786,5,0.722328244274809,9,"FURIN"
"DDX19B",0.00190698619178356,0.747556217477273,0.522,0.513,1,0.45724907063197,5,0.571696344892221,10,"DDX19B"
"IDH3B",1.43098107665914e-07,0.747527593231987,0.674,0.684,0.00378995338153174,0.443804034582133,5,0.537649542575651,11,"IDH3B"
"TSGA10",0.146539239721325,0.747360132564502,0.181,0.164,1,0.473118279569892,4,0.588235294117647,9,"TSGA10"
"IVD",4.39539953579539e-13,0.747224073021134,0.544,0.399,1.16412156705541e-08,0.414285714285714,4,0.396385542168675,10,"IVD"
"IFT81",0.411975868702729,0.747136175166545,0.311,0.319,1,0.4375,4,0.626888217522659,10,"IFT81"
"ACAD10",0.0359038834131324,0.746995615854654,0.173,0.223,1,0.561797752808989,5,0.702586206896552,9,"ACAD10"
"SCRIB",4.92413971288726e-07,0.746944988096121,0.25,0.423,0.0130415840295819,0.527131782945736,4,0.654545454545455,9,"SCRIB"
"CLN3",4.41543854009753e-11,0.746763952666867,0.75,0.709,1.16942889734483e-06,0.432642487046632,5,0.61846571622539,10,"CLN3"
"SMIM4",0.363489967215456,0.746465876901163,0.501,0.585,1,0.434108527131783,6,0.559670781893004,10,"SMIM4"
"SNX5",2.65979535374554e-16,0.746286963698152,0.765,0.683,7.04446799439506e-12,0.380710659898477,5,0.492957746478873,11,"SNX5"
"MMS19",0.262977206843792,0.746151872232411,0.447,0.466,1,0.430434782608696,4,0.597523219814242,10,"MMS19"
"MBNL2",0.00215575464401418,0.746137812564759,0.561,0.552,1,0.477508650519031,6,0.719512195121951,11,"MBNL2"
"SMPD1",0.00123351673054229,0.745891307435953,0.239,0.185,1,0.390243902439024,5,0.4453125,10,"SMPD1"
"NAPA",9.82724884533673e-17,0.745862493858804,0.767,0.793,2.60274685668743e-12,0.382278481012658,6,0.511529126213592,10,"NAPA"
"STRIP1",0.295287174847553,0.745691829226813,0.252,0.289,1,0.430769230769231,5,0.580698835274542,10,"STRIP1"
"ACBD3",4.07308222572852e-15,0.745382817266667,0.878,0.897,1.0787558274842e-10,0.380530973451327,6,0.51207729468599,11,"ACBD3"
"LOC100505938",0.00186934035402566,0.74538243482584,0.227,0.328,1,0.384615384615385,4,0.829912023460411,9,"LOC100505938"
"POLR3B",0.21802746318924,0.745240138323946,0.206,0.247,1,0.594339622641509,4,0.614785992217899,11,"POLR3B"
"LRBA",0.0723635852372121,0.745062812263546,0.396,0.491,1,0.490196078431373,6,0.604309500489716,10,"LRBA"
"ARRB1",1.85533814378034e-08,0.744920361927722,0.658,0.547,0.000491386307380222,0.383480825958702,6,0.786279683377309,10,"ARRB1"
"NUDT14",0.385884095391408,0.744374014651521,0.433,0.504,1,0.394618834080717,4,0.50763358778626,10,"NUDT14"
"CLASP1",0.95550819757547,0.74421321122805,0.33,0.359,1,0.488235294117647,5,0.528781793842035,9,"CLASP1"
"BAZ2B",0.000764495952869176,0.744160427149529,0.67,0.693,1,0.455072463768116,5,0.6,11,"BAZ2B"
"AP5S1",0.130701998718002,0.743762587403432,0.229,0.208,1,0.533898305084746,4,0.486111111111111,10,"AP5S1"
"MPP3",0.000163893453628653,0.743494580728236,0.124,0.075,1,0.59375,4,0.406451612903226,9,"MPP3"
"MAP7",0.787439549539438,0.742897371364848,0.485,0.558,1,0.392,6,0.688524590163934,10,"MAP7"
"PAPSS2",8.9491685976811e-07,0.742544001062029,0.419,0.337,0.0237018730309584,0.587962962962963,5,0.615714285714286,10,"PAPSS2"
"ZBED4",2.60723796421817e-07,0.742541674715469,0.214,0.358,0.00690526974823181,0.418181818181818,5,0.799731182795699,10,"ZBED4"
"IRF7",0.00011633213275326,0.742333893771868,0.614,0.622,1,0.439873417721519,6,0.467130703789637,10,"IRF7"
"FAM8A1",0.414955781419149,0.741959359490202,0.266,0.259,1,0.37956204379562,4,0.635687732342007,10,"FAM8A1"
"DHX34",0.037878270088566,0.741736392868204,0.208,0.175,1,0.476635514018692,5,0.429752066115702,9,"DHX34"
"STXBP1",3.84481454671431e-38,0.741554539466459,0.462,0.192,1.01829913269728e-33,0.394957983193277,5,0.280701754385965,11,"STXBP1"
"RTKN2",0.0122374589702323,0.741457002265683,0.227,0.186,1,0.717948717948718,4,0.832041343669251,8,"RTKN2"
"ZNF526",8.39604053742919e-06,0.741252332719517,0.214,0.331,0.222369133633812,0.436363636363636,4,0.706395348837209,9,"ZNF526"
"LOC102606465",0.441006551160626,0.741216538180537,0.169,0.163,1,0.551724137931034,4,0.572271386430678,10,"LOC102606465"
"SLC40A1",4.36575591641316e-14,0.741161736209241,0.66,0.532,1.15627045446203e-09,0.420588235294118,5,0.570524412296564,10,"SLC40A1"
"KBTBD2",0.116429394387953,0.740612387090709,0.567,0.627,1,0.356164383561644,6,0.523041474654378,10,"KBTBD2"
"IFI27L1",0.00159631662724137,0.74044932227145,0.338,0.295,1,0.46551724137931,5,0.411092985318108,10,"IFI27L1"
"POLL",0.000144949501587738,0.74043024030176,0.194,0.295,1,0.37,4,0.553921568627451,11,"POLL"
"GATAD1",0.0725115885837696,0.740257641518979,0.668,0.699,1,0.383720930232558,5,0.648313833448039,11,"GATAD1"
"INTS1",0.476569252428514,0.739531861331432,0.536,0.62,1,0.431159420289855,5,0.69743987587277,10,"INTS1"
"PPIL6",0.0915087630374009,0.739483812468829,0.219,0.205,1,0.336283185840708,4,0.742388758782201,10,"PPIL6"
"RPS6KA3",0.632760441338097,0.738656417552811,0.602,0.71,1,0.448387096774194,5,0.634823848238482,11,"RPS6KA3"
"CYB5A",1.15962472625518e-55,0.738627126122172,0.903,0.895,3.07126608748684e-51,0.356989247311828,6,0.514516129032258,11,"CYB5A"
"ATP6V0A1",0.00617297703564111,0.738462641590411,0.402,0.355,1,0.400966183574879,5,0.435549525101764,9,"ATP6V0A1"
"PTAR1",0.0241782413026516,0.738416930732126,0.293,0.376,1,0.423841059602649,6,0.583120204603581,10,"PTAR1"
"MICA",0.00957249985526297,0.737962391628919,0.398,0.377,1,0.560975609756098,5,0.548469387755102,9,"MICA"
"ZNF674",0.0893638832055973,0.737832042598951,0.097,0.127,1,0.34,4,0.532319391634981,9,"ZNF674"
"WDR24",4.09226072767915e-05,0.737725913444466,0.287,0.417,1,0.459459459459459,5,0.728950403690888,10,"WDR24"
"SAP130",0.51421838597911,0.737669360668201,0.334,0.374,1,0.377906976744186,4,0.642213642213642,10,"SAP130"
"DMRTA1",1.16989923588619e-09,0.737459591163442,0.107,0.04,3.09847812624458e-05,0.454545454545455,4,0.44578313253012,6,"DMRTA1"
"LINC00910",0.52845489202546,0.737396875826391,0.132,0.126,1,0.352941176470588,5,0.675572519083969,7,"LINC00910"
"RPS18P9",0.0617691762710275,0.737362800664427,0.505,0.493,1,0.446153846153846,5,0.383414634146341,11,"RPS18P9"
"PRKCSH",1.33665287005879e-05,0.737275722257158,0.654,0.692,0.35401251263507,0.370919881305638,5,0.580667593880389,11,"PRKCSH"
"WDR47",9.69156038838517e-09,0.737272944354339,0.175,0.09,0.000256680976886381,0.466666666666667,5,0.411764705882353,10,"WDR47"
"CABLES1",0.999171822092814,0.736912150677814,0.396,0.404,1,0.455882352941176,4,0.861740166865316,8,"CABLES1"
"PTPRF",1.45643753685232e-11,0.736830215168857,0.897,0.921,3.85737481635337e-07,0.378787878787879,6,0.5,11,"PTPRF"
"ZER1",0.0186288668913302,0.736780473913224,0.208,0.283,1,0.364485981308411,5,0.65704584040747,11,"ZER1"
"ZNF568",0.011646506250008,0.736768848725756,0.19,0.15,1,0.724489795918367,6,0.581993569131833,9,"ZNF568"
"PIP4K2B",0.395354776254213,0.736705692663472,0.229,0.227,1,0.483050847457627,5,0.546610169491525,10,"PIP4K2B"
"LOC113230",0.612194887048192,0.736548410860662,0.21,0.251,1,0.416666666666667,4,0.848659003831418,10,"LOC113230"
"HDAC7",0.0155777962863234,0.736452201020613,0.317,0.433,1,0.423312883435583,6,0.591111111111111,9,"HDAC7"
"CCDC18",0.000677198480956655,0.736410423732213,0.252,0.197,1,0.415384615384615,5,0.43520782396088,10,"CCDC18"
"ATP11A",4.50076451249503e-18,0.736250335859827,0.821,0.669,1.19202748113431e-13,0.401891252955083,6,0.682961897915169,11,"ATP11A"
"CYP4V2",0.567424960868861,0.736064010663514,0.344,0.377,1,0.451977401129944,6,0.66794380587484,10,"CYP4V2"
"VPS13A",0.927765959521085,0.735416552905575,0.328,0.358,1,0.372781065088757,5,0.543010752688172,10,"VPS13A"
"FAM217B",0.880591963160142,0.735134174195597,0.373,0.408,1,0.484375,4,0.759149940968123,10,"FAM217B"
"PODXL2",0.000321185636299467,0.735025185408928,0.511,0.459,1,0.433460076045627,5,0.762054507337526,7,"PODXL2"
"CDAN1",0.115369289734604,0.734644669306875,0.155,0.134,1,0.4125,6,0.525179856115108,9,"CDAN1"
"FAM3A",1.88180859436291e-08,0.734361682482789,0.691,0.705,0.000498397006217016,0.390449438202247,5,0.628240109140518,11,"FAM3A"
"CLASP2",0.671848116025817,0.734292786053603,0.278,0.287,1,0.328671328671329,6,0.701842546063652,10,"CLASP2"
"SPDYE5",0.665675468201326,0.734070386280283,0.293,0.308,1,0.350993377483444,6,0.55868544600939,10,"SPDYE5"
"LINC00894",1.83255173305056e-05,0.734052870494112,0.047,0.113,0.485351326498441,0.375,4,0.858974358974359,8,"LINC00894"
"RIPK4",0.637329529877508,0.733893491098471,0.338,0.343,1,0.362068965517241,4,0.563814866760168,10,"RIPK4"
"METTL20",0.209019470110485,0.73364036792726,0.115,0.142,1,0.457627118644068,5,0.706081081081081,9,"METTL20"
"SLC38A10",0.602823080635542,0.733094815820571,0.668,0.731,1,0.453488372093023,5,0.608953258722844,10,"SLC38A10"
"MAML2",7.98053267607545e-07,0.73294948584941,0.221,0.357,0.0211364407925858,0.333333333333333,5,0.731443994601889,9,"MAML2"
"PRRG2",0.0121233985817255,0.732874696181716,0.219,0.3,1,0.539823008849557,6,0.561797752808989,9,"PRRG2"
"MIS12",0.257345190182522,0.732768196739419,0.245,0.28,1,0.555555555555556,5,0.549828178694158,11,"MIS12"
"RPS27",1.09647018053504e-40,0.732465787054973,0.983,0.999,2.90400127314705e-36,0.367588932806324,6,0.465060240963855,11,"RPS27"
"IFT88",0.357101197944367,0.732428291787057,0.157,0.182,1,0.592592592592593,4,0.569920844327177,10,"IFT88"
"SCNN1A",5.11900759172007e-11,0.732290807869441,0.827,0.854,1.35576916066706e-06,0.403755868544601,5,0.540845070422535,11,"SCNN1A"
"HOMER1",0.169402506582448,0.731515487250866,0.216,0.196,1,0.504504504504504,4,0.351351351351351,8,"HOMER1"
"ST3GAL1",0.0485466944215781,0.730687869572498,0.35,0.437,1,0.388888888888889,5,0.504950495049505,9,"ST3GAL1"
"USP34",0.485759000535004,0.730600037624906,0.623,0.712,1,0.411214953271028,6,0.523326572008114,10,"USP34"
"ANKRD12",1.900406621568e-11,0.730534891537099,0.827,0.806,5.03322693722286e-07,0.377934272300469,6,0.53405017921147,11,"ANKRD12"
"MLF1",4.81632837640066e-30,0.730216197771924,0.625,0.354,1.27560457048972e-25,0.425465838509317,6,0.611413043478261,10,"MLF1"
"ACSF3",0.371421633127398,0.730065858221708,0.282,0.28,1,0.558620689655172,4,0.529209621993127,9,"ACSF3"
"LYSMD3",0.285406235427533,0.729627875132334,0.359,0.43,1,0.416216216216216,4,0.687569988801792,10,"LYSMD3"
"FBXL18",0.0940802745966171,0.729509029923251,0.427,0.53,1,0.368181818181818,4,0.676950998185118,9,"FBXL18"
"ELF2",0.0237700086340704,0.729433145764296,0.431,0.578,1,0.405405405405405,5,0.593671940049958,10,"ELF2"
"AXL",5.64283382892568e-11,0.729270256233041,0.264,0.144,1.49450453959097e-06,0.588235294117647,4,0.431438127090301,10,"AXL"
"BRF1",0.527480783876086,0.729066061289906,0.338,0.356,1,0.419540229885057,4,0.619756427604871,11,"BRF1"
"ZNF652",6.71507164599176e-13,0.729005834726208,0.79,0.778,1.77848672544092e-08,0.373464373464373,6,0.555693069306931,11,"ZNF652"
"PXMP4",0.181692502643855,0.728894568864207,0.423,0.521,1,0.665137614678899,5,0.651571164510166,9,"PXMP4"
"LINC01504",0.084949069866758,0.728537947202674,0.126,0.165,1,0.523076923076923,4,0.739766081871345,9,"LINC01504"
"ASB16-AS1",0.070803367940928,0.727273837255051,0.227,0.292,1,0.47008547008547,4,0.589108910891089,11,"ASB16-AS1"
"DHX33",0.882839779561524,0.726711259063114,0.266,0.28,1,0.37956204379562,6,0.520618556701031,10,"DHX33"
"AHCYL1",6.62480055335907e-09,0.726676450847668,0.748,0.721,0.000175457842655715,0.381818181818182,5,0.547031354236157,10,"AHCYL1"
"UPF1",0.00255277635678486,0.726451038387838,0.52,0.497,1,0.414179104477612,6,0.591481122942885,10,"UPF1"
"TBC1D17",0.523361038486253,0.726406873640409,0.32,0.333,1,0.460606060606061,5,0.554112554112554,10,"TBC1D17"
"YAE1D1",0.0519200292838843,0.726035857816239,0.447,0.472,1,0.395652173913043,5,0.670408163265306,10,"YAE1D1"
"SNTA1",0.016873947161793,0.725707333503763,0.289,0.252,1,0.516778523489933,5,0.459923664122137,9,"SNTA1"
"NBPF12",0.000842026307296765,0.725656548170003,0.693,0.677,1,0.375350140056022,6,0.577114427860697,11,"NBPF12"
"IGF2R",0.731382138025307,0.725532333115563,0.47,0.51,1,0.43801652892562,6,0.658490566037736,11,"IGF2R"
"ZDHHC16",4.15458110683918e-08,0.725336788012633,0.647,0.615,0.00110034080614636,0.372372372372372,6,0.541829554339328,11,"ZDHHC16"
"SMIM6",0.00331635680862504,0.724879063871278,0.095,0.154,1,0.693877551020408,4,0.719626168224299,8,"SMIM6"
"STK36",0.0939403689779156,0.724723825459678,0.126,0.103,1,0.461538461538462,5,0.474418604651163,11,"STK36"
"HLCS",0.556807549192308,0.724619920583343,0.317,0.321,1,0.404907975460123,4,0.586206896551724,9,"HLCS"
"DIP2C",0.0279841113328888,0.724457142721396,0.214,0.272,1,0.418181818181818,5,0.651327433628319,10,"DIP2C"
"UBOX5",0.268895265826527,0.724226823295812,0.179,0.168,1,0.510869565217391,5,0.673352435530086,8,"UBOX5"
"ZNHIT6",0.435237751561655,0.723676135284415,0.353,0.372,1,0.461538461538462,6,0.536175710594315,10,"ZNHIT6"
"SUPT6H",0.56518789111632,0.72363448766331,0.505,0.564,1,0.419230769230769,5,0.506404782237404,11,"SUPT6H"
"ADHFE1",0.000200360370124261,0.723370106970791,0.13,0.079,1,0.537313432835821,5,0.509090909090909,6,"ADHFE1"
"LZTFL1",0.207548241617536,0.722936406833919,0.202,0.245,1,0.413461538461538,5,0.641176470588235,10,"LZTFL1"
"MGME1",0.0372344591298212,0.722623962270842,0.375,0.35,1,0.50259067357513,5,0.495879120879121,10,"MGME1"
"PIP5K1C",0.805665362778785,0.722617153784139,0.204,0.215,1,0.419047619047619,5,0.672645739910314,9,"PIP5K1C"
"UTP20",0.239448551295456,0.721955974651835,0.318,0.366,1,0.432926829268293,5,0.521681997371879,9,"UTP20"
"GLYR1",0.303974944080824,0.721747939022612,0.652,0.728,1,0.395833333333333,6,0.595505617977528,11,"GLYR1"
"ARHGEF38",0.514484101359682,0.721202896965456,0.357,0.384,1,0.347826086956522,6,0.72396486825596,10,"ARHGEF38"
"C8orf82",0.0781060679033773,0.720958787881301,0.435,0.592,1,0.375,5,0.661788617886179,10,"C8orf82"
"CCDC64B",0.00485965322003221,0.720931746923351,0.629,0.664,1,0.376543209876543,6,0.660144927536232,10,"CCDC64B"
"COX10-AS1",0.109270367942828,0.720441264390173,0.111,0.091,1,0.771929824561403,5,0.544973544973545,9,"COX10-AS1"
"ZNF580",0.137244774464682,0.720246889275432,0.318,0.41,1,0.554878048780488,5,0.43075117370892,10,"ZNF580"
"MTOR",0.21690562076843,0.720136746580157,0.388,0.374,1,0.41,5,0.659383033419023,11,"MTOR"
"KPTN",0.0108481112873143,0.720001974059096,0.115,0.082,1,0.423728813559322,4,0.452941176470588,8,"KPTN"
"TCEAL3",0.0186563375206383,0.719895845929017,0.414,0.397,1,0.408450704225352,4,0.486682808716707,10,"TCEAL3"
"CDIP1",0.00876213316257763,0.719575324542781,0.258,0.212,1,0.488721804511278,4,0.487528344671202,10,"CDIP1"
"SORL1",0.482522026529521,0.71925753962712,0.45,0.467,1,0.512931034482759,5,0.746652935118435,10,"SORL1"
"PDGFA",6.67832304554617e-14,0.718844723006587,0.833,0.764,1.7687538586129e-09,0.403263403263403,6,0.588531821045999,11,"PDGFA"
"SCAF4",0.827303963275245,0.718724649735152,0.441,0.512,1,0.361233480176211,5,0.634054562558796,10,"SCAF4"
"VPS9D1",0.00339275442782137,0.718399861807717,0.233,0.324,1,0.45,4,0.490341753343239,9,"VPS9D1"
"KIF16B",0.748229979405372,0.718370970791728,0.452,0.48,1,0.506437768240343,4,0.685055165496489,9,"KIF16B"
"HOXB-AS3",5.40354300669794e-11,0.718362429147062,0.08,0.218,1.43112836532395e-06,0.829268292682927,4,0.838495575221239,4,"HOXB-AS3"
"FHIT",0.43462716936188,0.71824837849479,0.212,0.249,1,0.36697247706422,5,0.693050193050193,11,"FHIT"
"FBXL12",0.00037093912445834,0.718160263496963,0.307,0.254,1,0.518987341772152,5,0.40530303030303,10,"FBXL12"
"KIAA2026",0.660119865470674,0.718076773705474,0.394,0.416,1,0.394088669950739,5,0.590751445086705,10,"KIAA2026"
"DHCR7",0.000947107913875226,0.717641486507719,0.417,0.369,1,0.525581395348837,5,0.567885117493473,11,"DHCR7"
"LIX1L",2.43290773696986e-07,0.717184226667023,0.146,0.262,0.00644355614136468,0.386666666666667,4,0.821691176470588,9,"LIX1L"
"TNRC6B",6.61107158949306e-14,0.717107534731387,0.858,0.794,1.75094231047724e-09,0.366515837104072,6,0.570909090909091,10,"TNRC6B"
"RNMT",0.165415552797544,0.717008160162318,0.55,0.585,1,0.416961130742049,5,0.636513157894737,11,"RNMT"
"INADL",7.32224282310904e-05,0.716944630604837,0.757,0.744,1,0.392307692307692,6,0.590556274256145,11,"INADL"
"RPL11",5.59029074040644e-55,0.716836535413964,0.969,0.996,1.48058850259664e-50,0.374749498997996,6,0.466408893185114,11,"RPL11"
"USP7",0.0208416088573788,0.716650479609744,0.713,0.756,1,0.405994550408719,6,0.548407643312102,10,"USP7"
"ZMYND15",7.13925129358507e-08,0.716368026910976,0.08,0.183,0.00189083070510601,0.365853658536585,4,0.797368421052632,6,"ZMYND15"
"SASS6",0.0482597601716174,0.716346292952723,0.155,0.128,1,0.5875,5,0.349624060150376,10,"SASS6"
"APP",1.21251265235985e-20,0.715963704210703,0.864,0.838,3.21133975977505e-16,0.375280898876404,5,0.449483352468427,11,"APP"
"ATF3",3.43025497904342e-42,0.715583000914832,0.903,0.856,9.0850303119965e-38,0.391397849462366,6,0.501967397414278,10,"ATF3"
"DBN1",0.379044641072299,0.715568334547192,0.4,0.434,1,0.393203883495146,6,0.65410199556541,9,"DBN1"
"UBQLN4",0.0302257665929927,0.715517313792305,0.336,0.418,1,0.393063583815029,5,0.774193548387097,8,"UBQLN4"
"GOLGA2P10",0.000624320598184177,0.715147876235236,0.144,0.227,1,0.445945945945946,4,0.684322033898305,9,"GOLGA2P10"
"CDK13",0.424709847688663,0.715086775925066,0.608,0.654,1,0.36741214057508,5,0.64580265095729,10,"CDK13"
"HERC5",0.0777025812051564,0.71475517648863,0.198,0.172,1,0.450980392156863,5,0.467787114845938,8,"HERC5"
"ICE2",0.368596978138819,0.714653589686495,0.4,0.418,1,0.456310679611651,5,0.580645161290323,10,"ICE2"
"OTUD3",0.0415333607944794,0.714499536128813,0.241,0.209,1,0.459677419354839,5,0.335632183908046,10,"OTUD3"
"KANSL3",0.484647964253955,0.714278640965325,0.334,0.381,1,0.494186046511628,4,0.5448798988622,9,"KANSL3"
"SUSD4",0.572404299449197,0.713418684107164,0.266,0.279,1,0.532846715328467,4,0.66839378238342,8,"SUSD4"
"DEGS1",5.7156878231457e-08,0.713292171244497,0.699,0.689,0.00151379991996014,0.425,5,0.608240223463687,11,"DEGS1"
"CATSPER2P1",6.54964767618569e-10,0.712823541308228,0.113,0.252,1.73467418703778e-05,0.379310344827586,4,0.786259541984733,9,"CATSPER2P1"
"GANC",0.102427335035035,0.712562772623019,0.386,0.375,1,0.467336683417085,5,0.55198973042362,10,"GANC"
"GATAD2B",0.996373245683411,0.712544439821603,0.437,0.467,1,0.368888888888889,6,0.68486096807415,10,"GATAD2B"
"RAD21",4.61210389878438e-06,0.712392671896435,0.765,0.816,0.122151571759304,0.375634517766497,6,0.512382075471698,11,"RAD21"
"SAFB2",6.9949084057993e-08,0.712204168272141,0.699,0.649,0.00185260149127594,0.377777777777778,6,0.537833827893175,10,"SAFB2"
"USP42",0.481608839474012,0.711740777476978,0.478,0.519,1,0.345528455284553,6,0.649350649350649,10,"USP42"
"DCDC2B",0.0733508506258064,0.711692454496233,0.107,0.086,1,0.436363636363636,4,0.553072625698324,8,"DCDC2B"
"LINC00938",0.0452719007022708,0.711657681557098,0.188,0.159,1,0.515463917525773,5,0.536363636363636,9,"LINC00938"
"POLR3A",0.24214303609025,0.711647375180359,0.21,0.244,1,0.425925925925926,5,0.492094861660079,10,"POLR3A"
"SUZ12",0.00338067661367737,0.711595316021412,0.404,0.546,1,0.461538461538462,4,0.547619047619048,10,"SUZ12"
"LOC646471",0.347824470274556,0.711552523550063,0.099,0.117,1,0.509803921568627,4,0.777777777777778,8,"LOC646471"
"ORAI2",6.15576122128103e-07,0.711115694609669,0.301,0.446,0.0163035335945628,0.432258064516129,6,0.555075593952484,11,"ORAI2"
"ADAT3",0.420644439359622,0.710920987045792,0.157,0.153,1,0.382716049382716,5,0.523659305993691,9,"ADAT3"
"SENP7",0.00347931248575283,0.7108515424803,0.21,0.164,1,0.416666666666667,6,0.561764705882353,9,"SENP7"
"EPB41",1.19919790653312e-06,0.710441373678409,0.493,0.419,0.0317607565545298,0.429133858267717,5,0.580941446613088,10,"EPB41"
"GON4L",0.00609893671165298,0.70979361174358,0.631,0.676,1,0.390769230769231,6,0.567663817663818,11,"GON4L"
"HSDL1",3.17630385840823e-06,0.709740548452593,0.239,0.363,0.0841244076899419,0.463414634146341,5,0.785145888594164,10,"HSDL1"
"ATG4C",0.462494050442418,0.709641906891813,0.239,0.235,1,0.463414634146341,6,0.665983606557377,9,"ATG4C"
"DOK4",0.0518780959497961,0.709637804179402,0.447,0.439,1,0.552173913043478,4,0.756578947368421,10,"DOK4"
"FAM161A",3.20909287053309e-06,0.709492945819722,0.169,0.098,0.0849928246760688,0.471264367816092,4,0.541871921182266,10,"FAM161A"
"URB1",0.000575520079956497,0.708752672873399,0.313,0.446,1,0.360248447204969,5,0.521598272138229,10,"URB1"
"DHRS4",0.00451434885919291,0.7085167416689,0.579,0.692,1,0.436241610738255,4,0.528511821974965,10,"DHRS4"
"AP1G1",0.000123394057115057,0.708378769802204,0.767,0.769,1,0.410126582278481,6,0.556946182728411,11,"AP1G1"
"PHTF1",4.37993214731377e-06,0.708277874803652,0.381,0.291,0.116002502921605,0.556122448979592,5,0.545454545454545,10,"PHTF1"
"RFC1",4.86942822334925e-05,0.708260309268288,0.699,0.643,1,0.394444444444444,6,0.614061331338818,11,"RFC1"
"NPIPA1",5.14560353137539e-09,0.707683078553736,0.326,0.223,0.000136281309528477,0.464285714285714,6,0.511879049676026,10,"NPIPA1"
"LZTR1",0.99523430358641,0.707437001280641,0.227,0.237,1,0.461538461538462,5,0.701219512195122,9,"LZTR1"
"C6orf106",8.69227932155199e-07,0.707311221309276,0.682,0.678,0.0230215017831304,0.393162393162393,6,0.560369318181818,10,"C6orf106"
"AGAP6",0.416464390779406,0.70728848185666,0.146,0.137,1,0.413333333333333,5,0.5,10,"AGAP6"
"PARP1",6.0373817236828e-13,0.707099843462104,0.788,0.806,1.59900054951739e-08,0.376847290640394,5,0.549850746268657,10,"PARP1"
"KLK11",3.05620957767439e-13,0.706997550594147,0.239,0.116,8.09437106647061e-09,0.707317073170732,4,0.785123966942149,8,"KLK11"
"SOCS2",1.90422180434737e-08,0.706995553874832,0.196,0.107,0.000504333144881401,0.475247524752475,4,0.288288288288288,9,"SOCS2"
"TTC37",0.954976404525231,0.706791049898642,0.501,0.568,1,0.449612403100775,4,0.563082133784928,11,"TTC37"
"MRPL45P2",3.79088940635384e-09,0.706554361100053,0.167,0.319,0.000100401705927282,0.441860465116279,4,0.441087613293051,9,"MRPL45P2"
"MEAF6",5.24229007642388e-10,0.706252697073296,0.796,0.824,1.38842052674086e-05,0.368292682926829,6,0.528312901342674,10,"MEAF6"
"SCAPER",0.0332732981876926,0.706232025021326,0.412,0.379,1,0.429245283018868,5,0.543837357052097,10,"SCAPER"
"CBS",0.000937288283880477,0.706191603358501,0.117,0.075,1,0.733333333333333,5,0.458064516129032,8,"CBS"
"RABEP2",0.387122411668049,0.706162872331781,0.324,0.367,1,0.449101796407186,5,0.612057667103539,10,"RABEP2"
"C17orf59",0.314906069715291,0.706006047510671,0.132,0.157,1,0.485294117647059,4,0.602446483180428,10,"C17orf59"
"MARCH9",3.55621293777372e-19,0.705882803128652,0.318,0.149,9.41862996569369e-15,0.518292682926829,5,0.296774193548387,8,"MARCH9"
"PCMTD2",0.245439929064385,0.705340315687646,0.499,0.507,1,0.43579766536965,5,0.634377967711301,10,"PCMTD2"
"NEK9",0.185650850587691,0.705235043299222,0.417,0.499,1,0.483720930232558,5,0.656370656370656,10,"NEK9"
"TRIQK",0.594317669584022,0.704984113522125,0.357,0.376,1,0.369565217391304,4,0.732394366197183,11,"TRIQK"
