"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","gene","sig"
"RFX5",4.13802582407421e-16,0.822787708223203,0.288,0.491,1.09595613950606e-11,0.337837837837838,9,0.375494071146245,5,"RFX5","p_val_adj<0.05"
"SRSF7",1.3696255940389e-27,0.822735750412593,0.728,0.88,3.62745338581203e-23,0.342245989304813,11,0.377483443708609,5,"SRSF7","p_val_adj<0.05"
"ATF7",5.54769921705419e-23,0.822592244689782,0.421,0.656,1.4693081376368e-18,0.356481481481481,11,0.431952662721893,5,"ATF7","p_val_adj<0.05"
"NPIPB15",0.000313699985379317,0.822109056381763,0.328,0.414,1,0.347181008902077,10,0.507042253521127,4,"NPIPB15","NS"
"SMC4",1.2603394808538e-34,0.822102752993144,0.456,0.744,3.33800911504129e-30,0.38034188034188,11,0.425587467362924,6,"SMC4","p_val_adj<0.05"
"APRT",1.47716936568544e-31,0.821765356677621,0.761,0.878,3.91228306501788e-27,0.294117647058824,11,0.384955752212389,6,"APRT","p_val_adj<0.05"
"FBLIM1",8.28189553839862e-06,0.821053919002837,0.242,0.34,0.219346003334487,0.485943775100402,9,0.491428571428571,5,"FBLIM1","NS"
"PMVK",2.10225978680914e-24,0.820990049226989,0.587,0.779,5.56783504536399e-20,0.330016583747927,11,0.401496259351621,6,"PMVK","p_val_adj<0.05"
"OSGIN2",4.94728057648618e-17,0.820047839645977,0.199,0.392,1.31028726068236e-12,0.279411764705882,10,0.51980198019802,6,"OSGIN2","p_val_adj<0.05"
"NBPF25P",1.35196542761744e-05,0.820046371440523,0.128,0.212,0.358068043504478,0.396946564885496,8,0.568807339449541,4,"NBPF25P","NS"
"BCKDK",3.6847027396867e-18,0.820028998083616,0.404,0.614,9.75893520606021e-14,0.356626506024096,11,0.411392405063291,6,"BCKDK","p_val_adj<0.05"
"ZNF626",1.72381404878174e-16,0.819996739823659,0.274,0.487,4.56552150819843e-12,0.516014234875445,7,0.525896414342629,6,"ZNF626","p_val_adj<0.05"
"UBR2",8.09413440833977e-20,0.819924108983182,0.437,0.654,2.14373149804879e-15,0.296213808463252,10,0.412462908011869,6,"UBR2","p_val_adj<0.05"
"ZNF275",3.17147029472922e-10,0.819758947006151,0.13,0.254,8.39963907559035e-06,0.440298507462687,10,0.389312977099237,5,"ZNF275","p_val_adj<0.05"
"PCP2",3.72235403005186e-23,0.819064095135878,0.019,0.15,9.85865464859235e-19,0.65,4,0.558441558441558,4,"PCP2","p_val_adj<0.05"
"NAT10",3.33077383011117e-13,0.81904908782875,0.242,0.412,8.82155448904945e-09,0.321285140562249,9,0.358490566037736,6,"NAT10","p_val_adj<0.05"
"ADPRHL2",8.95411243986292e-15,0.818843532987584,0.407,0.573,2.3714966796977e-10,0.397129186602871,10,0.413559322033898,6,"ADPRHL2","p_val_adj<0.05"
"LOC101929541",1.97135339551414e-12,0.818643292411613,0.056,0.163,5.2211294680192e-08,0.333333333333333,5,0.642857142857143,4,"LOC101929541","p_val_adj<0.05"
"HBEGF",1.49807793879632e-12,0.818437248429429,0.473,0.621,3.96765942090206e-08,0.411522633744856,9,0.509375,5,"HBEGF","p_val_adj<0.05"
"PRMT3",4.10486615571499e-06,0.81819334496937,0.134,0.225,0.108717380134112,0.333333333333333,9,0.543103448275862,5,"PRMT3","NS"
"MID1IP1",0.198072908292551,0.817707628954004,0.278,0.301,1,0.385964912280702,11,0.425806451612903,4,"MID1IP1","NS"
"SDE2",4.45903561172588e-09,0.81760748100759,0.239,0.365,0.00011809755817656,0.314285714285714,9,0.5,5,"SDE2","p_val_adj<0.05"
"ALDH2",4.55087163775263e-33,0.817530589606084,0.695,0.876,1.20529835325878e-28,0.322128851540616,10,0.399113082039911,6,"ALDH2","p_val_adj<0.05"
"PSMB2",1.59648520400041e-38,0.817298678914207,0.731,0.874,4.22829106279509e-34,0.322237017310253,12,0.371111111111111,6,"PSMB2","p_val_adj<0.05"
"NBEAL1",9.79604906799363e-23,0.816893992005454,0.435,0.654,2.59448359565811e-18,0.400447427293065,10,0.427299703264095,5,"NBEAL1","p_val_adj<0.05"
"VPS11",4.14918758593485e-05,0.815876806465415,0.224,0.309,1,0.330434782608696,9,0.49685534591195,5,"VPS11","NS"
"TAZ",3.1786821497881e-15,0.815734133333677,0.206,0.386,8.41873967371378e-11,0.433962264150943,10,0.477386934673367,5,"TAZ","p_val_adj<0.05"
"EBAG9",3.90777815194181e-21,0.815696234235808,0.435,0.676,1.03497504354179e-16,0.337807606263982,11,0.390804597701149,6,"EBAG9","p_val_adj<0.05"
"BAZ1B",1.08215136132647e-33,0.814703121177921,0.7,0.885,2.86607788047314e-29,0.381084840055633,11,0.392543859649123,6,"BAZ1B","p_val_adj<0.05"
"PODXL2",1.47544616818937e-33,0.814071971490671,0.21,0.511,3.90771917644955e-29,0.513888888888889,8,0.433460076045627,5,"PODXL2","p_val_adj<0.05"
"FMNL1",0.00590837900860858,0.813790928020332,0.148,0.196,1,0.296052631578947,10,0.435643564356436,5,"FMNL1","NS"
"FOXJ3",1.52408460020744e-21,0.813618267537387,0.415,0.633,4.03653806364941e-17,0.342723004694836,10,0.429447852760736,5,"FOXJ3","p_val_adj<0.05"
"GADD45B",1.21278251868622e-07,0.813546185734646,0.78,0.812,0.00321205450074046,0.34207240948814,11,0.425837320574163,5,"GADD45B","p_val_adj<0.05"
"UBE2Q2P2",0.000596742592962397,0.813499695991457,0.139,0.202,1,0.412587412587413,9,0.355769230769231,4,"UBE2Q2P2","NS"
"SLC22A17",0.00247672298163263,0.813017608623557,0.083,0.13,1,0.494117647058824,8,0.776119402985075,5,"SLC22A17","NS"
"WDR6",3.74841340724397e-05,0.812785632115697,0.528,0.577,0.992767290908565,0.345018450184502,12,0.377104377104377,6,"WDR6","NS"
"GLI4",2.93646351565605e-06,0.812671414791327,0.112,0.196,0.0777722362121504,0.330434782608696,9,0.425742574257426,4,"GLI4","NS"
"ZCCHC14",7.4980014889191e-08,0.811929561334492,0.278,0.404,0.00198584569434022,0.36140350877193,9,0.548076923076923,6,"ZCCHC14","p_val_adj<0.05"
"RSC1A1",0.00678893633702716,0.811479015182863,0.069,0.109,1,0.394366197183099,9,0.464285714285714,4,"RSC1A1","NS"
"DEGS1",9.1089006840435e-19,0.811172340366283,0.524,0.699,2.41249234616892e-14,0.315985130111524,11,0.425,5,"DEGS1","p_val_adj<0.05"
"PDLIM2",3.80539732472219e-23,0.810902121662586,0.201,0.445,1.00785948145267e-18,0.742718446601942,11,0.458515283842795,5,"PDLIM2","p_val_adj<0.05"
"VSIG10",2.65836530697898e-25,0.809955438204431,0.235,0.491,7.04068051553383e-21,0.365145228215768,8,0.375494071146245,6,"VSIG10","p_val_adj<0.05"
"PDIA5",6.71296143499135e-19,0.80959564416961,0.209,0.423,1.77792783605746e-14,0.404651162790698,9,0.467889908256881,4,"PDIA5","p_val_adj<0.05"
"MBTPS1",8.55369158612199e-18,0.809518766230268,0.462,0.67,2.26544521658441e-13,0.337552742616034,11,0.417391304347826,6,"MBTPS1","p_val_adj<0.05"
"PHF21A",3.08991220277081e-08,0.809493458046889,0.232,0.353,0.00081836324690385,0.327731092436975,10,0.428571428571429,4,"PHF21A","p_val_adj<0.05"
"CDK19",2.27460391822925e-08,0.809128261452253,0.143,0.258,0.000602428847743017,0.557823129251701,8,0.406015037593985,5,"CDK19","p_val_adj<0.05"
"CELSR2",0.000108429558595156,0.808642190513279,0.148,0.223,1,0.427631578947368,9,0.547826086956522,4,"CELSR2","NS"
"FASTKD5",1.99729760929612e-09,0.808481948088057,0.165,0.293,5.28984271822079e-05,0.372781065088757,9,0.397350993377483,5,"FASTKD5","p_val_adj<0.05"
"RPRD1A",0.0756731593401979,0.808440955937676,0.22,0.256,1,0.376106194690265,8,0.393939393939394,6,"RPRD1A","NS"
"DOK1",4.14031242905275e-06,0.807696321707005,0.083,0.159,0.109656174683462,0.458823529411765,7,0.451219512195122,4,"DOK1","NS"
"GANC",2.86388367030625e-13,0.806754713835286,0.215,0.386,7.58499590080611e-09,0.3710407239819,8,0.467336683417085,5,"GANC","p_val_adj<0.05"
"SNORD63",0.105372273363238,0.806629597928703,0.114,0.14,1,0.376068376068376,8,0.305555555555556,6,"SNORD63","NS"
"ARHGEF11",9.31351367361296e-07,0.805737258948714,0.132,0.229,0.0246668409645639,0.367647058823529,9,0.398305084745763,4,"ARHGEF11","p_val_adj<0.05"
"MYL9",1.88376748070092e-23,0.805607399599188,0.22,0.474,4.98915817263639e-19,0.579646017699115,9,0.438524590163934,5,"MYL9","p_val_adj<0.05"
"NUPR1",1.86619221145919e-23,0.804938988174152,0.566,0.788,4.94261007204966e-19,0.478485370051635,11,0.379310344827586,5,"NUPR1","p_val_adj<0.05"
"ALG1",9.70936991080521e-12,0.804783632691478,0.296,0.45,2.57152662087676e-07,0.355263157894737,9,0.474137931034483,4,"ALG1","p_val_adj<0.05"
"CD74",6.52434558752915e-59,0.804783514196776,0.954,0.996,1.72797292885709e-54,0.360204081632653,11,0.364522417153996,6,"CD74","p_val_adj<0.05"
"SLFNL1-AS1",1.66255225783307e-05,0.804666928910443,0.058,0.12,0.440326965487088,0.3,8,0.467741935483871,4,"SLFNL1-AS1","NS"
"ACOT13",5.23214265745387e-27,0.80457278387741,0.592,0.8,1.38573298282666e-22,0.333881578947368,9,0.41504854368932,6,"ACOT13","p_val_adj<0.05"
"MRPL45P2",0.36165938896927,0.804361349919792,0.152,0.167,1,0.333333333333333,10,0.441860465116279,4,"MRPL45P2","NS"
"LOC100129917",0.000433805366328593,0.802883711159429,0.08,0.136,1,0.402439024390244,7,0.642857142857143,4,"LOC100129917","NS"
"GCN1",2.3229899235781e-09,0.802733797758738,0.311,0.458,6.1524388125966e-05,0.313479623824451,9,0.364406779661017,5,"GCN1","p_val_adj<0.05"
"CCDC92",8.83292630882513e-18,0.802263248905954,0.261,0.468,2.33940053289234e-13,0.417910447761194,9,0.423236514522822,5,"CCDC92","p_val_adj<0.05"
"ZNF429",2.74786992401177e-17,0.802255877757438,0.271,0.478,7.27773349374517e-13,0.330935251798561,10,0.455284552845528,6,"ZNF429","p_val_adj<0.05"
"NFATC3",5.22799796083921e-24,0.801746069595579,0.619,0.816,1.38463525992827e-19,0.316037735849057,10,0.369047619047619,6,"NFATC3","p_val_adj<0.05"
"RNF5",4.36345605761332e-20,0.80080952525246,0.575,0.736,1.15566133685889e-15,0.313028764805415,11,0.435356200527704,5,"RNF5","p_val_adj<0.05"
"ZBTB17",2.92532700068306e-15,0.800753667480072,0.172,0.348,7.74772856130909e-11,0.401129943502825,9,0.46927374301676,5,"ZBTB17","p_val_adj<0.05"
"TOX4",1.71440272670374e-29,0.800589399431471,0.622,0.841,4.54059562167486e-25,0.328638497652582,11,0.369515011547344,6,"TOX4","p_val_adj<0.05"
"RYBP",9.22206630863987e-06,0.80019077375281,0.384,0.47,0.244246426184327,0.385786802030457,10,0.380165289256198,5,"RYBP","NS"
"FMR1",1.04688485024235e-21,0.799939201212034,0.307,0.55,2.77267452586686e-17,0.40952380952381,10,0.484098939929329,6,"FMR1","p_val_adj<0.05"
"ZKSCAN5",0.0169553308466167,0.79983725412929,0.099,0.14,1,0.490196078431373,8,0.388888888888889,4,"ZKSCAN5","NS"
"CHCHD7",1.85155456475195e-19,0.799651280132171,0.356,0.579,4.90384226474553e-15,0.352459016393443,11,0.365771812080537,6,"CHCHD7","p_val_adj<0.05"
"PAGR1",3.68166276146609e-26,0.799409475626806,0.457,0.691,9.75088382374294e-22,0.302771855010661,11,0.376404494382022,6,"PAGR1","p_val_adj<0.05"
"EIF3H",3.89420612796988e-20,0.799194943593249,0.687,0.854,1.03138049299282e-15,0.3328611898017,12,0.354545454545455,6,"EIF3H","p_val_adj<0.05"
"SPAG9",1.07249068069162e-09,0.798582980010374,0.616,0.73,2.84049156781175e-05,0.333333333333333,11,0.454787234042553,5,"SPAG9","p_val_adj<0.05"
"PWWP2A",3.90545499512295e-16,0.798431186294136,0.403,0.598,1.03435975545831e-11,0.398550724637681,10,0.405844155844156,5,"PWWP2A","p_val_adj<0.05"
"KIAA0355",7.40405653981077e-16,0.798411810961715,0.279,0.474,1.96096437456888e-11,0.358885017421603,10,0.418032786885246,6,"KIAA0355","p_val_adj<0.05"
"ZNF542P",3.25512232698216e-10,0.798038756519493,0.073,0.179,8.62119148301225e-06,0.56,8,0.467391304347826,4,"ZNF542P","p_val_adj<0.05"
"PPT1",4.4644737682386e-14,0.797820817858561,0.548,0.705,1.18241587751799e-09,0.30550621669627,11,0.391184573002755,5,"PPT1","p_val_adj<0.05"
"CRLS1",4.03205285281217e-24,0.796889249176294,0.581,0.777,1.0678891980673e-19,0.309882747068677,10,0.42,5,"CRLS1","p_val_adj<0.05"
"MMS19",4.0423565111905e-14,0.79670240857238,0.267,0.447,1.0706181219888e-09,0.306569343065693,9,0.430434782608696,4,"MMS19","p_val_adj<0.05"
"SLC16A10",5.28639624942332e-17,0.795841182550471,0.076,0.223,1.40010204665977e-12,0.487179487179487,6,0.478260869565217,4,"SLC16A10","p_val_adj<0.05"
"S100PBP",1.42023414682656e-11,0.79533143791418,0.184,0.334,3.76149013787015e-07,0.333333333333333,12,0.441860465116279,5,"S100PBP","p_val_adj<0.05"
"FAAP20",3.75579553295609e-21,0.795261511010605,0.614,0.777,9.94722446903419e-17,0.329635499207607,11,0.3975,6,"FAAP20","p_val_adj<0.05"
"TTC6",0.0425869104214668,0.794629561552533,0.154,0.19,1,0.487341772151899,9,0.418367346938776,5,"TTC6","NS"
"UST",3.290380231342e-08,0.793990013553736,0.102,0.202,0.000871457204270929,0.352380952380952,8,0.538461538461538,4,"UST","p_val_adj<0.05"
"CEBPD",1.2626771628779e-06,0.793802720639559,0.872,0.887,0.0334420046588213,0.360491071428571,11,0.389496717724289,5,"CEBPD","p_val_adj<0.05"
"PABPC1L",2.95251961379156e-05,0.793762642737442,0.1,0.175,0.781974819712694,0.407766990291262,9,0.566666666666667,4,"PABPC1L","NS"
"CRY2",1.85814402815895e-13,0.793633717713184,0.218,0.388,4.92129445857899e-09,0.446428571428571,10,0.36,5,"CRY2","p_val_adj<0.05"
"ALKBH4",4.71959286912763e-07,0.793001450781097,0.186,0.293,0.0124998417138845,0.476439790575916,10,0.417218543046358,4,"ALKBH4","p_val_adj<0.05"
"BRAP",7.50292330054825e-09,0.791973836170984,0.246,0.384,0.00019871492361502,0.359683794466403,10,0.46969696969697,6,"BRAP","p_val_adj<0.05"
"AIF1L",0.871950396140626,0.79191046145973,0.133,0.128,1,0.510948905109489,9,0.318181818181818,4,"AIF1L","NS"
"MPHOSPH9",1.36399839073082e-14,0.791858034979569,0.109,0.26,3.61254973785057e-10,0.330357142857143,8,0.626865671641791,5,"MPHOSPH9","p_val_adj<0.05"
"IFIT1",1.24874772185743e-05,0.790935791961926,0.302,0.392,0.330730834133941,0.487096774193548,10,0.767326732673267,4,"IFIT1","NS"
"TARBP1",2.90786829311736e-17,0.789539534238771,0.184,0.377,7.70148917432133e-13,0.380952380952381,10,0.463917525773196,5,"TARBP1","p_val_adj<0.05"
"FXYD5",1.95835025319058e-25,0.789473834354205,0.346,0.616,5.18669064557526e-21,0.388732394366197,11,0.429022082018927,6,"FXYD5","p_val_adj<0.05"
"CXCL16",3.01427657439982e-32,0.78940441253391,0.525,0.79,7.98331150729793e-28,0.333951762523191,11,0.390663390663391,6,"CXCL16","p_val_adj<0.05"
"PPDPF",4.84609595766864e-08,0.789348814973784,0.496,0.594,0.00128348851438854,0.357563850687623,10,0.362745098039216,6,"PPDPF","p_val_adj<0.05"
"USP40",5.89251709115772e-12,0.789030223085154,0.518,0.662,1.56063315159312e-07,0.330827067669173,11,0.475073313782991,6,"USP40","p_val_adj<0.05"
"BMP8A",8.61843362855926e-05,0.788750818308281,0.155,0.229,1,0.345911949685535,9,0.330508474576271,5,"BMP8A","NS"
"MEPCE",7.57265913695792e-10,0.788613123276464,0.312,0.445,2.0056187724233e-05,0.309375,9,0.436681222707424,5,"MEPCE","p_val_adj<0.05"
"ARHGAP24",2.49188640185027e-17,0.788405801653734,0.195,0.388,6.59976113530044e-13,0.36,8,0.525,5,"ARHGAP24","p_val_adj<0.05"
"HENMT1",2.96707126772198e-07,0.787418740836914,0.087,0.175,0.00785828825256167,0.49438202247191,7,0.488888888888889,5,"HENMT1","p_val_adj<0.05"
"USP7",2.76516691973377e-20,0.787233357105698,0.481,0.713,7.32354458691489e-16,0.309716599190283,11,0.405994550408719,6,"USP7","p_val_adj<0.05"
"EARS2",1.04174553130174e-05,0.786972776057651,0.142,0.229,0.275906303965265,0.335616438356164,9,0.5,5,"EARS2","NS"
"SERPING1",5.91269823383478e-19,0.786327652155705,0.347,0.571,1.56597812723114e-14,0.632022471910112,10,0.54421768707483,6,"SERPING1","p_val_adj<0.05"
"KDM5B",2.11936028839974e-30,0.786185018155666,0.597,0.814,5.6131257238267e-26,0.313213703099511,12,0.386634844868735,6,"KDM5B","p_val_adj<0.05"
"ZNF181",7.39732108466819e-14,0.786139588147162,0.095,0.237,1.95918048927437e-09,0.448979591836735,9,0.573770491803279,5,"ZNF181","p_val_adj<0.05"
"NCDN",4.04091441679189e-14,0.785495736448836,0.272,0.445,1.07023618328733e-09,0.301075268817204,11,0.471615720524017,5,"NCDN","p_val_adj<0.05"
"ICAM1",2.45701772894596e-43,0.784577455393788,0.603,0.907,6.50741145511339e-39,0.402261712439418,11,0.39186295503212,6,"ICAM1","p_val_adj<0.05"
"VIPR1",0.00128738711482441,0.783697788943649,0.122,0.179,1,0.504,8,0.434782608695652,5,"VIPR1","NS"
"TCOF1",3.93526090882192e-14,0.783527805846259,0.423,0.6,1.04225385170149e-09,0.359447004608295,10,0.398058252427184,5,"TCOF1","p_val_adj<0.05"
"PLLP",5.63767230377708e-28,0.783395518083402,0.288,0.577,1.49313750965536e-23,0.456081081081081,8,0.420875420875421,5,"PLLP","p_val_adj<0.05"
"XKR8",3.1533029842194e-10,0.783172736971002,0.141,0.266,8.35152295370508e-06,0.36551724137931,9,0.591240875912409,5,"XKR8","p_val_adj<0.05"
"BRD7",5.59614736801494e-35,0.782839264146686,0.504,0.771,1.48213963041876e-30,0.374517374517374,10,0.395465994962217,6,"BRD7","p_val_adj<0.05"
"KRT7",2.70243967111275e-48,0.782626161684456,0.721,0.955,7.15741146894211e-44,0.447297297297297,12,0.371951219512195,6,"KRT7","p_val_adj<0.05"
"FAM126A",1.71749944323337e-10,0.781770523111954,0.202,0.34,4.54879727540359e-06,0.681159420289855,9,0.428571428571429,5,"FAM126A","p_val_adj<0.05"
"ZNF567",0.00152560257935139,0.781579860076035,0.125,0.181,1,0.453125,8,0.56989247311828,5,"ZNF567","NS"
"RNU2-2P",8.97065320574382e-09,0.781187970434817,0.074,0.169,0.000237587750154125,0.368421052631579,9,0.425287356321839,5,"RNU2-2P","p_val_adj<0.05"
"EMC1",8.35848136281712e-26,0.780689152724905,0.361,0.627,2.21374378894211e-21,0.350404312668464,11,0.430340557275542,5,"EMC1","p_val_adj<0.05"
"N4BP2L2",0.0195921172650772,0.78059143029538,0.624,0.643,1,0.308892355694228,10,0.471299093655589,6,"N4BP2L2","NS"
"HCP5",1.43596310724836e-13,0.780378193855461,0.241,0.419,3.80314828954727e-09,0.37246963562753,9,0.416666666666667,5,"HCP5","p_val_adj<0.05"
"HNRNPU-AS1",0.000151859595051548,0.779898484498936,0.381,0.452,1,0.317135549872123,10,0.339055793991416,5,"HNRNPU-AS1","NS"
"CCNL1",4.00097784660941e-27,0.778930004385725,0.685,0.849,1.0596589826745e-22,0.314366998577525,10,0.382151029748284,6,"CCNL1","p_val_adj<0.05"
"C1orf131",1.51160522858319e-12,0.778899465887158,0.239,0.414,4.00348644790258e-08,0.302040816326531,10,0.39906103286385,5,"C1orf131","p_val_adj<0.05"
"DBR1",4.30093571028618e-13,0.778631153977193,0.112,0.25,1.13910282286929e-08,0.304347826086957,8,0.48062015503876,4,"DBR1","p_val_adj<0.05"
"IRF1",1.15834334961514e-12,0.778218417183305,0.804,0.858,3.06787236145571e-08,0.330508474576271,11,0.395927601809955,6,"IRF1","p_val_adj<0.05"
"B3GNT9",7.87375569660104e-07,0.776462862402328,0.173,0.274,0.0208536419624478,0.325842696629214,8,0.468085106382979,4,"B3GNT9","p_val_adj<0.05"
"GUSBP4",8.81383958880121e-05,0.776195286057243,0.127,0.196,1,0.523076923076923,7,0.544554455445545,5,"GUSBP4","NS"
"TRAF7",6.92312478666213e-06,0.776115763571834,0.287,0.384,0.183358959974747,0.366101694915254,9,0.535353535353535,6,"TRAF7","NS"
"ACSS1",2.51093432908134e-10,0.775613584453502,0.204,0.348,6.65020957057192e-06,0.438095238095238,9,0.474860335195531,4,"ACSS1","p_val_adj<0.05"
"RNF114",3.93388616396509e-18,0.774837577112131,0.571,0.742,1.04188975052615e-13,0.296928327645051,11,0.416230366492147,6,"RNF114","p_val_adj<0.05"
"C4BPA",1.75436527159665e-52,0.774611502680399,0.365,0.777,4.64643642182373e-48,0.608,7,0.4425,5,"C4BPA","p_val_adj<0.05"
"IKBKB",4.49453798329645e-07,0.773885948808586,0.335,0.45,0.0119037838487606,0.334302325581395,9,0.560344827586207,6,"IKBKB","p_val_adj<0.05"
"ZNF185",1.93765520797392e-18,0.773420218099792,0.125,0.305,5.13187981831892e-14,0.3515625,10,0.439490445859873,5,"ZNF185","p_val_adj<0.05"
"EFR3B",5.57781186140996e-14,0.773409407488946,0.039,0.146,1.47728347149443e-09,0.275,7,0.666666666666667,5,"EFR3B","p_val_adj<0.05"
"C1orf210",7.65850280555681e-27,0.772922173702492,0.369,0.643,2.02835446805172e-22,0.474934036939314,9,0.395770392749245,5,"C1orf210","p_val_adj<0.05"
"PDHX",1.79695762346718e-10,0.772869922559676,0.237,0.381,4.75924226575282e-06,0.337448559670782,9,0.428571428571429,5,"PDHX","p_val_adj<0.05"
"CSAD",3.84522141985905e-10,0.772850733706176,0.307,0.449,1.01840689304967e-05,0.326984126984127,9,0.502164502164502,4,"CSAD","p_val_adj<0.05"
"LRRC47",3.30577324957465e-24,0.772344959162942,0.396,0.65,8.75534045149847e-20,0.380835380835381,9,0.373134328358209,6,"LRRC47","p_val_adj<0.05"
"DAPK3",2.16253183781843e-07,0.772184772060855,0.313,0.421,0.00572746557246212,0.311526479750779,9,0.43778801843318,6,"DAPK3","p_val_adj<0.05"
"ZNF83",0.100738972478016,0.771855572289223,0.324,0.338,1,0.384384384384384,8,0.505747126436782,5,"ZNF83","NS"
"GBP1P1",0.000587430657422107,0.77133210507741,0.055,0.101,1,0.553571428571429,6,0.653846153846154,5,"GBP1P1","NS"
"SULT1A1",1.07362717881223e-21,0.771056798182309,0.35,0.602,2.84350158308419e-17,0.381615598885794,11,0.412903225806452,5,"SULT1A1","p_val_adj<0.05"
"C16orf70",1.47001073281226e-07,0.769895663890804,0.179,0.291,0.00389332342585328,0.385869565217391,9,0.44,4,"C16orf70","p_val_adj<0.05"
"AMMECR1",0.00766463876447972,0.76963200438307,0.186,0.237,1,0.424083769633508,9,0.385245901639344,5,"AMMECR1","NS"
"THSD7A",0.134577987224517,0.768970191837534,0.121,0.144,1,0.701612903225806,7,0.72972972972973,4,"THSD7A","NS"
"SMARCC2",2.98407175302589e-15,0.768879838616799,0.589,0.746,7.90331403788907e-11,0.299173553719008,11,0.388020833333333,6,"SMARCC2","p_val_adj<0.05"
"GALE",4.43827622784729e-20,0.768771321066195,0.389,0.621,1.17547745894536e-15,0.330827067669173,11,0.403125,6,"GALE","p_val_adj<0.05"
"NBPF3",1.75043426397003e-06,0.768467583827987,0.095,0.181,0.0463602514812464,0.387755102040816,7,0.473118279569892,4,"NBPF3","p_val_adj<0.05"
"ZHX1",3.84687553801749e-13,0.76828536273725,0.218,0.39,1.01884498624393e-08,0.299107142857143,10,0.333333333333333,5,"ZHX1","p_val_adj<0.05"
"ZNF593",2.736793127026e-12,0.767669446712183,0.562,0.707,7.24839659692835e-08,0.324090121317158,12,0.403846153846154,6,"ZNF593","p_val_adj<0.05"
"AMOTL2",2.11331499334443e-27,0.767653068867058,0.298,0.573,5.59711475987273e-23,0.356209150326797,9,0.403389830508475,6,"AMOTL2","p_val_adj<0.05"
"SAMD12",1.46102375097128e-13,0.767582029325383,0.336,0.509,3.86952140444743e-09,0.304347826086957,10,0.393129770992366,6,"SAMD12","p_val_adj<0.05"
"SEMA4D",4.18382783419738e-05,0.767460431504706,0.172,0.256,1,0.372881355932203,9,0.484848484848485,4,"SEMA4D","NS"
"SURF6",4.17464887727761e-07,0.76728986049513,0.284,0.412,0.0110565575514698,0.315068493150685,9,0.433962264150943,5,"SURF6","p_val_adj<0.05"
"DCAF11",9.68253293813339e-14,0.767162455668482,0.485,0.649,2.56441884866463e-09,0.335341365461847,10,0.440119760479042,5,"DCAF11","p_val_adj<0.05"
"ZNF740",0.000200885020835903,0.766932421642856,0.152,0.223,1,0.314102564102564,8,0.504347826086956,5,"ZNF740","NS"
"INPP5B",7.77372648379005e-19,0.766704156016091,0.278,0.491,2.0588714592318e-14,0.371929824561403,10,0.454545454545455,5,"INPP5B","p_val_adj<0.05"
"GALNT12",5.95808154844552e-08,0.766580678396426,0.213,0.34,0.0015779978981058,0.374429223744292,8,0.377142857142857,5,"GALNT12","p_val_adj<0.05"
"DFNB59",4.48726104358293e-06,0.766191311875402,0.084,0.159,0.118845108739294,0.395348837209302,8,0.378048780487805,5,"DFNB59","NS"
"ZSCAN30",6.64285202015592e-05,0.765650629730081,0.094,0.163,1,0.34020618556701,6,0.535714285714286,4,"ZSCAN30","NS"
"PDCD4",7.08675700530797e-09,0.765394713599827,0.433,0.571,0.000187692759285582,0.541573033707865,12,0.513605442176871,6,"PDCD4","p_val_adj<0.05"
"CAT",6.00994522232945e-09,0.76503606046426,0.474,0.575,0.000159173399213396,0.357289527720739,10,0.385135135135135,5,"CAT","p_val_adj<0.05"
"URB2",0.000271046224568286,0.76489543142592,0.078,0.136,1,0.2625,8,0.442857142857143,4,"URB2","NS"
"ZNF747",2.26831449511685e-12,0.764050223454756,0.158,0.315,6.00763094031699e-08,0.314814814814815,9,0.518518518518518,4,"ZNF747","p_val_adj<0.05"
"MACROD1",1.10204043782317e-21,0.763868812776891,0.313,0.553,2.91875409957467e-17,0.342679127725857,10,0.396491228070175,6,"MACROD1","p_val_adj<0.05"
"SETDB1",1.05579461849952e-09,0.76381455414266,0.281,0.427,2.79627204709599e-05,0.418685121107266,9,0.340909090909091,6,"SETDB1","p_val_adj<0.05"
"SNX5",6.84237475304199e-29,0.76266947238986,0.514,0.765,1.81220295334317e-24,0.333333333333333,12,0.380710659898477,5,"SNX5","p_val_adj<0.05"
"LRP1",0.000455718580892447,0.762530691084112,0.229,0.311,1,0.565957446808511,9,0.5125,5,"LRP1","NS"
"SERPINI1",0.000384804162311693,0.762505416657063,0.073,0.126,1,0.6,9,0.646153846153846,5,"SERPINI1","NS"
"PNKD",8.044368465892e-21,0.761086722550213,0.806,0.858,2.1305509881915e-16,0.314009661835749,10,0.414027149321267,6,"PNKD","p_val_adj<0.05"
"CYB5B",9.29150851068945e-18,0.760961441950516,0.437,0.641,2.4608560290561e-13,0.307349665924276,11,0.396969696969697,6,"CYB5B","p_val_adj<0.05"
"GOLGA5",4.90631816968061e-24,0.760894825426762,0.366,0.608,1.29943836723991e-19,0.398936170212766,11,0.456869009584665,5,"GOLGA5","p_val_adj<0.05"
"ZNF518A",6.15708763630112e-08,0.760454942850206,0.265,0.388,0.00163070466047435,0.400735294117647,9,0.465,6,"ZNF518A","p_val_adj<0.05"
