"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene","sig"
"RPS5",2.82092285428293e-05,-0.722470412758211,0.964,1,0.747121417956834,"RPS5","NS"
"WWC2",2.86607282159503e-05,0.692626827810648,0.742,0.154,0.759079386799443,"WWC2","NS"
"CLP1",2.87029154368668e-05,-0.452981088568065,0.175,0.615,0.760196715345416,"CLP1","NS"
"RAP2A",2.93573477031077e-05,-0.279133843474457,0.16,0.615,0.777529353916808,"RAP2A","NS"
"TCEB3",2.97114222926043e-05,1.03709666812145,0.784,0.308,0.786907019419624,"TCEB3","NS"
"STT3A",2.99804982621789e-05,-0.579120200803646,0.423,0.923,0.794033496473808,"STT3A","NS"
"SOD3",3.03078766812251e-05,0.929431865854513,0.727,0.077,0.802704113902247,"SOD3","NS"
"FBLN5",3.09951337283012e-05,1.1154373659082,0.794,0.154,0.820906116794056,"FBLN5","NS"
"TMEM168",3.13413683922776e-05,-0.335998608864014,0.273,0.769,0.830076141869473,"TMEM168","NS"
"RPS11",3.13450514979422e-05,-0.726027827088893,0.995,1,0.830173688922998,"RPS11","NS"
"XPNPEP1",3.15692044225778e-05,-0.312678079179576,0.134,0.538,0.836110379131972,"XPNPEP1","NS"
"ICAM4",3.17891862005387e-05,1.08186416222508,0.778,0.231,0.841936596521268,"ICAM4","NS"
"MTHFR",3.25903056422532e-05,0.774206168590159,0.747,0.154,0.863154244935076,"MTHFR","NS"
"RHBDF1",3.3076371865078e-05,-0.281528984488606,0.17,0.615,0.876027708846591,"RHBDF1","NS"
"DDAH1",3.33042585268751e-05,0.673801907802822,0.763,0.154,0.882063287084288,"DDAH1","NS"
"PLTP",3.33473973978288e-05,-0.964654220233824,0.191,0.615,0.883205820081497,"PLTP","NS"
"FAM107B",3.34214477332252e-05,0.553741715586759,0.701,0.077,0.885167043214468,"FAM107B","NS"
"HDLBP",3.54522590607837e-05,0.915257481406967,0.948,0.769,0.938953081224858,"HDLBP","NS"
"ETHE1",3.59034384198767e-05,-0.466459508072913,0.284,0.769,0.950902566550435,"ETHE1","NS"
"GABRP",3.60364103655464e-05,-0.532754224215135,0.021,0.231,0.954424328531497,"GABRP","NS"
"C8orf4",3.60364103655464e-05,-1.32995137731071,0.021,0.231,0.954424328531497,"C8orf4","NS"
"PTBP1",3.67016205780778e-05,-0.534402145062386,0.768,1,0.97204242101039,"PTBP1","NS"
"ZNF250",3.71679664174946e-05,-0.522933353042822,0.129,0.538,0.984393590567345,"ZNF250","NS"
"MAFB",3.75192197059894e-05,-1.2459132000692,0.175,0.615,0.993696533913128,"MAFB","NS"
"VSIG2",3.79313882388344e-05,1.08937185122445,0.665,0,1,"VSIG2","NS"
"MFSD4",3.79313882388344e-05,0.716966412289353,0.665,0,1,"MFSD4","NS"
"TMED10",3.80186682088219e-05,-0.827119311723441,0.83,1,1,"TMED10","NS"
"BAK1",3.80577917220753e-05,-0.305073137515372,0.253,0.769,1,"BAK1","NS"
"SAE1",3.81010868826665e-05,-0.413317042066377,0.376,0.846,1,"SAE1","NS"
"GINS3",3.86229315756066e-05,-0.309616753752886,0.041,0.308,1,"GINS3","NS"
"RMDN1",3.91920982799838e-05,-0.448684460412305,0.392,0.846,1,"RMDN1","NS"
"BICD2",3.94133983362416e-05,-0.31151831019173,0.206,0.692,1,"BICD2","NS"
"TDP1",3.94889503584449e-05,-0.279578384432329,0.124,0.538,1,"TDP1","NS"
"PRCP",3.9602301887434e-05,-0.438365722404321,0.222,0.692,1,"PRCP","NS"
"MIA3",4.02321493962836e-05,0.927283694356172,0.912,0.615,1,"MIA3","NS"
"MEST",4.02658586863724e-05,-0.489154282137619,0.242,0.692,1,"MEST","NS"
"PLEKHF2",4.03154050021658e-05,-0.490035596704128,0.211,0.692,1,"PLEKHF2","NS"
"HBEGF",4.03498075023751e-05,1.57818431970192,0.845,0.308,1,"HBEGF","NS"
"POMP",4.06338424236596e-05,-0.485635522801629,0.711,1,1,"POMP","NS"
"CCDC109B",4.06493886578007e-05,-0.622473340102731,0.041,0.308,1,"CCDC109B","NS"
"HNRNPC",4.09956273525368e-05,-0.652745327898362,0.933,1,1,"HNRNPC","NS"
"PCCA",4.09962673195092e-05,-0.445484612341798,0.186,0.615,1,"PCCA","NS"
"JUN",4.10842340092269e-05,1.17434349911167,0.995,0.846,1,"JUN","NS"
"C7orf25",4.2277362639753e-05,-0.412022663858373,0.18,0.615,1,"C7orf25","NS"
"EI24",4.26904845531043e-05,-0.905488280737896,0.68,0.923,1,"EI24","NS"
"PTPRK",4.31377678237822e-05,-0.666055547042272,0.433,0.846,1,"PTPRK","NS"
"APOL2",4.36972547851339e-05,-1.09828574451942,0.758,1,1,"APOL2","NS"
"PFN2",4.37926048524124e-05,-1.20569539442833,0.613,0.923,1,"PFN2","NS"
"GSTM3",4.38360175800005e-05,1.64168886617932,0.835,0.462,1,"GSTM3","NS"
"PRDX5",4.45969412867795e-05,1.07510752053871,0.959,1,1,"PRDX5","NS"
"RAB25",4.51826715079493e-05,1.71716916000228,0.861,0.462,1,"RAB25","NS"
"C1orf198",4.54892274819518e-05,0.962360518564437,0.861,0.385,1,"C1orf198","NS"
"TMEM91",4.66564019231327e-05,-0.257098483652928,0.134,0.538,1,"TMEM91","NS"
"TCEA3",4.70840426912786e-05,0.786004693815115,0.789,0.231,1,"TCEA3","NS"
"IPO4",4.73446674284443e-05,-0.535074368304856,0.186,0.615,1,"IPO4","NS"
"LEMD2",4.79727515672308e-05,-0.294209035756386,0.242,0.769,1,"LEMD2","NS"
"CARD6",4.80820064451068e-05,-0.43983741511924,0.098,0.462,1,"CARD6","NS"
"SPTBN1",4.83775162313545e-05,1.11779659174831,0.948,0.923,1,"SPTBN1","NS"
"TP53I11",5.01287223837654e-05,1.20188319592088,0.918,0.769,1,"TP53I11","NS"
"ALDH18A1",5.05374518547997e-05,-0.252315470578716,0.206,0.692,1,"ALDH18A1","NS"
"PLXNA2",5.09216218714123e-05,1.03846385063558,0.84,0.308,1,"PLXNA2","NS"
"FAM111B",5.23878332804836e-05,-0.502935339120093,0.041,0.308,1,"FAM111B","NS"
"IL15RA",5.68350007739185e-05,-0.302204337419511,0.129,0.538,1,"IL15RA","NS"
"C4BPB",5.69274286358972e-05,1.09872754630619,0.778,0.231,1,"C4BPB","NS"
"C1R",5.76955371319679e-05,-2.10950756089556,0.629,0.846,1,"C1R","NS"
"MLLT11",5.79290491620964e-05,-0.328294140313686,0.041,0.308,1,"MLLT11","NS"
"ZDHHC13",5.81664419461394e-05,-0.254070216567099,0.175,0.615,1,"ZDHHC13","NS"
"ATPIF1",5.87402759253946e-05,0.925099436734408,0.954,0.923,1,"ATPIF1","NS"
"POLR1D",5.88408266573252e-05,-0.42609335229528,0.438,0.846,1,"POLR1D","NS"
"CREB3L1",5.91433163993927e-05,0.523142735667326,0.675,0.077,1,"CREB3L1","NS"
"VKORC1L1",5.97576383826378e-05,0.830367176321683,0.871,0.385,1,"VKORC1L1","NS"
"RPS27",6.0611726257287e-05,0.817902970899095,0.995,1,1,"RPS27","NS"
"TXNDC17",6.15255661982614e-05,-0.486485816375501,0.691,1,1,"TXNDC17","NS"
"RPLP0",6.3107916740648e-05,-0.553148394918288,0.974,1,1,"RPLP0","NS"
"PARP14",6.3743364213129e-05,1.04456061271701,0.974,0.923,1,"PARP14","NS"
"FAM184A",6.39971351795802e-05,0.75017318786851,0.763,0.231,1,"FAM184A","NS"
"RPL4",6.43826670425596e-05,-0.648469724172996,0.964,1,1,"RPL4","NS"
"PAK1IP1",6.54973393976446e-05,-0.574676739305723,0.443,0.846,1,"PAK1IP1","NS"
"PABPC1",6.5712468214155e-05,-0.594486012155423,0.979,1,1,"PABPC1","NS"
"TFIP11",6.70262793685295e-05,-0.498744152413362,0.309,0.846,1,"TFIP11","NS"
"MTHFD1",6.73103654346051e-05,-0.487441634352264,0.345,0.846,1,"MTHFD1","NS"
"PPP2R1A",6.74436916969542e-05,-0.771382637565803,0.706,0.923,1,"PPP2R1A","NS"
"EIF2S2",6.82774782220784e-05,-0.420986498540577,0.933,1,1,"EIF2S2","NS"
"UTRN",6.87247894803432e-05,0.657481659398468,0.758,0.308,1,"UTRN","NS"
"MTDH",6.87320252037883e-05,-0.665282457099909,0.912,0.923,1,"MTDH","NS"
"NETO2",6.90184709308596e-05,-0.536110392541707,0.304,0.769,1,"NETO2","NS"
"TCEB1",6.92539350035836e-05,-0.606880697638629,0.84,1,1,"TCEB1","NS"
"IMPAD1",6.93246143624682e-05,-0.82776889983843,0.232,0.615,1,"IMPAD1","NS"
"CUL4A",6.93250733548214e-05,-0.5516887271521,0.361,0.769,1,"CUL4A","NS"
"ACTG1",6.97949516658574e-05,-1.33473145168768,0.969,1,1,"ACTG1","NS"
"PCNA",7.0948255367094e-05,-0.652129341215755,0.619,1,1,"PCNA","NS"
"BAX",7.121915737308e-05,-0.375626369218611,0.51,0.923,1,"BAX","NS"
"IPO5",7.13570336199161e-05,-0.262858333258916,0.335,0.846,1,"IPO5","NS"
"C19orf48",7.32956772674953e-05,-0.924407235652019,0.412,0.769,1,"C19orf48","NS"
"MYLIP",7.36681537097615e-05,1.1138033838084,0.933,0.538,1,"MYLIP","NS"
"SYT8",7.39047421565534e-05,-0.622307743868467,0.098,0.462,1,"SYT8","NS"
"VRK2",7.45731211850822e-05,-0.376062920788335,0.232,0.692,1,"VRK2","NS"
"USB1",7.46073639591545e-05,-0.519929182470302,0.474,0.923,1,"USB1","NS"
"ADGRD1",7.62352406949867e-05,0.43217789082245,0.634,0,1,"ADGRD1","NS"
"ERAP2",7.65359201635846e-05,-0.324905882773423,0.263,0.692,1,"ERAP2","NS"
"LOC100996251",7.80743512505198e-05,-0.474889820550152,0.041,0.308,1,"LOC100996251","NS"
"ZNF618",7.85274095589077e-05,-0.517579243167747,0.067,0.385,1,"ZNF618","NS"
"ERO1A",7.89884752174126e-05,-0.662684702219519,0.536,0.923,1,"ERO1A","NS"
"GRWD1",7.9431549429485e-05,-0.398964626902321,0.278,0.769,1,"GRWD1","NS"
"PATL1",7.96494501214814e-05,-0.39103727610281,0.34,0.846,1,"PATL1","NS"
"KCNK15",8.02315592164073e-05,0.871316141279039,0.68,0.077,1,"KCNK15","NS"
"LIN7C",8.02824628256596e-05,-0.73772914812036,0.536,0.846,1,"LIN7C","NS"
"PALLD",8.12379366587214e-05,-0.572962667425248,0.247,0.692,1,"PALLD","NS"
"GRINA",8.18862747005764e-05,-0.635280757706963,0.619,1,1,"GRINA","NS"
"MAP1LC3A",8.36998400198201e-05,0.783522556990227,0.773,0.308,1,"MAP1LC3A","NS"
"STEAP1",8.43046119027148e-05,-0.365170990942639,0.227,0.692,1,"STEAP1","NS"
"TUBGCP5",8.48639963400103e-05,-0.343422923529322,0.232,0.692,1,"TUBGCP5","NS"
"SRPK1",8.51801205851283e-05,-0.352529608036652,0.356,0.923,1,"SRPK1","NS"
"KIAA1683",8.53559396549996e-05,1.14050951040234,0.629,0,1,"KIAA1683","NS"
"GGTLC1",8.53559396549996e-05,0.887109651393649,0.629,0,1,"GGTLC1","NS"
"HACD2",8.59062492575578e-05,-0.468607811068621,0.216,0.615,1,"HACD2","NS"
"PMEPA1",8.61886537243029e-05,-1.5026325802692,0.639,0.846,1,"PMEPA1","NS"
"CIRH1A",8.63270323619752e-05,-0.610012242203679,0.526,0.846,1,"CIRH1A","NS"
"EDF1",8.6946299925791e-05,0.752833044788849,0.964,1,1,"EDF1","NS"
"USP31",8.75260754209025e-05,-0.478423150262639,0.206,0.615,1,"USP31","NS"
"GPAA1",8.89419221556784e-05,-0.513910198285124,0.577,1,1,"GPAA1","NS"
"PLSCR1",8.91048932078254e-05,-0.815651826081154,0.665,1,1,"PLSCR1","NS"
"GSTO1",9.18978557507464e-05,-0.502267964320961,0.464,0.923,1,"GSTO1","NS"
"EXT1",9.31826966043115e-05,-0.340469794736679,0.356,0.846,1,"EXT1","NS"
"QSER1",9.41954572170349e-05,-0.345023338635753,0.216,0.692,1,"QSER1","NS"
"CACNA2D2",9.54785411929869e-05,0.54139625677464,0.624,0,1,"CACNA2D2","NS"
"TAP1",9.58025841077467e-05,-1.40969935157576,0.737,1,1,"TAP1","NS"
"PFN1",9.79424009648591e-05,-0.538797067064083,0.985,1,1,"PFN1","NS"
"COL4A2",9.88751350932742e-05,-0.319091487820584,0.144,0.538,1,"COL4A2","NS"
"LAMB1",9.88751350932742e-05,-0.40630813562582,0.144,0.538,1,"LAMB1","NS"
"XRN2",9.8954582953494e-05,-0.433466893387312,0.686,1,1,"XRN2","NS"
"FZD6",9.93595967370368e-05,-0.416036112152737,0.299,0.769,1,"FZD6","NS"
"ENTPD7",0.000100167907933745,-0.34234854157178,0.108,0.462,1,"ENTPD7","NS"
"SERINC2",0.000100592057033616,-1.07342285858554,0.835,0.923,1,"SERINC2","NS"
"PTGFRN",0.000102177430471566,-1.0735721524311,0.289,0.692,1,"PTGFRN","NS"
"ABCC6",0.000103196655524773,0.747980948707505,0.696,0.154,1,"ABCC6","NS"
"WNT4",0.000104581538941413,-0.574769252010534,0.242,0.692,1,"WNT4","NS"
"SLC35F2",0.000105445397251879,-0.506252132445696,0.361,0.846,1,"SLC35F2","NS"
"DAPK2",0.000106702556834099,0.82575235004156,0.619,0,1,"DAPK2","NS"
"ANTXR1",0.000108423160414915,-0.323418975130814,0.191,0.615,1,"ANTXR1","NS"
"TM9SF2",0.000110851870687979,-1.02064256246398,0.799,1,1,"TM9SF2","NS"
"VDAC1",0.000111369808395237,-0.688634114554842,0.68,0.923,1,"VDAC1","NS"
"YWHAQ",0.000113033892951128,-0.679575025434505,0.871,1,1,"YWHAQ","NS"
"GCNT2",0.000113270993849066,0.64577639068247,0.773,0.154,1,"GCNT2","NS"
"HIAT1",0.000113628949836027,-0.574708356137389,0.263,0.692,1,"HIAT1","NS"
"PUF60",0.000113679565280227,-0.683148212244572,0.732,1,1,"PUF60","NS"
"MTMR9",0.000113951677362292,-0.264522349486258,0.103,0.462,1,"MTMR9","NS"
"GTF3A",0.000114567948014863,-0.563787100094174,0.387,0.846,1,"GTF3A","NS"
"GM2A",0.000114884854956067,-0.995409136504175,0.418,0.769,1,"GM2A","NS"
"ABCD4",0.000115836188542952,-0.327953902745803,0.253,0.769,1,"ABCD4","NS"
"CALM2",0.000116878529116255,0.985482831459535,1,0.923,1,"CALM2","NS"
"PPP1R9A",0.000117575061464695,0.815158399438858,0.655,0.077,1,"PPP1R9A","NS"
"DUSP7",0.000118152469904412,-0.431284167972125,0.175,0.615,1,"DUSP7","NS"
"SNRPB",0.000118662462589269,-0.681607296613555,0.845,1,1,"SNRPB","NS"
"ZFHX4",0.000118751166875448,-0.447170202957796,0.149,0.538,1,"ZFHX4","NS"
"ACTN4",0.000118953169975205,-0.708949426011166,0.933,1,1,"ACTN4","NS"
"EIF1",0.000119183405043304,0.761123270048954,0.995,1,1,"EIF1","NS"
"NUDCD1",0.000119310025228827,-0.346350455371895,0.263,0.692,1,"NUDCD1","NS"
"OSTC",0.000121656491169827,-0.615541248352315,0.613,0.846,1,"OSTC","NS"
"MTCH2",0.00012290706704423,-0.659641177271628,0.588,0.923,1,"MTCH2","NS"
"OCLN",0.000123550382819107,0.643912658499162,0.773,0.231,1,"OCLN","NS"
"NHLRC1",0.000125433181800331,-0.911131736440916,0.196,0.615,1,"NHLRC1","NS"
"MYEOV2",0.000126108500727206,1.05055307822265,0.876,0.615,1,"MYEOV2","NS"
"CDC42SE2",0.000129745116112626,-0.522934266255205,0.505,0.846,1,"CDC42SE2","NS"
"SNX7",0.000131062863044397,-0.253098855811154,0.072,0.385,1,"SNX7","NS"
"COL16A1",0.000133600396193244,-0.412419169422171,0.149,0.538,1,"COL16A1","NS"
"CLDN1",0.00013542961608645,-1.35189335566412,0.397,0.769,1,"CLDN1","NS"
"EFEMP1",0.000136512549113751,-1.02452234431393,0.531,0.846,1,"EFEMP1","NS"
"TXNIP",0.000137970202339711,-1.01481225123128,0.613,0.923,1,"TXNIP","NS"
"FTSJ1",0.000138301746058074,-0.574826769340002,0.34,0.769,1,"FTSJ1","NS"
"RPS25",0.000139107600713962,-0.391903712968966,0.948,1,1,"RPS25","NS"
"TXNL1",0.000139423454320484,-0.724312756174789,0.541,0.923,1,"TXNL1","NS"
"SHB",0.000139878871720726,-0.592496147035663,0.227,0.615,1,"SHB","NS"
"HOMER3",0.000141041986886557,-0.526389636903443,0.242,0.692,1,"HOMER3","NS"
"KRT18",0.000141930349967924,0.978752242559618,0.974,1,1,"KRT18","NS"
"SELT",0.000143430256108141,-0.594282414795497,0.804,1,1,"SELT","NS"
"NR2F2",0.000144364829673447,0.489374826975696,0.675,0.077,1,"NR2F2","NS"
"VARS",0.000144739578682863,-0.499517961891272,0.309,0.769,1,"VARS","NS"
"CDCA4",0.000145121894829548,-0.69899447746874,0.139,0.538,1,"CDCA4","NS"
"TBC1D24",0.0001455778990705,1.04115051310141,0.778,0.231,1,"TBC1D24","NS"
"MARCKSL1",0.000145932329784748,0.925513909578242,0.825,0.308,1,"MARCKSL1","NS"
"TARS",0.00014747232409084,-0.497939515156895,0.557,0.923,1,"TARS","NS"
"USP54",0.000148113281624794,0.608407481952899,0.603,0,1,"USP54","NS"
"COL18A1",0.000149609222767735,-0.371908618328733,0.155,0.538,1,"COL18A1","NS"
"SLC1A5",0.000149674669042254,-0.913600595670538,0.68,0.923,1,"SLC1A5","NS"
"FKBP1A",0.000150153364170777,-0.939680466146002,0.825,0.846,1,"FKBP1A","NS"
"RARRES1",0.000151733957448064,-2.73457803031242,0.026,0.231,1,"RARRES1","NS"
"GOT2",0.000152200892964264,-0.690367010166808,0.536,0.923,1,"GOT2","NS"
"FNDC3B",0.000153089365387683,-0.717059381682728,0.789,1,1,"FNDC3B","NS"
"TPD52",0.00015430359017174,-0.386445607350657,0.299,0.692,1,"TPD52","NS"
"HOXD1",0.000158055179725786,0.856011056724048,0.66,0.077,1,"HOXD1","NS"
"MYLK",0.000158915619660458,-0.325300934876334,0.072,0.385,1,"MYLK","NS"
"CLNS1A",0.000158965407373919,-0.949327417636095,0.649,1,1,"CLNS1A","NS"
"TTYH3",0.000159800739054737,-0.296149308308687,0.402,0.846,1,"TTYH3","NS"
"NUCKS1",0.00016241275151929,-0.586429557275511,0.985,1,1,"NUCKS1","NS"
"SNRPD2",0.000165961052887909,-0.353065704569724,0.861,1,1,"SNRPD2","NS"
"BICC1",0.000166212471619699,-0.264400313870678,0.082,0.385,1,"BICC1","NS"
"IRS2",0.000169167088304707,-0.626792433301467,0.206,0.615,1,"IRS2","NS"
"KIAA0196",0.000170300453877646,-0.279441384483085,0.17,0.615,1,"KIAA0196","NS"
"ECE1",0.000171816537345268,-0.254775581532306,0.227,0.692,1,"ECE1","NS"
"RAB7B",0.000172390945180117,-0.410652558752217,0.082,0.385,1,"RAB7B","NS"
"SET",0.000175223007009167,-0.769256990541054,0.954,1,1,"SET","NS"
"HMGN4",0.000176626353252362,-0.552003095460617,0.34,0.769,1,"HMGN4","NS"
"HTATIP2",0.000179328733474781,-0.603777346189391,0.515,0.923,1,"HTATIP2","NS"
"ZNF814",0.000181213975338929,-0.279339374791137,0.392,0.923,1,"ZNF814","NS"
"DNAJC3",0.00018132372246136,-0.790735003740848,0.809,1,1,"DNAJC3","NS"
"GNG5",0.000181940745939791,0.702816228914991,0.948,0.923,1,"GNG5","NS"
"DNAJB1",0.00018214167394897,0.444699774469162,0.99,1,1,"DNAJB1","NS"
"GBP1",0.000182899705621238,-0.820204604905554,0.469,0.923,1,"GBP1","NS"
"TNFRSF12A",0.000182934251033519,-0.804673285863376,0.789,0.923,1,"TNFRSF12A","NS"
"DHX36",0.000183095426359455,-0.31827771815613,0.541,1,1,"DHX36","NS"
"BTG2",0.000183588714496684,0.815673676145789,0.866,0.462,1,"BTG2","NS"
"CRACR2B",0.000185397311958107,0.749248668487802,0.737,0.154,1,"CRACR2B","NS"
"PTP4A1",0.000185498442179153,-0.724737403134522,0.794,0.923,1,"PTP4A1","NS"
"CD74",0.000189203991374782,1.15355250945297,1,1,1,"CD74","NS"
"TM7SF3",0.000189410957280433,-0.857815995845597,0.515,0.846,1,"TM7SF3","NS"
"PSMA1",0.000190605802600421,-0.873765206699475,0.799,1,1,"PSMA1","NS"
"BCL2L13",0.000191963122369435,-0.449514805316529,0.294,0.769,1,"BCL2L13","NS"
"PRKDC",0.000193059386788082,-0.486973589686336,0.649,1,1,"PRKDC","NS"
"AKAP13",0.000193328402490176,1.06333099449679,0.887,0.615,1,"AKAP13","NS"
"MAT2B",0.000196739201144821,-0.680503775053041,0.603,0.846,1,"MAT2B","NS"
"DEPDC7",0.000198345329113829,-0.420773984407559,0.113,0.462,1,"DEPDC7","NS"
"GPI",0.000200020461839889,-0.596246229051171,0.851,1,1,"GPI","NS"
"HPS6",0.000200606419387131,-0.30270406408698,0.077,0.385,1,"HPS6","NS"
"TEFM",0.000204859905248965,-0.3115121719644,0.155,0.538,1,"TEFM","NS"
"MRPL47",0.000206342544036573,-0.424765535692617,0.577,0.923,1,"MRPL47","NS"
"RPL18",0.000207999558533377,-0.454757893712099,0.995,1,1,"RPL18","NS"
"WDR18",0.000208065905234671,-0.566948380404918,0.325,0.769,1,"WDR18","NS"
"DTX2",0.00020942240028065,-0.556996731999377,0.366,0.846,1,"DTX2","NS"
"RPL23A",0.000218668092702419,-0.524673564296241,0.897,1,1,"RPL23A","NS"
"COPS5",0.000218881436487387,-0.683712980662685,0.515,0.923,1,"COPS5","NS"
"HSPA1A",0.000221841724994577,0.717365857793124,0.67,0.154,1,"HSPA1A","NS"
"IDO1",0.000223129642354619,-0.954213475097944,0.124,0.462,1,"IDO1","NS"
"THUMPD3-AS1",0.000226278524087953,0.99572110581323,0.84,0.615,1,"THUMPD3-AS1","NS"
"WFDC2",0.000228285770880533,0.437463497134225,0.897,0.308,1,"WFDC2","NS"
"PMVK",0.000229128435032966,0.978912787242791,0.856,0.462,1,"PMVK","NS"
"NIPSNAP3A",0.000236800695193419,-0.381390814372355,0.289,0.692,1,"NIPSNAP3A","NS"
"MRPL55",0.000237961787300204,1.00253249067987,0.912,0.769,1,"MRPL55","NS"
"TMEM242",0.000240836088952007,-0.334696874769766,0.242,0.692,1,"TMEM242","NS"
"UBLCP1",0.000241495838991902,-0.328351978504655,0.49,0.923,1,"UBLCP1","NS"
"CARS2",0.000242748741171469,-0.403308853699291,0.392,0.846,1,"CARS2","NS"
"DENR",0.00024577924508775,-0.507300108883411,0.577,0.923,1,"DENR","NS"
"PLEKHA2",0.000246128435664131,-0.358978042571621,0.144,0.538,1,"PLEKHA2","NS"
"IL12RB1",0.000248014331574371,-0.382292035270955,0.052,0.308,1,"IL12RB1","NS"
"CRKL",0.000248943363389287,-0.461887958121998,0.273,0.692,1,"CRKL","NS"
"CFL1",0.000250969321921873,-0.65351000042482,1,1,1,"CFL1","NS"
"TMEM37",0.000251292906791244,0.772419069856098,0.577,0,1,"TMEM37","NS"
"ZNF106",0.000252505056166046,0.800049410362648,0.902,0.538,1,"ZNF106","NS"
"TRIM5",0.000254713189146481,-0.567285482705267,0.5,0.923,1,"TRIM5","NS"
"RPF2",0.000255001057879208,-0.276033801316955,0.371,0.846,1,"RPF2","NS"
"PLRG1",0.000265650578787604,-0.362222836126712,0.309,0.769,1,"PLRG1","NS"
"KIRREL",0.000267386508805224,-0.392697939630037,0.108,0.462,1,"KIRREL","NS"
"TSPO",0.000268984778021916,-0.72048251784359,0.84,1,1,"TSPO","NS"
"ZNF622",0.000269506599488505,-0.445186836754292,0.433,0.923,1,"ZNF622","NS"
"TXN",0.000269586415594685,-0.377359481138505,0.845,1,1,"TXN","NS"
"ITGA5",0.000270184711494197,-0.353004468305882,0.052,0.308,1,"ITGA5","NS"
"MARC1",0.000271415150492516,0.666141641825174,0.737,0.154,1,"MARC1","NS"
"PKMYT1",0.000272084233806316,-0.678852140600097,0.01,0.154,1,"PKMYT1","NS"
"POLR2K",0.000272553573070088,-0.479309879264228,0.711,1,1,"POLR2K","NS"
"UBE2V2",0.000272902040477483,-0.666295120950482,0.464,0.769,1,"UBE2V2","NS"
"PEX2",0.000274453139502658,-0.49580158378562,0.376,0.769,1,"PEX2","NS"
"NKX3-1",0.00027876229395593,-0.411086835255057,0.077,0.385,1,"NKX3-1","NS"
"CTTN",0.000279521485786098,-0.775702296065757,0.912,1,1,"CTTN","NS"
"ALDH3A2",0.000282343370778681,0.869316085240274,0.902,0.538,1,"ALDH3A2","NS"
"NECAB3",0.000284971594230285,0.777216935545672,0.851,0.385,1,"NECAB3","NS"
"ST6GALNAC2",0.000292680846513912,-0.769163930224346,0.253,0.615,1,"ST6GALNAC2","NS"
"AHCY",0.000294618923109778,-0.624884648748053,0.701,1,1,"AHCY","NS"
"EFR3A",0.000298821058429523,-0.394231754906395,0.397,0.846,1,"EFR3A","NS"
"STK24",0.000299121833968215,-0.353807979231716,0.495,0.923,1,"STK24","NS"
"HMGN2",0.000302146709806865,0.692790834611968,0.979,1,1,"HMGN2","NS"
"PANK2",0.000304944664579882,-0.452766338790596,0.402,0.846,1,"PANK2","NS"
"AP3S1",0.000305006537653756,-0.30152810126037,0.222,0.615,1,"AP3S1","NS"
"YIF1B",0.000306619056509186,-0.375892659090045,0.68,1,1,"YIF1B","NS"
"PTN",0.000306947920039965,-0.320375336330849,0.052,0.308,1,"PTN","NS"
"MAPK1IP1L",0.000307169981297937,-0.558699973556354,0.716,1,1,"MAPK1IP1L","NS"
"ERICH2",0.000308576549568927,0.440263099423798,0.567,0,1,"ERICH2","NS"
"CNIH1",0.000311045096399733,-0.606504318738793,0.5,0.846,1,"CNIH1","NS"
"BIRC2",0.000311108012764065,-0.302088316688936,0.206,0.615,1,"BIRC2","NS"
"SYNCRIP",0.000312629428157395,-0.636375856376814,0.784,1,1,"SYNCRIP","NS"
"CD63",0.000316162298451011,1.00937062382837,0.954,0.923,1,"CD63","NS"
"PGK1",0.000318446931690199,-0.740031789689871,0.814,0.923,1,"PGK1","NS"
"BID",0.000319911785157505,-0.554920806122448,0.418,0.769,1,"BID","NS"
"LIMA1",0.000324138657019762,-0.804870791088582,0.448,0.769,1,"LIMA1","NS"
"GPR160",0.00032421256141664,0.410411096789841,0.696,0.154,1,"GPR160","NS"
"JUND",0.000324919793152681,0.525973491065726,0.969,0.615,1,"JUND","NS"
"SYDE2",0.000332268286805358,0.53678939247997,0.675,0.154,1,"SYDE2","NS"
"C7orf49",0.00033257006734797,-0.432099808876348,0.268,0.692,1,"C7orf49","NS"
"PRDX4",0.00033324521569131,-0.652255763256838,0.479,0.769,1,"PRDX4","NS"
"GSAP",0.000334402617580309,0.372829563463875,0.629,0.077,1,"GSAP","NS"
"POMC",0.000334796350231682,0.326196544493335,0.624,0.077,1,"POMC","NS"
"GUF1",0.000344396842263612,-0.296850446317234,0.222,0.615,1,"GUF1","NS"
"ABCE1",0.000345039109657237,-0.368603328334121,0.335,0.769,1,"ABCE1","NS"
"DR1",0.00034547849367361,-0.313671121429552,0.309,0.769,1,"DR1","NS"
"AGR2",0.000346087170631964,0.937284579672316,0.789,0.231,1,"AGR2","NS"
"ERBB3",0.000347121652676885,0.79810796634985,0.778,0.308,1,"ERBB3","NS"
"APP",0.000351227673995097,-0.983014748992963,0.825,0.923,1,"APP","NS"
"AGPS",0.000355871714592796,-0.277210806618438,0.371,0.846,1,"AGPS","NS"
"CNN2",0.00036532309059857,-0.733685743341806,0.825,1,1,"CNN2","NS"
"CD14",0.000365932140027027,-1.06602684258396,0.093,0.385,1,"CD14","NS"
"UQCRFS1",0.000367199088410467,-0.612388366266039,0.758,1,1,"UQCRFS1","NS"
"BTBD10",0.000368390925707763,-0.376514226575516,0.242,0.692,1,"BTBD10","NS"
