"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts"
"MCF2L",0.140655276912518,-0.531225880451063,0.095,0.117,1,0.336734693877551,8,0.333333333333333,4
"LOC728323",0.141221723780938,-0.330956127530345,0.121,0.144,1,0.459677419354839,9,0.405405405405405,6
"NREP",0.141584994816082,0.255986786623067,0.299,0.334,1,0.612377850162866,9,0.465116279069767,5
"PSMD12",0.142934791434904,0.485792903581149,0.556,0.563,1,0.322241681260946,12,0.393103448275862,5
"ZBTB7A",0.143108796741662,0.258253347860848,0.576,0.548,1,0.334459459459459,10,0.411347517730496,5
"TMEM30B",0.143314016304027,0.314266119906881,0.481,0.452,1,0.388663967611336,10,0.424892703862661,5
"RACGAP1",0.143896314011928,-0.273574051078675,0.095,0.12,1,0.448979591836735,10,0.451612903225806,4
"VPS36",0.144688771058037,-0.292747068603724,0.424,0.379,1,0.328735632183908,8,0.574358974358974,5
"PLCG1-AS1",0.144824635981816,-0.536438670259642,0.167,0.192,1,0.447674418604651,8,0.474747474747475,3
"MXD3",0.145102702186478,-0.386418373441764,0.332,0.282,1,0.346041055718475,11,0.413793103448276,6
"AGAP4",0.145218539823263,0.833295762836871,0.181,0.151,1,0.381720430107527,9,0.487179487179487,4
"FAM118B",0.145235362704282,0.317936640685532,0.243,0.217,1,0.328,9,0.357142857142857,4
"ABTB1",0.145354061346908,0.266752758956373,0.247,0.217,1,0.307086614173228,9,0.428571428571429,4
"PDCD2L",0.145484163350128,-0.267520642059263,0.211,0.241,1,0.28110599078341,10,0.5,5
"ZSCAN29",0.146128624409631,0.291824551336419,0.162,0.134,1,0.391566265060241,10,0.463768115942029,4
"BMS1P20",0.146515025670536,0.288430995736236,0.343,0.315,1,0.357954545454545,11,0.401234567901235,5
"OPN3",0.147608105325952,0.705273157742966,0.264,0.245,1,0.509225092250922,9,0.555555555555556,5
"DCAF4",0.148022927901657,-0.375124776285438,0.11,0.134,1,0.433628318584071,7,0.405797101449275,5
"EPM2AIP1",0.149286901500096,-0.25041637558283,0.413,0.454,1,0.382075471698113,10,0.41025641025641,6
"CNN3",0.149325323178346,0.283679688405525,0.793,0.821,1,0.35995085995086,11,0.40661938534279,6
"ERRFI1",0.149505369983404,0.513095055696191,0.694,0.753,1,0.417952314165498,11,0.425257731958763,6
"LMNB2",0.149530913083126,0.647265510104198,0.203,0.179,1,0.288461538461538,9,0.369565217391304,5
"PARP16",0.149611117199278,0.590311768360127,0.173,0.148,1,0.443820224719101,8,0.513157894736842,4
"SEPT8",0.149698891723046,0.381669233195661,0.168,0.138,1,0.317919075144509,10,0.408450704225352,6
"CMYA5",0.150298860613896,-0.393468252423047,0.123,0.095,1,0.380952380952381,9,0.510204081632653,3
"PDLIM1",0.150695305671598,0.417664151792343,0.688,0.746,1,0.396039603960396,12,0.372395833333333,6
"KIAA1324",0.152786147153862,-0.431116642872389,0.279,0.305,1,0.418118466898955,11,0.707006369426752,4
"SPICE1",0.153156822862914,-0.74129141803951,0.198,0.159,1,0.443349753694581,9,0.353658536585366,5
"RNF43",0.154743562564811,0.270088036315899,0.282,0.249,1,0.517241379310345,7,0.3984375,5
"ZNF462",0.155671193032209,-0.475634016632878,0.346,0.363,1,0.385915492957746,10,0.401069518716578,5
"ABCA11P",0.155677713033512,0.748110256088855,0.149,0.124,1,0.30718954248366,10,0.34375,5
"TTC21B",0.155866415860901,0.340986130665415,0.223,0.194,1,0.532751091703057,8,0.43,5
"SART3",0.156363696847962,-0.280230599207088,0.292,0.32,1,0.396666666666667,11,0.527272727272727,5
"FAM184B",0.157045653677014,-0.324881382916981,0.105,0.128,1,0.351851851851852,10,0.333333333333333,5
"ASB16-AS1",0.157137289414479,-0.41804934644339,0.201,0.227,1,0.37378640776699,10,0.47008547008547,4
"PCBP1-AS1",0.157437800944438,0.298752808885505,0.133,0.109,1,0.364963503649635,7,0.642857142857143,4
"ZNF713",0.15766903226404,-0.265089215924874,0.127,0.099,1,0.5,8,0.372549019607843,5
"ANKAR",0.157761953255845,-0.465774278135468,0.093,0.115,1,0.326315789473684,8,0.423728813559322,5
"RHOBTB1",0.158641108213655,0.271180700491577,0.147,0.12,1,0.450331125827815,10,0.629032258064516,3
"TRAPPC13",0.158646076981156,0.342630465374127,0.217,0.188,1,0.434977578475336,8,0.422680412371134,4
"THAP1",0.158653625717047,0.315479816749719,0.186,0.155,1,0.335078534031414,10,0.4,4
"RDH14",0.159144012102606,0.313824609302859,0.367,0.328,1,0.363395225464191,9,0.431952662721893,5
"TMEM68",0.159665120507712,0.257097862533277,0.344,0.309,1,0.492917847025496,9,0.389937106918239,5
"KNTC1",0.160188667238755,-0.668499751063825,0.085,0.105,1,0.402298850574713,8,0.5,4
"ZNF865",0.162541478837402,-0.518524100176026,0.089,0.111,1,0.428571428571429,7,0.403508771929825,4
"CAPN12",0.162575501275052,-0.322168979043977,0.362,0.402,1,0.473118279569892,10,0.444444444444444,5
"ZNF587B",0.162605193043157,-0.739681596477322,0.133,0.157,1,0.328467153284672,9,0.407407407407407,4
"POLA1",0.162674201034107,-0.252966236760872,0.135,0.161,1,0.496402877697842,10,0.481927710843373,4
"CBR3-AS1",0.162767252291486,0.387130329782064,0.437,0.483,1,0.543429844097996,10,0.325301204819277,6
"USPL1",0.163618526587592,-0.288132250323807,0.228,0.26,1,0.47008547008547,8,0.582089552238806,5
"TIMM50",0.164031359973859,0.312961291217817,0.506,0.499,1,0.326923076923077,12,0.404669260700389,6
"TMEM191B",0.164090530937143,0.407939135891252,0.14,0.117,1,0.569444444444444,6,0.366666666666667,5
"OAZ3",0.164094112602049,-0.385971555787204,0.095,0.118,1,0.295918367346939,8,0.655737704918033,5
"METTL18",0.164431879451185,0.399273868283584,0.175,0.15,1,0.394444444444444,9,0.402597402597403,4
"TTC39B",0.165938974425138,0.275557013055464,0.179,0.151,1,0.494565217391304,9,0.346153846153846,4
"UBA2",0.165959990858659,0.34268533167051,0.437,0.417,1,0.360801781737194,10,0.381395348837209,6
"SNORA80B",0.166456427409214,0.414629088525296,0.108,0.085,1,0.585585585585586,7,0.545454545454545,3
"USF1",0.166793922811335,-0.374095297957029,0.161,0.184,1,0.478787878787879,9,0.4,6
"LINC01278",0.167158987986825,0.306846245221658,0.281,0.258,1,0.366782006920415,11,0.368421052631579,5
"FBXO4",0.167194818229042,0.568789700664577,0.32,0.293,1,0.556231003039514,10,0.337748344370861,6
"SHOC2",0.167383576174095,-0.315940815615289,0.349,0.367,1,0.388268156424581,11,0.412698412698413,5
"MILR1",0.168044352402758,0.44903995546004,0.268,0.245,1,0.421818181818182,8,0.436507936507937,5
"RPL13AP6",0.168565900640019,0.581463957140935,0.134,0.107,1,0.318840579710145,8,0.4,5
"GABARAPL1",0.168576856247231,-0.257710265975086,0.364,0.39,1,0.374331550802139,10,0.388059701492537,5
"SLC38A9",0.169013190445721,0.308255665025682,0.123,0.151,1,0.420634920634921,9,0.448717948717949,4
"STK38L",0.169227494331484,0.601759485847196,0.186,0.165,1,0.413612565445026,10,0.505882352941176,6
"NR4A3",0.170894044751287,-0.730385380023095,0.218,0.241,1,0.383928571428571,10,0.5,5
"MIR762HG",0.172099444259203,-0.349567285822931,0.121,0.144,1,0.395161290322581,8,0.472972972972973,5
"ACOX3",0.172832715032644,-0.372728703544602,0.207,0.233,1,0.577464788732394,9,0.475,5
"TIMM10B",0.173734732426892,0.388626017245601,0.381,0.342,1,0.342710997442455,9,0.369318181818182,4
"TJP2",0.176002635801763,-0.253673694847926,0.445,0.478,1,0.328227571115974,10,0.365853658536585,6
"POLR2B",0.176869726071843,-0.370704258779283,0.466,0.499,1,0.394572025052192,12,0.389105058365759,6
"ZNF600",0.177028005554177,-0.341153682017787,0.145,0.173,1,0.335570469798658,9,0.49438202247191,4
"LOC100505716",0.177334296848344,0.719684683701317,0.136,0.113,1,0.371428571428571,8,0.568965517241379,5
"C7orf60",0.177401257916446,-0.694277753231445,0.109,0.13,1,0.366071428571429,9,0.373134328358209,5
"NUMBL",0.177809437977576,-0.572851562258083,0.177,0.198,1,0.401098901098901,9,0.450980392156863,5
"ERV3-1",0.177851802936401,-0.28101955205857,0.36,0.386,1,0.421621621621622,9,0.42713567839196,5
"IFITM3",0.178095523662597,-0.323909581393138,0.957,0.963,1,0.367243133265514,12,0.377016129032258,6
"LOC105377348",0.178541318847585,0.295347577993526,0.094,0.117,1,0.329896907216495,8,0.45,4
"LEMD3",0.179741415436953,0.741652187450236,0.39,0.394,1,0.658354114713217,9,0.517241379310345,5
"MASP2",0.180218514228811,-0.313521204985959,0.193,0.216,1,0.393939393939394,8,0.36036036036036,5
"EXOC5",0.180870254271583,0.348827133268646,0.344,0.322,1,0.339943342776204,10,0.349397590361446,5
"GNL3",0.182437158093789,0.278007161642743,0.573,0.586,1,0.321428571428571,12,0.394039735099338,6
"TPPP3",0.183431863413322,2.05136644949696,0.402,0.563,1,0.687651331719128,10,0.5,5
"DLG1",0.184237920735533,-0.333213130309159,0.309,0.342,1,0.315457413249211,9,0.409090909090909,5
"DYNC1I2",0.185730380320745,0.27637239638968,0.662,0.658,1,0.319117647058824,12,0.389380530973451,6
"MBLAC1",0.186560067961913,0.277779236082278,0.095,0.117,1,0.387755102040816,9,0.6,4
"TOX3",0.186912048797175,-0.33212459498817,0.434,0.443,1,0.414798206278027,7,0.565789473684211,4
"MAFB",0.186965857369464,0.803726808006396,0.478,0.458,1,0.588594704684318,8,0.427966101694915,5
"MPI",0.187207698553106,0.370257634600432,0.298,0.272,1,0.411764705882353,10,0.485714285714286,5
"SKIV2L",0.187543327422207,-0.297732898794379,0.278,0.307,1,0.405594405594406,10,0.386075949367089,5
"BBS9",0.188387559087427,0.352742253025837,0.284,0.256,1,0.448630136986301,10,0.507575757575758,4
"ZFP64",0.188709949827831,0.935250256311784,0.192,0.165,1,0.446700507614213,9,0.4,4
"STRADA",0.191304436102327,0.405667964705014,0.268,0.239,1,0.349090909090909,10,0.560975609756098,5
"RAD52",0.191573442949781,-0.546937115470041,0.309,0.336,1,0.362776025236593,10,0.601156069364162,6
"NUP54",0.192057981404942,-0.278258328251462,0.205,0.233,1,0.327014218009479,9,0.408333333333333,4
"PUS7",0.192286518111253,-0.38821330789673,0.17,0.194,1,0.342857142857143,9,0.46,4
"PIGN",0.192514948743535,0.525066238797538,0.126,0.105,1,0.317829457364341,7,0.351851851851852,4
"ATAT1",0.194163596655731,-0.512794778745513,0.178,0.202,1,0.33879781420765,9,0.509615384615385,4
"MORC2-AS1",0.194629875347853,0.339527284108315,0.332,0.367,1,0.366568914956012,8,0.37037037037037,6
"PTGR2",0.196366036975293,0.254454901638718,0.264,0.233,1,0.357933579335793,8,0.35,6
"MID1IP1",0.198072908292551,-0.817707628954004,0.278,0.301,1,0.385964912280702,11,0.425806451612903,4
"LOC101927318",0.198657948983506,0.367828834408545,0.233,0.283,1,0.669456066945607,7,0.534246575342466,3
"DUSP5",0.199210070908161,0.447949769025876,0.315,0.299,1,0.509259259259259,10,0.409090909090909,5
"FOXA1",0.199362312193498,0.322195292681303,0.421,0.396,1,0.460648148148148,11,0.362745098039216,5
"TESK1",0.199421311552159,0.690267421425815,0.235,0.21,1,0.410788381742739,11,0.435185185185185,4
"UBE4A",0.199907405228362,-0.293657034034472,0.698,0.691,1,0.379358437935844,11,0.398876404494382,5
"LY96",0.200410175172124,0.265721622637071,0.148,0.124,1,0.723684210526316,7,0.375,6
"POLR1E",0.200911242183977,-0.328520881247645,0.115,0.138,1,0.288135593220339,8,0.408450704225352,4
"CDK17",0.201040925276206,-0.429267087270198,0.241,0.208,1,0.366935483870968,9,0.439252336448598,5
"MIR3188",0.201657018569998,-0.340684827654276,0.143,0.169,1,0.45578231292517,8,0.770114942528736,3
"ZNF32",0.202165361374999,-0.25045214884132,0.362,0.39,1,0.325268817204301,11,0.383084577114428,5
"FASN",0.202364190124813,0.269063702986738,0.3,0.346,1,0.386363636363636,11,0.387640449438202,5
"EIF4G3",0.203166663133469,-0.272650078828325,0.501,0.52,1,0.353398058252427,11,0.380597014925373,5
"TCEAL1",0.203259781133572,0.300001284317188,0.418,0.406,1,0.375291375291375,10,0.344497607655502,6
"RAP1GAP",0.203669257907966,0.260821432153995,0.383,0.367,1,0.430025445292621,10,0.507936507936508,5
"HMGN4",0.203914760081733,0.322388670014662,0.361,0.336,1,0.355795148247978,9,0.421965317919075,6
"DUS3L",0.203983459010123,0.331998962132972,0.216,0.19,1,0.369369369369369,8,0.397959183673469,5
"NAT6",0.204167731699075,0.405569188084494,0.106,0.087,1,0.504587155963303,7,0.355555555555556,5
"SIRT3",0.204525540352213,0.25589668891663,0.31,0.357,1,0.418238993710692,10,0.369565217391304,5
"PSMG3-AS1",0.20593697717211,0.597743047398454,0.259,0.239,1,0.406015037593985,10,0.471544715447154,6
"IGFBP7",0.206498350964104,1.65319708776519,0.394,0.478,1,0.701234567901235,12,0.556910569105691,6
"SLC39A9",0.207271779921395,0.557305152695255,0.496,0.464,1,0.367387033398821,11,0.405857740585774,5
"MTAP",0.207317212410377,0.265528353512974,0.257,0.231,1,0.363636363636364,9,0.394957983193277,5
"CHMP4C",0.207978676362367,-0.30936088186417,0.335,0.35,1,0.331395348837209,10,0.372222222222222,5
"LOC101928103",0.208497860069214,0.623654996010706,0.129,0.109,1,0.409090909090909,9,0.571428571428571,4
"ZNF514",0.208574878366529,-1.0023755281314,0.104,0.124,1,0.299065420560748,8,0.3125,5
"LOC401320",0.208620949997466,-0.4260485462781,0.2,0.223,1,0.536585365853659,8,0.347826086956522,6
"CEP290",0.210323202917635,0.312147155825347,0.519,0.503,1,0.433395872420263,10,0.474903474903475,6
"AGFG1",0.211182773476838,-0.318036107010776,0.352,0.381,1,0.340720221606648,10,0.5,5
"MTMR10",0.211519395064728,-0.254971960497193,0.128,0.148,1,0.427480916030534,8,0.539473684210526,5
"MCM9",0.211839335382722,0.536217903459645,0.205,0.181,1,0.464454976303318,9,0.43010752688172,4
"FAM185A",0.212276617732466,-0.5194716849015,0.121,0.142,1,0.346774193548387,7,0.383561643835616,4
"PXMP2",0.212955618838778,-0.332524657055173,0.359,0.396,1,0.360433604336043,9,0.426470588235294,5
"MAK16",0.215411374785898,0.362864613989058,0.168,0.146,1,0.289017341040462,11,0.4,4
"DUSP12",0.215924397591563,-0.269940538297221,0.245,0.272,1,0.337301587301587,10,0.407142857142857,5
"LOC100506860",0.21608914735398,-0.620522221275004,0.223,0.239,1,0.375545851528384,9,0.495934959349593,4
"C3orf38",0.217171885816807,0.489858430168633,0.152,0.13,1,0.384615384615385,10,0.373134328358209,4
"VRK1",0.217962116383623,0.306059369186734,0.217,0.192,1,0.506726457399103,10,0.474747474747475,5
"MAN1A1",0.21823546373772,0.372726006833696,0.148,0.126,1,0.434210526315789,7,0.461538461538462,5
"ZNF358",0.218644537942223,-0.304276303284883,0.315,0.342,1,0.484567901234568,8,0.380681818181818,5
"DPYSL2",0.218692715089582,0.637197217733123,0.543,0.614,1,0.458781362007168,9,0.430379746835443,6
"HILPDA",0.218905270359611,0.339156653953533,0.274,0.32,1,0.459074733096085,11,0.393939393939394,5
"IGSF9",0.221359324171213,-0.735622148152481,0.097,0.117,1,0.28,7,0.433333333333333,4
"RAP1GDS1",0.22158626905834,0.290682228092877,0.248,0.221,1,0.450980392156863,10,0.5,4
"MOSPD3",0.221900945723185,0.27732074777091,0.47,0.46,1,0.354037267080745,8,0.371308016877637,5
"FBXO33",0.222441982286209,-0.317922215456627,0.288,0.317,1,0.320945945945946,9,0.343558282208589,5
"FAM195B",0.224165668852955,0.256056249015492,0.47,0.437,1,0.445134575569358,11,0.484444444444444,4
"TAF6L",0.225126125376134,-0.316974705424876,0.284,0.309,1,0.397260273972603,10,0.477987421383648,4
"C19orf44",0.226498984715197,-0.665433309718079,0.144,0.163,1,0.560810810810811,9,0.5,4
"WDR70",0.226605855913945,0.512632046012649,0.414,0.41,1,0.508235294117647,10,0.417061611374408,5
"ABCC6P2",0.228292421150743,0.494396739763383,0.204,0.25,1,0.680952380952381,9,0.527131782945736,4
"HSPA14",0.229689275691572,0.298815769952951,0.326,0.305,1,0.361194029850746,11,0.369426751592357,5
"ARHGAP5-AS1",0.229981468560569,0.400392320878359,0.111,0.134,1,0.657894736842105,8,0.376811594202899,5
"RETSAT",0.231768536592603,0.33703879528492,0.404,0.381,1,0.36144578313253,11,0.423469387755102,4
"HIST3H2A",0.231885574036444,0.450089466432983,0.157,0.136,1,0.602484472049689,7,0.471428571428571,4
"PHF12",0.233724454896296,0.335324700134893,0.286,0.315,1,0.431972789115646,10,0.438271604938272,4
"TIPRL",0.23457858632543,0.266180634621187,0.554,0.55,1,0.386643233743409,10,0.314487632508834,6
"EIF3J",0.234999584107652,0.514763443366945,0.655,0.678,1,0.352154531946508,12,0.389684813753582,6
"TRIB1",0.236412403545274,0.254809473569876,0.561,0.557,1,0.338541666666667,11,0.365853658536585,5
"DOCK7",0.237005747230548,0.648313938832863,0.188,0.214,1,0.336787564766839,9,0.436363636363636,3
"MRI1",0.237765315637384,-0.45344277928486,0.215,0.239,1,0.366515837104072,8,0.430894308943089,5
"CCDC68",0.238666297133189,-0.26241827394566,0.155,0.179,1,0.452830188679245,7,0.75,3
"MBD5",0.239513455899049,-0.875605391958265,0.141,0.161,1,0.324137931034483,10,0.55421686746988,4
"HSD3B7",0.240092520642644,0.342871961977555,0.214,0.245,1,0.459090909090909,9,0.452380952380952,4
"DHRS7B",0.240397137270493,0.269306518736187,0.407,0.406,1,0.507177033492823,10,0.449760765550239,5
"WDR4",0.24055027468838,0.471287536338054,0.202,0.177,1,0.51207729468599,9,0.285714285714286,5
"LANCL2",0.241460920926812,0.378386842081106,0.206,0.237,1,0.358490566037736,10,0.401639344262295,6
"MOB4",0.241593045532519,0.416790921613656,0.283,0.266,1,0.302405498281787,8,0.481751824817518,5
"LFNG",0.242381760520804,1.01407924551296,0.288,0.283,1,0.719594594594595,9,0.5,4
"KLHL22",0.243094373285144,0.400748852503551,0.126,0.148,1,0.364341085271318,9,0.394736842105263,4
"ARMCX4",0.2439753717082,-0.898449780672939,0.111,0.128,1,0.37719298245614,9,0.46969696969697,5
"AGTPBP1",0.244893426651119,0.362160990276809,0.118,0.099,1,0.454545454545455,7,0.568627450980392,3
"LOC171391",0.245834244070323,0.371301021754015,0.173,0.15,1,0.398876404494382,10,0.337662337662338,6
"PLEKHA7",0.246960947795881,-0.573365012113674,0.144,0.163,1,0.567567567567568,7,0.571428571428571,3
"MFSD9",0.24756650199893,-0.439875612969316,0.105,0.122,1,0.333333333333333,7,0.492063492063492,5
"RTN4IP1",0.247924127479768,0.471359949769226,0.115,0.097,1,0.466101694915254,9,0.5,4
"RPL19P12",0.248215830948843,0.463662955667456,0.108,0.087,1,0.297297297297297,9,0.444444444444444,5
"SRSF6",0.24867013852347,-0.30024575500713,0.749,0.792,1,0.315994798439532,11,0.372549019607843,6
"SLC20A2",0.251427249709806,-0.294042781011684,0.515,0.478,1,0.400756143667297,9,0.378048780487805,4
"MRPL1",0.25161956121991,0.259312662747492,0.291,0.328,1,0.364548494983278,11,0.366863905325444,6
"WDR12",0.252884059182267,-0.335138329340922,0.232,0.249,1,0.285714285714286,8,0.5703125,6
"ANGPTL4",0.25405048737321,0.304510928446434,0.199,0.229,1,0.387254901960784,8,0.398305084745763,5
"ZNF253",0.254642320498921,0.414722479148658,0.096,0.115,1,0.515151515151515,7,0.542372881355932,4
"TRNT1",0.254656712256599,0.338052083901229,0.193,0.171,1,0.282828282828283,8,0.522727272727273,5
"RPL21",0.254685998727332,-0.318792273795533,0.967,0.94,1,0.359516616314199,12,0.351239669421488,6
"C10orf54",0.255928869179713,0.723497602310833,0.218,0.2,1,0.558035714285714,10,0.495145631067961,5
"ABHD15",0.257172744602593,0.881495604621997,0.179,0.157,1,0.407608695652174,9,0.518518518518518,4
"SPTY2D1-AS1",0.258535427360971,-0.351305787670842,0.119,0.134,1,0.352459016393443,8,0.434782608695652,5
"TRIM35",0.259366262674116,0.253946806326997,0.119,0.101,1,0.377049180327869,9,0.461538461538462,6
"NCKAP1",0.25952015816553,-0.265638502793716,0.46,0.483,1,0.315677966101695,10,0.397590361445783,5
"MUC3A",0.260010960394823,-1.24772984475129,0.294,0.32,1,0.516556291390728,8,0.690909090909091,6
"STAU2",0.260351176432249,-0.26614236088557,0.397,0.412,1,0.32843137254902,11,0.419811320754717,5
"NISCH",0.260585500089936,-0.332548222055121,0.296,0.315,1,0.348684210526316,10,0.37037037037037,4
"C9orf85",0.262501784261538,0.315557925652824,0.167,0.146,1,0.302325581395349,9,0.413333333333333,4
"CRELD1",0.263521921841356,0.310673773279811,0.371,0.355,1,0.322834645669291,8,0.382513661202186,5
"MFSD11",0.263939389561384,0.344227108143283,0.421,0.384,1,0.337962962962963,10,0.388888888888889,6
"ZBTB2",0.264444506623917,-0.253411231219734,0.113,0.093,1,0.422413793103448,8,0.375,4
"SH3GLB1",0.264597488976472,0.390987414574067,0.665,0.68,1,0.339677891654466,11,0.382857142857143,6
"C9orf142",0.264888182195279,-0.330482929419196,0.379,0.392,1,0.32133676092545,10,0.410891089108911,5
"FBXL15",0.265808313470963,-0.313112230806245,0.425,0.443,1,0.305045871559633,11,0.368421052631579,6
"SKA2",0.267456049532188,0.318895135508788,0.455,0.462,1,0.483940042826552,11,0.407563025210084,5
"ASNS",0.268150560776919,0.586051184556953,0.278,0.264,1,0.652631578947368,9,0.485294117647059,6
"MCM3",0.269481158064537,0.288263988559411,0.298,0.272,1,0.369281045751634,10,0.428571428571429,4
"MYH9",0.270591077850669,0.330728650652028,0.759,0.862,1,0.416666666666667,11,0.373873873873874,6
"DUOX1",0.271079647390649,0.29204107464636,0.34,0.402,1,0.730659025787966,10,0.42512077294686,5
"FBXO18",0.271706922333307,-0.554212088095925,0.301,0.32,1,0.297734627831715,10,0.484848484848485,4
"SMCR8",0.271739662245565,-1.07371536856187,0.134,0.153,1,0.260869565217391,10,0.443037974683544,3
"ZNF586",0.27300441523486,0.562767288441986,0.134,0.115,1,0.463768115942029,10,0.372881355932203,4
"RBM43",0.273164886607978,0.304366490937769,0.251,0.229,1,0.507751937984496,9,0.533898305084746,5
"KDELC2",0.27352128851875,0.322781583143427,0.234,0.216,1,0.5125,9,0.468468468468468,5
"PTPN9",0.274471024670095,0.292662217450428,0.237,0.212,1,0.386831275720165,10,0.44954128440367,6
"TOP3B",0.274669324961247,0.602660110296869,0.108,0.091,1,0.45045045045045,6,0.48936170212766,4
"TMEM102",0.276081660355521,0.25855367367962,0.137,0.117,1,0.333333333333333,8,0.5,4
"ABCF3",0.278673736893647,-0.277442862473283,0.232,0.252,1,0.361344537815126,10,0.346153846153846,6
"KDELR3",0.278780498844106,0.383637899353732,0.442,0.449,1,0.5,9,0.411255411255411,5
"ZNF26",0.279174890690911,-0.322291001408491,0.097,0.115,1,0.33,7,0.423728813559322,5
"C12orf49",0.279205342099679,-0.359190142385634,0.555,0.559,1,0.319298245614035,11,0.440972222222222,5
"MT1M",0.279514473722218,-0.671062870689187,0.118,0.132,1,0.495867768595041,5,0.808823529411765,4
"METTL8",0.279706530908001,-0.341738522482858,0.167,0.186,1,0.308139534883721,8,0.375,4
"MICAL2",0.279806278662444,0.349541711238034,0.389,0.369,1,0.523809523809524,10,0.431578947368421,5
"SMAD6",0.280447936841571,0.299971432184285,0.117,0.099,1,0.583333333333333,8,0.490196078431373,4
"SPATA7",0.280530296860897,0.319795216490215,0.254,0.235,1,0.509578544061303,9,0.495867768595041,4
"CEBPG",0.281842160301058,-0.422090143645445,0.409,0.425,1,0.326190476190476,8,0.45662100456621,6
"RP2",0.282036095281606,0.444005168710963,0.106,0.089,1,0.293577981651376,8,0.347826086956522,5
"ZNF573",0.282126670032929,-1.00489201004952,0.092,0.109,1,0.457446808510638,8,0.428571428571429,4
"DYRK3",0.282474628334846,-0.478488330466434,0.173,0.194,1,0.370786516853933,10,0.39,5
"MYL6B",0.282477066964608,-0.31651166041614,0.432,0.46,1,0.297297297297297,10,0.447257383966245,5
"SAMD9L",0.282682850760526,0.625400662830134,0.207,0.181,1,0.333333333333333,10,0.645161290322581,6
"ARID2",0.283330049294978,-0.270938104574721,0.396,0.421,1,0.324324324324324,9,0.405529953917051,5
"TXNDC5",0.284742643225648,0.445318882703857,0.221,0.204,1,0.519823788546256,8,0.571428571428571,3
"KLHL23",0.285814481846705,-0.558652964223249,0.119,0.134,1,0.5,8,0.463768115942029,4
"LOC105747689",0.286056771504283,0.315355186386098,0.31,0.353,1,0.534591194968553,9,0.505494505494505,5
"PYGL",0.288101111570282,0.263743601089959,0.257,0.233,1,0.340909090909091,10,0.483333333333333,5
"ZNF880",0.288191123932096,0.27644683112239,0.155,0.136,1,0.534591194968553,8,0.557142857142857,5
"NUBPL",0.290626993768611,-0.391850624195558,0.272,0.295,1,0.347670250896057,10,0.355263157894737,5
"SDCCAG3",0.291924475872316,0.26634303206953,0.252,0.231,1,0.332046332046332,8,0.403361344537815,5
"SLC29A3",0.292619903291386,-0.501263273484805,0.099,0.115,1,0.372549019607843,8,0.508474576271186,5
"COPG2",0.295400059029058,0.58677074140811,0.13,0.151,1,0.323308270676692,10,0.333333333333333,4
"SPOPL",0.297103071756225,0.429933769723919,0.162,0.186,1,0.349397590361446,8,0.479166666666667,5
"IFNAR1",0.297533558881398,0.250931912729531,0.684,0.672,1,0.42022792022792,10,0.384393063583815,4
"CDK12",0.297580282782437,0.278584837210909,0.593,0.588,1,0.349753694581281,11,0.37953795379538,6
"DTYMK",0.297596893693653,0.430167822238595,0.362,0.348,1,0.360215053763441,11,0.53072625698324,5
"ZNF320",0.298310580660134,0.29680371035198,0.204,0.221,1,0.478468899521531,10,0.43859649122807,5
"MAST2",0.298362063741784,-0.34582581067038,0.256,0.278,1,0.425855513307985,10,0.370629370629371,4
"RAB11FIP5",0.298722166464709,0.444425661703341,0.16,0.179,1,0.396341463414634,8,0.434782608695652,5
"C18orf21",0.299863353453182,0.745418706742195,0.159,0.146,1,0.368098159509202,8,0.426666666666667,4
"ZNF331",0.300671962408242,0.742969938780126,0.355,0.441,1,0.583561643835616,8,0.462555066079295,5
"INTS7",0.302479965973329,0.762488785525554,0.174,0.155,1,0.35195530726257,9,0.5,4
"LOC100133091",0.303600134767647,0.863692395072102,0.21,0.19,1,0.444444444444444,8,0.5,3
"SETD9",0.30419683787121,-0.413387649230524,0.185,0.204,1,0.284210526315789,7,0.361904761904762,6
"DHRS12",0.304353118299753,-0.38616789621246,0.272,0.291,1,0.372759856630824,10,0.393333333333333,6
"TBC1D16",0.304642551657691,-0.371809095651833,0.256,0.28,1,0.505703422053232,9,0.416666666666667,6
"TAGLN",0.304677867356829,-0.598060301706491,0.087,0.103,1,0.348314606741573,8,0.452830188679245,4
"OSMR",0.306038529071204,0.374880912750155,0.596,0.697,1,0.5,10,0.353760445682451,6
"HELB",0.306746440966295,-1.07900189000067,0.114,0.128,1,0.717948717948718,7,0.515151515151515,4
"MAPK1",0.307287121978752,0.476101560962285,0.426,0.398,1,0.336384439359268,11,0.4,4
"DUSP7",0.307351702198235,0.364155191516915,0.192,0.177,1,0.49238578680203,8,0.362637362637363,5
"FSTL3",0.308815629578481,0.436870649151271,0.158,0.181,1,0.512345679012346,9,0.408602150537634,4
"RMND1",0.309622649426366,0.461239913612429,0.174,0.196,1,0.391061452513966,7,0.386138613861386,4
"ZNF286A",0.310870551011725,0.429396663378117,0.222,0.204,1,0.337719298245614,9,0.466666666666667,6
"SGK223",0.31134108364023,-0.315748244857596,0.112,0.13,1,0.434782608695652,6,0.552238805970149,5
