"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","naive pt.occupancy","naive n.nonzero.pts"
"1",0,3.17471936154744,0.553,0.026,0,"naive","CHL1",0.610169491525424,9,0.428571428571429,3,0.401384083044983,8
"2",1.11013103197881e-291,-3.76005807913862,0.113,0.802,2.94018203819587e-287,"naive","CRABP2",0.52738565782044,9,0.377162629757785,6,0.313559322033898,10
"3",2.17348012250686e-261,-2.68490615269646,0.381,0.888,5.75646210445943e-257,"naive","ASS1",0.509533898305085,11,0.435114503816794,6,0.399497487437186,10
"4",1.5973101206872e-245,2.82706138863256,0.656,0.152,4.23047585464005e-241,"naive","TFF3",0.536496350364963,8,0.405172413793103,5,0.465014577259475,10
"5",3.57842079617859e-230,-1.1807075691203,0.98,0.994,9.47744747867899e-226,"naive","TMSB10",0.47216796875,11,0.372277227722772,6,0.359375,12
"6",2.1562602027818e-227,-1.75489109770597,0.414,0.872,5.71085514706761e-223,"naive","CAPG",0.498189342990171,10,0.422077922077922,6,0.422632794457275,9
"7",1.56186266399803e-226,-2.17657485377322,0.099,0.729,4.13659326559878e-222,"naive","LY6K",0.538287010777085,8,0.518181818181818,5,0.495145631067961,8
"8",6.38810340866266e-226,-1.40234287261793,0.942,0.99,1.6918891877843e-221,"naive","ALDOA",0.472371638141809,11,0.373493975903614,6,0.346544715447154,12
"9",8.3465221419338e-220,3.02081886174568,0.505,0.061,2.21057638929117e-215,"naive","IQGAP2",0.416666666666667,8,0.520547945205479,4,0.522727272727273,11
"10",5.3395590805765e-217,1.72633068605983,0.815,0.326,1.41418222249069e-212,"naive","DMKN",0.445086705202312,11,0.498432601880878,5,0.380281690140845,11
"11",5.55924499449697e-217,-1.77748928645098,0.325,0.852,1.47236603679252e-212,"naive","FXYD5",0.512820512820513,11,0.430379746835443,6,0.405882352941176,11
"12",1.11206737781916e-215,3.31529732505474,0.488,0.058,2.94531045015406e-211,"naive","C5orf49",0.538461538461538,8,0.521739130434783,5,0.666666666666667,8
