"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"PSMA2",7.19167288286917e-186,-0.842919915039045,0.83,0.966,1.9047145630279e-181
"C20orf24",8.40202298174564e-186,-1.03759001163596,0.7,0.945,2.22527578671533e-181
"TK1",9.22217718548184e-184,-1.55172979803753,0.177,0.731,2.44249362757486e-179
"PTP4A2",4.11769217718822e-182,-1.39149509387505,0.814,0.978,1.0905707731283e-177
"NCCRP1",5.05326336627359e-182,-3.3960190128819,0.03,0.584,1.33835680255756e-177
"TNC",1.86831332041616e-181,3.04519098248095,0.582,0.126,4.94822782912221e-177
"RNASE1",5.16114039072685e-181,2.71123167090106,0.642,0.188,1.36692803248401e-176
"GGT5",5.64893545153543e-181,3.07445382821455,0.428,0.028,1.49612055433916e-176
"NGFRAP1",1.20088891500884e-180,-1.12664394348731,0.475,0.945,3.18055429140092e-176
"ALOX5",1.24669482410194e-180,-4.4913130384871,0.036,0.579,3.30187124163398e-176
"PYCARD",3.18137570196079e-180,-1.22398423792299,0.453,0.905,8.42587354664314e-176
"FOXJ1",5.80980514038415e-179,2.94758064227018,0.529,0.092,1.53872689143074e-174
"CSF2RA",7.21010983944309e-179,-3.16887843026578,0.041,0.586,1.9095975909765e-174
"PSME2",4.70627449044816e-177,-1.03138588298003,0.882,0.981,1.2464567987952e-172
"LDHA",1.17539421622441e-176,-1.65260017114153,0.811,0.986,3.11303158167035e-172
"VDAC2",3.00771221544042e-176,-0.959169700138214,0.742,0.967,7.96592580259396e-172
"GJB2",6.20550616158494e-176,-2.29888245710733,0.091,0.644,1.64352830689577e-171
"CRLF1",1.33450828795621e-175,4.13369489412077,0.394,0.019,3.53444520065203e-171
"LITAF",9.51356460089438e-175,-1.24456469931016,0.746,0.958,2.51966758454688e-170
"RASD1",1.23307984539991e-174,2.71339153549537,0.579,0.128,3.26581197054167e-170
"AGFG1",2.65957658391188e-174,-1.52117244092465,0.352,0.83,7.04388858249062e-170
"RAP2B",1.46961437528042e-172,-1.80643658189911,0.573,0.936,3.8922736729302e-168
"HN1",3.54154153382074e-172,-1.04488768981817,0.758,0.97,9.37977275232422e-168
"FAM83A",1.89878774534561e-171,-1.5988967933797,0.245,0.802,5.02893934354784e-167
"SPINT2",7.77571512323623e-171,-1.00088724279637,0.942,0.99,2.05939815038912e-166
"CASP1",1.05133117331103e-169,-1.52014511014345,0.288,0.79,2.78445061251426e-165
"C5orf49",1.23738953737397e-169,3.66352000427781,0.438,0.047,3.27722618973496e-165
"YWHAZ",1.86401466311166e-169,-0.81280360344766,0.915,0.992,4.93684283525123e-165
"BIRC3",1.89383914468058e-169,-1.66683318684702,0.425,0.844,5.0158329746865e-165
"GATA3",6.70745870517992e-169,-2.18515930349263,0.024,0.561,1.7764704380669e-164
"IRX3",6.94111653692239e-169,2.08030872360162,0.661,0.209,1.83835471480389e-164
"MDK",7.41956765360523e-169,-1.17018371269617,0.745,0.976,1.96507249305734e-164
"MUC5B",7.97182247173629e-169,4.17931423581236,0.64,0.233,2.11133718163936e-164
"IGFBP5",1.71079172595643e-168,2.66473557611735,0.392,0.021,4.53103188619561e-164
"ADAM9",1.18139567755505e-167,-1.62908050561168,0.409,0.849,3.12892645200455e-163
"PROM2",5.27345796625354e-167,-1.25279941906806,0.158,0.732,1.39667534236225e-162
"SECTM1",6.12076990407466e-167,-1.59086900518615,0.2,0.733,1.62108590909418e-162
"ETV1",1.89284434580347e-166,3.11710596462276,0.421,0.038,5.0131982498605e-162
"GJB3",2.35601422846905e-166,-2.05126343103384,0.11,0.667,6.23990368410028e-162
"TUBB6",4.28140688529364e-166,-1.9198253795858,0.126,0.665,1.13393061357002e-161
"CBLC",1.06572195412403e-165,-1.30049671374579,0.163,0.729,2.8225645954975e-161
"CXCL16",1.82576180090639e-165,-1.49260394390033,0.525,0.881,4.83553012970057e-161
"APOL2",2.64222776682816e-165,-1.42130313126169,0.391,0.888,6.99794024044437e-161
"ITGB1",2.96327153265827e-165,-1.54737233908269,0.639,0.933,7.84822465424543e-161
"UCK2",7.12227545350893e-165,-1.6066367391874,0.131,0.676,1.88633465386184e-160
"PGAM1",1.10169121548243e-164,-1.18636547557933,0.598,0.955,2.91782918420521e-160
"GPC1",1.30552790027849e-164,-1.28130959835813,0.209,0.77,3.45769064388758e-160
"RHEB",2.950516509188e-163,-0.854052494181139,0.738,0.958,7.81444297458442e-159
"TSPAN14",8.61955045256779e-163,-1.35480907830046,0.436,0.857,2.28288793736258e-158
"DTX3",3.72771028988846e-162,3.10149247005547,0.478,0.069,9.87284070276959e-158
"METTL7A",5.41840014032505e-162,2.63650664210123,0.585,0.148,1.43506327716509e-157
"GSDMB",5.47052622603464e-161,-1.89765299726656,0.109,0.64,1.44886887096527e-156
"MARCH5",1.17640686987541e-160,-1.28356062389904,0.279,0.809,3.11571359486503e-156
"GSTK1",3.57621382725524e-160,-1.2645129244477,0.769,0.939,9.47160232148549e-156
"PLEKHA1",5.25335582628034e-160,-1.64415086590114,0.318,0.781,1.39135129059035e-155
"CD47",5.41478193813063e-160,-1.09658825978434,0.837,0.976,1.4341049963139e-155
"MDH2",8.51477226246873e-160,-0.825875915925227,0.818,0.962,2.25513743371484e-155
"ARPC3",3.25758705042999e-159,-0.664273325162753,0.87,0.983,8.62771930306382e-155
"PRAME",7.22112096660377e-159,-3.86269593909074,0.002,0.499,1.91251388800501e-154
"MXRA5",1.24807005508026e-158,-4.88548103316695,0.018,0.513,3.30551354088008e-154
"CIRBP",2.99906648814383e-158,1.71221212680191,0.894,0.791,7.94302759384893e-154
"ARPC5",5.15541281217257e-158,-1.54747498302273,0.65,0.932,1.36541108330391e-153
"METTL9",7.76169565521544e-158,-1.08901624867592,0.584,0.909,2.05568509428381e-153
"COMTD1",1.17308007543282e-157,-1.0282573451854,0.281,0.842,3.10690257978383e-153
"QPRT",8.63902345757853e-157,-2.12010172510038,0.045,0.549,2.28804536273967e-152
"PSMB2",1.93925117249973e-156,-0.868617173106596,0.731,0.968,5.13610673036553e-152
"LY6D",1.96121682754208e-156,-3.6205101909234,0.05,0.566,5.19428276774521e-152
"TAP2",2.50034886995787e-156,-1.36193377330096,0.271,0.784,6.62217398208342e-152
"NOTCH2NL",2.68736604622348e-156,-1.13553549000135,0.431,0.855,7.1174889734229e-152
"TXN",3.19882457662072e-156,-0.965732930128305,0.904,0.994,8.47208689117996e-152
"HMGA1",2.18907115366768e-155,-1.09177786039212,0.479,0.946,5.79775495048885e-151
"SLC25A5",3.22328884314677e-155,-0.790551092309282,0.877,0.976,8.53688050107421e-151
"C16orf89",8.5140063012074e-155,3.11879999572308,0.528,0.113,2.25493456887478e-150
"PDLIM5",4.48485027149269e-154,-0.979254120750751,0.57,0.931,1.18781259440484e-149
"ZNF185",2.51371248258881e-153,-1.69647889621001,0.125,0.631,6.65756751013646e-149
"PSMB4",1.27483639296034e-152,-0.796535587200558,0.85,0.971,3.37640418675546e-148
"S100A16",2.05744255380821e-152,-0.941135752913444,0.583,0.956,5.44913660376105e-148
"VGLL1",4.04769944352629e-152,-4.26785528680147,0.019,0.5,1.07203319761794e-147
"ERO1A",6.93793757501153e-152,-2.30015319255826,0.679,0.918,1.8375127667418e-147
"LYPD5",7.2408558359465e-152,-2.43437136634715,0.034,0.531,1.91774066815043e-147
"IL4R",7.7361172351353e-151,-1.03901680540144,0.252,0.778,2.04891064972559e-146
"SAMD9",9.4546976529645e-151,-1.68545978323841,0.16,0.685,2.50407667338765e-146
"SOX11",1.28184214763043e-150,4.3430999448309,0.323,0.009,3.39495892799919e-146
"TMEM265",2.23415675727378e-150,-1.01221769539269,0.521,0.921,5.91716417163962e-146
"PARP9",2.52589828416752e-149,-1.02876033391098,0.527,0.911,6.68984160561767e-145
"LYPD3",7.31689707991781e-149,-3.37559365042971,0.106,0.607,1.93788019161623e-144
"KIAA0226",7.69583406693968e-149,-1.22205969167294,0.241,0.747,2.03824165262897e-144
"ADAM15",1.01051209415496e-148,-1.97724722946952,0.477,0.831,2.67634128136941e-144
"MGP",1.16943847999918e-148,5.29670620160301,0.393,0.043,3.09725781427783e-144
"FOS",1.45589475643563e-148,1.58814911406583,0.879,0.595,3.85593726241976e-144
"CYP3A5",2.71315338250394e-148,-2.96197647411732,0.032,0.517,7.18578673356169e-144
"CT83",5.16548366203646e-148,-2.43730494486843,0.021,0.5,1.36807834789036e-143
"SLCO4A1",8.40019096952607e-148,-2.67076714500598,0.14,0.607,2.22479057827898e-143
"KRT15",1.05629449122269e-146,-2.38667053704109,0.209,0.71,2.7975959600033e-142
"BCAP31",1.1031380345853e-146,-0.691870788068785,0.872,0.972,2.92166108459918e-142
"CREG2",1.85834838815509e-146,-2.68123228975889,0.018,0.493,4.92183570602876e-142
"GPI",3.86579690725303e-146,-0.960879562647075,0.804,0.97,1.02385631088597e-141
"AP3S1",6.93034397315204e-146,-0.970516324681483,0.474,0.885,1.83550160128932e-141
"SNTN",1.30962314787962e-145,3.89039650789336,0.338,0.018,3.46853690715918e-141
"LINC01133",3.62243615405926e-145,-2.67754486778916,0.028,0.505,9.59402215402596e-141
"LOC100506844",4.63526969016303e-145,2.35309528756339,0.578,0.174,1.22765117743968e-140
"GNAI1",6.97026068344244e-145,-1.61985117215757,0.172,0.667,1.84607354200973e-140
"HADHB",2.63044170377705e-144,-1.11191963629573,0.623,0.91,6.96672485245352e-140
"LAMB3",3.57825825429822e-143,-1.19178264747133,0.511,0.901,9.47701698650884e-139
"ARPC1A",1.9286093866196e-142,-1.06716044576656,0.769,0.937,5.107921960462e-138
"KCNK6",4.77801506630062e-142,-1.61642871306116,0.164,0.657,1.26545729030972e-137
"SPAG6",6.51897025283614e-142,2.94320388527556,0.367,0.032,1.72654927146365e-137
"TAX1BP3",8.55042817909161e-142,-0.961601710196395,0.443,0.89,2.26458090323241e-137
"CFAP221",2.52248340028924e-141,2.63411510558926,0.413,0.055,6.68079728566605e-137
"SDCBP2",3.17042493903542e-141,-1.56236855482855,0.1,0.601,8.39687045103532e-137
"TEKT2",3.37097938282467e-141,3.69223661718592,0.312,0.01,8.92803889541114e-137
"SLC27A2",4.19006299052211e-141,2.20668835228001,0.485,0.092,1.10973818303978e-136
"TXNRD1",6.59899118562153e-141,-1.15415420269088,0.673,0.944,1.74774281551186e-136
"CTSB",1.15472399854192e-140,-0.984341860710897,0.896,0.976,3.05828651013827e-136
"TEX9",2.36721369651084e-140,2.61672872855832,0.516,0.128,6.26956547520896e-136
"GALNT12",4.35807921098439e-140,-3.29346468681425,0.213,0.636,1.15423727902922e-135
"RNF141",5.42879927935061e-140,-1.46191184593946,0.481,0.831,1.43781748913601e-135
"HCP5",5.48795563847547e-140,-1.50106673673577,0.241,0.731,1.45348505085023e-135
"GPX4",8.97425476195544e-140,0.848174853582429,0.944,0.954,2.3768313737039e-135
"CTGF",1.05598912838195e-139,2.18792083345294,0.504,0.113,2.7967872065196e-135
"TRIM16L",2.11001818365273e-139,-1.66643420381514,0.303,0.738,5.58838315940425e-135
"CAPZA2",3.23751472368322e-139,-1.11994753753523,0.628,0.905,8.57455774567501e-135
"ID2",4.89346368266722e-139,1.85884234621144,0.759,0.407,1.29603385635441e-134
"ARPC1B",2.22315506880974e-138,-1.10039139932208,0.809,0.936,5.88802619974261e-134
"C1orf194",2.84137565226196e-138,4.34466318799681,0.298,0.008,7.52538341501581e-134
"TFCP2L1",3.84570200397884e-138,-1.86856125356002,0.171,0.626,1.01853417575379e-133
"SQRDL",5.2679093616913e-138,-0.960988386881239,0.609,0.922,1.39520579444394e-133
"DGKA",9.56101634521129e-138,-1.53511120705429,0.098,0.588,2.53223517902921e-133
"ECHS1",1.50201597095016e-137,-0.798652792260715,0.718,0.932,3.9780892990615e-133
"IGF2BP3",2.92819180257557e-137,-1.10104122219649,0.088,0.576,7.75531598912139e-133
"JUND",3.65836926800573e-137,1.82778697296945,0.899,0.868,9.68919100631318e-133
"TUBA1A",4.03773561398173e-137,2.85681849158755,0.655,0.29,1.06939427736306e-132
"C20orf85",5.25228649483186e-137,4.23078499409618,0.293,0.007,1.39106807815622e-132
"PLEKHF1",5.67063719134879e-137,-0.993244662019391,0.123,0.634,1.50186826012873e-132
"SERPINE1",8.55523963843128e-137,-1.42797223563001,0.184,0.67,2.26585521823852e-132
"ST3GAL4-AS1",1.25309701124873e-136,-1.96708435313487,0.033,0.49,3.31882743429227e-132
"KARS",1.43742159182268e-136,-1.03900984377264,0.61,0.902,3.80701108594236e-132
"ST14",1.97402870724428e-136,-1.49992457333473,0.796,0.957,5.22821503113647e-132
"HLA-C",2.99727213209399e-136,-0.809957452260373,0.953,0.997,7.93827524185093e-132
"C11orf88",3.02289709317915e-136,4.10971292447898,0.292,0.007,8.00614295128499e-132
"ABRACL",1.10480900712162e-135,-1.00460525485174,0.382,0.827,2.9260866553616e-131
"LIMA1",1.40375858869177e-135,-0.949962027978518,0.599,0.912,3.71785462215015e-131
"EVADR",1.42079876002905e-135,-2.19827217278275,0.028,0.481,3.76298551593694e-131
"SLC2A1",1.56153254876097e-135,-1.19239594731911,0.659,0.894,4.13571895539344e-131
"BCL2A1",1.88369760642382e-135,-1.1853366158333,0.034,0.489,4.9889731106135e-131
"CD68",2.74544497564854e-135,-1.3785386297994,0.202,0.687,7.27131101800516e-131
"GDPD3",3.37384416995978e-135,-2.91541720103225,0.039,0.49,8.93562628413849e-131
"ROPN1L",5.97127170531743e-135,3.98541898899101,0.299,0.01,1.58149131115332e-130
"S100A14",7.44298977122573e-135,-0.894918086300931,0.504,0.932,1.97127584090913e-130
"APBB1",1.38676084093397e-134,2.26109241987621,0.373,0.038,3.67283608721362e-130
"TEKT1",1.44050220340159e-134,3.71059699109155,0.29,0.007,3.81517008570912e-130
"CDCP1",1.66307204545231e-134,-1.20377227929757,0.501,0.854,4.40464631238044e-130
"WDR86-AS1",1.85556498898224e-134,3.49890628185563,0.399,0.06,4.91446387331946e-130
"HIST1H2BK",2.86900310601511e-134,-1.03030004344239,0.551,0.881,7.59855472628102e-130
"ZMYND10",3.43702234006826e-134,3.07888090847563,0.307,0.013,9.10295366767078e-130
"MS4A8",7.73578467741279e-134,3.65963183274101,0.293,0.008,2.04882257181278e-129
"GCLC",9.18616228253279e-134,-1.61447188573757,0.256,0.72,2.43295508052881e-129
"CCDC65",1.175348871101e-133,3.2641611198065,0.357,0.036,3.112911485111e-129
"TRIM31",1.27379786453874e-133,-2.17831201006291,0.187,0.627,3.37365364423087e-129
"TSPAN19",1.30395772960235e-133,4.41221586660721,0.282,0.005,3.45353204685183e-129
"CAPSL",1.34148203209905e-133,4.00641749295664,0.29,0.008,3.55291516201434e-129
"TFF1",1.51067860652584e-133,-1.52570030878225,0.015,0.459,4.00103228938368e-129
"FAM92B",1.81261421195795e-133,3.74812609836415,0.288,0.007,4.80070874037064e-129
"MRPL15",3.24843264594658e-133,-1.05822871791967,0.369,0.836,8.60347386278953e-129
"BID",3.42930709242022e-133,-1.05610890368066,0.433,0.832,9.08251983427495e-129
"LOC101928093",5.94900169482156e-133,2.81120104178597,0.381,0.047,1.57559309887349e-128
"RAC1",1.11363198970296e-132,-1.09834458306102,0.972,0.995,2.94945432472829e-128
"C6orf118",1.20107627415331e-132,3.40779691541256,0.284,0.006,3.18105051209504e-128
"MAL2",1.20291154852604e-132,-1.01504836992065,0.712,0.948,3.18591123627121e-128
"B4GALT4",1.71159017737885e-132,-1.26758152767542,0.277,0.731,4.53314658478789e-128
"IER3",1.72932438467587e-132,1.61115630084774,0.838,0.544,4.58011563281405e-128
"FBLN1",1.76496297074074e-132,-0.949592693249435,0.097,0.593,4.67450442800685e-128
"MORN5",2.06771216115997e-132,4.02135049437896,0.286,0.007,5.47633565883219e-128
"VTRNA1-2",2.10378186587836e-132,-1.91372071486054,0.046,0.508,5.57186627177883e-128
"G6PD",2.60323391286861e-132,-1.11509739013256,0.472,0.888,6.89466501823251e-128
"DLD",4.00068112860349e-132,-1.91850985186339,0.393,0.756,1.05958039691064e-127
"BST1",5.68495913874102e-132,-3.28476115338428,0.013,0.448,1.50566142789556e-127
"CAMK1D",7.34547973407479e-132,2.16109739499774,0.606,0.208,1.94545030756971e-127
"C11orf97",8.37433099076103e-132,3.8285038549523,0.283,0.007,2.21794156290306e-127
"FUOM",9.62835347088938e-132,-0.935900673834899,0.078,0.555,2.55006941676505e-127
"TMEM190",1.77437268418028e-131,3.98480706201658,0.294,0.011,4.69942605405147e-127
"MUC20",2.00129750461453e-131,-1.69907563520919,0.674,0.892,5.30043644097159e-127
"NUDT19",2.65918315489974e-131,-0.874714267003641,0.459,0.852,7.04284658575197e-127
"NPNT",2.86739689895702e-131,-2.11630527012851,0.052,0.502,7.59430068688768e-127
"FAM216B",3.43745976471198e-131,3.50087423556164,0.284,0.007,9.10411218683967e-127
"TTC29",1.00987005446986e-130,3.25505834095492,0.287,0.008,2.67464083926343e-126
"CHGB",1.12291757303342e-130,3.99532300788576,0.283,0.007,2.97404719217901e-126
"CLDN6",1.82756393986211e-130,-3.04252522775544,0.017,0.447,4.84030309472479e-126
"PRELID1",3.32416727169312e-130,-0.733103211577187,0.736,0.946,8.80405701907922e-126
"F11R",6.13427107714588e-130,-0.842200865156973,0.838,0.96,1.62466169478209e-125
"NDUFB4",1.61276721138528e-129,-0.736177881494739,0.879,0.989,4.27141395935392e-125
"STOML3",2.01604920598732e-129,3.63240324226829,0.28,0.007,5.33950632205741e-125
"VDAC1",3.12173467449427e-129,-0.864533989963162,0.724,0.942,8.26791428539808e-125
"CCL15",1.64662453410058e-128,3.02943713136447,0.278,0.007,4.36108507856538e-124
"PHLDA3",2.37921953828655e-128,-1.16049278949811,0.327,0.842,6.30136294715193e-124
"TUBA4B",3.69790675999553e-128,3.71323403475764,0.317,0.023,9.79390605384817e-124
"SLC25A43",5.43425615999848e-128,-1.69631583396841,0.104,0.564,1.4392627439756e-123
"STK33",6.29699621051665e-128,2.62657843508132,0.372,0.047,1.66775944635533e-123
"EXT1",7.27430489257731e-128,-1.35029947534824,0.243,0.699,1.9265996507991e-123
"CCDC17",7.59617726537209e-128,3.6762886747058,0.313,0.021,2.0118475487338e-123
"TPD52",7.72539868460684e-128,-0.928505347239763,0.391,0.844,2.04607184161812e-123
"CCDC181",1.01487276303652e-127,3.1387184085002,0.39,0.059,2.68789051290222e-123
"CYP2E1",1.0293826177156e-127,-3.44872275125622,0.002,0.423,2.72631986301975e-123
"ERICH3",1.62668897467505e-127,3.43386877982283,0.284,0.009,4.30828574942688e-123
"BAK1",1.71548066577909e-127,-1.07482032240485,0.22,0.726,4.54345054331592e-123
"C22orf15",2.56161468474779e-127,3.64657774614258,0.279,0.008,6.78443649255452e-123
"EMB",3.50515529899882e-127,1.44756166348725,0.604,0.179,9.28340380939837e-123
"C2orf40",4.34014158524171e-127,4.19934043547778,0.281,0.009,1.14948649885127e-122
"PIFO",4.34393935948518e-127,3.57886932717328,0.355,0.041,1.15049233935965e-122
"SERINC5",5.58026082204702e-127,-1.02654348529174,0.623,0.902,1.47793207871915e-122
"OSBPL6",6.9932980262461e-127,2.93815123028247,0.298,0.014,1.85217498225128e-122
"FAM49B",1.03451931174918e-126,-0.775106735544036,0.386,0.848,2.73992439716771e-122
"CDHR4",1.58490847586936e-126,2.96171519391681,0.282,0.009,4.19763009834001e-122
"CARD16",2.00806971974732e-126,-0.663319471090726,0.316,0.775,5.31837265275077e-122
"IL19",2.12068092233043e-126,-4.94231874750814,0.008,0.425,5.61662342279214e-122
"PTGES",2.14097685082844e-126,-1.7893077140923,0.286,0.687,5.67037718941913e-122
"TALDO1",2.82848844276457e-126,-1.07875708575613,0.863,0.972,7.49125164066197e-122
"GMPS",3.17558891141393e-126,-1.14162781383131,0.237,0.724,8.41054723187979e-122
"FBLN2",3.65973208684149e-126,-3.20574983240031,0.014,0.436,9.69280043199968e-122
"ARMC4",8.13421621562335e-126,2.82607333232055,0.296,0.014,2.15434716470784e-121
"PTK6",2.36612433192628e-125,-1.14649279081733,0.183,0.653,6.26668029310676e-121
"PLEKHA5",3.48416920296397e-125,1.79881802225174,0.8,0.539,9.22782213405008e-121
"FAM166B",3.67020707725733e-125,3.82756517063968,0.288,0.013,9.72054344411604e-121
"TPD52L1",4.50476554814509e-125,-1.36804033075146,0.111,0.59,1.19308715542623e-120
"DNAI2",6.91593771049822e-125,3.59114776220587,0.278,0.009,1.83168610262545e-120
"PRR29",6.97493513919063e-125,3.05369131408253,0.336,0.033,1.84731157161464e-120
"DNAJB13",1.39747905995011e-124,3.13401815328806,0.348,0.038,3.70122329027786e-120
"NMI",1.67946792543497e-124,-0.856167291226004,0.416,0.844,4.44807080051452e-120
"EFHD2",2.01032084190454e-124,-0.914557371955325,0.571,0.912,5.32433474978418e-120
"DYDC2",2.14786580258661e-124,3.64930321450396,0.286,0.013,5.68862257815063e-120
"RTP4",2.51516287015666e-124,-1.36118521016431,0.204,0.693,6.66140886160992e-120
"KCTD3",4.58637399109063e-124,-1.62800648709172,0.189,0.632,1.21470115154035e-119
"C10orf107",5.37183581801627e-124,3.42786537548371,0.292,0.015,1.42273071640161e-119
"IER2",1.14575693019413e-123,1.49422159723815,0.891,0.866,3.03453722961917e-119
"ANKRD66",1.63698191744008e-123,3.64040859896775,0.268,0.006,4.33554660834006e-119
"ST3GAL4",2.47947384764864e-123,-1.63371520797957,0.218,0.647,6.56688648549741e-119
"AES",7.07693095604576e-123,1.36563536373824,0.915,0.911,1.87432516370872e-118
"CCDC108",8.05616162789436e-123,2.91671947058577,0.319,0.027,2.13367440714782e-118
"EPPIN",1.03983955408521e-122,3.31232209685495,0.283,0.013,2.75401505899469e-118
"MPZL2",1.13273992219461e-122,-1.15560325767919,0.646,0.909,3.00006168393242e-118
"RHBDL2",1.43916300176806e-122,-1.1525441280176,0.254,0.716,3.8116232101827e-118
"CAPN2",2.94761879520357e-122,-1.37804557138269,0.865,0.963,7.80676837909665e-118
"APOL1",3.7981660796996e-122,-1.74642121090704,0.486,0.864,1.00594428620844e-117
"LRRIQ1",3.92309770008493e-122,3.34854290069045,0.297,0.018,1.03903242586749e-117
"DNAH12",6.98275344982682e-122,3.7379421697701,0.314,0.026,1.84938225118663e-117
"TMEM159",7.19178873056221e-122,-1.13752457086526,0.568,0.87,1.9047452452894e-117
"TLR3",7.53678941536532e-122,-2.11052776405867,0.092,0.529,1.99611867665951e-117
"RPS16",1.00669117928965e-121,-0.601364122151322,0.978,0.998,2.66622158834863e-117
"DAW1",1.40619934355426e-121,3.21810811053207,0.29,0.016,3.72431896140345e-117
"EIF3M",1.70699606393258e-121,-0.802726220300009,0.695,0.936,4.52097907532543e-117
"GSR",1.85547605696865e-121,-0.981520622205998,0.316,0.774,4.91422833688147e-117
"C1orf87",2.84824190973724e-121,3.30466696876816,0.261,0.005,7.54356869793908e-117
"ACKR2",3.05278469136153e-121,-2.31961855360693,0.053,0.476,8.08530025507101e-117
"RCN1",3.68064276053236e-121,-1.04609744246896,0.613,0.89,9.74818235126994e-117
"CYP4B1",3.68673425692279e-121,2.75421717027308,0.377,0.057,9.76431567946002e-117
"LGSN",3.79434411868096e-121,-2.27445502037913,0.018,0.434,1.00493203983265e-116
"NKX2-1",4.47123853867858e-121,1.71777806257345,0.592,0.195,1.18420752696902e-116
"DNAAF3",5.61250887114257e-121,3.23192115503496,0.332,0.035,1.48647297452211e-116
"ATP5G3",6.19186672201717e-121,-0.738848238132345,0.821,0.978,1.63991590132625e-116
"CHST9",6.53688748637366e-121,3.33170939570869,0.29,0.016,1.73129465076607e-116
"MAP6",1.22636978563032e-120,2.90421886828568,0.359,0.048,3.24804037724191e-116
"TMEM212",1.38370609120763e-120,3.40238941802106,0.263,0.006,3.6647455825634e-116
