"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive.pt.occupancy","naive.n.nonzero.pts","grouped_pd.pt.occupancy","grouped_pd.n.nonzero.pts","gene","sig"
"BTG3",2.49479752986433e-24,1.03295598052708,0.784,0.876,6.60747125784568e-20,0.409937888198758,10,0.502197802197802,11,"BTG3","p_val_adj<0.05"
"RBBP8",2.61822224167542e-24,-0.286574583031474,0.385,0.584,6.93436160707734e-20,0.321518987341772,11,0.56507413509061,11,"RBBP8","p_val_adj<0.05"
"ZNF746",2.67265207056189e-24,0.342699614815939,0.138,0.321,7.07851900888316e-20,0.47887323943662,8,0.761619190404798,9,"ZNF746","p_val_adj<0.05"
"SCYL3",2.90480458949226e-24,-0.263634394853446,0.132,0.307,7.69337495527024e-20,0.411764705882353,9,0.865203761755486,9,"SCYL3","p_val_adj<0.05"
"ANXA2R",3.02171617143571e-24,1.45702094029004,0.232,0.1,8.00301528004747e-20,0.899159663865546,9,0.634615384615385,9,"ANXA2R","p_val_adj<0.05"
"RCAN3",3.07855743407957e-24,-0.285911970274605,0.326,0.536,8.15355936415973e-20,0.441791044776119,11,0.736983842010772,10,"RCAN3","p_val_adj<0.05"
"ASTN2",3.27565016231875e-24,1.67698760514576,0.145,0.044,8.67555945490121e-20,0.731543624161074,7,0.434782608695652,8,"ASTN2","p_val_adj<0.05"
"PPAPDC2",3.34934882762729e-24,-0.781660561787922,0.068,0.214,8.87075036997087e-20,0.342857142857143,7,0.695945945945946,9,"PPAPDC2","p_val_adj<0.05"
"CAPS2",3.58156418529355e-24,1.4703034904882,0.212,0.087,9.48577274474998e-20,0.779816513761468,8,0.419889502762431,9,"CAPS2","p_val_adj<0.05"
"HSPE1",4.03633083579896e-24,-0.50970102492751,0.91,0.981,1.06902222186135e-19,0.33048128342246,12,0.472031403336605,11,"HSPE1","p_val_adj<0.05"
"FUT10",4.04868889910597e-24,-0.557938968905649,0.065,0.211,1.07229525492822e-19,0.402985074626866,7,0.753986332574032,8,"FUT10","p_val_adj<0.05"
"GPR135",4.28321019581913e-24,1.61977756126044,0.119,0.029,1.1344082203627e-19,0.844262295081967,7,0.466666666666667,7,"GPR135","p_val_adj<0.05"
"ARHGAP26",4.6549031491571e-24,-0.35539724144519,0.466,0.616,1.23285109905426e-19,0.440501043841336,10,0.7171875,9,"ARHGAP26","p_val_adj<0.05"
"DNAJB4",4.89873797241625e-24,-0.638596529932495,0.227,0.426,1.29743075199444e-19,0.347639484978541,11,0.494915254237288,9,"DNAJB4","p_val_adj<0.05"
"LRR1",5.34182295948945e-24,-0.636535706417795,0.105,0.268,1.41478181082078e-19,0.398148148148148,11,0.427289048473968,10,"LRR1","p_val_adj<0.05"
"CYFIP2",5.45694436179897e-24,1.00334425350758,0.201,0.077,1.44527171422246e-19,0.427184466019417,10,0.35625,10,"CYFIP2","p_val_adj<0.05"
"RNF40",6.45584844229093e-24,0.359835833086695,0.376,0.623,1.70983145994075e-19,0.290155440414508,11,0.634466769706337,10,"RNF40","p_val_adj<0.05"
"RPPH1",7.22204297069018e-24,1.63824023998774,0.161,0.053,1.91275808078729e-19,0.448484848484848,10,0.272727272727273,8,"RPPH1","p_val_adj<0.05"
"YWHAH",7.3442069664203e-24,-0.534742364568398,0.811,0.838,1.94511321505642e-19,0.336134453781513,11,0.550258472142447,11,"YWHAH","p_val_adj<0.05"
"SLC9A8",7.63844432608774e-24,0.529458700070089,0.241,0.456,2.02304197976434e-19,0.368421052631579,10,0.777426160337553,8,"SLC9A8","p_val_adj<0.05"
"GUF1",7.93075074762109e-24,-0.366659232292291,0.162,0.34,2.10045933550745e-19,0.409638554216867,9,0.661951909476662,10,"GUF1","p_val_adj<0.05"
"PAPLN",8.56987746408583e-24,1.07773310126313,0.259,0.121,2.26973204636313e-19,0.417293233082707,8,0.354581673306773,9,"PAPLN","p_val_adj<0.05"
"CMAHP",8.88021794104076e-24,0.634492667999112,0.358,0.186,2.35192572168464e-19,0.426630434782609,9,0.459948320413437,8,"CMAHP","p_val_adj<0.05"
"PTPN3",9.58302123000497e-24,0.30447692000227,0.382,0.612,2.53806317276682e-19,0.346938775510204,11,0.649881982690795,11,"PTPN3","p_val_adj<0.05"
"KCCAT333",9.58561019377404e-24,-0.55775907765998,0.24,0.409,2.53874885982105e-19,0.459349593495935,9,0.901176470588235,7,"KCCAT333","p_val_adj<0.05"
"MRE11A",9.64518615552922e-24,-0.500240027532473,0.197,0.375,2.55452755329191e-19,0.356435643564356,10,0.706410256410256,10,"MRE11A","p_val_adj<0.05"
"YPEL3",9.95801963452129e-24,-0.287333238153026,0.587,0.741,2.63738150020296e-19,0.354892205638474,11,0.623376623376623,11,"YPEL3","p_val_adj<0.05"
"MMP25-AS1",1.01160136395022e-23,0.360079542454698,0.068,0.218,2.67922621242216e-19,0.4,9,0.616740088105727,8,"MMP25-AS1","p_val_adj<0.05"
"LOC648987",1.02435428962082e-23,1.8517315911246,0.277,0.137,2.71300233606073e-19,0.612676056338028,10,0.454225352112676,9,"LOC648987","p_val_adj<0.05"
"SRD5A3",1.10084050044388e-23,-0.416222636518071,0.681,0.795,2.91557606542562e-19,0.320457796852647,10,0.579552329098609,11,"SRD5A3","p_val_adj<0.05"
"CIT",1.11312018654875e-23,1.43154879061313,0.363,0.219,2.94809881407437e-19,0.552278820375335,9,0.353846153846154,10,"CIT","p_val_adj<0.05"
"SAT1",1.27348846962345e-23,0.361844869085665,0.981,0.991,3.3728342117977e-19,0.357497517378352,11,0.468188440990772,11,"SAT1","p_val_adj<0.05"
"KCNK1",1.37691344505662e-23,-0.275021525493456,0.575,0.741,3.64675525923247e-19,0.326565143824027,10,0.619233268356075,11,"KCNK1","p_val_adj<0.05"
"MAPK8IP1",1.37904469116336e-23,1.85086560317312,0.295,0.16,3.65239986454615e-19,0.633663366336634,11,0.804804804804805,10,"MAPK8IP1","p_val_adj<0.05"
"ANKMY1",1.39949145203263e-23,1.63840857244598,0.264,0.132,3.70655311070842e-19,0.749077490774908,10,0.631386861313869,8,"ANKMY1","p_val_adj<0.05"
"NPM1",1.48599321826431e-23,-0.271101508574814,0.929,0.994,3.93565303857302e-19,0.352201257861635,12,0.466602129719264,11,"NPM1","p_val_adj<0.05"
"ERF",1.51493834232411e-23,0.804552752816997,0.27,0.131,4.01231419964539e-19,0.379061371841155,10,0.551470588235294,7,"ERF","p_val_adj<0.05"
"PAK1IP1",1.56812676347442e-23,-0.326673817402295,0.337,0.541,4.153183733062e-19,0.30635838150289,11,0.444839857651246,11,"PAK1IP1","p_val_adj<0.05"
"TTC27",1.70547026151947e-23,-0.574300763376221,0.143,0.307,4.51693798763432e-19,0.374149659863946,8,0.675039246467818,9,"TTC27","p_val_adj<0.05"
"WRAP53",1.77352294041244e-23,1.43320211658954,0.298,0.161,4.69717550768234e-19,0.624183006535948,9,0.495522388059702,11,"WRAP53","p_val_adj<0.05"
"S100A6",1.84677250890369e-23,0.34261362044824,0.991,0.989,4.89117698983143e-19,0.365422396856582,12,0.468871595330739,11,"S100A6","p_val_adj<0.05"
"GNA11",1.89919338345264e-23,1.32894200354868,0.533,0.437,5.03001367607431e-19,0.39853747714808,11,0.536853685368537,10,"GNA11","p_val_adj<0.05"
"TNRC6B",1.98460818412764e-23,0.774025905420165,0.853,0.794,5.25623477566207e-19,0.348173515981735,12,0.570909090909091,10,"TNRC6B","p_val_adj<0.05"
"LEKR1",2.00628884517528e-23,1.67612582407561,0.276,0.147,5.31365600644673e-19,0.579505300353357,10,0.620915032679739,8,"LEKR1","p_val_adj<0.05"
"SCIN",2.07424559357533e-23,-0.537117088937372,0.35,0.5,5.49363945458426e-19,0.534818941504178,8,0.820192307692308,10,"SCIN","p_val_adj<0.05"
"ZNF573",2.16017766688446e-23,-0.604826453066773,0.092,0.244,5.72123055074349e-19,0.457446808510638,8,0.857707509881423,9,"ZNF573","p_val_adj<0.05"
"ITPRIP",2.18125601882891e-23,-0.559266458931021,0.084,0.234,5.77705656586836e-19,0.302325581395349,8,0.539094650205761,10,"ITPRIP","p_val_adj<0.05"
"MUM1",2.26195393611173e-23,1.41344828204338,0.398,0.24,5.99078499979193e-19,0.398533007334963,11,0.405622489959839,10,"MUM1","p_val_adj<0.05"
"ZNF212",2.30199849094698e-23,-0.257344488301765,0.094,0.253,6.09684300327307e-19,0.463917525773196,9,0.601904761904762,9,"ZNF212","p_val_adj<0.05"
"CDCA7",2.40231317384794e-23,0.896586791795175,0.171,0.059,6.36252644093627e-19,0.653409090909091,7,0.308943089430894,9,"CDCA7","p_val_adj<0.05"
"URB2",2.60622402456402e-23,-0.543448863516351,0.078,0.225,6.90258432905781e-19,0.2625,8,0.675213675213675,9,"URB2","p_val_adj<0.05"
"MARVELD1",2.6143799274005e-23,-0.294606346930534,0.142,0.317,6.92418523772021e-19,0.561643835616438,8,0.564491654021244,9,"MARVELD1","p_val_adj<0.05"
"SMAD7",2.76415929257337e-23,1.2444116063977,0.189,0.072,7.32087588638058e-19,0.45360824742268,8,0.293333333333333,9,"SMAD7","p_val_adj<0.05"
"TRIM59",2.78401109759551e-23,-0.306890095998128,0.213,0.406,7.37345339198172e-19,0.360730593607306,9,0.415183867141163,10,"TRIM59","p_val_adj<0.05"
"FAM117A",2.93142400585301e-23,0.985859184673354,0.206,0.084,7.7638764795017e-19,0.424528301886792,9,0.4,9,"FAM117A","p_val_adj<0.05"
"RPL35",2.97553365435705e-23,-0.364507012907844,0.963,0.998,7.88070088356465e-19,0.361981799797776,12,0.465284474445516,11,"RPL35","p_val_adj<0.05"
"CPQ",3.10841032099605e-23,1.31440432859722,0.238,0.108,8.23262473515805e-19,0.290983606557377,10,0.330357142857143,10,"CPQ","p_val_adj<0.05"
"FA2H",3.21411835412054e-23,-0.34668507427843,0.336,0.516,8.51259246088826e-19,0.446376811594203,8,0.87138863000932,9,"FA2H","p_val_adj<0.05"
"LFNG",3.42119800868469e-23,2.18395733047533,0.288,0.157,9.0610429260014e-19,0.719594594594595,9,0.709480122324159,10,"LFNG","p_val_adj<0.05"
"CADM1",3.65567747976932e-23,-0.319361723583038,0.17,0.349,9.68206180516905e-19,0.445714285714286,10,0.775482093663912,8,"CADM1","p_val_adj<0.05"
"PHC1",3.7624770999493e-23,1.91443816524118,0.198,0.08,9.96492059921572e-19,0.374384236453202,7,0.62874251497006,9,"PHC1","p_val_adj<0.05"
"ASB14",3.80837429846863e-23,1.71098479949603,0.138,0.042,1.00864793294942e-18,0.76056338028169,9,0.579545454545455,9,"ASB14","p_val_adj<0.05"
"CD24",3.84589611680973e-23,-0.929955211440158,0.747,0.837,1.01858558653706e-18,0.430247718383312,12,0.554916618746406,11,"CD24","p_val_adj<0.05"
"CARD6",3.86127230685788e-23,-0.574769171562904,0.121,0.284,1.02265797047131e-18,0.661290322580645,7,0.67005076142132,8,"CARD6","p_val_adj<0.05"
"TNPO2",3.93075949241857e-23,1.59234849150822,0.349,0.203,1.04106165156706e-18,0.410614525139665,10,0.464454976303318,10,"TNPO2","p_val_adj<0.05"
"C6orf99",4.05937667431535e-23,1.91895328081143,0.194,0.079,1.07512591219242e-18,0.402010050251256,9,0.609756097560976,9,"C6orf99","p_val_adj<0.05"
"PTGER4",4.1884118127071e-23,1.01713925316119,0.178,0.064,1.10930086859548e-18,0.442622950819672,8,0.611940298507463,8,"PTGER4","p_val_adj<0.05"
"RHEBL1",4.20028272012077e-23,1.67550560811916,0.13,0.037,1.11244487842399e-18,0.708955223880597,8,0.519480519480519,7,"RHEBL1","p_val_adj<0.05"
"ZNF844",4.53549823644867e-23,1.5562358358245,0.137,0.04,1.20122670792343e-18,0.446808510638298,8,0.511904761904762,8,"ZNF844","p_val_adj<0.05"
"HPN",4.72537075472623e-23,-0.313452702459439,0.098,0.255,1.25151444438924e-18,0.584158415841584,9,0.413988657844991,9,"HPN","p_val_adj<0.05"
"SYTL2",4.92703544765895e-23,-0.510758503226022,0.471,0.584,1.30492533831247e-18,0.40702479338843,9,0.779884583676834,8,"SYTL2","p_val_adj<0.05"
"SRCIN1",5.14004715310891e-23,2.21835040820848,0.101,0.021,1.36134148850089e-18,0.480769230769231,9,0.409090909090909,7,"SRCIN1","p_val_adj<0.05"
"IL17RB",5.28000007192133e-23,1.38322953512537,0.167,0.06,1.39840801904836e-18,0.412790697674419,8,0.387096774193548,7,"IL17RB","p_val_adj<0.05"
"UBE2T",5.54410487325215e-23,-0.560493961992186,0.193,0.382,1.46835617568083e-18,0.398989898989899,12,0.458438287153652,10,"UBE2T","p_val_adj<0.05"
"FDXACB1",6.01218292394342e-23,-0.437157553425688,0.058,0.193,1.59232664740642e-18,0.4,7,0.746268656716418,7,"FDXACB1","p_val_adj<0.05"
"WDR46",6.13218335060031e-23,0.256281888512845,0.349,0.613,1.62410876040649e-18,0.346368715083799,10,0.611459968602826,11,"WDR46","p_val_adj<0.05"
"BTBD19",6.79453879526738e-23,1.39286771782065,0.123,0.033,1.79953359992657e-18,0.396825396825397,8,0.558823529411765,7,"BTBD19","p_val_adj<0.05"
"S100A12",6.97179029769022e-23,-0.523043343926461,0.012,0.114,1.84647866034325e-18,0.416666666666667,7,0.582278481012658,7,"S100A12","p_val_adj<0.05"
"MMP15",7.27979375753529e-23,0.606494125018677,0.167,0.362,1.92805337668322e-18,0.348837209302326,10,0.797872340425532,10,"MMP15","p_val_adj<0.05"
"EPHA2",7.58439198391657e-23,0.629676964496761,0.574,0.402,2.0087262169403e-18,0.335593220338983,11,0.659880239520958,9,"EPHA2","p_val_adj<0.05"
"TSPAN6",7.59621893347025e-23,0.659094194769714,0.803,0.799,2.01185858452959e-18,0.346666666666667,11,0.567469879518072,11,"TSPAN6","p_val_adj<0.05"
"FRG1JP",7.92110272353786e-23,-0.35323759010522,0.058,0.191,2.097904056329e-18,0.583333333333333,8,0.707808564231738,9,"FRG1JP","p_val_adj<0.05"
"CHRNA10",8.16387096364655e-23,1.95671336206647,0.104,0.023,2.16220122472179e-18,0.467289719626168,9,0.3125,7,"CHRNA10","p_val_adj<0.05"
"SNORA57",8.29254289832144e-23,0.863489997317373,0.127,0.035,2.19627998662043e-18,0.369230769230769,7,0.246575342465753,8,"SNORA57","p_val_adj<0.05"
"ACTR3C",8.42139831909938e-23,-0.293002248142342,0.177,0.362,2.23040734481347e-18,0.489010989010989,9,0.682602921646746,9,"ACTR3C","p_val_adj<0.05"
"ABHD17B",8.79270238207432e-23,-0.259033239298885,0.247,0.437,2.32874722589238e-18,0.401574803149606,9,0.751375137513751,9,"ABHD17B","p_val_adj<0.05"
"ACBD7",9.47818278601296e-23,1.01504108806015,0.142,0.043,2.51029671087553e-18,0.684931506849315,8,0.477777777777778,7,"ACBD7","p_val_adj<0.05"
"ACSS2",9.89280883771925e-23,-0.257366012811564,0.236,0.423,2.62011042066994e-18,0.334710743801653,8,0.624145785876993,10,"ACSS2","p_val_adj<0.05"
"ADGRE5",9.97851520042892e-23,1.24454488103481,0.523,0.429,2.6428097508336e-18,0.385474860335196,9,0.521885521885522,10,"ADGRE5","p_val_adj<0.05"
"CRTC2",1.03806470988042e-22,0.286739650450277,0.253,0.476,2.7493143841183e-18,0.330769230769231,9,0.684529828109201,8,"CRTC2","p_val_adj<0.05"
"KRT16P1",1.11462160599786e-22,1.14491530303002,0.186,0.074,2.95207532348532e-18,0.821989528795812,7,0.261437908496732,8,"KRT16P1","p_val_adj<0.05"
"CSPP1",1.14133704405985e-22,1.59323279069204,0.5,0.408,3.02283116119252e-18,0.524366471734893,11,0.570754716981132,11,"CSPP1","p_val_adj<0.05"
"NME1",1.19944245001449e-22,-0.498147859514827,0.642,0.882,3.17672332886338e-18,0.33535660091047,11,0.469721767594108,11,"NME1","p_val_adj<0.05"
"VDR",1.20649235036704e-22,0.304361577340608,0.266,0.478,3.19539498994711e-18,0.41025641025641,11,0.501006036217304,11,"VDR","p_val_adj<0.05"
"GGT3P",1.20762968737348e-22,1.74032809668639,0.129,0.038,3.19840722700866e-18,0.742424242424242,8,0.448717948717949,7,"GGT3P","p_val_adj<0.05"
"SLC12A2",1.28885380694536e-22,1.22148399821988,0.719,0.679,3.41352930769479e-18,0.456639566395664,9,0.658398299078668,11,"SLC12A2","p_val_adj<0.05"
"MED22",1.3193721174514e-22,-0.301889111474561,0.09,0.238,3.49435705307002e-18,0.293478260869565,9,0.735353535353535,9,"MED22","p_val_adj<0.05"
"GBP1",1.34153474868392e-22,-1.02215133382293,0.3,0.468,3.55305478188936e-18,0.577922077922078,10,0.512345679012346,10,"GBP1","p_val_adj<0.05"
"C8orf59",1.3470691632338e-22,-0.278863454914345,0.739,0.918,3.56771267882471e-18,0.330698287220026,11,0.499475890985325,11,"C8orf59","p_val_adj<0.05"
"CDKN3",1.35890265902749e-22,-1.66281774351826,0.056,0.184,3.59905369243432e-18,0.508771929824561,10,0.662303664921466,10,"CDKN3","p_val_adj<0.05"
"ZNF704",1.38507439196423e-22,0.817864678129853,0.261,0.469,3.66836952711727e-18,0.361940298507463,9,0.721025641025641,10,"ZNF704","p_val_adj<0.05"
"LOC100128770",1.43269564874661e-22,0.380552243055127,0.226,0.431,3.79449442570539e-18,0.512931034482759,8,0.774553571428571,9,"LOC100128770","p_val_adj<0.05"
"BIRC5",1.46145638751785e-22,-1.31078204547822,0.063,0.196,3.87066724234102e-18,0.492307692307692,9,0.597051597051597,10,"BIRC5","p_val_adj<0.05"
"CROCC",1.57429958851594e-22,1.4153396816436,0.31,0.171,4.16953246018446e-18,0.522012578616352,10,0.556179775280899,10,"CROCC","p_val_adj<0.05"
"OMA1",1.58945924618813e-22,-0.267480826605978,0.328,0.521,4.20968281352928e-18,0.445103857566766,10,0.693444136657433,10,"OMA1","p_val_adj<0.05"
"LOC553103",1.59199993861589e-22,0.450676709944424,0.166,0.358,4.21641183742418e-18,0.388235294117647,9,0.80241935483871,9,"LOC553103","p_val_adj<0.05"
"RAPGEFL1",1.64226849768857e-22,-0.685393228448036,0.046,0.172,4.34954811612819e-18,0.297872340425532,7,0.779329608938548,7,"RAPGEFL1","p_val_adj<0.05"
"LYSMD1",1.76671840081581e-22,0.429163247859753,0.16,0.355,4.67915368456066e-18,0.390243902439024,11,0.709633649932157,11,"LYSMD1","p_val_adj<0.05"
"TRANK1",2.10098750314212e-22,-0.267154862912129,0.175,0.359,5.56446540207189e-18,0.461111111111111,10,0.750335570469799,10,"TRANK1","p_val_adj<0.05"
"MAP10",2.16694678190266e-22,-0.377041848303507,0.042,0.167,5.73915855186919e-18,0.348837209302326,8,0.882183908045977,10,"MAP10","p_val_adj<0.05"
"GUSB",2.17196491289208e-22,-0.331968106174603,0.664,0.779,5.75244907179468e-18,0.381231671554252,10,0.591105620753552,11,"GUSB","p_val_adj<0.05"
"HEXIM1",2.18623071671854e-22,1.20475910138168,0.741,0.748,5.79023205322905e-18,0.370565045992116,11,0.554983922829582,11,"HEXIM1","p_val_adj<0.05"
"TUBB3",2.36292613890061e-22,-0.342264536672671,0.287,0.504,6.25820987887827e-18,0.379661016949153,8,0.546322827125119,9,"TUBB3","p_val_adj<0.05"
"DCAF4",2.43199578330278e-22,-0.659053741630446,0.11,0.261,6.44114083207741e-18,0.433628318584071,7,0.753222836095764,10,"DCAF4","p_val_adj<0.05"
"SLC12A4",2.44948670279346e-22,0.276644183900459,0.205,0.4,6.48746553234848e-18,0.369668246445498,8,0.806490384615385,10,"SLC12A4","p_val_adj<0.05"
"SCUBE3",2.50908463850703e-22,1.04776376653845,0.176,0.065,6.64531066508587e-18,0.469613259668508,10,0.308823529411765,9,"SCUBE3","p_val_adj<0.05"
"TET2",2.60752963464736e-22,0.369673556577046,0.23,0.422,6.90604223736353e-18,0.377118644067797,11,0.678449258836944,10,"TET2","p_val_adj<0.05"
"SESTD1",2.72201982413075e-22,-0.515337867987001,0.422,0.581,7.2092695042103e-18,0.364896073903002,9,0.740679370339685,10,"SESTD1","p_val_adj<0.05"
"ADAM12",2.87980715408122e-22,2.00131493945493,0.178,0.07,7.6271692475841e-18,0.73224043715847,8,0.705479452054795,8,"ADAM12","p_val_adj<0.05"
"DNAJC24",2.90226718423498e-22,-0.272461785685413,0.111,0.27,7.68665463744635e-18,0.315789473684211,9,0.572192513368984,11,"DNAJC24","p_val_adj<0.05"
"LOC101929595",2.91634780825998e-22,1.14215088823796,0.294,0.153,7.72394717017655e-18,0.503311258278146,8,0.410094637223975,10,"LOC101929595","p_val_adj<0.05"
"MAP3K11",2.94079030547925e-22,0.453457456962472,0.396,0.669,7.78868312406181e-18,0.43980343980344,10,0.654205607476635,10,"MAP3K11","p_val_adj<0.05"
"ANXA3",2.9607176583592e-22,-0.714950540997457,0.576,0.631,7.84146071816434e-18,0.33277027027027,10,0.718535469107552,10,"ANXA3","p_val_adj<0.05"
"TMEM261",2.98325267370025e-22,0.927160825793375,0.686,0.757,7.90114470629511e-18,0.354609929078014,10,0.479338842975207,11,"TMEM261","p_val_adj<0.05"
"ZNF467",3.00575411118313e-22,0.284901057561078,0.065,0.205,7.96073976346851e-18,0.626865671641791,8,0.845070422535211,7,"ZNF467","p_val_adj<0.05"
"ALKBH6",3.08073980124589e-22,-0.466165588595494,0.17,0.353,8.15933936359975e-18,0.337142857142857,9,0.462482946793997,10,"ALKBH6","p_val_adj<0.05"
"MFSD9",3.08113167141236e-22,-0.356550122659256,0.105,0.256,8.16037723173564e-18,0.333333333333333,7,0.675422138836773,8,"MFSD9","p_val_adj<0.05"
"EGLN3",3.13642929969074e-22,-0.934147511707182,0.554,0.579,8.30683300023092e-18,0.448154657293497,11,0.796342477140482,8,"EGLN3","p_val_adj<0.05"
"CARNMT1",3.22943469108132e-22,-0.44453042465843,0.106,0.26,8.55315777932887e-18,0.339449541284404,8,0.458410351201479,10,"CARNMT1","p_val_adj<0.05"
"DENND6B",3.26710789935717e-22,1.6303971744531,0.37,0.239,8.65293527144747e-18,0.660526315789474,8,0.826961770623742,9,"DENND6B","p_val_adj<0.05"
"PIKFYVE",3.37523238276243e-22,-0.275353979402203,0.136,0.303,8.93930296574629e-18,0.414285714285714,9,0.605723370429253,9,"PIKFYVE","p_val_adj<0.05"
"ATP1A1",3.39536250277764e-22,0.599404372321891,0.937,0.836,8.99261758860657e-18,0.363825363825364,11,0.548331415420023,11,"ATP1A1","p_val_adj<0.05"
"IBA57",3.49448990570832e-22,-0.392128933942783,0.159,0.325,9.2551565152685e-18,0.417177914110429,9,0.662721893491124,10,"IBA57","p_val_adj<0.05"
"LOC153684",3.67717882685891e-22,1.90670957818002,0.229,0.108,9.73900812293583e-18,0.638297872340426,9,0.544642857142857,10,"LOC153684","p_val_adj<0.05"
"GOLPH3L",3.8084316772182e-22,-0.268669651711531,0.519,0.686,1.00866312971124e-17,0.397748592870544,11,0.656842105263158,10,"GOLPH3L","p_val_adj<0.05"
"SLC7A6OS",3.88174515243796e-22,-0.277462396821834,0.118,0.29,1.02808020362319e-17,0.396694214876033,8,0.586378737541528,8,"SLC7A6OS","p_val_adj<0.05"
"SLC25A20",4.20300067106652e-22,-0.675848291254182,0.08,0.219,1.11316472773197e-17,0.390243902439024,8,0.839912280701754,7,"SLC25A20","p_val_adj<0.05"
"SFTPA2",4.43094671841817e-22,0.82155995261806,0.269,0.138,1.17353623837305e-17,0.833333333333333,8,0.407665505226481,9,"SFTPA2","p_val_adj<0.05"
"FEN1",4.78013198607866e-22,-0.314823121984643,0.166,0.339,1.26601795651293e-17,0.423529411764706,9,0.45531914893617,10,"FEN1","p_val_adj<0.05"
"NSMF",4.89504534686431e-22,-0.266836682705183,0.146,0.315,1.29645276011701e-17,0.373333333333333,10,0.67737003058104,11,"NSMF","p_val_adj<0.05"
"CFLAR",4.94982797885172e-22,-0.266014643700814,0.795,0.948,1.31096194019888e-17,0.329656862745098,11,0.485279187817259,10,"CFLAR","p_val_adj<0.05"
"LRRC8B",6.03189904886918e-22,1.1846642104994,0.47,0.327,1.597548463093e-17,0.370600414078675,9,0.533823529411765,11,"LRRC8B","p_val_adj<0.05"
"CTPS1",6.0520967585325e-22,-0.46698276087789,0.151,0.316,1.60289782649733e-17,0.380645161290323,8,0.399390243902439,11,"CTPS1","p_val_adj<0.05"
"MTL5",6.12581650830101e-22,0.663962861212027,0.078,0.226,1.62242250222352e-17,0.375,8,0.748936170212766,8,"MTL5","p_val_adj<0.05"
"HCLS1",6.19741546990541e-22,-1.12913830102771,0.157,0.3,1.64138548720445e-17,0.627329192546584,9,0.900641025641026,7,"HCLS1","p_val_adj<0.05"
"MLLT1",6.75511608378901e-22,1.77987399871819,0.294,0.164,1.78909249479152e-17,0.43046357615894,10,0.472140762463343,10,"MLLT1","p_val_adj<0.05"
"NLRX1",7.65379630361998e-22,0.468835869078493,0.189,0.385,2.02710795101375e-17,0.371134020618557,9,0.710888610763454,9,"NLRX1","p_val_adj<0.05"
"RPL11",8.03226673390368e-22,0.387181867642694,0.975,0.996,2.12734584447439e-17,0.35964035964036,12,0.466408893185114,11,"RPL11","p_val_adj<0.05"
"SAAL1",8.1661187308737e-22,-0.26865593439009,0.114,0.275,2.1627965458719e-17,0.299145299145299,9,0.522727272727273,9,"SAAL1","p_val_adj<0.05"
"ZHX1",8.2173373813554e-22,-0.352823518890443,0.218,0.407,2.17636180545198e-17,0.299107142857143,10,0.434988179669031,10,"ZHX1","p_val_adj<0.05"
"SLC26A6",8.37700582943555e-22,-0.514303293530177,0.13,0.285,2.21864999392601e-17,0.481203007518797,8,0.816188870151771,10,"SLC26A6","p_val_adj<0.05"
"SLC9A1",8.39983520821043e-22,0.377749585224407,0.287,0.512,2.22469635489453e-17,0.410169491525424,9,0.590780809031044,11,"SLC9A1","p_val_adj<0.05"
"KIF26B",9.30095256524334e-22,1.9687841376453,0.155,0.055,2.4633572869047e-17,0.610062893081761,8,0.394736842105263,8,"KIF26B","p_val_adj<0.05"
"EXOSC2",9.431702627643e-22,-0.401266748154708,0.199,0.378,2.49798644093125e-17,0.32843137254902,10,0.445859872611465,10,"EXOSC2","p_val_adj<0.05"
"MALL",9.57120486539383e-22,-0.51121609634604,0.524,0.775,2.53493360859956e-17,0.45910780669145,10,0.459006211180124,10,"MALL","p_val_adj<0.05"
"EVI5",9.88378464103374e-22,1.20932648877702,0.537,0.416,2.61772036217779e-17,0.393115942028986,11,0.598843930635838,10,"EVI5","p_val_adj<0.05"
"C15orf65",1.0382316720111e-21,1.39112870790629,0.209,0.092,2.74975658332139e-17,0.516279069767442,9,0.598958333333333,8,"C15orf65","p_val_adj<0.05"
"MFSD1",1.04162076933815e-21,-0.295246947965915,0.461,0.651,2.75873260759209e-17,0.384778012684989,11,0.569844789356984,10,"MFSD1","p_val_adj<0.05"
"CRYZ",1.07817033112465e-21,0.996024491381011,0.424,0.277,2.85553412198363e-17,0.441379310344828,9,0.335069444444444,11,"CRYZ","p_val_adj<0.05"
"RPL41",1.09509431271132e-21,0.278465056973438,0.984,0.998,2.90035728721592e-17,0.360039564787339,12,0.46502653159672,11,"RPL41","p_val_adj<0.05"
"RBM45",1.1213804891987e-21,-0.330449269352503,0.119,0.277,2.96997622564276e-17,0.385245901639344,7,0.716521739130435,9,"RBM45","p_val_adj<0.05"
"C11orf63",1.12659816286117e-21,1.31736486493384,0.278,0.146,2.9837952343378e-17,0.618881118881119,7,0.368421052631579,9,"C11orf63","p_val_adj<0.05"
"ASCC2",1.12897833022756e-21,-0.287529983052214,0.491,0.651,2.99009910760769e-17,0.353174603174603,10,0.671840354767184,10,"ASCC2","p_val_adj<0.05"
"LXN",1.14421745105678e-21,1.98341419183919,0.398,0.301,3.03045991912389e-17,0.677261613691931,8,0.4416,9,"LXN","p_val_adj<0.05"
