"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts"
"LGALSL",0.000923915321729963,1.12228683510768,0.299,0.25,1,0.441558441558442,5,0.45,9
"OCEL1",0.000924770132509747,0.58930304532381,0.334,0.486,1,0.47093023255814,5,0.733663366336634,10
"USP12",0.000929120266613046,1.1809347935407,0.419,0.403,1,0.611111111111111,4,0.623655913978495,11
"CAMKK2",0.000930811541062067,0.4712693938862,0.324,0.432,1,0.437125748502994,5,0.623608017817372,9
"MAML3",0.000933682710859403,1.47220328609241,0.285,0.237,1,0.578231292517007,6,0.537525354969574,9
"CBS",0.000937288283880477,0.706191603358501,0.117,0.075,1,0.733333333333333,5,0.458064516129032,8
"ZNF546",0.000940867811149198,0.578641264919577,0.126,0.192,1,0.507692307692308,3,0.8225,10
"DHCR7",0.000947107913875226,0.717641486507719,0.417,0.369,1,0.525581395348837,5,0.567885117493473,11
"PTPN1",0.000955471911884753,0.802473704733216,0.637,0.683,1,0.344512195121951,5,0.490845070422535,11
"SRR",0.000958342854718775,0.987806724406674,0.148,0.102,1,0.407894736842105,5,0.364928909952607,9
"SNRK",0.000960106394347411,0.315591656958105,0.117,0.183,1,0.383333333333333,4,0.653543307086614,8
"RFTN1",0.000960511904497576,0.372908721379411,0.245,0.328,1,0.404761904761905,4,0.839941262848752,9
"EXOSC4",0.000960914657027539,0.258722007416073,0.518,0.727,1,0.456928838951311,6,0.533421575115817,11
"METTL17",0.000963473684947633,0.43938214990209,0.392,0.51,1,0.396039603960396,5,0.555660377358491,11
"MAP2K5",0.000986398862266603,0.41909024536463,0.202,0.286,1,0.365384615384615,5,0.65546218487395,9
"TPGS1",0.000990008421722925,0.927561859444531,0.408,0.408,1,0.461904761904762,5,0.54127358490566,10
"ANKHD1-EIF4EBP3",0.000990534425391466,0.478182015864585,0.091,0.156,1,0.319148936170213,5,0.759259259259259,8
"HAGH",0.000992980705055794,0.469413256127081,0.722,0.781,1,0.389784946236559,6,0.574861367837338,11
"TRA2B",0.000995326842684405,0.466965960410244,0.841,0.877,1,0.351039260969977,6,0.470911086717892,10
"TTC28",0.000998264786164229,1.21668015799279,0.214,0.163,1,0.390909090909091,5,0.710914454277286,9
"WDR46",0.00100016459633756,0.477473342941891,0.423,0.613,1,0.426605504587156,4,0.611459968602826,11
"POM121",0.00101237387778707,0.778484846697507,0.691,0.769,1,0.398876404494382,5,0.575453976205385,11
"SEPN1",0.00101432480704439,0.799496702351368,0.635,0.66,1,0.379204892966361,5,0.659372720641867,10
"SLC9A1",0.00101458103993983,1.01813376292572,0.501,0.512,1,0.418604651162791,6,0.590780809031044,11
"PRRT3",0.00101474890479855,0.251066464299863,0.138,0.208,1,0.352112676056338,4,0.623556581986143,10
"C6orf47",0.00101699501666054,0.358220649916758,0.392,0.503,1,0.420792079207921,4,0.655831739961759,10
"CELSR3",0.00101977378973742,1.37242440837401,0.12,0.077,1,0.645161290322581,3,0.666666666666667,9
"UHRF2",0.00102392101511835,0.363023783684856,0.13,0.196,1,0.343283582089552,4,0.459459459459459,9
"LBR",0.00103741525408792,0.28096664096979,0.55,0.682,1,0.3886925795053,5,0.617771509167842,10
"BRD1",0.00103744755975391,1.59631879708096,0.359,0.329,1,0.454054054054054,5,0.69692532942899,10
"C19orf43",0.00104205361810549,0.347830300104318,0.802,0.928,1,0.387409200968523,5,0.495331950207469,11
"MVD",0.00104783991934575,0.905898767293947,0.414,0.374,1,0.384976525821596,5,0.586118251928021,11
"METTL15",0.00105611879883788,0.40221336881033,0.338,0.444,1,0.385057471264368,5,0.659804983748646,10
"SMKR1",0.00105645687095739,-0.285457216750277,0.058,0.106,1,0.333333333333333,5,0.307692307692308,8
"FEM1A",0.00105682855569205,0.251147681012112,0.35,0.457,1,0.427777777777778,5,0.668421052631579,11
"ABL2",0.0010570880338541,0.585386297251886,0.412,0.532,1,0.320754716981132,5,0.52579185520362,9
"WBP1",0.00107291985338333,0.656161537240066,0.348,0.524,1,0.441340782122905,5,0.670339761248852,11
"CRAMP1L",0.00107364634630357,1.04065123770697,0.315,0.27,1,0.407407407407407,6,0.620320855614973,9
"ZNF791",0.0010764177450571,0.931689877549866,0.274,0.214,1,0.390070921985816,5,0.572072072072072,9
"PKNOX1",0.00107684852356243,0.28316077786973,0.227,0.309,1,0.333333333333333,4,0.499222395023328,9
"ZNF260",0.00107990201633237,1.00509659513516,0.334,0.281,1,0.511627906976744,5,0.480274442538593,10
"ST6GALNAC6",0.00108116628047196,1.03972244920242,0.318,0.274,1,0.359756097560976,5,0.616871704745167,10
"SPICE1",0.00108179613950815,1.15140913531364,0.159,0.24,1,0.353658536585366,5,0.614457831325301,10
"HID1",0.00108770694297991,0.508473428105057,0.367,0.483,1,0.566137566137566,5,0.778664007976072,9
"PPP1R37",0.00109836262303914,0.300343817864754,0.136,0.206,1,0.428571428571429,4,0.456876456876457,9
"FOXN3-AS1",0.00111703406007653,1.21240602128712,0.219,0.169,1,0.460176991150442,3,0.615384615384615,9
"ZCWPW1",0.00112069274183262,1.09961907286669,0.144,0.098,1,0.378378378378378,4,0.5,10
"LARS",0.00115462936061527,0.364161838731381,0.753,0.756,1,0.36340206185567,6,0.566157760814249,11
"IRGQ",0.001178587404817,0.540518419729136,0.247,0.333,1,0.409448818897638,5,0.61849710982659,10
"POU2F1",0.001184021287271,0.568578140364842,0.33,0.412,1,0.388235294117647,5,0.634772462077013,9
"ALMS1",0.00119718012085648,0.83551203471098,0.155,0.106,1,0.3875,5,0.472727272727273,9
"NAGPA",0.00121228833596703,0.441519136164717,0.196,0.284,1,0.465346534653465,4,0.603389830508475,10
"KDM2A",0.00121582369565414,0.776145891051669,0.748,0.871,1,0.363636363636364,6,0.512707182320442,10
"MTO1",0.00122544356947574,1.16272237875324,0.256,0.202,1,0.409090909090909,5,0.610978520286396,10
"SMPD1",0.00123351673054229,0.745891307435953,0.239,0.185,1,0.390243902439024,5,0.4453125,10
"DMWD",0.00124330592348591,0.371215466203549,0.212,0.301,1,0.431192660550459,5,0.436102236421725,10
"GUSBP3",0.00124337748639586,0.273711876937698,0.095,0.155,1,0.36734693877551,3,0.481366459627329,9
"ICAM2",0.00125111175697503,0.703613099228879,0.173,0.124,1,0.471910112359551,5,0.468992248062016,8
"C7orf60",0.0012519683907287,0.86808963215543,0.13,0.203,1,0.373134328358209,5,0.691943127962085,9
"LINC00869",0.0012522942145329,0.315767954970633,0.383,0.503,1,0.375634517766497,6,0.654875717017208,10
"EPC2",0.00125288637789415,0.772200176783372,0.283,0.229,1,0.452054794520548,5,0.583157894736842,9
"MAP9",0.00127284889586574,0.782578892871653,0.404,0.333,1,0.490384615384615,6,0.437047756874096,10
"CD164L2",0.00127423826355656,0.548497558846084,0.072,0.128,1,0.351351351351351,4,0.573584905660377,10
"CPT1B",0.00128320449906034,0.455432406742675,0.064,0.115,1,0.424242424242424,3,0.85,7
"ELOF1",0.00128538080847217,0.653664427601605,0.538,0.573,1,0.429602888086643,5,0.505457598656591,11
"RASSF4",0.00129358458339248,0.270312702882861,0.262,0.349,1,0.414814814814815,5,0.779310344827586,10
"SAMD1",0.00129427257257566,1.32825749184805,0.227,0.183,1,0.504273504273504,4,0.569553805774278,10
"GID4",0.00130390781380131,1.07043356012447,0.142,0.098,1,0.479452054794521,4,0.602941176470588,7
"SQLE",0.00131905807686797,0.27514027707949,0.363,0.477,1,0.46524064171123,5,0.460141271442987,10
"C14orf159",0.00131908184052688,0.863613424304353,0.528,0.492,1,0.422794117647059,5,0.61252446183953,10
"C9orf114",0.0013548200675027,0.40054228170722,0.309,0.397,1,0.465408805031447,6,0.396844660194175,11
"DARS-AS1",0.00135963243633299,0.506956910610561,0.08,0.137,1,0.51219512195122,3,0.725352112676056,8
"DPP9",0.00136027890739453,1.0945782492708,0.381,0.333,1,0.418367346938776,5,0.520984081041968,11
"LOC283140",0.0013754088436438,0.696984298175796,0.062,0.112,1,0.71875,5,0.849785407725322,6
"PRPF39",0.00138112781805461,0.384245820344805,0.194,0.275,1,0.42,4,0.589160839160839,9
"MTG2",0.00139098830322186,0.49257656955134,0.326,0.427,1,0.398809523809524,4,0.569334836527621,11
"ST7-AS1",0.00139834781944376,1.55966323854066,0.175,0.128,1,0.433333333333333,4,0.642857142857143,6
"EIF1AD",0.00141793757461489,0.498957637486062,0.538,0.764,1,0.530685920577617,6,0.558286074354127,11
"PUM1",0.00141929753875046,0.469091479987056,0.821,0.798,1,0.359338061465721,6,0.567811934900542,11
"RBMX",0.00145341065641218,0.400348773979236,0.872,0.891,1,0.367483296213808,5,0.484341252699784,11
"SRRT",0.00146261703609061,0.297782094520576,0.412,0.535,1,0.391509433962264,5,0.545863309352518,11
"NRM",0.00146929090738579,-0.811852363678256,0.082,0.13,1,0.357142857142857,4,0.759259259259259,9
"RBPMS",0.00146969916815667,0.331039254117001,0.697,0.84,1,0.428969359331476,6,0.54785100286533,11
"LIN9",0.00147164638466947,0.77792523349089,0.184,0.134,1,0.589473684210526,3,0.600719424460432,8
"TNK2",0.00147286612922719,0.941288194583372,0.2,0.284,1,0.572815533980582,4,0.605084745762712,10
"ASF1B",0.00147545249245521,-1.05874910856061,0.097,0.146,1,0.58,4,0.634868421052632,9
"ZNF420",0.00148032312108249,0.338516440988863,0.103,0.165,1,0.622641509433962,5,0.795321637426901,10
"LUCAT1",0.00148208329659932,-0.542630205396433,0.062,0.109,1,0.375,4,0.274336283185841,9
"CLASRP",0.00149247927938505,0.65745527406495,0.225,0.321,1,0.396551724137931,6,0.600600600600601,10
"PRKACB",0.00149312937508113,0.94510825694512,0.183,0.133,1,0.468085106382979,5,0.405797101449275,9
"METAP2",0.00149722682380964,0.423566912172971,0.845,0.865,1,0.386206896551724,6,0.487764182424917,11
"TMEM8A",0.00150193070291313,0.472735335106305,0.507,0.614,1,0.448275862068966,6,0.712941176470588,11
"LOC101927100",0.00150706437872115,0.454191343012771,0.103,0.167,1,0.415094339622642,4,0.669540229885057,9
"LRRC27",0.00151010428390035,0.785190915705768,0.169,0.247,1,0.425287356321839,5,0.717348927875244,9
"ELP6",0.0015281950781901,0.252290269156767,0.25,0.346,1,0.37984496124031,6,0.554166666666667,10
"FAM63A",0.00154067078866088,0.69204497681251,0.334,0.275,1,0.406976744186047,5,0.491258741258741,10
"LCAL1",0.00154095803476337,0.615026305556934,0.093,0.152,1,0.5,4,0.784810126582278,8
"MTA2",0.00154325800279253,0.311298013195974,0.214,0.29,1,0.609090909090909,4,0.609634551495017,10
"GTF2F1",0.00155314665944493,0.8581565932941,0.548,0.534,1,0.404255319148936,6,0.521190261496844,10
"LINC00674",0.0015559191280391,0.564838970908895,0.839,0.872,1,0.349537037037037,6,0.526228602981778,11
"ELL",0.00157498916156417,1.1811932984927,0.28,0.23,1,0.5,4,0.45397489539749,8
"IFI27L1",0.00159631662724137,0.74044932227145,0.338,0.295,1,0.46551724137931,5,0.411092985318108,10
"CHST3",0.00159665941647814,-0.473923786707452,0.062,0.108,1,0.5,4,0.245535714285714,9
"TUBBP5",0.00159798662411372,-0.513149572565196,0.08,0.129,1,0.439024390243902,4,0.561338289962825,9
"PRPF3",0.00159971434404883,0.522921281202863,0.501,0.643,1,0.387596899224806,5,0.665419161676647,10
"GPHN",0.00160466928701737,1.0596496807854,0.239,0.188,1,0.357723577235772,4,0.615384615384615,9
"KREMEN1",0.00160468012734989,0.98815837258895,0.27,0.215,1,0.359712230215827,5,0.590604026845638,11
"POMT1",0.00162254194454999,1.18325811743393,0.274,0.221,1,0.446808510638298,4,0.594771241830065,9
"FTL",0.00163089100355438,-0.573055940365505,0.981,0.998,1,0.37029702970297,6,0.46502653159672,11
"LOC102724312",0.00163298664016531,0.869626414200273,0.167,0.257,1,0.546511627906977,4,0.878277153558052,8
"HMGB3",0.00163851133550151,0.392671330688827,0.627,0.807,1,0.39938080495356,6,0.522957662492546,10
"COX10",0.00164042978877816,0.417939625721276,0.19,0.265,1,0.540816326530612,5,0.5,10
"MTMR10",0.00164215733828954,0.90805266466862,0.148,0.103,1,0.539473684210526,5,0.493023255813954,9
"ZBTB24",0.00164806122081274,1.04099551246855,0.258,0.209,1,0.533834586466165,4,0.661290322580645,11
"TMUB2",0.00164983585653866,0.487442129674568,0.489,0.657,1,0.464285714285714,5,0.600292825768668,11
"PDE8A",0.00166752832454275,0.352314588932592,0.367,0.468,1,0.402116402116402,4,0.810894141829394,10
"ADNP2",0.00167016801624087,0.312174649282695,0.196,0.273,1,0.445544554455446,5,0.470070422535211,10
"CCDC159",0.0016798479418736,0.872433309350777,0.183,0.135,1,0.595744680851064,5,0.555160142348754,9
"SGMS2",0.00168102456385005,0.303358857904437,0.474,0.619,1,0.372950819672131,5,0.440902021772939,10
"ANKRD36",0.00169404507787922,0.912998125635698,0.32,0.264,1,0.454545454545455,6,0.43978102189781,10
"ZNF841",0.00171215173626492,0.444182653768031,0.148,0.218,1,0.447368421052632,5,0.544052863436123,10
"DDX27",0.00172012865692291,0.57980164210691,0.788,0.807,1,0.396551724137931,5,0.553102625298329,11
"WDFY3",0.00173508416837098,0.811827325502713,0.268,0.371,1,0.543478260869565,4,0.634241245136187,10
"TRPM7",0.00173653588820717,0.255864182526048,0.379,0.487,1,0.405128205128205,5,0.618953603158934,10
"TARSL2",0.00173802061633131,0.63429854383529,0.33,0.28,1,0.394117647058824,4,0.592082616179002,10
"DAZAP1",0.00174112385383681,0.651774104652336,0.46,0.639,1,0.443037974683544,5,0.591867469879518,10
"THBS1",0.00174635896613716,0.398966778678871,0.534,0.506,1,0.338181818181818,6,0.440532825880114,8
"HECTD4",0.00175163133791935,1.1780026311818,0.416,0.395,1,0.411214953271028,5,0.537804878048781,10
"RIOK3",0.00175225499305508,0.269733947505555,0.678,0.836,1,0.455587392550143,6,0.51668584579977,11
"HSPBP1",0.00176584878999586,0.335695915962697,0.487,0.666,1,0.374501992031873,6,0.447577729573391,11
"ROGDI",0.00177729784885913,0.847259495525213,0.544,0.63,1,0.432142857142857,6,0.614973262032086,10
"NAA16",0.00177764065517485,0.526251193575018,0.198,0.276,1,0.529411764705882,4,0.582897033158813,10
"MMP25",0.00178344953188199,0.782167983725442,0.089,0.149,1,0.391304347826087,3,0.532258064516129,8
"REEP6",0.00179013842650072,0.35410775433194,0.167,0.24,1,0.302325581395349,4,0.538152610441767,9
"RSC1A1",0.00180600441786667,0.557782122478205,0.109,0.171,1,0.464285714285714,4,0.76685393258427,8
"CTDSP2",0.00180825269458284,0.3167145831554,0.608,0.757,1,0.415335463258786,6,0.48951048951049,11
"ODF2",0.00181234697765869,0.33573680117618,0.192,0.267,1,0.333333333333333,5,0.527075812274368,11
"IRF1",0.00182044703182915,0.446210187567679,0.858,0.903,1,0.395927601809955,6,0.510127931769723,10
"ATF7IP",0.00182870541970111,0.781539301349369,0.643,0.686,1,0.435045317220544,5,0.567719298245614,10
"DENND5B",0.00182927887321546,0.894997484347648,0.091,0.149,1,0.446808510638298,5,0.666666666666667,10
"FAM126B",0.0018440209856849,0.528183258095255,0.361,0.477,1,0.424731182795699,5,0.497477295660949,11
"ZNF282",0.00184697275369411,0.484174907929508,0.241,0.341,1,0.370967741935484,5,0.610719322990127,9
"PLEKHG5",0.00185791738306278,0.619730574598484,0.124,0.193,1,0.5625,4,0.561097256857855,7
"LOC100505938",0.00186934035402566,0.74538243482584,0.227,0.328,1,0.384615384615385,4,0.829912023460411,9
"MIRLET7DHG",0.00187790764499231,0.333319376361755,0.054,0.101,1,0.535714285714286,4,0.511961722488038,9
"CLCN7",0.00187896815861456,1.00346262653247,0.507,0.5,1,0.494252873563218,6,0.656400384985563,11
"HERC2",0.00189000441774021,0.306586839192168,0.536,0.666,1,0.431159420289855,5,0.511207519884309,10
"PI4K2A",0.0019060735939867,0.395173545669949,0.305,0.414,1,0.394904458598726,4,0.434378629500581,10
"DDX19B",0.00190698619178356,0.747556217477273,0.522,0.513,1,0.45724907063197,5,0.571696344892221,10
"C1orf53",0.00191426535372545,0.999101080714474,0.309,0.268,1,0.415094339622642,5,0.509874326750449,10
"PRR5L",0.00191749894468126,0.278973606948813,0.142,0.209,1,0.561643835616438,4,0.903225806451613,7
"LRRC75A-AS1",0.00191800403568696,0.250159998453892,0.784,0.908,1,0.376237623762376,6,0.505034446210917,11
"RPS26",0.00191832044944205,0.255535201435169,0.913,0.986,1,0.353191489361702,6,0.469985358711567,11
"PPP6R2",0.00192467650177826,0.524175656048282,0.511,0.601,1,0.418250950570342,6,0.686949559647718,10
"FZD6",0.00192696199388781,0.485344483533928,0.351,0.481,1,0.348066298342541,4,0.597,11
"LOC102724814",0.00192735589300333,2.03017430177587,0.194,0.152,1,0.73,6,0.55379746835443,9
"SEC14L2",0.00192886427788599,0.393390350208024,0.126,0.194,1,0.415384615384615,5,0.52605459057072,10
"TBRG1",0.00193488887853394,0.320582394729897,0.689,0.84,1,0.391549295774648,6,0.542955326460481,11
"RPA2",0.00194150255360455,0.546964249501847,0.616,0.624,1,0.410094637223975,6,0.546646106399383,10
"SMCR8",0.0019529830492345,1.65134493685713,0.153,0.108,1,0.443037974683544,3,0.64,8
"MIEF2",0.00198236385365926,0.312690654030015,0.146,0.215,1,0.466666666666667,3,0.719730941704036,9
"AVL9",0.00199163025565732,0.253092799452673,0.588,0.747,1,0.363036303630363,6,0.597553122987766,11
"ZNF69",0.00199621549044611,0.808760896741403,0.111,0.071,1,0.421052631578947,4,0.655405405405405,9
"PPP2R5D",0.00199935472197748,0.574214952455575,0.445,0.59,1,0.397379912663755,5,0.605220228384992,11
"PRCC",0.00199978232502562,0.595427794776459,0.524,0.684,1,0.385185185185185,6,0.637834036568214,10
"KPNA5",0.00200627311309591,0.932305716929247,0.142,0.098,1,0.452054794520548,4,0.480392156862745,10
"SNX25",0.00200993579765017,0.482028744869852,0.183,0.259,1,0.436170212765957,4,0.710575139146568,8
"RBMS3",0.0020523187590961,0.698025913922267,0.408,0.354,1,0.519047619047619,5,0.638095238095238,9
"RILPL2",0.00205520799342437,0.661420262981011,0.384,0.332,1,0.444444444444444,5,0.44267053701016,10
"EIF1B-AS1",0.00206319203256711,1.00314520360624,0.054,0.101,1,0.607142857142857,3,0.738095238095238,7
"STAT5A",0.00206829420661406,0.292651070499113,0.173,0.248,1,0.348314606741573,4,0.592233009708738,9
"RGPD4",0.00206838927127017,0.502050229578439,0.062,0.111,1,0.5,5,0.744588744588745,8
"BRPF1",0.00209652034153039,0.759353949577275,0.107,0.167,1,0.363636363636364,5,0.591954022988506,9
"RB1",0.00209784416394246,0.771450687901523,0.247,0.353,1,0.68503937007874,5,0.507503410641201,11
"CELSR2",0.00210393979944011,1.46236589205571,0.223,0.183,1,0.547826086956522,4,0.542105263157895,10
"TMEM27",0.00210577354284921,-0.36020166179768,0.08,0.128,1,0.536585365853659,4,0.313207547169811,9
"ANP32A",0.00213935322587126,0.513801558730608,0.584,0.752,1,0.428571428571429,5,0.569782330345711,10
"ZNF569",0.00215114421383849,1.32284225000559,0.128,0.087,1,0.53030303030303,5,0.8,8
"MBNL2",0.00215575464401418,0.746137812564759,0.561,0.552,1,0.477508650519031,6,0.719512195121951,11
"TMEM52",0.00216657900651708,0.908247427211565,0.132,0.092,1,0.529411764705882,4,0.359375,8
"MAP1LC3B2",0.00216983643340354,0.3129748312815,0.328,0.415,1,0.36094674556213,6,0.58584686774942,10
"RBMXL1",0.0021711429663931,0.560943508469253,0.439,0.385,1,0.455752212389381,5,0.44625,10
"ZNF764",0.00217818094289179,1.43803061489557,0.231,0.19,1,0.478991596638655,4,0.688607594936709,9
"ARHGAP39",0.00218999399139036,0.911597787126904,0.15,0.106,1,0.441558441558442,4,0.610859728506787,9
"KLHL36",0.00219689907104088,0.544197908871915,0.515,0.637,1,0.456603773584906,5,0.628873771730915,10
"NUFIP1",0.00222116517201004,0.501747365038666,0.171,0.251,1,0.488636363636364,4,0.589251439539347,10
"XAB2",0.00222384904966431,0.331051124994532,0.276,0.228,1,0.507042253521127,4,0.656118143459916,11
"HIC2",0.00222763511238394,1.57824777627698,0.186,0.142,1,0.40625,4,0.535593220338983,8
"DNAJB2",0.00223067288051271,1.22008381852276,0.464,0.476,1,0.476987447698745,5,0.664646464646465,10
"SLC25A51",0.00223086348632949,0.37970829430713,0.177,0.248,1,0.373626373626374,5,0.493203883495146,10
"MOB2",0.00223171526470548,0.559473776906176,0.297,0.433,1,0.379084967320261,5,0.491657397107898,10
"HCG11",0.00223498816952582,0.93198938963223,0.299,0.248,1,0.474025974025974,6,0.62984496124031,9
"FAM219B",0.00224826010977311,0.891227614183489,0.355,0.296,1,0.371584699453552,6,0.489430894308943,10
"TMEM101",0.00225211670642445,0.532775819918978,0.553,0.531,1,0.407017543859649,6,0.522212148685403,11
"PRKAR1A",0.00226459309071992,0.32397505860749,0.825,0.847,1,0.381176470588235,6,0.536626916524702,11
"DCTN4",0.0022655279283261,0.367623943415514,0.478,0.595,1,0.373983739837398,5,0.65642683912692,10
"SMARCA1",0.00228202019142378,0.642564302247324,0.584,0.524,1,0.398671096345515,5,0.707720588235294,9
"GZF1",0.00228665271570327,0.985228419823896,0.138,0.096,1,0.492957746478873,3,0.59,6
"ZSCAN9",0.00228776110439814,0.915334255200237,0.124,0.083,1,0.546875,4,0.47093023255814,10
"DBR1",0.00228884309438326,0.306123194287178,0.25,0.34,1,0.48062015503876,4,0.654879773691655,11
"POLE2",0.00230360565119806,-0.518434949170504,0.085,0.136,1,0.477272727272727,3,0.431095406360424,9
"ERVK13-1",0.00231800442029198,0.887433619247032,0.208,0.159,1,0.383177570093458,5,0.613293051359517,10
"LOC100288778",0.00232724761159424,0.777661693809666,0.449,0.399,1,0.41991341991342,5,0.496385542168675,11
"SRBD1",0.00233445700418121,0.930213448607346,0.214,0.163,1,0.590909090909091,5,0.604719764011799,9
"SND1-IT1",0.00234110980595021,1.25569054185368,0.198,0.149,1,0.352941176470588,4,0.563106796116505,9
"FAM184B",0.00234350175667711,0.98194697368095,0.128,0.087,1,0.333333333333333,5,0.49171270718232,8
"CCDC107",0.00236077251658501,0.362889757189803,0.45,0.675,1,0.46551724137931,6,0.627940128296507,10
"MAPRE2",0.00236609267204612,0.656974800303934,0.379,0.333,1,0.364102564102564,5,0.660404624277457,10
"LIME1",0.00236693787920074,1.71027423027007,0.287,0.253,1,0.702702702702703,4,0.769523809523809,9
"HSP90AB4P",0.00237896801183265,0.324451023335883,0.085,0.138,1,0.340909090909091,4,0.473867595818815,8
"ZNF346",0.00238256000174479,0.627028255867345,0.262,0.215,1,0.474074074074074,5,0.41834451901566,10
"FBXL6",0.00238933550289014,0.52989281203795,0.299,0.417,1,0.337662337662338,5,0.620530565167243,8
"FARP1",0.00240330805645589,1.0521192107196,0.522,0.538,1,0.479553903345725,5,0.745974955277281,10
"KAT2A",0.00240570983230798,0.920822925719568,0.225,0.174,1,0.413793103448276,5,0.293628808864266,9
"CYP27A1",0.00241064530564474,1.04961192598991,0.274,0.231,1,0.50354609929078,5,0.663201663201663,11
"CMIP",0.00241476626310351,0.792310945867672,0.299,0.409,1,0.558441558441558,5,0.534117647058823,11
"TLR2",0.00241793309939929,1.16616164215476,0.381,0.367,1,0.61734693877551,5,0.583224115334207,9
"SUGP2",0.0024192253557008,0.556696240281921,0.344,0.442,1,0.395480225988701,6,0.681917211328976,10
"MTX3",0.00242481790756988,0.46047078308491,0.14,0.207,1,0.375,4,0.546511627906977,8
"SPDYE6",0.00242496095197526,0.922170327055289,0.361,0.33,1,0.387096774193548,6,0.516788321167883,10
"INO80D",0.00242549040394347,0.564335483792661,0.45,0.574,1,0.426724137931034,5,0.576697401508801,9
"PHF21A",0.00245200891522818,0.950519813344458,0.353,0.313,1,0.428571428571429,4,0.516923076923077,11
"BTBD3",0.00246944342126859,1.00127378670062,0.167,0.12,1,0.430232558139535,5,0.612,10
"ARL17A",0.00249973252486228,0.843390176949658,0.39,0.499,1,0.45771144278607,5,0.640308582449373,11
"TBX1",0.00250297866553055,0.317230111571948,0.066,0.115,1,0.617647058823529,3,0.683333333333333,7
"HIST2H2AC",0.00251479989897487,0.400608354114623,0.111,0.17,1,0.368421052631579,4,0.603399433427762,10
"DHX40",0.00252150139656991,0.667943292122333,0.499,0.467,1,0.439688715953307,6,0.591143151390319,11
"HELZ2",0.00252706549325854,1.63328624173333,0.278,0.235,1,0.370629370629371,5,0.550102249488753,9
"C6orf120",0.00254363423621594,0.53958761877528,0.334,0.426,1,0.436046511627907,4,0.712189616252822,10
"AIG1",0.00254753478810172,0.501386304817899,0.485,0.449,1,0.472,5,0.442184154175589,11
"TSACC",0.00254840492732739,0.293393589748537,0.169,0.245,1,0.540229885057471,4,0.466666666666667,10
"UPF1",0.00255277635678486,0.726451038387838,0.52,0.497,1,0.414179104477612,6,0.591481122942885,10
"RNF169",0.00256279892206842,0.537705417063721,0.396,0.532,1,0.470588235294118,5,0.601809954751131,11
"LDLRAP1",0.00259210724620044,0.463920416669077,0.371,0.471,1,0.382198952879581,6,0.621676891615542,9
"TGDS",0.00259784861041458,0.307944731331642,0.225,0.308,1,0.439655172413793,4,0.663026521060842,10
"NELFA",0.00261667033719521,0.539812639193348,0.367,0.531,1,0.343915343915344,6,0.621033544877607,11
"SEC24A",0.0026743411199753,0.468922025839518,0.377,0.493,1,0.345360824742268,6,0.66796875,11
"PKIA",0.00268538922060958,0.651493346402206,0.091,0.144,1,0.638297872340426,5,0.733333333333333,9
"PPP3CB",0.00272269111853802,0.579450833362671,0.184,0.261,1,0.410526315789474,4,0.714548802946593,10
"MYO1B",0.00273592438278644,0.686531246054685,0.691,0.747,1,0.432584269662921,6,0.584407216494845,11
"DNAJC8",0.00274988814620335,0.353779626802027,0.835,0.907,1,0.397674418604651,6,0.480891719745223,11
"LAMA5",0.00275533207279752,1.00718846006031,0.664,0.697,1,0.409356725146199,5,0.587991718426501,10
"C1orf228",0.0027878162125214,0.915119650556834,0.087,0.142,1,0.444444444444444,3,0.915254237288136,6
"CRK",0.00278970696560108,0.428227411918265,0.753,0.784,1,0.373711340206186,6,0.541104294478528,10
"DUSP8",0.00279533320343941,1.23128433220289,0.243,0.21,1,0.456,6,0.663615560640732,10
"BTBD6",0.00281469666667126,0.410763722992333,0.542,0.677,1,0.487455197132616,5,0.600284495021337,10
"FAM195B",0.00285346711934035,0.60112207093464,0.437,0.678,1,0.484444444444444,4,0.609652235628105,10
"LENG1",0.0028807973853785,0.847351209584708,0.324,0.297,1,0.37125748502994,6,0.425566343042071,10
"GPR89A",0.0029227645936608,0.253721313706139,0.394,0.52,1,0.448275862068966,4,0.647222222222222,11
"ANKZF1",0.00294809567309165,0.353101685827258,0.326,0.441,1,0.523809523809524,5,0.680131004366812,10
"TRIM45",0.00294828946983266,0.968569508781038,0.12,0.081,1,0.516129032258065,6,0.485207100591716,8
"SPRED2",0.00294898546036423,0.671249659412856,0.278,0.223,1,0.475524475524476,5,0.538793103448276,10
"ARHGAP4",0.0029577729448296,0.61192556080555,0.062,0.109,1,0.71875,4,0.836283185840708,7
"C20orf27",0.00296234924393896,0.94604696554162,0.344,0.329,1,0.480225988700565,5,0.457602339181287,10
"H2AFJ",0.00296451857739093,0.459110574850879,0.656,0.864,1,0.384615384615385,6,0.526726057906459,11
"ZNF160",0.00297125618642386,1.2331270211205,0.258,0.22,1,0.413533834586466,5,0.534934497816594,11
"SNHG20",0.00298060855362214,-0.399044787075653,0.074,0.119,1,0.394736842105263,4,0.415322580645161,9
"LOC100506603",0.00299393807088075,1.11625948652201,0.175,0.134,1,0.366666666666667,5,0.616487455197133,7
"ESD",0.00301357495452276,0.404988851923383,0.518,0.676,1,0.468164794007491,5,0.504985754985755,11
