"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"CYP2B7P",2.29836537391463e-195,2.86517293436665,0.779,0.177,6.08722069281291e-191
"FAM184A",1.57802468800759e-191,3.08039011271462,0.602,0.068,4.17939838618811e-187
"AQP5",2.4793395021127e-188,2.36314980886664,0.594,0.061,6.56653067134549e-184
"ICAM4",1.12062807385733e-187,2.98009631639554,0.685,0.113,2.96798345361114e-183
"KIAA1683",8.17632013064889e-186,3.59942507053652,0.596,0.069,2.16549838660236e-181
"AQP1",6.68538477919043e-183,2.20887463211474,0.66,0.094,1.77062415876859e-178
"IGFBP3",1.40487794170204e-182,-3.7164742699165,0.033,0.818,3.72081922859784e-178
"ALDOA",1.16883467640408e-181,-1.52248462079581,0.963,0.997,3.0956586404562e-177
"NAPSA",2.07263358857132e-178,1.00237007821763,0.961,0.217,5.48937005933113e-174
"PERP",8.58588842553435e-178,-1.87639150909025,0.658,0.971,2.27397254950277e-173
"KYNU",4.43970231303881e-177,-3.6470376316526,0.033,0.815,1.17585515760833e-172
"PLAU",1.15436915959225e-174,-3.50455711469333,0.045,0.83,3.05734671918006e-170
"JUN",4.43240585093299e-174,1.93328367760346,0.988,0.899,1.1739226896196e-169
"ATP13A4",1.12739055723872e-173,2.23007546244351,0.92,0.429,2.98589389084674e-169
"CD99",2.77400182004493e-173,-1.67969974337285,0.454,0.949,7.34694382038899e-169
"PITX1",7.23251805641268e-173,-2.00397638233156,0.082,0.863,1.9155324072409e-168
"CLIC6",1.68927301027151e-172,2.80441363078115,0.796,0.236,4.4740395677041e-168
"B2M",5.09681455108148e-172,-0.998902053527853,0.986,0.998,1.34989133385393e-167
"FLRT3",8.76070527431554e-172,3.04610020567227,0.713,0.163,2.32027279190247e-167
"GAPDH",2.50308875313828e-171,-1.28739699871256,0.94,0.999,6.62943056268672e-167
"TXN",4.03875541294261e-171,-1.51350202081767,0.833,0.994,1.06966437111785e-166
"TMSB10",2.05447875742618e-168,-1.1714737967546,0.977,0.999,5.44128698904324e-164
"AGER",2.73787798940837e-168,4.30242035397414,0.513,0.052,7.25126985494806e-164
"SCGB3A2",3.19349470000426e-168,3.68560502831626,0.571,0.073,8.45797071296128e-164
"ANXA2",1.74072984939597e-167,-1.21347542596957,0.93,0.997,4.61032300612523e-163
"UBD",3.74452391495145e-167,-4.17154963863862,0.043,0.79,9.91737158874891e-163
"GPR87",3.91276329762522e-167,-3.83833705595878,0.023,0.778,1.03629535937604e-162
"ZFP36L1",8.77605895773974e-166,1.79845118859401,0.979,0.922,2.32433921495737e-161
"PLXNA2",3.77033808983126e-165,2.89603236555512,0.717,0.164,9.98574043091809e-161
"PKM",4.05224845645623e-165,-1.43482166349998,0.841,0.993,1.07323800369243e-160
"DSP",8.61596889279427e-165,-2.0588464084704,0.256,0.906,2.28193936125656e-160
"CAPG",2.00192695764221e-163,-1.75479756429987,0.602,0.942,5.30210354731539e-159
"PID1",1.47776686301249e-161,3.17845967114294,0.46,0.035,3.91386553668858e-157
"FHL2",2.57860059434121e-161,-2.51647113620258,0.128,0.843,6.8294236741127e-157
"SLC2A1",1.46134384712948e-159,-2.33196187938886,0.336,0.894,3.87036917912242e-155
"PGD",3.38746546746301e-159,-2.01422564326102,0.691,0.956,8.97170229057578e-155
"SELENBP1",6.20067820371391e-159,2.01381502003899,0.932,0.59,1.64224962225363e-154
"MUC16",4.03456883447802e-158,-3.56506908918011,0.031,0.761,1.0685555558115e-153
"ABCC6",2.41234584251895e-156,2.75776443511969,0.594,0.095,6.38909796391143e-152
"PDLIM5",2.93565614738964e-156,-1.77157802464074,0.334,0.931,7.77508530636146e-152
"SLC16A3",6.51628168484271e-156,-2.63317459189631,0.212,0.843,1.72583720423059e-151
"PFKP",6.90697130616661e-156,-3.38915350597071,0.229,0.86,1.82931135043823e-151
"PLAUR",1.72367792890074e-155,-2.94324805319904,0.19,0.858,4.56516099469361e-151
"KCNJ15",2.75632199432405e-154,2.86740567606987,0.497,0.051,7.30011880196724e-150
"ALDH1A1",4.86484661435278e-154,1.96245136855227,0.621,0.104,1.28845462581133e-149
"CACNA2D2",4.32760059678848e-153,3.0264332509595,0.606,0.107,1.14616501805943e-148
"MARCKS",1.88836212530519e-152,-1.70159247100078,0.136,0.87,5.00132708887079e-148
"IRX3",2.80327313117838e-151,2.65775430805689,0.72,0.209,7.42446888792593e-147
"SCNN1B",1.28733621645404e-150,2.70304963969789,0.746,0.222,3.40950996927853e-146
"CD302",3.48633480639007e-150,2.46429623783408,0.559,0.088,9.23355773472411e-146
"MUC20",4.70312773037092e-150,-3.08142100695472,0.47,0.892,1.24562337938874e-145
"AASS",4.75428768232553e-150,2.16013018136216,0.621,0.115,1.25917309266392e-145
"SLC22A31",1.10745087841092e-149,2.15841502336988,0.744,0.199,2.93308365147131e-145
"DAPP1",2.51475717507959e-149,-3.00914493817956,0.049,0.749,6.6603343781983e-145
"PYCARD",1.5906941074818e-148,-1.70858104631478,0.289,0.905,4.21295334366555e-144
"TGM2",2.27532572290804e-147,-3.13093276214699,0.049,0.752,6.02620017712194e-143
"CAMK2N1",2.94804825792681e-146,-3.9614808753614,0.006,0.703,7.80790581111916e-142
"PRDM16",3.06291086963922e-146,2.79880880077204,0.482,0.052,8.11211943823948e-142
"FOS",1.96024249715168e-145,1.52251044818612,0.955,0.595,5.19170225370622e-141
"MALAT1",3.79165343543652e-145,1.36588064439742,0.996,0.98,1.00421941237536e-140
"TRIM29",1.05596638727852e-144,-2.51766813523359,0.138,0.802,2.79672697670717e-140
"LAMC2",7.90797831065358e-144,-2.16007064338259,0.239,0.852,2.0944280555766e-139
"TXNRD1",3.67325034882482e-143,-1.47322527204972,0.464,0.944,9.72860354886253e-139
"HN1",1.21166129454848e-142,-1.42002349909067,0.666,0.97,3.20908493861164e-138
"CTSB",1.4632667733008e-142,-1.72338951173523,0.783,0.976,3.87546204908718e-138
"AK1",6.4963572397765e-142,2.20208818077697,0.907,0.597,1.72056021495481e-137
"INPP4B",1.46708492742976e-141,-3.38688093629762,0.023,0.71,3.88557443029771e-137
"SFTA2",2.74685457091976e-141,1.72162213193608,0.922,0.64,7.27504433108098e-137
"FOSB",5.57725038206982e-141,1.76498927334407,0.961,0.434,1.47713476369119e-136
"LAD1",1.50790705413759e-140,-1.88903409971027,0.282,0.878,3.9936918328834e-136
"IER2",1.83325769547108e-140,1.75578859244233,0.955,0.866,4.85538300645515e-136
"TNFRSF21",3.34251398615555e-140,-1.79799179090235,0.198,0.839,8.85264829233297e-136
"DKK1",3.27797360504341e-139,-5.94183167946135,0.002,0.681,8.68171309295747e-135
"FAM3C",4.48572382289034e-139,-1.4909193602811,0.458,0.929,1.18804395449251e-134
"FAM83A",5.18892359528858e-139,-2.43203294269113,0.153,0.802,1.37428641421218e-134
"FXYD3",1.03284496551584e-138,-1.4957549415866,0.821,0.976,2.73548989116871e-134
"ADGRF1",1.19251779229603e-138,-3.30357837213415,0.128,0.754,3.15838337289603e-134
"TPI1",3.40365110715672e-137,-0.930720928088522,0.951,0.992,9.01456995730457e-133
"ERO1A",1.52222005885542e-136,-3.13931586535221,0.561,0.918,4.03159982587857e-132
"SAA1",1.93859293534675e-136,-2.99873569122726,0.035,0.721,5.13436338926588e-132
"GLS",4.43587491949393e-136,1.88348667804087,0.88,0.429,1.17484147242797e-131
"GSTP1",4.78166764940009e-136,-0.850760603666674,0.946,0.993,1.26642467694361e-131
"PTCSC3",8.8909486190982e-136,3.46894933424907,0.326,0.01,2.35476774176816e-131
"RHOV",1.90725668881176e-134,-2.90647723288882,0.047,0.705,5.05136934031794e-130
"GJB3",1.6776252221043e-133,-4.64597457427258,0.006,0.667,4.44319040074325e-129
"LRRN4",2.05215835737295e-133,3.1098827439329,0.482,0.064,5.43514140950224e-129
"S100A11",2.1101111311587e-133,-0.945935477782265,0.961,0.994,5.58862933087382e-129
"ARNTL2",4.03353833273574e-132,-2.77608021295773,0.095,0.732,1.06828262742506e-127
"LRRC36",7.26553234412739e-132,3.81071230503235,0.367,0.024,1.92427624134214e-127
"CSTB",8.5710156982692e-132,-1.01232181705697,0.93,0.996,2.2700335076866e-127
"RCN3",6.24309755876241e-131,2.94295800644337,0.398,0.035,1.65348438843822e-126
"GLCCI1",7.48049577328647e-131,2.73636901639886,0.769,0.319,1.98120930555492e-126
"SERPINE1",1.12973121255591e-130,-4.2295359160037,0.023,0.67,2.99209311645432e-126
"SLC34A2",1.21661624530905e-130,1.48506604474266,0.95,0.618,3.22220812570101e-126
"TSPAN1",1.23512342794649e-130,-2.21823872591619,0.338,0.842,3.27122439891627e-126
"ST14",1.31128235401788e-129,-2.01160391905738,0.606,0.957,3.47293131461635e-125
"AARD",2.27704544691103e-129,3.10862931387202,0.33,0.014,6.03075486614388e-125
"RGS10",2.34156077796684e-129,-2.9585801860707,0.095,0.717,6.20162372044516e-125
"ABCA3",8.08644920014365e-129,2.00540973654418,0.544,0.09,2.14169607065805e-124
"LY6K",1.6771912686737e-128,-1.62279815684261,0.214,0.853,4.44204107508231e-124
"ALPL",3.5336895434579e-128,2.24885953549406,0.41,0.038,9.35897675584826e-124
"BIRC3",3.68719343149949e-128,-2.03075819577237,0.287,0.844,9.7655318033264e-124
"UCK2",3.84692331735978e-128,-3.2024294310104,0.029,0.676,1.01885764060274e-123
"LINC01420",5.87874411760128e-128,-1.41448697550668,0.404,0.885,1.5569853795467e-123
"ICAM1",6.70689040913702e-128,1.94312243252532,0.907,0.587,1.77631992485994e-123
"VDAC2",9.37250802906639e-128,-1.14464106438682,0.728,0.967,2.48230875149823e-123
"TSKU",1.24113661511988e-127,-2.05159514085715,0.099,0.762,3.28715032514499e-123
"TYMP",1.26455912838266e-127,-1.53764125005427,0.753,0.947,3.34918485152148e-123
"BID",1.79223498211439e-127,-1.74971421413574,0.301,0.832,4.74673435012995e-123
"TPPP3",4.4150688423243e-127,1.49203117493212,0.563,0.113,1.16933098288959e-122
"CFAP221",6.52025630492804e-127,2.46601781560728,0.452,0.055,1.72688988236019e-122
"ITPR2",1.00619253383198e-126,2.98266129240334,0.583,0.13,2.66490092585399e-122
"LAMB3",1.27759112871335e-126,-1.64289282625018,0.357,0.901,3.3837001043973e-122
"ABRACL",4.03402213093518e-126,-1.50343285068818,0.212,0.827,1.06841076137818e-121
"RIMKLA",2.60763594029278e-125,2.54970619727725,0.39,0.034,6.90632378786542e-121
"HOPX",6.5221259991541e-125,1.72544562842155,0.887,0.52,1.72738507087596e-120
"MDFI",1.47787768099146e-124,-2.64993493176223,0.019,0.658,3.91415903810588e-120
"RAP2B",5.03616995416215e-124,-1.92897495566552,0.557,0.936,1.33382961235985e-119
"NME2",5.75732595183468e-124,-1.2805394823343,0.683,0.971,1.52482777834341e-119
"PEG10",6.57858413176889e-124,3.43705795616575,0.384,0.035,1.74233800729899e-119
"ZDHHC11",1.01616985553258e-123,3.14624618008727,0.478,0.071,2.69132586237803e-119
"COMTD1",1.56945348465199e-123,-1.2158469306394,0.233,0.842,4.1566975541008e-119
"TIMP3",1.82862896869239e-123,2.2378758177354,0.672,0.194,4.8431238235818e-119
"TNFAIP2",8.80072690789544e-123,-2.18265834035195,0.198,0.801,2.33087252155611e-118
"CADM1",1.04159144763927e-122,2.75751621401586,0.792,0.349,2.75865494907262e-118
"GCLC",1.07146328459791e-122,-2.73645003955679,0.095,0.72,2.83777050925757e-118
"ITGA2",1.58247911759493e-122,-1.578630830204,0.153,0.791,4.19119594295016e-118
"ERICH2",8.59311417698935e-122,2.16561417718871,0.569,0.124,2.27588628977563e-117
"JUND",9.50897375796439e-122,1.89068297498287,0.936,0.868,2.51845169979687e-117
"GOLM1",1.11361846933683e-121,-2.52472543535154,0.417,0.848,2.9494185160386e-117
"FAM46C",1.66225892313715e-121,2.25632180944537,0.602,0.144,4.40249275792873e-117
"TRIM16",2.93474457499243e-121,-1.97955575442366,0.223,0.809,7.77267100686744e-117
"GJB2",6.62042486995345e-121,-3.91746588900238,0.031,0.644,1.75341952680717e-116
"GDF15",1.34819802265956e-120,1.76236523188431,0.887,0.451,3.57070246301385e-116
"TFPI2",1.80890585539227e-120,-2.99367523631014,0.085,0.689,4.79088715800644e-116
"TAP1",6.27379724500102e-120,-1.63205434283766,0.631,0.922,1.66161520033852e-115
"SLC22A3",1.15565374962293e-119,1.8497713120977,0.445,0.059,3.06074895587634e-115
"TIMP1",2.29574728170727e-119,-1.33681066593269,0.289,0.9,6.08028667560169e-115
"ADRB2",5.57049507516116e-119,2.09011707124156,0.623,0.161,1.47534562065643e-114
"PLP2",2.39446658332838e-118,-1.48854673204983,0.39,0.922,6.3417447459452e-114
"G6PD",3.40027295944128e-118,-1.8643403805123,0.412,0.888,9.00562293308024e-114
"TRIM16L",7.58413887218734e-118,-2.2481589642008,0.134,0.738,2.00865918029882e-113
"GPX1",9.28900271984027e-118,-1.06608617547268,0.817,0.98,2.4601923703497e-113
"CRTAC1",1.76688979757068e-117,3.76211222361977,0.32,0.018,4.67960762886596e-113
"LOC643441",7.49300780917231e-117,2.95023795909732,0.355,0.028,1.98452311825929e-112
"SQRDL",1.12776028181875e-116,-1.30812539857657,0.548,0.922,2.98687310639697e-112
"PEG3",1.90266731129317e-116,2.75009870632807,0.264,0.004,5.03921437395997e-112
"LCN2",2.00668185857915e-116,-4.10293067759297,0.186,0.723,5.31469690244689e-112
"IRX2",2.89981785972205e-116,2.91101212057416,0.75,0.334,7.68016760147386e-112
"UQCRFS1",8.43692294871655e-116,-1.04221500204884,0.72,0.958,2.23451904296758e-111
"PLBD1",8.48114654747189e-116,-3.47055504956029,0.179,0.715,2.24623166309793e-111
"PRICKLE1",1.11858547909368e-115,2.55594555469431,0.39,0.041,2.9625736413796e-111
"RRBP1",2.40490418239685e-115,1.78475657410818,0.924,0.839,6.36938872707805e-111
"SRRM2",5.26598822284987e-115,1.66167448892903,0.977,0.964,1.39469698082179e-110
"NUP210L",6.20375205028037e-115,2.74396741109287,0.41,0.05,1.64306373051676e-110
"BCAT1",9.55003008266556e-115,3.1282578052655,0.355,0.031,2.52932546739397e-110
"RAB11A",1.4976513018706e-114,-1.21002164937355,0.672,0.929,3.96652947300427e-110
"CPE",1.57980441363243e-114,-3.87929408509344,0.035,0.628,4.18411198950549e-110
"C20orf24",2.68922791891112e-114,-1.03021427522599,0.627,0.945,7.12242014323611e-110
"NCK1",2.8685557862903e-114,-1.66591761307627,0.336,0.84,7.59736999998985e-110
"ANKRD29",6.33751780214676e-114,3.01667097926365,0.536,0.124,1.67849158989857e-109
"CYP1B1",1.6423053992054e-113,2.15960689361961,0.487,0.083,4.3496458497955e-109
"PTGS2",2.3798166865711e-113,2.88929090388116,0.557,0.133,6.30294449438355e-109
"PHACTR1",4.97098783862797e-113,2.56392384810149,0.348,0.029,1.31656612906062e-108
"ARPC3",6.7008259762078e-113,-0.791062452970534,0.87,0.983,1.77471375979864e-108
"CDCP1",8.47428264755662e-113,-1.5972591985511,0.375,0.854,2.24441375920537e-108
"ITGB8",1.20315936590514e-112,-1.39311074479469,0.2,0.792,3.18656758059975e-108
"GSTA4",1.42735550327061e-112,2.29721317689395,0.6,0.159,3.78035105041221e-108
"CTSL",2.4171707759597e-112,-1.55176346301939,0.495,0.873,6.40187680012926e-108
"SCTR",4.07190507900707e-112,2.58331741208524,0.386,0.041,1.07844406017502e-107
"SMAGP",8.07766877150778e-112,-1.48332883742623,0.169,0.769,2.13937057413383e-107
"NQO1",1.10537947492108e-111,-1.45739189178257,0.722,0.95,2.92759753932848e-107
"FBLN5",1.19068803013009e-111,3.00093118137812,0.518,0.109,3.15353724779954e-107
"GBP2",1.26996189614347e-111,-1.74719912863863,0.159,0.744,3.36349408193599e-107
"PGAM1",1.70850253675038e-111,-1.34211495673172,0.633,0.955,4.52496896858339e-107
"C16orf54",5.72790852932889e-111,3.00599353886381,0.299,0.016,1.51703657399276e-106
"KRT19",6.35460961126482e-111,-1.01604498602437,0.92,0.989,1.68301835554349e-106
"LDHA",7.98561379446398e-111,-1.78685768352825,0.932,0.986,2.11498981346379e-106
"PPIA",8.33308805250781e-111,-0.766590889446228,0.963,0.997,2.20701837070669e-106
"AP3S1",8.50747772977081e-111,-1.31612384539823,0.419,0.885,2.2532054767298e-106
"CTSE",1.27700109979248e-110,0.818690381523227,0.604,0.13,3.38213741280039e-106
"ERAP2",1.47793065263994e-110,-1.81603906862193,0.134,0.72,3.91429933351687e-106
"CBLC",6.17511164179508e-110,-1.61625304713521,0.122,0.729,1.63547831832943e-105
"HMGA1",7.69298312426151e-110,-1.55398637525178,0.501,0.946,2.03748658046066e-105
"PALLD",1.71131686796035e-109,-1.60357917826187,0.245,0.797,4.53242272479299e-105
"ARPC2",2.77960247449355e-109,-0.896330774095977,0.864,0.989,7.36177715369617e-105
"MYLIP",3.81266267275924e-109,1.89712671042564,0.872,0.648,1.00978370888028e-104
"CASP1",6.90632716705295e-109,-1.43574922365621,0.268,0.79,1.82914075019397e-104
"S100A16",9.19434076987639e-109,-1.12509136515558,0.715,0.956,2.43512115290176e-104
"NCCRP1",3.14561065563494e-108,-5.33183224753415,0.01,0.584,8.33114982144913e-104
"DPP4",2.0543111590915e-107,1.79290847271889,0.614,0.158,5.44084310485384e-103
"C1orf116",3.36480831400644e-107,1.55554174871805,0.944,0.768,8.91169481964606e-103
"HSD17B6",3.49173222916516e-107,3.07325051041403,0.538,0.133,9.24785280894392e-103
"FAM213A",4.22090963415703e-107,-0.9468757431142,0.507,0.926,1.11790791660649e-102
"MET",7.01644673273522e-107,-1.20060416236056,0.315,0.845,1.85830591716492e-102
"BTG2",7.70671383048255e-107,1.33131509258348,0.841,0.386,2.0411231580033e-102
"OPTN",1.28761306162391e-106,-1.43790841989672,0.33,0.837,3.41024319371092e-102
"CCDC109B",1.97594083850857e-106,-2.99428137812454,0.05,0.626,5.23327931078996e-102
"CTTN",2.78930905170709e-106,-1.02869400854084,0.899,0.987,7.38748502344622e-102
"RHPN2",3.57415615402047e-106,-2.03738418258653,0.163,0.71,9.46615257392322e-102
"RND3",3.69277387774296e-106,-1.55152720671919,0.35,0.889,9.78031161520223e-102
"PDLIM1",5.96410722886651e-106,-1.18751088913443,0.746,0.947,1.5795937995653e-101
"NAMPT",7.25700287287655e-106,-1.30708412858866,0.596,0.935,1.92201721088135e-101
"EGR1",1.54960002820512e-105,1.36325181786744,0.905,0.536,4.10411567470126e-101
"ALOX5",1.70532066730301e-105,-5.52745731881043,0.016,0.579,4.51654178735201e-101
"TMEM125",1.94074348997622e-105,1.81911829224696,0.878,0.603,5.14005913320202e-101
"PGK1",2.24678400221683e-105,-1.88885494326426,0.854,0.962,5.95060742987127e-101
"CD82",2.75359829765338e-105,-1.17623852337634,0.647,0.926,7.29290509133498e-101
"DEGS2",3.55361770201534e-105,2.42028547365226,0.526,0.125,9.41175648378763e-101
"SLC25A37",8.50633524700977e-105,-1.25160333538019,0.511,0.905,2.25290289017054e-100
"DST",1.68812394147557e-104,-1.80115478864477,0.173,0.751,4.47099625899804e-100
"LY6D",2.53860108327853e-104,-6.00028341827929,0.004,0.566,6.72348496906319e-100
"HINT1",3.27477756773335e-104,-0.771977816126574,0.876,0.992,8.67324838814178e-100
"CIB1",3.76960526033745e-104,-0.913723454888212,0.744,0.958,9.98379953200373e-100
"MAGI3",5.03360619255855e-104,2.38235332197655,0.746,0.351,1.33315060009913e-99
"GATA6",7.16951164619167e-104,2.56150107991628,0.652,0.244,1.89884515949386e-99
"LRIG2",1.04581200289885e-103,2.87753003581122,0.509,0.11,2.76983308967761e-99
"GPI",1.711319048607e-103,-1.12231665773917,0.825,0.97,4.53242850023565e-99
"JUNB",2.00154116964552e-103,1.42488436690975,0.934,0.902,5.30108178780617e-99
"KRT15",7.47531696609923e-103,-2.46233620182877,0.153,0.71,1.97983769847138e-98
"ID2",8.21292784125926e-103,2.03641850099633,0.779,0.407,2.17519393875752e-98
"GPX8",9.71567365166291e-103,-3.23932226112214,0.012,0.574,2.57319616664292e-98
"DDIT4",2.03784040130734e-102,-2.52484014958763,0.262,0.799,5.39722030286249e-98
"P3H2",2.75727240915617e-102,2.70931801909923,0.464,0.089,7.30263597565011e-98
"GAS6",3.24063814252129e-102,2.19337112089971,0.693,0.256,8.58283012046763e-98
"TRIM31",4.35413659072039e-102,-3.19363400123617,0.087,0.627,1.15319307605229e-97
"GSR",4.48008428695828e-102,-1.74217848897602,0.223,0.774,1.1865503234009e-97
"ESAM",5.435321441908e-102,2.26641324944505,0.452,0.082,1.43954488388933e-97
"TMPRSS2",5.83161288884584e-102,2.00234678643839,0.808,0.435,1.54450267361082e-97
"PPIB",9.04577451854484e-102,-0.814545634578676,0.85,0.979,2.3957733812366e-97
"SAA2",1.01713172760905e-101,-3.4353660349326,0.031,0.589,2.69387338057258e-97
"BATF",1.71616442875146e-101,-1.58175157968199,0.157,0.724,4.54526148954824e-97
"EMP2",1.79436553968568e-101,1.38051769292829,0.984,0.948,4.75237713185751e-97
"SET",2.04670688466911e-101,-0.849858611119092,0.907,0.997,5.42070318404614e-97
"PPP1R10",2.25370513062969e-101,2.01456903383879,0.88,0.66,5.96893803847273e-97
"SLCO4A1",3.58527434466392e-101,-3.30263222746435,0.062,0.607,9.4955991018424e-97
"PPP1CB",1.03276405789167e-100,-0.838071870463497,0.874,0.98,2.7352756073261e-96
"TAF9",1.2094435841065e-100,-1.25970304552338,0.373,0.875,3.20321133250605e-96
"EVA1A",1.2952361839759e-100,1.9676091804722,0.464,0.085,3.43043303326017e-96
"TMEM130",1.908084847777e-100,3.38909151111729,0.338,0.036,5.05356271933739e-96
"IDO1",2.14624543494436e-100,-1.36049196324498,0.21,0.74,5.68433103445014e-96
"EFNA5",2.78613908965388e-100,-1.85805548074186,0.227,0.733,7.37908937894831e-96
"ITGB1",3.62938003409151e-100,-1.72275330689597,0.734,0.933,9.61241302029138e-96
"CDC42SE2",5.21835444746345e-100,-1.0184127487101,0.579,0.925,1.38208117541069e-95
"CITED2",5.23358762875912e-100,2.7455496631912,0.744,0.386,1.38611568347685e-95
"AVPI1",8.39828706489787e-100,-1.78464954395982,0.39,0.849,2.2242863291382e-95
"VDAC1",8.56124736563215e-100,-1.09068275376878,0.699,0.942,2.26744636478767e-95
"UTRN",1.11641378229944e-99,1.89319475381029,0.784,0.359,2.95682190242007e-95
"BCAP31",1.81249828016478e-99,-0.803782477788844,0.893,0.972,4.80040169501642e-95
"SOD3",2.21496910300977e-99,3.17880643830051,0.46,0.099,5.86634566932139e-95
"CIRBP",4.05292779082258e-99,1.52629187287003,0.874,0.791,1.07341792539936e-94
"SKP1",4.14278704483725e-99,-0.684026399115639,0.915,0.988,1.09721714882515e-94
"A4GALT",4.19054823268473e-99,-2.02302293148162,0.025,0.583,1.10986669942655e-94
"ZYX",5.3437520539329e-99,-0.954187637517334,0.322,0.874,1.41529273148413e-94
"TKT",5.52691715230596e-99,-1.03551410492267,0.852,0.968,1.46380400778823e-94
"ANXA11",7.685426148124e-99,-1.03789440686556,0.829,0.957,2.03548511533064e-94
"TK1",9.64527050635798e-99,-2.08886624235238,0.233,0.731,2.55454989360891e-94
"COL4A3",2.35136169564191e-98,3.04835607755088,0.476,0.101,6.22758145090759e-94
"ABCC6P1",3.65744743712155e-98,2.20944898134202,0.291,0.021,9.68674953721642e-94
"PTGES",1.09272667000549e-97,-2.35399251134803,0.198,0.687,2.89408658550955e-93
"KHDRBS2",1.18296027224429e-97,2.84673717365254,0.214,0.002,3.133070281039e-93
"MST1P2",1.635881953475e-97,2.56049498974375,0.419,0.07,4.33263335377855e-93
"SYK",1.65067562514316e-97,-1.37932702333264,0.122,0.673,4.37181439319166e-93
"SLC41A2",1.91715339767407e-97,-2.03367436982447,0.118,0.643,5.07758077373977e-93
"CAPN1",3.52854198746336e-97,-1.30886297492926,0.654,0.914,9.34534345379671e-93
"CFB",3.68032287637147e-97,-1.95383135157262,0.375,0.808,9.74733513806984e-93
"UBE2D3",4.72240787274007e-97,-0.837649870846244,0.837,0.977,1.25072972509521e-92
"SMS",6.62348919057006e-97,-1.90348564146666,0.553,0.875,1.75423111212248e-92
"MUC4",7.39996873443123e-97,-1.11130595412432,0.305,0.834,1.95988171931411e-92
"CDKN2B",1.1321394355393e-96,2.59141371160707,0.336,0.038,2.99847129502584e-92
"GTF2E2",1.17813383421596e-96,-1.21371463770764,0.274,0.792,3.12028745992098e-92
"CFH",1.19899239525464e-96,-1.64360834244432,0.369,0.825,3.17553135883192e-92
"C15orf48",1.51351118519463e-96,-2.45285550501632,0.398,0.795,4.00853437398798e-92
"F2RL1",1.54446564629197e-96,-2.43040299320335,0.175,0.684,4.09051726420429e-92
"B3GNT3",1.83411354045707e-96,-2.00872515848539,0.083,0.637,4.85764971190056e-92
"ITGB4",2.65292825346067e-96,-1.25209362366031,0.317,0.859,7.02628047929059e-92
"GHITM",3.19199098452508e-96,-1.01734587245624,0.771,0.945,8.45398812251466e-92
"PSMB9",4.22753545814028e-96,-0.848701662586386,0.685,0.955,1.11966276608845e-91
"FLJ37453",6.64158912272207e-96,2.48446412128451,0.685,0.302,1.75902487915294e-91
"NRBP1",9.45865451695424e-96,-1.17556953660732,0.452,0.877,2.50512464881533e-91
"TMEM176B",9.49598612353054e-96,-4.5712405893978,0.045,0.564,2.51501192481706e-91
"ANXA2P2",1.97029715032051e-95,-0.738481945369645,0.699,0.973,5.21833200262387e-91
"ADAMTS1",2.41745431280256e-95,2.31026464060395,0.39,0.059,6.40262774745757e-91
"NENF",2.57335817724932e-95,-0.966369038591798,0.771,0.955,6.81553913244483e-91
