"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene","sig"
"CFH",3.31906643218037e-68,0.649751508494029,0.658,0.825,8.7905474456297e-64,0.417159763313609,10,0.537339556592765,11,"CFH","p_val_adj<0.05"
"ITFG1",6.66521088846212e-66,0.649745746689104,0.522,0.72,1.76528110380919e-61,0.343283582089552,9,0.637700534759358,11,"ITFG1","p_val_adj<0.05"
"ASPH",3.62796757582322e-96,0.648124171218135,0.671,0.969,9.60867212456781e-92,0.355587808417997,10,0.473919523099851,11,"ASPH","p_val_adj<0.05"
"ERGIC1",1.31045087346701e-59,0.647942966887558,0.627,0.795,3.47072913837738e-55,0.397515527950311,10,0.581972171808832,11,"ERGIC1","p_val_adj<0.05"
"CHP1",4.79741323189439e-64,0.646162320885393,0.874,0.97,1.27059489446723e-59,0.321826280623608,12,0.478411910669975,11,"CHP1","p_val_adj<0.05"
"TXNIP",6.55763130319126e-53,0.645913291290498,0.629,0.768,1.73678865065021e-48,0.362229102167183,12,0.595864661654135,11,"TXNIP","p_val_adj<0.05"
"HSPA5",7.14220729166423e-70,0.644867400086824,0.913,0.978,1.89161360119727e-65,0.344349680170576,11,0.472933070866142,11,"HSPA5","p_val_adj<0.05"
"SERINC5",5.58026082204702e-127,0.643492939547844,0.623,0.902,1.47793207871915e-122,0.3578125,10,0.5088,11,"SERINC5","p_val_adj<0.05"
"RAB10",2.27609294718999e-101,0.643018818828493,0.727,0.964,6.02823217063268e-97,0.319946452476573,11,0.477284073889166,11,"RAB10","p_val_adj<0.05"
"TSPAN14",8.61955045256779e-163,0.638105689699215,0.436,0.857,2.28288793736258e-158,0.3125,10,0.535654126895003,11,"TSPAN14","p_val_adj<0.05"
"CYP3A5",2.71315338250394e-148,0.638090812427173,0.032,0.517,7.18578673356169e-144,0.333333333333333,7,0.792364990689013,7,"CYP3A5","p_val_adj<0.05"
"C20orf24",8.40202298174564e-186,0.637422740756282,0.7,0.945,2.22527578671533e-181,0.317107093184979,12,0.486500254712175,11,"C20orf24","p_val_adj<0.05"
"EDN2",1.77369554234848e-55,0.634866315577901,0.044,0.287,4.69763264390995e-51,0.377777777777778,7,0.631490787269682,7,"EDN2","p_val_adj<0.05"
"GHITM",2.51572586309585e-115,0.633782505290256,0.799,0.945,6.66289994840936e-111,0.319123020706456,12,0.489307535641548,11,"GHITM","p_val_adj<0.05"
"RHOV",6.86186236063502e-103,0.633469825575546,0.325,0.705,1.81736424621418e-98,0.532934131736527,8,0.651639344262295,10,"RHOV","p_val_adj<0.05"
"CDCP1",1.66307204545231e-134,0.629583114107903,0.501,0.854,4.40464631238044e-130,0.376699029126214,11,0.537464788732394,10,"CDCP1","p_val_adj<0.05"
"PDLIM1",1.17033623386452e-107,0.629462159201003,0.688,0.947,3.09963551539018e-103,0.396039603960396,12,0.484756097560976,11,"PDLIM1","p_val_adj<0.05"
"PLAUR",1.8586663754382e-85,0.628971617477919,0.427,0.858,4.92267789534807e-81,0.469248291571754,9,0.509539842873176,10,"PLAUR","p_val_adj<0.05"
"ADIRF",1.4834419194512e-73,0.62770340021788,0.401,0.771,3.9288959236665e-69,0.461165048543689,9,0.444791016843419,10,"ADIRF","p_val_adj<0.05"
"CLINT1",2.72649010202643e-82,0.625593255449251,0.828,0.912,7.22110903521699e-78,0.315294117647059,11,0.506596306068602,11,"CLINT1","p_val_adj<0.05"
"PSMB4",1.27483639296034e-152,0.623780306671209,0.85,0.971,3.37640418675546e-148,0.325315005727377,12,0.476214073339941,11,"PSMB4","p_val_adj<0.05"
"RNF141",5.42879927935061e-140,0.620490398803165,0.481,0.831,1.43781748913601e-135,0.394736842105263,10,0.556199304750869,11,"RNF141","p_val_adj<0.05"
"RHEB",2.950516509188e-163,0.620301758956296,0.738,0.958,7.81444297458442e-159,0.339050131926121,12,0.48216976393772,11,"RHEB","p_val_adj<0.05"
"COPG1",1.1200312600635e-77,0.617917290154412,0.503,0.76,2.96640279227818e-73,0.294003868471954,11,0.604179860671311,11,"COPG1","p_val_adj<0.05"
"S100A14",7.44298977122573e-135,0.616759158234682,0.504,0.932,1.97127584090913e-130,0.442084942084942,12,0.495351239669421,10,"S100A14","p_val_adj<0.05"
"FAAH2",3.63315365562815e-63,0.616484950282312,0.343,0.573,9.62240745693116e-59,0.349431818181818,9,0.801680672268908,11,"FAAH2","p_val_adj<0.05"
"PSMA2",7.19167288286917e-186,0.615301924703768,0.83,0.966,1.9047145630279e-181,0.328638497652582,12,0.479581673306773,11,"PSMA2","p_val_adj<0.05"
"H6PD",6.34221112132808e-64,0.613262034125753,0.394,0.613,1.67973461548374e-59,0.412345679012346,10,0.747839748625295,10,"H6PD","p_val_adj<0.05"
"FABP5",3.46613705927895e-37,0.611391154946374,0.209,0.404,9.1800640015003e-33,0.46046511627907,10,0.694874851013111,9,"FABP5","p_val_adj<0.05"
"AKR1C1",0.000118168345019087,0.60883049567173,0.322,0.344,1,0.706948640483384,9,0.876923076923077,9,"AKR1C1","NS"
"PTGR1",1.85230336563498e-10,0.607579024744145,0.633,0.741,4.90582546388426e-06,0.335384615384615,11,0.388961038961039,11,"PTGR1","p_val_adj<0.05"
"IFNGR2",1.22912041216697e-110,0.604551739483952,0.659,0.917,3.25532541162422e-106,0.403249630723781,11,0.50498687664042,11,"IFNGR2","p_val_adj<0.05"
"ALDH7A1",1.47153302154408e-99,0.602181387933931,0.498,0.813,3.8973552075595e-95,0.499021526418787,10,0.562721893491124,11,"ALDH7A1","p_val_adj<0.05"
"EGLN3",3.13642929969074e-22,0.601061802679722,0.554,0.579,8.30683300023092e-18,0.448154657293497,11,0.796342477140482,8,"EGLN3","p_val_adj<0.05"
"SLC39A11",7.63624557701385e-111,0.600317664980734,0.584,0.863,2.02245964107212e-106,0.306666666666667,12,0.532329988851728,11,"SLC39A11","p_val_adj<0.05"
"HCAR2",4.7929780961132e-11,0.600223881684798,0.222,0.308,1.26942024875558e-06,0.609649122807018,10,0.8798751950078,8,"HCAR2","p_val_adj<0.05"
"PRDX1",1.46422168404525e-31,0.599176323541041,0.928,0.992,3.87799113019385e-27,0.325288562434418,12,0.466278505579816,11,"PRDX1","p_val_adj<0.05"
"C1GALT1C1",4.63858679792728e-87,0.59856277270225,0.493,0.763,1.22852971343104e-82,0.355731225296443,10,0.603404791929382,10,"C1GALT1C1","p_val_adj<0.05"
"PYCARD",3.18137570196079e-180,0.596528880802502,0.453,0.905,8.42587354664314e-176,0.361290322580645,10,0.507177033492823,10,"PYCARD","p_val_adj<0.05"
"PSMB2",1.93925117249973e-156,0.595571495331618,0.731,0.968,5.13610673036553e-152,0.322237017310253,12,0.47687717553456,11,"PSMB2","p_val_adj<0.05"
"TPM2",7.07447506135257e-42,0.592627953415207,0.08,0.283,1.87367471999923e-37,0.439024390243902,8,0.709677419354839,7,"TPM2","p_val_adj<0.05"
"TNFRSF12A",3.75526352055264e-71,0.591097227212116,0.663,0.941,9.94581543418366e-67,0.340675477239354,11,0.486196319018405,11,"TNFRSF12A","p_val_adj<0.05"
"EI24",7.88941762471576e-102,0.589334763189496,0.744,0.905,2.08951225790597e-97,0.345549738219895,12,0.509042553191489,10,"EI24","p_val_adj<0.05"
"TUBB6",4.28140688529364e-166,0.588846422906664,0.126,0.665,1.13393061357002e-161,0.449612403100775,8,0.655571635311143,8,"TUBB6","p_val_adj<0.05"
"APOL2",2.64222776682816e-165,0.587455006353098,0.391,0.888,6.99794024044437e-161,0.370646766169154,10,0.50840108401084,10,"APOL2","p_val_adj<0.05"
"SLC39A1",6.85535965299119e-88,0.585553777872381,0.625,0.869,1.81564200409472e-83,0.356697819314642,11,0.53156146179402,11,"SLC39A1","p_val_adj<0.05"
"F2RL1",3.0773733282399e-110,0.583838770640138,0.305,0.684,8.15042325984338e-106,0.4185303514377,9,0.664556962025316,10,"F2RL1","p_val_adj<0.05"
"VDAC1",3.12173467449427e-129,0.581908251511232,0.724,0.942,8.26791428539808e-125,0.326612903225806,12,0.489785495403473,11,"VDAC1","p_val_adj<0.05"
"KARS",1.43742159182268e-136,0.580356559479763,0.61,0.902,3.80701108594236e-132,0.319488817891374,12,0.510672358591249,11,"KARS","p_val_adj<0.05"
"LY6K",1.19800656243463e-287,0.579491618819589,0.101,0.853,3.17292038060813e-283,0.480769230769231,8,0.535553047404063,8,"LY6K","p_val_adj<0.05"
"NOTCH2NL",2.68736604622348e-156,0.579252807878129,0.431,0.855,7.1174889734229e-152,0.5372460496614,10,0.538548114800225,10,"NOTCH2NL","p_val_adj<0.05"
"BZW1",1.69085777625817e-107,0.578863253495018,0.641,0.89,4.47823682041977e-103,0.331306990881459,12,0.518117901568415,11,"BZW1","p_val_adj<0.05"
"SECTM1",6.12076990407466e-167,0.578855978919758,0.2,0.733,1.62108590909418e-162,0.531707317073171,10,0.624671916010499,7,"SECTM1","p_val_adj<0.05"
"BID",3.42930709242022e-133,0.578082451982742,0.433,0.832,9.08251983427495e-129,0.368539325842697,10,0.555234239444766,10,"BID","p_val_adj<0.05"
"TSPAN15",3.00530171436605e-90,0.577906459177535,0.636,0.867,7.95954159049848e-86,0.358346094946401,11,0.531926707384786,11,"TSPAN15","p_val_adj<0.05"
"BCAP31",1.1031380345853e-146,0.575384042417804,0.872,0.972,2.92166108459918e-142,0.329241071428571,11,0.476473501733531,11,"BCAP31","p_val_adj<0.05"
"KRT17",1.25654256227268e-24,0.573432325739986,0.297,0.499,3.3279529761792e-20,0.708196721311475,8,0.482160077145612,7,"KRT17","p_val_adj<0.05"
"LSR",3.21427671179212e-119,0.572918905711598,0.814,0.976,8.51301187118142e-115,0.350478468899522,11,0.47534516765286,11,"LSR","p_val_adj<0.05"
"ECHS1",1.50201597095016e-137,0.572769912339267,0.718,0.932,3.9780892990615e-133,0.316146540027137,11,0.494579246257099,10,"ECHS1","p_val_adj<0.05"
"PARP9",2.52589828416752e-149,0.570865031287659,0.527,0.911,6.68984160561767e-145,0.364140480591497,11,0.497360084477297,11,"PARP9","p_val_adj<0.05"
"ACTG1",3.83014622306408e-19,0.569953603444472,0.966,0.998,1.01441422717852e-14,0.351814516129032,12,0.464320154291225,11,"ACTG1","p_val_adj<0.05"
"TM9SF2",2.38651956236776e-32,0.569067469292284,0.785,0.795,6.320697060931e-28,0.325062034739454,11,0.579297820823245,11,"TM9SF2","p_val_adj<0.05"
"HIBADH",3.11130654997807e-62,0.568809603185852,0.591,0.771,8.24029539761691e-58,0.359143327841845,11,0.597378277153558,10,"HIBADH","p_val_adj<0.05"
"PPIC",2.7012033745047e-100,0.568681561139283,0.618,0.871,7.15413713737569e-96,0.434645669291339,11,0.529574350469873,11,"PPIC","p_val_adj<0.05"
"GRN",1.30279891081527e-101,0.568527643719454,0.75,0.963,3.45046291529425e-97,0.42987012987013,12,0.48001998001998,11,"GRN","p_val_adj<0.05"
"CAV2",4.73260881934815e-208,0.568451437506873,0.33,0.891,1.25343144580436e-203,0.584070796460177,11,0.519178822258239,9,"CAV2","p_val_adj<0.05"
"WDR45B",2.17738860203493e-98,0.567725577102675,0.721,0.913,5.76681371248951e-94,0.35,12,0.505535055350554,10,"WDR45B","p_val_adj<0.05"
"HIST1H2BK",2.86900310601511e-134,0.567658547973071,0.551,0.881,7.59855472628102e-130,0.30565371024735,12,0.521857923497268,11,"HIST1H2BK","p_val_adj<0.05"
"MKRN1",1.0992825531139e-105,0.567118168072534,0.591,0.845,2.91144984192217e-101,0.301482701812191,12,0.543019943019943,11,"MKRN1","p_val_adj<0.05"
"SPPL2A",4.31240090077438e-69,0.566300330945621,0.528,0.747,1.14213937857009e-64,0.380073800738007,11,0.613007083065035,10,"SPPL2A","p_val_adj<0.05"
"ATP5B",5.41814244386109e-105,0.566203038064909,0.87,0.984,1.43499502625661e-100,0.322508398656215,11,0.470645792563601,11,"ATP5B","p_val_adj<0.05"
"NAMPT",2.33867450297922e-104,0.562763753496971,0.667,0.935,6.19397942114047e-100,0.446715328467153,11,0.493820803295572,11,"NAMPT","p_val_adj<0.05"
"ADAM9",1.18139567755505e-167,0.562491153592328,0.409,0.849,3.12892645200455e-163,0.357142857142857,10,0.541383219954649,11,"ADAM9","p_val_adj<0.05"
"CNOT8",2.66674837497996e-96,0.560839629555417,0.413,0.724,7.06288307113442e-92,0.346698113207547,11,0.632558139534884,11,"CNOT8","p_val_adj<0.05"
"LAD1",1.1082921771476e-118,0.559688749160217,0.452,0.878,2.93531183117541e-114,0.424568965517241,10,0.512876712328767,9,"LAD1","p_val_adj<0.05"
"SDCBP",1.11585735559081e-66,0.555247231163506,0.747,0.91,2.95534820628226e-62,0.332464146023468,12,0.506871035940803,11,"SDCBP","p_val_adj<0.05"
"CA12",2.14004373520844e-80,0.554995885685743,0.126,0.465,5.66790583269955e-76,0.410852713178295,9,0.524844720496894,7,"CA12","p_val_adj<0.05"
"ANXA11",4.2538206030345e-103,0.55495926314374,0.833,0.957,1.12662438671369e-98,0.328654970760234,12,0.483903420523139,11,"ANXA11","p_val_adj<0.05"
"HCP5",5.48795563847547e-140,0.553423843029274,0.241,0.731,1.45348505085023e-135,0.37246963562753,9,0.511857707509881,10,"HCP5","p_val_adj<0.05"
"PHLDA3",2.37921953828655e-128,0.553310487189548,0.327,0.842,6.30136294715193e-124,0.425595238095238,9,0.500571428571429,10,"PHLDA3","p_val_adj<0.05"
"S100A8",8.75221722504309e-63,0.552321151670262,0.102,0.392,2.31802473205266e-58,0.495238095238095,7,0.64004914004914,8,"S100A8","p_val_adj<0.05"
"XRCC6",3.24254702392709e-49,0.551388149639299,0.874,0.915,8.58788579287089e-45,0.338530066815145,11,0.506309148264984,11,"XRCC6","p_val_adj<0.05"
"EVA1C",6.87163660502912e-67,0.550014732069343,0.58,0.78,1.81995295484196e-62,0.37751677852349,9,0.58975940777298,10,"EVA1C","p_val_adj<0.05"
"RGS10",4.2244670499078e-203,0.547887398091136,0.143,0.717,1.11885009816808e-198,0.462585034013605,9,0.638012088650101,9,"RGS10","p_val_adj<0.05"
"C4orf19",1.74613529942003e-38,0.547729179239391,0.408,0.529,4.62463934051395e-34,0.398568019093079,7,0.869881710646042,9,"C4orf19","p_val_adj<0.05"
"PRSS8",2.86112525090488e-98,0.543615041995966,0.529,0.896,7.57769022702157e-94,0.421731123388582,10,0.514500537056928,11,"PRSS8","p_val_adj<0.05"
"SDC1",1.45304873824847e-70,0.543437103446271,0.646,0.958,3.84839958325107e-66,0.455505279034691,11,0.478151682571572,11,"SDC1","p_val_adj<0.05"
"CDK16",1.56925583579651e-95,0.543208435545364,0.551,0.822,4.15617408110705e-91,0.372791519434629,11,0.559391456992393,10,"CDK16","p_val_adj<0.05"
"ATP5G3",6.19186672201717e-121,0.543138298825938,0.821,0.978,1.63991590132625e-116,0.3214709371293,12,0.472208558780128,11,"ATP5G3","p_val_adj<0.05"
"CD82",7.90512149445411e-100,0.542277480913746,0.751,0.926,2.09367142780617e-95,0.339818417639429,11,0.498960498960499,11,"CD82","p_val_adj<0.05"
"SLC16A3",6.28544231251403e-96,0.542182646218917,0.586,0.843,1.66469939646934e-91,0.388704318936877,10,0.548258138206739,11,"SLC16A3","p_val_adj<0.05"
"FAM107B",3.64929478959815e-35,0.540945528005352,0.729,0.787,9.66515725025069e-31,0.339118825100134,10,0.588630806845966,10,"FAM107B","p_val_adj<0.05"
"NCK1",6.31033875665384e-196,0.540009854866588,0.3,0.84,1.67129321969977e-191,0.288961038961039,8,0.533218785796105,11,"NCK1","p_val_adj<0.05"
"GCLC",9.18616228253279e-134,0.540004104695975,0.256,0.72,2.43295508052881e-129,0.509505703422053,9,0.459585838343353,11,"GCLC","p_val_adj<0.05"
"SUCLG2",2.69214224522595e-96,0.539697835543762,0.427,0.728,7.13013873648092e-92,0.323462414578588,11,0.628552544613351,11,"SUCLG2","p_val_adj<0.05"
"ARPC3",3.25758705042999e-159,0.539647819076857,0.87,0.983,8.62771930306382e-155,0.319910514541387,12,0.470386686245717,11,"ARPC3","p_val_adj<0.05"
"GNAI1",6.97026068344244e-145,0.53814381575638,0.172,0.667,1.84607354200973e-140,0.463276836158192,9,0.658483754512635,10,"GNAI1","p_val_adj<0.05"
"BROX",1.34531848784474e-92,0.537091648919707,0.599,0.842,3.5630760150568e-88,0.31219512195122,11,0.548571428571429,11,"BROX","p_val_adj<0.05"
"RFWD2",2.84218501868197e-96,0.534837651155122,0.3,0.644,7.5275270219792e-92,0.340909090909091,9,0.699029126213592,10,"RFWD2","p_val_adj<0.05"
"LINC01420",3.05568271027718e-116,0.534003243632836,0.655,0.885,8.09297565816912e-112,0.341753343239227,11,0.520652173913044,11,"LINC01420","p_val_adj<0.05"
"TCF25",1.5306237458121e-82,0.533036240219006,0.699,0.876,4.05385699078336e-78,0.348189415041783,12,0.526373626373626,10,"TCF25","p_val_adj<0.05"
"PSMD2",1.1120636960374e-108,0.532502603774799,0.679,0.917,2.94530069895506e-104,0.315638450502152,12,0.501049317943337,11,"PSMD2","p_val_adj<0.05"
"FAM83A",1.89878774534561e-171,0.530278069541263,0.245,0.802,5.02893934354784e-167,0.55952380952381,10,0.494901019796041,9,"FAM83A","p_val_adj<0.05"
"TOR1AIP2",9.72010711791554e-93,0.530190149186681,0.821,0.975,2.57437037017993e-88,0.340450771055753,12,0.473606314750863,11,"TOR1AIP2","p_val_adj<0.05"
"C1orf43",3.34513180789086e-85,0.530013608382984,0.776,0.929,8.85958159319896e-81,0.326223337515684,12,0.498445595854922,10,"C1orf43","p_val_adj<0.05"
"TFCP2L1",3.84570200397884e-138,0.529417902047755,0.171,0.626,1.01853417575379e-133,0.414772727272727,9,0.727901614142967,10,"TFCP2L1","p_val_adj<0.05"
"FBXW5",7.91594040345595e-99,0.529277402805413,0.619,0.888,2.09653681585531e-94,0.320754716981132,10,0.51869918699187,11,"FBXW5","p_val_adj<0.05"
"TRIM16",4.20837801319424e-105,0.528775017386795,0.444,0.809,1.11458891679449e-100,0.394736842105263,9,0.529726516052319,9,"TRIM16","p_val_adj<0.05"
"ANKRD13A",2.96910163512027e-93,0.528228318077297,0.367,0.67,7.86366568061604e-89,0.381962864721485,11,0.686288585786073,10,"ANKRD13A","p_val_adj<0.05"
"TMEM159",7.19178873056221e-122,0.524332542815088,0.568,0.87,1.9047452452894e-117,0.37221269296741,12,0.530713890426121,10,"TMEM159","p_val_adj<0.05"
"HSD17B4",7.60947311563805e-81,0.524320973405692,0.446,0.728,2.01536895467674e-76,0.344978165938865,10,0.627645502645503,11,"HSD17B4","p_val_adj<0.05"
"CTSS",3.0530683383863e-28,0.524281268394761,0.764,0.848,8.08605149421611e-24,0.365605095541401,10,0.544526375496313,11,"CTSS","p_val_adj<0.05"
"MRPS12",1.57266112024203e-94,0.523784599997739,0.549,0.914,4.16519297696102e-90,0.313829787234043,12,0.492364402317009,10,"MRPS12","p_val_adj<0.05"
"SFN",1.08157614508317e-12,0.523113532688095,0.627,0.806,2.86455442025278e-08,0.368012422360248,11,0.397849462365591,10,"SFN","p_val_adj<0.05"
"PON2",2.1598837994808e-38,0.522555471550478,0.726,0.821,5.7204522429249e-34,0.343163538873995,11,0.564478311840563,11,"PON2","p_val_adj<0.05"
"TACC1",6.99713414994307e-106,0.522167437548512,0.327,0.706,1.85319097961242e-101,0.431547619047619,10,0.642126789366053,10,"TACC1","p_val_adj<0.05"
"ATP6AP2",4.07485429668054e-41,0.521869418385974,0.778,0.863,1.07922516047584e-36,0.341677096370463,10,0.534857780256553,11,"ATP6AP2","p_val_adj<0.05"
"FAM213A",1.82953056327521e-83,0.519949169318826,0.627,0.926,4.84551169683439e-79,0.347826086956522,10,0.495064935064935,11,"FAM213A","p_val_adj<0.05"
"PRELID1",3.32416727169312e-130,0.519715316721684,0.736,0.946,8.80405701907922e-126,0.333333333333333,11,0.488040712468193,11,"PRELID1","p_val_adj<0.05"
"EIF3M",1.70699606393258e-121,0.517867881389439,0.695,0.936,4.52097907532543e-117,0.30672268907563,12,0.492291880781089,11,"EIF3M","p_val_adj<0.05"
"AP2M1",1.25403948945096e-87,0.51751363569174,0.711,0.955,3.32132358781086e-83,0.305479452054795,12,0.481612090680101,11,"AP2M1","p_val_adj<0.05"
"ARL6IP1",5.03013136453177e-110,0.516800119868216,0.808,0.969,1.33223029189624e-105,0.302409638554217,11,0.477159880834161,11,"ARL6IP1","p_val_adj<0.05"
"AGFG1",2.65957658391188e-174,0.516722331117392,0.352,0.83,7.04388858249062e-170,0.340720221606648,10,0.552204176334107,10,"AGFG1","p_val_adj<0.05"
"STMN1",2.02430616651403e-34,0.516586265686754,0.437,0.718,5.36137488201242e-30,0.416481069042316,12,0.531187122736419,10,"STMN1","p_val_adj<0.05"
"KRTCAP3",1.64161952187474e-108,0.516536475745761,0.682,0.924,4.34782930368525e-104,0.32,11,0.496616345653306,11,"KRTCAP3","p_val_adj<0.05"
"NUDT19",2.65918315489974e-131,0.515663546699433,0.459,0.852,7.04284658575197e-127,0.335456475583864,9,0.540937323546019,11,"NUDT19","p_val_adj<0.05"
"UBE2D3",2.49947355179703e-116,0.508904368030234,0.836,0.977,6.61985570193444e-112,0.327124563445867,11,0.473658296405711,11,"UBE2D3","p_val_adj<0.05"
"EIF4EBP1",5.04931567291877e-100,0.50873189733311,0.384,0.836,1.33731125597254e-95,0.289340101522843,12,0.474381116868163,10,"EIF4EBP1","p_val_adj<0.05"
"ADIPOR1",1.23164532368758e-63,0.505984727272641,0.76,0.899,3.26201263978656e-59,0.357234314980794,11,0.51338329764454,11,"ADIPOR1","p_val_adj<0.05"
"SAMD9",9.4546976529645e-151,0.505676832913861,0.16,0.685,2.50407667338765e-146,0.408536585365854,7,0.531601123595506,10,"SAMD9","p_val_adj<0.05"
"RER1",1.15910471873374e-89,0.505072268732441,0.801,0.933,3.0698888475663e-85,0.331713244228433,11,0.495100567302733,11,"RER1","p_val_adj<0.05"
"C1orf116",3.52951688699319e-105,0.504907355183671,0.394,0.768,9.34792547520147e-101,0.380246913580247,10,0.593103448275862,9,"C1orf116","p_val_adj<0.05"
"PVRL4",1.81454089301233e-99,0.503882373141048,0.402,0.735,4.80581155514315e-95,0.314769975786925,11,0.62565445026178,10,"PVRL4","p_val_adj<0.05"
"LIMA1",1.40375858869177e-135,0.502679409005746,0.599,0.912,3.71785462215015e-131,0.320325203252033,11,0.503164556962025,10,"LIMA1","p_val_adj<0.05"
"ECH1",2.50551526455332e-96,0.502537049866878,0.81,0.95,6.63585717816948e-92,0.299278846153846,11,0.486075949367089,11,"ECH1","p_val_adj<0.05"
"ZFAND2A",7.68157780341882e-16,0.502096126467342,0.556,0.789,2.03446588123547e-11,0.334500875656743,10,0.512507626601586,11,"ZFAND2A","p_val_adj<0.05"
"ACTR3",3.24366710634429e-112,0.501602651222607,0.627,0.908,8.59085233115285e-108,0.31055900621118,11,0.508483563096501,11,"ACTR3","p_val_adj<0.05"
"RHOA",9.94149760844701e-63,0.500546745095586,0.876,0.954,2.63300564159719e-58,0.318888888888889,11,0.486636409480585,11,"RHOA","p_val_adj<0.05"
"RNF213",4.63068516100612e-114,0.500374542472755,0.87,0.983,1.22643696489247e-109,0.369127516778524,12,0.469147894221352,11,"RNF213","p_val_adj<0.05"
"PLS3",5.17401196225811e-86,0.500357350013999,0.549,0.855,1.37033706820406e-81,0.413120567375887,10,0.538548114800225,11,"PLS3","p_val_adj<0.05"
"AP3S1",6.93034397315204e-146,0.497677747649192,0.474,0.885,1.83550160128932e-141,0.427104722792608,10,0.519021739130435,11,"AP3S1","p_val_adj<0.05"
"RPS16",1.00669117928965e-121,0.49699029441233,0.978,0.998,2.66622158834863e-117,0.360557768924303,12,0.465508924264351,11,"RPS16","p_val_adj<0.05"
"MAT2B",1.6812879047654e-79,0.496034238219442,0.569,0.793,4.45289101577115e-75,0.337328767123288,11,0.581056466302368,11,"MAT2B","p_val_adj<0.05"
"ANXA3",2.9607176583592e-22,0.492463824257083,0.576,0.631,7.84146071816434e-18,0.33277027027027,10,0.718535469107552,10,"ANXA3","p_val_adj<0.05"
"OASL",1.12166399204465e-41,0.491829906511841,0.072,0.279,2.97072708293025e-37,0.689189189189189,7,0.723661485319516,8,"OASL","p_val_adj<0.05"
"GBP1",1.34153474868392e-22,0.491444566406027,0.3,0.468,3.55305478188936e-18,0.577922077922078,10,0.512345679012346,10,"GBP1","p_val_adj<0.05"
"ERP44",5.14141957992217e-96,0.491429092224434,0.665,0.891,1.36170497574239e-91,0.31185944363104,10,0.515937331172339,11,"ERP44","p_val_adj<0.05"
"KCTD3",4.58637399109063e-124,0.491405222976555,0.189,0.632,1.21470115154035e-119,0.458762886597938,10,0.710806697108067,10,"KCTD3","p_val_adj<0.05"
"GALNT7",1.73281905015149e-100,0.491033635156466,0.351,0.692,4.58937125432622e-96,0.377777777777778,10,0.659707724425887,10,"GALNT7","p_val_adj<0.05"
"SMIM14",8.11588150838646e-51,0.487244823906604,0.771,0.883,2.14949121749615e-46,0.340909090909091,10,0.523160762942779,11,"SMIM14","p_val_adj<0.05"
"FDFT1",8.11809411234924e-71,0.485703618210499,0.727,0.896,2.1500772256557e-66,0.338688085676037,11,0.511552928533047,11,"FDFT1","p_val_adj<0.05"
"MRPL15",3.24843264594658e-133,0.485286235756947,0.369,0.836,8.60347386278953e-129,0.350923482849604,9,0.534830166954519,11,"MRPL15","p_val_adj<0.05"
"PDLIM5",4.48485027149269e-154,0.484743774965466,0.57,0.931,1.18781259440484e-149,0.335042735042735,11,0.492761116856256,11,"PDLIM5","p_val_adj<0.05"
"FKBP4",6.5875766234812e-83,0.483871373819207,0.566,0.874,1.744719668729e-78,0.306368330464716,10,0.522839845899835,10,"FKBP4","p_val_adj<0.05"
"RBBP7",2.70912745385038e-86,0.483552616772417,0.648,0.869,7.17512406152273e-82,0.372372372372372,11,0.529085872576177,10,"RBBP7","p_val_adj<0.05"
"CBR3",1.25801754116132e-26,0.483162410413177,0.331,0.524,3.33185945776575e-22,0.573529411764706,9,0.522977941176471,9,"CBR3","p_val_adj<0.05"
"NCSTN",3.60211081165836e-67,0.483145697333062,0.516,0.755,9.54019048467716e-63,0.288679245283019,10,0.605481198215424,11,"NCSTN","p_val_adj<0.05"
"ATP1B3",8.21455913175852e-28,0.482186437020327,0.544,0.756,2.17562598604624e-23,0.368515205724508,10,0.380012730744749,11,"ATP1B3","p_val_adj<0.05"
"B2M",6.46049458900981e-111,0.480739251829642,0.979,0.998,1.71106199189925e-106,0.354228855721393,12,0.46502653159672,11,"B2M","p_val_adj<0.05"
"BAG3",8.19249521290823e-15,0.480564778580553,0.703,0.887,2.16978235713875e-10,0.322714681440443,10,0.456616052060738,10,"BAG3","p_val_adj<0.05"
"TMEM265",2.23415675727378e-150,0.480455886684751,0.521,0.921,5.91716417163962e-146,0.366355140186916,11,0.502352326189232,11,"TMEM265","p_val_adj<0.05"
"MYL12A",4.70669771511687e-52,0.479289208859085,0.905,0.981,1.2465688898487e-47,0.322927879440258,12,0.472290338401177,11,"MYL12A","p_val_adj<0.05"
"ARF1",7.47267642417375e-101,0.478775101107274,0.91,0.985,1.97913835094242e-96,0.335828877005348,12,0.471421592574499,11,"ARF1","p_val_adj<0.05"
"SQSTM1",1.42321600744545e-104,0.476971056121662,0.94,0.994,3.76938759571927e-100,0.341968911917098,12,0.467312348668281,11,"SQSTM1","p_val_adj<0.05"
"ZFAND6",9.16424645439451e-82,0.47664995680703,0.727,0.91,2.42715067344639e-77,0.314591700133869,11,0.505552617662612,11,"ZFAND6","p_val_adj<0.05"
"SSU72",1.09305113342423e-89,0.476149298433493,0.784,0.943,2.89494592687408e-85,0.336645962732919,11,0.49055640632976,11,"SSU72","p_val_adj<0.05"
