"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","gene","sig"
"ACP5",5.23829722618913e-76,0.502599967662809,0.071,0.464,1.38736302035619e-71,0.219178082191781,9,0.552301255230126,5,"ACP5","p_val_adj<0.05"
"HERPUD1",4.35521813105286e-30,0.497933098198248,0.695,0.88,1.15347952200935e-25,0.30812324929972,10,0.379690949227373,6,"HERPUD1","p_val_adj<0.05"
"P3H2",3.6638383136456e-75,0.496477199684159,0.073,0.464,9.70367577369037e-71,0.626666666666667,7,0.623430962343096,4,"P3H2","p_val_adj<0.05"
"KMT2E",1.80421873876007e-30,0.494447746029552,0.819,0.942,4.77847332960605e-26,0.365041617122473,12,0.375257731958763,6,"KMT2E","p_val_adj<0.05"
"THUMPD1",9.08841789728045e-30,0.492883784241382,0.577,0.802,2.40706748009473e-25,0.288364249578415,12,0.39225181598063,6,"THUMPD1","p_val_adj<0.05"
"GPRC5A",2.86437409429523e-34,0.4917756485139,0.645,0.948,7.58629478874092e-30,0.457703927492447,11,0.375,6,"GPRC5A","p_val_adj<0.05"
"LRIG2",3.31784881188207e-57,0.491618358364185,0.137,0.509,8.78732257826966e-53,0.411347517730496,9,0.484732824427481,4,"LRIG2","p_val_adj<0.05"
"EEF1D",3.9303575973024e-25,0.49106847843428,0.881,0.959,1.04095520964554e-20,0.356906077348066,12,0.37246963562753,6,"EEF1D","p_val_adj<0.05"
"C12orf65",1.21033345963788e-36,0.490630820505409,0.405,0.707,3.20556816785094e-32,0.350961538461538,11,0.401098901098901,6,"C12orf65","p_val_adj<0.05"
"PCF11",4.04143219461123e-32,0.489073011501403,0.574,0.819,1.07037331674278e-27,0.33728813559322,11,0.372037914691943,6,"PCF11","p_val_adj<0.05"
"CCNL1",4.00097784660941e-27,0.488918344480808,0.685,0.849,1.0596589826745e-22,0.314366998577525,10,0.382151029748284,6,"CCNL1","p_val_adj<0.05"
"RPS13",1.43172955751499e-14,0.488367686345343,0.965,0.95,3.79193573307846e-10,0.354187689202825,12,0.366053169734151,6,"RPS13","p_val_adj<0.05"
"MARC1",4.40641878625042e-50,0.487631345693711,0.163,0.505,1.16704001553842e-45,0.407185628742515,10,0.542307692307692,5,"MARC1","p_val_adj<0.05"
"C16orf58",3.7940710280668e-53,0.48704214380276,0.296,0.678,1.00485971178349e-48,0.368421052631579,8,0.415472779369628,6,"C16orf58","p_val_adj<0.05"
"MTHFR",4.38579538903878e-35,0.486595959695463,0.334,0.649,1.16157790878692e-30,0.411078717201166,10,0.42814371257485,5,"MTHFR","p_val_adj<0.05"
"SSR2",2.02106510632386e-36,0.486498152812809,0.778,0.926,5.35279093409874e-32,0.377972465581977,12,0.368972746331237,6,"SSR2","p_val_adj<0.05"
"TMEM150A",8.57671373089878e-32,0.486407174361792,0.257,0.538,2.27154263162854e-27,0.367424242424242,10,0.472924187725632,5,"TMEM150A","p_val_adj<0.05"
"SDPR",7.50915334406065e-31,0.485848006295079,0.161,0.416,1.98879926317446e-26,0.539393939393939,10,0.551401869158878,5,"SDPR","p_val_adj<0.05"
"RAB11FIP1",1.97628872381445e-22,0.485496234874465,0.748,0.887,5.23420068502256e-18,0.356770833333333,11,0.37417943107221,6,"RAB11FIP1","p_val_adj<0.05"
"RPS15A",2.49272924983579e-23,0.485469621011253,0.931,0.94,6.6019934181901e-19,0.348326359832636,12,0.361570247933884,6,"RPS15A","p_val_adj<0.05"
"RAB25",7.29333958332653e-10,0.484198019289514,0.673,0.806,1.93164098864403e-05,0.298118668596237,11,0.397590361445783,6,"RAB25","p_val_adj<0.05"
"ALDH3A2",1.03741561571521e-39,0.482749569463424,0.654,0.858,2.74759525822173e-35,0.345238095238095,10,0.389140271493213,5,"ALDH3A2","p_val_adj<0.05"
"CDH1",4.94707974588839e-29,0.481745797498166,0.824,0.946,1.31023407069854e-24,0.325059101654846,11,0.375770020533881,6,"CDH1","p_val_adj<0.05"
"DNAJA3",2.51705807928303e-32,0.481339887479333,0.272,0.54,6.66642832298112e-28,0.28673835125448,11,0.460431654676259,6,"DNAJA3","p_val_adj<0.05"
"CD47",7.5198790155534e-23,0.481045399979983,0.837,0.948,1.99163995726932e-18,0.345348837209302,11,0.379098360655738,6,"CD47","p_val_adj<0.05"
"PMVK",2.10225978680914e-24,0.480911795638181,0.587,0.779,5.56783504536399e-20,0.330016583747927,11,0.401496259351621,6,"PMVK","p_val_adj<0.05"
"SERPING1",5.91269823383478e-19,0.480678242704345,0.347,0.571,1.56597812723114e-14,0.632022471910112,10,0.54421768707483,6,"SERPING1","p_val_adj<0.05"
"PNKD",8.044368465892e-21,0.479884729651566,0.806,0.858,2.1305509881915e-16,0.314009661835749,10,0.414027149321267,6,"PNKD","p_val_adj<0.05"
"TXNDC11",1.07163062563529e-57,0.479381639001705,0.35,0.738,2.83821371199506e-53,0.33983286908078,11,0.365789473684211,6,"TXNDC11","p_val_adj<0.05"
"BST2",7.96797921748077e-24,0.478529564706148,0.703,0.905,2.11031929574978e-19,0.416897506925208,11,0.371244635193133,6,"BST2","p_val_adj<0.05"
"GGTLC1",4.72315722192747e-51,0.477947850706165,0.133,0.478,1.25092819022749e-46,0.627737226277372,7,0.495934959349593,5,"GGTLC1","p_val_adj<0.05"
"SMG1",4.22276316199727e-26,0.477464091642981,0.489,0.709,1.11839882345498e-21,0.314741035856574,11,0.424657534246575,5,"SMG1","p_val_adj<0.05"
"MRPS34",3.49931446286151e-25,0.477349625859039,0.657,0.823,9.2679343548887e-21,0.293333333333333,12,0.386792452830189,6,"MRPS34","p_val_adj<0.05"
"USP39",3.51340875505438e-25,0.475215373284507,0.377,0.625,9.30526308776153e-21,0.317829457364341,10,0.391304347826087,5,"USP39","p_val_adj<0.05"
"SERP1",1.30288195476147e-31,0.475147949320253,0.839,0.907,3.45068285718576e-27,0.316705336426914,12,0.381156316916488,6,"SERP1","p_val_adj<0.05"
"CAV2",3.47572844779149e-44,0.474277307308598,0.33,0.676,9.20546679397577e-40,0.584070796460177,11,0.491379310344828,6,"CAV2","p_val_adj<0.05"
"SULT1A2",2.70451621201516e-41,0.471561900073811,0.18,0.48,7.16291118752214e-37,0.416216216216216,9,0.506072874493927,5,"SULT1A2","p_val_adj<0.05"
"ABCC6",1.19675053800771e-35,0.469409837526057,0.291,0.594,3.16959379991343e-31,0.367892976588629,9,0.437908496732026,5,"ABCC6","p_val_adj<0.05"
"TMEM130",2.00341054226577e-42,0.46678805150171,0.075,0.338,5.30603282119089e-38,0.688311688311688,7,0.568965517241379,5,"TMEM130","p_val_adj<0.05"
"NEAT1",2.46734386499982e-12,0.466159904699677,0.941,0.979,6.53476022645203e-08,0.357142857142857,11,0.363095238095238,6,"NEAT1","p_val_adj<0.05"
"HLA-DRB6",1.15421273658374e-48,0.465785239614169,0.444,0.687,3.05693243284203e-44,0.403508771929825,8,0.474576271186441,6,"HLA-DRB6","p_val_adj<0.05"
"HLA-DOA",1.35080936087344e-39,0.463876957447887,0.05,0.28,3.57761859227332e-35,0.627450980392157,7,0.861111111111111,4,"HLA-DOA","p_val_adj<0.05"
"PBXIP1",1.96648238591433e-46,0.462259095936563,0.511,0.823,5.2082285990941e-42,0.342857142857143,11,0.365566037735849,6,"PBXIP1","p_val_adj<0.05"
"IRF2BP2",2.41955066987696e-42,0.462064835023765,0.747,0.922,6.40817994916912e-38,0.36245110821382,11,0.364210526315789,6,"IRF2BP2","p_val_adj<0.05"
"CREBBP",2.69883220683566e-32,0.461708270485771,0.56,0.796,7.14785709980425e-28,0.304347826086957,11,0.38780487804878,6,"CREBBP","p_val_adj<0.05"
"GALNT11",6.17949970725921e-41,0.461103804791974,0.366,0.672,1.6366404974676e-36,0.329787234042553,11,0.430635838150289,5,"GALNT11","p_val_adj<0.05"
"TMEM208",5.59719124770775e-17,0.46002514131638,0.661,0.775,1.4824161019554e-12,0.328424153166421,11,0.383458646616541,6,"TMEM208","p_val_adj<0.05"
"CXCL16",3.01427657439982e-32,0.459915578978986,0.525,0.79,7.98331150729793e-28,0.333951762523191,11,0.390663390663391,6,"CXCL16","p_val_adj<0.05"
"PYGB",2.04018124317244e-39,0.459189452799316,0.398,0.73,5.40342002254221e-35,0.501222493887531,10,0.396276595744681,6,"PYGB","p_val_adj<0.05"
"CACNA2D2",1.48508158797348e-99,0.458724320914679,0.101,0.606,3.93323858574775e-95,0.5,9,0.381410256410256,5,"CACNA2D2","p_val_adj<0.05"
"AHCYL2",7.05832432990031e-36,0.458415763870473,0.35,0.635,1.8693971987741e-31,0.467966573816156,9,0.443425076452599,5,"AHCYL2","p_val_adj<0.05"
"PPT1",4.4644737682386e-14,0.457692569177729,0.548,0.705,1.18241587751799e-09,0.30550621669627,11,0.391184573002755,5,"PPT1","p_val_adj<0.05"
"LPIN2",1.80135298740809e-33,0.455637309224494,0.414,0.685,4.77088338715032e-29,0.324705882352941,10,0.422096317280453,6,"LPIN2","p_val_adj<0.05"
"SLC50A1",4.24813260663161e-27,0.455064244887288,0.572,0.79,1.12511792086638e-22,0.310051107325383,10,0.366093366093366,6,"SLC50A1","p_val_adj<0.05"
"NHSL1",1.43412389513116e-20,0.454239805931953,0.421,0.606,3.79827713625489e-16,0.532407407407407,10,0.458333333333333,6,"NHSL1","p_val_adj<0.05"
"PABPC1",5.21007433726772e-10,0.454180996808045,0.948,0.977,1.37988818822536e-05,0.342915811088296,11,0.36779324055666,6,"PABPC1","p_val_adj<0.05"
"CD44",5.45309689963984e-21,0.454067780016589,0.58,0.794,1.44425271386961e-16,0.444630872483221,11,0.415647921760391,5,"CD44","p_val_adj<0.05"
"RARRES3",0.00434832286322237,0.451321909185763,0.852,0.765,1,0.350857142857143,10,0.451776649746193,6,"RARRES3","NS"
"RNF114",3.93388616396509e-18,0.449569327365354,0.571,0.742,1.04188975052615e-13,0.296928327645051,11,0.416230366492147,6,"RNF114","p_val_adj<0.05"
"NMRAL1",1.78057873502184e-31,0.449036750111408,0.512,0.781,4.71586277970534e-27,0.346007604562738,11,0.385572139303483,6,"NMRAL1","p_val_adj<0.05"
"BLVRB",5.31763041038117e-20,0.448374017991685,0.805,0.87,1.40837441418945e-15,0.348246674727932,12,0.381696428571429,6,"BLVRB","p_val_adj<0.05"
"SEPHS2",1.0195755812647e-41,0.448054394693025,0.389,0.724,2.70034592697956e-37,0.3225,12,0.386058981233244,6,"SEPHS2","p_val_adj<0.05"
"LRRK2",2.11991636667314e-39,0.447910444226874,0.131,0.416,5.61459849713381e-35,0.822222222222222,8,0.406542056074766,4,"LRRK2","p_val_adj<0.05"
"TCEB3",1.16199408136141e-37,0.447326936878115,0.396,0.697,3.07754132448568e-33,0.336609336609337,10,0.412256267409471,5,"TCEB3","p_val_adj<0.05"
"KDM5B",2.11936028839974e-30,0.446464213313322,0.597,0.814,5.6131257238267e-26,0.313213703099511,12,0.386634844868735,6,"KDM5B","p_val_adj<0.05"
"TOX4",1.71440272670374e-29,0.442487194121284,0.622,0.841,4.54059562167486e-25,0.328638497652582,11,0.369515011547344,6,"TOX4","p_val_adj<0.05"
"PEF1",1.26854417201708e-27,0.442442057780967,0.39,0.666,3.35973923958723e-23,0.301745635910224,12,0.425655976676385,5,"PEF1","p_val_adj<0.05"
"DDOST",1.00810593951492e-10,0.441911362162432,0.79,0.87,2.66996858080528e-06,0.327990135635018,10,0.368303571428571,6,"DDOST","p_val_adj<0.05"
"TNS3",1.35982804081492e-60,0.440459048894407,0.2,0.61,3.60150456609831e-56,0.385365853658537,10,0.398089171974522,5,"TNS3","p_val_adj<0.05"
"BTG2",1.32043435550963e-29,0.440154363798327,0.648,0.841,3.49717039056725e-25,0.327327327327327,11,0.378752886836028,5,"BTG2","p_val_adj<0.05"
"TBL3",7.68995443483926e-19,0.439537359178875,0.326,0.538,2.03668443206718e-14,0.31044776119403,10,0.472924187725632,4,"TBL3","p_val_adj<0.05"
"HAS3",1.28082850240043e-50,0.437907726974949,0.134,0.48,3.39227428860753e-46,0.449275362318841,9,0.506072874493927,4,"HAS3","p_val_adj<0.05"
"HOXD1",6.82550957456028e-32,0.437453873010731,0.285,0.581,1.80773621082229e-27,0.559726962457338,8,0.42809364548495,5,"HOXD1","p_val_adj<0.05"
"SNAI1",2.36399188829056e-25,0.436522433175166,0.176,0.402,6.26103251613754e-21,0.541436464088398,9,0.502415458937198,4,"SNAI1","p_val_adj<0.05"
"GGA2",3.02614479769048e-26,0.435901899878251,0.37,0.623,8.01474449668324e-22,0.321052631578947,12,0.470404984423676,5,"GGA2","p_val_adj<0.05"
"PLD3",1.93841406304329e-12,0.43556562890909,0.759,0.852,5.13388964597015e-08,0.338461538461538,11,0.41002277904328,6,"PLD3","p_val_adj<0.05"
"CSNK2B",1.94177880307488e-10,0.434816537880547,0.78,0.841,5.14280115994382e-06,0.322097378277154,12,0.390300230946882,6,"CSNK2B","p_val_adj<0.05"
"NDUFB10",3.72791428446145e-18,0.43478234960955,0.832,0.909,9.87338098239614e-14,0.320843091334895,12,0.38034188034188,6,"NDUFB10","p_val_adj<0.05"
"THUMPD3-AS1",2.22369812763624e-11,0.433597257785835,0.586,0.666,5.88946449104458e-07,0.312292358803987,10,0.457725947521866,5,"THUMPD3-AS1","p_val_adj<0.05"
"PARP1",2.82216163530247e-23,0.432856813811219,0.6,0.788,7.47449509109859e-19,0.327922077922078,12,0.376847290640394,5,"PARP1","p_val_adj<0.05"
"RARRES2",9.84920951371216e-39,0.432159081093998,0.089,0.342,2.60856313970666e-34,0.461538461538462,9,0.755681818181818,5,"RARRES2","p_val_adj<0.05"
"HIRIP3",4.54402402589936e-36,0.431238318201652,0.251,0.557,1.20348476325945e-31,0.310077519379845,11,0.43205574912892,5,"HIRIP3","p_val_adj<0.05"
"SZT2",6.16228134028442e-22,0.429911537934282,0.36,0.573,1.63208021297433e-17,0.359459459459459,9,0.454237288135593,5,"SZT2","p_val_adj<0.05"
"SDHB",4.7262497111665e-13,0.427722521528487,0.699,0.783,1.25174723600245e-08,0.324512534818941,12,0.367245657568238,6,"SDHB","p_val_adj<0.05"
"IFIT3",2.65329468096107e-05,0.427659032457426,0.304,0.398,0.702725096252538,0.400641025641026,12,0.624390243902439,6,"IFIT3","NS"
"STMN1",7.90419200381957e-27,0.426953484630338,0.437,0.687,2.09342525221161e-22,0.416481069042316,12,0.471751412429379,6,"STMN1","p_val_adj<0.05"
"SLC39A7",1.73521784171936e-24,0.425726050325774,0.617,0.825,4.59572445379373e-20,0.339116719242902,11,0.374117647058824,6,"SLC39A7","p_val_adj<0.05"
"ATP1B1",2.83437057630708e-22,0.425644939652832,0.962,0.984,7.50683047134931e-18,0.361336032388664,12,0.36094674556213,6,"ATP1B1","p_val_adj<0.05"
"PEG10",2.02796999572938e-29,0.425103570534931,0.142,0.384,5.37107853368927e-25,0.582191780821918,10,0.717171717171717,5,"PEG10","p_val_adj<0.05"
"BTN3A2",1.26767691559382e-25,0.424985882837128,0.389,0.647,3.35744231095023e-21,0.31077694235589,11,0.435435435435435,6,"BTN3A2","p_val_adj<0.05"
"ADPRHL2",8.95411243986292e-15,0.423924469438068,0.407,0.573,2.3714966796977e-10,0.397129186602871,10,0.413559322033898,6,"ADPRHL2","p_val_adj<0.05"
"N4BP2L2",0.0195921172650772,0.422814809884139,0.624,0.643,1,0.308892355694228,10,0.471299093655589,6,"N4BP2L2","NS"
"ANKRD11",1.72090178030749e-19,0.422511494127408,0.647,0.819,4.5578083651444e-15,0.32078313253012,11,0.398104265402844,6,"ANKRD11","p_val_adj<0.05"
"KLHL24",7.23771114959873e-31,0.422412012191974,0.432,0.709,1.91690779797122e-26,0.34009009009009,11,0.432876712328767,6,"KLHL24","p_val_adj<0.05"
"C16orf89",1.18988557050655e-37,0.421804002702348,0.528,0.876,3.15141193348659e-33,0.420664206642066,9,0.372505543237251,5,"C16orf89","p_val_adj<0.05"
"UTRN",6.85220298372278e-38,0.418897624115647,0.504,0.784,1.81480596023898e-33,0.370656370656371,11,0.373762376237624,6,"UTRN","p_val_adj<0.05"
"BCKDK",3.6847027396867e-18,0.418692015633781,0.404,0.614,9.75893520606021e-14,0.356626506024096,11,0.411392405063291,6,"BCKDK","p_val_adj<0.05"
"HPN",1.01875503424372e-66,0.41860896506269,0.098,0.497,2.6981727081945e-62,0.584158415841584,9,0.375,5,"HPN","p_val_adj<0.05"
"PARN",1.50108416478012e-43,0.417616970329704,0.319,0.658,3.97562141042014e-39,0.378048780487805,9,0.43952802359882,5,"PARN","p_val_adj<0.05"
"DEGS1",9.1089006840435e-19,0.417127936524832,0.524,0.699,2.41249234616892e-14,0.315985130111524,11,0.425,5,"DEGS1","p_val_adj<0.05"
"USP40",5.89251709115772e-12,0.415378550761876,0.518,0.662,1.56063315159312e-07,0.330827067669173,11,0.475073313782991,6,"USP40","p_val_adj<0.05"
"N4BP1",1.28587592237301e-42,0.41522160645647,0.348,0.68,3.40564238040492e-38,0.313725490196078,10,0.425714285714286,6,"N4BP1","p_val_adj<0.05"
"AASS",7.45106267587252e-59,0.414917352664171,0.241,0.621,1.97341394970484e-54,0.379032258064516,9,0.440625,5,"AASS","p_val_adj<0.05"
"KMT2C",6.13510893031139e-26,0.413154221202148,0.679,0.876,1.62488360019297e-21,0.393113342898135,11,0.361419068736142,6,"KMT2C","p_val_adj<0.05"
"CYC1",2.73226709729084e-14,0.412861562007435,0.692,0.796,7.23640940717478e-10,0.30239099859353,12,0.392682926829268,6,"CYC1","p_val_adj<0.05"
"ZDHHC16",3.38974066997134e-33,0.412309309955871,0.343,0.647,8.9777281644191e-29,0.338068181818182,10,0.372372372372372,6,"ZDHHC16","p_val_adj<0.05"
"AZGP1",5.37825921509724e-28,0.412136331820264,0.083,0.301,1.4244319531185e-23,0.247058823529412,7,0.941935483870968,4,"AZGP1","p_val_adj<0.05"
"FGFR1",1.05392915267454e-46,0.410665697252942,0.119,0.427,2.79133136085852e-42,0.573770491803279,9,0.377272727272727,5,"FGFR1","p_val_adj<0.05"
"MGRN1",7.71488900260227e-20,0.410652233830158,0.445,0.652,2.04328835233921e-15,0.382932166301969,11,0.470238095238095,5,"MGRN1","p_val_adj<0.05"
"SH3RF1",2.83290770872614e-34,0.410526981655058,0.438,0.72,7.50295606656118e-30,0.351111111111111,10,0.377358490566038,6,"SH3RF1","p_val_adj<0.05"
"COMMD9",7.69958635589574e-33,0.410467025960375,0.286,0.567,2.03923544635899e-28,0.30952380952381,9,0.410958904109589,6,"COMMD9","p_val_adj<0.05"
"CHD9",2.01463393586054e-22,0.410090388344075,0.488,0.715,5.33575797912664e-18,0.285429141716567,11,0.4375,5,"CHD9","p_val_adj<0.05"
"RAD21",2.2965248635226e-33,0.408576616026291,0.512,0.765,6.0823461010396e-29,0.285171102661597,11,0.375634517766497,6,"RAD21","p_val_adj<0.05"
"PSME1",3.10166717546862e-20,0.408169505345722,0.919,0.936,8.21476551422863e-16,0.338983050847458,12,0.37344398340249,6,"PSME1","p_val_adj<0.05"
"WNK1",1.01374146568931e-18,0.408012656929388,0.74,0.849,2.68489427187814e-14,0.309210526315789,12,0.395881006864989,6,"WNK1","p_val_adj<0.05"
"BMP4",8.57410599465764e-20,0.407929374549314,0.24,0.454,2.27085197268508e-15,0.426829268292683,10,0.658119658119658,4,"BMP4","p_val_adj<0.05"
"MBNL1",3.7893962315855e-48,0.407782824546521,0.533,0.816,1.00362159193542e-43,0.312614259597806,9,0.378571428571429,6,"MBNL1","p_val_adj<0.05"
"SP100",1.0515623290247e-05,0.406890370114161,0.689,0.734,0.278506282842191,0.323446327683616,11,0.468253968253968,6,"SP100","NS"
"ZDHHC11",1.32104388863815e-52,0.404335179896151,0.13,0.478,3.49878473905814e-48,0.481203007518797,8,0.544715447154472,5,"ZDHHC11","p_val_adj<0.05"
"SECTM1",5.13835781732366e-28,0.402590472629124,0.2,0.46,1.36089406791817e-23,0.531707317073171,10,0.49789029535865,6,"SECTM1","p_val_adj<0.05"
"SFPQ",1.35371245625103e-24,0.402579301186321,0.805,0.889,3.58530744038086e-20,0.324062877871826,12,0.399563318777293,6,"SFPQ","p_val_adj<0.05"
"C6orf62",2.59930056747184e-24,0.402495530786273,0.805,0.926,6.88424755294918e-20,0.332527206771463,12,0.389937106918239,6,"C6orf62","p_val_adj<0.05"
"KIAA0319L",1.55394574069588e-22,0.402022840015222,0.703,0.858,4.11562529423304e-18,0.354570637119114,11,0.373303167420814,5,"KIAA0319L","p_val_adj<0.05"
"PTCSC3",1.14374498511718e-56,0.401964854290145,0.038,0.326,3.02920859308284e-52,0.282051282051282,7,0.642857142857143,4,"PTCSC3","p_val_adj<0.05"
"NFATC3",5.22799796083921e-24,0.401901121504307,0.619,0.816,1.38463525992827e-19,0.316037735849057,10,0.369047619047619,6,"NFATC3","p_val_adj<0.05"
"CRLS1",4.03205285281217e-24,0.401562241077416,0.581,0.777,1.0678891980673e-19,0.309882747068677,10,0.42,5,"CRLS1","p_val_adj<0.05"
"SLC25A5",5.27378415597769e-14,0.399705179480713,0.877,0.893,1.39676173371069e-09,0.32519422863485,12,0.371739130434783,6,"SLC25A5","p_val_adj<0.05"
"RCN3",1.22574901574221e-55,0.398224811172562,0.077,0.398,3.24639626819325e-51,0.443037974683544,7,0.580487804878049,4,"RCN3","p_val_adj<0.05"
"COL4A4",1.45124871017432e-44,0.397401302864967,0.19,0.528,3.84363220889668e-40,0.512820512820513,8,0.419117647058824,5,"COL4A4","p_val_adj<0.05"
"RAB2A",1.96083809840568e-22,0.397169347222026,0.749,0.858,5.19327970362745e-18,0.310793237971391,12,0.361990950226244,6,"RAB2A","p_val_adj<0.05"
"PAGR1",3.68166276146609e-26,0.396746302008465,0.457,0.691,9.75088382374294e-22,0.302771855010661,11,0.376404494382022,6,"PAGR1","p_val_adj<0.05"
"SERPINH1",3.50229134145983e-43,0.396589216116458,0.596,0.889,9.27581861785636e-39,0.390522875816993,10,0.393013100436681,6,"SERPINH1","p_val_adj<0.05"
"HLA-DRB5",1.85395498554064e-24,0.395348055186722,0.749,0.909,4.91019977920438e-20,0.370611183355006,10,0.367521367521368,6,"HLA-DRB5","p_val_adj<0.05"
"RNF5",4.36345605761332e-20,0.394884941714487,0.575,0.736,1.15566133685889e-15,0.313028764805415,11,0.435356200527704,5,"RNF5","p_val_adj<0.05"
"FOSB",7.03379205251098e-11,0.39400647769357,0.806,0.961,1.86289982510753e-06,0.339371980676329,11,0.36969696969697,6,"FOSB","p_val_adj<0.05"
"EHF",7.62121713978645e-26,0.393566315841464,0.755,0.905,2.01847935947244e-21,0.318709677419355,11,0.379828326180258,6,"EHF","p_val_adj<0.05"
"ASH1L",1.64706582328091e-36,0.391780040919474,0.54,0.835,4.36225383295948e-32,0.383783783783784,10,0.369767441860465,6,"ASH1L","p_val_adj<0.05"
"GALE",4.43827622784729e-20,0.391696661242978,0.389,0.621,1.17547745894536e-15,0.330827067669173,11,0.403125,6,"GALE","p_val_adj<0.05"
"NDUFB9",2.56165023608151e-24,0.39095077887534,0.834,0.918,6.78453065026188e-20,0.322053675612602,12,0.380549682875264,6,"NDUFB9","p_val_adj<0.05"
"TCEA3",7.94901402000151e-30,0.390904458540915,0.575,0.823,2.1052963631974e-25,0.460236886632826,10,0.39622641509434,6,"TCEA3","p_val_adj<0.05"
"BRD2",1.42094731758157e-11,0.390166289369771,0.858,0.911,3.76337897061479e-07,0.311010215664018,11,0.390191897654584,6,"BRD2","p_val_adj<0.05"
"PSMB9",0.000143269422972218,0.389896897299318,0.601,0.685,1,0.39708265802269,11,0.436260623229462,6,"PSMB9","NS"
"TNRC6A",4.22127436013192e-34,0.388698126468357,0.537,0.796,1.11800451428094e-29,0.332123411978221,11,0.407317073170732,6,"TNRC6A","p_val_adj<0.05"
"ALDH6A1",1.06336929083745e-30,0.388622784465687,0.493,0.732,2.81633356678298e-26,0.33201581027668,11,0.374005305039788,5,"ALDH6A1","p_val_adj<0.05"
"ACOT13",5.23214265745387e-27,0.387028542432074,0.592,0.8,1.38573298282666e-22,0.333881578947368,9,0.41504854368932,6,"ACOT13","p_val_adj<0.05"
"DAPK2",3.68992331482982e-44,0.386943728262176,0.153,0.482,9.77276189932678e-40,0.707006369426752,8,0.483870967741935,6,"DAPK2","p_val_adj<0.05"
"UROD",5.63663132633964e-19,0.386516387294546,0.503,0.711,1.49286180678105e-14,0.303675048355899,11,0.377049180327869,6,"UROD","p_val_adj<0.05"
"HSP90AB1",5.16465154323123e-19,0.38570432692326,0.973,0.992,1.36785796122479e-14,0.354354354354354,12,0.365949119373777,6,"HSP90AB1","p_val_adj<0.05"
"NME3",2.71079615269028e-21,0.384813407214608,0.608,0.769,7.17954361040021e-17,0.331730769230769,11,0.383838383838384,5,"NME3","p_val_adj<0.05"
"SMARCA1",1.73954075742847e-40,0.383949837240862,0.252,0.584,4.60717369604929e-36,0.436293436293436,9,0.398671096345515,5,"SMARCA1","p_val_adj<0.05"
"EFCAB14",3.02599103377548e-25,0.383164325041894,0.619,0.812,8.01433725295436e-21,0.311320754716981,11,0.361244019138756,6,"EFCAB14","p_val_adj<0.05"
"NFYC",2.37039415573896e-32,0.382732659263573,0.367,0.67,6.27798892147463e-28,0.36604774535809,9,0.423188405797101,6,"NFYC","p_val_adj<0.05"
"KCNK15",1.79046364647931e-40,0.382624839818262,0.058,0.303,4.74204296770045e-36,0.45,8,0.846153846153846,5,"KCNK15","p_val_adj<0.05"
"PXMP4",7.64187180529873e-09,0.382508441698076,0.315,0.423,0.000202394974763337,0.324074074074074,8,0.665137614678899,5,"PXMP4","p_val_adj<0.05"
"XIAP",4.25517293777696e-31,0.382473492619162,0.637,0.86,1.12698255257023e-26,0.359327217125382,11,0.367945823927765,6,"XIAP","p_val_adj<0.05"
"PRKCZ",3.60740726086859e-27,0.381702355250787,0.262,0.511,9.55421813041045e-23,0.356877323420074,8,0.536121673003802,4,"PRKCZ","p_val_adj<0.05"
"SMC4",1.2603394808538e-34,0.380717669444517,0.456,0.744,3.33800911504129e-30,0.38034188034188,11,0.425587467362924,6,"SMC4","p_val_adj<0.05"
"BCAT1",1.41079897153247e-54,0.380634313283795,0.055,0.355,3.73650107610374e-50,0.303571428571429,9,0.595628415300546,4,"BCAT1","p_val_adj<0.05"
"RSL1D1",2.38241109792938e-25,0.380597038594755,0.751,0.901,6.30981579286597e-21,0.320363164721141,11,0.359913793103448,6,"RSL1D1","p_val_adj<0.05"
"SPAG9",1.07249068069162e-09,0.380229157855837,0.616,0.73,2.84049156781175e-05,0.333333333333333,11,0.454787234042553,5,"SPAG9","p_val_adj<0.05"
"APOL2",2.92566317136307e-16,0.379244932121775,0.391,0.6,7.7486189093551e-12,0.370646766169154,10,0.466019417475728,6,"APOL2","p_val_adj<0.05"
"COPA",1.36732334114164e-19,0.378757175336468,0.732,0.85,3.62135586901363e-15,0.355053191489362,11,0.358447488584475,6,"COPA","p_val_adj<0.05"
"ADI1",4.01924520033089e-21,0.378701877936854,0.662,0.833,1.06449709130764e-16,0.307352941176471,11,0.386946386946387,6,"ADI1","p_val_adj<0.05"
"POLR2C",1.2182065143382e-20,0.377874210872125,0.467,0.672,3.22641995322473e-16,0.297916666666667,11,0.384393063583815,6,"POLR2C","p_val_adj<0.05"
"NFIX",2.71382587221118e-64,0.3777342484543,0.354,0.783,7.18756782255131e-60,0.348901098901099,9,0.382133995037221,5,"NFIX","p_val_adj<0.05"
"CLIC2",1.24457941857965e-42,0.377732097577982,0.203,0.544,3.29626859010819e-38,0.778846153846154,10,0.553571428571429,6,"CLIC2","p_val_adj<0.05"
"DDIT3",5.06507394694059e-10,0.377183173548757,0.48,0.629,1.34148483484722e-05,0.401622718052738,10,0.459876543209877,6,"DDIT3","p_val_adj<0.05"
