"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive.pt.occupancy","naive.n.nonzero.pts","grouped_pr.pt.occupancy","grouped_pr.n.nonzero.pts","gene","sig"
"VRK3",0.0379578596417739,0.383099061851949,0.454,0.437,1,0.502145922746781,10,0.355555555555556,6,"VRK3","NS"
"DIDO1",0.0380450181035579,-0.302485029158173,0.431,0.493,1,0.336343115124153,10,0.358267716535433,6,"DIDO1","NS"
"ZNF84",0.0382963996498961,-0.355229975103618,0.184,0.235,1,0.375661375661376,9,0.495867768595041,4,"ZNF84","NS"
"GABPA",0.0383225453084638,1.59839964391877,0.247,0.208,1,0.633858267716535,8,0.401869158878505,4,"GABPA","NS"
"NRM",0.0385893575042113,1.00703380285885,0.114,0.082,1,0.504273504273504,8,0.357142857142857,4,"NRM","NS"
"PRR5",0.0386681748560484,0.516337890233041,0.15,0.113,1,0.37012987012987,9,0.413793103448276,4,"PRR5","NS"
"AASDHPPT",0.0389039321715062,-0.416899634900917,0.436,0.478,1,0.34375,12,0.341463414634146,6,"AASDHPPT","NS"
"IDE",0.0390621801454268,-0.467426401885258,0.252,0.295,1,0.312741312741313,9,0.539473684210526,5,"IDE","NS"
"PLEKHG6",0.0391049825283626,0.287248942096578,0.114,0.153,1,0.427350427350427,7,0.443037974683544,6,"PLEKHG6","NS"
"ZNF347",0.039134525395938,-0.707980147598176,0.111,0.146,1,0.491228070175439,8,0.453333333333333,4,"ZNF347","NS"
"SUMO1P3",0.0394130935270345,-0.419966852875135,0.447,0.365,1,0.326797385620915,10,0.484042553191489,6,"SUMO1P3","NS"
"SRRD",0.0395555420699984,0.492210385494595,0.203,0.161,1,0.432692307692308,9,0.530120481927711,4,"SRRD","NS"
"LAP3",0.0398416861172235,0.321594661572264,0.603,0.596,1,0.429725363489499,10,0.416938110749186,6,"LAP3","NS"
"DDX39A",0.0399458342167614,0.284318803332906,0.465,0.41,1,0.303347280334728,11,0.402843601895735,6,"DDX39A","NS"
"HES6",0.039983295948971,0.348202273726849,0.278,0.235,1,0.357894736842105,8,0.479338842975207,5,"HES6","NS"
"TRUB1",0.0406043957295459,-0.294261020050252,0.095,0.128,1,0.26530612244898,8,0.363636363636364,4,"TRUB1","NS"
"AP1S2",0.0406395355760936,-0.47723523598133,0.09,0.124,1,0.739130434782609,7,0.359375,5,"AP1S2","NS"
"TRAPPC2",0.0407841878448414,0.680913720063579,0.391,0.359,1,0.497512437810945,10,0.486486486486487,6,"TRAPPC2","NS"
"CARM1",0.0408437278992352,-0.74248458629658,0.315,0.363,1,0.359133126934985,10,0.443850267379679,5,"CARM1","NS"
"PHF2",0.0410158696616888,0.298761881063631,0.143,0.186,1,0.299319727891156,8,0.354166666666667,6,"PHF2","NS"
"ACP6",0.041285726774634,0.536693979102145,0.219,0.181,1,0.373333333333333,9,0.333333333333333,6,"ACP6","NS"
"PLEKHA4",0.0413592356181124,0.363051834761957,0.153,0.113,1,0.554140127388535,7,0.741379310344828,4,"PLEKHA4","NS"
"MARCH8",0.0414246302056663,-0.722295275019003,0.119,0.153,1,0.30327868852459,10,0.392405063291139,5,"MARCH8","NS"
"SEL1L",0.041457174882986,-0.344004283362118,0.53,0.573,1,0.391544117647059,9,0.43728813559322,5,"SEL1L","NS"
"TRIM37",0.0415072874274615,0.338486142339694,0.296,0.256,1,0.361842105263158,9,0.431818181818182,5,"TRIM37","NS"
"LARGE",0.0415455582207604,-0.696163766591474,0.102,0.136,1,0.447619047619048,8,0.442857142857143,4,"LARGE","NS"
"FAM204A",0.0416198801398566,0.256787028324564,0.519,0.482,1,0.348968105065666,12,0.391129032258065,6,"FAM204A","NS"
"AP1M1",0.0416478980371187,0.287480736808229,0.323,0.371,1,0.319277108433735,11,0.455497382198953,5,"AP1M1","NS"
"PARVA",0.0422204427735682,0.431377898963015,0.527,0.495,1,0.386321626617375,10,0.388235294117647,5,"PARVA","NS"
"SNX33",0.0423822553308838,-0.301086257673962,0.199,0.241,1,0.426470588235294,8,0.42741935483871,5,"SNX33","NS"
"ACTG1P20",0.0423851705677417,-1.11648316542812,0.12,0.153,1,0.341463414634146,8,0.443037974683544,4,"ACTG1P20","NS"
"UBA5",0.0424800739828593,-0.409435453352778,0.247,0.293,1,0.338582677165354,9,0.470198675496689,4,"UBA5","NS"
"TTC6",0.0425869104214668,-0.794629561552533,0.154,0.19,1,0.487341772151899,9,0.418367346938776,5,"TTC6","NS"
"ITGB1BP1",0.0427172303535393,0.265451057237529,0.452,0.412,1,0.306034482758621,11,0.419811320754717,4,"ITGB1BP1","NS"
"FCHSD2",0.0427240168357914,-0.410745375098312,0.27,0.318,1,0.418772563176895,10,0.390243902439024,5,"FCHSD2","NS"
"CCDC124",0.0427391377591177,-0.52187151981343,0.647,0.682,1,0.311746987951807,12,0.455840455840456,6,"CCDC124","NS"
"ZNF10",0.04279464931734,-0.558132815024399,0.115,0.153,1,0.423728813559322,10,0.392405063291139,5,"ZNF10","NS"
"ZBTB48",0.0428699475685529,-0.391025244801125,0.252,0.299,1,0.447876447876448,9,0.38961038961039,5,"ZBTB48","NS"
"NOP14",0.0430713647185346,-0.497380744409167,0.224,0.262,1,0.382608695652174,11,0.4,5,"NOP14","NS"
"LINC01604",0.0430808673173423,0.342792102900194,0.181,0.14,1,0.397849462365591,10,0.625,4,"LINC01604","NS"
"MAP3K4",0.0430844104690824,-0.311349520267479,0.171,0.214,1,0.352272727272727,9,0.390909090909091,4,"MAP3K4","NS"
"MED9",0.0431240486775624,-0.393906429708057,0.099,0.132,1,0.313725490196078,8,0.382352941176471,4,"MED9","NS"
"TTYH3",0.0432345057197801,0.902193587810903,0.426,0.427,1,0.688787185354691,9,0.354545454545455,5,"TTYH3","NS"
"AHDC1",0.0433349277788906,0.319582738417855,0.277,0.233,1,0.327464788732394,9,0.425,5,"AHDC1","NS"
"PDE9A",0.0433745728435425,-0.499053638595489,0.17,0.212,1,0.64,8,0.440366972477064,5,"PDE9A","NS"
"BRF1",0.0434558531921355,-0.37075345791491,0.298,0.338,1,0.300653594771242,10,0.419540229885057,4,"BRF1","NS"
"POMGNT2",0.0435914051235473,-0.264358166702767,0.19,0.235,1,0.620512820512821,9,0.487603305785124,5,"POMGNT2","NS"
"DUSP10",0.0438939841109654,0.29852480199872,0.456,0.404,1,0.416666666666667,10,0.5,5,"DUSP10","NS"
"TMC6",0.0439751360447843,0.254974001905452,0.462,0.553,1,0.462025316455696,10,0.347368421052632,6,"TMC6","NS"
"MAP3K9",0.0441663942601715,0.426332826042366,0.346,0.301,1,0.430985915492958,9,0.4,4,"MAP3K9","NS"
"SLC25A26",0.0442077612663606,0.593759106342712,0.219,0.183,1,0.333333333333333,10,0.425531914893617,5,"SLC25A26","NS"
"PRPF19",0.044391049702366,-0.576473268039163,0.153,0.188,1,0.331210191082803,10,0.350515463917526,5,"PRPF19","NS"
"KAT7",0.0448266722553151,-0.323116038825021,0.378,0.427,1,0.391752577319588,11,0.445454545454545,4,"KAT7","NS"
"MSTO2P",0.0448754923547518,0.27832159443872,0.071,0.101,1,0.397260273972603,8,0.461538461538462,4,"MSTO2P","NS"
"TNFSF13B",0.0449493866480418,-0.408011953985059,0.088,0.122,1,0.566666666666667,10,0.444444444444444,5,"TNFSF13B","NS"
"SLC7A5",0.0451872138099601,0.514564294569702,0.303,0.256,1,0.511254019292605,8,0.318181818181818,6,"SLC7A5","NS"
"SLC6A8",0.0452370727115223,-0.52802674024998,0.179,0.221,1,0.358695652173913,9,0.456140350877193,4,"SLC6A8","NS"
"CWF19L1",0.0456207656067768,-0.344906125035175,0.176,0.217,1,0.403314917127072,9,0.473214285714286,5,"CWF19L1","NS"
"AP1AR",0.0456349828805275,-0.514791136641319,0.194,0.233,1,0.422110552763819,8,0.416666666666667,6,"AP1AR","NS"
"DANCR",0.0456440775007286,-0.309406974361512,0.536,0.571,1,0.316363636363636,10,0.408163265306122,5,"DANCR","NS"
"CEP131",0.0458850832209779,0.809000800509806,0.174,0.134,1,0.368715083798883,8,0.492753623188406,4,"CEP131","NS"
"PHKA1",0.0459446468021032,-0.407593101848202,0.112,0.148,1,0.373913043478261,8,0.434210526315789,4,"PHKA1","NS"
"ANO10",0.0461276472804401,-0.456023267882428,0.113,0.148,1,0.327586206896552,11,0.355263157894737,5,"ANO10","NS"
"MED27",0.0464247543967344,-0.282979552463968,0.193,0.233,1,0.368686868686869,7,0.441666666666667,5,"MED27","NS"
"VPS39",0.0468304006383487,-0.285593210333221,0.315,0.355,1,0.299382716049383,11,0.404371584699454,5,"VPS39","NS"
"KLHDC4",0.0469132645260948,-0.425955828113805,0.209,0.245,1,0.348837209302326,10,0.420634920634921,6,"KLHDC4","NS"
"P3H4",0.0469453634124265,0.338154142302121,0.346,0.299,1,0.523943661971831,9,0.506493506493506,6,"P3H4","NS"
"DAAM1",0.0472300032592873,0.320765600185901,0.651,0.612,1,0.370702541106129,11,0.406349206349206,5,"DAAM1","NS"
"NADK2",0.0474361674097593,0.429764224382232,0.348,0.305,1,0.515406162464986,9,0.343949044585987,6,"NADK2","NS"
"ZNF765",0.0477005714079206,-0.525959747969887,0.121,0.155,1,0.306451612903226,9,0.4,6,"ZNF765","NS"
"PCGF3",0.0477603088752876,-0.268579290364214,0.369,0.423,1,0.353562005277045,10,0.486238532110092,5,"PCGF3","NS"
"METTL17",0.0478480787645991,-0.414786218192769,0.345,0.392,1,0.38135593220339,10,0.396039603960396,5,"METTL17","NS"
"ORC4",0.0478556442394073,0.280039340664128,0.497,0.456,1,0.364705882352941,10,0.404255319148936,5,"ORC4","NS"
"PRNCR1",0.0483740552428354,-1.13070157181502,0.117,0.15,1,0.333333333333333,8,0.363636363636364,5,"PRNCR1","NS"
"NT5C2",0.0484538267627307,-0.306144359837296,0.463,0.513,1,0.317894736842105,11,0.378787878787879,5,"NT5C2","NS"
"ZNF506",0.048654118874837,-0.328613841361765,0.213,0.262,1,0.397260273972603,8,0.533333333333333,5,"ZNF506","NS"
"KLHL28",0.04868235647131,0.42918723116855,0.384,0.336,1,0.378172588832487,9,0.369942196531792,6,"KLHL28","NS"
"CAMK1",0.048843684767111,0.357903729455891,0.183,0.144,1,0.393617021276596,7,0.432432432432432,5,"CAMK1","NS"
"NEMP2",0.0488556348198035,0.503305507153037,0.129,0.095,1,0.416666666666667,8,0.489795918367347,4,"NEMP2","NS"
"SMURF1",0.0492154708042912,-0.507845998570208,0.422,0.447,1,0.346420323325635,9,0.404347826086957,5,"SMURF1","NS"
"GFOD1",0.0492565473796504,-0.284399335410509,0.071,0.101,1,0.520547945205479,8,0.519230769230769,4,"GFOD1","NS"
"NOL6",0.0495711195245192,0.448791490916254,0.261,0.219,1,0.365671641791045,10,0.424778761061947,5,"NOL6","NS"
"RPP38",0.0498748162185296,0.278943858566862,0.403,0.379,1,0.553140096618358,10,0.364102564102564,6,"RPP38","NS"
"CORO1B",0.0499045817084933,0.250749693000739,0.684,0.666,1,0.309116809116809,11,0.396501457725948,6,"CORO1B","NS"
"LAMB1",0.0499586327229071,0.420864273837895,0.125,0.091,1,0.3984375,7,0.574468085106383,4,"LAMB1","NS"
"KIAA0754",0.0499682680294027,0.362383825364478,0.163,0.122,1,0.401197604790419,8,0.396825396825397,4,"KIAA0754","NS"
"SUPV3L1",0.0502366508477387,-0.537154366403442,0.199,0.237,1,0.284313725490196,11,0.385245901639344,6,"SUPV3L1","NS"
"FAM86C1",0.0502766791555528,0.312875046067895,0.127,0.093,1,0.346153846153846,7,0.395833333333333,5,"FAM86C1","NS"
"HECW2",0.0502842227808802,-0.332696629776996,0.082,0.113,1,0.571428571428571,9,0.603448275862069,4,"HECW2","NS"
"NLE1",0.0503478994537066,0.513438049879242,0.107,0.076,1,0.472727272727273,8,0.41025641025641,5,"NLE1","NS"
"YPEL2",0.0506679047099504,0.360616717352873,0.304,0.26,1,0.333333333333333,11,0.41044776119403,5,"YPEL2","NS"
"CALM1",0.0511057390280991,0.501135642236407,0.952,0.979,1,0.340490797546012,12,0.367063492063492,6,"CALM1","NS"
"STXBP5",0.0515661817882488,0.299714173403212,0.135,0.099,1,0.41726618705036,9,0.509803921568627,5,"STXBP5","NS"
"ACAT1",0.0515928166280744,-0.350736776031489,0.65,0.66,1,0.342814371257485,11,0.444117647058824,5,"ACAT1","NS"
"TM9SF4",0.0516174583376625,-0.34356346312626,0.457,0.497,1,0.353944562899787,10,0.390625,6,"TM9SF4","NS"
"ZNF688",0.051892181131477,0.437168519798687,0.391,0.367,1,0.599502487562189,10,0.481481481481481,4,"ZNF688","NS"
"ZNF700",0.0518971891827819,-0.312916164642964,0.112,0.148,1,0.469565217391304,9,0.421052631578947,4,"ZNF700","NS"
"ARPP19",0.0520205665635589,0.335799392296094,0.639,0.641,1,0.344512195121951,11,0.375757575757576,6,"ARPP19","NS"
"POLR1A",0.0523771409940799,-0.31619530609049,0.092,0.122,1,0.340425531914894,9,0.444444444444444,4,"POLR1A","NS"
"ZNF718",0.0524206745654543,-0.505135345751582,0.107,0.14,1,0.354545454545455,8,0.388888888888889,5,"ZNF718","NS"
"UBE2E3",0.0524660363034145,0.250525356105538,0.454,0.429,1,0.405579399141631,11,0.484162895927602,6,"UBE2E3","NS"
"TEP1",0.0529143686572881,-0.485041645745087,0.177,0.212,1,0.445054945054945,9,0.486238532110092,5,"TEP1","NS"
"C9orf114",0.0529155851460077,-0.687755786672045,0.387,0.309,1,0.526448362720403,8,0.465408805031447,6,"C9orf114","NS"
"CCDC94",0.0529385246156772,-0.366049339064956,0.189,0.225,1,0.45360824742268,10,0.46551724137931,4,"CCDC94","NS"
"FAM162A",0.0529698048931118,-0.357714210724801,0.497,0.534,1,0.32156862745098,9,0.4,6,"FAM162A","NS"
"ATP10A",0.0530661246052897,0.366961282022893,0.264,0.223,1,0.649446494464945,9,0.652173913043478,5,"ATP10A","NS"
"RRP7BP",0.0532957131066081,-0.430798189851812,0.245,0.198,1,0.357142857142857,9,0.441176470588235,5,"RRP7BP","NS"
"ADPRHL1",0.053447544391844,0.294554036253282,0.124,0.091,1,0.52755905511811,9,0.51063829787234,4,"ADPRHL1","NS"
"PTPN13",0.0535259363012515,0.431671742611574,0.426,0.398,1,0.472602739726027,9,0.517073170731707,5,"PTPN13","NS"
"PPIP5K2",0.0536036405708419,-0.309306642093446,0.301,0.35,1,0.411003236245955,10,0.35,5,"PPIP5K2","NS"
"IGF2BP3",0.0539806393259508,0.649309425263946,0.088,0.12,1,0.511111111111111,9,0.483870967741935,5,"IGF2BP3","NS"
"EIF4EBP1",0.0539817411874254,-0.462728203840327,0.384,0.441,1,0.289340101522843,12,0.383259911894273,6,"EIF4EBP1","NS"
"SLC27A4",0.0545028189818246,0.33826569588622,0.154,0.12,1,0.367088607594937,9,0.370967741935484,4,"SLC27A4","NS"
"NCAPD2",0.0551816176017668,0.264819784796624,0.2,0.159,1,0.55609756097561,9,0.451219512195122,5,"NCAPD2","NS"
"PLEKHA2",0.055968838611462,0.40057749433635,0.21,0.171,1,0.37037037037037,9,0.329545454545455,4,"PLEKHA2","NS"
"AGAP1",0.0563387498212816,0.308665195440871,0.34,0.295,1,0.32378223495702,8,0.414473684210526,5,"AGAP1","NS"
"DROSHA",0.0567981679460752,0.523084761945853,0.402,0.365,1,0.554479418886199,9,0.446808510638298,5,"DROSHA","NS"
"ARFGEF3",0.0568758684241112,-0.529855652978251,0.568,0.592,1,0.380789022298456,11,0.481967213114754,5,"ARFGEF3","NS"
"DND1",0.0570160464460838,0.475502551505213,0.127,0.095,1,0.423076923076923,7,0.326530612244898,6,"DND1","NS"
"CCDC93",0.0573623044184144,-0.362398967369535,0.305,0.355,1,0.351437699680511,8,0.442622950819672,6,"CCDC93","NS"
"TMX2",0.0573995539595704,0.342153537610165,0.594,0.569,1,0.368852459016393,10,0.378839590443686,6,"TMX2","NS"
"NOCT",0.0579278052044235,0.40471377065657,0.281,0.243,1,0.432525951557093,11,0.408,4,"NOCT","NS"
"ANO9",0.0582674270079869,-0.845965956558096,0.181,0.216,1,0.381720430107527,9,0.396396396396396,5,"ANO9","NS"
"FRAS1",0.0583419963618613,-0.4570758229232,0.076,0.105,1,0.384615384615385,8,0.407407407407407,4,"FRAS1","NS"
"ING2",0.058364478057162,0.356408955203154,0.361,0.322,1,0.412398921832884,11,0.349397590361446,5,"ING2","NS"
"POLR3B",0.058386198236578,-0.457214625568021,0.168,0.206,1,0.317919075144509,9,0.594339622641509,4,"POLR3B","NS"
"RBPMS-AS1",0.0586638612041948,-0.254235515868817,0.106,0.138,1,0.431192660550459,8,0.464788732394366,4,"RBPMS-AS1","NS"
"NEURL4",0.0587078948686681,-0.365709344677196,0.113,0.146,1,0.387931034482759,7,0.466666666666667,5,"NEURL4","NS"
"RPUSD2",0.0588049137325684,-0.458658587797508,0.122,0.155,1,0.368,7,0.525,5,"RPUSD2","NS"
"CNOT6",0.0588910754571022,0.830208142230175,0.37,0.336,1,0.305263157894737,10,0.450867052023121,5,"CNOT6","NS"
"FEN1",0.0590063973990149,0.632535781886758,0.166,0.13,1,0.423529411764706,9,0.522388059701492,4,"FEN1","NS"
"ST3GAL1",0.0592220902995318,-0.284654796205776,0.303,0.35,1,0.414790996784566,10,0.388888888888889,5,"ST3GAL1","NS"
"ZNHIT3",0.0593705450121476,0.260289975645506,0.449,0.402,1,0.34056399132321,10,0.42512077294686,6,"ZNHIT3","NS"
"C19orf52",0.059468107577376,-0.310455671221865,0.212,0.25,1,0.334862385321101,10,0.48062015503876,5,"C19orf52","NS"
"PKD1P1",0.0597349128712139,-0.456600670193706,0.133,0.167,1,0.54014598540146,8,0.430232558139535,5,"PKD1P1","NS"
"NIPA1",0.0597590354540751,0.434416124991382,0.18,0.142,1,0.437837837837838,8,0.506849315068493,4,"NIPA1","NS"
"TUBG2",0.0602143938790986,0.308692753485656,0.215,0.264,1,0.384615384615385,8,0.411764705882353,5,"TUBG2","NS"
"DIP2C",0.060319865839158,-0.595310352787077,0.174,0.214,1,0.35195530726257,8,0.418181818181818,5,"DIP2C","NS"
"CRIPT",0.0604459580749792,-0.356115781010003,0.509,0.526,1,0.323135755258126,11,0.464944649446494,5,"CRIPT","NS"
"SPPL2B",0.0605712774151219,0.335803397137894,0.423,0.377,1,0.456221198156682,10,0.469072164948454,5,"SPPL2B","NS"
"FUCA2",0.0607459506510051,0.281442679960361,0.526,0.518,1,0.375925925925926,10,0.408239700374532,6,"FUCA2","NS"
"N6AMT2",0.0608204312588464,0.291138353012359,0.178,0.14,1,0.579234972677596,8,0.513888888888889,4,"N6AMT2","NS"
"PROSER1",0.0609570985002886,-0.311994693665547,0.219,0.258,1,0.337777777777778,8,0.496240601503759,5,"PROSER1","NS"
"DLEU1",0.0611144895334487,-0.464429496694009,0.16,0.198,1,0.347560975609756,9,0.656862745098039,5,"DLEU1","NS"
"PPCDC",0.0614116089229789,0.415847089465563,0.231,0.19,1,0.459915611814346,9,0.418367346938776,5,"PPCDC","NS"
"CENPU",0.061446622752923,1.10871138230255,0.101,0.074,1,0.365384615384615,8,0.763157894736842,5,"CENPU","NS"
"CRTC3",0.0619334408178858,0.39049375453446,0.216,0.177,1,0.513513513513513,9,0.527472527472527,4,"CRTC3","NS"
"NUP37",0.0624159777605638,-0.424577693499617,0.323,0.35,1,0.319277108433735,11,0.461111111111111,6,"NUP37","NS"
"C6orf136",0.0627626233293637,-0.410754763176854,0.182,0.221,1,0.39572192513369,9,0.482456140350877,6,"C6orf136","NS"
"DDX26B",0.0630465394084498,-0.281786853004957,0.117,0.151,1,0.358333333333333,10,0.384615384615385,5,"DDX26B","NS"
"CETN3",0.0630594232119148,0.552457056374821,0.354,0.318,1,0.494505494505495,10,0.51219512195122,5,"CETN3","NS"
"LINC01521",0.0631354694629279,0.409271447988308,0.103,0.074,1,0.386792452830189,7,0.368421052631579,4,"LINC01521","NS"
"MEST",0.0634237202644924,0.275353491577775,0.261,0.315,1,0.444029850746269,9,0.314814814814815,5,"MEST","NS"
"POLR3H",0.0641776835118811,0.397059077983437,0.423,0.379,1,0.357142857142857,12,0.41025641025641,4,"POLR3H","NS"
"CHCHD6",0.0644968177515785,0.504504150901429,0.297,0.266,1,0.626229508196721,11,0.445255474452555,4,"CHCHD6","NS"
"RHOBTB2",0.0647026136811246,-0.508575736356776,0.337,0.369,1,0.494219653179191,10,0.431578947368421,5,"RHOBTB2","NS"
"MED24",0.0650735427705495,0.328654454572652,0.47,0.443,1,0.368530020703934,10,0.460526315789474,5,"MED24","NS"
"SMIM8",0.0653671106197639,0.683054738337127,0.151,0.12,1,0.432258064516129,8,0.483870967741935,4,"SMIM8","NS"
"ARAP2",0.065646731342882,-0.426631959086959,0.327,0.359,1,0.443452380952381,9,0.567567567567568,5,"ARAP2","NS"
"RPUSD3",0.0659527696636025,-0.395155908249332,0.311,0.353,1,0.310344827586207,9,0.428571428571429,6,"RPUSD3","NS"
"ZSWIM8",0.0660215637378193,0.405615573906593,0.238,0.194,1,0.340163934426229,9,0.36,5,"ZSWIM8","NS"
"NSUN2",0.0660440818866164,0.592216679644033,0.418,0.396,1,0.494172494172494,11,0.406862745098039,5,"NSUN2","NS"
"PDK4",0.0661204537820129,0.299423096736779,0.242,0.202,1,0.405622489959839,8,0.394230769230769,4,"PDK4","NS"
"PTK2B",0.066440365024249,-0.25580899003885,0.191,0.231,1,0.377551020408163,11,0.445378151260504,4,"PTK2B","NS"
"BCAR1",0.0665732228469295,-0.264854123162208,0.384,0.416,1,0.34010152284264,11,0.481308411214953,6,"BCAR1","NS"
"ZBTB45",0.0672711504195715,-0.384661138152229,0.155,0.188,1,0.358490566037736,8,0.474226804123711,5,"ZBTB45","NS"
"COPS8",0.067287555894213,0.281876435449365,0.545,0.513,1,0.391071428571429,11,0.454545454545455,6,"COPS8","NS"
"RNF169",0.0673336072439175,-0.41630759429062,0.352,0.396,1,0.320441988950276,10,0.470588235294118,5,"RNF169","NS"
"LOC283788",0.0678198293818486,0.275577038519827,0.35,0.317,1,0.467966573816156,9,0.398773006134969,5,"LOC283788","NS"
"PTTG1IP",0.0682363065274237,0.261914216263632,0.904,0.901,1,0.362068965517241,11,0.381465517241379,6,"PTTG1IP","NS"
"ZNF100",0.068655182206111,-0.275294242790678,0.174,0.208,1,0.458100558659218,10,0.495327102803738,4,"ZNF100","NS"
"EIF6",0.0687892254025479,-0.291700931823738,0.784,0.794,1,0.319254658385093,12,0.400977995110024,6,"EIF6","NS"
"ZCCHC9",0.0689015573598125,0.332801554414217,0.384,0.342,1,0.355329949238579,10,0.346590909090909,6,"ZCCHC9","NS"
"ANKZF1",0.0689933937489776,-0.427324211023813,0.299,0.326,1,0.462540716612378,11,0.523809523809524,5,"ANKZF1","NS"
"TMEM53",0.069135623124851,0.293566396075363,0.34,0.307,1,0.452722063037249,10,0.430379746835443,5,"TMEM53","NS"
"TYW5",0.0692243379701691,0.443070560372118,0.107,0.14,1,0.454545454545455,10,0.388888888888889,5,"TYW5","NS"
"ANKS6",0.0695075515073309,-0.376693330640179,0.205,0.245,1,0.355450236966825,8,0.476190476190476,5,"ANKS6","NS"
"PPP2R2D",0.0696247890507698,-0.516008038464142,0.317,0.357,1,0.352760736196319,10,0.429347826086957,5,"PPP2R2D","NS"
"C17orf62",0.0701543021189511,0.334555536177346,0.506,0.456,1,0.448076923076923,10,0.438297872340426,6,"C17orf62","NS"
"RFXANK",0.0702984129187682,0.338475210843408,0.447,0.419,1,0.313725490196078,11,0.467592592592593,5,"RFXANK","NS"
"NBR1",0.0703970100307757,-0.251422177662038,0.502,0.555,1,0.352713178294574,11,0.412587412587413,6,"NBR1","NS"
"LGR4",0.0706974145586976,-0.6437992794811,0.24,0.272,1,0.361788617886179,10,0.407142857142857,4,"LGR4","NS"
"SPIN1",0.0711975583978367,-0.327634226229961,0.331,0.371,1,0.326470588235294,8,0.471204188481675,5,"SPIN1","NS"
"WDR37",0.071284481864269,-1.27382897953815,0.14,0.171,1,0.284722222222222,9,0.397727272727273,5,"WDR37","NS"
"CLK4",0.0716588263207388,0.289713154529637,0.288,0.351,1,0.435810810810811,8,0.403314917127072,4,"CLK4","NS"
"OTULIN",0.0718603414868023,0.312588146051253,0.334,0.386,1,0.527696793002915,8,0.371859296482412,6,"OTULIN","NS"
"BPGM",0.0727587181302573,0.268562201071859,0.409,0.371,1,0.352380952380952,10,0.528795811518325,5,"BPGM","NS"
