"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene"
"LRRFIP2",1.06708352352119e-43,-0.549225075364207,0.34,0.723,2.82617071204588e-39,0.382857142857143,5,0.599866844207723,11,"LRRFIP2"
"SMCO4",4.45754511042423e-28,-0.548617191991476,0.39,0.672,1.18058082249586e-23,0.398009950248756,6,0.672636103151863,9,"SMCO4"
"MAPK1IP1L",2.77924682341046e-38,-0.548535334238227,0.751,0.917,7.36083521180261e-34,0.348837209302326,6,0.502887139107612,11,"MAPK1IP1L"
"PLS1",1.82256748510708e-19,-0.548119595466986,0.462,0.632,4.82706998430609e-15,0.495798319327731,5,0.719939117199391,11,"PLS1"
"TNFRSF10A",1.44263554536779e-17,-0.547854980777803,0.148,0.342,3.82082024190659e-13,0.447368421052632,6,0.490857946554149,9,"TNFRSF10A"
"MCCC2",5.65697291856518e-48,-0.547803272532566,0.367,0.735,1.49824927748199e-43,0.486772486772487,5,0.616895874263261,11,"MCCC2"
"NIT2",3.63111874259763e-36,-0.547599315500148,0.433,0.763,9.61701798976981e-32,0.367713004484305,6,0.571608832807571,11,"NIT2"
"CDC42SE1",1.21955022284598e-29,-0.547226790759,0.307,0.609,3.22997876520758e-25,0.379746835443038,6,0.462875197472354,10,"CDC42SE1"
"TNFRSF1A",6.18242869730762e-42,-0.54693414957472,0.48,0.839,1.63741624048192e-37,0.356275303643725,6,0.519793459552496,9,"TNFRSF1A"
"NF2",5.41375475083179e-20,-0.546359401837514,0.441,0.641,1.4338329457578e-15,0.405286343612335,6,0.672168042010503,10,"NF2"
"TMEM159",2.88616580535065e-31,-0.546118821772935,0.693,0.87,7.6440101354712e-27,0.34733893557423,6,0.530713890426121,10,"TMEM159"
"CDC42EP4",5.51400793891548e-24,-0.546064610620285,0.394,0.678,1.46038500262176e-19,0.443349753694581,4,0.436079545454545,11,"CDC42EP4"
"HEXA",4.03998842186332e-32,-0.54592889164695,0.662,0.839,1.0699909335305e-27,0.387096774193548,6,0.546184738955823,10,"HEXA"
"TMED7-TICAM2",4.17680896511594e-12,-0.545900748685496,0.01,0.107,1.10622785441096e-07,0.4,3,0.780269058295964,7,"TMED7-TICAM2"
"HN1L",5.22417184594042e-31,-0.545850385023054,0.689,0.839,1.38362191339732e-26,0.377464788732394,6,0.549311926605505,11,"HN1L"
"ATP1B3",3.87960620649821e-08,-0.545443868611967,0.631,0.756,0.00102751370379105,0.486153846153846,5,0.380012730744749,11,"ATP1B3"
"HAUS3",9.61011992276906e-12,-0.545221039186574,0.12,0.261,2.54524026154539e-07,0.354838709677419,6,0.774907749077491,8,"HAUS3"
"FABP5",3.7525618156391e-09,-0.54509411746982,0.266,0.404,9.93865996872016e-05,0.64963503649635,5,0.694874851013111,9,"FABP5"
"SCOC",2.15791418723075e-39,-0.544764067702789,0.503,0.808,5.71523572488064e-35,0.451737451737452,5,0.560714285714286,11,"SCOC"
"F11R",1.41760155303196e-42,-0.544410484322499,0.917,0.96,3.75451771320516e-38,0.377118644067797,6,0.482205513784461,11,"F11R"
"RBM18",9.44357374454089e-32,-0.544248133066572,0.26,0.58,2.50113050624165e-27,0.402985074626866,5,0.597844112769486,10,"RBM18"
"UBC",1.21986800781476e-47,-0.5441105205798,0.994,0.995,3.23082041869738e-43,0.36328125,6,0.46615087040619,11,"UBC"
"MZT2A",1.60226345602097e-30,-0.54329184425756,0.577,0.9,4.24359476327153e-26,0.38047138047138,6,0.471122994652406,11,"MZT2A"
"LUCAT1",0.00148208329659932,-0.542630205396433,0.062,0.109,1,0.375,4,0.274336283185841,9,"LUCAT1"
"STAG3L2",1.58890018682819e-40,-0.542549739324098,0.367,0.732,4.20820214481445e-36,0.37037037037037,5,0.54862023653088,10,"STAG3L2"
"MESDC2",1.58017094174279e-49,-0.542348836366244,0.658,0.922,4.18508273920578e-45,0.407079646017699,6,0.497650130548303,10,"MESDC2"
"MRPS30",3.19825198091718e-32,-0.542021507794871,0.322,0.661,8.47057037145914e-28,0.439759036144578,5,0.518572469045885,10,"MRPS30"
"ARL6IP6",3.73159025791059e-30,-0.541410925305757,0.336,0.627,9.8831167980762e-26,0.450867052023121,6,0.669224865694551,11,"ARL6IP6"
"DHX58",2.19659019955026e-15,-0.541153665466667,0.095,0.262,5.81766914350888e-11,0.469387755102041,5,0.572477064220184,9,"DHX58"
"BIN3",9.35385915179748e-21,-0.541005827990008,0.214,0.458,2.47736959635356e-16,0.336363636363636,4,0.573080967402734,10,"BIN3"
"LOC730102",3.62406014692267e-17,-0.540989671295599,0.066,0.235,9.59832329912469e-13,0.352941176470588,4,0.809426229508197,9,"LOC730102"
"DCTD",7.25922034717504e-51,-0.540434175758369,0.383,0.775,1.92260450894931e-46,0.380710659898477,5,0.556797020484171,11,"DCTD"
"RHNO1",1.13112730112746e-30,-0.539928211765892,0.231,0.548,2.99579065703607e-26,0.428571428571429,4,0.565026362038664,11,"RHNO1"
"PSMA2",2.35285904630015e-59,-0.538684931946045,0.819,0.966,6.23154718412595e-55,0.372037914691943,6,0.479581673306773,11,"PSMA2"
"SUCLA2",9.28250877248875e-28,-0.538335246714881,0.25,0.538,2.45847244839365e-23,0.635658914728682,5,0.708407871198569,10,"SUCLA2"
"IGF1R",6.22036554653094e-40,-0.538312102335043,0.202,0.551,1.64746381499872e-35,0.490384615384615,5,0.636363636363636,9,"IGF1R"
"BLOC1S2",6.48730829926865e-15,-0.538221156592745,0.388,0.591,1.7181636030613e-10,0.405,5,0.398208469055375,11,"BLOC1S2"
"BLOC1S4",1.07358594901608e-34,-0.537835972546848,0.293,0.652,2.8433923859691e-30,0.423841059602649,5,0.664206642066421,9,"BLOC1S4"
"REPS1",8.72056119192819e-20,-0.537645389303793,0.245,0.475,2.30964063168218e-15,0.388888888888889,4,0.665991902834008,10,"REPS1"
"GRN",2.89450028690979e-41,-0.537628558337951,0.913,0.963,7.66608400988057e-37,0.376595744680851,6,0.48001998001998,11,"GRN"
"UFM1",8.04155201114739e-38,-0.537209414899223,0.565,0.825,2.12980505015239e-33,0.491408934707904,5,0.557759626604434,10,"UFM1"
"KIAA1161",2.484631652089e-18,-0.537208475247767,0.064,0.244,6.58054693055771e-14,0.424242424242424,4,0.794466403162055,9,"KIAA1161"
"CARKD",4.67103482259236e-30,-0.537021499474193,0.202,0.494,1.23712357276359e-25,0.490384615384615,4,0.684210526315789,10,"CARKD"
"UBE2S",0.902213299045382,-0.536617564527144,0.645,0.654,1,0.451807228915663,5,0.448123620309051,10,"UBE2S"
"LMNB1",9.06365764412479e-12,-0.536284633257854,0.111,0.253,2.40050972704645e-07,0.403508771929825,4,0.523809523809524,10,"LMNB1"
"VCP",1.35207928692644e-35,-0.535988202051854,0.823,0.934,3.58098199142467e-31,0.375,6,0.494329896907217,11,"VCP"
"PRMT1",1.01037949529032e-30,-0.535626761786352,0.526,0.805,2.6759900932764e-26,0.391143911439114,5,0.429425837320574,10,"PRMT1"
"CCM2",1.76981490015953e-32,-0.535362086294513,0.48,0.753,4.68735476307251e-28,0.404858299595142,6,0.605498721227621,11,"CCM2"
"SNAPC3",1.65207222118395e-16,-0.535307035303546,0.165,0.356,4.3755132778057e-12,0.458823529411765,4,0.62787550744249,11,"SNAPC3"
"LYSMD2",2.41561743245283e-45,-0.535167439865316,0.276,0.668,6.39776276985131e-41,0.507042253521127,5,0.639048991354467,10,"LYSMD2"
"MMADHC",1.02405221910896e-44,-0.534844339319523,0.639,0.919,2.71220230231008e-40,0.449848024316109,6,0.500261917234154,11,"MMADHC"
"XBP1",1.19494177394715e-09,-0.534792880889596,0.901,0.891,3.16480328829904e-05,0.362068965517241,6,0.520259319286872,11,"XBP1"
"ACAD9",5.39140693667959e-21,-0.534646289154581,0.361,0.593,1.42791412717959e-16,0.43010752688172,4,0.518668831168831,11,"ACAD9"
"POMP",1.44887586981299e-58,-0.534019434795125,0.757,0.974,3.8373477411997e-54,0.376923076923077,6,0.475037073652991,11,"POMP"
"HAT1",1.53502891899146e-34,-0.533364165610934,0.458,0.769,4.06552409194887e-30,0.457627118644068,5,0.551314142678348,10,"HAT1"
"TBCA",8.65070193732045e-59,-0.532823989174894,0.736,0.965,2.29113840809932e-54,0.372031662269129,6,0.479800498753117,11,"TBCA"
"TTI2",5.98845395723722e-19,-0.532383943048734,0.13,0.337,1.58604203057428e-14,0.432835820895522,4,0.662857142857143,10,"TTI2"
"ELMSAN1",3.85759128148416e-36,-0.532255607682919,0.53,0.797,1.02168305090108e-31,0.366300366300366,6,0.550392275196138,10,"ELMSAN1"
"ATP13A1",4.30689671802438e-19,-0.532208596341553,0.317,0.529,1.14068159576876e-14,0.386503067484663,6,0.771818181818182,11,"ATP13A1"
"NEK4",5.21685178258834e-26,-0.532027444447702,0.142,0.399,1.38168319461852e-21,0.36986301369863,3,0.808433734939759,10,"NEK4"
"PPA1",1.46323091962551e-41,-0.531812168108327,0.837,0.959,3.87536709062815e-37,0.366589327146172,6,0.480923694779116,11,"PPA1"
"SLC17A5",1.60295783737197e-23,-0.531692542974401,0.326,0.536,4.24543383227967e-19,0.422619047619048,4,0.821364452423698,11,"SLC17A5"
"HIATL1",4.32889065110703e-41,-0.531293344019465,0.414,0.735,1.1465066889457e-36,0.347417840375587,5,0.590700720366732,10,"HIATL1"
"GNPDA1",1.88377817911282e-41,-0.531262180790609,0.313,0.678,4.98918650738029e-37,0.459627329192547,5,0.545777146912704,11,"GNPDA1"
"MFSD11",1.58936990655097e-25,-0.53092353042383,0.384,0.63,4.20944619750024e-21,0.388888888888889,6,0.657251908396947,11,"MFSD11"
"QARS",6.48848637225741e-22,-0.530182761838658,0.629,0.758,1.71847561569238e-17,0.354938271604938,5,0.604695431472081,10,"QARS"
"MIF-AS1",3.07603006136153e-51,-0.52979130678526,0.689,0.944,8.146865617516e-47,0.425352112676056,6,0.489036206017338,11,"MIF-AS1"
"TSPAN6",3.93900664752658e-24,-0.529673070903605,0.573,0.799,1.04324591059742e-19,0.389830508474576,6,0.567469879518072,11,"TSPAN6"
"ADSS",1.14106980220277e-26,-0.529434566103691,0.553,0.772,3.02212337113403e-22,0.364912280701754,5,0.58816199376947,10,"ADSS"
"TRAPPC4",1.57099633535116e-35,-0.528872373788989,0.581,0.856,4.16078379417753e-31,0.381270903010033,6,0.525871766029246,11,"TRAPPC4"
"C10orf2",3.6612745416801e-07,-0.528730386300117,0.041,0.117,0.00969688562363975,0.476190476190476,4,0.345679012345679,7,"C10orf2"
"UTP6",2.73724774981928e-31,-0.527603631568613,0.342,0.644,7.24960066539637e-27,0.363636363636364,6,0.603435399551904,10,"UTP6"
"NME1-NME2",1.42731947914286e-16,-0.527349741695879,0.062,0.23,3.78025564050986e-12,0.40625,4,0.40041928721174,9,"NME1-NME2"
"MRPL3",9.08724808254193e-41,-0.527001410302034,0.6,0.867,2.40675765466123e-36,0.385113268608414,6,0.52219755826859,10,"MRPL3"
"BRIX1",1.27036567624513e-29,-0.526817195205584,0.542,0.83,3.36456349353522e-25,0.365591397849462,6,0.515942028985507,11,"BRIX1"
"TMEM120A",3.11398564933011e-25,-0.526363557431367,0.485,0.703,8.24739099225081e-21,0.416,6,0.656399726214921,10,"TMEM120A"
"FAH",1.06679840211628e-09,-0.526313206340388,0.287,0.433,2.82541556800496e-05,0.385135135135135,4,0.378888888888889,9,"FAH"
"RHOC",3.08002618277133e-36,-0.526226415396093,0.639,0.923,8.15744934506987e-32,0.395136778115502,6,0.498697238144867,11,"RHOC"
"TAF15",2.22843762965082e-14,-0.526004111450608,0.268,0.465,5.9020170621302e-10,0.347826086956522,6,0.439958592132505,10,"TAF15"
"CLDN23",1.98235055422678e-38,-0.525870445732218,0.324,0.703,5.25025544286963e-34,0.455089820359281,5,0.590691307323751,8,"CLDN23"
"ARRDC4",5.19126177601657e-16,-0.525768733243467,0.064,0.221,1.37490568137799e-11,0.393939393939394,4,0.457516339869281,8,"ARRDC4"
"CENPN",2.08370856155526e-09,-0.525552240276089,0.219,0.36,5.5187021252791e-05,0.380530973451327,5,0.445187165775401,9,"CENPN"
"ACSL4",7.3953616313355e-07,-0.525031625301364,0.122,0.221,0.0195866152805921,0.492063492063492,4,0.270152505446623,9,"ACSL4"
"TARS",2.47274141128045e-32,-0.524971747194019,0.478,0.758,6.54905562777626e-28,0.426829268292683,6,0.52952380952381,11,"TARS"
"BTBD10",5.17924787341545e-21,-0.524876090750475,0.264,0.515,1.37172379927408e-16,0.382352941176471,4,0.456582633053221,10,"BTBD10"
"BTRC",2.78250523158231e-11,-0.524711796766054,0.134,0.278,7.36946510584575e-07,0.376811594202899,5,0.566724436741768,8,"BTRC"
"PCCB",1.51152108153978e-30,-0.524289945842175,0.375,0.678,4.00326358445812e-26,0.409326424870466,5,0.517755681818182,10,"PCCB"
"COX6A1",3.58625231517406e-16,-0.524283598521054,0.926,0.992,9.4981892567385e-12,0.377358490566038,6,0.466537342386033,11,"COX6A1"
"CCT5",3.74316347896648e-47,-0.524168561813708,0.794,0.955,9.91376847404272e-43,0.388753056234719,6,0.482862903225806,11,"CCT5"
"CANX",4.70248061773713e-30,-0.524091595474277,0.918,0.961,1.24545199160768e-25,0.376321353065539,6,0.481963927855711,11,"CANX"
"PPT2",2.45562046891778e-13,-0.524001149788728,0.021,0.137,6.50371081192874e-09,0.545454545454545,3,0.693661971830986,10,"PPT2"
"CDR2",3.11761956880944e-22,-0.523869877612436,0.293,0.539,8.25701542799179e-18,0.390728476821192,4,0.732381801962533,10,"CDR2"
"ABCF3",4.60573315898999e-34,-0.523246445443502,0.252,0.591,1.2198284271585e-29,0.346153846153846,6,0.592351505288853,10,"ABCF3"
"NPEPPS",3.11943072114852e-47,-0.5230657229714,0.753,0.935,8.26181226496185e-43,0.371134020618557,6,0.490731204943357,11,"NPEPPS"
"ADSL",1.38628631788122e-25,-0.523028173481936,0.361,0.646,3.67157931290841e-21,0.397849462365591,5,0.65424739195231,11,"ADSL"
"ACSL3",2.49222835962589e-26,-0.522700022753659,0.565,0.799,6.60066681046918e-22,0.429553264604811,5,0.537627934978928,11,"ACSL3"
"SNRPG",2.32734734797935e-36,-0.522641539867995,0.827,0.976,6.1639794511233e-32,0.389671361502347,6,0.474125184820108,11,"SNRPG"
"DFNB31",0.00014290263978853,-0.522627557307631,0.05,0.106,1,0.692307692307692,3,0.468181818181818,9,"DFNB31"
"ADIPOR1",4.37399883725148e-26,-0.522399861282275,0.784,0.899,1.15845359204605e-21,0.405940594059406,6,0.51338329764454,11,"ADIPOR1"
"BET1",1.25271806886609e-30,-0.522148240877943,0.483,0.762,3.31782380539185e-26,0.405622489959839,6,0.595959595959596,11,"BET1"
"C11orf63",1.01071159784208e-09,-0.522102140233595,0.045,0.146,2.67686966688475e-05,0.782608695652174,5,0.368421052631579,9,"C11orf63"
"TGFA",1.53952397249149e-40,-0.521925364752427,0.132,0.48,4.0774292411437e-36,0.470588235294118,5,0.679037111334002,9,"TGFA"
"UIMC1",9.05693104631372e-19,-0.521919750078163,0.258,0.478,2.39872818761619e-14,0.330827067669173,6,0.482376636455186,10,"UIMC1"
"KLHL31",3.73663440299828e-07,-0.521867504294531,0.035,0.109,0.00989647621634094,0.722222222222222,3,0.508849557522124,8,"KLHL31"
"MCU",1.41709900172348e-34,-0.521210975439453,0.377,0.691,3.75318670606463e-30,0.417525773195876,5,0.623259052924791,10,"MCU"
"DHFR",2.96695607117182e-25,-0.520902936428687,0.155,0.433,7.85798315449857e-21,0.575,4,0.642222222222222,11,"DHFR"
"TCIRG1",1.19739112275544e-29,-0.520537787348706,0.515,0.744,3.17129038861777e-25,0.39622641509434,6,0.61294498381877,11,"TCIRG1"
"ADIRF",0.195670572404264,-0.520073249536186,0.683,0.771,1,0.420454545454545,5,0.444791016843419,10,"ADIRF"
"DUS4L",3.97218471015128e-25,-0.520070306506648,0.19,0.46,1.05203312048357e-20,0.36734693877551,5,0.739539748953975,11,"DUS4L"
"OPA1",7.82498100362959e-33,-0.519761881405141,0.249,0.56,2.0724462188113e-28,0.34375,4,0.597938144329897,11,"OPA1"
"DESI1",1.26225444903799e-39,-0.519078565915315,0.375,0.725,3.34308090827711e-35,0.38860103626943,5,0.577305905773059,10,"DESI1"
"RBM19",2.42781929166254e-14,-0.518838352740431,0.25,0.437,6.43007939396823e-10,0.356589147286822,6,0.493949394939494,10,"RBM19"
"DEDD2",1.03216501992909e-13,-0.518832843152882,0.588,0.806,2.73368905528221e-09,0.419141914191419,6,0.497610513739546,10,"DEDD2"
"POLR3C",7.73179083149248e-26,-0.518755598774262,0.39,0.646,2.04776480172078e-21,0.373134328358209,5,0.654992548435171,10,"POLR3C"
"NCK1-AS1",1.72071343639372e-21,-0.518653022134626,0.184,0.424,4.55730953628876e-17,0.557894736842105,5,0.634920634920635,11,"NCK1-AS1"
"POLE2",0.00230360565119806,-0.518434949170504,0.085,0.136,1,0.477272727272727,3,0.431095406360424,9,"POLE2"
"RRAGA",8.49731369427084e-31,-0.517987539886609,0.458,0.792,2.25051353192763e-26,0.38135593220339,5,0.51306990881459,11,"RRAGA"
"UBAP1",5.06910498898136e-34,-0.517879445205394,0.522,0.813,1.34255245633171e-29,0.368029739776952,6,0.499703966844287,10,"UBAP1"
"POLR3D",5.96407914910606e-23,-0.517817819066025,0.245,0.502,1.57958636264074e-18,0.396825396825397,5,0.549376797698945,9,"POLR3D"
"LASP1",1.49737012246399e-37,-0.517481840632465,0.483,0.775,3.96578476934587e-33,0.34136546184739,6,0.590683229813665,10,"LASP1"
"GDI2",2.50975463049034e-50,-0.51620863481827,0.639,0.916,6.64708513885368e-46,0.364741641337386,6,0.499474789915966,11,"GDI2"
"AMZ2P1",2.5910466351478e-22,-0.516045988922663,0.115,0.346,6.86238701318895e-18,0.457627118644068,5,0.713091922005571,10,"AMZ2P1"
"RTN4",8.7878008591104e-48,-0.515578846279773,0.746,0.955,2.32744905753539e-43,0.403645833333333,6,0.480846774193548,11,"RTN4"
"ARHGAP23",2.24355520662343e-29,-0.515124014143381,0.105,0.379,5.94205596474214e-25,0.777777777777778,5,0.483502538071066,10,"ARHGAP23"
"CHEK1",1.45318968028725e-08,-0.514513433119951,0.103,0.218,0.000384877286824078,0.39622641509434,4,0.40929203539823,10,"CHEK1"
"ZNF816",9.95043894734408e-09,-0.513570886950962,0.072,0.175,0.000263537375520408,0.459459459459459,4,0.694214876033058,7,"ZNF816"
"BRI3BP",9.12355757141274e-26,-0.513492378618896,0.136,0.4,2.41637422278866e-21,0.457142857142857,3,0.574007220216607,10,"BRI3BP"
"CDKN2D",2.17873689248298e-05,-0.513426143407134,0.082,0.158,0.577038465974117,0.452380952380952,4,0.492401215805471,10,"CDKN2D"
"TUBBP5",0.00159798662411372,-0.513149572565196,0.08,0.129,1,0.439024390243902,4,0.561338289962825,9,"TUBBP5"
"MYL12A",4.22790235332162e-40,-0.512987638883906,0.893,0.981,1.11975993827723e-35,0.38695652173913,6,0.472290338401177,11,"MYL12A"
"RPS7",7.22717345309145e-37,-0.512921631838163,0.934,0.992,1.91411688905127e-32,0.374220374220374,6,0.467022308438409,11,"RPS7"
"SLC41A3",1.03590138472672e-17,-0.512076301593615,0.278,0.49,2.74358481744872e-13,0.41958041958042,6,0.618860510805501,10,"SLC41A3"
"GABPB1",3.31141147487424e-24,-0.512057858112042,0.202,0.465,8.77027329120441e-20,0.307692307692308,6,0.591520165460186,9,"GABPB1"
"LOC102724450",1.306541803964e-18,-0.511702010961297,0.021,0.177,3.46037596779865e-14,0.636363636363636,3,0.83695652173913,7,"LOC102724450"
"TUBGCP2",1.19296339789299e-34,-0.51166989871422,0.449,0.733,3.15956355931958e-30,0.424242424242424,5,0.593565331582403,10,"TUBGCP2"
"TUFT1",3.14706987789443e-32,-0.511559199480335,0.515,0.762,8.33501457160341e-28,0.456603773584906,6,0.592545799115603,10,"TUFT1"
"HIST1H2AG",9.14801384582927e-14,-0.511306666752642,0.017,0.133,2.42285146706788e-09,0.666666666666667,3,0.699275362318841,7,"HIST1H2AG"
"GALNT1",2.15140757962965e-26,-0.511056211296503,0.517,0.745,5.69800297464913e-22,0.417293233082707,6,0.601678502259522,10,"GALNT1"
"BUB3",5.29725751157118e-44,-0.511041362369869,0.499,0.816,1.40297865193963e-39,0.408560311284047,6,0.535377358490566,10,"BUB3"
"EIF2S1",1.78065905248183e-38,-0.510912996038157,0.629,0.886,4.71607550049813e-34,0.37962962962963,6,0.510592069527431,11,"EIF2S1"
"CDKL5",5.11287483126085e-12,-0.510758743977645,0.179,0.337,1.35414489905944e-07,0.369565217391304,3,0.887303851640514,8,"CDKL5"
"ALG2",3.31369904663193e-31,-0.510676674355959,0.375,0.679,8.77633192500468e-27,0.398963730569948,4,0.613040396881644,11,"ALG2"
"NMNAT3",0.000100350137485785,-0.510378463802011,0.064,0.124,1,0.363636363636364,3,0.770428015564202,8,"NMNAT3"
"MICALL2",4.4562353118343e-47,-0.510201370026232,0.299,0.678,1.18023392233931e-42,0.512987012987013,5,0.648687012065295,10,"MICALL2"
"CCNDBP1",7.13439477402675e-38,-0.509974673084575,0.559,0.856,1.88954445590098e-33,0.40625,5,0.525309336332958,11,"CCNDBP1"
"VCL",5.15713202726415e-47,-0.509871528554521,0.421,0.8,1.36586641742091e-42,0.313364055299539,6,0.512928442573662,11,"VCL"
"TMEM45B",9.9037013854371e-14,-0.509502156096988,0.449,0.602,2.62299531193302e-09,0.463203463203463,6,0.740207833733014,11,"TMEM45B"
"SNX2",3.79498689301173e-29,-0.509218819622557,0.588,0.806,1.00510227861416e-24,0.356435643564356,6,0.561194029850746,10,"SNX2"
"CALM3",3.28223383858303e-21,-0.5090320223001,0.588,0.845,8.69299632148716e-17,0.392739273927393,5,0.462108262108262,10,"CALM3"
"PDIA3",1.5819829104296e-51,-0.508594692471121,0.959,0.985,4.1898817382728e-47,0.368421052631579,6,0.468490473864192,11,"PDIA3"
"CD47",1.01853854435174e-32,-0.508384138626464,0.948,0.976,2.69759933471559e-28,0.379098360655738,6,0.47534516765286,11,"CD47"
"ENPP4",3.5247413821688e-06,-0.508050531014471,0.505,0.529,0.0933527755067407,0.426923076923077,5,0.848953594176524,10,"ENPP4"
"C2orf47",2.92651335065955e-29,-0.507800477602141,0.221,0.536,7.75087060922181e-25,0.5,5,0.55834829443447,9,"C2orf47"
"TGIF1",1.29087623624788e-29,-0.507725639704689,0.705,0.889,3.4188857117025e-25,0.440771349862259,6,0.514069264069264,11,"TGIF1"
"TTC22",3.51770769440637e-30,-0.507502560356716,0.082,0.348,9.31664882863527e-26,0.523809523809524,4,0.767634854771784,7,"TTC22"
"HNRNPC",3.54095637215769e-52,-0.507485789808867,0.93,0.987,9.37822295165965e-48,0.369519832985386,6,0.467576791808874,11,"HNRNPC"
"GORASP2",1.92425884800299e-30,-0.507060489408998,0.672,0.859,5.09639955893591e-26,0.393063583815029,6,0.535274356103024,11,"GORASP2"
"SHISA5",3.62623763847027e-40,-0.507031321896806,0.639,0.909,9.60409038548851e-36,0.395136778115502,6,0.503970354685018,11,"SHISA5"
"RPN1",9.63612524951553e-35,-0.506678326248793,0.87,0.947,2.55212777233419e-30,0.361607142857143,6,0.488052872394509,11,"RPN1"
"SMIM20",2.49039950325199e-26,-0.506389803636468,0.4,0.671,6.59582308436288e-22,0.388349514563107,6,0.674551971326165,11,"SMIM20"
"C16orf59",1.92933049666687e-07,-0.505901542873011,0.045,0.127,0.0051098318204222,0.478260869565217,4,0.433460076045627,9,"C16orf59"
"HNRNPK",6.88424046519618e-40,-0.5058511592938,0.932,0.982,1.82329108720721e-35,0.385416666666667,6,0.466176470588235,11,"HNRNPK"
"YIPF1",3.66582576498201e-24,-0.505407614323651,0.398,0.647,9.70893953855485e-20,0.414634146341463,6,0.626765799256506,11,"YIPF1"
"TATDN2",1.22712535909233e-23,-0.505376347418766,0.136,0.38,3.25004151355603e-19,0.342857142857143,4,0.716096324461344,9,"TATDN2"
"SCAP",7.50421164732422e-28,-0.504498728936221,0.272,0.548,1.98749045479382e-23,0.357142857142857,5,0.748902546093064,10,"SCAP"
"GLUL",6.05314705150943e-24,-0.503665142829994,0.917,0.942,1.60317599659227e-19,0.385593220338983,6,0.491317671092952,11,"GLUL"
"COPS2",6.40015355851909e-23,-0.503619207079077,0.361,0.61,1.69508066997378e-18,0.451612903225806,4,0.501577287066246,10,"COPS2"
"TMLHE",9.03618681633512e-17,-0.503345518638944,0.115,0.297,2.39323407830636e-12,0.457627118644068,5,0.881685575364668,9,"TMLHE"
"MLF2",5.10501026204013e-39,-0.503308542165932,0.73,0.937,1.35206196790133e-34,0.36436170212766,5,0.491011813045711,11,"MLF2"
"TIMM23",2.26507346828642e-45,-0.503196182523442,0.414,0.793,5.99904708075659e-41,0.39906103286385,5,0.540655339805825,11,"TIMM23"
"PXK",3.90743498076409e-18,-0.5027286017189,0.095,0.284,1.03488415465537e-13,0.448979591836735,3,0.746192893401015,10,"PXK"
"RUVBL2",1.94514419890858e-13,-0.502585103203073,0.588,0.753,5.15171441080938e-09,0.399339933993399,5,0.418797953964194,11,"RUVBL2"
"C18orf21",9.08305720290178e-10,-0.502412617463392,0.146,0.275,2.40564770018854e-05,0.426666666666667,4,0.558669001751314,10,"C18orf21"
"PLIN3",1.8275009122962e-33,-0.502305337993602,0.464,0.803,4.84013616621648e-29,0.414225941422594,6,0.550629119233074,10,"PLIN3"
"SLC35A2",2.36057346870046e-25,-0.501782727906819,0.46,0.706,6.25197883185318e-21,0.345991561181435,6,0.642370572207084,11,"SLC35A2"
"BIRC2",7.61811725963881e-44,-0.501503490212586,0.408,0.77,2.01765835621534e-39,0.49047619047619,6,0.576514678326046,11,"BIRC2"
"C9orf116",2.61501285838575e-31,-0.501465594688731,0.056,0.315,6.92586155543467e-27,0.551724137931034,5,0.828746177370031,10,"C9orf116"
"SLC10A3",3.41026132340835e-26,-0.501143262635158,0.431,0.697,9.03207711504702e-22,0.414414414414414,6,0.635359116022099,10,"SLC10A3"
"TMEM61",6.17130581461585e-06,-0.501116880923681,0.052,0.123,0.163447034500101,0.555555555555556,5,0.26171875,9,"TMEM61"
"NUDCD1",4.11170622966991e-19,-0.500485178171953,0.264,0.486,1.08898539492808e-14,0.367647058823529,4,0.589108910891089,9,"NUDCD1"
"C9orf85",3.62522568897778e-30,-0.50032487484686,0.146,0.443,9.60141023725765e-26,0.413333333333333,4,0.656521739130435,9,"C9orf85"
"CRYZL1",1.20127355074204e-20,-0.499516219804401,0.295,0.538,3.1815729991403e-16,0.440789473684211,5,0.643688451208594,9,"CRYZL1"
"C9orf78",1.4975876051224e-33,-0.499256067082303,0.561,0.859,3.96636077216668e-29,0.42560553633218,5,0.522396416573348,10,"C9orf78"
"UTP18",4.06233244614999e-27,-0.499247715431041,0.351,0.619,1.07590874836282e-22,0.425414364640884,5,0.577311577311577,10,"UTP18"
"TSEN2",2.25575905449104e-11,-0.499099138975557,0.085,0.219,5.97437785581951e-07,0.454545454545455,4,0.593406593406593,10,"TSEN2"
"TCAIM",1.3651504935572e-26,-0.498949924477435,0.173,0.444,3.61560108218624e-22,0.426966292134831,5,0.748645720476706,9,"TCAIM"
"B3GALT4",5.82548260051773e-30,-0.498695560828213,0.258,0.573,1.54287906674712e-25,0.443609022556391,6,0.730252100840336,9,"B3GALT4"
"C21orf91",1.94788258707833e-16,-0.498654718892378,0.175,0.375,5.15896703187695e-12,0.366666666666667,4,0.530166880616175,9,"C21orf91"
"PLEKHF1",2.07825969163848e-47,-0.49844722224339,0.223,0.634,5.50427079330451e-43,0.460869565217391,6,0.689681335356601,8,"PLEKHF1"
