"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","naive pt.occupancy","naive n.nonzero.pts"
"PYCARD",4.55112194581372e-274,1.39715148704879,0.908,0.388,1.20536464734876e-269,"grouped_pd","PYCARD",0.512352309344791,10,0.698630136986301,5,0.338394793926247,10
"GJB2",1.01477375513307e-268,2.65805018490504,0.65,0.066,2.68762829046993e-264,"grouped_pd","GJB2",0.697901049475262,7,0.625,3,0.67816091954023,6
"NCCRP1",2.63763756306966e-267,3.74911436368691,0.591,0.024,6.98578308579e-263,"grouped_pd","NCCRP1",0.779060181368508,5,0.6,2,0.53125,7
"FAM83A",1.91923122153025e-266,1.84375443358909,0.809,0.208,5.08308389022286e-262,"grouped_pd","FAM83A",0.49789029535865,10,0.417721518987342,5,0.540650406504065,10
"GJB3",1.53397124307878e-264,2.36110839310016,0.671,0.072,4.06272283729415e-260,"grouped_pd","GJB3",0.529411764705882,9,1,1,0.5,8
"HLA-F",1.50548582431988e-263,1.30530817375287,0.946,0.646,3.98727920571121e-259,"grouped_pd","HLA-F",0.490984028851108,11,0.384210526315789,6,0.408585055643879,11
"AVPI1",3.98704781207726e-263,1.96002300943621,0.852,0.313,1.05596961302866e-258,"grouped_pd","AVPI1",0.544622425629291,9,0.36,5,0.427586206896552,9
"RNASE1",1.49994562148553e-262,-3.15349725620655,0.18,0.692,3.97260597850444e-258,"grouped_pd","RNASE1",0.281842818428184,9,0.366594360086768,5,0.573268921095008,12
"ALOX5",1.59113083847032e-262,4.72514521863299,0.586,0.03,4.21411002568863e-258,"grouped_pd","ALOX5",0.796835970024979,8,0.5,4,0.358974358974359,6
"TYMP",1.80125425815903e-262,1.3601496592649,0.95,0.772,4.77062190273419e-258,"grouped_pd","TYMP",0.49435318275154,11,0.427480916030534,6,0.380073800738007,11
"NCK1",6.70453060137283e-262,1.47871820589382,0.847,0.31,1.77569492977359e-257,"grouped_pd","NCK1",0.536248561565017,11,0.502857142857143,5,0.294498381877023,9
"HN1",4.61095955205759e-261,1.18783584014807,0.974,0.701,1.22121263736245e-256,"grouped_pd","HN1",0.478718077115673,10,0.383040935672515,6,0.328912466843501,12
"PSMB9",7.00608069321474e-260,1.1855187105515,0.96,0.631,1.85556047159792e-255,"grouped_pd","PSMB9",0.486280487804878,11,0.4375,6,0.430599369085173,11
"UCK2",7.57858710276529e-260,1.97118671324464,0.683,0.095,2.00718879416739e-255,"grouped_pd","UCK2",0.645714285714286,10,0.733333333333333,2,0.421052631578947,9
"C20orf24",1.71233234261693e-257,1.08075462994964,0.949,0.654,4.53511220942095e-253,"grouped_pd","C20orf24",0.490498202362609,11,0.438271604938272,6,0.326647564469914,12
"UQCRFS1",2.33982670250013e-256,1.04342735184185,0.964,0.703,6.19703102157159e-252,"grouped_pd","UQCRFS1",0.484833164812942,11,0.384408602150538,6,0.364511691884457,11
"KRT19",1.7814856340957e-251,1.07140587391853,0.989,0.94,4.71826470190247e-247,"grouped_pd","KRT19",0.474358974358974,11,0.397058823529412,6,0.356495468277946,12
"PDLIM5",4.82101988161112e-251,1.2056306093248,0.934,0.478,1.27684711564471e-246,"grouped_pd","PDLIM5",0.498694516971279,11,0.402298850574713,6,0.340314136125654,11
"RAP2B",4.81349001093474e-250,1.90615755944427,0.939,0.55,1.27485282939607e-245,"grouped_pd","RAP2B",0.491173416407061,11,0.422145328719723,6,0.33800350262697,11
"VDAC2",8.15740830764274e-248,1.03992347441142,0.967,0.729,2.16048959027918e-243,"grouped_pd","VDAC2",0.483366935483871,10,0.372340425531915,6,0.363874345549738,11
"BIRC3",1.0067345549799e-247,1.80449574049405,0.845,0.372,2.66633646886427e-243,"grouped_pd","BIRC3",0.55363321799308,10,0.306122448979592,6,0.43448275862069,10
"TK1",1.37520172952789e-247,1.78859126684738,0.735,0.189,3.64222178065461e-243,"grouped_pd","TK1",0.627984084880637,10,0.525,6,0.494318181818182,10
"C16orf89",2.30144073568526e-247,-3.2702470338,0.109,0.614,6.09536578846242e-243,"grouped_pd","C16orf89",0.417040358744395,10,0.370044052863436,5,0.425742574257426,9
"DMKN",2.84361274768393e-247,-2.12188091947703,0.253,0.749,7.5313083622409e-243,"grouped_pd","DMKN",0.445086705202312,11,0.498432601880878,5,0.380281690140845,11
"NENF",2.26120366105101e-244,1.11579237830549,0.955,0.754,5.9887978962936e-240,"grouped_pd","NENF",0.492087799897907,10,0.376558603491272,5,0.3573264781491,11
"CBLC",1.41853496950755e-243,1.51847931594189,0.734,0.143,3.75698986674075e-239,"grouped_pd","CBLC",0.572093023255814,9,0.619047619047619,4,0.36875,7
"LDHA",1.73159071309443e-242,1.75917955074413,0.984,0.824,4.5861180036306e-238,"grouped_pd","LDHA",0.476214073339941,11,0.358333333333333,6,0.413366336633663,12
"CSF2RA",2.97883431924959e-242,2.76601153337991,0.593,0.054,7.88944269453254e-238,"grouped_pd","CSF2RA",0.771381578947368,8,0.395348837209302,6,0.439024390243902,7
"TXN",6.67835946190259e-242,1.07525326271029,0.994,0.882,1.7687635034849e-237,"grouped_pd","TXN",0.473994111874387,11,0.375576036866359,6,0.366525423728814,12
"COMTD1",1.12277017623759e-241,1.1147849043205,0.847,0.255,2.97365681176525e-237,"grouped_pd","COMTD1",0.529919447640967,10,0.34453781512605,6,0.378571428571429,8
"TACSTD2",1.15649223919429e-241,1.33123048371963,0.98,0.934,3.06296969550608e-237,"grouped_pd","TACSTD2",0.480358030830433,10,0.380368098159509,6,0.343975283213182,11
"CASP1",2.82605413270026e-240,1.54285534270826,0.795,0.274,7.48480437045663e-236,"grouped_pd","CASP1",0.572654812998161,9,0.405797101449275,5,0.396551724137931,10
"CYP4B1",2.02287728571901e-239,-3.07353125589607,0.059,0.543,5.3575904912268e-235,"grouped_pd","CYP4B1",0.31404958677686,10,0.437799043062201,5,0.727906976744186,11
"HTATIP2",2.65849953784224e-239,1.39229910532998,0.902,0.523,7.04103602597516e-235,"grouped_pd","HTATIP2",0.518918918918919,11,0.410596026490066,6,0.344961240310078,10
"VIM",3.77350826539066e-239,-2.60968243628997,0.176,0.682,9.99413664088717e-235,"grouped_pd","VIM",0.276243093922652,11,0.39,6,0.433420365535248,11
"ERO1A",2.518551384712e-237,2.53027517295618,0.925,0.629,6.67038334240974e-233,"grouped_pd","ERO1A",0.507376185458377,11,0.349480968858132,6,0.400576368876081,11
"LY6D",3.03137411388491e-237,4.05493873042131,0.569,0.033,8.02859434062418e-233,"grouped_pd","LY6D",0.47770154373928,7,1,1,0.4,7
"TMBIM1",1.93438324559081e-235,1.34288587373644,0.921,0.551,5.12321402594727e-231,"grouped_pd","TMBIM1",0.507676019057703,11,0.41399416909621,6,0.322393822393822,11
"LAMB3",1.23509031572861e-233,1.41481854032136,0.904,0.433,3.27113670120723e-229,"grouped_pd","LAMB3",0.517259978425027,10,0.795698924731183,5,0.395112016293279,10
"PLIN2",3.78252520443528e-232,1.86662862559254,0.785,0.245,1.00180180039468e-227,"grouped_pd","PLIN2",0.56583850931677,10,0.447513812154696,6,0.534653465346535,9
"AGFG1",1.06990243820498e-231,1.43688522391811,0.837,0.351,2.83363660758589e-227,"grouped_pd","AGFG1",0.554778554778555,10,0.50253807106599,5,0.313390313390313,11
"MXRA5",1.21274127884158e-230,4.88363197134189,0.519,0.016,3.21194527701193e-226,"grouped_pd","MXRA5",0.890140845070423,5,0.875,2,0.470588235294118,4
"IRX3",5.01234791663362e-230,-2.34886121622703,0.209,0.688,1.32752034572041e-225,"grouped_pd","IRX3",0.536130536130536,11,0.437333333333333,6,0.44793152639087,11
"TXNRD1",1.27307399976864e-229,1.28378687436743,0.947,0.594,3.37173648838725e-225,"grouped_pd","TXNRD1",0.492276004119464,11,0.539094650205761,5,0.323615160349854,11
"SERPINE1",2.87122193030824e-229,1.89280462901364,0.675,0.13,7.60443128242137e-225,"grouped_pd","SERPINE1",0.617328519855596,8,0.692307692307692,3,0.784210526315789,8
"SLC2A1",3.84127660943533e-229,1.42332424899246,0.9,0.558,1.01736211000895e-224,"grouped_pd","SLC2A1",0.517876489707476,10,0.377142857142857,5,0.395982783357245,10
"TUBB6",8.11275900786103e-229,1.90676154657992,0.671,0.13,2.14866422323199e-224,"grouped_pd","TUBB6",0.658678286129266,8,0.333333333333333,4,0.4375,8
"PGAM1",9.82656534174405e-228,1.27480544368676,0.957,0.601,2.60256583076091e-223,"grouped_pd","PGAM1",0.487519103413143,11,0.359133126934985,6,0.336038961038961,11
"PSMB10",1.43173625847698e-227,1.02106190761679,0.951,0.68,3.79195348057628e-223,"grouped_pd","PSMB10",0.492055356227576,11,0.405405405405405,6,0.445887445887446,11
"PRAME",5.0574055801462e-227,3.60748954358564,0.506,0.007,1.33945386790172e-222,"grouped_pd","PRAME",0.763969171483622,5,0.666666666666667,4,1,1
"BID",6.09910412049558e-227,1.33704155311396,0.842,0.374,1.61534772631326e-222,"grouped_pd","BID",0.556778679026651,10,0.516129032258065,5,0.382284382284382,10
"CTSB",1.07526191545141e-226,1.19863901744623,0.98,0.851,2.84783118307307e-222,"grouped_pd","CTSB",0.479342956694873,11,0.402948402948403,6,0.354279523293608,11
"CAMK2N1",4.74264393001379e-226,1.67012592501671,0.709,0.17,1.25608924486415e-221,"grouped_pd","CAMK2N1",0.65085910652921,9,0.5,2,0.532567049808429,9
"HMGA1",1.44227165824231e-225,1.40916215668598,0.947,0.467,3.81985648685475e-221,"grouped_pd","HMGA1",0.490731204943357,11,0.378378378378378,5,0.354564755838641,11
"GATA3",2.5175167605138e-225,1.77951878658457,0.567,0.04,6.6676431402208e-221,"grouped_pd","GATA3",0.756663800515907,5,0.763157894736842,4,0.44,5
"LYPD5",1.00002658094296e-224,2.66408605076762,0.536,0.027,2.64857039962743e-220,"grouped_pd","LYPD5",0.685454545454545,8,0.714285714285714,2,0.342857142857143,6
"ABRACL",2.48564361222924e-224,1.21174151632446,0.834,0.313,6.58322710698914e-220,"grouped_pd","ABRACL",0.55672514619883,10,0.401869158878505,6,0.358638743455497,8
"SLCO4A1",1.94822166478549e-223,2.87592187801592,0.614,0.11,5.15986507918437e-219,"grouped_pd","SLCO4A1",0.74900714853058,8,0.40625,4,0.371428571428571,7
"S100A16",2.23194124477292e-223,1.06571457380447,0.955,0.599,5.91129638678107e-219,"grouped_pd","S100A16",0.487742594484168,10,0.436314363143631,6,0.503521126760563,10
"MARCH5",9.15990834306794e-223,1.34496169587521,0.818,0.285,2.42600172466154e-218,"grouped_pd","MARCH5",0.547079856972586,10,0.371951219512195,4,0.308510638297872,11
"ITGB1",1.18520083389187e-222,1.63825036920416,0.936,0.66,3.13900440856263e-218,"grouped_pd","ITGB1",0.5015625,10,0.369109947643979,6,0.340523882896764,10
"YWHAZ",8.99984733214082e-222,0.820222862260726,0.993,0.924,2.3836095659175e-217,"grouped_pd","YWHAZ",0.472986247544204,11,0.376518218623482,6,0.348421052631579,12
"TRIM16L",1.15231580365875e-221,1.88155361858788,0.743,0.237,3.05190840599021e-217,"grouped_pd","TRIM16L",0.585958005249344,9,0.422535211267606,5,0.406666666666667,9
"PROM2",3.36160658322791e-221,1.01430788978299,0.739,0.163,8.90321503567912e-217,"grouped_pd","PROM2",0.575577557755776,10,0.445544554455446,6,0.435064935064935,10
"GPC1",1.3636210364056e-220,1.16098794438564,0.779,0.211,3.61155031492024e-216,"grouped_pd","GPC1",0.557921102066374,10,0.38655462184874,4,0.469194312796209,9
"CREG2",1.21334308067403e-218,2.97219906653288,0.5,0.012,3.21353914916516e-214,"grouped_pd","CREG2",0.842926829268293,6,NA,0,0.555555555555556,3
"LITAF",2.01955440664726e-218,1.17378253659156,0.964,0.758,5.34878984600528e-214,"grouped_pd","LITAF",0.486595852301467,10,0.376190476190476,6,0.37516339869281,10
"PFKP",4.80161045433306e-218,2.43155276451975,0.865,0.494,1.27170652883011e-213,"grouped_pd","PFKP",0.543098591549296,11,0.313559322033898,6,0.348623853211009,11
"KRT15",6.08618976799129e-218,2.46946198126285,0.714,0.185,1.61192736005249e-213,"grouped_pd","KRT15",0.454607508532423,10,0.417721518987342,4,0.452380952380952,9
"MUC20",8.12765051778403e-218,1.94847168871275,0.9,0.615,2.1526082396351e-213,"grouped_pd","MUC20",0.523035230352303,10,0.457831325301205,5,0.462833099579243,11
"LAD1",1.0667135909437e-217,1.23801939000248,0.884,0.373,2.82519094561439e-213,"grouped_pd","LAD1",0.517374517374517,8,0.379310344827586,6,0.420091324200913,10
"VGLL1",1.23913912498004e-217,3.97744632032108,0.507,0.022,3.28185997250963e-213,"grouped_pd","VGLL1",0.920192307692308,7,0.666666666666667,4,0.45,5
"CIRBP",4.28406116799581e-216,-1.71643760256292,0.793,0.893,1.13463360034369e-211,"grouped_pd","CIRBP",0.514760147601476,10,0.39514348785872,5,0.360934182590234,11
"LYPD3",5.55097431974274e-216,3.63845245258545,0.609,0.095,1.47017554858386e-211,"grouped_pd","LYPD3",0.475580464371497,7,0.547619047619048,3,0.308411214953271,9
"ST14",6.28352760939353e-216,1.6739491283213,0.958,0.721,1.66419228734788e-211,"grouped_pd","ST14",0.490325865580448,11,0.437699680511182,6,0.343980343980344,11
"SQRDL",6.51945136358956e-215,1.11479318619657,0.923,0.568,1.72667669364669e-210,"grouped_pd","SQRDL",0.505018489170629,10,0.414035087719298,6,0.33167495854063,11
"AP3S1",1.34877594502827e-214,1.09489232263166,0.891,0.447,3.57223309040739e-210,"grouped_pd","AP3S1",0.522714833059661,11,0.409302325581395,6,0.43064182194617,10
"ARPC3",1.84776721367113e-213,0.686944740929261,0.985,0.871,4.89381146540799e-209,"grouped_pd","ARPC3",0.475742574257426,11,0.390625,6,0.365826944140197,12
"G6PD",2.66625553344681e-213,1.38740051733111,0.894,0.436,7.06157778033388e-209,"grouped_pd","G6PD",0.514176663031625,10,0.39906103286385,5,0.356076759061834,11
"FOS",3.03394729159046e-213,-1.54323415944796,0.59,0.889,8.03540940177732e-209,"grouped_pd","FOS",0.415359207266722,10,0.381818181818182,5,0.358659217877095,11
"SDCBP2",1.64923238479458e-212,1.63359704239667,0.608,0.083,4.36799197112846e-208,"grouped_pd","SDCBP2",0.746591820368885,9,0.515151515151515,3,0.4375,6
"PSMB8",3.42037637861712e-212,0.886041191512126,0.959,0.734,9.05886683876743e-208,"grouped_pd","PSMB8",0.487544483985765,11,0.416666666666667,6,0.400541271989175,12
"GCLC",4.3183821542679e-212,1.86539910413986,0.727,0.209,1.14372351355785e-207,"grouped_pd","GCLC",0.461435278336687,11,0.34,5,0.528985507246377,9
"GPI",4.32243783337933e-212,1.04648348844486,0.971,0.79,1.14479766017052e-207,"grouped_pd","GPI",0.483935742971888,11,0.37995337995338,6,0.362732919254658,12
"CT83",9.49344817586657e-212,1.87348276610355,0.506,0.02,2.51433974937826e-207,"grouped_pd","CT83",0.778420038535645,4,0.8,3,0.318181818181818,4
"GSTK1",7.6936022861909e-210,1.25771279965381,0.945,0.76,2.03765056549766e-205,"grouped_pd","GSTK1",0.498452012383901,11,0.393483709273183,6,0.346007604562738,12
"DGKA",1.48393623651248e-209,1.89172656104233,0.593,0.083,3.9302051224033e-205,"grouped_pd","DGKA",0.660640920295809,8,0.628571428571429,3,0.574468085106383,8
"NKX2-1",1.48504311281005e-208,-2.1347922061055,0.191,0.664,3.93313668427742e-204,"grouped_pd","NKX2-1",0.260204081632653,11,0.370449678800857,5,0.506129597197898,10
"RHEB",3.27358981212083e-208,0.832806630766876,0.963,0.738,8.67010261740203e-204,"grouped_pd","RHEB",0.487088607594937,11,0.394736842105263,6,0.349184782608696,12
"PLAU",2.60215187967744e-206,1.22369959092849,0.837,0.26,6.89179925332569e-202,"grouped_pd","PLAU",0.476412347117065,10,0.652173913043478,3,0.463541666666667,9
"PTP4A2",2.63293131211913e-205,1.24071922501821,0.979,0.829,6.97331858014751e-201,"grouped_pd","PTP4A2",0.480318883906328,11,0.388412017167382,6,0.325301204819277,12
"CYP3A5",2.98484587827128e-204,2.83366965116304,0.523,0.044,7.90536430860149e-200,"grouped_pd","CYP3A5",0.793103448275862,7,0.444444444444444,5,0.333333333333333,7
"SAMD9",3.97073404302941e-204,1.69167732092341,0.691,0.162,1.05164891129634e-199,"grouped_pd","SAMD9",0.534227240649259,10,0.677777777777778,6,0.429447852760736,7
"MDFI",1.74771622071919e-202,1.11019412460471,0.665,0.118,4.62882641057477e-198,"grouped_pd","MDFI",0.586940572267058,7,0.5,3,0.402298850574713,8
"CDCP1",3.1914039624132e-201,1.3117916789088,0.858,0.457,8.45243339445137e-197,"grouped_pd","CDCP1",0.541477272727273,10,0.425641025641026,6,0.405769230769231,11
"METTL9",1.22718712213989e-200,1.03033465163124,0.915,0.584,3.25020509298751e-196,"grouped_pd","METTL9",0.51092168353756,10,0.378548895899054,6,0.354026845637584,10
"GNAI1",3.0942323069751e-200,1.69440861513193,0.676,0.179,8.19507426502355e-196,"grouped_pd","GNAI1",0.658008658008658,10,0.389473684210526,4,0.489130434782609,9
"KCNK6",3.40267356704103e-200,1.76454128964317,0.662,0.162,9.01198094230817e-196,"grouped_pd","KCNK6",0.650220913107511,9,0.56989247311828,4,0.51875,9
"PTGES",1.1079289743935e-199,2.04644767857852,0.695,0.241,2.93434988868118e-195,"grouped_pd","PTGES",0.673913043478261,9,0.431372549019608,6,0.450909090909091,9
"PSMA2",1.39465232450771e-199,0.736067589216352,0.969,0.819,3.69373668145868e-195,"grouped_pd","PSMA2",0.484146955208858,10,0.376190476190476,6,0.338372093023256,12
"BCAP31",2.33805521458483e-199,0.73487410401809,0.973,0.872,6.19233923582792e-195,"grouped_pd","BCAP31",0.482205513784461,11,0.390928725701944,6,0.348888888888889,11
"TRIM31",3.09936384584257e-198,2.27738243310092,0.63,0.159,8.20866514571406e-194,"grouped_pd","TRIM31",0.736842105263158,8,0.466666666666667,4,0.719211822660099,7
"TFF1",3.67248415294491e-198,1.86057643580128,0.464,0.01,9.72657427907459e-194,"grouped_pd","TFF1",0.967402733964248,6,NA,0,0.3125,4
"SFTPB",4.23082101212924e-198,-2.03507128363143,0.113,0.572,1.12053294506243e-193,"grouped_pd","SFTPB",0.428571428571429,9,0.377083333333333,5,0.458937198067633,9
"RHOV",7.165680425556e-197,1.5569431938358,0.711,0.227,1.89783046070851e-192,"grouped_pd","RHOV",0.654320987654321,10,0.708333333333333,3,0.537764350453172,8
"TSKU",1.51068088693665e-196,1.09517118960865,0.769,0.219,4.00103832905173e-192,"grouped_pd","TSKU",0.538656527249683,10,0.346153846153846,4,0.486206896551724,9
"ADAM9",2.9170008384854e-196,1.45621276234278,0.855,0.449,7.72567672072859e-192,"grouped_pd","ADAM9",0.545039908779932,11,0.350515463917526,6,0.328467153284672,10
"ANXA2",2.59953543491731e-195,0.652716327971678,0.997,0.963,6.88486959937849e-191,"grouped_pd","ANXA2",0.470904645476773,11,0.390041493775934,6,0.350928641251222,12
"ST3GAL4-AS1",3.14152260419779e-195,2.18576250929017,0.497,0.036,8.32032261721784e-191,"grouped_pd","ST3GAL4-AS1",0.889106967615309,7,0.434782608695652,3,0.424242424242424,7
"BCL2A1",3.75846499696022e-195,0.727356303756672,0.495,0.034,9.95429454444915e-191,"grouped_pd","BCL2A1",0.836614173228346,7,1,1,0.363636363636364,8
"NOTCH2NL",1.08368180113347e-194,1.04228619198482,0.859,0.463,2.87013125030199e-190,"grouped_pd","NOTCH2NL",0.543700340522134,10,0.394366197183099,6,0.540909090909091,11
"LINC01420",4.3618940335683e-194,1.04702687687679,0.893,0.566,1.15524763479056e-189,"grouped_pd","LINC01420",0.523757509557619,11,0.357142857142857,5,0.362962962962963,11
"SPINT2",2.29583010365085e-193,0.90002377642427,0.989,0.949,6.08050602951927e-189,"grouped_pd","SPINT2",0.475110892065057,11,0.378486055776892,6,0.344546381243629,12
"SLC16A3",5.94451541779361e-193,1.17426955221173,0.849,0.46,1.57440490840264e-188,"grouped_pd","SLC16A3",0.551090700344432,11,0.563636363636364,5,0.38423645320197,10
"BLVRB",8.29994982178147e-193,0.826247019170174,0.964,0.811,2.19824171029882e-188,"grouped_pd","BLVRB",0.487360970677452,11,0.384787472035794,6,0.352009744214373,12
"TMEM265",4.88879652195609e-192,0.98345996133921,0.922,0.516,1.29479775884007e-187,"grouped_pd","TMEM265",0.507667900581703,11,0.427609427609428,6,0.319607843137255,11
"KCTD3",5.5937552373598e-192,1.81906111360648,0.642,0.161,1.48150607461474e-187,"grouped_pd","KCTD3",0.709726443768997,10,0.649122807017544,5,0.456410256410256,10
"CAPZA2",6.08793023411249e-192,1.18800759767956,0.909,0.617,1.61238832250469e-187,"grouped_pd","CAPZA2",0.511802575107296,10,0.344512195121951,6,0.339089481946625,11
"GSR",5.50738763879691e-191,1.22433841604781,0.78,0.276,1.45863161613536e-186,"grouped_pd","GSR",0.525,10,0.418803418803419,4,0.43312101910828,11
"ID2",5.89180575680366e-191,-1.95398737120645,0.405,0.768,1.56044475468945e-186,"grouped_pd","ID2",0.42719614921781,10,0.430693069306931,5,0.381909547738693,11
"IGF2BP3",3.50840188947009e-190,1.31485069822217,0.583,0.097,9.29200240426153e-186,"grouped_pd","IGF2BP3",0.726359832635983,7,0.483870967741935,5,0.50561797752809,9
"FBLN1",7.67295655204534e-190,1.13909381278292,0.599,0.093,2.03218254280921e-185,"grouped_pd","FBLN1",0.586655817737998,8,0.456521739130435,5,0.33,8
"JUND",1.72508830210998e-189,-1.87162275792011,0.87,0.903,4.56889636813827e-185,"grouped_pd","JUND",0.518497757847534,10,0.384297520661157,6,0.34051724137931,11
"B4GALT4",3.60224323047404e-189,1.33065007906659,0.74,0.264,9.5405411959105e-185,"grouped_pd","B4GALT4",0.57152274225445,10,0.378378378378378,4,0.538205980066445,11
"VTRNA1-2",9.03137294226916e-189,1.66945812606289,0.513,0.042,2.39195912375999e-184,"grouped_pd","VTRNA1-2",0.643874643874644,9,0.736842105263158,3,0.297872340425532,8
"BST1",1.67754524161142e-188,3.32980346787599,0.454,0.018,4.44297857240785e-184,"grouped_pd","BST1",0.962406015037594,6,0.6,3,0.461538461538462,5
"IER2",2.14420356493795e-188,-1.61061003986837,0.868,0.9,5.67892314173817e-184,"grouped_pd","IER2",0.512071869736103,11,0.373983739837398,6,0.344638949671772,11
"PSME2",7.00094801918853e-188,0.929922291351001,0.981,0.892,1.85420108288208e-183,"grouped_pd","PSME2",0.478628230616302,11,0.37344398340249,6,0.345394736842105,12
"ST3GAL4",1.06141262748812e-187,1.84113429880898,0.652,0.188,2.81115134390229e-183,"grouped_pd","ST3GAL4",0.714285714285714,9,0.405405405405405,5,0.522727272727273,10
"IL4R",2.00688282994038e-187,0.858940545492174,0.786,0.274,5.31522917509709e-183,"grouped_pd","IL4R",0.585244885306882,9,0.413793103448276,4,0.433070866141732,11
"VDAC1",5.343930071492e-187,0.945350954667322,0.947,0.712,1.41533987943466e-182,"grouped_pd","VDAC1",0.493305870236869,10,0.3601108033241,6,0.359042553191489,12
"KIAA0226",1.0658517197289e-186,1.13471880630495,0.753,0.254,2.82290827970199e-182,"grouped_pd","KIAA0226",0.575404530744337,10,0.377358490566038,6,0.38655462184874,11
"IL19",3.99095452137981e-186,4.96518679545391,0.432,0.007,1.05700430498744e-181,"grouped_pd","IL19",0.99548532731377,3,0.666666666666667,2,0.5,4
"ARPC1A",1.14614729094912e-185,1.12858848554673,0.943,0.777,3.03557110007876e-181,"grouped_pd","ARPC1A",0.49741468459152,11,0.384057971014493,6,0.3425,12
"PLAUR",1.77109945648666e-185,1.12969320633501,0.86,0.335,4.69075691050493e-181,"grouped_pd","PLAUR",0.51530612244898,9,0.525773195876289,4,0.428571428571429,9
"TSPAN14",4.61430613497583e-185,1.09553206521235,0.859,0.468,1.22209897984835e-180,"grouped_pd","TSPAN14",0.542565266742338,10,0.391608391608392,6,0.312359550561798,10
"TRIM16",6.90397096909974e-185,1.3490566331183,0.814,0.36,1.82851671116607e-180,"grouped_pd","TRIM16",0.534131736526946,9,0.431034482758621,5,0.429530201342282,9
