"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","naive pt.occupancy","naive n.nonzero.pts"
"PAM16",7.78096812320816e-60,0.3168555327328,0.74,0.38,2.06078940743168e-55,"grouped_pd","PAM16",0.52635046113307,10,0.387832699619772,6,0.344410876132931,10
"CNEP1R1",7.83870386613278e-60,0.525282203229543,0.433,0.17,2.07608071894527e-55,"grouped_pd","CNEP1R1",0.658042744656918,10,0.383458646616541,6,0.308270676691729,10
"LRRC46",7.93461500587306e-60,-2.79925281017959,0.071,0.254,2.10148278430548e-55,"grouped_pd","LRRC46",0.527397260273973,8,0.608695652173913,4,0.901069518716578,8
"ARHGAP26",8.00055654423645e-60,0.630652307529382,0.617,0.382,2.11894740074102e-55,"grouped_pd","ARHGAP26",0.725908372827804,9,0.37410071942446,6,0.462882096069869,10
"EPB41L4A",8.45111617493056e-60,0.584463409518512,0.61,0.355,2.23827811893036e-55,"grouped_pd","EPB41L4A",0.701277955271565,9,0.455357142857143,5,0.401805869074492,9
"FUT4",8.67680830885875e-60,0.284226475419282,0.321,0.088,2.29805268060124e-55,"grouped_pd","FUT4",0.895295902883156,9,0.523809523809524,3,0.482758620689655,8
"MLF2",9.00248457140081e-60,0.341631568482185,0.943,0.736,2.3843080387355e-55,"grouped_pd","MLF2",0.49482936918304,11,0.363395225464191,5,0.33117723156533,11
"DNAJC3",9.69045460898872e-60,0.61796349149629,0.897,0.804,2.56651690319066e-55,"grouped_pd","DNAJC3",0.519847743338771,11,0.391414141414141,6,0.343786295005807,11
"GPT2",1.04088228797271e-59,0.255587330871881,0.511,0.232,2.75677673969572e-55,"grouped_pd","GPT2",0.590085795996187,9,0.371794871794872,5,0.36231884057971,8
"PSEN1",1.22389506015503e-59,0.383191744210031,0.7,0.443,3.2414860668206e-55,"grouped_pd","PSEN1",0.621866295264624,11,0.375,5,0.320796460176991,11
"HOTAIRM1",1.2736442042979e-59,1.77438676688833,0.364,0.124,3.37324667508299e-55,"grouped_pd","HOTAIRM1",0.643908969210174,5,0.5,3,0.971910112359551,6
"BTNL8",1.27751014025543e-59,1.56185054457046,0.173,0.007,3.38348560646651e-55,"grouped_pd","BTNL8",0.991525423728814,4,0.666666666666667,2,0.75,3
"UQCRQ",1.30951874082715e-59,0.422047527169816,0.993,0.95,3.46826038508071e-55,"grouped_pd","UQCRQ",0.473244968090329,11,0.382536382536383,6,0.347609561752988,12
"CMAS",1.33607159377821e-59,0.253410803475372,0.774,0.45,3.53858561612159e-55,"grouped_pd","CMAS",0.581863979848867,11,0.385057471264368,5,0.429111531190926,10
"DHRS3",1.371064943235e-59,0.428509490879971,0.93,0.804,3.63126550215789e-55,"grouped_pd","DHRS3",0.503932878867331,11,0.375,6,0.405637254901961,11
"LMNTD1",1.38187254138238e-59,-2.22749063045932,0.006,0.141,3.65988942585124e-55,"grouped_pd","LMNTD1",0.615384615384615,4,0.714285714285714,2,0.929577464788732,5
"LASP1",1.39067357672486e-59,0.321960067182873,0.781,0.526,3.6831989679558e-55,"grouped_pd","LASP1",0.593632958801498,10,0.34136546184739,6,0.347294938917976,10
"FUNDC1",1.47593233847445e-59,0.287940468886245,0.676,0.342,3.90900679844957e-55,"grouped_pd","FUNDC1",0.639249639249639,11,0.418079096045198,5,0.361344537815126,9
"RPN2",1.63677636655885e-59,0.404151031294636,0.946,0.884,4.3350022068311e-55,"grouped_pd","RPN2",0.495360824742268,11,0.370932754880694,6,0.345276872964169,11
"PCDHA13",1.64914538889028e-59,1.49661095619402,0.166,0.004,4.3677615624759e-55,"grouped_pd","PCDHA13",0.905882352941176,6,1,1,0.8,2
"PRR13",1.91231988865562e-59,0.355670602966734,0.977,0.793,5.06477922510442e-55,"grouped_pd","PRR13",0.479041916167665,11,0.376190476190476,6,0.397560975609756,12
"TPM2",2.07584173769459e-59,2.61424239991454,0.285,0.079,5.49786684228412e-55,"grouped_pd","TPM2",0.708904109589041,8,0.435897435897436,3,0.482352941176471,8
"VTA1",2.20771131336976e-59,0.397760165895697,0.752,0.488,5.8471234134598e-55,"grouped_pd","VTA1",0.606355382619974,10,0.406976744186047,6,0.400793650793651,12
"ICAM1",2.23490418920843e-59,-1.46210901967048,0.588,0.673,5.91914374511852e-55,"grouped_pd","ICAM1",0.506213753106877,10,0.394849785407725,6,0.426621160409556,11
"ATG101",2.73558632892806e-59,0.365840548040996,0.816,0.47,7.24520039216597e-55,"grouped_pd","ATG101",0.540023894862604,11,0.383673469387755,6,0.330612244897959,11
"LINC00602",3.16622383416739e-59,0.44365762852557,0.159,0.002,8.38574382479234e-55,"grouped_pd","LINC00602",0.996932515337423,2,NA,0,1,1
"PRDM16",3.39570078448015e-59,-2.07213740273923,0.053,0.233,8.99351352769567e-55,"grouped_pd","PRDM16",0.203703703703704,11,0.42,5,0.657894736842105,8
"DNAJC14",3.56319638370823e-59,0.500682610351848,0.448,0.185,9.43712562225124e-55,"grouped_pd","DNAJC14",0.752723311546841,10,0.347368421052632,5,0.402061855670103,9
"ABCA13",3.6605007802048e-59,-2.10964226027927,0.158,0.37,9.6948363163724e-55,"grouped_pd","ABCA13",0.552469135802469,8,0.527777777777778,5,0.593001841620626,10
"PLEK2",3.91666385019808e-59,1.18564748439184,0.329,0.104,1.03732842072496e-54,"grouped_pd","PLEK2",0.68,8,0.289473684210526,5,0.36,10
"MTX1",4.39537548718927e-59,0.266799872328901,0.809,0.525,1.16411519778208e-54,"grouped_pd","MTX1",0.572634116937914,10,0.418060200668896,5,0.366602687140115,11
"MED28",4.46238195645324e-59,0.292621064503846,0.687,0.371,1.18186186116664e-54,"grouped_pd","MED28",0.569907735982967,10,0.389162561576355,5,0.29973474801061,10
"FBXO32",4.51051222684081e-59,0.481252507076952,0.614,0.312,1.19460916327879e-54,"grouped_pd","FBXO32",0.552380952380952,10,0.30952380952381,6,0.339779005524862,11
"OAF",4.61619319904924e-59,0.947758894999698,0.346,0.106,1.22259876876819e-54,"grouped_pd","OAF",0.524682651622003,8,0.631578947368421,3,0.52755905511811,6
"EIF1AY",4.62043701431195e-59,-0.464623885016232,0.435,0.14,1.22372274324052e-54,"grouped_pd","EIF1AY",0.895739910313901,4,1,1,0.92018779342723,4
"DMRTA2",4.6842869295954e-59,-2.03074415101702,0.011,0.152,1.24063339330334e-54,"grouped_pd","DMRTA2",0.304347826086957,7,0.711111111111111,3,0.63265306122449,6
"STX7",4.78378983953973e-59,0.449032944051001,0.566,0.303,1.2669867390021e-54,"grouped_pd","STX7",0.75948275862069,10,0.490683229813665,4,0.471153846153846,10
"ATL1",4.82072664744585e-59,0.876995110612373,0.397,0.156,1.27676945257603e-54,"grouped_pd","ATL1",0.882208588957055,9,0.58,4,0.463917525773196,8
"ATMIN",5.19471093720357e-59,0.329434701267522,0.63,0.335,1.37581919171837e-54,"grouped_pd","ATMIN",0.623839009287926,10,0.484375,5,0.314606741573034,10
"ICA1L",5.37147989431062e-59,-2.18537502505191,0.094,0.294,1.42263645000817e-54,"grouped_pd","ICA1L",0.440414507772021,9,0.471698113207547,4,0.657635467980296,8
"MUC5B",5.39269664126102e-59,-4.01105579819266,0.227,0.409,1.42825570543798e-54,"grouped_pd","MUC5B",0.52258064516129,7,0.541666666666667,4,0.585365853658537,9
"C2orf81",5.56118221754291e-59,-2.35533719538483,0.037,0.203,1.47287911031624e-54,"grouped_pd","C2orf81",0.293333333333333,8,0.375,5,0.867132867132867,9
"WDR93",6.76158582818591e-59,-2.56625205770772,0.044,0.215,1.79080600659504e-54,"grouped_pd","WDR93",0.722222222222222,7,0.607843137254902,3,0.814035087719298,5
"ZFYVE27",7.08944436495213e-59,0.295725365774006,0.456,0.187,1.87763934005757e-54,"grouped_pd","ZFYVE27",0.685561497326203,9,0.474358974358974,3,0.390697674418605,9
"NDUFV2",7.38724678794268e-59,0.367864452409999,0.921,0.774,1.95651231178662e-54,"grouped_pd","NDUFV2",0.508205399682372,11,0.387706855791962,6,0.381194409148666,11
"IRX5",7.93710997307378e-59,-1.26063221586136,0.166,0.397,2.10214357636859e-54,"grouped_pd","IRX5",0.679411764705882,10,0.341085271317829,5,0.367403314917127,11
"ZNF518B",1.06734118642552e-58,0.558872323135833,0.391,0.141,2.82685313224799e-54,"grouped_pd","ZNF518B",0.596754057428215,8,0.341085271317829,5,0.340659340659341,9
"PPP1CB",1.10849505743446e-58,0.250353609498116,0.983,0.905,2.93584915961518e-54,"grouped_pd","PPP1CB",0.476686507936508,11,0.375275938189845,6,0.35031185031185,12
"BRCC3",1.10929370351408e-58,0.476204090515608,0.68,0.414,2.93796437375704e-54,"grouped_pd","BRCC3",0.653046594982079,10,0.490706319702602,6,0.32010582010582,10
"NHLRC4",1.11097322049388e-58,-2.27055029688851,0.008,0.143,2.94241257447804e-54,"grouped_pd","NHLRC4",0.375,5,0.428571428571429,3,0.949074074074074,6
"PDCD2L",1.12579384150423e-58,0.326039762686477,0.513,0.222,2.98166498922395e-54,"grouped_pd","PDCD2L",0.667300380228137,9,0.504,5,0.306306306306306,10
"ABHD3",1.17299522427355e-58,0.555265466225574,0.674,0.409,3.1066778514885e-54,"grouped_pd","ABHD3",0.630969609261939,11,0.480176211453745,6,0.37772397094431,10
"ACPP",1.19289220580566e-58,0.740937073438886,0.273,0.062,3.15937500707628e-54,"grouped_pd","ACPP",0.810714285714286,9,0.392857142857143,3,0.478260869565217,7
"HS3ST3A1",1.22251071204389e-58,2.27842677345039,0.195,0.02,3.23781962084825e-54,"grouped_pd","HS3ST3A1",0.994987468671679,3,NA,0,0.645161290322581,3
"CCT8",1.24474713610649e-58,0.317787931850639,0.922,0.752,3.29671278997803e-54,"grouped_pd","CCT8",0.506081438392385,11,0.361185983827493,6,0.358208955223881,11
"VNN1",1.26468151803556e-58,0.626323504269217,0.228,0.035,3.34950900051717e-54,"grouped_pd","VNN1",0.92948717948718,7,NA,0,0.781818181818182,5
"ACOT7",1.4154238058324e-58,1.63787718873656,0.418,0.185,3.7487499497471e-54,"grouped_pd","ACOT7",0.490675990675991,11,0.552083333333333,6,0.362694300518135,8
"SCAMP3",1.41885696753941e-58,0.290518464154499,0.86,0.627,3.75784267852814e-54,"grouped_pd","SCAMP3",0.544526375496313,11,0.360824742268041,6,0.35472972972973,11
"CSAG3",1.43368786764534e-58,1.77534019059774,0.153,0,3.79712231745869e-54,"grouped_pd","CSAG3",0.993610223642173,3,NA,0,NA,0
"SYT1",1.4622974997935e-58,0.835048721966938,0.307,0.082,3.87289492820309e-54,"grouped_pd","SYT1",0.625396825396825,8,0.694117647058824,4,0.627906976744186,7
"PPIP5K2",1.55184527603393e-58,0.338964805474592,0.605,0.31,4.11006221357587e-54,"grouped_pd","PPIP5K2",0.662369057211926,11,0.353932584269663,5,0.413680781758958,10
"TP63",1.59844631877913e-58,1.68478659312319,0.223,0.035,4.23348507528652e-54,"grouped_pd","TP63",0.945295404814004,6,0.9375,2,0.394736842105263,7
"NUP43",1.62086948836885e-58,0.308731424521997,0.454,0.189,4.29287283994491e-54,"grouped_pd","NUP43",0.706008583690987,10,0.411290322580645,5,0.494186046511628,9
"APP",1.67265396232557e-58,-1.99397282979038,0.839,0.871,4.43002401921927e-54,"grouped_pd","APP",0.454968041836142,11,0.373601789709172,5,0.407650273224044,10
"ZNF576",1.70933152165424e-58,0.258800806990255,0.518,0.216,4.52716453510127e-54,"grouped_pd","ZNF576",0.618062088428975,10,0.40952380952381,4,0.360515021459227,9
"SMG8",1.83993415511466e-58,0.977382706041002,0.324,0.099,4.87306560982117e-54,"grouped_pd","SMG8",0.760902255639098,9,0.523809523809524,4,0.384615384615385,8
"COPB2",1.88612964070453e-58,0.401023968478827,0.894,0.723,4.99541435340595e-54,"grouped_pd","COPB2",0.520174482006543,10,0.382422802850356,6,0.342736248236953,11
"GPR157",2.03559737695019e-58,1.11543879475718,0.266,0.058,5.39127965285258e-54,"grouped_pd","GPR157",0.602564102564103,8,0.470588235294118,4,0.263157894736842,6
"MRPS27",2.04516084529484e-58,0.477545293715441,0.549,0.28,5.41660849876339e-54,"grouped_pd","MRPS27",0.625222024866785,10,0.433070866141732,4,0.387096774193548,10
"HBP1",2.05446145892165e-58,0.551723099956716,0.725,0.492,5.44124117395399e-54,"grouped_pd","HBP1",0.629704301075269,11,0.39873417721519,6,0.317880794701987,10
"CNGA4",2.0863014949708e-58,-2.09292261361302,0.007,0.141,5.52556950943016e-54,"grouped_pd","CNGA4",0.533333333333333,3,0.75,2,0.953917050691244,5
"PPIB",2.10097093192788e-58,0.282641415577612,0.981,0.889,5.56442151321098e-54,"grouped_pd","PPIB",0.476403378042722,11,0.36734693877551,6,0.35337552742616,11
"FBXO28",2.31322930587998e-58,0.382624544222416,0.549,0.267,6.12658781662313e-54,"grouped_pd","FBXO28",0.696269982238011,9,0.408536585365854,4,0.37007874015748,11
"ZNF672",2.412147231595e-58,0.517116660378737,0.609,0.347,6.38857194287935e-54,"grouped_pd","ZNF672",0.724579663730985,10,0.341176470588235,6,0.298611111111111,10
"HOMEZ",2.4121873997159e-58,0.33874767636772,0.452,0.187,6.38867832814755e-54,"grouped_pd","HOMEZ",0.685005393743258,10,0.464566929133858,5,0.379518072289157,9
"SSBP1",2.4548932282607e-58,0.338434222418966,0.959,0.806,6.50178471504845e-54,"grouped_pd","SSBP1",0.487036095577021,11,0.401442307692308,6,0.34478672985782,12
"AQP4-AS1",2.54382534151863e-58,-1.96230572790038,0.009,0.145,6.73732141701209e-54,"grouped_pd","AQP4-AS1",0.368421052631579,5,0.70873786407767,4,0.838709677419355,7
"ASAH1",2.77981303711352e-58,0.701610036250472,0.863,0.74,7.36233482879516e-54,"grouped_pd","ASAH1",0.542066629023151,11,0.343669250645995,6,0.342857142857143,11
"PRRC1",2.94935919505036e-58,0.523717593684577,0.719,0.484,7.81137782809087e-54,"grouped_pd","PRRC1",0.64,11,0.433656957928803,5,0.389261744966443,10
"SPRED1",3.02106269862794e-58,-1.72435416211791,0.098,0.305,8.0012845573161e-54,"grouped_pd","SPRED1",0.308457711442786,9,0.37037037037037,5,0.393728222996516,10
"AIDA",3.06572660748352e-58,0.372372131533092,0.558,0.28,8.1195769199201e-54,"grouped_pd","AIDA",0.805240174672489,11,0.412765957446808,5,0.326732673267327,10
"FAM20B",3.22094079581437e-58,0.385482365417519,0.514,0.234,8.53066169771435e-54,"grouped_pd","FAM20B",0.73719165085389,10,0.347222222222222,5,0.328828828828829,9
"CHTF8",3.26911088579212e-58,0.453276510825413,0.799,0.578,8.65824018102042e-54,"grouped_pd","CHTF8",0.578754578754579,10,0.402777777777778,6,0.340699815837937,12
"TMEM183B",3.37232399534997e-58,-0.515161347328905,0.549,0.255,8.93160010168439e-54,"grouped_pd","TMEM183B",0.660746003552398,10,0.422018348623853,6,0.453287197231834,10
"C4orf3",3.44092238641812e-58,0.275366575499006,0.971,0.803,9.11328294042838e-54,"grouped_pd","C4orf3",0.483433734939759,11,0.398373983739837,5,0.381489841986456,11
"DUOX1",4.65731347811453e-58,-1.94807036348241,0.176,0.387,1.23348947467863e-53,"grouped_pd","DUOX1",0.663888888888889,10,0.431279620853081,5,0.761421319796954,10
"MESDC2",4.70396980485441e-58,0.266347397167908,0.926,0.706,1.24584640281569e-53,"grouped_pd","MESDC2",0.502105263157895,10,0.407624633431085,6,0.353018372703412,11
"ABCC1",4.8407485582368e-58,0.351880183214222,0.538,0.257,1.28207225564902e-53,"grouped_pd","ABCC1",0.447463768115942,8,0.410810810810811,5,0.313364055299539,9
"MARVELD2",4.86356592604207e-58,0.366057057678596,0.647,0.357,1.28811543551224e-53,"grouped_pd","MARVELD2",0.657874905802562,11,0.412935323383085,4,0.355742296918768,9
"WDYHV1",4.86386704562763e-58,0.661905823067527,0.357,0.111,1.28819518703448e-53,"grouped_pd","WDYHV1",0.638472032742155,10,0.392857142857143,4,0.330508474576271,9
"GMFB",5.18355831645908e-58,0.42858121883283,0.502,0.219,1.37286542011419e-53,"grouped_pd","GMFB",0.512147716229349,10,0.37593984962406,4,0.368421052631579,10
"HPCAL1",5.23441109271313e-58,0.541094594739088,0.726,0.473,1.38633377790507e-53,"grouped_pd","HPCAL1",0.633310946944258,10,0.408805031446541,6,0.390995260663507,10
"NIF3L1",5.5177008480019e-58,0.292524435897002,0.578,0.279,1.4613630695933e-53,"grouped_pd","NIF3L1",0.638279932546374,10,0.51219512195122,5,0.352941176470588,11
"PCDHA12",5.71814968118657e-58,0.525528859670715,0.297,0.074,1.51445194306226e-53,"grouped_pd","PCDHA12",0.878688524590164,6,0.882978723404255,3,0.318181818181818,5
"ASB8",5.76948939979999e-58,0.308563636330573,0.625,0.32,1.52804926753703e-53,"grouped_pd","ASB8",0.607338017174083,9,0.394871794871795,5,0.413114754098361,9
"ITSN1",5.80392160267159e-58,0.264460738914657,0.588,0.313,1.53716863646757e-53,"grouped_pd","ITSN1",0.692116182572614,10,0.35,5,0.407766990291262,10
"TCP1",6.11331812945461e-58,0.461321488813706,0.899,0.759,1.61911230658605e-53,"grouped_pd","TCP1",0.519262072707542,11,0.428571428571429,6,0.371571072319202,10
"GUCY1A3",6.20226410157095e-58,-1.25163150904159,0.073,0.269,1.64266964730107e-53,"grouped_pd","GUCY1A3",0.449664429530201,8,0.370689655172414,5,0.578947368421053,8
"NEK5",6.88156143920716e-58,-2.18216746696405,0.018,0.164,1.82258154717402e-53,"grouped_pd","NEK5",0.324324324324324,7,0.636363636363636,3,0.882113821138211,8
"UFM1",7.32549645946577e-58,0.447469260785764,0.827,0.621,1.94015773728951e-53,"grouped_pd","UFM1",0.563679245283019,10,0.493103448275862,5,0.330396475770925,12
"C3orf17",7.39794040985445e-58,0.45398888354999,0.461,0.196,1.95934451754995e-53,"grouped_pd","C3orf17",0.499470899470899,9,0.366071428571429,5,0.371134020618557,10
"SDHAF1",7.49144982659443e-58,0.37446683857254,0.519,0.218,1.98411048657353e-53,"grouped_pd","SDHAF1",0.606203007518797,10,0.441666666666667,4,0.390909090909091,9
"ATHL1",7.7654043995275e-58,-2.45098960669633,0.154,0.365,2.05666735521486e-53,"grouped_pd","ATHL1",0.623417721518987,9,0.448028673835125,4,0.680412371134021,10
"ASMTL",7.88580054336427e-58,0.287848439012602,0.554,0.266,2.08855427391003e-53,"grouped_pd","ASMTL",0.722711267605634,9,0.441176470588235,4,0.347670250896057,8
"ZNF267",7.93152478557763e-58,0.49697130369702,0.444,0.176,2.10066433946024e-53,"grouped_pd","ZNF267",0.652030735455543,10,0.381443298969072,5,0.376404494382022,9
"SH2B2",8.12346458024952e-58,0.558882943445554,0.248,0.047,2.15149959407909e-53,"grouped_pd","SH2B2",0.905511811023622,5,0.705882352941177,3,0.631578947368421,7
"CERS3",9.26322937472491e-58,2.67434449756399,0.165,0.006,2.45336629989589e-53,"grouped_pd","CERS3",0.99112426035503,4,0.5,2,0.333333333333333,3
"LDLRAD1",1.00902250033536e-57,-3.02493835253904,0.062,0.235,2.67239609213819e-53,"grouped_pd","LDLRAD1",0.574803149606299,7,0.777777777777778,2,0.935933147632312,7
"C4orf32",1.0676925795232e-57,0.606397177733466,0.394,0.139,2.82778379686719e-53,"grouped_pd","C4orf32",0.528465346534653,9,0.453703703703704,5,0.568807339449541,10
"INIP",1.07662609747938e-57,0.574105253231304,0.504,0.23,2.85144421917415e-53,"grouped_pd","INIP",0.520309477756286,10,0.431818181818182,6,0.361233480176211,9
"TBC1D7",1.23835169173815e-57,0.315043554033704,0.643,0.328,3.2797744555685e-53,"grouped_pd","TBC1D7",0.622441243366187,10,0.491620111731844,4,0.303303303303303,10
"EIF2B5",1.2653123552351e-57,0.380489157448548,0.648,0.357,3.35117977284017e-53,"grouped_pd","EIF2B5",0.502255639097744,10,0.440860215053763,5,0.35752688172043,10
"AK7",1.29168166935113e-57,-2.46295223072164,0.078,0.262,3.42101890127646e-53,"grouped_pd","AK7",0.714285714285714,8,0.42,5,0.905555555555556,9
"CFAP61",1.45743532398177e-57,-2.04637208312301,0.009,0.144,3.86001745556572e-53,"grouped_pd","CFAP61",0.526315789473684,5,0.375,3,0.894009216589862,6
"LINC01559",1.68023096767272e-57,1.40406476991988,0.186,0.016,4.45009171788121e-53,"grouped_pd","LINC01559",0.952879581151832,4,1,1,0.608695652173913,4
"RBM17",1.78278940398093e-57,0.307561765375636,0.846,0.538,4.7217177364435e-53,"grouped_pd","RBM17",0.517579250720461,11,0.449664429530201,5,0.368324125230203,10
"LYSMD2",1.79241235168459e-57,0.257373461666208,0.673,0.349,4.74720411343663e-53,"grouped_pd","LYSMD2",0.642753623188406,10,0.51063829787234,5,0.428217821782178,9
"UGGT1",1.90594495041368e-57,0.254029042296436,0.721,0.447,5.04789520117062e-53,"grouped_pd","UGGT1",0.622041920216362,11,0.426160337552743,6,0.327548806941432,9
"ZNF706",1.9154507908479e-57,0.364008763597272,0.95,0.74,5.07307141956065e-53,"grouped_pd","ZNF706",0.490507952796306,11,0.39142091152815,6,0.347381864623244,11
"S100A2",1.94490239171719e-57,3.38117215441922,0.457,0.247,5.15107398446297e-53,"grouped_pd","S100A2",0.644610458911419,9,0.536585365853659,4,0.404605263157895,10
"RBBP4",1.99846505843014e-57,0.429054754735297,0.83,0.628,5.29293470725224e-53,"grouped_pd","RBBP4",0.559341950646298,10,0.409972299168975,5,0.360708534621578,11
"ERGIC2",2.02605476344306e-57,0.291749185795642,0.801,0.52,5.36600604097894e-53,"grouped_pd","ERGIC2",0.561168594035301,10,0.43579766536965,5,0.350719424460432,11
"KCNMB2-AS1",2.08632789979674e-57,0.261782670406833,0.349,0.106,5.52563944261166e-53,"grouped_pd","KCNMB2-AS1",0.700699300699301,7,0.577319587628866,4,0.558823529411765,6
"FUCA2",2.20938274251891e-57,0.446343633256214,0.76,0.514,5.85155019356133e-53,"grouped_pd","FUCA2",0.603337612323492,10,0.408921933085502,6,0.379439252336449,10
"LARP4",2.43269081166042e-57,0.363400090450828,0.705,0.425,6.44298161468262e-53,"grouped_pd","LARP4",0.576470588235294,11,0.402027027027027,6,0.307065217391304,12
"KCNMB4",2.64696478014272e-57,0.783486816463378,0.215,0.031,7.010486220208e-53,"grouped_pd","KCNMB4",0.780045351473923,9,0.4,4,0.303030303030303,7
"UQCRHL",2.71800886051939e-57,0.260908537210068,0.588,0.31,7.19864646708561e-53,"grouped_pd","UQCRHL",0.429875518672199,11,0.404761904761905,5,0.28,12
"IYD",2.7674172133519e-57,0.768686751773885,0.274,0.066,7.32950448956251e-53,"grouped_pd","IYD",0.966131907308378,5,0.464285714285714,4,0.48936170212766,7
"CPNE4",2.80490937855519e-57,1.33105521244544,0.193,0.02,7.42880248910342e-53,"grouped_pd","CPNE4",0.946835443037975,5,0.454545454545455,4,0.45,5
"IL6",2.90030366782927e-57,-2.73004504379527,0.05,0.221,7.68145426424582e-53,"grouped_pd","IL6",0.436893203883495,7,0.580246913580247,3,0.694339622641509,7
"DCPS",3.0939932209488e-57,0.464229156847492,0.554,0.254,8.19444104568289e-53,"grouped_pd","DCPS",0.564643799472295,11,0.411764705882353,5,0.352517985611511,9
"KCTD12",3.40653085560877e-57,-1.27725193010171,0.06,0.244,9.02219697107982e-53,"grouped_pd","KCTD12",0.268292682926829,10,0.625,4,0.635220125786163,10
"ZNF571-AS1",3.5422948190333e-57,1.07286927899326,0.177,0.012,9.38176782820971e-53,"grouped_pd","ZNF571-AS1",0.96978021978022,6,0.666666666666667,3,0.714285714285714,3
"GXYLT1",3.68671498237743e-57,0.508166341654107,0.433,0.173,9.76426463082662e-53,"grouped_pd","GXYLT1",0.659167604049494,11,0.373983739837398,5,0.324324324324324,9
"GNG10",3.7623984675838e-57,0.261506680894135,0.829,0.503,9.96471234139569e-53,"grouped_pd","GNG10",0.542941176470588,11,0.4,6,0.306479859894921,12
"WARS",3.81033026407612e-57,1.3733093657728,0.873,0.668,1.00916597044056e-52,"grouped_pd","WARS",0.470686767169179,11,0.488054607508532,6,0.351531291611185,10
"DKC1",3.93755053191275e-57,0.446561433803046,0.722,0.445,1.04286025837709e-52,"grouped_pd","DKC1",0.569885212694126,10,0.389285714285714,4,0.341346153846154,11
"EDEM2",3.97886018942725e-57,0.494780284954428,0.655,0.37,1.05380112116981e-52,"grouped_pd","EDEM2",0.652529761904762,10,0.480582524271845,5,0.330645161290323,10
"ERMP1",4.16458821112971e-57,0.617286413916204,0.409,0.153,1.1029911877177e-52,"grouped_pd","ERMP1",0.595465393794749,10,0.4,3,0.291457286432161,8
"HKR1",4.20154663677169e-57,0.555324398186804,0.476,0.228,1.11277962674898e-52,"grouped_pd","HKR1",0.789150460593654,10,0.492063492063492,5,0.341991341991342,10
"GUK1",4.34872232742372e-57,0.297153372245885,0.982,0.909,1.15175910841817e-52,"grouped_pd","GUK1",0.479404466501241,11,0.389583333333333,6,0.340063761955367,12
"HDAC2",4.41473184908698e-57,0.42545753506115,0.797,0.571,1.16924173023069e-52,"grouped_pd","HDAC2",0.581039755351682,10,0.440273037542662,6,0.345575959933222,12
"RPL13AP5",4.56940494872549e-57,-0.518354466774865,0.974,0.942,1.21020690066995e-52,"grouped_pd","RPL13AP5",0.472972972972973,11,0.390928725701944,6,0.356435643564356,12
"MCEE",4.59115313535359e-57,0.531656295621071,0.583,0.316,1.2159669078984e-52,"grouped_pd","MCEE",0.743096234309623,10,0.421052631578947,6,0.305921052631579,9
"MEF2C",4.83574965911772e-57,-1.79541022478273,0.052,0.228,1.28074829721733e-52,"grouped_pd","MEF2C",0.644859813084112,8,0.558139534883721,5,0.643243243243243,9
"APIP",5.32453123178845e-57,0.400259879382776,0.687,0.376,1.41020209673917e-52,"grouped_pd","APIP",0.646808510638298,10,0.356589147286822,6,0.318181818181818,9
"YIPF1",5.80486562507304e-57,0.481944744411721,0.653,0.374,1.5374186608006e-52,"grouped_pd","YIPF1",0.628358208955224,11,0.412621359223301,6,0.388888888888889,11
"CFAP54",6.36231921918898e-57,-1.70683921151637,0.046,0.219,1.6850602452022e-52,"grouped_pd","CFAP54",0.305263157894737,8,0.55,3,0.841614906832298,7
"COASY",6.57723137515963e-57,0.260948097458519,0.808,0.511,1.74197972971103e-52,"grouped_pd","COASY",0.553409776704888,11,0.48015873015873,6,0.351648351648352,10
"FEM1B",6.80475121352242e-57,0.270087701580267,0.512,0.242,1.80223835890141e-52,"grouped_pd","FEM1B",0.544761904761905,10,0.384,5,0.320158102766798,9
"SYNCRIP",7.19388473808895e-57,0.362829306980943,0.855,0.644,1.90530037288286e-52,"grouped_pd","SYNCRIP",0.538505419281232,10,0.376262626262626,6,0.373770491803279,11
"TCN1",8.50710799041692e-57,1.56618821213413,0.18,0.014,2.25310755126192e-52,"grouped_pd","TCN1",0.72972972972973,7,1,1,0.571428571428571,5
"PCSK7",1.03281814534891e-56,0.47295392179614,0.505,0.248,2.7354188579566e-52,"grouped_pd","PCSK7",0.706280193236715,11,0.40650406504065,5,0.420454545454545,9
"UBE2V2",1.04114132028208e-56,0.302229795403384,0.837,0.512,2.7574627867671e-52,"grouped_pd","UBE2V2",0.5,11,0.321428571428571,6,0.328846153846154,10
"ACAT1",1.0488573804724e-56,-1.11578428368872,0.472,0.651,2.77789877218115e-52,"grouped_pd","ACAT1",0.364293085655315,10,0.445427728613569,5,0.382916053019146,11
"PTP4A1",1.06403299960145e-56,0.563156657294837,0.895,0.716,2.81809139944443e-52,"grouped_pd","PTP4A1",0.5239651416122,11,0.384248210023866,5,0.344285714285714,12
"MB21D1",1.26368738253178e-56,0.586792159515676,0.444,0.173,3.34687603263543e-52,"grouped_pd","MB21D1",0.45993413830955,10,0.571428571428571,5,0.371069182389937,10
