"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene","sig"
"PLLP",0.00106435850204369,0.671840055483022,0.533,0.66,1,"PLLP","NS"
"MAP1LC3A",0.00114235707483367,0.678387250483256,0.733,0.773,1,"MAP1LC3A","NS"
"BASP1",0.00123022221672257,0.688051880467585,0.2,0.639,1,"BASP1","NS"
"TSPAN13",0.00124985010677865,0.626824934733572,1,0.943,1,"TSPAN13","NS"
"SMPDL3B",0.0012980780114452,0.763697938139534,0.867,0.861,1,"SMPDL3B","NS"
"KLF5",0.00135081068278224,0.823347806490538,0.733,0.969,1,"KLF5","NS"
"TOB1",0.00135671251839439,0.662912956193547,0.933,0.964,1,"TOB1","NS"
"TERF2IP",0.00138116970946928,0.486146502560069,0.8,0.696,1,"TERF2IP","NS"
"SELT",0.00142486555489017,0.778004451826524,0.667,0.804,1,"SELT","NS"
"FRAT2",0.00144717752034579,0.278183076585621,0,0.32,1,"FRAT2","NS"
"SCAMP2",0.00145020344821671,0.637271555473793,0.2,0.619,1,"SCAMP2","NS"
"EHD1",0.00146191329799128,0.674495429483152,0.933,0.814,1,"EHD1","NS"
"RAB11B",0.00149891701115705,0.52139276865048,0.733,0.799,1,"RAB11B","NS"
"CYB5R3",0.0015086980236633,0.958049045661609,0.6,0.778,1,"CYB5R3","NS"
"CBR1",0.00155182145337064,0.374244576353376,1,0.83,1,"CBR1","NS"
"EIF5A",0.00162025169868757,0.785016344625571,0.867,0.948,1,"EIF5A","NS"
"JUND",0.00166266067469477,0.853034644158408,1,0.969,1,"JUND","NS"
"F11R",0.0016710250602442,0.842806562294329,0.933,0.938,1,"F11R","NS"
"NHSL1",0.00176097610251012,0.635515991133792,0.733,0.753,1,"NHSL1","NS"
"SPSB3",0.0017810922679156,0.811931485962466,0.533,0.722,1,"SPSB3","NS"
"MYOM1",0.00181415708020637,0.354013646659575,0,0.309,1,"MYOM1","NS"
"CYB5D1",0.0018141570802064,0.316101916886631,0,0.309,1,"CYB5D1","NS"
"DDA1",0.00185086738065608,0.252847769492358,0.867,0.619,1,"DDA1","NS"
"HLA-F",0.00186975683637667,0.709915982942839,0.8,0.753,1,"HLA-F","NS"
"CYBRD1",0.0018777573196638,0.702205541217244,0.6,0.876,1,"CYBRD1","NS"
"GDF15",0.00193803392393893,1.14950071265301,0.6,0.876,1,"GDF15","NS"
"TCEA3",0.00197290377050152,0.523302687501123,0.8,0.789,1,"TCEA3","NS"
"SLC35A1",0.00200129848738886,0.704743606612247,0.333,0.691,1,"SLC35A1","NS"
"SYNGR3",0.00202913931515503,0.323816849716789,0,0.304,1,"SYNGR3","NS"
"SCTR",0.00202913931515512,0.374422770413002,0,0.304,1,"SCTR","NS"
"CTSA",0.00208525454859502,0.859762845970339,0.667,0.84,1,"CTSA","NS"
"ADIPOR1",0.00208908650807843,0.393909913952676,1,0.861,1,"ADIPOR1","NS"
"IRF1",0.00218233117040624,0.941364880732504,0.733,0.928,1,"IRF1","NS"
"CRLS1",0.0022489910208637,0.721630867368013,0.8,0.881,1,"CRLS1","NS"
"CORO1B",0.00226576167722124,0.39348585215576,0.867,0.706,1,"CORO1B","NS"
"HERPUD1",0.00231228145878126,0.938185246891059,0.867,0.902,1,"HERPUD1","NS"
"DTX3L",0.00231484490376697,0.816368829769047,0.733,0.835,1,"DTX3L","NS"
"C12orf49",0.00238287238657628,0.533979123173188,0.867,0.665,1,"C12orf49","NS"
"WDR61",0.0023867700548615,0.455162972361056,0.867,0.701,1,"WDR61","NS"
"MFSD10",0.00241526515022933,0.439376267753351,0.8,0.598,1,"MFSD10","NS"
"SNRNP70",0.00242096318794055,0.715092420402189,0.4,0.675,1,"SNRNP70","NS"
"DNASE2",0.00250182873175992,0.794917306127678,0.8,0.753,1,"DNASE2","NS"
"CERS4",0.00250738292650296,0.737373313979238,0.467,0.619,1,"CERS4","NS"
"TMEM37",0.00259108434303349,0.567117816798336,0.133,0.577,1,"TMEM37","NS"
"NCOR1",0.0026206559808099,0.445008631102608,0.333,0.747,1,"NCOR1","NS"
"TSR3",0.00269614542635679,0.572655614951117,0.533,0.706,1,"TSR3","NS"
"PARP14",0.0027528698699958,0.65830501451881,0.933,0.974,1,"PARP14","NS"
"SECISBP2L",0.00284653020564697,0.605577222969647,0.333,0.747,1,"SECISBP2L","NS"
"ZC3HAV1",0.00285034681286039,1.05992726613517,0.933,0.948,1,"ZC3HAV1","NS"
"PTGES3",0.0028761480275851,0.60126826661173,1,0.928,1,"PTGES3","NS"
"HOPX",0.0029017082127367,0.681083068962372,1,0.918,1,"HOPX","NS"
"EFNA1",0.00300943258753039,0.59716459644175,1,0.985,1,"EFNA1","NS"
"C3",0.0032695425025241,0.878838556676027,0.667,0.881,1,"C3","NS"
"QKI",0.0033056457539197,0.701725454177037,0.533,0.789,1,"QKI","NS"
"SCPEP1",0.00333642444438387,0.740136303346782,0.533,0.784,1,"SCPEP1","NS"
"LARP1",0.00334982266356662,0.392906654383334,0.933,0.675,1,"LARP1","NS"
"MALL",0.00352092880161925,0.580981541005117,0.667,0.773,1,"MALL","NS"
"PCMTD1",0.00355861208677512,0.58368706949294,0.667,0.876,1,"PCMTD1","NS"
"CITED4",0.0037053272112655,0.392792738956856,0.2,0.572,1,"CITED4","NS"
"ADPRHL2",0.00370716180661864,0.877568386630229,0.533,0.655,1,"ADPRHL2","NS"
"KXD1",0.00377647321581796,0.390708401213354,0.933,0.753,1,"KXD1","NS"
"BCAT2",0.00387854700852948,0.468711698573345,0.733,0.598,1,"BCAT2","NS"
"AQP3",0.00390104348600615,1.11881388790702,0.667,0.861,1,"AQP3","NS"
"PDE4C",0.00394406810669977,1.33112345504688,0.533,0.799,1,"PDE4C","NS"
"AHCYL2",0.00395788292221937,0.57152197173644,0.467,0.763,1,"AHCYL2","NS"
"UBTD1",0.00395826042558802,0.465824631515123,0.467,0.686,1,"UBTD1","NS"
"SCP2",0.00399728750889128,0.486345293178389,0.933,0.856,1,"SCP2","NS"
"SIGIRR",0.00400354754552638,0.270614097986741,0.8,0.541,1,"SIGIRR","NS"
"TYMP",0.00404409154528172,0.888518387927937,0.733,0.866,1,"TYMP","NS"
"BTN3A3",0.00417698589879815,0.28267291429952,0.067,0.448,1,"BTN3A3","NS"
"SUMF2",0.00427315583724538,0.418465544255002,0.933,0.696,1,"SUMF2","NS"
"SEMA3B",0.00432184854372839,0.581591467995787,0.067,0.464,1,"SEMA3B","NS"
"ADRM1",0.00433822907740852,0.569565473037787,0.933,0.881,1,"ADRM1","NS"
"CHST11",0.00436607719543125,0.259251914034228,0,0.268,1,"CHST11","NS"
"STARD10",0.00442797171873336,0.867426650689337,0.733,0.892,1,"STARD10","NS"
"MAGI3",0.00445750068114525,0.73372605265371,0.867,0.902,1,"MAGI3","NS"
"EDEM1",0.0044928471291767,0.459383806710399,0.333,0.644,1,"EDEM1","NS"
"FUS",0.00458803899647146,0.468748983746786,1,0.897,1,"FUS","NS"
"PROS1",0.00464469849253508,0.388215245923982,0.133,0.521,1,"PROS1","NS"
"PPM1K",0.00474452008032418,0.347563320768772,0.2,0.629,1,"PPM1K","NS"
"LIMCH1",0.00476326495712342,0.816006639003622,0.733,0.923,1,"LIMCH1","NS"
"ZNF331",0.00488631676334445,0.287782095200862,0.133,0.552,1,"ZNF331","NS"
"TSPYL1",0.00493859080232316,0.551455351692078,0.867,0.778,1,"TSPYL1","NS"
"EIF5AL1",0.00518629689940601,0.353607982981763,0.6,0.768,1,"EIF5AL1","NS"
"MTFR1L",0.00522994806401663,0.476241294607684,0.133,0.51,1,"MTFR1L","NS"
"CALR",0.00535532124741457,0.820552401382149,1,0.985,1,"CALR","NS"
"PAPSS1",0.0053737616818635,0.624522084533488,0.333,0.67,1,"PAPSS1","NS"
"FBLN5",0.0054537251802425,0.892241507549729,0.467,0.794,1,"FBLN5","NS"
"GMPPA",0.0057290806004775,0.517744227415498,0.8,0.603,1,"GMPPA","NS"
"GLTSCR2",0.00583997767549581,0.584846644800316,0.867,0.784,1,"GLTSCR2","NS"
"APEX1",0.00584400791125862,0.567288976639285,0.933,0.845,1,"APEX1","NS"
"CYR61",0.00588603580784504,0.8974568886282,1,0.954,1,"CYR61","NS"
"SLC15A2",0.0059222205944992,0.304729260171364,0.067,0.428,1,"SLC15A2","NS"
"C6orf62",0.00599233422105493,0.444460771164367,0.867,0.995,1,"C6orf62","NS"
"PCF11",0.00602815589719308,0.628630408783463,0.867,0.82,1,"PCF11","NS"
"NFIC",0.00613132052502932,0.355007985715598,1,0.83,1,"NFIC","NS"
"HLA-H",0.00616491823862352,0.479201216885898,0.867,0.866,1,"HLA-H","NS"
"CEBPB",0.00616653862313439,0.497119538488449,0.933,0.861,1,"CEBPB","NS"
"IDH2",0.00628568091950774,0.252672662735002,0.933,0.639,1,"IDH2","NS"
"SFPQ",0.00633206663949119,0.636983563841388,0.867,0.974,1,"SFPQ","NS"
"HSD17B11",0.00637265947128242,0.560043756032738,0.333,0.66,1,"HSD17B11","NS"
"SFTPD",0.00637840143166308,1.15439436746474,0.933,0.892,1,"SFTPD","NS"
"ATP5B",0.00639204930241088,0.961900236553634,0.733,0.933,1,"ATP5B","NS"
"ECEL1P2",0.00648043229855689,0.310967313097549,0.067,0.423,1,"ECEL1P2","NS"
"VSIG2",0.00650165450884384,0.780011258786897,0.333,0.665,1,"VSIG2","NS"
"PSMD3",0.00656731869262085,0.266433685487712,0.8,0.634,1,"PSMD3","NS"
"ATF3",0.00666316059660745,0.788325085036817,1,0.974,1,"ATF3","NS"
"TMEM222",0.0066934186032616,0.474560741200764,0.667,0.608,1,"TMEM222","NS"
"IGFBP2",0.00690579964751937,1.43017359276032,0.733,0.856,1,"IGFBP2","NS"
"SDC4",0.0069347352684117,0.826777462384436,1,0.99,1,"SDC4","NS"
"TMEM165",0.00704675422537407,0.454946672655509,0.867,0.753,1,"TMEM165","NS"
"COMMD2",0.00724332611057556,0.562687581704073,0.6,0.789,1,"COMMD2","NS"
"PPP1R10",0.00735927094985752,0.749324242241056,1,0.943,1,"PPP1R10","NS"
"ID2",0.00736530804926794,0.74630187792754,0.667,0.918,1,"ID2","NS"
"LMF2",0.00739862109893135,0.361305906925406,0.333,0.644,1,"LMF2","NS"
"KLHL24",0.00740455415065128,0.647335362325868,0.533,0.825,1,"KLHL24","NS"
"ANXA4",0.0075015108620011,0.854701064025797,0.733,0.876,1,"ANXA4","NS"
"DDX6",0.00752347033720816,0.562188634871502,0.6,0.814,1,"DDX6","NS"
"DAPK3",0.00752588566695751,0.461183918179315,0.6,0.49,1,"DAPK3","NS"
"SULT2B1",0.00757830031873926,0.300236209568909,0.6,0.479,1,"SULT2B1","NS"
"YPEL3",0.00774385846794905,0.71755663494646,0.667,0.825,1,"YPEL3","NS"
"CLIC2",0.00783209528836076,0.541847470727601,0.6,0.804,1,"CLIC2","NS"
"PNKD",0.00784502686966324,0.475726412472366,1,0.974,1,"PNKD","NS"
"SPTSSA",0.0079583547718267,0.559126758935589,0.933,0.871,1,"SPTSSA","NS"
"SECTM1",0.00799241397506855,0.919707110000572,0.467,0.619,1,"SECTM1","NS"
"IRX2",0.00809135054423964,0.904175179702893,0.8,0.923,1,"IRX2","NS"
"AAMP",0.0081795872305445,0.58467233860337,0.867,0.794,1,"AAMP","NS"
"RHEB",0.00818167110242205,0.366401931491909,0.933,0.866,1,"RHEB","NS"
"TUBA4A",0.00824618820644209,0.833102750312702,0.933,0.928,1,"TUBA4A","NS"
"BCKDHA",0.00825313466946342,0.437934109912872,0.867,0.706,1,"BCKDHA","NS"
"CFL1",0.00827624365013538,0.548548895942444,1,1,1,"CFL1","NS"
"PRICKLE1",0.00837205368805394,0.521919162745952,0.2,0.572,1,"PRICKLE1","NS"
"CREB3",0.00840389083643062,0.309778887508356,0.733,0.51,1,"CREB3","NS"
"CAPN2",0.0084445557589362,0.633135938168207,0.933,0.974,1,"CAPN2","NS"
"THRAP3",0.00852523909397953,0.757393403369775,0.933,0.928,1,"THRAP3","NS"
"ZFR",0.00884984946880911,0.402379360787119,0.867,0.732,1,"ZFR","NS"
"PRR15L",0.00905355762943093,0.746158769537379,0.533,0.794,1,"PRR15L","NS"
"AK1",0.00914123911564161,1.01090770349507,0.867,0.948,1,"AK1","NS"
"SF3B4",0.00919220240445045,0.351585979154628,0.8,0.711,1,"SF3B4","NS"
"IER3",0.00919511018315947,0.911464545707439,0.933,0.933,1,"IER3","NS"
"POR",0.00940211745194269,0.859131303046466,0.867,0.948,1,"POR","NS"
"LY6E",0.00967046185231767,0.847823123619708,1,0.928,1,"LY6E","NS"
"VAPA",0.00973356431576157,0.699504421542781,0.867,0.902,1,"VAPA","NS"
"NUDT9",0.00979957491018803,0.674043859299905,0.8,0.773,1,"NUDT9","NS"
"UBE2I",0.010108515507102,0.544684894896594,0.8,0.778,1,"UBE2I","NS"
"TMEM9B",0.0102050486660717,0.448087196112202,0.333,0.619,1,"TMEM9B","NS"
"RRAGA",0.0102305980923608,0.448974969204109,0.2,0.474,1,"RRAGA","NS"
"ROGDI",0.0102412081256073,0.488055386328994,0.6,0.515,1,"ROGDI","NS"
"STRN3",0.0102690850856107,0.427142524751241,0.667,0.711,1,"STRN3","NS"
"CIAO1",0.0105069415622447,0.690208969655336,0.667,0.799,1,"CIAO1","NS"
"SOCS1",0.0105842544025596,0.339447321785221,0.733,0.634,1,"SOCS1","NS"
"HLA-DMA",0.0106998818564211,0.618479733659377,0.933,0.902,1,"HLA-DMA","NS"
"CCDC86",0.0107692259939884,0.303382507014772,0.4,0.33,1,"CCDC86","NS"
"DNAJB6",0.0107924771289997,0.480792751832117,0.933,0.892,1,"DNAJB6","NS"
"LIMS1",0.010943115169175,0.654154529643049,0.4,0.753,1,"LIMS1","NS"
"RAB5C",0.0109881653350128,0.288784240882653,0.467,0.701,1,"RAB5C","NS"
"ARF6",0.0111009867234207,0.826590812246233,0.867,0.825,1,"ARF6","NS"
"NAPA",0.0112288575380126,0.472332392358457,0.8,0.742,1,"NAPA","NS"
"LRRC25",0.0112322722735948,0.431358244363429,0,0.222,1,"LRRC25","NS"
"TACC1",0.0113564210586839,0.562797794404198,0.333,0.691,1,"TACC1","NS"
"ATP6AP1",0.0114066876276949,0.649255053789205,0.933,0.902,1,"ATP6AP1","NS"
"SELENBP1",0.0114676125811287,0.80281082744681,0.933,0.974,1,"SELENBP1","NS"
"DCTN2",0.0115081256111542,0.751742645204289,0.333,0.582,1,"DCTN2","NS"
"ABI1",0.0116438700711031,0.2837344160234,0.2,0.557,1,"ABI1","NS"
"GCAT",0.0117075191799297,0.581772236369929,0.333,0.5,1,"GCAT","NS"
"GADD45B",0.0117752422678631,0.975600446838444,1,0.943,1,"GADD45B","NS"
"AQP5",0.0118771919621817,0.544292399307033,0.733,0.799,1,"AQP5","NS"
"ARL5A",0.0119490050719175,0.432471608509404,0.467,0.613,1,"ARL5A","NS"
"PLEKHA3",0.012003459054694,0.379713863636127,0.2,0.536,1,"PLEKHA3","NS"
"PDLIM2",0.0121109390479133,0.469717825764745,0.733,0.562,1,"PDLIM2","NS"
"PODXL2",0.0121524782112049,0.367464742642235,0.333,0.593,1,"PODXL2","NS"
"OSR2",0.0122851000045099,0.624544827767681,0.267,0.639,1,"OSR2","NS"
"SRP9",0.0124003740023762,0.678280357758839,0.8,0.907,1,"SRP9","NS"
"PSMD13",0.0124583523270688,0.580331267441115,0.867,0.742,1,"PSMD13","NS"
"EEF2",0.0126349673637467,0.418279533190414,1,0.959,1,"EEF2","NS"
"APOOL",0.0126381317024463,0.565385123508671,0.267,0.531,1,"APOOL","NS"
"SDPR",0.012971598206487,0.750259633421044,0.267,0.619,1,"SDPR","NS"
"DUSP14",0.0130680895588444,0.583513323981672,0.267,0.464,1,"DUSP14","NS"
"AASS",0.0130725083381225,0.53627902140293,0.533,0.737,1,"AASS","NS"
"ASS1",0.0133559361039908,0.704343721858515,0.733,0.902,1,"ASS1","NS"
"PNPLA2",0.0133951680641367,0.59890290218492,0.8,0.845,1,"PNPLA2","NS"
"NAGK",0.0134378705968595,0.511455292699537,0.267,0.603,1,"NAGK","NS"
"GSTK1",0.0135242513044812,0.390160757076924,0.867,0.825,1,"GSTK1","NS"
"GLCCI1",0.0135476423529178,0.331313219848335,0.6,0.902,1,"GLCCI1","NS"
"RBM42",0.0138923344035955,0.37740359499609,0.8,0.768,1,"RBM42","NS"
"BEX4",0.0140961910378302,0.388616874513781,0.6,0.515,1,"BEX4","NS"
"CDC37",0.0142118749408485,0.574019311939678,0.8,0.789,1,"CDC37","NS"
"PRRC1",0.0142273487598696,0.552819261042899,0.6,0.691,1,"PRRC1","NS"
"TMEM9",0.014300175623429,0.492313313371207,0.933,0.845,1,"TMEM9","NS"
"ARL4D",0.0144721628617964,0.82045238424304,0.6,0.675,1,"ARL4D","NS"
"ZNF394",0.0145644586645417,0.304708332214623,0.133,0.5,1,"ZNF394","NS"
"ELOVL1",0.0146266054264035,0.374206149692217,0.933,0.778,1,"ELOVL1","NS"
"PRKAR1A",0.0147011081867557,0.464566943397503,0.467,0.784,1,"PRKAR1A","NS"
"XAF1",0.0147039446552817,0.830681138258969,0.533,0.83,1,"XAF1","NS"
"MAT2B",0.0147456075015777,0.27882658383843,0.267,0.603,1,"MAT2B","NS"
"PBXIP1",0.0148398799338164,0.617412061739778,0.8,0.778,1,"PBXIP1","NS"
"SCYL2",0.0148811080963523,0.262232244785621,0.133,0.474,1,"SCYL2","NS"
"RIPK1",0.0149148331716613,0.407294836254273,0.533,0.608,1,"RIPK1","NS"
"TNS1",0.0149166101855001,0.520886649422583,0.733,0.948,1,"TNS1","NS"
"MIIP",0.0149226741563276,0.575974478989356,0.333,0.577,1,"MIIP","NS"
"NECAB3",0.0149271405464345,0.661167705716443,0.667,0.851,1,"NECAB3","NS"
"MBOAT1",0.0149905019358026,0.619753657978879,0.8,0.747,1,"MBOAT1","NS"
"KLHDC3",0.0150918885176275,0.365584460960381,0.6,0.588,1,"KLHDC3","NS"
"USP18",0.0151979871620635,0.405436495565736,0.133,0.433,1,"USP18","NS"
"MORF4L1",0.0152284103496228,0.556616654772888,0.933,0.923,1,"MORF4L1","NS"
"TMEM140",0.015259169115321,0.347317540690209,0,0.206,1,"TMEM140","NS"
"CMBL",0.0153492531724575,0.355539372665794,0.8,0.649,1,"CMBL","NS"
"ARL2BP",0.0155797224580912,0.51425788342733,0.4,0.655,1,"ARL2BP","NS"
"FAM32A",0.0157367996351803,0.343881954386937,0.933,0.706,1,"FAM32A","NS"
"DDIT4",0.0157446198189117,0.286584256744688,0.667,0.376,1,"DDIT4","NS"
"YIPF3",0.0158495571588589,0.54523581847403,0.933,0.897,1,"YIPF3","NS"
"GATA6",0.0159103606958938,0.653959613516766,0.8,0.887,1,"GATA6","NS"
"POLH",0.0159498384895242,0.519492031134607,0.267,0.567,1,"POLH","NS"
"ADI1",0.0160031394461961,0.456450774942484,1,0.881,1,"ADI1","NS"
"FXR1",0.0163863368236091,0.547182880434396,0.6,0.773,1,"FXR1","NS"
"ABHD3",0.0163938153246976,0.350000169351895,0.533,0.567,1,"ABHD3","NS"
"UBE2J2",0.0164109601315968,0.300039267251259,0.8,0.624,1,"UBE2J2","NS"
"MTCH1",0.0165568686555379,0.375189117429677,1,0.902,1,"MTCH1","NS"
"CCDC186",0.0168754225187355,0.360974462983077,0.333,0.701,1,"CCDC186","NS"
"APOE",0.0168858282520762,0.282335746729126,0,0.201,1,"APOE","NS"
"CXCL14",0.0168904643358218,1.41036805758681,0.133,0.402,1,"CXCL14","NS"
"ALG12",0.0171422046777419,0.542331090030991,0.2,0.531,1,"ALG12","NS"
"FAM174A",0.0172163594611243,0.43361614399987,0.4,0.247,1,"FAM174A","NS"
"ATP6V1C2",0.0172536002061164,0.439481284827719,0.333,0.541,1,"ATP6V1C2","NS"
"NUBP2",0.0174551474619706,0.79141456177961,0.667,0.763,1,"NUBP2","NS"
"PHACTR1",0.0175385342663019,0.294491171598797,0.067,0.381,1,"PHACTR1","NS"
"LAMA3",0.01787878704134,0.762980414885481,0.4,0.686,1,"LAMA3","NS"
"SRSF11",0.0180606254816317,0.456214961576797,1,0.979,1,"SRSF11","NS"
"ADAM10",0.0180765949290242,0.375491367434604,0.4,0.66,1,"ADAM10","NS"
"GABARAP",0.0180795150603078,0.598373945091821,0.867,0.907,1,"GABARAP","NS"
"ZFAND2B",0.018126615964434,0.37760420205998,0.267,0.639,1,"ZFAND2B","NS"
