"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene","sig"
"AASDHPPT",2.32247932934912e-36,0.353184770260726,0.436,0.7,6.15108650378116e-32,0.34375,12,0.605226960110041,11,"AASDHPPT","p_val_adj<0.05"
"QRICH1",1.50454662330476e-37,0.353172710999542,0.441,0.657,3.98479173182267e-33,0.309050772626932,10,0.644948755490483,11,"QRICH1","p_val_adj<0.05"
"U2SURP",2.49199536501443e-48,0.352850049737898,0.605,0.88,6.60004972424071e-44,0.326892109500805,12,0.486870897155361,11,"U2SURP","p_val_adj<0.05"
"COG4",2.15599143520408e-39,0.352836494324321,0.35,0.609,5.71014331613801e-35,0.328690807799443,11,0.607424960505529,10,"COG4","p_val_adj<0.05"
"ZHX1",8.2173373813554e-22,0.352823518890443,0.218,0.407,2.17636180545198e-17,0.299107142857143,10,0.434988179669031,10,"ZHX1","p_val_adj<0.05"
"METTL5",2.81743193666778e-48,0.352758264996306,0.561,0.859,7.46196848426461e-44,0.329861111111111,10,0.532511210762332,10,"METTL5","p_val_adj<0.05"
"PLEKHA4",3.70419599173633e-12,0.352752844123047,0.153,0.262,9.81056308411368e-08,0.554140127388535,7,0.841911764705882,9,"PLEKHA4","p_val_adj<0.05"
"SEC24B",3.67160823847596e-37,0.352624429771976,0.29,0.565,9.72425441960359e-33,0.308724832214765,11,0.576660988074957,9,"SEC24B","p_val_adj<0.05"
"RPN2",1.36454640040234e-38,0.352390511631993,0.901,0.944,3.6140011414656e-34,0.343783783783784,11,0.490056093829679,11,"RPN2","p_val_adj<0.05"
"ZNF93",1.17722640465521e-20,0.35211817748722,0.068,0.199,3.11788413272931e-16,0.542857142857143,6,0.884057971014493,8,"ZNF93","p_val_adj<0.05"
"UQCRC1",1.808529563768e-54,0.351901015607985,0.786,0.925,4.78989054963955e-50,0.327137546468401,11,0.499219968798752,10,"UQCRC1","p_val_adj<0.05"
"SCAMP3",6.46439947887775e-61,0.351767033921882,0.589,0.853,1.71209620198077e-56,0.345454545454545,11,0.540891144952059,11,"SCAMP3","p_val_adj<0.05"
"EFCAB14",4.50960058329911e-34,0.351725615435636,0.619,0.791,1.19436771448677e-29,0.311320754716981,11,0.572124163116251,11,"EFCAB14","p_val_adj<0.05"
"PUF60",1.99881724751245e-46,0.351452317631763,0.682,0.922,5.29386748003674e-42,0.351428571428571,11,0.497912317327766,10,"PUF60","p_val_adj<0.05"
"ADGRG6",7.50295547802648e-29,0.351194445393462,0.141,0.337,1.98715775835531e-24,0.482758620689655,8,0.87,8,"ADGRG6","p_val_adj<0.05"
"ZW10",7.65576134526289e-34,0.351156046117268,0.13,0.341,2.02762839229288e-29,0.365671641791045,8,0.717514124293785,9,"ZW10","p_val_adj<0.05"
"PARD6B",1.66436949104243e-27,0.351071219664454,0.801,0.938,4.40808259702588e-23,0.318347509113001,11,0.488717948717949,11,"PARD6B","p_val_adj<0.05"
"FUCA2",1.92562483032225e-33,0.350829313240046,0.526,0.752,5.10001736310849e-29,0.375925925925926,10,0.601152368758003,10,"FUCA2","p_val_adj<0.05"
"DEF8",1.5976579516503e-53,0.350774143934248,0.321,0.66,4.23139708494583e-49,0.275757575757576,10,0.574344023323615,10,"DEF8","p_val_adj<0.05"
"N4BP1",6.64001221413352e-59,0.35073620769117,0.348,0.695,1.75860723491326e-54,0.313725490196078,10,0.542560553633218,10,"N4BP1","p_val_adj<0.05"
"PPP2R2D",2.02085561402013e-49,0.350150354717891,0.317,0.627,5.35223609373232e-45,0.352760736196319,10,0.536866359447005,10,"PPP2R2D","p_val_adj<0.05"
"MRPS27",4.8709819421317e-36,0.349505292043388,0.301,0.543,1.29007956737358e-31,0.388349514563107,10,0.62356067316209,10,"MRPS27","p_val_adj<0.05"
"CANX",9.24730338262275e-34,0.348979105769658,0.921,0.961,2.44914830088764e-29,0.349894291754757,11,0.481963927855711,11,"CANX","p_val_adj<0.05"
"NDUFV2",4.56332897588433e-44,0.348910265933903,0.77,0.917,1.20859767926296e-39,0.348925410872314,11,0.503672612801679,11,"NDUFV2","p_val_adj<0.05"
"CSRP2",0.207054297131014,0.348849243214197,0.219,0.232,1,0.346666666666667,10,0.726708074534162,10,"CSRP2","NS"
"RMDN1",2.22841987740528e-43,0.348752786204658,0.35,0.65,5.90197004530789e-39,0.348189415041783,11,0.566247224278312,10,"RMDN1","p_val_adj<0.05"
"TBC1D13",1.33604081826582e-36,0.348536793681839,0.147,0.373,3.53850410717702e-32,0.390728476821192,9,0.742268041237113,10,"TBC1D13","p_val_adj<0.05"
"TUBA4A",0.0167017711595163,0.348143922481315,0.631,0.626,1,0.308641975308642,11,0.393076923076923,10,"TUBA4A","NS"
"RNF146",1.32994475224382e-42,0.348043316389371,0.212,0.48,3.52235867631776e-38,0.412844036697248,9,0.776553106212425,10,"RNF146","p_val_adj<0.05"
"GNG12",1.93367629558001e-52,0.347869728887454,0.509,0.817,5.12134166884365e-48,0.346080305927342,10,0.552150854449028,10,"GNG12","p_val_adj<0.05"
"APEH",1.90095941484405e-28,0.347723202099651,0.553,0.734,5.03469101021446e-24,0.313380281690141,10,0.612057667103539,11,"APEH","p_val_adj<0.05"
"SEC61G",1.1875476608749e-44,0.347405067960501,0.851,0.969,3.14521997982716e-40,0.342105263157895,12,0.477893691008445,11,"SEC61G","p_val_adj<0.05"
"TROVE2",8.66465700193864e-41,0.347330594722243,0.598,0.815,2.29483440696345e-36,0.333876221498371,12,0.558771411695216,11,"TROVE2","p_val_adj<0.05"
"NDUFS4",8.56309953769437e-45,0.347043512840095,0.647,0.902,2.26793691255836e-40,0.356927710843373,11,0.5072,10,"NDUFS4","p_val_adj<0.05"
"MRPL14",7.77815235736658e-57,0.346993790030147,0.737,0.96,2.06004365184854e-52,0.30779392338177,12,0.479438314944835,11,"MRPL14","p_val_adj<0.05"
"UBE2V1",6.89052574034883e-46,0.346844023673492,0.641,0.901,1.82495574233139e-41,0.303951367781155,11,0.503205128205128,11,"UBE2V1","p_val_adj<0.05"
"VTI1A",6.07393992271892e-25,0.346727834167563,0.147,0.331,1.60868298853211e-20,0.298013245033113,10,0.583697234352256,11,"VTI1A","p_val_adj<0.05"
"FA2H",3.21411835412054e-23,0.34668507427843,0.336,0.516,8.51259246088826e-19,0.446376811594203,8,0.87138863000932,9,"FA2H","p_val_adj<0.05"
"MGC27345",5.94404587876252e-25,0.346579989950457,0.134,0.308,1.57428055099025e-20,0.326086956521739,11,0.683881064162754,10,"MGC27345","p_val_adj<0.05"
"TRMT5",1.38003373004186e-12,0.346516182004474,0.19,0.309,3.65501933401586e-08,0.384615384615385,8,0.478193146417445,10,"TRMT5","p_val_adj<0.05"
"ARNT",7.78115202662605e-43,0.346355360697787,0.255,0.537,2.06083811425191e-38,0.290076335877863,10,0.682511210762332,10,"ARNT","p_val_adj<0.05"
"GSPT1",2.86886881910581e-50,0.346068306106869,0.72,0.937,7.59819906740174e-46,0.292286874154263,12,0.491525423728814,11,"GSPT1","p_val_adj<0.05"
"RFC5",7.37186037207044e-13,0.346012888423573,0.117,0.229,1.95243721954286e-08,0.341666666666667,9,0.449579831932773,10,"RFC5","p_val_adj<0.05"
"CCDC90B",1.32179640071722e-76,0.345683860253764,0.453,0.769,3.50077776729956e-72,0.445161290322581,9,0.592986850344396,11,"CCDC90B","p_val_adj<0.05"
"SKIV2L2",8.41896926352954e-47,0.345618735538315,0.361,0.649,2.2297640094458e-42,0.363881401617251,8,0.650111193476649,11,"SKIV2L2","p_val_adj<0.05"
"IDE",5.65748582365587e-33,0.345100208184381,0.252,0.487,1.49838512039526e-28,0.312741312741313,9,0.659427443237907,9,"IDE","p_val_adj<0.05"
"GTPBP8",7.69690668748156e-29,0.34490960979717,0.162,0.372,2.03852573617949e-24,0.463855421686747,9,0.487080103359173,10,"GTPBP8","p_val_adj<0.05"
"ZCCHC10",4.16531947999689e-57,0.344713501131301,0.417,0.744,1.10318486427718e-52,0.322429906542056,9,0.582147477360931,10,"ZCCHC10","p_val_adj<0.05"
"RPS13",2.98168412647586e-56,0.344683339276348,0.965,0.998,7.8969904089713e-52,0.354187689202825,12,0.465508924264351,11,"RPS13","p_val_adj<0.05"
"ZNF667-AS1",1.04714892114429e-27,0.344575572435907,0.047,0.197,2.77337391765064e-23,0.625,8,0.902439024390244,7,"ZNF667-AS1","p_val_adj<0.05"
"SUMO1",2.4757869394184e-49,0.344314773104357,0.786,0.956,6.55712170904964e-45,0.318463444857497,12,0.482880161127895,11,"SUMO1","p_val_adj<0.05"
"PDCD2",4.75000403053859e-44,0.344115704013838,0.422,0.694,1.25803856748815e-39,0.367205542725173,10,0.653952843273232,10,"PDCD2","p_val_adj<0.05"
"NAE1",8.27400640878011e-46,0.344026370080836,0.409,0.728,2.19137059736541e-41,0.330952380952381,10,0.538003965631196,11,"NAE1","p_val_adj<0.05"
"CALR",3.96595325854545e-40,0.343912595763612,0.946,0.987,1.05038272052576e-35,0.343621399176955,12,0.469756097560976,11,"CALR","p_val_adj<0.05"
"PCBP4",5.43870343026414e-58,0.343781275763298,0.106,0.403,1.44044060350546e-53,0.422018348623853,9,0.831742243436754,10,"PCBP4","p_val_adj<0.05"
"STAMBP",1.77056636862726e-56,0.343769524358729,0.426,0.759,4.68934502730929e-52,0.344748858447489,11,0.564005069708492,11,"STAMBP","p_val_adj<0.05"
"IDH3A",1.2881424779813e-37,0.343716665054245,0.372,0.632,3.41164535293348e-33,0.371727748691099,10,0.562404870624049,11,"IDH3A","p_val_adj<0.05"
"CLIP1",4.70299505541908e-38,0.343568007937537,0.69,0.886,1.24558824042774e-33,0.346967559943583,10,0.49728555917481,10,"CLIP1","p_val_adj<0.05"
"WDR91",9.23854437006502e-30,0.34356612869247,0.19,0.406,2.44682847641172e-25,0.38974358974359,9,0.494075829383886,11,"WDR91","p_val_adj<0.05"
"TRIM44",5.72611587400002e-47,0.343229208894472,0.566,0.815,1.51656178922891e-42,0.32013769363167,12,0.552864737152983,10,"TRIM44","p_val_adj<0.05"
"KRAS",1.37642396146192e-45,0.343133722444914,0.578,0.826,3.6454588619319e-41,0.368686868686869,11,0.553290623179965,11,"KRAS","p_val_adj<0.05"
"FNTA",4.04410665666197e-54,0.342619178972158,0.496,0.842,1.07108164801692e-49,0.347740667976424,9,0.52715837621498,11,"FNTA","p_val_adj<0.05"
"CACYBP",5.0466501857341e-29,0.342391804033279,0.774,0.942,1.33660530169168e-24,0.328301886792453,11,0.490296220633299,11,"CACYBP","p_val_adj<0.05"
"NBPF14",1.13398371827445e-46,0.342295489018491,0.296,0.585,3.00335587784988e-42,0.490131578947368,9,0.659539473684211,11,"NBPF14","p_val_adj<0.05"
"TUBB3",2.36292613890061e-22,0.342264536672671,0.287,0.504,6.25820987887827e-18,0.379661016949153,8,0.546322827125119,9,"TUBB3","p_val_adj<0.05"
"AIP",2.13398148329841e-50,0.342227655693586,0.459,0.774,5.65184995851583e-46,0.363057324840764,10,0.5680546923555,11,"AIP","p_val_adj<0.05"
"PROSER2",3.56679515767951e-54,0.342103012183397,0.193,0.521,9.44665697511418e-50,0.414141414141414,7,0.631238447319778,8,"PROSER2","p_val_adj<0.05"
"LAMA3",3.85122082603454e-49,0.342054750174107,0.196,0.502,1.01999583577525e-44,0.567164179104478,10,0.692528735632184,8,"LAMA3","p_val_adj<0.05"
"PLTP",2.98607629377444e-84,0.341859301194662,0.356,0.796,7.90862306406161e-80,0.581967213114754,10,0.528700906344411,9,"PLTP","p_val_adj<0.05"
"FGD6",8.47486758991527e-63,0.341855339468382,0.315,0.663,2.24456868118906e-58,0.410493827160494,10,0.638344226579521,9,"FGD6","p_val_adj<0.05"
"NDUFB10",2.65738742353855e-43,0.34177522387704,0.832,0.963,7.03809059124185e-39,0.320843091334895,12,0.480759620189905,11,"NDUFB10","p_val_adj<0.05"
"GRB2",2.55436585691073e-43,0.341609928765611,0.752,0.932,6.76523797202806e-39,0.344559585492228,11,0.493285123966942,11,"GRB2","p_val_adj<0.05"
"CDC123",5.11572032500715e-40,0.341526591050406,0.532,0.831,1.35489852807814e-35,0.320512820512821,11,0.530706836616454,10,"CDC123","p_val_adj<0.05"
"DPAGT1",1.19014622224829e-35,0.341340239719467,0.49,0.738,3.15210226962461e-31,0.363817097415507,9,0.608213820078227,11,"DPAGT1","p_val_adj<0.05"
"LCOR",9.75110013556825e-33,0.340906666637154,0.326,0.564,2.58257887090525e-28,0.373134328358209,10,0.579351535836177,10,"LCOR","p_val_adj<0.05"
"MTX1",1.228538554453e-53,0.340599741438379,0.501,0.802,3.25378436146876e-49,0.337864077669903,11,0.569886022795441,10,"MTX1","p_val_adj<0.05"
"TBC1D1",3.81686696363268e-48,0.340469106412195,0.222,0.517,1.01089721531812e-43,0.578947368421053,10,0.757209302325581,9,"TBC1D1","p_val_adj<0.05"
"CLN5",2.33119444303667e-25,0.34040122904979,0.312,0.534,6.17416848238262e-21,0.415625,7,0.752028854824166,11,"CLN5","p_val_adj<0.05"
"C17orf75",3.61304074559145e-26,0.340293919684596,0.306,0.519,9.56913841469897e-22,0.417197452229299,10,0.62987012987013,9,"C17orf75","p_val_adj<0.05"
"DAXX",1.36919539085251e-42,0.339972985095789,0.364,0.648,3.62631399267286e-38,0.323529411764706,11,0.599109131403118,10,"DAXX","p_val_adj<0.05"
"EIF4G1",1.50443042467137e-41,0.339709904313637,0.72,0.934,3.98448397974213e-37,0.320703653585927,12,0.488408037094281,11,"EIF4G1","p_val_adj<0.05"
"FAM83D",3.40890639698255e-19,0.339674441822155,0.069,0.197,9.02848859240828e-15,0.52112676056338,7,0.662591687041565,9,"FAM83D","p_val_adj<0.05"
"C1orf109",4.59707036787594e-26,0.339482844528193,0.161,0.349,1.21753408693194e-21,0.333333333333333,9,0.601379310344828,11,"C1orf109","p_val_adj<0.05"
"BANK1",1.28285743974843e-34,0.339347012640277,0.077,0.272,3.39764792917372e-30,0.582278481012658,7,0.851590106007067,9,"BANK1","p_val_adj<0.05"
"ITCH",7.43094529946475e-58,0.339329963916915,0.485,0.812,1.96808586256324e-53,0.355421686746988,11,0.539099526066351,10,"ITCH","p_val_adj<0.05"
"ATP6V1B2",3.677296192753e-33,0.339104478116484,0.279,0.506,9.73931896650631e-29,0.337979094076655,9,0.654614652711703,10,"ATP6V1B2","p_val_adj<0.05"
"SNX24",2.45841894375866e-40,0.338974487039019,0.293,0.57,6.5111225725448e-36,0.3421926910299,9,0.652320675105485,11,"SNX24","p_val_adj<0.05"
"ATAD2B",1.48550963004324e-18,0.338848651510371,0.205,0.365,3.93437225516953e-14,0.317535545023697,9,0.525065963060686,10,"ATAD2B","p_val_adj<0.05"
"PPIP5K2",1.08004036363217e-45,0.338826116113552,0.301,0.6,2.8604869030798e-41,0.411003236245955,10,0.659182036888532,11,"PPIP5K2","p_val_adj<0.05"
"ACSL3",1.06878174998405e-31,0.338603455441465,0.573,0.799,2.83066846483275e-27,0.343537414965986,11,0.537627934978928,11,"ACSL3","p_val_adj<0.05"
"ALG2",5.80861291165892e-37,0.338338889769837,0.425,0.679,1.53841112965286e-32,0.318807339449541,10,0.613040396881644,11,"ALG2","p_val_adj<0.05"
"RBM23",4.81730537677506e-29,0.338025439769268,0.535,0.714,1.27586332903888e-24,0.335154826958106,11,0.585974376264329,10,"RBM23","p_val_adj<0.05"
"MX1",1.62212138301124e-42,0.33790949811208,0.592,0.861,4.29618848290527e-38,0.332236842105263,11,0.494130799329234,10,"MX1","p_val_adj<0.05"
"VCL",2.10364706275409e-52,0.337630664902408,0.456,0.8,5.5715092457042e-48,0.391025641025641,11,0.512928442573662,11,"VCL","p_val_adj<0.05"
"HIGD1A",2.17919034988378e-27,0.337389214561044,0.663,0.858,5.77158564166719e-23,0.362701908957416,12,0.5350532809871,11,"HIGD1A","p_val_adj<0.05"
"SMARCA5",1.23977982879337e-40,0.337268488222223,0.587,0.798,3.28355687655925e-36,0.30514096185738,11,0.559107358262967,11,"SMARCA5","p_val_adj<0.05"
"ECHDC3",5.58648162826997e-22,0.337039295434725,0.132,0.307,1.4795796592473e-17,0.632352941176471,6,0.445839874411303,9,"ECHDC3","p_val_adj<0.05"
"KLHDC4",1.65184951540318e-32,0.337011453338516,0.209,0.435,4.37492344154533e-28,0.348837209302326,10,0.637873754152824,9,"KLHDC4","p_val_adj<0.05"
"LAS1L",1.57557511681942e-45,0.335814519980644,0.315,0.62,4.17291069689623e-41,0.34984520123839,9,0.635093167701863,10,"LAS1L","p_val_adj<0.05"
"AP1AR",2.14616418974603e-52,0.335703893612837,0.194,0.51,5.68411585654237e-48,0.422110552763819,8,0.661000944287063,10,"AP1AR","p_val_adj<0.05"
"MPG",1.11599211645398e-28,0.335397364724181,0.565,0.828,2.95570512042836e-24,0.336206896551724,11,0.547674418604651,11,"MPG","p_val_adj<0.05"
"PSTPIP2",2.20958588602107e-12,0.335093320193069,0.112,0.215,5.85208821912681e-08,0.539130434782609,9,0.632286995515695,8,"PSTPIP2","p_val_adj<0.05"
"B3GALNT1",4.42476801215394e-32,0.335016983887341,0.093,0.286,1.17189980801897e-27,0.505263157894737,7,0.704201680672269,9,"B3GALNT1","p_val_adj<0.05"
"XRCC4",6.0798739958157e-25,0.334933402996182,0.225,0.419,1.61025462779179e-20,0.350649350649351,10,0.638346727898967,10,"XRCC4","p_val_adj<0.05"
"SETD9",3.79590223630209e-37,0.334691410411081,0.185,0.441,1.00534470728461e-32,0.284210526315789,7,0.735807860262009,8,"SETD9","p_val_adj<0.05"
"S100A11",5.61113155041508e-68,0.334405149567122,0.972,0.994,1.48610819112743e-63,0.351703406813627,12,0.467086156824782,11,"S100A11","p_val_adj<0.05"
"SERINC1",1.68544801818623e-30,0.333760941153735,0.62,0.791,4.46390907616624e-26,0.379905808477237,11,0.579427875836884,11,"SERINC1","p_val_adj<0.05"
"YTHDF2",5.58051766281412e-57,0.333748596229607,0.679,0.919,1.47800010299632e-52,0.308464849354376,11,0.496595075955998,11,"YTHDF2","p_val_adj<0.05"
"RALGPS2",1.00304003742855e-44,0.333716384204924,0.212,0.482,2.65655153912952e-40,0.408256880733945,9,0.661676646706587,9,"RALGPS2","p_val_adj<0.05"
"JMJD4",9.21648079903148e-55,0.333248656121148,0.224,0.559,2.44098493962349e-50,0.330434782608696,10,0.673838209982788,10,"JMJD4","p_val_adj<0.05"
"ARV1",8.53420217669087e-34,0.333244048715806,0.35,0.597,2.26028344649658e-29,0.33983286908078,10,0.713940370668815,11,"ARV1","p_val_adj<0.05"
"DUSP7",1.70543167209181e-08,0.33306903880042,0.192,0.289,0.000451683578353515,0.49238578680203,8,0.622296173044925,10,"DUSP7","p_val_adj<0.05"
"BBX",8.02618392701949e-41,0.332508199727242,0.463,0.758,2.12573481307111e-36,0.376050420168067,10,0.547936507936508,11,"BBX","p_val_adj<0.05"
"ME1",9.62806577623131e-08,0.332485544906866,0.281,0.373,0.00254999322083486,0.401384083044983,9,0.529032258064516,9,"ME1","p_val_adj<0.05"
"NDUFS3",8.22235228037999e-45,0.332420437260517,0.608,0.881,2.17769000145864e-40,0.379807692307692,11,0.519388312397597,11,"NDUFS3","p_val_adj<0.05"
"RWDD4",2.56347403639295e-46,0.33237021733933,0.365,0.685,6.78936098538674e-42,0.36,9,0.607870695713282,10,"RWDD4","p_val_adj<0.05"
"SEPT10",8.79311444061536e-46,0.332055423208586,0.337,0.64,2.32885635959698e-41,0.404624277456647,9,0.569172932330827,9,"SEPT10","p_val_adj<0.05"
"HNRNPC",1.28581365461503e-42,0.332021141811093,0.9,0.987,3.40547746424791e-38,0.326839826839827,12,0.467576791808874,11,"HNRNPC","p_val_adj<0.05"
"IRF1",4.12835870027488e-13,0.332008229615625,0.804,0.903,1.0933958017678e-08,0.330508474576271,11,0.510127931769723,10,"IRF1","p_val_adj<0.05"
"GUSB",2.17196491289208e-22,0.331968106174603,0.664,0.779,5.75244907179468e-18,0.381231671554252,10,0.591105620753552,11,"GUSB","p_val_adj<0.05"
"BECN1",1.69974905373743e-36,0.331749353097655,0.558,0.769,4.50178536882357e-32,0.331588132635253,10,0.58985597996243,11,"BECN1","p_val_adj<0.05"
"PSMA3",3.14958966521069e-37,0.331697373821116,0.861,0.966,8.34168822831052e-33,0.341628959276018,12,0.476593625498008,11,"PSMA3","p_val_adj<0.05"
"ARHGEF5",3.82287069080638e-92,0.331682539023004,0.375,0.798,1.01248730246007e-87,0.319480519480519,9,0.515078407720145,11,"ARHGEF5","p_val_adj<0.05"
"TCEAL8",3.24471674745075e-52,0.331546068852092,0.486,0.791,8.59363230562331e-48,0.352705410821643,12,0.567518248175182,11,"TCEAL8","p_val_adj<0.05"
"H2AFY",2.39577884462623e-50,0.331283967453968,0.831,0.946,6.34522026999258e-46,0.329425556858148,12,0.488549618320611,10,"H2AFY","p_val_adj<0.05"
"CNNM1",6.55747261423427e-29,0.331127990095556,0.044,0.196,1.73674662187995e-24,0.488888888888889,8,0.855036855036855,8,"CNNM1","p_val_adj<0.05"
"KIAA0391",9.03987198638424e-38,0.331111470513422,0.244,0.493,2.39421009559387e-33,0.394422310756972,9,0.712890625,10,"KIAA0391","p_val_adj<0.05"
"NUP85",1.5444693684715e-48,0.331072698927605,0.298,0.6,4.09052712239676e-44,0.444444444444444,10,0.598235765838011,10,"NUP85","p_val_adj<0.05"
"MR1",1.61189724756458e-24,0.33098170075424,0.304,0.503,4.26910986017478e-20,0.342948717948718,10,0.486615678776291,8,"MR1","p_val_adj<0.05"
"MAK16",5.42698751710692e-33,0.330974265770265,0.168,0.395,1.43733764390577e-28,0.289017341040462,11,0.634146341463415,10,"MAK16","p_val_adj<0.05"
"NSMCE1",2.25518593844972e-39,0.330824772344093,0.57,0.825,5.97285995798409e-35,0.393162393162393,11,0.550758459743291,11,"NSMCE1","p_val_adj<0.05"
"BSPRY",4.70226227443911e-32,0.330584478472015,0.37,0.653,1.2453941633852e-27,0.321052631578947,10,0.629793510324484,10,"BSPRY","p_val_adj<0.05"
"RBM45",1.1213804891987e-21,0.330449269352503,0.119,0.277,2.96997622564276e-17,0.385245901639344,7,0.716521739130435,9,"RBM45","p_val_adj<0.05"
"AP1S3",2.99084892140009e-44,0.33042390946298,0.296,0.587,7.92126336832814e-40,0.355263157894737,11,0.513114754098361,10,"AP1S3","p_val_adj<0.05"
"KCTD5",3.18070067110009e-50,0.330097436155645,0.308,0.618,8.4240857274086e-46,0.395569620253165,11,0.592217898832685,10,"KCTD5","p_val_adj<0.05"
"DCUN1D5",1.13951672975803e-42,0.32992952523887,0.421,0.757,3.01801005876415e-38,0.340277777777778,11,0.494596312778131,10,"DCUN1D5","p_val_adj<0.05"
"ANKRD49",6.97321855518245e-48,0.329578447263094,0.156,0.429,1.84685693434007e-43,0.5375,10,0.662556053811659,10,"ANKRD49","p_val_adj<0.05"
"PTCD2",1.45926692751287e-12,0.329381133278121,0.047,0.129,3.86486845751784e-08,0.354166666666667,6,0.520446096654275,11,"PTCD2","p_val_adj<0.05"
"SUCLG1",8.18860916175192e-37,0.329340068354487,0.568,0.838,2.16875313649e-32,0.313893653516295,11,0.521239954075775,11,"SUCLG1","p_val_adj<0.05"
"PIGA",7.4411287409972e-18,0.329273423257393,0.321,0.487,1.97078294705311e-13,0.418181818181818,10,0.765810276679842,10,"PIGA","p_val_adj<0.05"
"GADD45A",4.28508650933218e-06,0.329194342126048,0.715,0.664,0.113490516199663,0.405994550408719,10,0.444525018129079,11,"GADD45A","NS"
"ARRB1",4.40450029020298e-34,0.329146458670331,0.308,0.547,1.16653190186026e-29,0.386075949367089,10,0.786279683377309,10,"ARRB1","p_val_adj<0.05"
"HDAC1",8.64989681273821e-41,0.328963410851603,0.578,0.844,2.29092517085372e-36,0.348484848484849,9,0.507411630558723,11,"HDAC1","p_val_adj<0.05"
"ABCF2",1.01231853961788e-41,0.32895199109264,0.324,0.612,2.68112565217795e-37,0.333333333333333,9,0.583333333333333,11,"ABCF2","p_val_adj<0.05"
"RAD51",1.15786700627391e-05,0.328342478573582,0.087,0.141,0.306661076611645,0.426966292134831,7,0.442176870748299,8,"RAD51","NS"
"SCFD2",1.43641388472657e-13,0.328226149334331,0.132,0.25,3.80434217369831e-09,0.352941176470588,12,0.444230769230769,10,"SCFD2","p_val_adj<0.05"
"NOXO1",2.37768685415015e-24,0.328064005193368,0.03,0.154,6.29730363321668e-20,0.451612903225806,5,0.824451410658307,9,"NOXO1","p_val_adj<0.05"
"DNAJC19",3.30327497181076e-55,0.327327963298014,0.545,0.872,8.74872376284079e-51,0.292857142857143,10,0.518211920529801,10,"DNAJC19","p_val_adj<0.05"
"C11orf57",9.66948707736696e-45,0.326793441191546,0.327,0.615,2.56096365244064e-40,0.366071428571429,9,0.598591549295775,10,"C11orf57","p_val_adj<0.05"
"PAK1IP1",1.56812676347442e-23,0.326673817402295,0.337,0.541,4.153183733062e-19,0.30635838150289,11,0.444839857651246,11,"PAK1IP1","p_val_adj<0.05"
"PTK2",1.03738124270082e-49,0.326658965932308,0.491,0.797,2.74750422129313e-45,0.329365079365079,11,0.545893719806763,11,"PTK2","p_val_adj<0.05"
"ANP32B",2.6654541233528e-31,0.326508034673731,0.679,0.931,7.05945524569989e-27,0.298421807747489,11,0.489658738366081,11,"ANP32B","p_val_adj<0.05"
"LOXL2",2.69774959771278e-12,0.326199424090861,0.078,0.172,7.14498980954229e-08,0.3875,7,0.698324022346369,9,"LOXL2","p_val_adj<0.05"
"BCL7B",1.56617470529733e-48,0.326154205940297,0.503,0.811,4.14801370697997e-44,0.323017408123791,10,0.555160142348754,11,"BCL7B","p_val_adj<0.05"
"NUP50-AS1",3.52028333633429e-50,0.324912030246251,0.177,0.487,9.32347041628136e-46,0.697802197802198,9,0.756676557863502,10,"NUP50-AS1","p_val_adj<0.05"
"MTHFD1",1.4049197187766e-36,0.324876226196434,0.345,0.599,3.72092987517983e-32,0.415254237288136,10,0.629718875502008,11,"MTHFD1","p_val_adj<0.05"
"STEAP1",5.40437740706787e-42,0.324649571930038,0.34,0.661,1.43134935626192e-37,0.627507163323782,9,0.613255644573926,9,"STEAP1","p_val_adj<0.05"
"SGMS1-AS1",3.23071672779253e-09,0.324375931107947,0.108,0.191,8.55655325355851e-05,0.423423423423423,6,0.838790931989924,9,"SGMS1-AS1","p_val_adj<0.05"
"TMEM189",3.68271216378378e-43,0.324294407411297,0.389,0.706,9.75366316578133e-39,0.315789473684211,10,0.501022494887526,11,"TMEM189","p_val_adj<0.05"
"NT5C",1.63406553478984e-28,0.324048522586436,0.565,0.838,4.3278225688909e-24,0.320689655172414,11,0.491389207807118,10,"NT5C","p_val_adj<0.05"
"SNX19",1.97378473494231e-40,0.323709078002577,0.284,0.552,5.22756887049471e-36,0.38013698630137,10,0.700959023539669,10,"SNX19","p_val_adj<0.05"
"POGK",2.80881869794495e-50,0.323489829707703,0.276,0.583,7.4391563215072e-46,0.371024734982332,9,0.688687035507845,10,"POGK","p_val_adj<0.05"
"MTIF2",6.0345905579424e-32,0.323472734777896,0.344,0.587,1.59826130927104e-27,0.311614730878187,9,0.604593929450369,10,"MTIF2","p_val_adj<0.05"
"UBA6",5.88337678166904e-34,0.323427440542752,0.471,0.756,1.55821234062505e-29,0.402892561983471,9,0.468152866242038,10,"UBA6","p_val_adj<0.05"
"KLHL2",1.41367737148857e-39,0.323390607540793,0.21,0.471,3.74412451838747e-35,0.37962962962963,8,0.6359918200409,10,"KLHL2","p_val_adj<0.05"
"NUP88",3.16098671301744e-19,0.323234040641067,0.42,0.597,8.3718733094267e-15,0.329466357308585,10,0.575,10,"NUP88","p_val_adj<0.05"
