"p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
1.78686484928416e-138,1.95372787267528,0.831,0.26,4.73251155332909e-134,"0","C1QB"
5.92336424886571e-136,1.70886551424352,0.87,0.294,1.56880302131208e-131,"0","C1QA"
1.71170569464917e-135,1.56862352514231,0.844,0.227,4.53345253227831e-131,"0","C1QC"
1.58824790294309e-127,1.01351726392292,0.784,0.161,4.20647457094478e-123,"0","SLCO2B1"
5.09184848338062e-121,1.45739746280809,0.762,0.179,1.34857607082336e-116,"0","GPNMB"
5.23708716368732e-121,2.53278925427403,0.739,0.199,1.38704253530259e-116,"0","APOE"
9.25308697124095e-110,0.924194900413905,0.764,0.185,2.45068008433317e-105,"0","DAB2"
2.16313074434272e-105,0.393481063672479,0.761,0.196,5.72905177639169e-101,"0","HLA-DQB2"
5.92291614249996e-100,1.39610211832286,0.642,0.124,1.56868434034111e-95,"0","TREM2"
3.01110862830486e-98,1.0222562636124,0.87,0.35,7.97492120206541e-94,"0","MRC1"
7.87378166623306e-95,1.25736797663837,0.652,0.15,2.08537107430182e-90,"0","APOC1"
4.39331610115901e-93,1.05200813146522,0.773,0.268,1.16356976939197e-88,"0","CD9"
6.1393667917874e-91,1.08264961792893,0.684,0.173,1.62601129480489e-86,"0","A2M"
2.00374867610551e-89,1.44087410729658,0.752,0.258,5.30692836866546e-85,"0","LGMN"
8.53123954454625e-89,0.833613233760045,0.747,0.248,2.25949879337307e-84,"0","HLA-DQA2"
1.04470301444744e-88,0.922936403037369,0.864,0.451,2.76689593376405e-84,"0","MSR1"
8.03230435203555e-80,2.39084526979121,0.58,0.162,2.12735580763662e-75,"0","RNASE1"
1.08498502873885e-79,0.632850949532381,0.833,0.346,2.87358284861484e-75,"0","ARHGAP18"
1.03257260308801e-77,1.33409180539818,0.625,0.156,2.7347685392786e-73,"0","PLTP"
1.59750821601531e-77,1.0038245853477,0.747,0.263,4.23100051011655e-73,"0","MS4A4A"
1.31149672050092e-76,0.462607563233246,0.911,0.536,3.47349906424669e-72,"0","HLA-DRB6"
1.16382259653988e-73,0.73429758358063,0.598,0.137,3.08238414693588e-69,"0","NRP1"
2.01408722193122e-72,1.29979242076691,0.72,0.254,5.33431000728484e-68,"0","VSIG4"
3.48229561356474e-70,1.24263673513962,0.964,0.847,9.22285993252622e-66,"0","CTSD"
2.99920368522027e-67,0.824061921270829,0.709,0.275,7.94339096030589e-63,"0","CD59"
3.31540323725093e-67,0.855011433054069,0.997,0.968,8.7808454738591e-63,"0","CTSB"
5.01932119034108e-66,0.712167179538242,0.688,0.231,1.32936721726184e-61,"0","PMP22"
2.50632703367809e-65,1.10921446537086,0.431,0.06,6.63800714869642e-61,"0","NUPR1"
1.10314996444765e-64,0.769270926105355,0.827,0.407,2.9216926808396e-60,"0","HEXA"
3.31829269904596e-63,0.892048218195266,0.712,0.281,8.78849821342321e-59,"0","ALOX5AP"
1.00605547028014e-61,0.778003080206844,0.669,0.246,2.66453791303695e-57,"0","AKR1B1"
2.7962419286919e-61,0.736530503586936,0.988,0.904,7.4058467481405e-57,"0","ITM2B"
1.37737587505946e-60,1.23355252203879,0.736,0.337,3.64798000509499e-56,"0","ACP5"
2.95374723211196e-60,1.53313560622718,0.572,0.181,7.82299954424851e-56,"0","FOLR2"
1.8270473145737e-59,1.09455042924521,0.773,0.434,4.83893481264844e-55,"0","PLD3"
6.17157762779968e-57,0.828456393027529,0.923,0.668,1.63454233472275e-52,"0","CAPG"
2.10909602299611e-56,0.625184541819621,0.414,0.061,5.5859408169052e-52,"0","GPR34"
4.2774932947792e-56,0.574695218611531,0.542,0.152,1.13289409912227e-51,"0","VAT1"
3.36995978545776e-55,0.525353211031525,0.939,0.602,8.92533849178487e-51,"0","CD81"
3.71182584804937e-55,0.627643853057426,0.998,0.913,9.83077075855876e-51,"0","HLA-DPB1"
7.86065657566878e-55,0.779530967155111,1,0.999,2.08189489406588e-50,"0","FTL"
9.53692299900347e-55,0.382604745680466,0.641,0.222,2.52585405628607e-50,"0","MAF"
2.1022747914912e-54,0.671036019612003,0.969,0.766,5.56787478526444e-50,"0","FCGRT"
2.14637626612846e-54,0.848912934198947,0.869,0.555,5.68467754084123e-50,"0","CTSL"
2.75231690129947e-54,0.625106604881537,1,0.991,7.28951131309164e-50,"0","CD74"
3.96498728784182e-54,0.942630434641997,0.633,0.223,1.05012688318491e-49,"0","PLAU"
5.19869433531373e-54,0.902050893641941,0.748,0.349,1.37687419470784e-49,"0","RGS1"
1.3918154556117e-52,0.49881643603432,0.748,0.338,3.68622323418759e-48,"0","CD84"
1.56591010105576e-52,0.629073746241526,0.977,0.782,4.14731290264619e-48,"0","HLA-DMA"
2.140486712104e-52,0.800540297481365,0.93,0.671,5.66907905700743e-48,"0","CTSC"
4.54631643707321e-52,0.763089037725569,0.809,0.461,1.20409190835884e-47,"0","HEXB"
6.80857466326686e-52,0.699101965885029,0.995,0.903,1.80325099956623e-47,"0","HLA-DPA1"
2.56519353575216e-49,0.745744916929071,0.847,0.513,6.7939150794396e-45,"0","LMNA"
6.50660069602534e-49,0.868517933641776,0.386,0.068,1.72327319434231e-44,"0","B3GNT7"
8.91228702281436e-49,0.468524102222003,0.736,0.34,2.36041921799238e-44,"0","ALCAM"
9.33529981746193e-49,0.807429785298101,0.509,0.154,2.47245415665479e-44,"0","C2"
1.80520095103483e-48,0.761402625795735,0.819,0.483,4.78107471881575e-44,"0","TMEM176B"
3.78115868775058e-48,0.788926723129705,0.614,0.223,1.00143987845074e-43,"0","AXL"
5.37514865407045e-48,0.673053057686551,0.877,0.548,1.42360812103056e-43,"0","GSN"
9.22387790982357e-48,0.548420407332466,0.898,0.572,2.44294406441677e-43,"0","MFSD1"
9.91370460219494e-48,0.596447047350353,1,0.985,2.62564466389133e-43,"0","HLA-DRA"
2.74195462419357e-47,0.624386599009408,0.716,0.33,7.26206682217667e-43,"0","CPM"
6.4159034649751e-47,0.44968790651161,0.464,0.119,1.69925203269865e-42,"0","SPRED1"
5.08911306201762e-46,0.564336962043674,0.398,0.077,1.34785159447537e-41,"0","GAL3ST4"
1.62179776434889e-45,0.437953291739112,0.527,0.164,4.29533137887804e-41,"0","NRP2"
2.49888629660129e-45,0.430978251544245,0.666,0.309,6.61830035654851e-41,"0","MGST3"
9.77867110865025e-45,0.685809126882955,0.798,0.479,2.58988104312602e-40,"0","CREG1"
