"p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
3.15967123986061e-25,0.895761719790083,0.353,0.691,8.36838927877083e-21,"0","BANF1"
5.64145778129723e-24,0.602549397751917,0.949,0.976,1.49414009337657e-19,"0","PNRC1"
6.57300382095727e-24,0.577264209024416,0.979,0.997,1.74086006198053e-19,"0","RPLP1"
3.55318178784928e-23,0.351326738874893,0.189,0.467,9.41060196511882e-19,"0","UBE2W"
1.23700356266992e-22,0.368861444205569,0.309,0.619,3.27620393573129e-18,"0","G3BP1"
2.17677338112203e-22,0.872089864711079,0.723,0.523,5.76518429990169e-18,"0","G0S2"
1.08459884762982e-21,0.360803115561154,0.069,0.303,2.87256004794758e-17,"0","ETV5"
1.60467740024824e-21,1.62682392699607,0.381,0.175,4.24998809455746e-17,"0","LILRA5"
1.72222780056813e-21,0.318039906613952,0.152,0.422,4.56132032980469e-17,"0","DOCK4"
2.11804352443015e-21,0.633277249791117,0.97,0.995,5.60963827445326e-17,"0","RPLP2"
4.34033038377849e-21,0.579229129090636,0.975,0.99,1.14953650214373e-16,"0","RPL13"
9.95387848956756e-21,1.87263727764057,0.358,0.165,2.63628471796197e-16,"0","CDC42EP2"
1.33050961896665e-20,0.851748230939998,0.813,0.708,3.52385472583316e-16,"0","SAMSN1"
4.26383206412517e-20,1.00099368610581,0.836,0.774,1.12927592218355e-15,"0","ATP2B1"
1.28650232054301e-19,0.897466360923707,0.829,0.735,3.40730139595815e-15,"0","CD55"
3.34817343862753e-19,0.547920365781129,0.949,0.938,8.86763735220502e-15,"0","PLAUR"
5.39941770907782e-19,0.777661529052684,0.446,0.228,1.43003578024926e-14,"0","CCL20"
5.65317732517896e-19,1.17449316274864,0.656,0.488,1.49724401457365e-14,"0","NLRP3"
7.20316199628732e-19,0.540425441538654,0.843,0.694,1.9077574547167e-14,"0","CXCL2"
1.5767725816184e-18,1.44964831100904,0.545,0.373,4.17608218241634e-14,"0","LPCAT1"
1.67995050680148e-18,1.15515946652672,0.76,0.618,4.44934891726372e-14,"0","ACSL1"
2.39441644591238e-18,1.55158759390866,0.106,0.334,6.34161195699893e-14,"0","PRPS2"
2.86623157626663e-18,1.01993253932532,0.76,0.637,7.59121432974218e-14,"0","FGR"
2.26559927837166e-17,0.964309926790352,0.903,0.908,6.00043968876733e-13,"0","WTAP"
4.49847224114576e-17,1.34045321697335,0.531,0.353,1.19142037306745e-12,"0","LUCAT1"
7.61736676211722e-17,0.488064569217429,0.284,0.525,2.01745958694675e-12,"0","ANP32E"
2.36390854589626e-16,0.989093883097998,0.309,0.594,6.26081178380624e-12,"0","SLC8A1"
2.68352974531565e-16,0.931469729303594,0.871,0.825,7.1073285304685e-12,"0","NFKBIZ"
