"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"CD8A" 9.05191858319662e-213 1.53393816368027 0.73 0.201 2.39740063675962e-208 "0" "CD8A"
"CCL5" 2.54068433174855e-137 0.61661785152056 0.973 0.518 6.72900245263603e-133 "0" "CCL5"
"DUSP2" 1.47721028627618e-122 0.938465301394542 0.892 0.599 3.91239144320247e-118 "0" "DUSP2"
"CD8B" 1.79112755894415e-117 1.15833780909497 0.536 0.163 4.74380133986358e-113 "0" "CD8B"
"NR4A2" 1.02976534000768e-111 0.96764206573721 0.891 0.561 2.72733350301034e-107 "0" "NR4A2"
"GZMK" 1.78972410377026e-101 0.851781392268726 0.501 0.155 4.74008428883553e-97 "0" "GZMK"
"CXCR4" 1.50540218806344e-91 0.690031743937501 0.947 0.845 3.98705769508601e-87 "0" "CXCR4"
"CRTAM" 2.59845163657266e-90 1.58335384284199 0.353 0.092 6.8819991594627e-86 "0" "CRTAM"
"JUND" 7.86285638640907e-83 0.845325186536824 0.938 0.754 2.08247751394044e-78 "0" "JUND"
"JUNB" 7.58233434514402e-78 0.700659408887107 0.961 0.89 2.00818125131139e-73 "0" "JUNB"
"MYADM" 2.87339866034287e-73 0.955022655633697 0.798 0.528 7.61019635191809e-69 "0" "MYADM"
"DUSP1" 2.75872723945017e-72 0.760029717309393 0.875 0.64 7.30648909368376e-68 "0" "DUSP1"
"NR4A3" 5.94694603637774e-72 0.961163869730429 0.575 0.275 1.57504865773465e-67 "0" "NR4A3"
"ZNF331" 1.12844126978998e-71 0.763595476372997 0.783 0.483 2.98867670303877e-67 "0" "ZNF331"
"TNFAIP3" 3.03626625170357e-71 0.709761000395448 0.893 0.646 8.0415511676369e-67 "0" "TNFAIP3"
"FOSB" 1.13987406122997e-70 1.0185891103518 0.682 0.393 3.01895645116756e-66 "0" "FOSB"
"UBE2S" 9.46916060051955e-67 0.846467076892434 0.738 0.461 2.5079071850476e-62 "0" "UBE2S"
"ZFP36" 7.34642465229204e-65 0.728080964198187 0.902 0.795 1.94570056915955e-60 "0" "ZFP36"
"RUNX3" 4.71810969425208e-64 0.737074595719069 0.829 0.583 1.24959135252266e-59 "0" "RUNX3"
"CST7" 3.58625028752454e-63 0.435306102259003 0.794 0.495 9.49818388650874e-59 "0" "CST7"
"SLC7A5" 9.25886307284905e-62 0.941113945614531 0.553 0.277 2.45220988484407e-57 "0" "SLC7A5"
"ZFP36L2" 1.47718485335728e-60 0.602586894684478 0.958 0.908 3.91232408411675e-56 "0" "ZFP36L2"
"YPEL5" 6.42238345585033e-59 0.621103753303209 0.841 0.615 1.70096825828196e-54 "0" "YPEL5"
"DNAJB1" 7.68676959583164e-58 0.594136314719441 0.943 0.811 2.03584092745601e-53 "0" "DNAJB1"
"CCL4L1" 9.53442119676214e-58 0.614587937402989 0.429 0.173 2.52519145396245e-53 "0" "CCL4L1"
"UBC" 7.42759394019901e-55 0.401509201264017 0.996 0.959 1.96719825506171e-50 "0" "UBC"
"LAG3" 3.11179203871895e-54 1.03344673566784 0.339 0.123 8.24158121454714e-50 "0" "LAG3"
"LOC284454" 4.02426777934122e-49 0.910437203556246 0.565 0.328 1.06582732135852e-44 "0" "LOC284454"
"ID2" 7.82061683846342e-49 0.495308284888696 0.877 0.651 2.07129036966704e-44 "0" "ID2"
"TMEM2" 2.40742364889803e-48 0.601500990630504 0.703 0.459 6.37606153410643e-44 "0" "TMEM2"
"ITM2C" 2.50828997172683e-48 1.30532344870348 0.386 0.175 6.64320599011852e-44 "0" "ITM2C"
"IFNG" 3.66651048925527e-48 1.44503880569182 0.309 0.117 9.71075303079259e-44 "0" "IFNG"
"CD69" 1.09239656010561e-47 0.861756692799643 0.761 0.552 2.89321228943971e-43 "0" "CD69"
"DNAJA1" 1.85807540143862e-46 0.543417327154647 0.899 0.726 4.92111270071018e-42 "0" "DNAJA1"
"FAM46C" 3.89660861688337e-46 0.623149203431983 0.729 0.49 1.03201679218156e-41 "0" "FAM46C"
