"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"GBP1" 8.79142791711004e-71 2.3755396771526 0.806 0.322 2.32840968384659e-66 "grouped_pd" "GBP1"
"IDO1" 1.66553513371586e-62 4.06818602917435 0.486 0.042 4.41116980164646e-58 "grouped_pd" "IDO1"
"VAMP5" 8.44133038076003e-59 1.92524386576793 0.769 0.347 2.23568635134429e-54 "grouped_pd" "VAMP5"
"GBP5" 4.83769791713569e-58 2.1503283972958 0.686 0.213 1.28126429335339e-53 "grouped_pd" "GBP5"
"TAP1" 5.74912530719793e-58 1.64920433193598 0.806 0.338 1.52265583761137e-53 "grouped_pd" "TAP1"
"GBP4" 2.03836233520389e-57 1.88739113799959 0.705 0.247 5.3986026447875e-53 "grouped_pd" "GBP4"
"ANKRD22" 3.33543462130285e-55 2.16918472096828 0.61 0.151 8.8338985945206e-51 "grouped_pd" "ANKRD22"
"CXCL10" 3.8928123964056e-55 2.83807519756469 0.533 0.098 1.03101136318802e-50 "grouped_pd" "CXCL10"
"SLAMF7" 1.26762198430064e-53 1.72853299037473 0.659 0.204 3.35729682542025e-49 "grouped_pd" "SLAMF7"
"STAT1" 1.5262340821999e-52 1.39300468960386 0.864 0.489 4.04223096670644e-48 "grouped_pd" "STAT1"
"TYMP" 2.58621350826998e-51 0.896637929364686 0.994 0.911 6.84958647665305e-47 "grouped_pd" "TYMP"
"WARS" 8.36790052821455e-50 1.85014691560974 0.824 0.527 2.21623845489762e-45 "grouped_pd" "WARS"
"LAP3" 6.11625169614283e-46 1.29958086342352 0.878 0.556 1.61988926172343e-41 "grouped_pd" "LAP3"
"CXCL9" 7.2920652767121e-46 3.27607289761168 0.415 0.053 1.9313034885372e-41 "grouped_pd" "CXCL9"
"RARRES3" 2.79553226496625e-44 1.63139732677182 0.655 0.255 7.40396720376311e-40 "grouped_pd" "RARRES3"
"PSME2" 2.0423664783161e-41 1.16115376974718 0.882 0.665 5.40920761782019e-37 "grouped_pd" "PSME2"
"PPA1" 1.44890535412484e-40 1.71658925254027 0.632 0.242 3.83742583039964e-36 "grouped_pd" "PPA1"
"HAPLN3" 9.799443949439e-39 2.26986558158982 0.393 0.058 2.59538273000892e-34 "grouped_pd" "HAPLN3"
"DDX3Y" 2.83108072476973e-37 1.11575731567457 0.62 0.215 7.49811729955263e-33 "grouped_pd" "DDX3Y"
"HLA-B" 5.96432956174456e-37 0.451138383576142 1 0.996 1.57965268442805e-32 "grouped_pd" "HLA-B"
"FAM26F" 3.20742869676967e-36 1.42899819768968 0.75 0.458 8.49487490339446e-32 "grouped_pd" "FAM26F"
"SERPING1" 1.31181406620202e-35 1.01197277569119 0.795 0.438 3.47433955433604e-31 "grouped_pd" "SERPING1"
"LILRB1" 2.08844626389191e-34 1.15540599592415 0.777 0.442 5.53124992991772e-30 "grouped_pd" "LILRB1"
"ERAP2" 2.5657895943485e-34 1.35577638906534 0.583 0.22 6.79549374063201e-30 "grouped_pd" "ERAP2"
"CXCL11" 2.36855516024602e-33 3.88556648409675 0.281 0.02 6.27311834191159e-29 "grouped_pd" "CXCL11"
"APOL3" 6.06671984450935e-33 1.6944967828106 0.463 0.127 1.6067707508183e-28 "grouped_pd" "APOL3"
"SELL" 9.36100501212374e-33 1.40457958778845 0.469 0.138 2.47926217746097e-28 "grouped_pd" "SELL"
"GBP2" 8.77855024470723e-32 1.05845584714668 0.783 0.493 2.32499903231071e-27 "grouped_pd" "GBP2"
"SECTM1" 9.47889608869038e-31 0.660789315125881 0.736 0.355 2.51048562908965e-26 "grouped_pd" "SECTM1"
"UBE2L6" 1.22645855839338e-29 0.910497247100665 0.777 0.473 3.24827549190486e-25 "grouped_pd" "UBE2L6"
"IRF1" 1.31351397435473e-29 1.02732305564387 0.884 0.66 3.47884176107851e-25 "grouped_pd" "IRF1"
"PSTPIP2" 1.47366698101149e-29 1.36121432394192 0.599 0.273 3.90300699920893e-25 "grouped_pd" "PSTPIP2"
"B2M" 5.3544853080029e-29 0.363197062028913 1 0.998 1.41813543382457e-24 "grouped_pd" "B2M"
"PARP14" 9.34396098181005e-29 0.909017560312113 0.88 0.624 2.47474806603239e-24 "grouped_pd" "PARP14"
"ATF5" 5.13940456080374e-28 0.995744480956237 0.647 0.311 1.36117129792887e-23 "grouped_pd" "ATF5"
"SNX10" 1.08306144745197e-27 0.936845664398641 0.802 0.505 2.86848824357654e-23 "grouped_pd" "SNX10"
"TNFSF10" 1.74101995631535e-26 1.25936258961405 0.622 0.322 4.61109135430121e-22 "grouped_pd" "TNFSF10"
"LY6E" 4.81292362751463e-26 0.726571400138345 0.833 0.573 1.27470282274725e-21 "grouped_pd" "LY6E"
"SAMD9L" 5.86148942314347e-26 0.81420572551013 0.636 0.305 1.55241547371955e-21 "grouped_pd" "SAMD9L"
"APOL6" 8.84159086187604e-26 0.982590011113183 0.702 0.405 2.34169533976787e-21 "grouped_pd" "APOL6"
"APOL2" 1.85959489384608e-24 1.33709410495902 0.537 0.247 4.92513707635134e-20 "grouped_pd" "APOL2"
"CD40" 3.03245925052117e-24 0.985469652416751 0.624 0.318 8.03146832500533e-20 "grouped_pd" "CD40"
"PSMB9" 1.17533418920454e-23 0.814945491882402 0.8 0.562 3.11287260010823e-19 "grouped_pd" "PSMB9"
"FYB" 1.59989876151691e-23 0.642858762934694 0.948 0.789 4.23733186987753e-19 "grouped_pd" "FYB"
"ACTB" 1.78033420271937e-23 0.421150361399704 1 0.998 4.71521513590225e-19 "grouped_pd" "ACTB"
"LRRK2" 2.88271788115771e-23 1.2802045869028 0.504 0.224 7.6348783082462e-19 "grouped_pd" "LRRK2"
"RPS4Y1" 6.21101884264739e-23 0.934598973097092 0.488 0.189 1.64498834047516e-18 "grouped_pd" "RPS4Y1"
"MYOF" 6.21217180870716e-22 1.35420962098248 0.529 0.255 1.64529370353609e-17 "grouped_pd" "MYOF"
"STAT2" 8.49952916759722e-22 0.669558059773279 0.841 0.605 2.25110030003812e-17 "grouped_pd" "STAT2"
"IFITM1" 8.840478920683e-22 0.564829787698971 0.529 0.238 2.34140084214289e-17 "grouped_pd" "IFITM1"
"HLA-F" 1.37791265934407e-21 0.579598440638958 0.847 0.567 3.64940167827276e-17 "grouped_pd" "HLA-F"
"EPSTI1" 1.53332304742101e-21 0.730063628890689 0.68 0.382 4.06100609109455e-17 "grouped_pd" "EPSTI1"
"PLEKHO1" 2.73407655051707e-21 0.783027508979822 0.738 0.48 7.24120174404446e-17 "grouped_pd" "PLEKHO1"
"TGM2" 3.04951390248221e-21 0.821237099374999 0.461 0.187 8.07663757072413e-17 "grouped_pd" "TGM2"
"PRKCB" 2.15404344621213e-20 0.840301718282243 0.601 0.324 5.70498406729283e-16 "grouped_pd" "PRKCB"
"RNF213" 1.45976314717553e-19 0.719290001212101 0.946 0.758 3.8661826952944e-15 "grouped_pd" "RNF213"
"IFITM3" 3.33256300467032e-19 0.263934626338368 0.955 0.756 8.82629311786935e-15 "grouped_pd" "IFITM3"
