"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"CSF1R" 6.39584648452262e-136 2.39545905461669 0.908 0.085 1.69393994142582e-131 "0" "CSF1R"
"AIF1" 7.02366817302115e-136 1.9973795138396 0.984 0.141 1.86021851562465e-131 "0" "AIF1"
"MS4A7" 5.84472480924593e-133 2.55323612594264 0.914 0.087 1.54797536572878e-128 "0" "MS4A7"
"CD86" 2.9838081641472e-131 2.27193615902459 0.882 0.082 7.90261592274387e-127 "0" "CD86"
"IFI30" 1.07335733706172e-130 2.16749002874118 0.996 0.421 2.84278690720796e-126 "0" "IFI30"
"LYZ" 2.58138540047795e-130 1.9172701675222 0.982 0.182 6.83679923316586e-126 "0" "LYZ"
"FCER1G" 8.85066425118743e-130 2.02389270037317 0.984 0.207 2.34409842692699e-125 "0" "FCER1G"
"FCGR2A" 7.25724547048662e-129 1.76223530122723 0.948 0.175 1.92208146285838e-124 "0" "FCGR2A"
"CD68" 2.1830626756644e-128 2.40310130104764 0.951 0.284 5.78184149649717e-124 "0" "CD68"
"HLA-DRA" 1.36949657334597e-127 1.91803454739342 0.998 0.536 3.6271116745068e-123 "0" "HLA-DRA"
"MS4A6A" 6.61417974141513e-126 2.45980717804828 0.916 0.1 1.7517655045138e-121 "0" "MS4A6A"
"TYROBP" 3.2644987506407e-122 1.83484703082235 0.988 0.231 8.64602494107189e-118 "0" "TYROBP"
"CD14" 2.6109366717318e-120 2.36963264669995 0.868 0.153 6.91506577508168e-116 "0" "CD14"
"HLA-DRB1" 2.78245575620638e-120 1.86403716431429 0.999 0.615 7.36933407031261e-116 "0" "HLA-DRB1"
"CLEC7A" 3.31599427711447e-119 1.37351320065092 0.928 0.185 8.78241084293768e-115 "0" "CLEC7A"
"CYBB" 9.82788660323064e-119 2.01247769619349 0.92 0.142 2.60291576686563e-114 "0" "CYBB"
"CTSZ" 1.22480887130093e-117 1.84018983155637 0.975 0.499 3.24390629564052e-113 "0" "CTSZ"
"HLA-DPA1" 1.37792175847432e-117 1.87749863001028 0.991 0.507 3.64942577731923e-113 "0" "HLA-DPA1"
"C1QA" 1.05494786844938e-116 2.95882025208381 0.831 0.066 2.79402942958819e-112 "0" "C1QA"
"HLA-DMB" 1.24089495799955e-114 1.89153755755245 0.931 0.259 3.2865102962618e-110 "0" "HLA-DMB"
"C1QC" 9.73805464077523e-114 3.01929309209533 0.802 0.054 2.57912377160932e-109 "0" "C1QC"
"IGSF6" 1.20416720109993e-113 2.08611283851611 0.833 0.097 3.18923683211316e-109 "0" "IGSF6"
"MSR1" 1.36682551528745e-113 2.58721077385236 0.806 0.057 3.62003737723882e-109 "0" "MSR1"
"C1QB" 1.392439994521e-113 3.09279257351672 0.812 0.065 3.68787732548886e-109 "0" "C1QB"
"PLEK" 6.34428942231193e-113 1.26603039996085 0.955 0.2 1.68028505349931e-108 "0" "PLEK"
"LILRB4" 7.06896466355932e-113 2.21632621972449 0.78 0.074 1.87221529114368e-108 "0" "LILRB4"
"CD163" 3.70039354071803e-112 2.735025656148 0.773 0.062 9.80049229259169e-108 "0" "CD163"
"HLA-DPB1" 1.81184301043208e-110 1.8199227225259 0.993 0.518 4.79866621312935e-106 "0" "HLA-DPB1"
"FCGR3A" 1.17367811166996e-109 2.41173382586132 0.823 0.104 3.1084864787579e-105 "0" "FCGR3A"
"TREM2" 8.61561820606486e-109 3.08930275710648 0.697 0.035 2.28184648187628e-104 "0" "TREM2"
"LST1" 6.49761881255476e-107 1.02963983029414 0.92 0.139 1.72089434250513e-102 "0" "LST1"
"CPVL" 1.11992186948017e-106 2.36244847285955 0.833 0.121 2.96611307131823e-102 "0" "CPVL"
"HLA-DMA" 7.83776531942209e-106 1.44850119220227 0.974 0.434 2.07583214484894e-101 "0" "HLA-DMA"
"ADAP2" 1.46872343191648e-105 2.35895815233171 0.819 0.084 3.8899140094308e-101 "0" "ADAP2"
"MRC1" 1.91366339314108e-105 2.49734442180492 0.741 0.058 5.06833749673415e-101 "0" "MRC1"
"CTSB" 2.16524985510341e-105 1.93664466264241 0.991 0.685 5.73466424124137e-101 "0" "CTSB"
"HLA-DRB5" 3.97814174985289e-105 1.88975505215582 0.995 0.552 1.05361084244854e-100 "0" "HLA-DRB5"
"PILRA" 4.83404816726264e-105 1.88179636009555 0.763 0.077 1.28029765709951e-100 "0" "PILRA"
"HCK" 5.91893714483641e-105 1.43731025521463 0.845 0.11 1.56763050280992e-100 "0" "HCK"
"HLA-DQB1" 7.67698001087522e-105 1.85306031021802 0.969 0.421 2.0332481558803e-100 "0" "HLA-DQB1"
"GPX1" 3.35601590681264e-101 1.39875330872306 0.996 0.703 8.88840812919328e-97 "0" "GPX1"
"MS4A4A" 6.1752563169798e-100 2.93131651730714 0.75 0.047 1.6355166355521e-95 "0" "MS4A4A"
"VSIG4" 2.25695444778741e-99 3.0117813506206 0.714 0.046 5.97754385496495e-95 "0" "VSIG4"
"LAIR1" 3.93225785840805e-99 1.90013551231694 0.828 0.113 1.04145849379937e-94 "0" "LAIR1"
"CD74" 7.37212301434708e-99 1.34754907805822 1 0.809 1.95250678034982e-94 "0" "CD74"
"FPR3" 4.13510475502418e-98 2.72105721452266 0.725 0.039 1.09518249436815e-93 "0" "FPR3"
"HAVCR2" 1.61556968078838e-97 1.68655756063845 0.752 0.087 4.27883629956804e-93 "0" "HAVCR2"
"FTL" 1.8367787937444e-97 1.73826416974695 1 0.975 4.86470863523206e-93 "0" "FTL"
"KCTD12" 2.5698042850549e-97 1.71692541831604 0.852 0.174 6.8061266489679e-93 "0" "KCTD12"
"TGFBI" 3.10859966191609e-97 1.4493262812191 0.923 0.272 8.23312620458476e-93 "0" "TGFBI"
"HLA-DQA1" 3.336533369173e-97 2.17870347608461 0.92 0.278 8.83680862825469e-93 "0" "HLA-DQA1"
"SLCO2B1" 5.9854647192041e-97 2.46494673502003 0.709 0.057 1.5852503308812e-92 "0" "SLCO2B1"
"SPI1" 2.44250192416846e-96 0.952745152511549 0.822 0.118 6.46896634616016e-92 "0" "SPI1"
"LY86" 1.26404258647563e-95 2.00313955566798 0.753 0.067 3.34781679028072e-91 "0" "LY86"
"EMILIN2" 3.36344035062658e-95 1.41519332300687 0.811 0.153 8.9080717686345e-91 "0" "EMILIN2"
"CD84" 3.77570836593399e-95 1.66599436763814 0.807 0.131 9.99996360717618e-91 "0" "CD84"
"RASSF4" 7.08332765163235e-94 1.68785487436979 0.799 0.158 1.87601932853483e-89 "0" "RASSF4"
"SIRPA" 8.33874463217095e-94 1.30886243822252 0.786 0.129 2.20851651583048e-89 "0" "SIRPA"
"CST3" 2.6099817145257e-93 1.33966189942178 0.998 0.63 6.91253657092131e-89 "0" "CST3"
"HMOX1" 1.36041182816667e-92 2.10154753437424 0.776 0.161 3.60305072689943e-88 "0" "HMOX1"
"CCL3L1" 3.29970747038692e-92 2.80230622009207 0.703 0.08 8.73927523531976e-88 "0" "CCL3L1"
"C1orf162" 1.43234986098042e-91 1.65940242963944 0.862 0.139 3.79357860680665e-87 "0" "C1orf162"
"ITGAX" 1.48773136028083e-91 0.383139628321993 0.921 0.173 3.94025650770379e-87 "0" "ITGAX"
"OLR1" 2.44042854535231e-91 1.73396602302717 0.734 0.07 6.4634750023656e-87 "0" "OLR1"
"C3AR1" 1.12314959282399e-90 1.87229218120465 0.697 0.069 2.97466169659434e-86 "0" "C3AR1"
"BCL2A1" 5.69286157298606e-90 1.13332207457628 0.875 0.241 1.50775438760536e-85 "0" "BCL2A1"
"CD83" 3.05856132563671e-89 1.39831774492229 0.9 0.285 8.10059967094882e-85 "0" "CD83"
"CECR1" 2.80487348110335e-87 1.46169468797406 0.817 0.187 7.42870741470223e-83 "0" "CECR1"
"PSAP" 3.27837912966362e-87 1.31215856976728 0.997 0.803 8.68278712491411e-83 "0" "PSAP"
"SIGLEC1" 4.13960921852198e-87 1.98849744679055 0.631 0.039 1.09637550152555e-82 "0" "SIGLEC1"
"F13A1" 1.68624428792357e-86 2.50929993551775 0.637 0.053 4.46601799656557e-82 "0" "F13A1"
"ZEB2" 2.71306779600685e-86 0.939596206443503 0.911 0.308 7.18556005772415e-82 "0" "ZEB2"
"CD4" 2.96609954923865e-86 1.19002529889815 0.945 0.253 7.85571465615856e-82 "0" "CD4"
"IL4I1" 7.75382973917099e-86 1.92941361784504 0.691 0.103 2.05360180641944e-81 "0" "IL4I1"
"MNDA" 2.32818439834405e-85 0.997774634688413 0.797 0.11 6.16619637901422e-81 "0" "MNDA"
"FGD2" 5.21379736439114e-85 1.09501081400704 0.771 0.145 1.38087423195899e-80 "0" "FGD2"
