"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"PIFO",1.54015448906808e-224,-2.96870267180783,0.008,0.906,4.07909916429681e-220,"grouped_pd","PIFO"
"C1orf194",3.91721612208892e-222,-2.61584859801575,0,0.886,1.03747468993525e-217,"grouped_pd","C1orf194"
"C20orf85",3.91721612208892e-222,-3.58844540414823,0,0.886,1.03747468993525e-217,"grouped_pd","C20orf85"
"CAPSL",1.42002980306497e-221,-2.47465803226683,0.001,0.886,3.76094893341756e-217,"grouped_pd","CAPSL"
"MS4A8",1.42002980306497e-221,-2.63519475438102,0.001,0.886,3.76094893341756e-217,"grouped_pd","MS4A8"
"C11orf88",1.09541728251955e-220,-2.35324060402641,0.001,0.883,2.90121267275304e-216,"grouped_pd","C11orf88"
"C5orf49",3.83589656207474e-220,-2.40205841268154,0.019,0.908,1.01593720446549e-215,"grouped_pd","C5orf49"
"TMEM190",6.43928760215844e-220,-3.39485533825096,0.005,0.886,1.70544532143166e-215,"grouped_pd","TMEM190"
"MORN5",8.42232787395679e-220,-2.02379221623385,0.001,0.881,2.23065353741746e-215,"grouped_pd","MORN5"
"FAM81B",8.67002216946119e-220,-1.71409614348538,0.001,0.881,2.2962553715818e-215,"grouped_pd","FAM81B"
"CDHR3",1.4051626959719e-219,-1.82121766263642,0.003,0.883,3.72157340028157e-215,"grouped_pd","CDHR3"
"ZMYND10",5.323392360557e-219,-2.89221776358936,0.005,0.883,1.40990046669352e-214,"grouped_pd","ZMYND10"
"FAM92B",6.31574452586587e-219,-2.65012357144157,0.001,0.878,1.67272493767558e-214,"grouped_pd","FAM92B"
"CFAP126",1.03289255832063e-218,-1.9145588842379,0.007,0.886,2.73561594071218e-214,"grouped_pd","CFAP126"
"C9orf24",5.71865578042998e-218,-3.11427583661893,0.013,0.892,1.51458598344688e-213,"grouped_pd","C9orf24"
"ERICH3",9.71255031548328e-218,-1.61022241807853,0.003,0.878,2.57236895105575e-213,"grouped_pd","ERICH3"
"FAM216B",9.79082271104034e-218,-1.64563619963353,0,0.872,2.59309939501903e-213,"grouped_pd","FAM216B"
"TEKT1",9.79082271104034e-218,-2.53379152426626,0,0.872,2.59309939501903e-213,"grouped_pd","TEKT1"
"ROPN1L",3.52419040676547e-217,-2.42438744282027,0.005,0.878,9.33381829231835e-213,"grouped_pd","ROPN1L"
"CCDC78",7.10802847572272e-217,-2.37798261657016,0.013,0.889,1.88256134179516e-212,"grouped_pd","CCDC78"
"CCDC170",8.13955663954776e-217,-1.89609344200364,0.021,0.9,2.15576157598422e-212,"grouped_pd","CCDC170"
"DYDC2",2.74019536561589e-216,-1.66621496630333,0.01,0.883,7.25740742583368e-212,"grouped_pd","DYDC2"
"TSPAN19",5.49617793123742e-216,-1.81925679123045,0,0.867,1.45566272508823e-211,"grouped_pd","TSPAN19"
"C2orf40",5.49617793123742e-216,-2.2379697851271,0,0.867,1.45566272508823e-211,"grouped_pd","C2orf40"
"SNTN",7.10787471720113e-216,-3.14138564257685,0.017,0.892,1.88252061885072e-211,"grouped_pd","SNTN"
"CCDC42B",8.49141851032055e-216,-1.80242778102562,0.009,0.881,2.2489521924584e-211,"grouped_pd","CCDC42B"
"TEKT2",2.04832451169178e-215,-2.20412764522483,0.001,0.867,5.42498746921567e-211,"grouped_pd","TEKT2"
"FAM166B",3.01117537080962e-215,-1.68528034743656,0.007,0.875,7.97509796958927e-211,"grouped_pd","FAM166B"
"CFAP45",3.54535549833883e-215,-2.0276111839274,0.01,0.881,9.3898740373504e-211,"grouped_pd","CFAP45"
