"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"CDK4",1.17563641144929e-70,1.8817079009374,0.829,0.553,3.11367303572344e-66
"CLEC2B",1.42793290581347e-70,0.469353371398408,0.497,0.023,3.78188030104699e-66
"GATA6",1.86747919366291e-70,-0.65505045872465,0.105,0.645,4.94601864441622e-66
"PKM",3.31931636921688e-70,1.00951854759807,0.952,0.849,8.79120940387091e-66
"APP",6.85047783450968e-70,2.0447094170061,0.921,0.876,1.81434905446989e-65
"DTX3",3.43157292430125e-69,0.763188561902502,0.681,0.163,9.08852089001187e-65
"ATP5J",5.29179948249843e-69,1.081230507156,0.926,0.876,1.40153309293971e-64
"ITGB8",5.5093027272378e-69,1.21156142306183,0.733,0.219,1.45913882730893e-64
"USP15",1.48560931574504e-68,0.976013767970187,0.794,0.361,3.93463627275074e-64
"LOC100129940",2.00695226719697e-68,0.807750980475618,0.46,0.007,5.31541307967116e-64
"SLC16A7",5.62420086752739e-68,1.16353558233782,0.731,0.253,1.48956959976463e-63
"BEX4",8.38567987577103e-68,-0.597624090481028,0.039,0.562,2.22094731509796e-63
"LOXL4",1.02164314359064e-67,1.2935814947419,0.527,0.05,2.70582186579981e-63
"VCAN",1.31928294658329e-67,1.04419526596733,0.521,0.048,3.49412088402583e-63
"HS3ST1",9.69470983464522e-67,1.17943077811817,0.589,0.102,2.56764389970579e-62
"SFTA3",1.37906846409897e-66,-1.26586410455736,0.396,0.804,3.65246282716612e-62
"HLA-DRB6",4.38181972815945e-66,-0.463590210156788,0.212,0.709,1.16052495500303e-61
"SCGB3A2",6.22415830233541e-66,-3.3803836974982,0.033,0.535,1.64846832637353e-61
"PGF",6.97452606754763e-66,1.39473939588507,0.488,0.031,1.84720322898999e-61
"PLP2",1.72645190974162e-65,1.31812555281067,0.772,0.411,4.57250788295068e-61
"PGM2L1",2.60773227511816e-65,1.21132635715608,0.781,0.379,6.90657893065046e-61
"PDGFA",2.83525757565725e-65,-0.611391377622281,0.315,0.833,7.50917968912824e-61
"CTSE",2.88569737084248e-65,-1.1607074256063,0.066,0.591,7.64276948667631e-61
"CXCL17",3.14861073230562e-65,-0.854637518846489,0.398,0.867,8.33909552451145e-61
"BEX2",1.35910495033452e-64,-0.90205503103108,0.07,0.601,3.59958946096097e-60
"CEBPA",2.05034344146198e-64,-0.605891879125873,0.081,0.6,5.43033460471206e-60
"CHAD",2.50736814243872e-64,0.920304913136264,0.521,0.059,6.64076452524894e-60
"IQGAP2",2.56400532064809e-64,0.950009738202007,0.641,0.165,6.79076809173646e-60
"RGS16",4.14162149697557e-64,-1.52700083364503,0.457,0.837,1.09690845347398e-59
"AQP1",1.40607754347483e-63,-0.43660356227929,0.074,0.627,3.72399637389308e-59
"CPE",2.38478987310861e-63,0.843566261970555,0.606,0.101,6.31611597892814e-59
"HLA-E",3.23853782561481e-63,-1.17945885061971,0.779,0.978,8.57726743114083e-59
"PERP",4.16083654651073e-63,1.16182922753858,0.884,0.7,1.10199755934337e-58
"APBA2",6.2956829540883e-62,0.615501863014019,0.431,0.009,1.66741163039029e-57
"ITGB3",1.06947275097038e-61,0.870649299679437,0.462,0.029,2.83249858094504e-57
"STRA6",2.08419978178707e-61,0.687404824362279,0.433,0.013,5.52000312206306e-57
"LDHB",2.18321513075556e-61,1.89553078483087,0.871,0.709,5.7822452738061e-57
"CCDC80",2.51368727343257e-61,0.816170897150557,0.525,0.065,6.65750074368617e-57
"FBP1",2.56953941533548e-61,-0.81036134424645,0.219,0.724,6.80542514151601e-57
"MGP",2.97234662417152e-61,2.29232031360789,0.65,0.199,7.87226003411828e-57
"TSPAN31",6.49721318422386e-61,1.71851560975704,0.735,0.429,1.72078691184169e-56
"ANKRD29",6.60162416718044e-61,-0.560718613730137,0.028,0.506,1.74844016067774e-56
"C4BPA",8.14371991789272e-61,-1.48027994832715,0.265,0.736,2.15686422025389e-56
"CLIC3",1.05872836237095e-60,-0.882858655836598,0.138,0.652,2.80404206773945e-56
"TMBIM4",1.10458866559241e-60,1.59676569726096,0.899,0.894,2.9255030808215e-56
"TSHZ2",1.12307271045468e-60,0.649980123659127,0.676,0.187,2.97445807363922e-56
"HSD17B6",1.1752249168341e-60,-1.27314556001183,0.031,0.506,3.11258319223511e-56
"CKB",1.43955080542971e-60,-1.06540028410472,0.249,0.758,3.81265030818058e-56
"DLC1",1.90126789243045e-60,-0.996906303923329,0.14,0.657,5.03550801310204e-56
"SMIM22",2.12126813708069e-60,-0.630855080640757,0.444,0.842,5.6181786610582e-56
"SFTA2",2.30571386226073e-60,-0.784929450076755,0.729,0.928,6.10668316419754e-56
"ADGRD1",2.73495452019495e-60,-0.428303053362118,0.031,0.504,7.24352704673632e-56
"HMGA2",3.91998665331286e-60,0.286083269267956,0.411,0.005,1.03820846512991e-55
"IMPA2",5.56810977088235e-60,-0.679286586313135,0.153,0.662,1.47471387281819e-55
"SERPING1",6.90072269554959e-60,-1.09212331258889,0.109,0.594,1.82765640591631e-55
"NNMT",9.39752542605839e-60,1.48932314761986,0.742,0.327,2.48893460909157e-55
"TMEM5",9.93967542321571e-60,0.948604221384219,0.726,0.302,2.63252303583868e-55
"TMEM37",1.28403893147985e-59,-0.731613608893503,0.042,0.517,3.40077711002439e-55
"CRLF1",1.51823286257349e-59,0.829538202220284,0.516,0.063,4.02103973652589e-55
"SCNN1B",2.18226860181794e-59,-0.830461589723626,0.175,0.673,5.77973839191482e-55
"NR2F1",6.32634728428628e-59,0.602089619007504,0.551,0.092,1.67553307824322e-54
"EGLN3",7.73080070895827e-59,1.05256444532223,0.624,0.172,2.0475025677676e-54
"SLITRK6",8.96627788420555e-59,0.483970221698913,0.409,0.007,2.37471869763184e-54
"TRIB2",1.57680132817424e-58,0.656018046293187,0.527,0.083,4.17615831766949e-54
"CAND1",1.98994864958224e-58,1.1142552180911,0.823,0.483,5.27037899841857e-54
"GALNT6",2.52884312197652e-58,1.03172485263369,0.683,0.221,6.69764100855482e-54
"TPBG",2.61585238131967e-58,1.10735045316942,0.705,0.248,6.92808503192514e-54
"ST8SIA4",2.71260886194755e-58,0.595996392273151,0.492,0.054,7.18434457086808e-54
"PRDX1",4.9586413390394e-58,-0.711151045758813,0.836,0.957,1.31329615864458e-53
"SPON2",5.06497809754161e-58,0.885188186758891,0.567,0.113,1.34145944913389e-53
"RAP1B",5.32031722935584e-58,1.24842424010376,0.838,0.63,1.4090860181949e-53
"TBC1D24",8.52592532686775e-58,-0.782789309758807,0.19,0.688,2.25809132282092e-53
"FXYD3",1.18976213634864e-57,-0.983678771967257,0.462,0.826,3.15108501811937e-53
"TPD52L1",1.37968909794178e-57,-0.579937490303858,0.042,0.504,3.65410657589882e-53
"DUSP6",1.53003747678469e-57,1.38063237573854,0.805,0.494,4.05230425726425e-53
"LMO7",1.58119746838138e-57,-1.07135419513451,0.584,0.914,4.18780149500809e-53
"TMEM125",2.01052362115712e-57,-0.91874950688438,0.481,0.885,5.32487181063464e-53
"GNS",3.7430055874973e-57,1.20106128261999,0.814,0.524,9.9133502984866e-53
"IFITM1",4.46933262335206e-57,1.01521494618342,0.904,0.765,1.18370274529479e-52
"SLC35E3",6.47089321935113e-57,0.952352807062192,0.687,0.239,1.71381606914515e-52
"ARL4A",8.29322750530708e-57,1.37789565722425,0.818,0.553,2.19646130478058e-52
"NUPR1",2.80796774396202e-56,-0.750480457789067,0.315,0.81,7.43690256988342e-52
"PGC",3.25029817266451e-56,-1.9452883211247,0.033,0.488,8.60841471030195e-52
"DYRK2",4.86033546514288e-56,0.958678830506985,0.648,0.19,1.28725984794309e-51
"VSTM2L",8.265188229559e-56,0.398117496917795,0.602,0.144,2.1890351025987e-51
"TP53I11",1.01122749524011e-55,-0.816191402914274,0.383,0.817,2.67823602114342e-51
"VEPH1",1.47851655571248e-55,-0.544820488926555,0.046,0.512,3.91585109780451e-51
"NGFRAP1",3.34800139439402e-55,-0.576775222268422,0.427,0.864,8.86718169305256e-51
"PYGB",5.63688282654976e-55,-0.582099994441678,0.223,0.711,1.4929284166117e-50
"CA9",9.95175985011752e-55,0.990907405657487,0.403,0.018,2.63572359630362e-50
"MRPL14",1.76224011559806e-54,-0.914356202373299,0.604,0.898,4.66729294616146e-50
"SRRM2",1.85284662840686e-54,-0.883862346644583,0.744,0.971,4.90726429533557e-50
"C3",4.46198394899927e-54,-1.25317902330653,0.322,0.745,1.18175644889246e-49
"EFNA5",5.28244831048489e-54,0.795467479073034,0.716,0.26,1.39905643503192e-49
"DDIT4",5.38523883911542e-54,1.75207550437443,0.7,0.291,1.42628050653972e-49
"CACNA2D2",7.53922889677678e-54,-0.429053506103187,0.094,0.575,1.99676477331133e-49
"NFIX",8.74840317725703e-54,-0.355103038054776,0.249,0.745,2.31701458149653e-49
"IFT57",1.7291622539176e-53,-1.14001352543936,0.462,0.842,4.57968622950077e-49
"TSPAN1",2.11377964434094e-53,0.899177782048159,0.788,0.379,5.59834538803699e-49
"MUC1",4.02421839765507e-53,-0.688620377008874,0.836,0.98,1.06581424261894e-48
"TPPP3",9.24215898607377e-53,-0.751246420712095,0.12,0.578,2.44778580746164e-48
"FAM3C",1.14195805088208e-52,1.0188000696099,0.757,0.454,3.0244758977612e-48
"MECOM",4.02134899624121e-52,-0.452474890068895,0.311,0.794,1.06505428165448e-47
"PLXNA2",5.06869027351785e-52,-0.727509244331786,0.228,0.697,1.3424426189412e-47
"GNG4",5.2703944632898e-52,0.586045121121724,0.389,0.02,1.3958639736023e-47
"HLA-B",1.47861993778327e-51,-1.01571024815356,0.934,0.991,3.91612490521898e-47
"EFNA1",1.71781147356618e-51,-1.21982322761128,0.735,0.944,4.54962368774002e-47
"GPR132",1.86294269386246e-51,0.635229601138901,0.584,0.14,4.93400372469474e-47
"CYBRD1",2.57976868137885e-51,-0.589355653040861,0.212,0.684,6.83251735263189e-47
"TFF3",2.97624300038774e-51,0.555847115261552,0.74,0.28,7.88257958652694e-47
"PIP4K2C",3.68409842473404e-51,0.85953511433847,0.759,0.39,9.7573346779081e-47
"AGER",3.71653096326722e-51,-2.00581971850031,0.057,0.478,9.84323225621324e-47
"YPEL3",4.82044737163153e-51,-0.676411649583791,0.422,0.828,1.27669548637661e-46
"MB",5.45612097530841e-51,0.620665936771085,0.381,0.016,1.44505364031043e-46
"SCPEP1",5.84581374051387e-51,-1.02074063105964,0.374,0.811,1.5482637691751e-46
"PEBP4",6.94701601526359e-51,-0.712008535376599,0.024,0.442,1.83991719164256e-46
"TNFAIP2",1.22914003643929e-50,1.20970511826211,0.687,0.253,3.25537738650945e-46
"TNS1",2.00234640994069e-50,-0.560946258037499,0.354,0.81,5.30321446672791e-46
"SLC25A37",2.25766127372414e-50,1.51489239972481,0.801,0.517,5.97941588345839e-46
"TPM1",2.60537700405173e-50,1.17450857145888,0.858,0.645,6.90034099523102e-46
"PCSK1N",2.80361755326382e-50,0.780286447963418,0.663,0.251,7.42538108981924e-46
"CLIC2",2.94990466160791e-50,-0.499235564996683,0.057,0.487,7.81282249626856e-46
"P3H2",5.47131703615817e-50,-0.489630040648495,0.037,0.452,1.44907831702649e-45
"MON2",6.75984254989449e-50,1.06167585776776,0.777,0.424,1.79034429933956e-45
"CLDN18",9.21019907425845e-50,-2.04219704682674,0.033,0.442,2.43932122481735e-45
"CTSC",1.02305030049653e-49,1.49526032369499,0.834,0.718,2.70954872086507e-45
"DHCR24",1.6561229227129e-49,-0.771493298057327,0.449,0.856,4.38624156080511e-45
"FAM184A",2.48739373852701e-49,-0.49837320395475,0.138,0.58,6.58786231648879e-45
"DEGS2",3.48745490175935e-49,-0.839863144282081,0.088,0.533,9.23652430730965e-45
"AHCYL2",3.49973480532904e-49,-0.494329747319058,0.199,0.643,9.26904763191395e-45
"LOC100506844",4.33251356124826e-49,0.492669936904032,0.615,0.18,1.1474662166966e-44
"CXCL6",4.43778110301665e-49,0.674603628109887,0.346,0.005,1.17534632513396e-44
"LLPH",5.30621300888053e-49,0.916723506409851,0.805,0.549,1.40535051540201e-44
"GSPT1",7.22691488360009e-49,-0.705977094713949,0.597,0.932,1.91404840692148e-44
"ATF7IP2",9.9712106860234e-49,-0.448662838425503,0.136,0.582,2.6408751501933e-44
"PLAU",1.80302649759799e-48,1.01531332079695,0.425,0.047,4.77531567888828e-44
"CLIC6",1.86512653390181e-48,-0.62299869698133,0.335,0.781,4.93978762503894e-44
"STS",2.0352724125856e-48,0.622355384433274,0.527,0.124,5.39041898473296e-44
"ABCA1",2.79469821198901e-48,-0.572794386098028,0.193,0.632,7.40175821445288e-44
"METTL21B",4.40374132167116e-48,0.74692350761366,0.602,0.178,1.16633088904461e-43
"XRCC6BP1",5.30884948294333e-48,0.722758362896588,0.602,0.199,1.40604878555754e-43
"CLN3",1.14192459712481e-47,-0.725440983114424,0.304,0.738,3.02438729548505e-43
"ITGA2",1.44339913486875e-47,0.729826064796431,0.604,0.176,3.82284260869987e-43
"UACA",1.7817404196958e-47,0.734192819574805,0.49,0.093,4.71893950156432e-43
"CNTNAP2",4.57765954187107e-47,0.374791700731286,0.379,0.027,1.21239312966455e-42
"LRRN4",1.40921925592593e-46,-0.69777775598163,0.048,0.447,3.73231719931982e-42
"TFCP2L1",1.47516315957121e-46,-0.569267336530499,0.225,0.654,3.90696962812435e-42
"FAM46B",1.77556773847944e-46,-0.657425662133838,0.114,0.548,4.70259115536279e-42
"CXADR",2.09872507123029e-46,1.32498957711789,0.823,0.713,5.55847335115342e-42
"GLS",2.18407936315552e-46,-0.591360434951083,0.51,0.865,5.78453419331739e-42
"QPRT",2.24656740847134e-46,-0.405764561224572,0.088,0.531,5.95003378133634e-42
"LAMA3",2.40861488644107e-46,-0.459345682356156,0.061,0.476,6.37921652673918e-42
"SLC14A1",3.15375973859485e-46,0.68963489279675,0.328,0.005,8.35273266766845e-42
"CSF1",3.79003857572042e-46,0.899663912220642,0.637,0.253,1.00379171677955e-41
"CIB1",6.40268042531235e-46,0.910303390946261,0.875,0.759,1.69574991064398e-41
"TFAP2D",7.94911624536401e-46,0.430169963633002,0.322,0.004,2.10532343758466e-41
"TGFBI",1.08061877431957e-45,1.12004992717004,0.687,0.311,2.86201882378539e-41
"ACP5",1.087159477182e-45,-0.498234518657527,0.046,0.438,2.87934187531652e-41
"C1orf198",1.67453508791302e-45,-0.565047832971587,0.348,0.781,4.43500618033764e-41
"CNR1",1.77620219735864e-45,0.495009621053556,0.348,0.016,4.70427151970435e-41
"MIF-AS1",2.64018989273804e-45,0.277171040491367,0.891,0.707,6.9925429309167e-41
"PROX1",3.00382036384122e-45,0.401617030895456,0.359,0.022,7.95561823363346e-41
"TUFM",3.17073386563552e-45,-0.787485315457013,0.593,0.903,8.39768864313567e-41
"PDXDC1",4.0083658013126e-45,-0.473809505644711,0.427,0.858,1.06161568247764e-40
"ERP27",1.12119520208503e-44,1.31302323546662,0.6,0.235,2.9694854927222e-40
"TFPI2",1.14151851582624e-44,0.775222113716284,0.473,0.095,3.02331178916578e-40
"FTL",1.236910730833e-44,-0.448960615405819,0.95,0.98,3.2759580706112e-40
"TACC1",1.50868031820694e-44,-0.536127108088269,0.291,0.716,3.99573982277107e-40
"GCNT3",4.2117410337097e-44,0.974157081713304,0.47,0.097,1.11547961277801e-39
"GADD45A",4.80421436074627e-44,1.14163105305007,0.72,0.399,1.27239617344365e-39
"NQO1",5.29766070087771e-44,-0.717255578754343,0.278,0.718,1.40308543662746e-39
"SULT1A1",5.86936854054252e-44,-0.470010614011385,0.162,0.601,1.55450225796269e-39
"TBK1",1.26917119087769e-43,0.704812480439255,0.689,0.296,3.36139989903957e-39
"GDF15",1.34888263552955e-43,-1.16591234130117,0.453,0.851,3.57251566020001e-39
"CRABP2",1.40149821400676e-43,-0.577494307282843,0.123,0.539,3.71186801979691e-39
"PALM3",1.79875954500058e-43,-0.336291868917297,0.013,0.373,4.76401465493402e-39
"DSTN",2.7395892893272e-43,-0.589534306790839,0.79,0.969,7.2558022327831e-39
"RGS17",4.02064043177127e-43,0.469872869765149,0.339,0.018,1.06486661835462e-38
"MIR205HG",4.40133790949874e-43,0.353880969692741,0.462,0.084,1.16569434533074e-38
"PRSS23",5.20767728560588e-43,0.911111031235023,0.573,0.189,1.37925332909272e-38
"SIPA1L2",5.83860558318937e-43,0.469901200655459,0.532,0.138,1.5463546887077e-38
"CYP4Z2P",5.92154298712102e-43,-0.344388225305231,0.011,0.363,1.568320660139e-38
"PRR15L",6.16906061384262e-43,-0.557903999224473,0.23,0.673,1.63387570357622e-38
"MBNL1",7.64049037646105e-43,-0.283464979848152,0.449,0.817,2.02358387620571e-38
"SULT1A2",1.62318707403487e-42,-0.503727194241088,0.077,0.463,4.29901096558136e-38
"ARSE",1.81320721598185e-42,0.809345958952114,0.516,0.144,4.80227931152792e-38
"PDLIM2",1.82502223020012e-42,-0.55989676291246,0.057,0.442,4.83357137668503e-38
"LIMCH1",2.89982216023259e-42,-0.797749606764806,0.532,0.846,7.680178991376e-38
"SLFN11",3.82412532126474e-42,0.41045628304125,0.425,0.072,1.01281959133697e-37
"STEAP1",8.20832361911673e-42,0.67933106497996,0.503,0.136,2.17397451052307e-37
"BMPR1B",1.21207247021112e-41,0.317384270231173,0.392,0.045,3.21017393735415e-37
"FRS2",1.5140064595773e-41,0.634360526254794,0.731,0.37,4.00984610819048e-37
"CPNE2",1.60250061957476e-41,-0.434591370962706,0.105,0.503,4.24422289094375e-37
"STEAP2",1.96089452790504e-41,0.538205480500358,0.503,0.122,5.19342915715649e-37
"TMEM219",1.97205759381127e-41,-0.627343435732012,0.595,0.876,5.22299453720916e-37
"AKAP12",2.00157422432049e-41,0.642062095811861,0.409,0.065,5.30116933311282e-37
"LRRN1",2.01226043937635e-41,0.434928644102032,0.392,0.05,5.32947177368826e-37
"TMPRSS3",2.0434513392699e-41,0.862790052051444,0.626,0.239,5.41208087205633e-37
"FGFR1",2.28082824369286e-41,-0.4117680855473,0.05,0.422,6.04077360342053e-37
"SEZ6L2",4.14174058001404e-41,-0.285997011504008,0.09,0.492,1.09693999261672e-36
"TXNDC11",4.72037473840563e-41,-0.397866621358047,0.298,0.713,1.25019124946673e-36
"ATP6V0D1",5.83098142419599e-41,-0.655530354444284,0.418,0.786,1.54433543019831e-36
"STMN3",6.30251855107775e-41,0.372999329267763,0.431,0.079,1.66922203825294e-36
"ITGA1",7.08460898129762e-41,0.427308177287378,0.383,0.05,1.87635868869667e-36
"ALDH2",9.25534250718624e-41,-0.729225549227809,0.602,0.889,2.45127746302828e-36
"SERPINE1",9.52213922519324e-41,0.89326283156888,0.344,0.029,2.52193857379243e-36
"RNF212",1.05082065228196e-40,-0.329784915197962,0.037,0.399,2.78309849756877e-36
"SCTR",1.10708273302359e-40,-0.606773370414935,0.02,0.363,2.93210861841299e-36
"RAB29",1.46130843797207e-40,-0.268122548687454,0.079,0.465,3.87027539796903e-36
"CDC42EP1",1.47293443095374e-40,0.748796617904035,0.759,0.51,3.90106684038098e-36
"FLJ32255",2.02525934673271e-40,0.711378633891997,0.761,0.399,5.36389937982158e-36
"LARP4B",2.2538159615492e-40,-0.402556388893901,0.427,0.785,5.96923157416305e-36
"RHOV",2.69401787365397e-40,0.57138748120109,0.44,0.083,7.13510633837254e-36
"SH3RF1",2.86550851842124e-40,-0.32013964613941,0.313,0.732,7.58929931103865e-36
"CEACAM6",2.94746666787342e-40,0.879621571509752,0.934,0.853,7.80636546986274e-36
"PHGDH",3.02319743218657e-40,0.902379488757944,0.457,0.102,8.00693839914614e-36
"LRRK2",3.97215924779144e-40,-0.467644261969914,0.039,0.397,1.05202637677756e-35
"C16orf89",4.19650165972478e-40,-1.074955211137,0.545,0.826,1.11144346457811e-35
"TMEM123",4.52676691846973e-40,0.892920097614143,0.836,0.628,1.19891421835671e-35
"TP53BP2",5.71607635713161e-40,-0.550570777175905,0.263,0.654,1.51390282318631e-35
"GGTLC1",6.60527111326972e-40,-0.517082928633649,0.07,0.443,1.74940605434948e-35
"C1orf210",1.07651475465864e-39,-0.398053444886367,0.217,0.637,2.8511493277134e-35
"SPINT1",1.55846336282476e-39,0.965954300797685,0.899,0.788,4.12759021644137e-35
"BCL2L15",1.83475242380504e-39,0.484538225745608,0.492,0.14,4.85934179444765e-35
"CD99",1.93235855684928e-39,0.844605931646622,0.713,0.481,5.11785163781531e-35
"HERPUD1",1.96395935859112e-39,-0.549066636119113,0.545,0.88,5.20154636122859e-35
"DUSP23",1.98001499036233e-39,0.873305162479043,0.827,0.722,5.24406970197463e-35
"MTHFR",2.23028549326037e-39,-0.427502551244018,0.23,0.673,5.9069111289001e-35
"UBTD1",2.23290227010217e-39,-0.317841414270239,0.155,0.553,5.91384166236559e-35
"DST",3.10964895834829e-39,0.705019923872342,0.595,0.199,8.23590526618543e-35
"ACADVL",4.28504145083559e-39,-0.556455116085007,0.407,0.785,1.13489322825381e-34
"HSPB8",4.3827154528585e-39,-0.297798806440198,0.044,0.395,1.16076218768957e-34
"CX3CL1",5.50371729354304e-39,0.357794711089807,0.341,0.032,1.45765952519487e-34
"PENK",7.31165592188114e-39,0.587330613345872,0.295,0.011,1.93649207091022e-34
"NFATC3",7.87263777933515e-39,-0.495721386082889,0.435,0.797,2.08506811585691e-34
"N4BP1",9.46924805394111e-39,-0.410949595810124,0.247,0.65,2.5079303470863e-34
"ICAM4",1.03566852007092e-38,-0.50647508251403,0.243,0.639,2.74296807540783e-34
"CAV1",1.19080888103641e-38,-1.39335085768026,0.182,0.546,3.15385732142494e-34
"PLEKHA5",1.69771419790436e-38,0.784263522607232,0.79,0.555,4.49639605314969e-34
"TNFSF10",2.50741997569963e-38,0.806509853506836,0.882,0.752,6.64090180564047e-34
"BTG2",4.50588653005494e-38,-0.5458817827823,0.527,0.864,1.19338404748505e-33
"PXDN",4.75510806523431e-38,0.650434386855585,0.606,0.232,1.25939037107731e-33
"EPS8",5.12615710992963e-38,0.917526861134838,0.86,0.666,1.35766271056486e-33
"IL6R",7.39731859964096e-38,-0.397618793782909,0.245,0.654,1.95917983111491e-33
