"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"DKK1",0,4.14473108706588,0.686,0.032,0,"grouped_pd","DKK1"
"UBD",0,3.88470501697869,0.794,0.082,0,"grouped_pd","UBD"
"GPR87",0,3.38045058974145,0.784,0.039,0,"grouped_pd","GPR87"
"IGFBP3",0,2.89620048964064,0.824,0.168,0,"grouped_pd","IGFBP3"
"CRABP2",0,2.40155140998008,0.863,0.26,0,"grouped_pd","CRABP2"
"LY6K",0,2.05473358499692,0.86,0.136,0,"grouped_pd","LY6K"
"PGD",0,2.02945079718288,0.959,0.665,0,"grouped_pd","PGD"
"KYNU",0,1.99943888568656,0.82,0.095,0,"grouped_pd","KYNU"
"CAPG",0,1.87815794178819,0.942,0.474,0,"grouped_pd","CAPG"
"FHL2",0,1.86993253393532,0.851,0.187,0,"grouped_pd","FHL2"
"ALDOA",0,1.55948570147206,0.997,0.948,0,"grouped_pd","ALDOA"
"TMSB10",0,1.27839583013985,0.999,0.978,0,"grouped_pd","TMSB10"
"FXYD3",9.58468563128689e-304,1.48490737589841,0.978,0.784,2.53850398944633e-299,"grouped_pd","FXYD3"
"TAP1",1.61223788512692e-303,1.80320569882123,0.927,0.525,4.27001203875864e-299,"grouped_pd","TAP1"
"ASS1",1.97331912397646e-299,2.26265253853472,0.921,0.506,5.22633569985164e-295,"grouped_pd","ASS1"
"RGS10",5.9367314565319e-292,2.5863379218097,0.724,0.125,1.57234332626247e-287,"grouped_pd","RGS10"
"ARNTL2",8.23873681245382e-287,2.19941485165083,0.74,0.131,2.18202944477839e-282,"grouped_pd","ARNTL2"
"PPIA",3.78571937295027e-285,0.884790397101779,0.996,0.957,1.00264777592588e-280,"grouped_pd","PPIA"
"IDO1",1.10318045390751e-284,2.28065694264808,0.738,0.139,2.92177343217404e-280,"grouped_pd","IDO1"
"ARPC2",4.1922341139618e-284,1.05259128103462,0.99,0.813,1.11031320508278e-279,"grouped_pd","ARPC2"
"ZFP36L1",5.57687190140756e-276,-1.7537513131495,0.922,0.962,1.47703452308779e-271,"grouped_pd","ZFP36L1"
"FXYD5",1.49995517699837e-275,1.54969378813119,0.913,0.42,3.97263128628019e-271,"grouped_pd","FXYD5"
"PYCARD",4.55112194581372e-274,1.39715148704879,0.908,0.388,1.20536464734876e-269,"grouped_pd","PYCARD"
"GJB2",1.01477375513307e-268,2.65805018490504,0.65,0.066,2.68762829046993e-264,"grouped_pd","GJB2"
"NCCRP1",2.63763756306966e-267,3.74911436368691,0.591,0.024,6.98578308579e-263,"grouped_pd","NCCRP1"
"FAM83A",1.91923122153025e-266,1.84375443358909,0.809,0.208,5.08308389022286e-262,"grouped_pd","FAM83A"
"GJB3",1.53397124307878e-264,2.36110839310016,0.671,0.072,4.06272283729415e-260,"grouped_pd","GJB3"
"HLA-F",1.50548582431988e-263,1.30530817375287,0.946,0.646,3.98727920571121e-259,"grouped_pd","HLA-F"
"AVPI1",3.98704781207726e-263,1.96002300943621,0.852,0.313,1.05596961302866e-258,"grouped_pd","AVPI1"
"RNASE1",1.49994562148553e-262,-3.15349725620655,0.18,0.692,3.97260597850444e-258,"grouped_pd","RNASE1"
"ALOX5",1.59113083847032e-262,4.72514521863299,0.586,0.03,4.21411002568863e-258,"grouped_pd","ALOX5"
"TYMP",1.80125425815903e-262,1.3601496592649,0.95,0.772,4.77062190273419e-258,"grouped_pd","TYMP"
"NCK1",6.70453060137283e-262,1.47871820589382,0.847,0.31,1.77569492977359e-257,"grouped_pd","NCK1"
"HN1",4.61095955205759e-261,1.18783584014807,0.974,0.701,1.22121263736245e-256,"grouped_pd","HN1"
"PSMB9",7.00608069321474e-260,1.1855187105515,0.96,0.631,1.85556047159792e-255,"grouped_pd","PSMB9"
"UCK2",7.57858710276529e-260,1.97118671324464,0.683,0.095,2.00718879416739e-255,"grouped_pd","UCK2"
"C20orf24",1.71233234261693e-257,1.08075462994964,0.949,0.654,4.53511220942095e-253,"grouped_pd","C20orf24"
"UQCRFS1",2.33982670250013e-256,1.04342735184185,0.964,0.703,6.19703102157159e-252,"grouped_pd","UQCRFS1"
"KRT19",1.7814856340957e-251,1.07140587391853,0.989,0.94,4.71826470190247e-247,"grouped_pd","KRT19"
"PDLIM5",4.82101988161112e-251,1.2056306093248,0.934,0.478,1.27684711564471e-246,"grouped_pd","PDLIM5"
"RAP2B",4.81349001093474e-250,1.90615755944427,0.939,0.55,1.27485282939607e-245,"grouped_pd","RAP2B"
"VDAC2",8.15740830764274e-248,1.03992347441142,0.967,0.729,2.16048959027918e-243,"grouped_pd","VDAC2"
"BIRC3",1.0067345549799e-247,1.80449574049405,0.845,0.372,2.66633646886427e-243,"grouped_pd","BIRC3"
"TK1",1.37520172952789e-247,1.78859126684738,0.735,0.189,3.64222178065461e-243,"grouped_pd","TK1"
"C16orf89",2.30144073568526e-247,-3.2702470338,0.109,0.614,6.09536578846242e-243,"grouped_pd","C16orf89"
"DMKN",2.84361274768393e-247,-2.12188091947703,0.253,0.749,7.5313083622409e-243,"grouped_pd","DMKN"
"NENF",2.26120366105101e-244,1.11579237830549,0.955,0.754,5.9887978962936e-240,"grouped_pd","NENF"
"CBLC",1.41853496950755e-243,1.51847931594189,0.734,0.143,3.75698986674075e-239,"grouped_pd","CBLC"
"LDHA",1.73159071309443e-242,1.75917955074413,0.984,0.824,4.5861180036306e-238,"grouped_pd","LDHA"
"CSF2RA",2.97883431924959e-242,2.76601153337991,0.593,0.054,7.88944269453254e-238,"grouped_pd","CSF2RA"
"TXN",6.67835946190259e-242,1.07525326271029,0.994,0.882,1.7687635034849e-237,"grouped_pd","TXN"
"COMTD1",1.12277017623759e-241,1.1147849043205,0.847,0.255,2.97365681176525e-237,"grouped_pd","COMTD1"
"TACSTD2",1.15649223919429e-241,1.33123048371963,0.98,0.934,3.06296969550608e-237,"grouped_pd","TACSTD2"
"CASP1",2.82605413270026e-240,1.54285534270826,0.795,0.274,7.48480437045663e-236,"grouped_pd","CASP1"
"CYP4B1",2.02287728571901e-239,-3.07353125589607,0.059,0.543,5.3575904912268e-235,"grouped_pd","CYP4B1"
"HTATIP2",2.65849953784224e-239,1.39229910532998,0.902,0.523,7.04103602597516e-235,"grouped_pd","HTATIP2"
"VIM",3.77350826539066e-239,-2.60968243628997,0.176,0.682,9.99413664088717e-235,"grouped_pd","VIM"
"ERO1A",2.518551384712e-237,2.53027517295618,0.925,0.629,6.67038334240974e-233,"grouped_pd","ERO1A"
