"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"RPS4Y1",3.8442021583302e-52,1.05394122487209,0.787,0,1.01813694163375e-47
"TGM2",4.46339911838883e-48,1.74667195175737,0.787,0.034,1.18213125650528e-43
"MUC5B",4.46818905631698e-39,1.71853690167423,0.677,0.044,1.18339987156555e-34
"EDIL3",9.01681540736308e-39,0.755846446170111,0.695,0.034,2.38810356064011e-34
"HLA-DQA2",7.80332581327472e-38,-0.997152696165376,0.037,0.744,2.06671084164581e-33
"IFI44L",1.23414177094025e-37,1.23718362624138,0.774,0.133,3.26862448033524e-33
"GSTM1",1.49265819543405e-37,0.488875731384009,0.616,0.005,3.95330523060708e-33
"CD38",7.10693679812496e-37,0.928535946866888,0.622,0.015,1.8822722109834e-32
"ERAP2",7.19276185016147e-37,0.556221743504034,0.701,0.054,1.90500297601527e-32
"WARS",7.90949604811796e-37,2.23822212255556,0.902,0.458,2.09483002834404e-32
"CALD1",3.80974160568278e-36,0.410960996121382,0.598,0.005,1.00901006426508e-31
"RARRES3",8.24268811024263e-36,1.72104113435786,0.902,0.532,2.18307594599776e-31
"S100A9",1.15700452412854e-35,1.29797260329988,0.591,0.005,3.06432648215443e-31
"HLA-A",2.98238401849971e-35,1.49070183292338,0.994,0.97,7.89884407299649e-31
"GBP1",7.88147249789794e-35,1.51231032713503,0.695,0.089,2.08740799106827e-30
"TMSB4X",9.3051243406039e-35,-1.3269107061976,0.994,0.995,2.46446218160894e-30
"RN7SK",3.14831296210139e-33,-0.918307852847164,0.39,0.941,8.33830688012553e-29
"CXCL2",5.60992184730991e-33,2.78828142764326,0.75,0.212,1.48578780126003e-28
"CXCL3",5.63905459091622e-33,1.79530520881544,0.604,0.034,1.49350360840416e-28
"PAX8-AS1",6.34537236601426e-33,0.452352876560722,0.573,0.015,1.68057187113888e-28
"ANXA2",6.65532755543611e-33,1.44127577557809,0.988,0.867,1.76266350305725e-28
"C16orf54",7.8724390012369e-33,-0.504305283884991,0.037,0.66,2.08501546947759e-28
"CMBL",8.21775625238732e-33,-0.845441327535837,0.177,0.793,2.17647274344478e-28
"RHOBTB3",1.67152932861939e-32,0.528654962631427,0.652,0.074,4.42704542684847e-28
"HMOX1",2.49072988979036e-32,1.1359643196667,0.604,0.039,6.59669811310976e-28
"AZGP1",3.48269287303624e-32,-0.981454728875939,0.079,0.719,9.22391207423647e-28
"SUSD2",4.66083652018841e-32,-1.30909783697582,0.244,0.842,1.2344225523719e-27
"SRRM2",1.94488438955601e-31,-1.30760611959182,0.957,0.98,5.15102630573908e-27
"GBP3",2.72646724536829e-31,0.649421324970647,0.628,0.059,7.22104849935793e-27
"ANXA1",1.3248080169167e-30,1.65032563908975,0.872,0.562,3.50875403280387e-26
"CRTAC1",5.443932395978e-30,-1.16754093225953,0.061,0.65,1.44182549507477e-25
"CFI",8.03491540809665e-30,1.04348650977501,0.774,0.236,2.1280473458344e-25
"NDNF",8.64984310149905e-30,0.517740123183897,0.549,0.02,2.29091094543202e-25
"GBP4",9.88565190965929e-30,0.814410295258555,0.537,0.015,2.61821490827326e-25
"IRX3",1.88654609929046e-29,-0.585637986255437,0.366,0.862,4.99651734397079e-25
"SFTPA1",2.14399593016301e-29,3.90176418275247,0.707,0.222,5.67837322103672e-25
"EIF1AY",9.50665451569639e-29,0.29957081289891,0.488,0,2.51783744848219e-24
"HLA-DRB6",9.65533365974496e-29,-0.799458900147767,0.646,0.828,2.55721511978345e-24
"SFTPA2",1.23278222037263e-28,3.8935131095691,0.762,0.315,3.26502371065691e-24
"RRBP1",1.42015083349059e-28,-0.955536586484966,0.872,0.966,3.76126948249983e-24
"HTRA1",1.75065248193956e-28,1.0213173539883,0.652,0.113,4.63660309841692e-24
"MMP7",5.63610678904935e-28,1.64130733342678,0.884,0.389,1.49272288307972e-23
"ZDHHC11",1.00313769646325e-27,-0.718358640592632,0.104,0.67,2.65681018908291e-23
"CSF1",4.17664472130364e-27,0.862455911558657,0.61,0.103,1.10618435443727e-22
"ADGRF1",4.81109857168715e-27,0.496386283862368,0.659,0.128,1.27421945671134e-22
"GOLM1",5.19678850576796e-27,0.844895370180867,0.841,0.389,1.37636943575264e-22
"CEACAM5",5.73367060477847e-27,-1.33543127958624,0.128,0.709,1.51856265967558e-22
"APOL6",5.99090326777529e-27,0.613352354222237,0.811,0.296,1.58669073047029e-22
"RPSA",7.61485430289357e-27,0.864810191567487,0.982,0.882,2.01679416212136e-22
"SAMD9L",9.72298098644511e-27,0.553116332069486,0.53,0.044,2.57513151425999e-22
"CLIC6",1.1098638905912e-26,-0.742279891552055,0.165,0.754,2.9394745142308e-22
"HPGD",1.16937637215782e-26,1.24618949121406,0.707,0.227,3.09709332165999e-22
"ITPR2",1.76324157560882e-26,-0.98621510225335,0.341,0.808,4.66994531299995e-22
"CXCL8",1.9757694425926e-26,1.69454074921561,0.476,0.01,5.23282536870649e-22
"FGG",2.78460627478932e-26,3.31816790391351,0.451,0,7.37502971877952e-22
"PITX1",3.03501514746872e-26,0.416265923538187,0.482,0.015,8.03823761807091e-22
"NT5E",3.48691992398331e-26,-0.967570135516912,0.177,0.69,9.23510741866979e-22
"HOXC10",3.57639063472819e-26,-0.298880607286103,0.049,0.581,9.47207059607761e-22
"CNDP2",6.08100169294285e-26,0.955637398655056,0.878,0.483,1.61055329837591e-21
"TKT",6.84093731557598e-26,1.29050732177917,0.909,0.842,1.8118222480303e-21
"HP1BP3",6.96839557469286e-26,-0.809901909477089,0.78,0.975,1.84557956795741e-21
"EREG",7.05194101526693e-26,1.14866827151584,0.445,0,1.86770657789345e-21
"HLA-C",7.21163915491918e-26,1.19053035815997,0.994,0.951,1.91000263018035e-21
"CCDC109B",7.84863217842137e-26,0.401173199893079,0.561,0.059,2.0787102324549e-21
"HLA-B",9.24073225319953e-26,1.14868674367426,0.994,0.985,2.44740793725989e-21
"LAP3",3.92880066709708e-25,1.29017118095162,0.835,0.532,1.04054285668066e-20
"EMP2",4.36813078337788e-25,-0.872325477826757,0.951,0.975,1.15689943797763e-20
"NOD1",4.91685940047923e-25,-1.03240714044884,0.341,0.793,1.30223021221692e-20
"FAM129A",5.06338324456874e-25,-0.925735639588752,0.146,0.645,1.34103705232403e-20
"LY6E",5.31355046901211e-25,1.21571880554492,0.945,0.847,1.40729384171786e-20
"BIRC3",5.37280868723782e-25,0.875880175834474,0.744,0.232,1.42298838081494e-20
"WNK1",8.2734677931592e-25,-0.863108226168532,0.646,0.911,2.19122794501821e-20
"JUN",1.14759156265929e-24,-1.23922181795687,0.896,0.956,3.03939625370312e-20
"SCNN1B",1.6321127598816e-24,-1.00998289423474,0.421,0.837,4.32265064454642e-20
"CD44",1.6632525395367e-24,-1.10812879743957,0.671,0.911,4.40512435096294e-20
"METTL7B",1.74764777764209e-24,0.434182505326893,0.463,0.02,4.62864513908509e-20
"FLJ32255",1.82142661360084e-24,-0.487395022630145,0.049,0.567,4.82404838612182e-20
"SPINK1",1.88498536040546e-24,1.18139719498619,0.671,0.143,4.99238372703385e-20
"RARRES2",2.51491606591058e-24,-0.861035303465914,0.171,0.655,6.66075520056416e-20
"C1R",3.18559594855918e-24,1.35389100084051,0.762,0.34,8.437050869759e-20
"TFPI",3.20002134649109e-24,1.39128067407776,0.896,0.768,8.47525653618165e-20
"HLA-F",3.24912163432566e-24,1.08874391778386,0.951,0.764,8.60529864851152e-20
"UBD",3.40417022568182e-24,1.24930490605042,0.439,0.01,9.01594484271829e-20
"LGALS9",4.23787381705674e-24,0.755261913611301,0.829,0.542,1.12240088044748e-19
"ZNF385B",4.29740663626717e-24,0.379919918703531,0.61,0.089,1.13816814761536e-19
"NRP1",4.51597338587495e-24,0.652407620866227,0.671,0.167,1.19605555124898e-19
"H2AFY2",4.80996066286744e-24,0.339318469894093,0.53,0.054,1.27391808156044e-19
"LTBP3",6.03277334097771e-24,-0.933331839315522,0.378,0.813,1.59778001935795e-19
"GPX2",6.63438746548381e-24,0.728919583533503,0.463,0.025,1.75711752023339e-19
"CLEC2B",6.82837930538882e-24,0.371041358784804,0.415,0,1.80849625903223e-19
"KRT8",7.79428813410571e-24,1.24858170416243,0.976,0.897,2.0643172123179e-19
"TLE1",1.46274142914763e-23,0.338998135892968,0.598,0.099,3.87407067509749e-19
"CCL2",1.52785417215782e-23,0.902554177107232,0.488,0.039,4.04652177496e-19
"PLA2G16",1.59185274379032e-23,0.560143036433181,0.848,0.424,4.21602199192866e-19
"XIST",1.65339552416153e-23,-0.725818880552489,0.061,0.581,4.37901804574182e-19
"DDIT4",1.92094781134355e-23,0.94772985834229,0.707,0.192,5.08763027834338e-19
"PSMB8",2.26219511347867e-23,0.897471852270702,0.957,0.734,5.99142375804826e-19
"C15orf48",2.32850727935432e-23,0.520153407905915,0.646,0.143,6.16705152936993e-19
"FTH1",2.37985148713457e-23,0.551169726826549,1,0.966,6.30303666367591e-19
"HHLA2",2.49495606015067e-23,0.580353712671579,0.482,0.034,6.60789112530904e-19
"SFN",2.75366133984211e-23,0.346522712487697,0.774,0.389,7.29307205857182e-19
"SEZ6L2",2.87859466899924e-23,-0.578655595435664,0.256,0.739,7.62395798084448e-19
"SET",2.89752053869894e-23,0.523759342334963,0.994,0.828,7.67408314674415e-19
"IGFBP7",2.93646468677409e-23,1.38996661807979,0.591,0.103,7.77722672292117e-19
"RAMP1",4.65357696177195e-23,0.795673664603356,0.835,0.345,1.2324998583253e-18
"AREG",5.48750709409338e-23,0.841927551109008,0.683,0.192,1.45336625387063e-18
"RPS25",8.77493946450679e-23,-0.633182403995321,1,0.961,2.32404271717462e-18
"TXNRD1",9.43267997353809e-23,0.692352281736465,0.75,0.286,2.49824529099156e-18
"NPC2",9.75515117178707e-23,1.03146214821508,0.97,0.798,2.5836517878478e-18
"SDR16C5",1.04897985414326e-22,0.554008734264323,0.598,0.099,2.77822314369843e-18
"LAD1",1.14192295009531e-22,0.669239115842833,0.677,0.197,3.02438293332743e-18
"ASRGL1",1.44048350866034e-22,0.814201154190209,0.75,0.281,3.8151205726869e-18
"PPA1",1.47487870702422e-22,1.06401841339434,0.951,0.803,3.90621625555364e-18
"RCN3",1.94866874865178e-22,-0.592306600777687,0.091,0.591,5.16104918080424e-18
"ACTG1",2.42055216083143e-22,0.921101140816338,0.988,0.946,6.41083239796205e-18
"MXRA8",2.64150687738804e-22,-0.605621157692138,0.018,0.478,6.99603096476222e-18
"IFT57",3.13660293061248e-22,0.864061340822107,0.939,0.724,8.30729286172717e-18
"PTPRF",3.89496938398655e-22,-0.99189530323257,0.872,0.956,1.03158264134884e-17
