"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"SFTPA1",1.81973827952462e-144,3.20837708643222,0.982,0.295,4.81957683332096e-140,"alveolar type 2 cell","SFTPA1"
"SFTPA2",4.13151279243663e-142,3.16442519310996,0.986,0.353,1.09423116307684e-137,"alveolar type 2 cell","SFTPA2"
"SFTPC",1.33416901530983e-136,3.61529309474659,0.952,0.299,3.53354663704808e-132,"alveolar type 2 cell","SFTPC"
"SFTPB",1.43142489802953e-134,1.33601833804145,1,0.936,3.79112884243122e-130,"alveolar type 2 cell","SFTPB"
"FABP5",7.06685553197425e-123,2.4145525350798,0.97,0.266,1.87165668764338e-118,"alveolar type 2 cell","FABP5"
"LAMP3",7.10683713509054e-122,2.51299619626953,0.968,0.346,1.88224581522873e-117,"alveolar type 2 cell","LAMP3"
"NAPSA",7.35633284741794e-122,1.31690929656393,0.998,0.961,1.94832475463864e-117,"alveolar type 2 cell","NAPSA"
"MDK",4.00349511079315e-110,-3.03695124428389,0.136,0.868,1.06032568009357e-105,"alveolar type 2 cell","MDK"
"BST2",5.4493333144823e-110,-2.38234192225445,0.177,0.905,1.44325592834064e-105,"alveolar type 2 cell","BST2"
"SLPI",4.39015736047274e-108,1.67533270274834,0.998,0.882,1.1627331769212e-103,"alveolar type 2 cell","SLPI"
"CEACAM6",2.30458536172563e-103,-3.44257496331656,0.311,0.899,6.10369433053032e-99,"alveolar type 2 cell","CEACAM6"
"MS4A15",1.77524919542781e-102,-4.21902994723163,0.03,0.742,4.70174749409055e-98,"alveolar type 2 cell","MS4A15"
"CSF3R",1.06839879785709e-99,1.97399989764835,0.813,0.118,2.82965421612451e-95,"alveolar type 2 cell","CSF3R"
"ABCA3",9.19097447293318e-99,1.80919330786251,0.975,0.544,2.43422958915635e-94,"alveolar type 2 cell","ABCA3"
"CYB5A",2.2603520365497e-97,1.13650844166319,0.991,0.903,5.98654236880189e-93,"alveolar type 2 cell","CYB5A"
"SFTPD",4.40887404813883e-96,1.14927330403509,0.993,0.798,1.16769029164957e-91,"alveolar type 2 cell","SFTPD"
"IGFBP2",2.41826082795997e-95,-4.55120797337644,0.039,0.713,6.40476380285197e-91,"alveolar type 2 cell","IGFBP2"
"PEBP4",1.25291495654003e-94,1.54462958858724,0.965,0.476,3.31834526239627e-90,"alveolar type 2 cell","PEBP4"
"SDR16C5",3.87020783146263e-94,1.81946460143352,0.899,0.282,1.02502454416288e-89,"alveolar type 2 cell","SDR16C5"
"SERPINA1",5.66540730980739e-92,1.87608646552192,0.979,0.452,1.50048312600249e-87,"alveolar type 2 cell","SERPINA1"
"TAX1BP1",4.68457086312906e-89,-1.66030050524349,0.788,0.961,1.24070859309973e-84,"alveolar type 2 cell","TAX1BP1"
"CLIC6",2.4519464335638e-88,-2.74643139684677,0.152,0.796,6.49398012929372e-84,"alveolar type 2 cell","CLIC6"
"CD24",2.07192122428203e-87,-3.04778293375018,0.154,0.773,5.48748336251095e-83,"alveolar type 2 cell","CD24"
"C2",2.64574866169181e-87,1.67064935161714,0.945,0.353,7.00726533049077e-83,"alveolar type 2 cell","C2"
"RPS4Y1",2.92723289339982e-87,4.30909666114937,0.611,0.023,7.75277631816943e-83,"alveolar type 2 cell","RPS4Y1"
"CRTAC1",3.10297990131759e-86,1.53540843800235,0.945,0.32,8.21824226863963e-82,"alveolar type 2 cell","CRTAC1"
"LRRK2",5.77616727810985e-82,1.41996597884746,0.952,0.416,1.5298179036074e-77,"alveolar type 2 cell","LRRK2"
"CLDN3",6.64581550259295e-82,-1.93186062500011,0.645,0.934,1.76014423586174e-77,"alveolar type 2 cell","CLDN3"
"ACADL",2.45275971485628e-81,3.65619729348798,0.585,0.021,6.49613410479685e-77,"alveolar type 2 cell","ACADL"
"C11orf96",6.27146564344028e-81,2.06436274036277,0.85,0.252,1.66099767566516e-76,"alveolar type 2 cell","C11orf96"
"HHIP",3.57972550665074e-79,3.77635542299722,0.567,0.017,9.4809030043645e-75,"alveolar type 2 cell","HHIP"
"DUOX1",2.61665892576289e-78,1.70860055308485,0.906,0.402,6.93022116488302e-74,"alveolar type 2 cell","DUOX1"
"CAPN2",1.20338703377923e-77,-1.6708478503593,0.717,0.961,3.1871705589643e-73,"alveolar type 2 cell","CAPN2"
"MACROD2",2.01391289864534e-77,2.24153151624702,0.756,0.179,5.33384831206219e-73,"alveolar type 2 cell","MACROD2"
"RAC1",7.04645035880846e-77,-1.21654900279924,0.94,0.965,1.86625237753042e-72,"alveolar type 2 cell","RAC1"
"AQP5",1.49182397282912e-76,-2.78597079773057,0.014,0.594,3.95109579203793e-72,"alveolar type 2 cell","AQP5"
"SOX4",2.16160489347622e-74,-1.89605507681113,0.71,0.95,5.72501056037176e-70,"alveolar type 2 cell","SOX4"
"TMC5",2.56518672485133e-74,-1.98913433173196,0.756,0.944,6.79389704076874e-70,"alveolar type 2 cell","TMC5"
"NQO1",5.28368868592388e-74,-3.12574018003188,0.157,0.722,1.39938494846694e-69,"alveolar type 2 cell","NQO1"
"SCD",5.57517260292048e-73,1.62197163603548,0.906,0.408,1.47658446388349e-68,"alveolar type 2 cell","SCD"
"KRT7",1.65595802727987e-72,-1.63430625882495,0.634,0.955,4.38580483525072e-68,"alveolar type 2 cell","KRT7"
"PDGFA",2.26389486104367e-71,-2.02637271994492,0.306,0.833,5.99592553947415e-67,"alveolar type 2 cell","PDGFA"
"NPC2",6.10938936652604e-71,0.805256829286172,0.993,0.819,1.61807177372442e-66,"alveolar type 2 cell","NPC2"
"FOXQ1",5.88051335361198e-69,-2.84210923073569,0.154,0.711,1.55745396170413e-64,"alveolar type 2 cell","FOXQ1"
"CRABP2",4.21943561938797e-68,-3.76633767581682,0.028,0.563,1.1175175237949e-63,"alveolar type 2 cell","CRABP2"
"APP",1.3229514986072e-67,-1.78118198785917,0.41,0.864,3.50383704406116e-63,"alveolar type 2 cell","APP"
"MFSD4",1.52575654159168e-67,-3.30929385567425,0.037,0.575,4.04096620040555e-63,"alveolar type 2 cell","MFSD4"
"HHIP-AS1",2.10449380811743e-67,3.67931324594711,0.484,0.008,5.57375185079901e-63,"alveolar type 2 cell","HHIP-AS1"
"PTPN14",2.2764434521971e-67,-2.13898122116098,0.09,0.639,6.02916048314402e-63,"alveolar type 2 cell","PTPN14"
