"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts"
"ESRP1",3.83678799618843e-14,-0.251387027520794,0.429,0.612,1.0161733007905e-09,0.380434782608696,11,0.311428571428571,9
"MYO1E",3.86574879129603e-14,0.253133131955712,0.623,0.448,1.02384356737475e-09,0.360239162929746,11,0.32421875,8
"HIST1H3D",3.89016219191533e-14,0.366044480799273,0.208,0.066,1.03030945652878e-09,0.430493273542601,7,0.447368421052632,5
"HRASLS2",3.96843587686144e-14,0.434245562010548,0.29,0.14,1.05104024198675e-09,0.836012861736334,8,0.5375,7
"FAM46A",3.98765160471606e-14,-0.381062656632022,0.611,0.745,1.05612952750905e-09,0.326219512195122,12,0.349765258215962,8
"ADNP",4.9888801968846e-14,-0.338681842829716,0.629,0.799,1.32130492014489e-09,0.322962962962963,13,0.343544857768052,10
"BAIAP3",5.91079031548215e-14,0.272678892958769,0.253,0.107,1.56547281505545e-09,0.845018450184502,10,0.409836065573771,6
"NCOA7",5.98688108572316e-14,0.295250870352506,0.718,0.603,1.58562545555378e-09,0.374025974025974,12,0.385507246376812,9
"XRCC1",6.86240835174198e-14,0.282844676623297,0.461,0.292,1.81750885195886e-09,0.448484848484848,12,0.359281437125749,8
"VKORC1",6.97315410432155e-14,-0.304586409614933,0.623,0.755,1.84683986452956e-09,0.376681614349776,12,0.333333333333333,8
"RHBDD2",7.12812364811223e-14,0.349961043928855,0.785,0.696,1.88788354820252e-09,0.356294536817102,13,0.414572864321608,9
"CHID1",7.18532030040821e-14,0.309968440465471,0.683,0.558,1.90303208156312e-09,0.347885402455662,12,0.351097178683386,9
"MYO6",7.24625427441925e-14,-0.346119933584289,0.707,0.818,1.91917044457994e-09,0.330698287220026,12,0.335470085470085,9
"STEAP1",7.6937366343468e-14,0.272178248198139,0.322,0.159,2.03768614760675e-09,0.631884057971015,10,0.483516483516484,7
"SNTB2",7.73747190139971e-14,-0.269590981343339,0.335,0.503,2.04926943308571e-09,0.328690807799443,11,0.440972222222222,7
"LIF",7.99339353474244e-14,0.292494745325696,0.174,0.045,2.11705027767653e-09,0.486631016042781,8,0.807692307692308,3
"DYNLT1",8.134814016855e-14,0.688736044567779,0.834,0.788,2.15450549236405e-09,0.363128491620112,13,0.35920177383592,10
"SRD5A3",8.69639327452852e-14,0.262102359353255,0.681,0.514,2.30323975875888e-09,0.33515731874145,11,0.346938775510204,9
"KIF3B",8.78829812827828e-14,0.3771376793591,0.536,0.365,2.3275807592745e-09,0.48695652173913,12,0.363636363636364,8
"PSENEN",9.34483265226492e-14,0.895451424710551,0.769,0.729,2.47497892795236e-09,0.392727272727273,12,0.405275779376499,10
"TFAP2C",9.75818490841258e-14,-0.259660347909263,0.586,0.72,2.58445527299307e-09,0.337042925278219,12,0.33252427184466,8
"AKAP13",1.01724419664224e-13,-0.342067837765152,0.768,0.857,2.69417125480698e-09,0.372572815533981,12,0.351020408163265,9
"RB1CC1",1.07357710029845e-13,-0.273197810172488,0.599,0.74,2.84336895014044e-09,0.399688958009331,12,0.312056737588652,9
"RNF181",1.27989581604055e-13,-0.319906053841074,0.737,0.804,3.38980406878341e-09,0.321112515802781,12,0.393478260869565,8
"IFT172",1.3173870339156e-13,0.290208425591631,0.44,0.292,3.48909955932546e-09,0.599576271186441,11,0.37125748502994,9
"HSP90AA1",1.38267269857861e-13,0.342342590951586,0.988,0.998,3.66200864218545e-09,0.344339622641509,13,0.339754816112084,10
"LMNA",1.38735517134073e-13,-0.274237154516834,0.91,0.967,3.67441017129592e-09,0.344262295081967,12,0.33996383363472,10
"SLC16A7",1.39189331469478e-13,0.629606483150785,0.391,0.247,3.68642944396912e-09,0.761904761904762,8,0.687943262411348,7
"AHSA1",1.41315282538598e-13,0.385400254009785,0.838,0.788,3.74273525803476e-09,0.345939933259177,13,0.388026607538803,10
"SERPINB1",1.47511814297543e-13,0.318639439908799,0.859,0.806,3.90685040167041e-09,0.327548806941432,13,0.366594360086768,10
"YWHAG",1.61927964204806e-13,-0.299404690494107,0.529,0.675,4.2886621319643e-09,0.332746478873239,12,0.367875647668394,9
"DUSP14",1.6789264271926e-13,0.33555823936947,0.536,0.379,4.44663664241959e-09,0.427826086956522,11,0.414746543778802,9
"COG4",1.80631991729442e-13,-0.251474032292959,0.355,0.517,4.78403830095426e-09,0.341207349081365,12,0.398648648648649,9
"LSP1",1.9209725547416e-13,0.270425219712496,0.159,0.038,5.08769581123313e-09,0.578947368421053,10,0.454545454545455,5
"TUB",1.9387633509256e-13,0.271135894360586,0.186,0.056,5.13481473492644e-09,0.805,7,0.46875,6
"TMEM208",2.03494218608583e-13,-0.41744840240478,0.653,0.76,5.38954437984832e-09,0.33095577746077,12,0.360919540229885,10
"GOLGB1",2.06316205829062e-13,-0.265430113362672,0.82,0.904,5.4642847113827e-09,0.314772727272727,12,0.340425531914894,9
"RUVBL1",2.2812961935819e-13,0.541831081509533,0.496,0.367,6.04201296870166e-09,0.575187969924812,13,0.380952380952381,8
"ECI2",2.34100524070146e-13,-0.265751739277735,0.358,0.552,6.20015237999781e-09,0.377604166666667,13,0.332278481012658,9
"CAT",2.6605416067201e-13,-0.367232535813881,0.463,0.591,7.04644444539818e-09,0.362173038229376,11,0.337278106508876,9
"DPP7",3.08817380704343e-13,0.325899581937423,0.705,0.579,8.17902832795453e-09,0.342140026420079,11,0.377643504531722,9
"SMS",3.16453567247431e-13,0.298663880457658,0.719,0.568,8.3812727285482e-09,0.356217616580311,11,0.304615384615385,9
"TMEM9",3.3529071530174e-13,-0.275711234042649,0.719,0.822,8.88017459476659e-09,0.335927367055772,12,0.348936170212766,9
"ARHGAP1",3.63979907122444e-13,-0.255953005022128,0.61,0.778,9.64000784013793e-09,0.312977099236641,13,0.328089887640449,9
"PDCD4",3.70172775551693e-13,-0.284663906964047,0.441,0.598,9.8040259604866e-09,0.547568710359408,13,0.441520467836257,10
"CCNDBP1",3.94994807841734e-13,0.323557267286454,0.703,0.573,1.04614374856883e-08,0.376657824933687,12,0.356707317073171,9
"CHST15",4.04796519336149e-13,0.360791822666002,0.429,0.245,1.07210358146179e-08,0.526086956521739,10,0.321428571428571,8
"TCOF1",4.10484737557145e-13,-0.281778863078692,0.403,0.566,1.0871688274201e-08,0.361111111111111,11,0.37962962962963,8
"NDUFB10",4.12898455167273e-13,-0.365533447811644,0.827,0.9,1.09356155851052e-08,0.338218714768884,13,0.355339805825243,10
"ADPRHL2",4.35927253198791e-13,-0.373726434006031,0.413,0.563,1.154553330097e-08,0.408577878103837,11,0.394409937888199,8
"CDR2L",4.50832884149988e-13,-0.319816154641905,0.262,0.428,1.19403089367124e-08,0.501779359430605,10,0.457142857142857,7
"S100A8",5.532042113963e-13,0.519236189720001,0.101,0.007,1.4651613538831e-08,0.490740740740741,8,0.75,2
"LTBP2",5.6611436774085e-13,0.258565244325083,0.172,0.047,1.49935390296164e-08,0.702702702702703,10,0.444444444444444,4
"ANKRD37",5.73989204514197e-13,0.294448652926631,0.668,0.528,1.52021040815585e-08,0.421199442119944,12,0.493377483443709,8
"CEACAM1",6.31419713235414e-13,0.480497919642971,0.43,0.274,1.67231511050399e-08,0.490238611713666,9,0.496815286624204,8
"HSPBP1",6.33819378604922e-13,0.582479685631203,0.617,0.505,1.67867062423514e-08,0.468277945619335,12,0.325259515570934,9
"WDR74",6.86829949699144e-13,-0.317061685531236,0.552,0.691,1.81906912177818e-08,0.361486486486487,12,0.412658227848101,8
"VIM",7.57044977136871e-13,0.294518682667526,0.726,0.552,2.005033621947e-08,0.424903722721438,12,0.370253164556962,10
"MPV17L2",8.06158599704923e-13,-0.262600042782912,0.185,0.329,2.13511105131849e-08,0.343434343434343,10,0.49468085106383,9
"BRD2",8.3291867660817e-13,-0.390320139777756,0.854,0.904,2.20598511499674e-08,0.323144104803493,12,0.363636363636364,10
"COPB2",8.36826794041814e-13,-0.257972124307803,0.678,0.818,2.21633576401974e-08,0.325549450549451,12,0.35042735042735,10
"SMARCC2",8.43289446589206e-13,-0.337189273944887,0.584,0.724,2.23345209929151e-08,0.291866028708134,12,0.369565217391304,9
"CTSD",8.44442141924383e-13,0.523643574678158,0.979,0.969,2.23650501288673e-08,0.351428571428571,12,0.344765342960289,10
"SPAG9",9.25854762823745e-13,-0.367644487448415,0.607,0.736,2.45212633933869e-08,0.310291858678955,12,0.406175771971496,8
"HLA-C",9.33673711714703e-13,-0.489274414028236,0.958,0.977,2.47283482547639e-08,0.327821011673152,12,0.34525939177102,10
"DHRS1",9.7834728286847e-13,-0.333540618401074,0.343,0.51,2.59115277867714e-08,0.298913043478261,11,0.383561643835616,8
"TM4SF4",9.82326603544465e-13,0.567341756514368,0.171,0.051,2.60169200948752e-08,0.836065573770492,7,0.482758620689655,5
"IRF1",1.11447144229585e-12,-0.554067956404103,0.798,0.857,2.95167761492056e-08,0.321261682242991,12,0.36734693877551,10
"DYNC2LI1",1.12215535776635e-12,0.300220168688268,0.469,0.32,2.97202846504418e-08,0.552683896620278,11,0.382513661202186,9
"CMAS",1.19452573787914e-12,0.361424358856613,0.498,0.35,3.1637014167729e-08,0.423220973782772,11,0.335,8
"IQCK",1.24367741996611e-12,0.329306836270912,0.412,0.274,3.29387964678023e-08,0.644796380090498,11,0.471337579617834,7
"SORD",1.35844459502263e-12,0.281976929769148,0.431,0.262,3.59784050991743e-08,0.424242424242424,10,0.353333333333333,7
"CSRP1",1.45105166922293e-12,-0.278888975248659,0.536,0.684,3.84311034593693e-08,0.306086956521739,12,0.319693094629156,9
"KPNA6",1.45717229349778e-12,-0.301999626591817,0.764,0.865,3.85932081932887e-08,0.321951219512195,12,0.345454545454545,9
"NQO1",1.4674098476317e-12,0.796573952806095,0.676,0.726,3.88643498145255e-08,0.431724137931034,12,0.368674698795181,9
"ERCC1",1.62903084901893e-12,0.293329478579143,0.595,0.458,4.31448820362665e-08,0.407523510971787,13,0.324427480916031,8
"PALLD",1.80654437767895e-12,0.256666159789368,0.445,0.278,4.7846327842827e-08,0.297071129707113,11,0.30188679245283,8
"CD63",1.84637558530665e-12,0.410952277897348,0.951,0.944,4.89012573768465e-08,0.327450980392157,12,0.342592592592593,10
"C12orf10",1.9346061905215e-12,0.31974983925262,0.466,0.311,5.12380449559619e-08,0.418,10,0.393258426966292,6
"MDH1",1.99347114088424e-12,0.286132735957263,0.779,0.666,5.27970831663192e-08,0.349282296650718,12,0.362204724409449,9
"RNF130",2.13023786095092e-12,0.25621618465054,0.678,0.559,5.6419349747285e-08,0.357142857142857,11,0.29375,10
"NASP",2.15007666651274e-12,-0.258570398390881,0.624,0.788,5.69447805125899e-08,0.325373134328358,12,0.376940133037694,8
"MRPS18A",2.1508658879205e-12,-0.271648499028867,0.48,0.642,5.69656830415745e-08,0.297087378640777,12,0.348773841961853,9
"PTGR1",2.1722297654551e-12,0.320835497513974,0.627,0.51,5.75315053380784e-08,0.352154531946508,12,0.308219178082192,9
"NFATC2IP",2.1841208011027e-12,-0.304865909582082,0.428,0.589,5.7846439417205e-08,0.368191721132898,12,0.42433234421365,6
"DDRGK1",2.41073178628941e-12,-0.290302014482186,0.654,0.769,6.38482313598751e-08,0.317663817663818,12,0.379545454545455,8
"TINF2",2.60420997112441e-12,-0.28167649979046,0.391,0.554,6.89725010852301e-08,0.395238095238095,10,0.32807570977918,10
"TUBA4A",2.72430166008375e-12,-0.562901423115327,0.616,0.696,7.21531294673182e-08,0.288956127080182,12,0.452261306532663,8
"SPINT2",2.77181307258815e-12,-0.287884797204702,0.94,0.963,7.34114692274973e-08,0.32804757185332,13,0.352087114337568,9
"ZNF593",2.83201352626947e-12,-0.33487370851414,0.561,0.71,7.50058782432469e-08,0.300664451827243,13,0.366995073891626,9
"XRCC6BP1",3.23848890430095e-12,0.350461071839995,0.336,0.194,8.57713786304106e-08,0.728531855955679,11,0.36036036036036,6
"EHD1",3.27485723404952e-12,-0.299117578216001,0.475,0.615,8.67345938438017e-08,0.386274509803922,12,0.448863636363636,7
"KRT81",3.38081633815683e-12,0.651650751467229,0.182,0.063,8.95409207160836e-08,0.871794871794872,7,0.361111111111111,4
"SDC2",3.41035146101657e-12,0.307929515221347,0.321,0.175,9.03231584450238e-08,0.552325581395349,11,0.45,7
"OSBPL2",3.46093798503732e-12,-0.250375233265774,0.402,0.579,9.16629425337133e-08,0.334106728538283,11,0.429003021148036,8
"CNIH4",3.52592835673454e-12,-0.310142359991537,0.728,0.809,9.33842125281143e-08,0.316261203585147,12,0.380129589632829,10
"NUCB2",3.65095874618025e-12,0.539778946042258,0.79,0.719,9.6695642392584e-08,0.382075471698113,13,0.37956204379562,10
"RFX2",3.96048087505639e-12,0.336618991824924,0.506,0.371,1.04893335975869e-07,0.56353591160221,12,0.386792452830189,6
"CCL20",4.53416594546733e-12,0.558441834176426,0.137,0.031,1.20087385065702e-07,0.63265306122449,7,0.5,3
"UQCRC2",4.56841545882758e-12,-0.27739262145358,0.598,0.726,1.20994483427048e-07,0.328660436137072,12,0.356626506024096,8
"PCSK1N",4.56849068596213e-12,0.45972530648435,0.401,0.269,1.20996475817707e-07,0.674418604651163,10,0.636363636363636,8
"CDKN1A",4.60830096411657e-12,0.27731510298826,0.76,0.601,1.22050851034627e-07,0.338650306748466,12,0.427325581395349,9
"ELN",4.68264900840383e-12,0.285748868092218,0.398,0.252,1.24019958987576e-07,0.695550351288056,11,0.4375,6
"S100A11",4.68471116431383e-12,0.617979472844165,0.975,0.963,1.24074575186852e-07,0.336520076481836,13,0.346642468239564,10
"HP",4.78880817109888e-12,2.8566079304438,0.125,0.024,1.26831584411554e-07,0.470149253731343,6,0.714285714285714,4
"PAPD5",5.00094059939635e-12,-0.265444180693844,0.346,0.5,1.32449911775012e-07,0.433962264150943,11,0.377622377622378,7
"RPS13",5.45172631737683e-12,-0.436008074179426,0.958,0.951,1.44388971515725e-07,0.342412451361868,13,0.340073529411765,10
"SLPI",5.48313852077372e-12,0.315748966964471,0.935,0.883,1.45220923722692e-07,0.3419740777667,12,0.374257425742574,8
"ATG9B",5.56019246749247e-12,0.365295794754164,0.199,0.075,1.47261697501538e-07,0.863849765258216,10,0.441860465116279,6
"SBDS",5.86520264888564e-12,-0.264097698379346,0.662,0.813,1.55339892155736e-07,0.369014084507042,13,0.363440860215054,10
"MDM4",6.21337070985974e-12,-0.273379572875443,0.742,0.855,1.64561123250635e-07,0.337939698492462,11,0.34560327198364,10
"TCN2",6.43585120083774e-12,0.362723297346649,0.311,0.168,1.70453519054188e-07,0.419161676646707,10,0.34375,6
"PABPC1",7.63075584909091e-12,-0.435592385590212,0.943,0.974,2.02100568663173e-07,0.33201581027668,12,0.341113105924596,10
"MRPL39",7.71429465046307e-12,0.325974252842752,0.486,0.346,2.04313093817514e-07,0.46257197696737,11,0.368686868686869,8
"SEMA4B",8.19409732450969e-12,0.472503534379398,0.577,0.437,2.17020667639639e-07,0.465266558966074,12,0.384,8
"HMGB3",8.61904522112997e-12,-0.353491122938999,0.479,0.628,2.28275412681627e-07,0.313229571984436,12,0.362116991643454,9
"F11R",9.73764971581462e-12,-0.27168405759883,0.83,0.914,2.5790165272335e-07,0.32996632996633,12,0.347992351816444,10
"FNIP2",9.77295999432772e-12,-0.252867345838631,0.254,0.414,2.5883684544977e-07,0.446886446886447,10,0.443037974683544,6
"DDX17",1.0031968863295e-11,-0.254554723476014,0.903,0.946,2.65696695344368e-07,0.327141382868937,13,0.327171903881701,10
"ADRB2",1.00890884379476e-11,-0.274686163621276,0.458,0.593,2.67209507279043e-07,0.441955193482688,10,0.433628318584071,9
"PLIN3",1.0104902996461e-11,0.298192359599568,0.637,0.49,2.67628355861271e-07,0.365497076023392,11,0.364285714285714,8
"SOD1",1.05462460899527e-11,0.322252936213357,0.948,0.93,2.79317327692396e-07,0.333333333333333,13,0.345864661654135,10
"WDR60",1.06169192002627e-11,0.301044899497044,0.572,0.449,2.81189105018956e-07,0.478827361563518,12,0.361867704280156,9
"LOC374443",1.06587681049417e-11,0.271531732502216,0.267,0.128,2.82297473259381e-07,0.625874125874126,9,0.36986301369863,7
"PINLYP",1.10911586374726e-11,0.292551991581435,0.181,0.065,2.93749336513461e-07,0.95360824742268,3,0.864864864864865,4
"DNPH1",1.3684473520241e-11,0.4051721489003,0.756,0.712,3.62433281183583e-07,0.397040690505549,12,0.334152334152334,10
"SSU72",1.41603269172182e-11,-0.286852848571684,0.782,0.851,3.75036258402523e-07,0.34803337306317,12,0.363449691991786,10
"PLD3",1.5323149551757e-11,-0.401990239610377,0.747,0.839,4.05833615878285e-07,0.330423940149626,12,0.385416666666667,10
"CSPP1",1.5764393605978e-11,0.267376979369393,0.508,0.379,4.17519964654326e-07,0.548623853211009,12,0.299539170506912,8
"C21orf2",1.59702578620295e-11,0.395854027940109,0.568,0.449,4.22972279475851e-07,0.374384236453202,11,0.346303501945525,8
"CXXC5",1.8281273654269e-11,0.408469355328626,0.542,0.418,4.84179532733313e-07,0.463917525773196,12,0.317991631799163,8
"USP40",1.89574346951166e-11,-0.404188114603028,0.512,0.647,5.02087657900162e-07,0.322404371584699,12,0.443243243243243,10
"NUDT14",1.99516865636641e-11,0.353193439010532,0.558,0.439,5.28420418638643e-07,0.457429048414023,12,0.350597609561753,7
"PRDX4",2.03885775900215e-11,0.29756037797718,0.774,0.659,5.3999147747172e-07,0.332530120481928,12,0.3342175066313,10
"ERP27",2.216819488365e-11,0.747546802126711,0.357,0.229,5.87124641493469e-07,0.699738903394256,8,0.465648854961832,8
"LRTOMT",2.30866172339819e-11,0.669014485073374,0.448,0.334,6.11449057442011e-07,0.64033264033264,11,0.31413612565445,9
"HSPB11",2.31619032251615e-11,0.306326820163741,0.677,0.58,6.13443006918403e-07,0.432506887052342,13,0.313253012048193,10
"NEDD9",2.3271194888487e-11,-0.345079383032316,0.552,0.696,6.16337596621578e-07,0.380067567567568,12,0.361809045226131,10
"ST6GALNAC2",2.45419672366496e-11,0.29417814227773,0.37,0.227,6.49994002262665e-07,0.609571788413098,10,0.376923076923077,7
"DDOST",2.90231891490218e-11,-0.414364556993716,0.779,0.86,7.68679164611842e-07,0.319377990430622,11,0.345528455284553,9
"MAGED1",2.945622698131e-11,-0.302014303387318,0.612,0.733,7.80148171599996e-07,0.374429223744292,13,0.317422434367542,9
"TCF25",3.22033698250427e-11,-0.273042043252065,0.698,0.815,8.52906249816255e-07,0.365821094793057,13,0.362660944206009,9
"CDC25B",3.26572245627937e-11,0.269976583841095,0.34,0.203,8.64926592545591e-07,0.476712328767123,9,0.413793103448276,7
"PRRT3",3.47383813712988e-11,0.338611483668431,0.283,0.145,9.20046030618849e-07,0.618421052631579,10,0.325301204819277,7
"IRS2",3.57309529924932e-11,0.258482832841511,0.471,0.337,9.46334290006183e-07,0.368316831683168,11,0.38860103626943,7
"RSRP1",3.79379988785996e-11,-0.537672702140711,0.716,0.806,1.00478790029971e-06,0.326822916666667,12,0.392624728850325,9
"PLSCR1",4.03967983311087e-11,0.256872206942533,0.706,0.598,1.06990920379942e-06,0.345646437994723,12,0.37719298245614,10
"PIGT",4.19892275445883e-11,0.335879810178272,0.767,0.675,1.11208469151842e-06,0.34629404617254,12,0.360103626943005,8
"TERF2IP",4.1996213840435e-11,-0.253522985643461,0.618,0.755,1.11226972356392e-06,0.343891402714932,13,0.354166666666667,9
"THUMPD3-AS1",4.2410423749182e-11,-0.377916866072275,0.593,0.675,1.12324007299709e-06,0.309748427672956,11,0.422279792746114,8
"UFC1",4.48451446105322e-11,0.909819367566633,0.828,0.837,1.18772365500995e-06,0.363738738738739,13,0.329853862212944,10
"CHMP2A",4.74301449658026e-11,0.338068585889543,0.839,0.825,1.25618738941928e-06,0.344444444444444,13,0.364406779661017,10
"FAM129A",5.4142321368309e-11,-0.288936456273927,0.241,0.372,1.43395938143966e-06,0.590733590733591,11,0.610328638497653,6
"CCND3",5.5252566157145e-11,-0.272589391804646,0.58,0.72,1.46336421467199e-06,0.313504823151125,12,0.419902912621359,8
"TAF9",5.62999502241233e-11,0.283576324030176,0.54,0.392,1.4911041816859e-06,0.321243523316062,12,0.3125,9
"PPP1R9A",6.16834573885874e-11,-0.259236283957379,0.438,0.582,1.63368636893674e-06,0.363829787234043,11,0.381381381381381,8
"DDAH1",6.54078751761365e-11,-0.270823399950669,0.626,0.75,1.73232757403998e-06,0.300595238095238,12,0.344988344988345,9
"SCUBE3",8.64602957801385e-11,-0.260363751217871,0.178,0.309,2.28990093373697e-06,0.481675392670157,11,0.361581920903955,6
"PTPRF",9.39493059914966e-11,-0.326409334803126,0.84,0.893,2.48824736918479e-06,0.335183129855716,12,0.342465753424658,10
"CYTH2",9.8767790966811e-11,0.254140127856846,0.675,0.554,2.61586494375599e-06,0.363259668508287,11,0.32807570977918,10
"CNTRL",1.03965827526348e-10,0.295104091956274,0.379,0.241,2.75353494203534e-06,0.616707616707617,11,0.434782608695652,8
"RSPH3",1.07250147246761e-10,0.328270714114535,0.379,0.238,2.84052014983046e-06,0.58968058968059,10,0.375,6
"H2AFY",1.11550857252125e-10,0.269098066050082,0.827,0.776,2.95442445432252e-06,0.329199549041714,13,0.344594594594595,9
"NDUFA9",1.29169152379282e-10,0.313352326905639,0.626,0.521,3.4210450007653e-06,0.370535714285714,11,0.318791946308725,10
"GOT1",1.29953867938463e-10,0.311423896995577,0.509,0.379,3.44182819235019e-06,0.304029304029304,11,0.387096774193548,7
"DRAM1",1.5785840821638e-10,-0.321579534024697,0.467,0.603,4.18087994161082e-06,0.427145708582834,9,0.469565217391304,8
"CBY1",1.64174510870032e-10,0.397456864023751,0.537,0.427,4.34816192039279e-06,0.487847222222222,12,0.385245901639344,9
"CXADR",1.66276381959732e-10,0.784860998002685,0.761,0.694,4.40382997620351e-06,0.412484700122399,11,0.327455919395466,9
"TMEM219",1.7534478973636e-10,-0.253382291636745,0.787,0.878,4.64400675616751e-06,0.360189573459716,12,0.330677290836653,10
"ACAA1",2.16653063403963e-10,-0.318808139214703,0.479,0.614,5.73805638425397e-06,0.361867704280156,13,0.396011396011396,10
"HLA-DQB1",2.17637180738073e-10,0.501889975235526,0.815,0.811,5.76412073184787e-06,0.328,12,0.355603448275862,8
"FOSB",2.19000156477889e-10,-0.348239936082251,0.788,0.946,5.80021914431688e-06,0.332151300236407,12,0.345656192236599,9
"ST14",2.2223882002441e-10,0.260222574472354,0.782,0.633,5.88599514834649e-06,0.33253873659118,12,0.378453038674033,10
"MYCBP2",2.27841094248796e-10,-0.276797382481428,0.404,0.547,6.03437138117936e-06,0.311059907834101,11,0.421725239616613,8
"SLC26A2",2.41858696020912e-10,0.502402273790936,0.34,0.21,6.40562756411386e-06,0.657534246575342,10,0.416666666666667,6
"TMEM176B",2.5007896693231e-10,0.342768922165267,0.24,0.112,6.62334143920223e-06,0.461240310077519,7,0.5625,8
"STAT1",2.60742807387618e-10,-0.277387493799834,0.613,0.691,6.90577325366107e-06,0.297872340425532,12,0.455696202531646,8
"ATP6V1G1",2.61901207095453e-10,0.298283297879573,0.817,0.783,6.93645346992307e-06,0.363740022805017,13,0.368303571428571,10
"CXCL1",2.73844190764779e-10,1.13199655809841,0.364,0.226,7.25276339240517e-06,0.521739130434783,12,0.387596899224806,7
"DNAJA4",2.95597365249857e-10,0.372313743548101,0.618,0.53,7.82889621864245e-06,0.467571644042232,12,0.455445544554455,9
"ADM",3.03201148518181e-10,0.503681045159099,0.337,0.203,8.03028241850401e-06,0.370165745856354,10,0.25,7
"ARL2BP",3.43116262507258e-10,-0.304465645345023,0.448,0.584,9.08743421250472e-06,0.35966735966736,12,0.380239520958084,8
"MARCH6",3.43481859766097e-10,0.282441099257919,0.895,0.864,9.09711705590508e-06,0.357291666666667,12,0.336032388663968,10
"TMEM184A",3.43550865662751e-10,0.281952234897666,0.324,0.184,9.09894467707797e-06,0.46264367816092,9,0.533333333333333,7
"DNAJA1",3.75440012445663e-10,0.401868600822757,0.895,0.925,9.94352872962338e-06,0.329166666666667,12,0.359168241965974,10
"STEAP3",3.96360364193217e-10,0.27107919250767,0.592,0.451,1.04976042456574e-05,0.390551181102362,12,0.430232558139535,7
"C4BPB",4.12845046132708e-10,-0.25289123983203,0.323,0.477,1.09342010468248e-05,0.573487031700288,9,0.553113553113553,5
"HSP90B1",5.43035302168926e-10,0.31330612724726,0.974,0.958,1.4382289977944e-05,0.348325358851675,12,0.352189781021898,10
"MCAT",5.5207472785643e-10,0.264734733821219,0.406,0.269,1.46216991672776e-05,0.495412844036697,11,0.311688311688312,7
"RAB34",5.59252981654724e-10,0.299297175030328,0.545,0.42,1.48118152191254e-05,0.353846153846154,11,0.416666666666667,9
"KRTAP3-1",5.6166463046782e-10,0.40441807129557,0.15,0.051,1.48756877379402e-05,0.652173913043478,7,0.551724137931034,2
"APOA1BP",6.22970969929749e-10,-0.280317985800168,0.705,0.794,1.64993861385894e-05,0.332892998678996,12,0.365638766519824,8
"SSR1",6.34945852047103e-10,-0.320831494704044,0.728,0.839,1.68165408914675e-05,0.34955185659411,12,0.35625,8
"HLA-F",6.36294859806134e-10,-0.275659055058354,0.616,0.745,1.68522693619655e-05,0.376701966717095,12,0.342723004694836,10
"TBL1XR1",6.44142379763579e-10,-0.267533308807111,0.711,0.792,1.70601109280384e-05,0.317169069462647,12,0.384105960264901,9
"CALML4",7.35640872698987e-10,0.508782113204537,0.39,0.294,1.94834485134327e-05,0.741626794258373,11,0.398809523809524,8
"TBK1",7.527012619378e-10,0.301217241747791,0.434,0.299,1.99352929224226e-05,0.643776824034335,10,0.461988304093567,8
"SHISA5",7.97509540865548e-10,0.282646674468051,0.739,0.65,2.1122040189824e-05,0.366960907944515,12,0.360215053763441,10
"CSNK2B",8.18073340942961e-10,-0.395061478532321,0.769,0.836,2.16666724348743e-05,0.313939393939394,13,0.357740585774059,10
"ORMDL2",8.51907820711355e-10,0.258152646693961,0.705,0.638,2.25627786315402e-05,0.376984126984127,12,0.356164383561644,9
"SF3B1",9.50852294860762e-10,-0.253330676122582,0.719,0.823,2.51833230293873e-05,0.309987029831388,12,0.360934182590234,9
"APMAP",1.08426879555672e-09,-0.29587724420861,0.537,0.659,2.87168590503196e-05,0.331597222222222,12,0.389920424403183,9
"SERPINA3",1.13088575351876e-09,0.792124902465496,0.174,0.066,2.99515091819443e-05,0.705882352941177,8,0.947368421052632,2
"HSPA8",1.17624142601444e-09,0.359770318335228,0.954,0.939,3.11527541679925e-05,0.3388671875,12,0.344506517690875,10
"YWHAE",1.18437495381144e-09,0.284475740535946,0.937,0.946,3.13681706516961e-05,0.324378109452736,13,0.343807763401109,10
"NANS",1.19323726214862e-09,0.326360025989,0.712,0.645,3.16028888880063e-05,0.369109947643979,12,0.382113821138211,10
"PSME2",1.23745857310424e-09,-0.250499136533153,0.876,0.927,3.27740903086658e-05,0.332978723404255,13,0.349056603773585,9
"CCDC125",1.25411271919071e-09,0.269012864408239,0.434,0.306,3.3215175367766e-05,0.555793991416309,12,0.337142857142857,9
"TUBGCP2",1.41228502144424e-09,0.259678352747311,0.586,0.469,3.74043687929508e-05,0.435612082670906,12,0.365671641791045,7
"HOOK3",1.48088783816467e-09,-0.293071018241243,0.532,0.678,3.92213143937914e-05,0.352014010507881,12,0.309278350515464,9
"TSPAN14",1.51302612814333e-09,-0.251535982928209,0.42,0.556,4.00724970038762e-05,0.30820399113082,11,0.352201257861635,10
"CFI",1.53226096303795e-09,0.329684185538198,0.415,0.29,4.058193160606e-05,0.402247191011236,11,0.337349397590361,8
"B2M",1.73644923937228e-09,0.549969924510738,0.98,0.988,4.59898581047749e-05,0.338403041825095,13,0.343362831858407,10
"FGFBP1",1.75363950115683e-09,0.341755479832579,0.169,0.065,4.64451421881386e-05,0.723756906077348,8,0.783783783783784,3
