"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts"
"TSC22D1",1.9943835285587e-68,0.919257593123411,0.856,0.852,5.28212477538772e-64,0.328976034858388,12,0.523094045631608,11
"CAMK1D",2.69982815854988e-68,0.439724928311472,0.58,0.206,7.15049487791935e-64,0.372990353697749,11,0.380184331797235,10
"PPP4C",2.85181545327485e-68,-0.348524239229469,0.711,0.946,7.55303322799843e-64,0.363040629095675,13,0.476953907815631,11
"GBP1",2.85556188104264e-68,-0.467736756512398,0.306,0.462,7.56295564194142e-64,0.579268292682927,11,0.507692307692308,10
"HRASLS2",2.90978558715867e-68,0.42441301614783,0.29,0.369,7.70656712758975e-64,0.836012861736334,8,0.813863928112965,9
"TSGA10",3.06219899522962e-68,0.394256234602446,0.376,0.165,8.11023403886564e-64,0.662531017369727,12,0.574712643678161,9
"MAPK15",5.3646444577595e-68,0.28646441412298,0.283,0.084,1.4208260846376e-63,0.927631578947368,7,0.790960451977401,8
"LRRC61",6.0885186305683e-68,0.646038821000678,0.438,0.384,1.61254415930602e-63,0.574468085106383,10,0.648949320148331,10
"TPM1",7.29409745302885e-68,0.877571947938182,0.766,0.729,1.93184171043469e-63,0.414841849148418,11,0.528952504879636,10
"GJB4",1.34321379817032e-67,-0.331600386544041,0.062,0.353,3.5575017444541e-63,0.833333333333333,6,0.518817204301075,5
"RHCG",1.5371454053215e-67,-0.258469091578675,0.006,0.328,4.07112960599399e-63,0.333333333333333,4,0.745664739884393,6
"COPRS",1.76557991332722e-67,0.537269001585247,0.659,0.779,4.67613840044713e-63,0.431400282885431,11,0.551766138855055,10
"ABHD12B",1.81544344248593e-67,0.298812450723039,0.231,0.033,4.80820195742398e-63,0.866935483870968,7,0.442857142857143,4
"MTCH2",1.90971376868202e-67,-0.493417051708152,0.611,0.903,5.05787691635432e-63,0.314024390243902,12,0.497899159663866,10
"GSTA2",1.95136096015486e-67,0.84764892684145,0.174,0.007,5.16817950297014e-63,0.919786096256685,6,0.333333333333333,5
"RAB36",3.60930110554113e-67,0.468854668479185,0.339,0.127,9.55923397802569e-63,0.752747252747253,8,0.722846441947566,9
"CHST6",4.55570589462956e-67,0.268782991658426,0.32,0.11,1.20657870619264e-62,0.714285714285714,10,0.65948275862069,7
"AKAP9",5.10862815123129e-67,0.435798432215222,0.921,0.907,1.35302016585361e-62,0.331983805668016,13,0.499215891270256,10
"CYP3A5",6.59471623991162e-67,-0.625115827275737,0.034,0.508,1.74661059614059e-62,0.27027027027027,7,0.791977611940298,7
"COX6B1",1.29974798459881e-66,-0.41659712884419,0.926,0.99,3.44238253720994e-62,0.323943661971831,13,0.458552946813608,11
"PIR",1.4377135281353e-66,-0.257526288433726,0.33,0.66,3.80778427926635e-62,0.451977401129944,11,0.537742631200575,10
"HADHB",2.27721867844853e-66,-0.736772597197965,0.613,0.911,6.03121366987092e-62,0.322188449848024,11,0.496357960457856,11
"LITAF",3.17197237939164e-66,-1.00733884538986,0.74,0.958,8.40096884681877e-62,0.353904282115869,11,0.473527956457199,10
"DNAH3",4.40180931859072e-66,0.521776742360519,0.322,0.156,1.16581919802875e-61,0.835260115606936,9,0.775757575757576,9
"LKAAEAR1",7.34086772289364e-66,0.269316174387567,0.242,0.029,1.94422881640838e-61,0.953846153846154,6,0.672131147540984,7
"RPL8",7.55525663995745e-66,-0.251396539939563,0.969,0.997,2.00100972109273e-61,0.342307692307692,13,0.455064194008559,11
"IL19",9.40044325078561e-66,-0.922400906557464,0.006,0.419,2.48970739497057e-61,0.333333333333333,4,0.994343891402715,4
"COX4I1",1.13690211643736e-65,-0.373586344379534,0.936,0.993,3.01108525538436e-61,0.323705179282869,13,0.45702005730659,11
"FAM184A",1.22118608155067e-65,0.27300200631707,0.355,0.066,3.23431133698695e-61,0.454068241469816,10,0.438848920863309,9
"PRELID1",1.26475008655938e-65,-0.54870677796582,0.719,0.942,3.34969060425252e-61,0.326424870466321,12,0.480624056366382,11
"ZC2HC1A",1.85615778609712e-65,0.503661298163532,0.461,0.477,4.91603389647822e-61,0.602020202020202,11,0.604373757455268,10
"CYP2S1",1.92162551898568e-65,-0.274195955646709,0.171,0.284,5.08942518703359e-61,0.546448087431694,9,0.798333333333333,8
"ATP1A1",2.13093627387695e-65,0.399338691690922,0.927,0.833,5.64378472136309e-61,0.350753768844221,12,0.542401821286283,11
"HEXIM1",2.90650660835679e-65,0.672808526613984,0.738,0.736,7.69788275223295e-61,0.357323232323232,12,0.554768041237113,11
"SHKBP1",3.39869357320631e-65,-0.260099978606937,0.324,0.748,9.00143992863692e-61,0.307471264367816,11,0.552948636651871,10
"ITGB1",3.94280671085246e-65,-0.847563626214424,0.626,0.929,1.04425235736928e-60,0.328869047619048,11,0.488514548238897,10
"SMUG1",4.52446248671654e-65,-0.284628700719776,0.416,0.826,1.19830388960688e-60,0.29372197309417,12,0.536431440045898,11
"FOXP1",4.69499933481269e-65,0.343271707096588,0.874,0.803,1.24347057382514e-60,0.332622601279318,11,0.561724748966332,10
"CDKN2A",4.81736135126599e-65,0.364667893991927,0.432,0.077,1.2758781538828e-60,0.611231101511879,10,0.539877300613497,8
"NQO1",5.60773138347325e-65,-0.435318655223349,0.676,0.952,1.48520765691289e-60,0.431724137931034,12,0.473605577689243,10
"IFT57",6.30505179403494e-65,0.621263796206899,0.725,0.87,1.66989296765015e-60,0.406169665809769,13,0.510626702997275,11
"UBE2D3",7.55836993675494e-65,-0.504234360070716,0.838,0.968,2.00183427774955e-60,0.340378197997775,12,0.468397844194023,11
"TMEM54",8.03445782538907e-65,-0.367428700524889,0.648,0.911,2.12792615505429e-60,0.315107913669065,12,0.496095783446122,10
"GTF2E2",8.06178590639587e-65,-0.323821479714827,0.382,0.782,2.13516399730894e-60,0.426829268292683,10,0.537295330503335,10
"BICC1",8.59102744677435e-65,0.298481885061593,0.361,0.071,2.27533361927819e-60,0.511627906976744,11,0.373333333333333,9
"TRIM16",9.73993132259321e-65,-0.509323755913545,0.442,0.795,2.57962081078881e-60,0.394514767932489,10,0.531622911694511,9
"PSMC4",1.16025657527013e-64,-0.282804742185342,0.663,0.921,3.07293953960295e-60,0.354430379746835,12,0.48918640576725,10
"C21orf2",1.17439181901859e-64,0.674352845663388,0.568,0.323,3.11037673267074e-60,0.374384236453202,11,0.469897209985316,10
"TNRC6B",1.71882261866015e-64,0.430917753296821,0.855,0.783,4.55230170552139e-60,0.333696837513631,13,0.569351907934585,10
"TIMM17A",2.141998548377e-64,-0.36095352446331,0.57,0.904,5.67308315537649e-60,0.316993464052288,11,0.497901364113326,10
"PSMB3",2.17896041546292e-64,-0.351315738521674,0.87,0.981,5.77097666035353e-60,0.323687031082529,13,0.461575640405993,11
"RNF149",2.36653599644354e-64,-0.30509963436694,0.582,0.906,6.26777058658073e-60,0.3248,12,0.497905759162304,11
"ITGB3",2.7965152267618e-64,0.491043251094839,0.25,0.007,7.40657057807864e-60,0.779850746268657,7,0.333333333333333,5
"CFAP44",2.85415291568263e-64,0.347724485202616,0.336,0.137,7.55922399718544e-60,0.739612188365651,11,0.58477508650519,8
"ALOX5",2.88092961145361e-64,-1.45079122229803,0.047,0.574,7.63014207593489e-60,0.3,7,0.788429752066116,8
"UMPS",3.79208613901579e-64,-0.320907197847917,0.216,0.661,1.00433401391833e-59,0.366379310344828,9,0.57245337159254,10
"HPRT1",3.97170204527275e-64,-0.321694030158446,0.322,0.771,1.05190528669049e-59,0.382608695652174,12,0.561846153846154,10
"PRKAR1A",5.36773506624023e-64,0.449522914683118,0.848,0.837,1.42164463229372e-59,0.345054945054945,12,0.534277620396601,11
"CLNS1A",6.51132716966263e-64,-0.423111096357429,0.625,0.899,1.72452500088515e-59,0.327868852459016,13,0.499209277807064,11
"DENND6B",7.52856169958273e-64,0.430545514743838,0.374,0.237,1.99393956613449e-59,0.663341645885287,9,0.821643286573146,9
"COL1A1",8.28909588579422e-64,1.58510296913734,0.469,0.367,2.1953670453526e-59,0.6779324055666,11,0.622250970245796,9
"ZNF185",8.74074543034082e-64,-0.293321575371205,0.121,0.622,2.31498642722577e-59,0.338461538461538,11,0.701219512195122,10
"CLDN23",8.76030807278268e-64,-0.341258508377296,0.279,0.692,2.32016759307649e-59,0.521739130434783,10,0.591095890410959,8
"KLF2",8.91416385551187e-64,0.478580118434734,0.572,0.299,2.36091629713232e-59,0.340390879478827,12,0.526148969889065,9
"LRIG3",2.35819420573549e-63,1.36537752362068,0.513,0.239,6.24567735389045e-59,0.652727272727273,8,0.474206349206349,10
"CATIP",2.47181966693005e-63,0.50224853019945,0.237,0.077,6.54661438786423e-59,0.897637795275591,7,0.827160493827161,5
"ANG",2.74527090319792e-63,0.303683540838178,0.44,0.371,7.27084998711968e-59,0.396186440677966,11,0.815856777493606,9
"RALGAPA2",2.97897585887665e-63,0.305260563183109,0.69,0.547,7.8898175622348e-59,0.363513513513514,12,0.690641247833622,10
"PLEKHF1",3.77527060568459e-63,-0.335196139870005,0.116,0.624,9.99880419915563e-59,0.408,11,0.690494296577947,8
"LOC728392",4.05639361999374e-63,0.325042543507612,0.229,0.026,1.07433585025534e-58,0.91869918699187,6,0.454545454545455,8
"ZSCAN18",4.6773058513741e-63,0.294430587118277,0.429,0.212,1.23878445473643e-58,0.456521739130435,10,0.805803571428571,8
"SLC25A3",6.45264225259417e-63,-0.292507735338874,0.852,0.976,1.70898230059957e-58,0.315098468271335,12,0.464528668610301,11
"DCTN5",7.10663941744098e-63,-0.270666860009794,0.213,0.669,1.88219344970924e-58,0.279475982532751,10,0.593196314670447,11
"FAM65B",7.42847658134321e-63,0.411894839663113,0.287,0.053,1.96743202256875e-58,0.775974025974026,8,0.25,9
"DNAL1",8.11099551978876e-63,0.349351170424913,0.451,0.359,2.14819716341605e-58,0.599173553719008,10,0.58311345646438,10
"PLSCR1",1.52006044598594e-62,-0.251439880777493,0.706,0.936,4.02588009119375e-58,0.345646437994723,12,0.480993411049164,10
"RFX2",1.72102494996588e-62,0.522410332933801,0.506,0.213,4.55813457998464e-58,0.56353591160221,12,0.5,10
"TOB2",2.54654386708629e-62,0.612603392238603,0.779,0.733,6.74452143197804e-58,0.316985645933014,12,0.566990291262136,10
"RNF114",2.68178754111523e-62,-0.30404483660522,0.548,0.864,7.10271430264368e-58,0.297619047619048,12,0.499725726823917,11
"UBE2H",3.118538928698e-62,-0.309883383274443,0.719,0.921,8.25945035265666e-58,0.335492227979275,11,0.490478641276377,11
"GSTK1",3.55852989479077e-62,-1.02425551387088,0.76,0.941,9.42476642635335e-58,0.32843137254902,13,0.482862903225806,11
"PDCD5",3.75827947397071e-62,-0.332010981621649,0.72,0.942,9.95380318681141e-58,0.323415265200517,13,0.47961751383996,10
"ATPIF1",4.06004868886436e-62,0.814529288423576,0.906,0.972,1.07530389524573e-57,0.334362139917695,12,0.461463414634146,11
"NFIB",4.14400188286205e-62,0.45717315146003,0.717,0.627,1.09753889867601e-57,0.404421326397919,13,0.674735249621785,10
"HLA-DPB1",5.20412850811361e-62,-0.309102621169051,0.479,0.833,1.37831343537389e-57,0.40272373540856,12,0.476082004555809,11
"TCTN2",5.96476833049509e-62,0.257802727228734,0.451,0.197,1.57976889233162e-57,0.634297520661157,11,0.332530120481928,10
"ATF4",6.22007386916816e-62,0.612862027841597,0.855,0.887,1.64738656424919e-57,0.340239912758997,12,0.507215392838055,10
"EIF3M",6.29672539876139e-62,-0.507787688441353,0.686,0.93,1.66768772186195e-57,0.322010869565217,13,0.486238532110092,11
"COQ4",7.84307766814474e-62,0.555731155060997,0.692,0.806,2.07723912040813e-57,0.421832884097035,13,0.519411764705882,10
"GPN1",8.74655261896587e-62,-0.300353938365808,0.329,0.719,2.31652446113311e-57,0.342776203966006,10,0.494396835860251,10
"SMPD2",1.08307366256174e-61,0.516540618057458,0.374,0.372,2.86852059529477e-57,0.665835411471322,10,0.775510204081633,9
"JUNB",1.23412243900102e-61,1.03416797431327,0.89,0.885,3.26857327969419e-57,0.347643979057592,12,0.487412961971077,11
"CXCL10",1.79163612856318e-61,-1.01521219275137,0.007,0.138,4.74514828649957e-57,0.571428571428571,3,0.643835616438356,6
"ALDH1A1",2.73178386114323e-61,0.795980408127496,0.464,0.106,7.23512955623784e-57,0.620481927710843,12,0.650224215246637,8
"LRWD1",2.78364084038119e-61,0.515139475100341,0.424,0.44,7.37247276574959e-57,0.608791208791209,11,0.659115426105717,10
"BIRC3",2.84281032729718e-61,-0.981672246666909,0.429,0.829,7.52918315184658e-57,0.41304347826087,10,0.546910755148741,10
"PSMA1",3.28504922287902e-61,-0.255419824371484,0.755,0.947,8.70045286679509e-57,0.333333333333333,12,0.467967967967968,11
"MUC16",3.39400349505502e-61,0.9551217604942,0.719,0.753,8.98901825665322e-57,0.436528497409326,11,0.596977329974811,9
"CKS1B",3.45311790466155e-61,-0.394322115763346,0.456,0.815,9.14558277049611e-57,0.288343558282209,13,0.547729918509895,10
"PPA2",4.11653127934425e-61,-0.453899837203593,0.587,0.9,1.09026330933432e-56,0.33015873015873,12,0.500263296471827,11
"TGFBI",4.20373327697675e-61,0.283578813708666,0.374,0.634,1.11335875840729e-56,0.718204488778055,9,0.5,10
"TRIM29",4.33815181436317e-61,-0.4154442013429,0.363,0.789,1.14895950803409e-56,0.723076923076923,9,0.557692307692308,9
"RPS16",5.66110807004175e-61,-0.458682504054748,0.979,0.997,1.49934447235056e-56,0.344761904761905,13,0.455756422454805,11
"ILF3-AS1",5.89209726474794e-61,0.838797474238393,0.574,0.286,1.56052196056849e-56,0.404220779220779,12,0.56953642384106,10
"CEP126",8.66737028541094e-61,0.365125497781544,0.367,0.115,2.29555302009109e-56,0.769035532994924,11,0.407407407407407,10
"MIDN",8.84348217273293e-61,0.390766019888124,0.829,0.725,2.34219625344832e-56,0.338582677165354,12,0.462393721386527,11
"RRAS",1.01734432747771e-60,-0.250168027484622,0.362,0.8,2.69443645132471e-56,0.350515463917526,11,0.54739336492891,10
"ADM",1.08441624483703e-60,-0.693448674683816,0.337,0.6,2.87207642445088e-56,0.370165745856354,10,0.468404423380727,10
"EIF3H",1.54455568609429e-60,-0.380999779020921,0.662,0.94,4.09075573462074e-56,0.332394366197183,13,0.48234106962664,11
"SNRPA1",2.0637178853247e-60,-0.279502695712312,0.539,0.86,5.46575681928248e-56,0.373702422145329,12,0.507717750826902,10
"NUBP2",2.08780341788502e-60,-0.33013217084906,0.474,0.857,5.52954735226846e-56,0.298624754420432,11,0.526840066408412,11
"APP",2.84792641941099e-60,1.76178333295841,0.871,0.841,7.54273312181002e-56,0.398930481283422,11,0.440811724915445,11
"C22orf23",2.90927261363904e-60,0.383502924640183,0.237,0.07,7.70520851722301e-56,0.799212598425197,9,0.741496598639456,9
"PLAT",3.70041436830739e-60,-0.254966098732591,0.324,0.498,9.80054745446211e-56,0.758620689655172,8,0.478591817316841,8
"HSPBP1",3.99561889450057e-60,0.715740995475627,0.617,0.661,1.05823966420848e-55,0.468277945619335,12,0.444045911047346,10
"ANXA2",4.16428213789417e-60,-0.481463460469996,0.979,0.997,1.10291012422127e-55,0.340627973358706,13,0.454588682834047,11
"TIMMDC1",4.37276462274698e-60,-0.374474212926876,0.535,0.872,1.15812671033454e-55,0.320557491289199,13,0.51195652173913,11
"PCM1",4.5092940836921e-60,0.446861759448926,0.719,0.725,1.19428653806585e-55,0.402849740932642,12,0.582352941176471,11
"HINT1",5.11104332849853e-60,-0.390276731060026,0.921,0.993,1.35365982555284e-55,0.324898785425101,13,0.45702005730659,11
"BPIFB1",6.0526836012649e-60,1.15842968229666,0.245,0.074,1.60305325179501e-55,0.855513307984791,7,0.871794871794872,7
"SYK",6.22187947234707e-60,-0.274074473306124,0.227,0.662,1.64786477825112e-55,0.39344262295082,11,0.578080229226361,10
"DNAH10",8.18721147242571e-60,0.313235911679456,0.312,0.134,2.16838295847195e-55,0.86865671641791,11,0.74113475177305,6
"AREG",9.28934591260005e-60,0.92454325938338,0.48,0.661,2.46028326495212e-55,0.41747572815534,11,0.470967741935484,9
"NPC2",1.50462110218156e-59,1.02097082172938,0.911,0.945,3.98498898912786e-55,0.336745138178096,12,0.454819277108434,11
"CYB5D1",1.65887169697495e-59,0.380793559308756,0.426,0.117,4.39352168943815e-55,0.444201312910284,11,0.357723577235772,9
"SELENBP1",1.90136123649766e-59,0.391768883101967,0.698,0.588,5.03575523486406e-55,0.397863818424566,13,0.697018533440774,11
"CDV3",2.10423302378038e-59,-0.263697687722287,0.696,0.942,5.57306116348233e-55,0.331994645247657,12,0.478348439073515,10
"EMB",3.40620294477168e-59,0.422516844594098,0.585,0.183,9.02132849922778e-55,0.329617834394904,12,0.316062176165803,11
"IFT88",3.63265929111682e-59,0.316420055387588,0.396,0.182,9.6210981325229e-55,0.616470588235294,10,0.561357702349869,10
"ACBD3",3.70388586592891e-59,0.328676827671304,0.809,0.884,9.80974171591273e-55,0.366359447004608,13,0.510455764075067,11
"VGLL1",4.39067970285035e-59,-1.11241251551952,0.017,0.494,1.16287151929992e-54,0.444444444444444,5,0.919308357348703,7
"BST2",8.45624913655823e-59,-0.294614442926858,0.687,0.525,2.23963758381745e-54,0.408412483039349,12,0.542908762420958,11
"ACP1",8.95209753397204e-59,-0.324351725922384,0.708,0.94,2.37096303187249e-54,0.334210526315789,13,0.481089258698941,11
"TMEM106C",9.75961475582348e-59,-0.360774648045561,0.327,0.704,2.58483396807985e-54,0.358974358974359,11,0.484501347708895,10
"IFT74",1.01267783040168e-58,0.373218936939614,0.429,0.346,2.68207723381886e-54,0.589130434782609,11,0.457534246575342,10
"B9D2",1.22982036978221e-58,0.453774748132746,0.418,0.489,3.25717924936819e-54,0.602678571428571,11,0.623666343355965,10
"CFP",1.42712442837319e-58,0.262494425997245,0.16,0.01,3.77973904854641e-54,0.947674418604651,6,0.428571428571429,5
"ZBED5-AS1",1.43707891036737e-58,0.427349624402268,0.459,0.403,3.80610349410799e-54,0.517241379310345,11,0.618374558303887,10
"PMEPA1",1.46653526151629e-58,0.622455860967793,0.56,0.633,3.88411864012589e-54,0.535773710482529,12,0.649438202247191,9
"HNRNPH1",1.55716570592213e-58,0.618318224926718,0.97,0.987,4.12415337213476e-54,0.342939481268012,13,0.457732949087416,11
"HNRNPC",1.98938878217948e-58,-0.283912956382086,0.897,0.988,5.26889618960236e-54,0.318087318087318,13,0.45873320537428,11
"C5orf45",2.52520073457135e-58,0.388032535162446,0.479,0.283,6.68799414551222e-54,0.373540856031128,11,0.589614740368509,10
"PROM1",2.89334786745479e-58,0.482784024559042,0.308,0.247,7.66303182695401e-54,0.903030303030303,8,0.888675623800384,9
"POLR2A",2.99048647352405e-58,0.429229726029186,0.791,0.834,7.92030342512844e-54,0.328621908127208,12,0.505119453924915,10
"SLC9A3R1",3.85015391695984e-58,-0.305280459597232,0.709,0.852,1.01971326490681e-53,0.392904073587385,12,0.467706013363029,10
"NAMPT",3.94034499234575e-58,-0.547499239578524,0.645,0.922,1.04360037122277e-53,0.44364161849711,12,0.491769547325103,11
"C19orf70",3.94129103917609e-58,0.471961158027909,0.805,0.856,1.04385093172579e-53,0.368055555555556,13,0.492801771871539,11
"PSMB4",4.39328336797338e-58,-0.537662950679435,0.852,0.97,1.16356110000775e-53,0.326039387308534,13,0.466992665036675,11
"TUBB4B",5.6569923440207e-58,1.29585773595366,0.898,0.91,1.49825442231388e-53,0.3350622406639,13,0.465346534653465,11
"RCC1",5.86838866990852e-58,-0.333049272001075,0.387,0.782,1.55424273922527e-53,0.431325301204819,11,0.564848484848485,11
"NCKAP1L",6.27553796903725e-58,0.593625639599827,0.24,0.009,1.66207623109952e-53,0.992248062015504,3,0.3,6
"C2",6.48478612101964e-58,-0.285610804278836,0.139,0.55,1.71749560415205e-53,0.281879194630872,12,0.563793103448276,10
"CCDC40",6.49978131202705e-58,0.48773999058328,0.333,0.102,1.72146708049036e-53,0.705882352941177,9,0.469767441860465,9
"BAIAP3",6.52634091694232e-58,0.315122391113496,0.253,0.059,1.72850139185217e-53,0.845018450184502,10,0.540322580645161,8
"GM2A",1.17500574800186e-57,-0.312576884383609,0.311,0.697,3.11200272358292e-53,0.416167664670659,10,0.534330387491502,10
"ELF3",1.18536171145953e-57,0.290666901927205,0.957,0.934,3.13943049280057e-53,0.343719571567673,13,0.486294416243655,10
"DNAL4",1.31191723572983e-57,0.308626324538651,0.445,0.508,3.47461279883046e-53,0.545073375262054,11,0.710820895522388,10
"GYG1",1.56993040081983e-57,-0.439351436766602,0.235,0.674,4.15796066657133e-53,0.30952380952381,10,0.608726249120338,10
"DUSP18",1.88174497920838e-57,0.436000341805564,0.44,0.42,4.98380157743339e-53,0.641949152542373,11,0.764971751412429,10
