"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive.pt.occupancy","naive.n.nonzero.pts","grouped_pd.pt.occupancy","grouped_pd.n.nonzero.pts","gene","sig"
"PPP2CA",2.93403840519551e-55,0.480801598277909,0.712,0.927,7.77080071616032e-51,0.31020942408377,12,0.488241308793456,10,"PPP2CA","p_val_adj<0.05"
"MAT2B",7.13653145811167e-07,0.480619268352359,0.558,0.781,0.0189011035668088,0.335559265442404,12,0.578883495145631,10,"MAT2B","p_val_adj<0.05"
"RBBP7",1.9710143220118e-22,0.480319873404104,0.634,0.86,5.22023143184825e-18,0.366176470588235,12,0.525909592061742,11,"RBBP7","p_val_adj<0.05"
"FBXW5",3.21766583053953e-36,0.47884303399545,0.61,0.883,8.52198795218394e-32,0.312977099236641,11,0.513150831991412,11,"FBXW5","p_val_adj<0.05"
"ARF1",7.03109413933859e-29,0.478832589186377,0.911,0.98,1.86218528280383e-24,0.320368474923234,13,0.463473633284954,11,"ARF1","p_val_adj<0.05"
"MYL12A",9.41233311784715e-20,0.477587733018346,0.906,0.982,2.49285642626182e-15,0.330246913580247,13,0.461835748792271,11,"MYL12A","p_val_adj<0.05"
"SQSTM1",3.23049506876557e-56,0.476832181464024,0.94,0.992,8.5559661896256e-52,0.32804757185332,13,0.457934990439771,11,"SQSTM1","p_val_adj<0.05"
"TMEM147",2.50445619172658e-30,0.476689348563472,0.792,0.933,6.63305222378785e-26,0.315294117647059,12,0.485772357723577,11,"TMEM147","p_val_adj<0.05"
"HSPA9",6.07785964815245e-19,0.474807922964278,0.806,0.943,1.60972112781318e-14,0.354913294797688,13,0.480643539467069,11,"HSPA9","p_val_adj<0.05"
"ANXA3",1.07534868647472e-26,0.469953017407697,0.576,0.627,2.84806099612829e-22,0.320388349514563,11,0.710287443267776,10,"ANXA3","p_val_adj<0.05"
"OPN3",1.14920959269516e-26,0.469795422672037,0.252,0.627,3.04368160625313e-22,0.511111111111111,10,0.718820861678005,9,"OPN3","p_val_adj<0.05"
"TMED3",2.88827147044769e-17,0.469233685902352,0.652,0.875,7.64958698948069e-13,0.371428571428571,11,0.516793066088841,11,"TMED3","p_val_adj<0.05"
"S100A8",4.8129921497393e-127,0.468990116518482,0.101,0.393,1.27472097085845e-122,0.490740740740741,8,0.6256038647343,8,"S100A8","p_val_adj<0.05"
"GBP1",2.85556188104264e-68,0.467736756512398,0.306,0.462,7.56295564194142e-64,0.579268292682927,11,0.507692307692308,10,"GBP1","p_val_adj<0.05"
"PVRL4",1.40279858385154e-19,0.467421605839836,0.408,0.723,3.7153120493308e-15,0.317351598173516,12,0.625573770491803,10,"PVRL4","p_val_adj<0.05"
"MIR614",3.81592048306757e-48,0.466597765853607,0.522,0.818,1.01064653994045e-43,0.4375,11,0.552723059096176,11,"MIR614","p_val_adj<0.05"
"MARCH5",9.64490443156578e-119,0.465885661437902,0.27,0.798,2.5544529387002e-114,0.310344827586207,12,0.545778834720571,9,"MARCH5","p_val_adj<0.05"
"PSMD8",2.11890746173546e-94,0.465540061324613,0.815,0.965,5.61192641240638e-90,0.316933638443936,13,0.46977886977887,11,"PSMD8","p_val_adj<0.05"
"ZFAND6",2.00595775324144e-15,0.465000648105906,0.721,0.903,5.31277910945996e-11,0.329457364341085,12,0.5,11,"ZFAND6","p_val_adj<0.05"
"PSME1",1.58753124491511e-109,0.464827605973226,0.916,0.98,4.20457650215767e-105,0.327568667344863,13,0.462022254475085,11,"PSME1","p_val_adj<0.05"
"TSG101",1.83840296181921e-21,0.46423312044922,0.626,0.882,4.86901024437818e-17,0.416666666666667,13,0.514777001612037,10,"TSG101","p_val_adj<0.05"
"NADSYN1",4.49353611277479e-24,0.463858786447041,0.308,0.69,1.1901130394684e-19,0.333333333333333,10,0.649725274725275,11,"NADSYN1","p_val_adj<0.05"
"STIP1",5.44536010908548e-57,0.463324645328312,0.733,0.937,1.44220362489129e-52,0.346055979643766,12,0.482549317147193,11,"STIP1","p_val_adj<0.05"
"ADH5",5.63540811599946e-114,0.463162314311536,0.564,0.885,1.49253783952246e-109,0.32396694214876,12,0.494640943193998,10,"ADH5","p_val_adj<0.05"
"HADHA",7.8198132867719e-28,0.460966174737571,0.666,0.897,2.07107754900154e-23,0.313286713286713,13,0.503437334743522,11,"HADHA","p_val_adj<0.05"
"ANXA9",7.31690070426322e-39,0.460652887881936,0.064,0.436,1.93788115152411e-34,0.434782608695652,8,0.805434782608696,8,"ANXA9","p_val_adj<0.05"
"RAN",1.88737942471552e-115,0.459634082640699,0.826,0.979,4.99872440635906e-111,0.343115124153499,13,0.46172480620155,10,"RAN","p_val_adj<0.05"
"TPI1",1.81424040326586e-82,0.458786129664767,0.96,0.992,4.80501570804964e-78,0.346601941747573,13,0.457716196846632,11,"TPI1","p_val_adj<0.05"
"RPS16",5.66110807004175e-61,0.458682504054748,0.979,0.997,1.49934447235056e-56,0.344761904761905,13,0.455756422454805,11,"RPS16","p_val_adj<0.05"
"RAB1A",4.03225611006048e-73,0.457932907568026,0.814,0.954,1.06794303074952e-68,0.324169530355097,13,0.475882645450025,11,"RAB1A","p_val_adj<0.05"
"TMBIM6",2.18014148439089e-13,0.457702093193249,0.95,0.993,5.77410472140928e-09,0.322865554465162,12,0.456801909307876,11,"TMBIM6","p_val_adj<0.05"
"EIF6",2.80416730109963e-80,0.456770117849663,0.77,0.961,7.42683709696237e-76,0.312348668280872,13,0.469166255550074,11,"EIF6","p_val_adj<0.05"
"RNF168",5.03071923886456e-105,0.455984098941302,0.328,0.643,1.33238599041328e-100,0.346590909090909,12,0.426253687315634,9,"RNF168","p_val_adj<0.05"
"CBLC",7.61430040123617e-137,0.454375864047207,0.153,0.716,2.0166474612674e-132,0.408536585365854,8,0.56887417218543,9,"CBLC","p_val_adj<0.05"
"PQLC3",1.5254132360801e-24,0.454064169499403,0.361,0.739,4.04005695575813e-20,0.322997416020672,11,0.604621309370988,11,"PQLC3","p_val_adj<0.05"
"PPA2",4.11653127934425e-61,0.453899837203593,0.587,0.9,1.09026330933432e-56,0.33015873015873,12,0.500263296471827,11,"PPA2","p_val_adj<0.05"
"ASAH1",1.47358874606529e-13,0.453424400928756,0.747,0.856,3.90279979395393e-09,0.329177057356608,12,0.528531855955679,11,"ASAH1","p_val_adj<0.05"
"ATP5C1",1.16517008659411e-71,0.453279363816473,0.774,0.951,3.0859529743445e-67,0.332129963898917,12,0.475810473815461,11,"ATP5C1","p_val_adj<0.05"
"CBR3",7.54018924013223e-110,0.453053770648615,0.323,0.516,1.99701912024902e-105,0.561959654178674,10,0.520220588235294,9,"CBR3","p_val_adj<0.05"
"SH3BGRL3",3.58166884765237e-73,0.452857847683013,0.859,0.982,9.48604994300731e-69,0.31236442516269,13,0.46231884057971,11,"SH3BGRL3","p_val_adj<0.05"
"SURF4",2.7306192023202e-34,0.452591539760245,0.619,0.889,7.23204495734505e-30,0.352409638554217,11,0.507470651013874,10,"SURF4","p_val_adj<0.05"
"TXNDC17",4.42276372266906e-106,0.452395667102415,0.716,0.971,1.1713689719489e-101,0.334635416666667,13,0.467513434294089,11,"TXNDC17","p_val_adj<0.05"
"PSMC2",1.30119773265279e-41,0.452104709642076,0.582,0.864,3.44622219493091e-37,0.3392,13,0.522502744237102,11,"PSMC2","p_val_adj<0.05"
"NDUFB4",1.95787774280818e-118,0.451807650568188,0.876,0.988,5.18543920182745e-114,0.325531914893617,13,0.459433509361498,11,"NDUFB4","p_val_adj<0.05"
"PSMD7",2.31477750245908e-93,0.45179651421474,0.713,0.932,6.13068821526287e-89,0.339869281045752,13,0.485249237029502,10,"PSMD7","p_val_adj<0.05"
"NAPRT",1.61264703315606e-103,0.451370702956747,0.538,0.897,4.27109566731383e-99,0.30155979202773,10,0.499206768905341,9,"NAPRT","p_val_adj<0.05"
"TRAM1",4.68034281944021e-10,0.451361537335062,0.702,0.873,1.23958879572874e-05,0.349269588313413,12,0.517372421281216,11,"TRAM1","p_val_adj<0.05"
"PSMA6",1.8799290039458e-83,0.45110678213292,0.818,0.967,4.97899196695044e-79,0.329157175398633,13,0.468366846493379,11,"PSMA6","p_val_adj<0.05"
"CASP4",7.98712638435585e-23,0.450828808968646,0.632,0.862,2.11539042289665e-18,0.349557522123894,11,0.524463991203958,11,"CASP4","p_val_adj<0.05"
"RELL1",0.000398684445255105,0.449897155036456,0.397,0.688,1,0.384976525821596,10,0.65564738292011,11,"RELL1","NS"
"GLRX",0.0579352763632755,0.449591401835543,0.569,0.758,1,0.309328968903437,11,0.59261576971214,10,"GLRX","NS"
"DIRC2",2.75912640000516e-24,0.448790307288471,0.271,0.655,7.30754627041366e-20,0.319587628865979,10,0.672937771345876,10,"DIRC2","p_val_adj<0.05"
"CDH3",1.09511807798276e-133,0.448202274835531,0.328,0.663,2.90042022953733e-129,0.386363636363636,12,0.399571122230164,11,"CDH3","p_val_adj<0.05"
"GALNT2",1.51222679797416e-18,0.447121910582718,0.466,0.78,4.00513267443456e-14,0.334,12,0.57958687727825,10,"GALNT2","p_val_adj<0.05"
"G6PD",1.3463713679333e-149,0.446742318697025,0.452,0.89,3.56586456797134e-145,0.348453608247423,12,0.500532481363152,10,"G6PD","p_val_adj<0.05"
"RAB7A",4.45566137845769e-126,0.446709304422354,0.76,0.966,1.18008191608452e-121,0.350490196078431,13,0.467844869906726,11,"RAB7A","p_val_adj<0.05"
"FAM3B",0.0230540902087309,0.446245659707148,0.27,0.581,1,0.713793103448276,8,0.766721044045677,10,"FAM3B","NS"
"HSPD1",7.48344967952324e-85,0.445104452665976,0.904,0.984,1.98199164762173e-80,0.320618556701031,12,0.459277108433735,11,"HSPD1","p_val_adj<0.05"
"RAB2A",2.6872065830169e-38,0.443960195880297,0.742,0.945,7.11706663512027e-34,0.301507537688442,13,0.480421686746988,11,"RAB2A","p_val_adj<0.05"
"CHMP1B",2.36252956744411e-42,0.443824614101632,0.623,0.902,6.25715955937573e-38,0.324364723467862,12,0.500525762355415,11,"CHMP1B","p_val_adj<0.05"
"SLC15A2",0.75985697880183,0.443418277313858,0.363,0.565,1,0.435897435897436,10,0.784395973154362,9,"SLC15A2","NS"
"STT3A",0.22032527871185,0.442809144244415,0.679,0.827,1,0.368998628257888,11,0.546131805157593,11,"STT3A","NS"
"IFI30",2.0705422499587e-92,0.442072430923059,0.447,0.847,5.48383114901562e-88,0.34375,13,0.509792949076665,11,"IFI30","p_val_adj<0.05"
"UQCRC2",2.37510951904659e-32,0.441394518372933,0.598,0.869,6.29047756119489e-28,0.328660436137072,12,0.51936715766503,11,"UQCRC2","p_val_adj<0.05"
"RTP4",9.12476176029891e-108,0.441198471252919,0.201,0.683,2.41669315221517e-103,0.560185185185185,11,0.566666666666667,9,"RTP4","p_val_adj<0.05"
"SET",3.99589581586659e-83,0.440483144147807,0.938,0.997,1.05831300683227e-78,0.325049701789264,13,0.455539705183072,11,"SET","p_val_adj<0.05"
"FYB",1.24746325458589e-193,0.440366132270475,0.028,0.333,3.30390642977074e-189,0.233333333333333,9,0.732574679943101,7,"FYB","p_val_adj<0.05"
"GATM",6.83466521325454e-21,0.439375197809766,0.041,0.427,1.81016108173046e-16,0.340909090909091,10,0.937846836847947,7,"GATM","p_val_adj<0.05"
"GYG1",1.56993040081983e-57,0.439351436766602,0.235,0.674,4.15796066657133e-53,0.30952380952381,10,0.608726249120338,10,"GYG1","p_val_adj<0.05"
"COG2",0.000420322229886945,0.438482126806355,0.308,0.617,1,0.311178247734139,11,0.727342549923195,11,"COG2","NS"
"GOT2",4.28197235625705e-71,0.438223374686407,0.512,0.874,1.13408037855468e-66,0.327868852459016,11,0.501356483993489,10,"GOT2","p_val_adj<0.05"
"ETFA",3.09641003068856e-83,0.437999594388793,0.588,0.92,8.20084196627865e-79,0.316957210776545,11,0.488144329896907,11,"ETFA","p_val_adj<0.05"
"ANXA4",6.31043821187966e-08,0.437808006396121,0.747,0.893,0.00167131956041633,0.354556803995006,11,0.50583864118896,10,"ANXA4","p_val_adj<0.05"
"NCSTN",0.000112770942476038,0.437777601851342,0.507,0.747,1,0.283088235294118,11,0.601522842639594,11,"NCSTN","NS"
"SRPR",1.77975694791489e-06,0.437734321489158,0.618,0.822,0.0471368627655259,0.374057315233786,12,0.54959630911188,11,"SRPR","p_val_adj<0.05"
"NOP16",1.14299057388257e-91,0.437155959412496,0.348,0.782,3.02721053492799e-87,0.300268096514745,12,0.49787750151607,10,"NOP16","p_val_adj<0.05"
"RPN1",1.45181142770485e-16,0.436885160496121,0.819,0.948,3.84512256627629e-12,0.320819112627986,12,0.4785,11,"RPN1","p_val_adj<0.05"
"CNBP",1.05333025406175e-107,0.436584471271698,0.854,0.982,2.78974517788253e-103,0.34061135371179,13,0.460647030420087,11,"CNBP","p_val_adj<0.05"
"PSMA7",8.44109011732497e-95,0.436396622297739,0.907,0.986,2.23562271757352e-90,0.338129496402878,13,0.45983645983646,11,"PSMA7","p_val_adj<0.05"
"RARS",1.32422407601645e-21,0.436341909857787,0.497,0.801,3.50720746532958e-17,0.350844277673546,12,0.559171597633136,11,"RARS","p_val_adj<0.05"
"LIMCH1",4.94559519135821e-22,0.436330897345417,0.582,0.652,1.30984088643122e-17,0.328525641025641,11,0.695272727272727,10,"LIMCH1","p_val_adj<0.05"
"GIT2",1.10094970112459e-32,0.435810977434392,0.318,0.713,2.91586528342849e-28,0.489736070381232,10,0.630073186959414,10,"GIT2","p_val_adj<0.05"
"CHCHD2",9.64661516245889e-21,0.435792187355695,0.927,0.985,2.55490602577724e-16,0.324623115577889,13,0.460760712566201,11,"CHCHD2","p_val_adj<0.05"
"NQO1",5.60773138347325e-65,0.435318655223349,0.676,0.952,1.48520765691289e-60,0.431724137931034,12,0.473605577689243,10,"NQO1","p_val_adj<0.05"
"ITPKC",2.50260928369058e-109,0.43321875638627,0.471,0.786,6.62816068785449e-105,0.358415841584158,11,0.502715751357876,10,"ITPKC","p_val_adj<0.05"
"SNAP23",3.56891023714626e-07,0.432916480735396,0.486,0.733,0.00945225876308188,0.35823754789272,12,0.613195342820181,11,"SNAP23","p_val_adj<0.05"
"LYPLA1",9.69824183402926e-34,0.431448343338498,0.432,0.798,2.56857934974265e-29,0.372844827586207,11,0.565320665083135,10,"LYPLA1","p_val_adj<0.05"
"HLA-H",3.06024865810315e-132,0.431068692338426,0.801,0.956,8.1050685709862e-128,0.315116279069767,12,0.474206349206349,11,"HLA-H","p_val_adj<0.05"
"TMEM41A",1.71353919375276e-110,0.430503306257003,0.527,0.819,4.53830855465419e-106,0.341592920353982,12,0.468171296296296,10,"TMEM41A","p_val_adj<0.05"
"ARNTL2",5.12792976993586e-128,0.429973409405696,0.153,0.721,1.35813219956751e-123,0.378048780487805,8,0.575936883629191,8,"ARNTL2","p_val_adj<0.05"
"PRDX4",0.000145101274778929,0.429130988595775,0.774,0.894,1,0.332530120481928,12,0.507423117709438,11,"PRDX4","NS"
"CSRP1",3.00750598644696e-19,0.428798149561687,0.536,0.833,7.96537960510477e-15,0.306086956521739,12,0.537279453614115,10,"CSRP1","p_val_adj<0.05"
"H1F0",0.00975039356223868,0.428673541288142,0.623,0.789,1,0.367713004484305,12,0.575466025255562,10,"H1F0","NS"
"UCK2",5.20991635260736e-86,0.428237776068777,0.13,0.665,1.37984634598806e-81,0.407142857142857,10,0.642908054169636,10,"UCK2","p_val_adj<0.05"
"RNPEP",1.91608523021713e-12,0.42786586615458,0.595,0.834,5.07475173223006e-08,0.410658307210031,11,0.543230944254835,11,"RNPEP","p_val_adj<0.05"
"CMPK1",2.23378397966021e-10,0.427605857007118,0.657,0.859,5.91617687013007e-06,0.307801418439716,12,0.526780784097184,11,"CMPK1","p_val_adj<0.05"
"ILF2",4.02568735279163e-35,0.426405039096521,0.751,0.91,1.06620329538686e-30,0.326302729528536,13,0.498176133402814,11,"ILF2","p_val_adj<0.05"
"MRPL3",2.57179266714933e-73,0.425627982948527,0.48,0.863,6.81139287894501e-69,0.306796116504854,12,0.515934065934066,10,"MRPL3","p_val_adj<0.05"
"GUK1",7.35778489938857e-21,0.425362308148759,0.912,0.981,1.94870933060306e-16,0.321756894790603,13,0.463249516441006,11,"GUK1","p_val_adj<0.05"
"SMAGP",1.72860860511443e-36,0.425031698485748,0.377,0.77,4.57821989064556e-32,0.397530864197531,9,0.573629081947012,9,"SMAGP","p_val_adj<0.05"
"DSG2",1.23974967509022e-29,0.423934409546631,0.553,0.867,3.28347701447645e-25,0.320404721753794,12,0.522689994532531,11,"DSG2","p_val_adj<0.05"
"CLTB",1.85985649591415e-74,0.423870582497547,0.642,0.926,4.92582992942863e-70,0.314949201741655,13,0.487455197132616,11,"CLTB","p_val_adj<0.05"
"PARK7",4.05671037215937e-22,0.423619088079868,0.891,0.972,1.07441974206641e-17,0.324267782426778,13,0.465365853658537,11,"PARK7","p_val_adj<0.05"
"CLNS1A",6.51132716966263e-64,0.423111096357429,0.625,0.899,1.72452500088515e-59,0.327868852459016,13,0.499209277807064,11,"CLNS1A","p_val_adj<0.05"
"MAN2A1",6.2730206912987e-31,0.421527910938959,0.319,0.729,1.66140953009046e-26,0.441520467836257,10,0.6174365647365,10,"MAN2A1","p_val_adj<0.05"
"TAPBPL",0.00137394924556601,0.420517892446417,0.394,0.671,1,0.373522458628842,10,0.669257950530035,10,"TAPBPL","NS"
"SPINK1",1.2272929448804e-15,0.420477103086321,0.133,0.502,3.25048536451574e-11,0.587412587412587,7,0.798676748582231,7,"SPINK1","p_val_adj<0.05"
"RNASEL",1.1633971082111e-05,0.420380372561126,0.161,0.509,0.308125724109709,0.323699421965318,10,0.837837837837838,9,"RNASEL","NS"
"RTCB",0.00069486414871114,0.419534047797571,0.561,0.769,1,0.318936877076412,11,0.586674892041949,10,"RTCB","NS"
"SPG21",5.91433931995694e-16,0.419115776573628,0.609,0.84,1.5664127688906e-11,0.297090352220521,11,0.5372460496614,11,"SPG21","p_val_adj<0.05"
"JUP",2.85883832124824e-77,0.418754222462577,0.714,0.936,7.57163329382597e-73,0.344647519582245,12,0.484295845997974,11,"JUP","p_val_adj<0.05"
"B2M",2.15829975089897e-87,0.417082407861972,0.98,0.998,5.71625689025593e-83,0.338403041825095,13,0.454847908745247,11,"B2M","p_val_adj<0.05"
"COX6B1",1.29974798459881e-66,0.41659712884419,0.926,0.99,3.44238253720994e-62,0.323943661971831,13,0.458552946813608,11,"COX6B1","p_val_adj<0.05"
"GPX8",1.30984914401935e-09,0.416155207572759,0.17,0.567,3.46913545793525e-05,0.604395604395604,10,0.758361204013378,10,"GPX8","p_val_adj<0.05"
"LYN",6.36535175888487e-47,0.415825814425281,0.527,0.857,1.68586341334066e-42,0.311504424778761,12,0.523783185840708,11,"LYN","p_val_adj<0.05"
"GPAT2",8.00718616578846e-08,0.415630801085195,0.133,0.472,0.00212070325600907,0.531468531468531,9,0.871356783919598,9,"GPAT2","p_val_adj<0.05"
"TRIM29",4.33815181436317e-61,0.4154442013429,0.363,0.789,1.14895950803409e-56,0.723076923076923,9,0.557692307692308,9,"TRIM29","p_val_adj<0.05"
"TMEM165",1.81019129352927e-22,0.415105554604519,0.719,0.905,4.79429164091228e-18,0.330739299610895,12,0.499475890985325,11,"TMEM165","p_val_adj<0.05"
"SSR3",9.90346025149763e-37,0.414416606030318,0.734,0.93,2.62293144760915e-32,0.305837563451777,13,0.487767584097859,11,"SSR3","p_val_adj<0.05"
"YWHAH",3.89652123394913e-10,0.413574157656591,0.809,0.835,1.03199364881143e-05,0.344470046082949,12,0.542613636363636,10,"YWHAH","p_val_adj<0.05"
"ALG3",1.94061892124357e-70,0.413101935500034,0.433,0.833,5.1397292129136e-66,0.32258064516129,11,0.535571997723392,11,"ALG3","p_val_adj<0.05"
"CCT3",4.49431744065486e-29,0.412600167135309,0.83,0.948,1.19031997415744e-24,0.325476992143659,13,0.477738869434717,11,"CCT3","p_val_adj<0.05"
"KCNK6",2.99463639256103e-80,0.41138643628816,0.163,0.646,7.93129448569789e-76,0.508571428571429,10,0.647835656639765,9,"KCNK6","p_val_adj<0.05"
"MYL12B",1.98885974081943e-12,0.409486955461939,0.921,0.99,5.26749502356027e-08,0.327935222672065,13,0.458333333333333,11,"MYL12B","p_val_adj<0.05"
"B4GALT4",2.2441104152595e-76,0.407760530901462,0.281,0.722,5.94352643481479e-72,0.524916943521595,12,0.568614576493762,10,"B4GALT4","p_val_adj<0.05"
"PTP4A1",2.41996045552821e-24,0.407301318715906,0.682,0.875,6.40926526646647e-20,0.329234972677596,13,0.518418201516793,11,"PTP4A1","p_val_adj<0.05"
"HEBP2",5.60013042729863e-07,0.406685010013346,0.803,0.925,0.0148319454367004,0.332946635730858,11,0.491030240902102,11,"HEBP2","p_val_adj<0.05"
"TFPI",1.83498980643286e-20,0.406678591904606,0.616,0.848,4.85997050233743e-16,0.467473524962179,12,0.527404921700224,10,"TFPI","p_val_adj<0.05"
"TPM3",2.75402208143513e-21,0.406322551463916,0.87,0.97,7.29402748268095e-17,0.318327974276527,13,0.468230694037146,10,"TPM3","p_val_adj<0.05"
"FAM162A",8.3198158766841e-124,0.405821649773739,0.482,0.823,2.20350323493978e-119,0.307543520309478,11,0.415898617511521,11,"FAM162A","p_val_adj<0.05"
"ATP5G1",2.09499917249477e-91,0.404854778292245,0.747,0.947,5.5486053083524e-87,0.335830212234707,13,0.477716574862293,10,"ATP5G1","p_val_adj<0.05"
"PSMD11",1.59467316565678e-94,0.402740576468373,0.774,0.963,4.22349187924197e-90,0.328915662650602,13,0.470935960591133,11,"PSMD11","p_val_adj<0.05"
"EFHD2",5.61333441054752e-98,0.402489151173203,0.581,0.906,1.48669161863351e-93,0.382022471910112,13,0.499476439790576,11,"EFHD2","p_val_adj<0.05"
"C3orf52",2.95993715849323e-102,0.40230458018129,0.204,0.636,7.83939356426933e-98,0.484018264840183,10,0.547352721849366,9,"C3orf52","p_val_adj<0.05"
"CTSE",2.66760196313069e-09,0.401964188100231,0.159,0.129,7.06514379935164e-05,0.795321637426901,9,0.408088235294118,9,"CTSE","p_val_adj<0.05"
"DUSP10",1.1841309892919e-33,0.401250485380132,0.451,0.766,3.1361709251396e-29,0.402892561983471,11,0.572755417956656,10,"DUSP10","p_val_adj<0.05"
"RAB18",4.55386277983839e-83,0.400286383086062,0.498,0.868,1.2060905572402e-78,0.323970037453184,13,0.518842162752594,10,"RAB18","p_val_adj<0.05"
"FH",1.02231993710607e-25,0.399440529349573,0.422,0.759,2.70761435342544e-21,0.282560706401766,12,0.5825,10,"FH","p_val_adj<0.05"
"GPX1",1.81834012831042e-06,0.399422923849805,0.926,0.982,0.0481587382983014,0.321931589537223,12,0.461835748792271,11,"GPX1","p_val_adj<0.05"
"OPTN",2.71153429451941e-41,0.399293740051898,0.545,0.824,7.18149857903466e-37,0.384615384615385,11,0.546605293440736,10,"OPTN","p_val_adj<0.05"
"CPE",2.25628293082276e-18,0.39874826460028,0.384,0.632,5.97576534228409e-14,0.62378640776699,9,0.687687687687688,8,"CPE","p_val_adj<0.05"
"ARFGAP3",0.00941911263697929,0.397724183384588,0.545,0.672,1,0.365811965811966,12,0.669957686882934,10,"ARFGAP3","NS"
"TMEM248",1.30072824531953e-12,0.397532635484822,0.677,0.862,3.44497875772876e-08,0.355371900826446,12,0.526141992294992,11,"TMEM248","p_val_adj<0.05"
"H2AFZ",4.92275799717309e-43,0.396929002230847,0.803,0.942,1.30379245555129e-38,0.324825986078886,12,0.479355488418933,11,"H2AFZ","p_val_adj<0.05"
"KCMF1",1.6900056405364e-107,0.396071120669088,0.432,0.844,4.47597993896066e-103,0.325431034482759,12,0.512359550561798,11,"KCMF1","p_val_adj<0.05"
"IFI35",5.7050529793921e-115,0.39595856035205,0.432,0.844,1.510983281592e-110,0.359913793103448,8,0.498876404494382,10,"IFI35","p_val_adj<0.05"
"ATXN10",0.0217938372144397,0.395692185434607,0.699,0.803,1,0.322666666666667,12,0.560543414057885,11,"ATXN10","NS"
"C7orf49",1.22612353073488e-54,0.395156839926976,0.27,0.713,3.24738817115133e-50,0.379310344827586,11,0.61144377910845,11,"C7orf49","p_val_adj<0.05"
"CKS1B",3.45311790466155e-61,0.394322115763346,0.456,0.815,9.14558277049611e-57,0.288343558282209,13,0.547729918509895,10,"CKS1B","p_val_adj<0.05"
"MET",3.75841425231931e-25,0.393775063120114,0.541,0.836,9.95416014726768e-21,0.413793103448276,11,0.540249433106576,9,"MET","p_val_adj<0.05"
"CAT",0.0184401355449795,0.393541320232207,0.463,0.687,1,0.362173038229376,11,0.630089717046239,10,"CAT","NS"
"PARL",2.16076298157568e-103,0.391099146048583,0.347,0.798,5.72278075670318e-99,0.314516129032258,12,0.513963161021985,10,"PARL","p_val_adj<0.05"
"RHBDL2",5.12633281693413e-39,0.390693190188599,0.255,0.709,1.357709246565e-34,0.456204379562044,10,0.63010033444816,10,"RHBDL2","p_val_adj<0.05"
"IFRD2",2.6852378490583e-18,0.390605513196456,0.346,0.715,7.1118524432309e-14,0.361185983827493,12,0.628647214854111,10,"IFRD2","p_val_adj<0.05"
"RNF130",2.58377508422865e-12,0.390357984332555,0.678,0.745,6.84312831057957e-08,0.357142857142857,11,0.608142493638677,10,"RNF130","p_val_adj<0.05"
"MRPL24",2.93092181289757e-44,0.39034041852709,0.561,0.874,7.76254642145921e-40,0.307308970099668,12,0.517634291915355,10,"MRPL24","p_val_adj<0.05"
"HINT1",5.11104332849853e-60,0.390276731060026,0.921,0.993,1.35365982555284e-55,0.324898785425101,13,0.45702005730659,11,"HINT1","p_val_adj<0.05"
"ADI1",4.53123888091445e-72,0.390127472982122,0.651,0.928,1.20009861761019e-67,0.300859598853868,12,0.487480838017374,11,"ADI1","p_val_adj<0.05"
"C1GALT1",0.000989069214588221,0.390115540696723,0.565,0.742,1,0.453795379537954,11,0.610223642172524,11,"C1GALT1","NS"
"SLC25A39",2.662320599845e-52,0.389325429521603,0.669,0.917,7.05115610868949e-48,0.363509749303621,12,0.493795243019648,10,"SLC25A39","p_val_adj<0.05"
"EXT1",3.17788334061211e-54,0.3890353679625,0.233,0.686,8.41662402761117e-50,0.372,11,0.629578438147892,9,"EXT1","p_val_adj<0.05"
"HSPA4",8.02803677657307e-27,0.388485238792691,0.64,0.879,2.12622554027538e-22,0.34061135371179,12,0.510787486515642,11,"HSPA4","p_val_adj<0.05"
"TM7SF3",4.48033867090711e-40,0.387892327092143,0.418,0.796,1.18661769698975e-35,0.404017857142857,11,0.557806912991657,10,"TM7SF3","p_val_adj<0.05"
"CREB3",6.65603515121025e-16,0.387819955039257,0.568,0.823,1.76285090979803e-11,0.316393442622951,11,0.54985590778098,11,"CREB3","p_val_adj<0.05"
"FBXO7",8.07397521887345e-06,0.386961447723824,0.568,0.767,0.213839233671863,0.346469622331691,10,0.589363017934446,11,"FBXO7","NS"
"HMCES",3.47453096870831e-103,0.386174295994139,0.397,0.795,9.20229527062397e-99,0.363849765258216,11,0.485680190930788,11,"HMCES","p_val_adj<0.05"
"COPZ1",2.82676573284391e-57,0.385998243529642,0.698,0.933,7.4866890434371e-53,0.331108144192256,12,0.485510930350788,10,"COPZ1","p_val_adj<0.05"
"TAP2",1.72777884011519e-103,0.383939796450295,0.277,0.78,4.57602225804508e-99,0.296296296296296,11,0.531630170316302,10,"TAP2","p_val_adj<0.05"
"MCTS1",1.25149103736443e-21,0.383669869819145,0.671,0.886,3.31457401245968e-17,0.330555555555556,13,0.510706638115632,11,"MCTS1","p_val_adj<0.05"
"RDX",1.59607014925713e-14,0.382969618089151,0.698,0.898,4.2271917903075e-10,0.353805073431242,12,0.504490227152668,11,"RDX","p_val_adj<0.05"
"PSMA4",3.23244466751515e-101,0.382697058447904,0.803,0.963,8.56112970191388e-97,0.322505800464037,12,0.469458128078818,11,"PSMA4","p_val_adj<0.05"
