"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene","sig"
"RAB34",3.33467435857859e-53,-0.316279848100995,0.42,0.798,8.8318850386954e-49,0.416666666666667,9,0.546318289786223,10,"RAB34","p_val_adj<0.05"
"EXT1",3.92631537174322e-48,-0.316956437508308,0.365,0.686,1.03988462620619e-43,0.330143540669856,7,0.629578438147892,9,"EXT1","p_val_adj<0.05"
"ALG8",6.48132233112598e-34,-0.31710524563407,0.481,0.723,1.71657821939872e-29,0.403636363636364,7,0.60498687664042,10,"ALG8","p_val_adj<0.05"
"MLPH",6.09750738482104e-18,-0.317619190507303,0.519,0.645,1.61492483086985e-13,0.2996632996633,9,0.700735294117647,11,"MLPH","p_val_adj<0.05"
"ST3GAL4-AS1",5.44438049766781e-71,-0.317848868923418,0.068,0.483,1.44194417480732e-66,0.41025641025641,4,0.888015717092338,7,"ST3GAL4-AS1","p_val_adj<0.05"
"PRKCDBP",0.179883568549616,-0.319042247275042,0.215,0.23,1,0.284552845528455,9,0.335390946502058,9,"PRKCDBP","NS"
"MMADHC",6.88965027109246e-44,-0.319273134748046,0.649,0.907,1.82472387429884e-39,0.407008086253369,10,0.497647673810768,11,"MMADHC","p_val_adj<0.05"
"SEMA4B",1.04976376693211e-67,-0.319903156385563,0.437,0.845,2.78029933671969e-63,0.384,8,0.520763187429854,10,"SEMA4B","p_val_adj<0.05"
"ARRDC1",9.95630052520551e-51,-0.320219125634732,0.524,0.802,2.63692619410068e-46,0.3,10,0.562647754137116,10,"ARRDC1","p_val_adj<0.05"
"IFNGR1",3.55635200307772e-18,-0.320424055487208,0.589,0.71,9.41899828015135e-14,0.347181008902077,8,0.637274549098196,11,"IFNGR1","p_val_adj<0.05"
"MACC1",3.87719298435801e-22,-0.321426277900054,0.661,0.776,1.02687456190722e-17,0.37037037037037,8,0.580329871716555,10,"MACC1","p_val_adj<0.05"
"IL18",1.08426374625908e-58,-0.321739365525763,0.226,0.638,2.87167253196717e-54,0.472868217054264,9,0.415613382899628,10,"IL18","p_val_adj<0.05"
"CA9",2.17274459051821e-20,-0.321898962216897,0.017,0.165,5.75451404798747e-16,0.4,4,0.567723342939481,8,"CA9","p_val_adj<0.05"
"GRSF1",2.05248103122566e-53,-0.322066264465005,0.526,0.845,5.43599601120117e-49,0.302325581395349,10,0.526374859708193,11,"GRSF1","p_val_adj<0.05"
"TWF1",4.69857328577302e-72,-0.322097524928567,0.341,0.749,1.24441713473699e-67,0.358974358974359,7,0.60253164556962,10,"TWF1","p_val_adj<0.05"
"ISG20",2.72130415252677e-63,-0.322449733669331,0.4,0.82,7.20737404796716e-59,0.471615720524017,10,0.515606936416185,11,"ISG20","p_val_adj<0.05"
"MSLN",0.197156445402941,-0.322586142545834,0.689,0.532,1,0.461928934010152,7,0.85204991087344,7,"MSLN","NS"
"PHPT1",3.26504744037478e-59,-0.322990988287454,0.799,0.945,8.64747814583262e-55,0.363238512035011,8,0.479678876066232,10,"PHPT1","p_val_adj<0.05"
"C7orf49",5.90350703202343e-56,-0.323164606936327,0.33,0.713,1.5635438374314e-51,0.275132275132275,9,0.61144377910845,11,"C7orf49","p_val_adj<0.05"
"SQSTM1",8.33652229469054e-31,-0.323472429824597,0.974,0.992,2.20792792974879e-26,0.346499102333932,10,0.457934990439771,11,"SQSTM1","p_val_adj<0.05"
"BIRC5",3.8121899556976e-10,-0.323579144840626,0.093,0.197,1.00965850976651e-05,0.509433962264151,8,0.583132530120482,10,"BIRC5","p_val_adj<0.05"
"PSMB4",1.91115673232358e-54,-0.323864432467869,0.869,0.97,5.06169860555899e-50,0.3420523138833,9,0.466992665036675,11,"PSMB4","p_val_adj<0.05"
"TIMM17A",3.32138174808324e-49,-0.324357268534426,0.624,0.904,8.79667955979847e-45,0.366946778711485,9,0.497901364113326,10,"TIMM17A","p_val_adj<0.05"
"SLC15A2",7.3026778205965e-24,-0.324703408641182,0.39,0.565,1.93411422078498e-19,0.385650224215247,8,0.784395973154362,9,"SLC15A2","p_val_adj<0.05"
"TGIF1",6.63300844917741e-30,-0.325184901355463,0.706,0.876,1.75675228776464e-25,0.403465346534653,10,0.514069264069264,10,"TGIF1","p_val_adj<0.05"
"PTGFRN",2.27053968992071e-55,-0.325478635263632,0.252,0.627,6.013524368755e-51,0.388888888888889,7,0.651285930408472,11,"PTGFRN","p_val_adj<0.05"
"TMEM62",3.25593050317155e-51,-0.325773487011204,0.25,0.61,8.62333193764985e-47,0.314685314685315,6,0.701399688958009,8,"TMEM62","p_val_adj<0.05"
"FBLN1",4.60739873909402e-84,-0.325999347424461,0.093,0.587,1.22026955604905e-79,0.39622641509434,6,0.582861762328213,8,"FBLN1","p_val_adj<0.05"
"LOC100419583",6.58850243210386e-56,-0.326025755686831,0.245,0.616,1.74496486914271e-51,0.4,7,0.633076923076923,10,"LOC100419583","p_val_adj<0.05"
"CKS1B",9.44238039780634e-41,-0.326306692289177,0.593,0.815,2.50081444835901e-36,0.351032448377581,9,0.547729918509895,10,"CKS1B","p_val_adj<0.05"
"CNOT7",2.4163479384473e-52,-0.326519090203017,0.5,0.82,6.39969751497766e-48,0.297202797202797,10,0.545086705202312,10,"CNOT7","p_val_adj<0.05"
"PLEK2",1.00011195482055e-26,-0.326521657091071,0.103,0.322,2.64879651234222e-22,0.355932203389831,6,0.677941176470588,8,"PLEK2","p_val_adj<0.05"
"ATP6V1D",2.94324388539907e-52,-0.326827413343354,0.524,0.836,7.79518143047945e-48,0.38,8,0.530045351473923,10,"ATP6V1D","p_val_adj<0.05"
"HSD17B4",2.83764130372799e-17,-0.326942027071755,0.626,0.721,7.51549299292357e-13,0.360335195530726,8,0.6232741617357,11,"HSD17B4","p_val_adj<0.05"
"PTTG1IP",1.24678445962665e-22,-0.327002892461188,0.9,0.934,3.30210864132119e-18,0.355339805825243,10,0.486294416243655,11,"PTTG1IP","p_val_adj<0.05"
"SORBS2",9.9178570026499e-17,-0.327374552743999,0.432,0.534,2.62674442715183e-12,0.348178137651822,10,0.831410825199645,9,"SORBS2","p_val_adj<0.05"
"APOBEC3B",9.62957825147405e-42,-0.327436928868767,0.131,0.44,2.5503937999029e-37,0.56,8,0.600645855758881,9,"APOBEC3B","p_val_adj<0.05"
"UQCRQ",1.47467798699617e-35,-0.328122771837695,0.93,0.993,3.90568464855936e-31,0.351503759398496,10,0.456801909307876,11,"UQCRQ","p_val_adj<0.05"
"TXNDC17",1.6194700055014e-35,-0.328136719484846,0.787,0.971,4.28916630957045e-31,0.322222222222222,9,0.467513434294089,11,"TXNDC17","p_val_adj<0.05"
"EPB41L3",9.14601808398931e-61,-0.328720074564605,0.086,0.457,2.42232288954457e-56,0.448979591836735,4,0.955394190871369,7,"EPB41L3","p_val_adj<0.05"
"HCP5",2.47343473293799e-37,-0.328969424810145,0.421,0.718,6.55089189018627e-33,0.377593360995851,8,0.512211221122112,10,"HCP5","p_val_adj<0.05"
"HIST1H2BK",2.97515104191938e-34,-0.329349689437522,0.729,0.867,7.87968753452347e-30,0.366906474820144,8,0.519693654266958,11,"HIST1H2BK","p_val_adj<0.05"
"DTX2",4.90069778093855e-77,-0.329760323781048,0.39,0.81,1.29794980728157e-72,0.318385650224215,8,0.550351288056206,10,"DTX2","p_val_adj<0.05"
"TPM4",1.02659617896053e-36,-0.329763198602988,0.771,0.965,2.71893997997696e-32,0.401360544217687,9,0.467092337917485,11,"TPM4","p_val_adj<0.05"
"NIPA2",1.61012364426015e-46,-0.330570754172925,0.465,0.753,4.264412471823e-42,0.424812030075188,8,0.590680100755667,10,"NIPA2","p_val_adj<0.05"
"ITGB2",1.53976395389688e-52,-0.330682536898089,0.145,0.512,4.07806483189588e-48,0.506024096385542,7,0.778703703703704,7,"ITGB2","p_val_adj<0.05"
"C7orf73",6.81011431257253e-77,-0.33070291699001,0.589,0.912,1.80365877568484e-72,0.385756676557863,9,0.496361746361746,11,"C7orf73","p_val_adj<0.05"
"MGST1",2.61196474665738e-39,-0.331392875069076,0.902,0.973,6.91778863152207e-35,0.346899224806202,10,0.465660009741841,10,"MGST1","p_val_adj<0.05"
"JKAMP",1.05587026845425e-40,-0.331474936219943,0.516,0.779,2.79647240600108e-36,0.332203389830508,9,0.574299634591961,10,"JKAMP","p_val_adj<0.05"
"LYPD5",3.60755360079567e-93,-0.331549669738508,0.026,0.523,9.55460571170733e-89,0.533333333333333,3,0.684210526315789,8,"LYPD5","p_val_adj<0.05"
"LY6E",9.33562737023189e-45,-0.331592954387707,0.907,0.984,2.47254090900592e-40,0.346820809248555,10,0.460722891566265,11,"LY6E","p_val_adj<0.05"
"OASL",1.01305381648621e-19,-0.331706506463579,0.094,0.274,2.68307303296373e-15,0.407407407407407,6,0.72318339100346,9,"OASL","p_val_adj<0.05"
"VILL",1.25812075996664e-50,-0.332111335612477,0.098,0.442,3.33213283277165e-46,0.464285714285714,4,0.875536480686695,9,"VILL","p_val_adj<0.05"
"ADAM8",4.00678034512826e-42,-0.332123139971239,0.318,0.623,1.06119577440722e-37,0.395604395604396,6,0.695354150799695,9,"ADAM8","p_val_adj<0.05"
"PAFAH1B3",3.76233320737665e-65,-0.332259932779816,0.413,0.801,9.96453949973706e-61,0.377118644067797,10,0.559171597633136,10,"PAFAH1B3","p_val_adj<0.05"
"TSG101",8.3903160491732e-39,-0.332455788573316,0.713,0.882,2.22217520562352e-34,0.325980392156863,9,0.514777001612037,10,"TSG101","p_val_adj<0.05"
"BAK1",1.5995689254007e-78,-0.333293184922346,0.245,0.713,4.23645829892374e-74,0.35,6,0.564204923486361,10,"BAK1","p_val_adj<0.05"
"PSENEN",7.81677733873428e-56,-0.333488367281019,0.729,0.923,2.07027347816377e-51,0.405275779376499,10,0.492291880781089,11,"PSENEN","p_val_adj<0.05"
"TNFSF10",3.74673158431349e-28,-0.333701473554368,0.759,0.906,9.92321860105428e-24,0.36405529953917,10,0.493193717277487,11,"TNFSF10","p_val_adj<0.05"
"ENOPH1",1.95477642678425e-70,-0.334197835043182,0.273,0.71,5.17722536633809e-66,0.352564102564103,7,0.610146862483311,10,"ENOPH1","p_val_adj<0.05"
"CXCL8",1.23706548845866e-06,-0.334217169957537,0.152,0.253,0.0327636794618276,0.390804597701149,6,0.542213883677298,8,"CXCL8","p_val_adj<0.05"
"MAT2B",3.99656027346154e-27,-0.334280543260709,0.64,0.781,1.05848898842629e-22,0.368852459016393,9,0.578883495145631,10,"MAT2B","p_val_adj<0.05"
"ECH1",5.24536101900974e-33,-0.334469069974504,0.869,0.949,1.38923386588473e-28,0.362173038229376,10,0.476023976023976,11,"ECH1","p_val_adj<0.05"
"PDIA3",1.32984625366625e-41,-0.334639791993753,0.96,0.985,3.52209780283506e-37,0.344262295081967,10,0.459576515880654,11,"PDIA3","p_val_adj<0.05"
"ADAM28",1.30897264246883e-81,-0.334882394428025,0.077,0.549,3.46681404357869e-77,0.522727272727273,5,0.770293609671848,7,"ADAM28","p_val_adj<0.05"
"CFI",3.23462405479404e-44,-0.334982443068913,0.29,0.63,8.566901809122e-40,0.337349397590361,8,0.539156626506024,10,"CFI","p_val_adj<0.05"
"TM2D2",1.00313156173053e-51,-0.335192388748456,0.379,0.752,2.65679394124331e-47,0.377880184331797,6,0.538170347003155,11,"TM2D2","p_val_adj<0.05"
"COX7B",6.65872460925915e-64,-0.335798586012598,0.816,0.975,1.76356321276229e-59,0.340471092077088,10,0.465953307392996,11,"COX7B","p_val_adj<0.05"
"MGST2",4.40708927675952e-77,-0.336113789072434,0.477,0.863,1.16721759494976e-72,0.366300366300366,8,0.522789676002197,11,"MGST2","p_val_adj<0.05"
"TMEM167A",5.40564990234549e-60,-0.336462048021702,0.556,0.89,1.4316863766362e-55,0.308176100628931,8,0.509323388385722,11,"TMEM167A","p_val_adj<0.05"
"SNRPD2",6.83282850989809e-10,-0.336485312888752,0.862,0.979,1.80967463084651e-05,0.338742393509128,10,0.461985472154964,11,"SNRPD2","p_val_adj<0.05"
"CORO1B",1.56838806707025e-45,-0.336508477904495,0.67,0.881,4.15387579563557e-41,0.357702349869452,9,0.514254975793437,11,"CORO1B","p_val_adj<0.05"
"EIF3D",1.30694284149879e-28,-0.337400433720752,0.666,0.808,3.46143811570954e-24,0.346456692913386,8,0.559859154929577,10,"EIF3D","p_val_adj<0.05"
"LYPLA1",4.13147587195637e-52,-0.338028112376752,0.519,0.798,1.09422138468764e-47,0.313131313131313,10,0.565320665083135,10,"LYPLA1","p_val_adj<0.05"
"CLDN4",4.23144198361291e-18,-0.339674763825994,0.984,0.959,1.12069740935988e-13,0.342806394316163,10,0.473293768545994,11,"CLDN4","p_val_adj<0.05"
"NDUFS2",6.63924201731558e-35,-0.339834781711599,0.75,0.869,1.75840324828603e-30,0.34032634032634,10,0.520742358078603,10,"NDUFS2","p_val_adj<0.05"
"CDC20",7.18355103549589e-06,-0.34115986876717,0.093,0.163,0.190256349175109,0.433962264150943,5,0.51453488372093,10,"CDC20","NS"
"CLIC1",1.80541436231549e-61,-0.341218414088085,0.867,0.983,4.78163993859259e-57,0.356854838709677,10,0.460684997588037,11,"CLIC1","p_val_adj<0.05"
"CDC123",8.00575517868139e-53,-0.341548436598146,0.498,0.822,2.12032425907377e-48,0.340350877192982,9,0.528258362168397,10,"CDC123","p_val_adj<0.05"
"SLC25A3",2.70920693483964e-31,-0.34176153455321,0.895,0.976,7.17533456692279e-27,0.35546875,9,0.464528668610301,11,"SLC25A3","p_val_adj<0.05"
"TNFRSF12A",2.97716255087786e-44,-0.342549142480502,0.656,0.934,7.885015016e-40,0.408,9,0.481725888324873,11,"TNFRSF12A","p_val_adj<0.05"
"OVOL1",2.91741435292821e-14,-0.343698193909638,0.344,0.519,7.72677191373037e-10,0.360406091370558,7,0.50091407678245,9,"OVOL1","p_val_adj<0.05"
"SMIM15",9.84466032863512e-70,-0.344096224385484,0.418,0.818,2.60735828803901e-65,0.372384937238494,9,0.550144927536232,11,"SMIM15","p_val_adj<0.05"
"PMPCB",3.9928389205431e-32,-0.344108042815717,0.556,0.737,1.05750338810584e-27,0.342767295597484,9,0.607717041800643,10,"PMPCB","p_val_adj<0.05"
"SORD",2.2846596867659e-69,-0.344183114972394,0.262,0.686,6.05092118039948e-65,0.353333333333333,7,0.638562543192813,11,"SORD","p_val_adj<0.05"
"CXADR",5.55998605543066e-27,-0.344495993466157,0.694,0.852,1.47256230678081e-22,0.327455919395466,9,0.53173719376392,11,"CXADR","p_val_adj<0.05"
"RPN2",1.48691675571391e-27,-0.344651525266672,0.883,0.944,3.9380990275083e-23,0.346534653465347,9,0.480160723254646,11,"RPN2","p_val_adj<0.05"
"LYN",4.96685712546941e-63,-0.345371695328034,0.493,0.857,1.31547210968057e-58,0.315602836879433,9,0.523783185840708,11,"LYN","p_val_adj<0.05"
"ACP1",1.42511394744502e-61,-0.345535845660872,0.699,0.94,3.77441428980813e-57,0.3825,9,0.481089258698941,11,"ACP1","p_val_adj<0.05"
"STEAP4",0.124028043291695,-0.345667488876207,0.748,0.554,1,0.341121495327103,9,0.818648417450813,11,"STEAP4","NS"
"ETHE1",3.416026698572e-54,-0.34596702536887,0.271,0.668,9.04734671116795e-50,0.354838709677419,6,0.475142045454545,11,"ETHE1","p_val_adj<0.05"
"ERAP2",3.58979169868433e-115,-0.346354382462103,0.138,0.707,9.50756331396545e-111,0.645569620253165,6,0.569416498993964,9,"ERAP2","p_val_adj<0.05"
"OAS1",8.28619770407239e-54,-0.346489522320187,0.371,0.772,2.19459946192357e-49,0.547169811320755,9,0.47206875383671,10,"OAS1","p_val_adj<0.05"
"PHLDA1",1.77312300760008e-23,-0.346654649611776,0.212,0.435,4.6961162856288e-19,0.330578512396694,6,0.586056644880174,9,"PHLDA1","p_val_adj<0.05"
"BCL2A1",7.0484335806772e-83,-0.349074164122579,0.031,0.482,1.86677763384236e-78,0.5,2,0.835791543756146,7,"BCL2A1","p_val_adj<0.05"
"PSMD10",3.99091685589824e-55,-0.349190525739975,0.512,0.823,1.05699432928465e-50,0.36518771331058,9,0.545821325648415,10,"PSMD10","p_val_adj<0.05"
"FSTL1",5.08825424459914e-73,-0.349529520383695,0.124,0.56,1.34762413668208e-68,0.309859154929577,7,0.795088907705334,9,"FSTL1","p_val_adj<0.05"
"C9orf152",9.47558938183918e-35,-0.349827831352432,0.199,0.455,2.50960984778011e-30,0.280701754385965,6,0.90625,9,"C9orf152","p_val_adj<0.05"
"SDHD",2.95867910429212e-51,-0.349894597092185,0.724,0.948,7.83606160771768e-47,0.367149758454106,10,0.478,11,"SDHD","p_val_adj<0.05"
"CCT3",1.21534467658465e-40,-0.350125760961046,0.869,0.948,3.21884037593443e-36,0.354124748490946,9,0.477738869434717,11,"CCT3","p_val_adj<0.05"
"PDHA1",2.19820749091111e-49,-0.350452946213427,0.526,0.812,5.82195253967807e-45,0.312292358803987,8,0.550817757009346,10,"PDHA1","p_val_adj<0.05"
"COG2",9.07010847170676e-33,-0.350640711207072,0.414,0.617,2.40221822873153e-28,0.354430379746835,7,0.727342549923195,11,"COG2","p_val_adj<0.05"
"MCTS1",1.06536706568861e-52,-0.350846195750271,0.698,0.886,2.82162467347628e-48,0.320802005012531,10,0.510706638115632,11,"MCTS1","p_val_adj<0.05"
"ANKRD13A",5.64324724368436e-28,-0.350883787486161,0.505,0.66,1.4946140324898e-23,0.401384083044983,8,0.685837526959022,10,"ANKRD13A","p_val_adj<0.05"
"POMP",1.05234605521954e-68,-0.351194381157395,0.757,0.964,2.78713852724895e-64,0.339491916859122,9,0.47073290703394,11,"POMP","p_val_adj<0.05"
"LIMA1",1.33064643986499e-58,-0.351289273014067,0.659,0.9,3.52421709598244e-54,0.387267904509284,8,0.501580611169652,10,"LIMA1","p_val_adj<0.05"
"PDCD6",1.87801291014779e-36,-0.351817427898658,0.829,0.936,4.97391719252643e-32,0.371308016877637,10,0.483544303797468,11,"PDCD6","p_val_adj<0.05"
"ADIPOR1",6.10108875925422e-23,-0.352275738748532,0.79,0.891,1.61587335788848e-18,0.369469026548673,10,0.508249068653539,11,"ADIPOR1","p_val_adj<0.05"
"ACOT4",2.53509996125312e-73,-0.352344897050846,0.091,0.527,6.7142122473789e-69,0.346153846153846,6,0.758992805755396,10,"ACOT4","p_val_adj<0.05"
"PTBP3",8.68677569564739e-71,-0.35244645454709,0.456,0.832,2.30069254299221e-66,0.318007662835249,7,0.534777651083238,10,"PTBP3","p_val_adj<0.05"
"UACA",5.67884521657114e-68,-0.352653868336023,0.091,0.503,1.50404215560887e-63,0.615384615384615,5,0.833176248821866,9,"UACA","p_val_adj<0.05"
"LOC344887",1.53014576587167e-48,-0.353127674360744,0.019,0.325,4.05259106091111e-44,0.363636363636364,5,0.722627737226277,7,"LOC344887","p_val_adj<0.05"
"EMP1",0.00166244006135081,-0.353893500074942,0.589,0.656,1,0.359050445103858,8,0.430947216196674,10,"EMP1","NS"
"PDHB",2.41680779063325e-42,-0.354448905299505,0.479,0.778,6.40091543349218e-38,0.394160583941606,9,0.573170731707317,10,"PDHB","p_val_adj<0.05"
"GTF3A",1.14924779763023e-38,-0.354557056224512,0.495,0.74,3.04378279202367e-34,0.399293286219081,9,0.609865470852018,10,"GTF3A","p_val_adj<0.05"
"ACO2",3.64921431143035e-36,-0.355010402205464,0.476,0.721,9.66494410382328e-32,0.349264705882353,8,0.616447368421053,10,"ACO2","p_val_adj<0.05"
"C9orf89",1.67321940151012e-82,-0.355340955083245,0.241,0.723,4.43152158489956e-78,0.318840579710145,8,0.45997375328084,10,"C9orf89","p_val_adj<0.05"
"TMEM265",2.07825556224225e-66,-0.355570441654203,0.589,0.907,5.50425985659859e-62,0.376854599406528,9,0.500261369576581,11,"TMEM265","p_val_adj<0.05"
"MLF2",3.23652652494794e-45,-0.355746931534037,0.731,0.935,8.57194050132462e-41,0.337320574162679,8,0.484018264840183,11,"MLF2","p_val_adj<0.05"
"IL20RB",1.64601626321505e-28,-0.35584202434759,0.087,0.32,4.35947407312507e-24,0.34,6,0.556379821958457,8,"IL20RB","p_val_adj<0.05"
"PBDC1",2.70829141225702e-72,-0.35592391772922,0.397,0.794,7.17290980536271e-68,0.325991189427313,8,0.565373134328358,11,"PBDC1","p_val_adj<0.05"
"LOC401585",3.14644760140825e-51,-0.356452709496596,0.108,0.467,8.33336647232974e-47,0.32258064516129,6,0.542131979695431,9,"LOC401585","p_val_adj<0.05"
"NMI",2.12927231689755e-77,-0.356865370774097,0.434,0.832,5.63937773130317e-73,0.399193548387097,9,0.534777651083238,10,"NMI","p_val_adj<0.05"
"PSMD8",4.21198288049773e-63,-0.357034229773654,0.815,0.965,1.11554366589982e-58,0.366952789699571,10,0.46977886977887,11,"PSMD8","p_val_adj<0.05"
"DSG2",1.19950867688661e-40,-0.357718693895733,0.666,0.867,3.1768987307342e-36,0.362204724409449,8,0.522689994532531,11,"DSG2","p_val_adj<0.05"
"CHST4",7.28438749374233e-67,-0.358698062535483,0.002,0.383,1.92927002771766e-62,1,1,0.976485148514851,7,"CHST4","p_val_adj<0.05"
"MKRN1",3.2529765759208e-37,-0.358735074597363,0.668,0.836,8.61550846132623e-33,0.321989528795811,8,0.540555870674986,11,"MKRN1","p_val_adj<0.05"
"NDUFA1",1.3175399705612e-46,-0.358887395754717,0.911,0.985,3.48950461203134e-42,0.339731285988484,10,0.461242176215696,11,"NDUFA1","p_val_adj<0.05"
"CHMP5",2.43304514874827e-62,-0.358919399160445,0.626,0.896,6.44392007645979e-58,0.374301675977654,9,0.503440974060349,11,"CHMP5","p_val_adj<0.05"
"IL13RA1",1.85644468698005e-57,-0.359576027021903,0.462,0.754,4.91679375346665e-53,0.352272727272727,9,0.597737272155877,11,"IL13RA1","p_val_adj<0.05"
"MRPL15",1.62741397833179e-64,-0.359935184333254,0.462,0.828,4.31020592161174e-60,0.310606060606061,9,0.531500572737686,11,"MRPL15","p_val_adj<0.05"
"KCNK6",2.17533968855691e-74,-0.361019621777353,0.21,0.646,5.76138716514299e-70,0.45,5,0.647835656639765,9,"KCNK6","p_val_adj<0.05"
"VMP1",4.47534673221229e-25,-0.361157174065108,0.869,0.96,1.18529558202642e-20,0.331991951710262,10,0.471111111111111,10,"VMP1","p_val_adj<0.05"
"FAM114A1",1.58856248306913e-24,-0.361305054549922,0.668,0.761,4.2073077364086e-20,0.337696335078534,9,0.594139650872818,11,"FAM114A1","p_val_adj<0.05"
"BAG1",2.4125991662383e-59,-0.361987018953966,0.621,0.898,6.38976889178215e-55,0.380281690140845,9,0.503167898627244,10,"BAG1","p_val_adj<0.05"
"TMEM40",5.9083632544247e-82,-0.362221101684577,0.012,0.461,1.56483000793438e-77,0.571428571428571,4,0.483042137718397,8,"TMEM40","p_val_adj<0.05"
"RPL23A",2.41207407486216e-27,-0.363217165534538,0.927,0.996,6.38837818727242e-23,0.328301886792453,10,0.455973346025702,11,"RPL23A","p_val_adj<0.05"
"STT3A",8.84116418711632e-33,-0.364369391805618,0.65,0.827,2.34158233495776e-28,0.389784946236559,9,0.546131805157593,11,"STT3A","p_val_adj<0.05"
"H1F0",3.71515525698507e-19,-0.364775459351056,0.724,0.789,9.83958869812496e-15,0.345410628019324,9,0.575466025255562,10,"H1F0","p_val_adj<0.05"
"CLEC2B",7.65628065676675e-71,-0.365428409078103,0.023,0.424,2.02776593194467e-66,0.384615384615385,4,0.593296089385475,8,"CLEC2B","p_val_adj<0.05"
"EIF3M",2.43892584435766e-54,-0.365768183953238,0.748,0.93,6.45949509878126e-50,0.338785046728972,10,0.486238532110092,11,"EIF3M","p_val_adj<0.05"
"ACSL1",2.65195333317681e-57,-0.366143330437188,0.292,0.65,7.02369840291877e-53,0.401197604790419,6,0.686131386861314,9,"ACSL1","p_val_adj<0.05"
"BLCAP",9.34347333499384e-51,-0.366666002629353,0.524,0.844,2.47461891277312e-46,0.403333333333333,8,0.510399100618325,10,"BLCAP","p_val_adj<0.05"
"VOPP1",1.19709635505171e-65,-0.367570382198242,0.304,0.684,3.17050969635445e-61,0.390804597701149,8,0.653259361997226,10,"VOPP1","p_val_adj<0.05"
"PIM3",2.3117724254221e-17,-0.367720691985849,0.72,0.781,6.12272926873044e-13,0.342233009708738,8,0.578883495145631,11,"PIM3","p_val_adj<0.05"
