"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","gene","sig"
"STEAP4",2.95560866607722e-30,0.490091921285222,0.527,0.748,7.82792955210551e-26,0.506194690265487,10,0.341121495327103,9,"STEAP4","p_val_adj<0.05"
"NEAT1",1.17606006189165e-09,0.48995572078876,0.946,0.983,3.11479507392004e-05,0.340886699507389,12,0.338078291814947,10,"NEAT1","p_val_adj<0.05"
"HLA-C",3.24057504244657e-11,0.489274414028236,0.958,0.977,8.58266299991973e-07,0.327821011673152,12,0.34525939177102,10,"HLA-C","p_val_adj<0.05"
"ITPR2",2.76309677749817e-29,0.489122152965386,0.229,0.547,7.3180618152039e-25,0.426829268292683,11,0.507987220447284,7,"ITPR2","p_val_adj<0.05"
"ADK",8.91853627856145e-41,0.481677084730588,0.48,0.755,2.362074333377e-36,0.370873786407767,12,0.342592592592593,9,"ADK","p_val_adj<0.05"
"BST2",6.85829008152953e-42,0.48161258584176,0.687,0.886,1.8164181280931e-37,0.408412483039349,12,0.347140039447732,8,"BST2","p_val_adj<0.05"
"SSR2",1.60868255518332e-38,0.479760866491246,0.761,0.914,4.26059574740303e-34,0.370869033047736,13,0.344168260038241,9,"SSR2","p_val_adj<0.05"
"VKORC1L1",1.89350813647536e-66,0.478668599828165,0.474,0.745,5.01495629945499e-62,0.361493123772102,12,0.396713615023474,9,"VKORC1L1","p_val_adj<0.05"
"LRRC36",7.08833602068949e-15,0.477958235635192,0.144,0.336,1.87734579507961e-10,0.658064516129032,9,0.546875,5,"LRRC36","p_val_adj<0.05"
"PFKFB2",3.23182182506817e-27,0.476954378580245,0.279,0.545,8.55948010369305e-23,0.297658862876254,11,0.477564102564103,7,"PFKFB2","p_val_adj<0.05"
"CXCL16",4.31820742316103e-24,0.474110050346768,0.517,0.785,1.1436772360242e-19,0.313513513513514,12,0.358574610244989,10,"CXCL16","p_val_adj<0.05"
"FLJ37453",4.90577992574879e-18,0.470506794999593,0.443,0.687,1.29929581333457e-13,0.351578947368421,11,0.374045801526718,9,"FLJ37453","p_val_adj<0.05"
"NUPR1",3.5444068795979e-09,0.469269831819098,0.573,0.788,9.38736162061504e-05,0.504065040650406,12,0.354767184035477,9,"NUPR1","p_val_adj<0.05"
"NINJ2",1.11657468977117e-12,0.4662798927182,0.234,0.407,2.95724806585895e-08,0.430278884462151,10,0.562231759656652,7,"NINJ2","p_val_adj<0.05"
"PPT1",9.33384569803306e-09,0.466102065921166,0.528,0.708,0.000247206903312406,0.303350970017637,12,0.350617283950617,8,"PPT1","p_val_adj<0.05"
"P3H2",1.82382160132767e-43,0.460538235486524,0.071,0.441,4.83039151111632e-39,0.605263157894737,8,0.591269841269841,6,"P3H2","p_val_adj<0.05"
"SULT1A2",1.63144845971882e-41,0.460275459589317,0.167,0.451,4.32089124556529e-37,0.407821229050279,10,0.484496124031008,7,"SULT1A2","p_val_adj<0.05"
"THUMPD1",7.75644050897755e-14,0.459926088004011,0.565,0.78,2.05429326880271e-09,0.292079207920792,13,0.36322869955157,9,"THUMPD1","p_val_adj<0.05"
"ACP5",1.080586316183e-73,0.458698224579189,0.067,0.427,2.86193285841066e-69,0.222222222222222,10,0.545081967213115,6,"ACP5","p_val_adj<0.05"
"MTHFR",1.32608130646657e-20,0.457292684636884,0.335,0.656,3.51212634017671e-16,0.384401114206128,11,0.386666666666667,7,"MTHFR","p_val_adj<0.05"
"CCNL1",1.61898594462464e-28,0.456717620758404,0.668,0.848,4.28788427433835e-24,0.309623430962343,11,0.354639175257732,9,"CCNL1","p_val_adj<0.05"
"TMEM150A",4.28676174291149e-40,0.455477955411347,0.244,0.509,1.13534884761011e-35,0.362595419847328,11,0.450171821305842,8,"TMEM150A","p_val_adj<0.05"
"LRIG2",2.99707729023375e-38,0.455362490437776,0.13,0.47,7.93775920318409e-34,0.414285714285714,10,0.472118959107807,6,"LRIG2","p_val_adj<0.05"
"HERPUD1",6.06636636943476e-33,0.454604137453333,0.682,0.867,1.6066771329448e-28,0.295081967213115,11,0.352822580645161,10,"HERPUD1","p_val_adj<0.05"
"PMVK",8.35931277438305e-34,0.453896750206227,0.575,0.778,2.21396398829535e-29,0.322528363047002,12,0.373033707865169,9,"PMVK","p_val_adj<0.05"
"KDM5B",5.84886426866104e-31,0.452586022651852,0.591,0.809,1.54907170155488e-26,0.301261829652997,13,0.354211663066955,10,"KDM5B","p_val_adj<0.05"
"ZNF165",0.0686758246114381,0.452542691797034,0.38,0.425,1,0.330882352941176,11,0.39917695473251,8,"ZNF165","NS"
"CD47",8.06319918435273e-23,0.452500747759561,0.822,0.942,2.13553830397582e-18,0.335600907029478,12,0.354359925788497,9,"CD47","p_val_adj<0.05"
"CD44",4.70356333625789e-25,0.452478162871012,0.55,0.785,1.2457387496079e-20,0.450847457627119,12,0.378619153674833,8,"CD44","p_val_adj<0.05"
"MIA3",3.30875144382012e-42,0.449082764476442,0.486,0.816,8.7632281989576e-38,0.366602687140115,11,0.379014989293362,9,"MIA3","p_val_adj<0.05"
"ALDH3A2",1.45958441107394e-22,0.448952626406419,0.649,0.837,3.86570931272933e-18,0.334770114942529,11,0.365344467640919,8,"ALDH3A2","p_val_adj<0.05"
"SERP1",2.2623171457023e-28,0.448692935721689,0.829,0.9,5.99174696039255e-24,0.334083239595051,13,0.357281553398058,9,"SERP1","p_val_adj<0.05"
"RNF114",1.29819738581546e-26,0.447965208026858,0.548,0.738,3.43827577633225e-22,0.297619047619048,12,0.37914691943128,9,"RNF114","p_val_adj<0.05"
"NHSL1",1.07111025870228e-28,0.447790358533032,0.424,0.607,2.836835520173e-24,0.540659340659341,11,0.420749279538905,10,"NHSL1","p_val_adj<0.05"
"TXNDC11",9.71464506687057e-42,0.447448589809159,0.348,0.72,2.57292374596067e-37,0.324396782841823,12,0.342233009708738,9,"TXNDC11","p_val_adj<0.05"
"CREBBP",1.04854964161764e-23,0.445398203346941,0.541,0.785,2.77708372582432e-19,0.290877796901893,12,0.354120267260579,9,"CREBBP","p_val_adj<0.05"
"GGTLC1",1.60726742608359e-41,0.445180639970119,0.126,0.432,4.2568477779824e-37,0.607407407407407,9,0.493927125506073,8,"GGTLC1","p_val_adj<0.05"
"SDPR",2.08177638285309e-35,0.445150358889019,0.153,0.385,5.51358474998642e-31,0.530487804878049,10,0.545454545454545,9,"SDPR","p_val_adj<0.05"
"PNKD",1.60385106016978e-36,0.445062854183717,0.797,0.858,4.24779953285966e-32,0.327485380116959,11,0.384928716904277,10,"PNKD","p_val_adj<0.05"
"PYGB",2.21862424087351e-26,0.445060429261016,0.387,0.719,5.87602630195348e-22,0.47710843373494,11,0.362530413625304,8,"PYGB","p_val_adj<0.05"
"SMG1",5.04879518509922e-12,0.444868828960369,0.485,0.715,1.33717340477353e-07,0.294230769230769,12,0.378973105134474,9,"SMG1","p_val_adj<0.05"
"PBXIP1",4.59865926833656e-34,0.4443953101938,0.509,0.816,1.21795490721894e-29,0.333333333333333,12,0.331905781584582,9,"PBXIP1","p_val_adj<0.05"
"SEPHS2",1.65325032080983e-26,0.443490883362617,0.387,0.712,4.37863347466483e-22,0.298795180722892,13,0.353808353808354,8,"SEPHS2","p_val_adj<0.05"
"MRPS34",2.973549832333e-17,0.443467673018074,0.638,0.799,7.87544673093395e-13,0.293430656934307,13,0.367614879649891,9,"MRPS34","p_val_adj<0.05"
"PTP4A2",1.36657049152952e-09,0.443221046690435,0.811,0.897,3.61936194681592e-05,0.304597701149425,13,0.354775828460039,10,"PTP4A2","p_val_adj<0.05"
"SERPING1",0.0751989981198442,0.443177550658681,0.355,0.582,1,0.63254593175853,11,0.48048048048048,9,"SERPING1","NS"
"C12orf65",4.51891940685664e-32,0.4429508086199,0.401,0.664,1.19683580490598e-27,0.33953488372093,12,0.392105263157895,8,"C12orf65","p_val_adj<0.05"
"RAB25",1.92056741637602e-18,0.442081290423529,0.664,0.799,5.08662280227189e-14,0.300140252454418,12,0.365426695842451,9,"RAB25","p_val_adj<0.05"
"SLC50A1",1.28222128652652e-23,0.441820701575228,0.562,0.785,3.39596307736548e-19,0.303482587064677,11,0.338530066815145,9,"SLC50A1","p_val_adj<0.05"
"RAB11FIP1",1.72667135176945e-25,0.441430453489911,0.749,0.878,4.57308907516138e-21,0.369402985074627,12,0.350597609561753,9,"RAB11FIP1","p_val_adj<0.05"
"PCF11",1.68955350977438e-33,0.441077145239257,0.564,0.806,4.47478247063745e-29,0.328925619834711,12,0.344902386117137,9,"PCF11","p_val_adj<0.05"
"RARRES2",3.88669289496374e-11,0.440923920571163,0.092,0.35,1.02939061323115e-06,0.404040404040404,10,0.665,8,"RARRES2","p_val_adj<0.05"
"IRF2BP2",9.97207016477821e-38,0.440543411590107,0.746,0.916,2.64110278314151e-33,0.34875,12,0.33587786259542,9,"IRF2BP2","p_val_adj<0.05"
"IFIT3",5.27342460692494e-08,0.439306324185692,0.3,0.378,0.00139666650714407,0.403726708074534,13,0.597222222222222,8,"IFIT3","p_val_adj<0.05"
"HLA-DRB6",1.17272841549298e-21,0.439031121202659,0.445,0.692,3.10597120843316e-17,0.426778242677824,9,0.424242424242424,8,"HLA-DRB6","p_val_adj<0.05"
"RPS15A",1.99928978280629e-09,0.43859460095994,0.919,0.939,5.29511898976246e-05,0.338742393509128,13,0.338919925512104,9,"RPS15A","p_val_adj<0.05"
"GALNT11",8.35284180650328e-50,0.437707652370511,0.355,0.629,2.21225015245239e-45,0.325459317585302,12,0.425,8,"GALNT11","p_val_adj<0.05"
"BTG2",7.12511847373317e-28,0.437170135455798,0.637,0.841,1.88708762776823e-23,0.307017543859649,12,0.349272349272349,8,"BTG2","p_val_adj<0.05"
"USP39",1.70897385179989e-24,0.436261791914313,0.363,0.617,4.526217246492e-20,0.305128205128205,11,0.362606232294618,7,"USP39","p_val_adj<0.05"
"TMEM130",6.29128703153468e-38,0.436027856065853,0.073,0.308,1.66624737030196e-33,0.67948717948718,7,0.5625,7,"TMEM130","p_val_adj<0.05"
"RPS13",9.8136464311233e-08,0.436008074179426,0.958,0.951,0.00259914425728301,0.342412451361868,13,0.340073529411765,10,"RPS13","p_val_adj<0.05"
"PARP1",6.07940523849144e-22,0.435798473082762,0.588,0.788,1.61013047741446e-17,0.321711568938193,13,0.34589800443459,8,"PARP1","p_val_adj<0.05"
"PABPC1",9.44202394578895e-21,0.435592385590212,0.943,0.974,2.5007200420422e-16,0.33201581027668,12,0.341113105924596,10,"PABPC1","p_val_adj<0.05"
"C16orf89",4.32379107942709e-55,0.433675422258635,0.498,0.804,1.14515606738627e-50,0.406367041198502,9,0.365217391304348,8,"C16orf89","p_val_adj<0.05"
"RARRES3",2.69711987041404e-05,0.433000382550884,0.853,0.774,0.714332197679158,0.336612021857923,11,0.413092550790068,10,"RARRES3","NS"
"ABCC6",6.42963696734455e-31,0.430072837172445,0.286,0.559,1.70288935080121e-26,0.37785016286645,10,0.421875,8,"ABCC6","p_val_adj<0.05"
"TCEB3",3.33952767412939e-38,0.429638771401917,0.384,0.675,8.84473904493168e-34,0.33252427184466,11,0.393782383419689,8,"TCEB3","p_val_adj<0.05"
"TOX4",7.97162515923257e-29,0.428739465954578,0.605,0.825,2.11128492342275e-24,0.325115562403698,12,0.345338983050847,8,"TOX4","p_val_adj<0.05"
"CACNA2D2",3.39403964698197e-87,0.428160666112648,0.097,0.559,8.98911400503175e-83,0.451923076923077,10,0.378125,7,"CACNA2D2","p_val_adj<0.05"
"MARC1",4.6627804775504e-48,0.427342269416864,0.16,0.479,1.23493740947922e-43,0.395348837209302,11,0.521897810218978,6,"MARC1","p_val_adj<0.05"
"HLA-DOA",1.586399998547e-09,0.426536167362385,0.05,0.266,4.20158039615172e-05,0.62962962962963,8,0.815789473684211,8,"HLA-DOA","p_val_adj<0.05"
"AHCYL2",7.24773231953392e-44,0.426422233899491,0.345,0.626,1.91956190482856e-39,0.437837837837838,10,0.41340782122905,8,"AHCYL2","p_val_adj<0.05"
"HOXD1",4.49671682847941e-47,0.420765829336573,0.267,0.561,1.19095545202277e-42,0.531468531468531,9,0.398753894080997,7,"HOXD1","p_val_adj<0.05"
"DNAJA3",2.75149882945236e-16,0.420707051060974,0.268,0.523,7.28734464980457e-12,0.274305555555556,12,0.42809364548495,7,"DNAJA3","p_val_adj<0.05"
"ATP1B1",2.6154801570995e-21,0.4204150128765,0.961,0.983,6.92709919607803e-17,0.347235693501455,13,0.338078291814947,10,"ATP1B1","p_val_adj<0.05"
"PEF1",3.14874291795756e-20,0.419983696136577,0.378,0.647,8.3394456182106e-16,0.302955665024631,13,0.402702702702703,8,"PEF1","p_val_adj<0.05"
"C16orf58",6.2243736116528e-37,0.419026803031366,0.288,0.645,1.64852535104624e-32,0.362459546925566,10,0.392953929539295,8,"C16orf58","p_val_adj<0.05"
"TMEM208",4.93535407093874e-13,0.41744840240478,0.653,0.76,1.30712852568813e-08,0.33095577746077,12,0.360919540229885,10,"TMEM208","p_val_adj<0.05"
"TNS3",3.41047086216078e-53,0.416777165871097,0.187,0.582,9.03263207843282e-49,0.398009950248756,11,0.378378378378378,8,"TNS3","p_val_adj<0.05"
"SDHB",6.6698321922755e-06,0.416283872707004,0.687,0.783,0.176650505612417,0.331071913161465,13,0.330357142857143,10,"SDHB","NS"
"SLC25A5",2.77196201807415e-18,0.416164877576711,0.866,0.893,7.34154140486939e-14,0.316469321851453,13,0.344422700587084,9,"SLC25A5","p_val_adj<0.05"
"LRRK2",1.89552154253334e-39,0.415131605778498,0.127,0.386,5.02028880539955e-35,0.772058823529412,10,0.389140271493213,7,"LRRK2","p_val_adj<0.05"
"CAV2",3.03327276067015e-59,0.414768668949078,0.319,0.656,8.03362290663488e-55,0.578947368421053,12,0.461333333333333,9,"CAV2","p_val_adj<0.05"
"NMRAL1",6.44262586378872e-22,0.414455141489848,0.505,0.776,1.70632946002444e-17,0.357933579335793,12,0.353603603603604,9,"NMRAL1","p_val_adj<0.05"
"SFPQ",4.40335399552903e-32,0.414420811685904,0.785,0.885,1.16622830571586e-27,0.319477434679335,13,0.373517786561265,9,"SFPQ","p_val_adj<0.05"
"DDOST",2.59372099492709e-05,0.414364556993716,0.779,0.86,0.68694700550644,0.319377990430622,11,0.345528455284553,9,"DDOST","NS"
"PIGR",0.0246520220874866,0.413107558392246,0.801,0.829,1,0.412790697674419,12,0.371308016877637,9,"PIGR","NS"
"C2",1.59371485116705e-09,0.409650892764182,0.139,0.381,4.22095378331594e-05,0.281879194630872,12,0.394495412844037,7,"C2","p_val_adj<0.05"
"ASH1L",7.19729100680809e-32,0.40837575036306,0.541,0.834,1.90620252315312e-27,0.367241379310345,11,0.341719077568134,10,"ASH1L","p_val_adj<0.05"
"KCNQ1OT1",1.27323997154723e-14,0.408056699338609,0.657,0.809,3.37217606464285e-10,0.373049645390071,12,0.341252699784017,9,"KCNQ1OT1","p_val_adj<0.05"
"GGA2",4.04236693142248e-12,0.406283715861469,0.352,0.594,1.07062088178724e-07,0.333333333333333,13,0.444117647058824,8,"GGA2","p_val_adj<0.05"
"TBL3",2.37760074828045e-12,0.4060902426064,0.308,0.509,6.29707558182077e-08,0.317220543806647,11,0.450171821305842,6,"TBL3","p_val_adj<0.05"
"CYC1",4.85834368868953e-17,0.405438791020602,0.676,0.794,1.28673232594942e-12,0.302068965517241,13,0.363436123348018,9,"CYC1","p_val_adj<0.05"
"COPA",1.90244218013517e-15,0.404333548470237,0.725,0.848,5.038618114088e-11,0.344473007712082,12,0.329896907216495,9,"COPA","p_val_adj<0.05"
"USP40",2.71144472873079e-11,0.404188114603028,0.512,0.647,7.18126136404349e-07,0.322404371584699,12,0.443243243243243,10,"USP40","p_val_adj<0.05"
"KLHL24",1.42365606605137e-35,0.403421251551102,0.426,0.694,3.77055309093705e-31,0.321663019693654,12,0.403022670025189,9,"KLHL24","p_val_adj<0.05"
"HIRIP3",1.88256726573611e-21,0.40282420247424,0.243,0.531,4.98597940330209e-17,0.306513409961686,12,0.407894736842105,8,"HIRIP3","p_val_adj<0.05"
"HAS3",7.71068394194013e-32,0.40272338837315,0.124,0.435,2.04217464202284e-27,0.451127819548872,10,0.502008032128514,5,"HAS3","p_val_adj<0.05"
"PLD3",9.21450527417407e-24,0.401990239610377,0.747,0.839,2.440461721865e-19,0.330423940149626,12,0.385416666666667,10,"PLD3","p_val_adj<0.05"
"STMN1",5.35335877513518e-31,0.401522944353644,0.432,0.692,1.41783707159455e-26,0.400862068965517,13,0.429292929292929,10,"STMN1","p_val_adj<0.05"
"LPIN2",2.83440524329286e-27,0.400349295630154,0.409,0.675,7.50692228686113e-23,0.30751708428246,11,0.38860103626943,9,"LPIN2","p_val_adj<0.05"
"RAD21",1.74467407474175e-35,0.39936716176352,0.509,0.752,4.62076928695353e-31,0.28021978021978,12,0.348837209302326,9,"RAD21","p_val_adj<0.05"
"GALE",2.64134628333925e-11,0.399053118980656,0.381,0.628,6.995605631424e-07,0.322738386308068,12,0.35933147632312,9,"GALE","p_val_adj<0.05"
"SNAI1",4.52281610878139e-49,0.398820995996949,0.167,0.371,1.19786784641075e-44,0.547486033519553,10,0.495283018867925,5,"SNAI1","p_val_adj<0.05"
"NFATC3",1.60438021856316e-16,0.398471117971165,0.606,0.802,4.24920100886454e-12,0.335384615384615,11,0.342047930283224,10,"NFATC3","p_val_adj<0.05"
"BLVRB",2.40030734439424e-12,0.396831356656101,0.793,0.864,6.35721400162813e-08,0.340775558166863,13,0.354251012145749,9,"BLVRB","p_val_adj<0.05"
"PEG10",2.05746354452759e-44,0.396673573268126,0.136,0.353,5.44919219768133e-40,0.582191780821918,12,0.712871287128713,7,"PEG10","p_val_adj<0.05"
"RAP2B",0.00287244359110612,0.396205080588038,0.56,0.58,1,0.346089850249584,12,0.373493975903614,9,"RAP2B","NS"
"RPS20",3.13852763527421e-13,0.395611908690682,0.951,0.962,8.31239044202375e-09,0.333333333333333,13,0.343636363636364,10,"RPS20","p_val_adj<0.05"
"CSNK2B",8.37366881269181e-18,0.395061478532321,0.769,0.836,2.21776618504143e-13,0.313939393939394,13,0.357740585774059,10,"CSNK2B","p_val_adj<0.05"
"RAB2A",8.92403368322201e-24,0.394855033257562,0.742,0.857,2.36353032100135e-19,0.301507537688442,13,0.336734693877551,9,"RAB2A","p_val_adj<0.05"
"WNK1",2.54956450942753e-10,0.394759620256415,0.734,0.843,6.75252160321882e-06,0.302030456852792,13,0.358921161825726,9,"WNK1","p_val_adj<0.05"
"KIAA0319L",2.21956605333223e-20,0.394331448232053,0.687,0.848,5.87852069225042e-16,0.347354138398914,12,0.354639175257732,8,"KIAA0319L","p_val_adj<0.05"
"ANKRD11",1.18452307000531e-08,0.393752973995995,0.637,0.802,0.000313720935090906,0.314327485380117,12,0.366013071895425,10,"ANKRD11","p_val_adj<0.05"
"KMT2E",3.50404130162806e-40,0.392798929338208,0.813,0.935,9.28045338736191e-36,0.354357798165138,13,0.351401869158878,9,"KMT2E","p_val_adj<0.05"
"HLA-DRB5",4.49817973125242e-12,0.392486174239294,0.747,0.907,1.1913429018222e-07,0.395261845386534,11,0.33140655105973,10,"HLA-DRB5","p_val_adj<0.05"
"MGRN1",4.37473286854154e-10,0.392312084028657,0.433,0.64,1.15864800023323e-05,0.363440860215054,12,0.431693989071038,9,"MGRN1","p_val_adj<0.05"
"KMT2C",1.73298150188547e-31,0.391980543970873,0.658,0.865,4.58980150774367e-27,0.388101983002833,12,0.339393939393939,9,"KMT2C","p_val_adj<0.05"
"PARN",1.59787206495702e-24,0.39165632445878,0.319,0.643,4.23196416403867e-20,0.35672514619883,10,0.404891304347826,8,"PARN","p_val_adj<0.05"
"SH3RF1",4.43941512926171e-31,0.391335711917414,0.418,0.72,1.17577909698497e-26,0.338530066815145,11,0.342233009708738,9,"SH3RF1","p_val_adj<0.05"
"RSL1D1",8.3285730168492e-21,0.390582237958674,0.73,0.892,2.20582256351251e-16,0.316730523627075,12,0.33921568627451,9,"RSL1D1","p_val_adj<0.05"
"BRD2",4.29942870300411e-25,0.390320139777756,0.854,0.904,1.13870369199064e-20,0.323144104803493,12,0.363636363636364,10,"BRD2","p_val_adj<0.05"
"F3",0.290416096598062,0.388247319652536,0.59,0.533,1,0.423380726698262,12,0.452459016393443,8,"F3","NS"
"FGFR1",1.33263584421075e-48,0.388233540128188,0.11,0.411,3.52948603339216e-44,0.567796610169492,10,0.353191489361702,6,"FGFR1","p_val_adj<0.05"
"N4BP1",2.17479716505522e-32,0.386863100856423,0.337,0.64,5.75995029164876e-28,0.303867403314917,11,0.412568306010929,9,"N4BP1","p_val_adj<0.05"
"AASS",3.43541260412746e-55,0.386368991534136,0.226,0.566,9.09869028203158e-51,0.386831275720165,10,0.441358024691358,8,"AASS","p_val_adj<0.05"
"ZC3HAV1",1.05576406398002e-19,0.385887481756948,0.736,0.797,2.79619112345107e-15,0.30379746835443,12,0.403508771929825,9,"ZC3HAV1","p_val_adj<0.05"
"SAR1A",2.29721321582455e-05,0.385733564056272,0.768,0.832,0.608416920211131,0.303398058252427,12,0.34453781512605,9,"SAR1A","NS"
"MBNL1",3.95211632905016e-44,0.384676788769785,0.515,0.813,1.04671800974893e-39,0.305605786618445,11,0.341935483870968,9,"MBNL1","p_val_adj<0.05"
"TRAM1",3.56149370907096e-15,0.384624960404596,0.702,0.818,9.43261608847444e-11,0.349269588313413,12,0.352564102564103,10,"TRAM1","p_val_adj<0.05"
"DEGS1",1.76131811583e-31,0.38458420008458,0.51,0.687,4.66485102977575e-27,0.314442413162706,12,0.399491094147583,8,"DEGS1","p_val_adj<0.05"
"EHF",1.37356144425793e-20,0.383748546210755,0.75,0.899,3.63787748511713e-16,0.332919254658385,12,0.356031128404669,10,"EHF","p_val_adj<0.05"
"KIF22",5.68504821204694e-25,0.38363654015902,0.446,0.705,1.50568501896063e-20,0.325678496868476,12,0.354838709677419,9,"KIF22","p_val_adj<0.05"
"SERPINH1",5.54382407445531e-50,0.383627110754884,0.571,0.853,1.46828180611949e-45,0.391517128874388,12,0.379098360655738,9,"SERPINH1","p_val_adj<0.05"
"SZT2",1.0591171435182e-11,0.383357534002622,0.353,0.538,2.80507175460796e-07,0.353562005277045,10,0.435064935064935,6,"SZT2","p_val_adj<0.05"
"BTN3A2",3.53774171863042e-13,0.383195501947018,0.392,0.642,9.36970894179268e-09,0.31353919239905,12,0.400544959128065,9,"BTN3A2","p_val_adj<0.05"
"EFCAB14",3.8205625475205e-22,0.383015586115853,0.609,0.799,1.01187599071081e-17,0.303215926493109,12,0.330415754923414,8,"EFCAB14","p_val_adj<0.05"
"XIAP",4.0740866884526e-27,0.383003931711323,0.627,0.832,1.07902185943667e-22,0.349182763744428,12,0.348739495798319,10,"XIAP","p_val_adj<0.05"
"ACOT13",2.65424352020029e-29,0.382479854582895,0.572,0.794,7.02976396325048e-25,0.332247557003257,10,0.387665198237885,9,"ACOT13","p_val_adj<0.05"
"IFIT1",5.29431562733766e-10,0.3818691843315,0.296,0.367,1.40219949390038e-05,0.509433962264151,11,0.747619047619048,6,"IFIT1","p_val_adj<0.05"
"N4BP2L2",0.735805504920682,0.381483225381355,0.618,0.629,1,0.321266968325792,11,0.433333333333333,9,"N4BP2L2","NS"
"FAM46A",1.25280881939587e-07,0.381062656632022,0.611,0.745,0.00331806415816996,0.326219512195122,12,0.349765258215962,8,"FAM46A","p_val_adj<0.05"
"ALDH6A1",3.69294737620913e-25,0.380245635982623,0.483,0.708,9.78077112588988e-21,0.326254826254826,12,0.353086419753086,8,"ALDH6A1","p_val_adj<0.05"
"UTRN",2.17198300413323e-23,0.379800564583566,0.509,0.753,5.75249698644685e-19,0.353479853479854,12,0.350348027842227,9,"UTRN","p_val_adj<0.05"
"ZDHHC16",2.0979370716732e-25,0.379551520763652,0.329,0.626,5.55638633432648e-21,0.325779036827195,11,0.346368715083799,9,"ZDHHC16","p_val_adj<0.05"
"NUCKS1",1.43727182709973e-12,0.379380129333206,0.924,0.941,3.80661443407365e-08,0.320887991927346,13,0.355018587360595,10,"NUCKS1","p_val_adj<0.05"
"COMMD9",1.89952552902183e-29,0.37863570473673,0.277,0.554,5.03089336361431e-25,0.306397306397306,10,0.391167192429022,9,"COMMD9","p_val_adj<0.05"
"HPN",3.08884351242932e-52,0.37800885087581,0.097,0.458,8.18080204266905e-48,0.567307692307692,10,0.366412213740458,7,"HPN","p_val_adj<0.05"
"THUMPD3-AS1",1.34909066936711e-17,0.377916866072275,0.593,0.675,3.57306663781879e-13,0.309748427672956,11,0.422279792746114,8,"THUMPD3-AS1","p_val_adj<0.05"
"COL4A4",6.2691277024021e-34,0.377899693623851,0.19,0.53,1.6603784719812e-29,0.490196078431373,10,0.376237623762376,8,"COL4A4","p_val_adj<0.05"
"AZGP1",3.77610624889569e-06,0.376810178643116,0.074,0.294,0.100010174002002,0.265822784810127,8,0.869047619047619,6,"AZGP1","NS"
"BCKDK",1.2964026675128e-10,0.375954918256412,0.394,0.598,3.43352246490764e-06,0.340425531914894,12,0.380116959064327,9,"BCKDK","p_val_adj<0.05"
"PRDM2",8.61715461768081e-25,0.375075833316993,0.526,0.801,2.28225340049276e-20,0.320921985815603,10,0.358078602620087,9,"PRDM2","p_val_adj<0.05"
"EPAS1",1.78640840284058e-26,0.373866554249168,0.558,0.794,4.73130265492329e-22,0.390651085141903,12,0.356828193832599,8,"EPAS1","p_val_adj<0.05"
"ADPRHL2",1.78720988426193e-11,0.373726434006031,0.413,0.563,4.73342537846772e-07,0.408577878103837,11,0.394409937888199,8,"ADPRHL2","p_val_adj<0.05"
"TCEA3",4.92740978302595e-32,0.369675453440512,0.555,0.808,1.30502448103442e-27,0.456375838926175,11,0.363636363636364,8,"TCEA3","p_val_adj<0.05"
"RCC2",7.66153237695491e-20,0.369610117631453,0.463,0.71,2.02915685003651e-15,0.382293762575453,11,0.33743842364532,8,"RCC2","p_val_adj<0.05"
"RNF5",1.76256606065411e-27,0.369601999428009,0.558,0.733,4.66815621164241e-23,0.312186978297162,12,0.403341288782816,9,"RNF5","p_val_adj<0.05"
"BMP4",3.09515637150796e-37,0.369286615257515,0.233,0.411,8.19752164993882e-33,0.42,11,0.659574468085106,6,"BMP4","p_val_adj<0.05"
"PTCSC3",9.76411679415032e-31,0.368989888517153,0.036,0.295,2.58602633293071e-26,0.282051282051282,7,0.63905325443787,5,"PTCSC3","p_val_adj<0.05"
"SPAG9",0.000495389363397735,0.367644487448415,0.607,0.736,1,0.310291858678955,12,0.406175771971496,8,"SPAG9","NS"
"CAT",1.72298868930137e-10,0.367232535813881,0.463,0.591,4.56333554361469e-06,0.362173038229376,11,0.337278106508876,9,"CAT","p_val_adj<0.05"
"SLC35F6",0.075290659710751,0.366949998611935,0.6,0.657,1,0.31055900621118,12,0.345744680851064,9,"SLC35F6","NS"
"KCNK15",1.51838994898064e-45,0.366115947504266,0.059,0.318,4.02145577987522e-41,0.444444444444444,9,0.725274725274725,6,"KCNK15","p_val_adj<0.05"
"NDUFB10",1.83360117843643e-06,0.365533447811644,0.827,0.9,0.048562927210889,0.338218714768884,13,0.355339805825243,10,"NDUFB10","p_val_adj<0.05"
"ADI1",1.49677989496063e-19,0.364166372961185,0.651,0.825,3.96422155180323e-15,0.300859598853868,12,0.36228813559322,9,"ADI1","p_val_adj<0.05"
"RCN3",5.05480747141203e-32,0.364104180285389,0.075,0.372,1.33876575880348e-27,0.4375,8,0.55868544600939,6,"RCN3","p_val_adj<0.05"
"SECTM1",4.50145723990348e-26,0.363795443262112,0.202,0.455,1.19221094998844e-21,0.502304147465438,11,0.461538461538462,8,"SECTM1","p_val_adj<0.05"
