"17-10-20"	"8-7-2-23-22-11-27-18-13-3-5"	"26"	"25"	"24"	"21"	"19"	"16"	"15"	"14"	"12"	"9"	"4"	"6"
"58"	12.82	2.82	7.98	8.56	7.68	7.69	5.67	5.87	12.44	7.16	6.88	5.02	6.67	2.74
"59"	33.81	57.24	0.08	0	4.19	0	1.08	0.3	0.38	2.1	0.83	0	0	0
"60"	19.49	65.76	2.84	8.68	0.5	0	1.44	0	0.6	0	0.67	0	0	0
"61"	38.29	13.66	4.49	4.2	4.57	3.24	1.21	2.79	4.14	6.49	4.26	3.77	3.3	5.58
"62"	24.33	27.49	4.07	0.14	2.28	3.41	0	2.19	0.89	0	0.01	6.34	1.05	27.81
"63"	29.41	3.7	6.84	6.42	5.82	6.6	4.46	5.43	6.94	5.97	5.51	4.06	5.48	3.35
"64"	82.38	17.62	0	0	0	0	0	0	0	0	0	0	0	0
"65"	72.68	3.86	0.77	0.21	0.97	5.18	0	0.74	0.79	3.53	0.84	0.5	0.14	9.78
"66"	38.51	1.8	6.14	6.08	5.42	5.86	4.35	4.49	6.34	5.51	5.21	3.59	5.07	1.61
"67"	86.52	0	0	0	13.48	0	0	0	0	0	0	0	0	0
"68"	24.85	44.38	2.56	11.89	0.43	0	0	0	0	0	5.52	7.09	0.17	3.1
"69"	29	1.75	7.06	6.94	6.37	7.07	4.89	5.17	7.24	6.45	6	4.24	5.83	2.01
"70"	79.99	13.68	0	0	0	0	0	0	0	0	0	0	0	6.33
"71"	17.06	3.1	7.99	7.87	7.69	7.74	5.85	5.85	8.19	7.29	6.82	5.12	6.63	2.81
"72"	9.71	4.18	8.65	8.51	7.97	8.48	5.93	6.33	8.87	7.66	7.28	5.8	7.27	3.38
"73"	62.35	0	3.91	3.91	4.22	3.82	2.41	2.85	4.11	3.55	3.15	2.08	3.24	0.39
"74"	92.59	0	2.36	0.66	0.05	0.58	0.29	0.38	0.73	1.5	0.29	0.1	0.46	0
"75"	34.11	13.59	3.92	3.58	4.17	12.2	0	5.14	6.47	2.32	2.55	3.98	3.78	4.19
"76"	62.1	0	3.92	3.93	3.56	3.82	2.76	2.85	4.11	3.48	3.12	2.18	3.26	0.91
"77"	15.37	3.01	8.26	8.17	7.63	7.97	5.6	6.05	8.56	7.43	6.98	5.24	6.9	2.83
"78"	51.04	4.99	4.62	4.88	3.77	3.91	2.89	2.89	4.49	6.26	3.75	2.59	3.54	0.39
"79"	90.09	6.95	0	0	0	1.07	0	0	0	0	0.44	1.44	0	0
"80"	67	3.17	3.7	3.96	2.43	2.47	1.1	1.83	2.92	2.75	2.9	1.81	2.21	1.75
"81"	31.16	9.56	3.1	2.75	2.12	31.52	0	3.81	2.88	0.86	2.18	1.94	2.87	5.24
"82"	59.79	13.5	4.07	1.27	4.24	1.64	0	6.09	2.07	0.66	1.03	0	2.8	2.83
"83"	6.79	3.92	7.53	6.73	6.62	18.48	3.07	5.59	7.38	6.75	5.46	9.44	6.01	6.22
"84"	27.38	9.88	5.75	5.41	5.99	10.77	3.09	4.23	5.75	4.42	5.02	3.08	4.57	4.65
"85"	77.68	16.36	0	0	0	0	0	0	0	0	0	0	0	5.96
"86"	51.75	1.74	4.68	4.67	4.85	4.68	3.4	3.39	4.91	4.44	4.01	2.77	3.87	0.85
"87"	49.61	16.4	1.64	6.77	0	0	0	0	0	0	9.41	6.7	1.07	8.4
"88"	60.21	0	4.26	4.26	3.67	4.14	2.36	3.14	4.47	3.93	3.42	2.36	3.54	0.26
"89"	73.57	11.51	0	0	2.2	0	0	0	0	0.34	0	0	0	12.38
"90"	40.37	0.64	6.05	5.99	5.37	5.85	4.24	4.42	6.26	5.61	5.16	3.51	5.01	1.53
"91"	68.18	3.34	2.2	2.01	2.29	1.93	0.39	2	2.36	1.53	4.14	0.84	1.59	7.21
"92"	81.39	0	1.21	0.7	1.33	1.3	0	1.15	1.02	1.46	1.83	0	0.6	8
"93"	51.5	0	5.08	5.02	4.57	4.88	3.28	3.71	5.27	4.57	4.22	2.86	4.19	0.85
"94"	85	12.7	0	0	0	0	0	0	0	0	0	0	0	2.3
"95"	84.75	14.97	0	0	0	0	0	0	0	0	0	0	0	0.28
"96"	86.56	0	0.28	0.32	1.65	0.06	0	0.12	0.46	7.26	1.97	0	0.06	1.25
"97"	41.09	0.61	5.98	5.83	5.22	6.2	4.14	4.57	6.12	5.3	5	3.44	4.89	1.61
"98"	35.21	2.8	6.39	6.23	5.69	6.07	4.43	4.67	6.53	5.87	5.45	3.71	5.23	1.73
"99"	8.85	13.87	0.03	0.22	17.13	31.97	0.05	4.42	0	0	0	13.61	0.45	9.4
"100"	17.02	2.19	8.07	7.99	7.42	7.78	6.29	5.87	8.3	7.24	7	4.93	6.7	3.2
"101"	17.02	2.13	8.14	7.98	7.42	7.78	6.3	5.88	8.3	7.23	6.95	4.94	6.71	3.22
"102"	92.2	0	2.63	0	3.85	0	0	0	0	0	0	1.33	0	0
"103"	11.57	1.77	85.5	0	0.2	0	0	0	0	0.96	0	0	0	0
"104"	8.22	24.85	27.11	0	13.83	0	1.72	0	0	1.38	1.28	10.15	0	11.45
"105"	54.08	0	39.55	0	4.37	0	0	0	0	0	0	2	0	0
"106"	50.79	0	49.03	0	0	0	0	0	0	0	0	0	0	0.18
"107"	42.32	0	6.63	5.67	5.27	5.56	4.26	4.24	5.95	5.18	5	3.38	4.77	1.77
"108"	18.9	0.99	37.87	9.23	3.7	3.83	3.16	3.1	4.26	3.57	4.03	1.71	3.46	2.19
"109"	47.91	4.99	31.83	0.49	1.13	0.84	0	1.11	1.04	0.68	2.15	1.89	0.61	5.31
"110"	27.95	67.75	4.3	0	0	0	0	0	0	0	0	0	0	0
"111"	36.03	0.41	12.37	5.43	4.99	5.45	3.86	4.25	5.86	5.08	5.14	4.01	4.68	2.45
"112"	40.72	1.75	6.24	5.35	4.69	5.28	3.75	4.33	5.69	4.81	4.61	4.08	4.52	4.19
"113"	83.11	0	3.5	0.58	0.47	0.57	0	0.41	0.86	0.95	2.11	2.84	0.44	4.16
"114"	90.25	0	5	0	0	0	0	0	0	0	1.78	0	0	2.97
"115"	43.23	0	40.23	0	5.72	0	0	0	0	0	4.27	2.54	0	4
"116"	68.77	0	27.59	0	0	0	0	0	0	0	1.78	1.31	0	0.54
"117"	43.86	0	18.35	5.21	3.93	4.11	2.65	3.11	4.57	4.22	3.52	2.22	3.53	0.71
"118"	39.06	0	55.3	5.64	0	0	0	0	0	0	0	0	0	0
"119"	7.43	5.94	76.67	0.6	4.05	0.25	1.62	0	0.66	1.2	0.48	0	0.23	0.87
"120"	8.32	21.81	3.15	2.75	13.24	2.04	1.99	1.14	2.83	15.86	3.01	11.6	2.18	10.09
"121"	77.23	0	2.35	2	1.97	1.94	0.12	1.42	2.2	1.61	2.53	1.34	1.61	3.68
"122"	4.96	0	41.01	3.81	3.94	3.96	2.57	3.96	4.47	4.49	13.93	4.87	3.64	4.4
"123"	14.31	3.38	55.22	5.86	3.19	2.45	1.09	1.85	3.08	2.44	2.2	2.06	2.2	0.66
"124"	19.08	1.41	22.16	6.47	5.48	5.85	4.44	4.91	6.17	6.1	5.98	3.31	5.4	3.24
"125"	75.27	0	7.05	0.87	1.27	0.53	0	0.26	0.98	1.4	0.8	0	0.39	11.19
"126"	84	0	6.42	0	0	0	0	0	0	0	0	0	0	9.58
"127"	29.88	3.63	66.49	0	0	0	0	0	0	0	0	0	0	0
"128"	61.28	0	26.46	1.06	0.94	1.08	0	0.71	1.54	1.68	3.32	1.04	0.89	0
"129"	25.92	3.92	9.03	3.5	2.98	3.76	4.03	3	3.96	4.9	13.37	18.62	2.97	0.03
"130"	16.68	66.12	3.54	0.42	0.81	0	2.96	0	1.33	6.66	1.43	0	0.05	0
"131"	34	4.77	42.78	0.32	2.21	0.43	0	1.28	1.05	0.56	3.18	3.58	1.14	4.71
"132"	46.6	3.82	12.24	3.77	4.17	3.9	2.53	3.27	4.21	3.49	4.18	2.92	3.35	1.55
"133"	42.91	0	53.91	1.89	1.3	0	0	0	0	0	0	0	0	0
"134"	50.59	1.02	48.39	0	0	0	0	0	0	0	0	0	0	0
"135"	8.79	3.65	10.28	7.72	8.95	7.61	5.73	5.6	8.15	6.96	7.22	6.18	8.66	4.49
"136"	35.85	0	59.36	1.63	0.65	0	0	0	0	0	0	0	0	2.49
"137"	67.01	0	3.64	3.53	2.8	3.35	1.7	2.54	3.72	4.31	2.73	1.77	2.9	0
"138"	7.86	2.32	41.95	4	6.7	3.71	1.63	3.16	3.88	6.4	3.85	2.82	2.77	8.94
"139"	61.1	5.99	17.82	0.6	1.62	0.77	0.02	0.37	1.26	0.8	2.81	1.27	0.48	5.09
"140"	2.93	6.24	60.12	2.76	4.37	1.02	0.87	2.58	0.8	3.37	4.21	2.01	2.34	6.37
"141"	34.72	0.85	19.92	4.61	6.22	4.66	3.49	3.46	5.05	4.46	4.18	3.17	3.98	1.24
"142"	86.34	0	11.9	0	0	0	0	0	0	0	0.08	0	0	1.69
"143"	51.99	0	6.88	4.57	4.23	4.5	3.27	3.45	4.88	4.17	4.14	2.5	3.83	1.57
"144"	33.61	7.85	6.13	5.69	5.38	5.46	4.2	4.15	5.99	6.11	5	3.69	4.72	2.01
"145"	39.24	0	58.3	0	0	0	0	0	0	0	2.46	0	0	0
"146"	40.03	1.14	8.06	5.62	5.3	5.49	3.85	4.25	5.96	5.48	5.01	3.49	4.79	1.54
"147"	27.15	5.91	61.22	1.1	0.6	0	0	0	0.16	2.35	0	0	0	1.52
"148"	7.95	0.36	78.42	0.96	1.69	1.39	1.01	1.02	1.7	1.56	1.54	1.17	1.16	0.06
"149"	51.86	4.94	16.14	1.59	4.88	1.75	1.33	1.77	2.18	2.02	4.37	3.84	1.67	1.66
"150"	38.17	1.25	6.5	6.07	5.57	5.84	4.54	4.44	6.27	5.42	5.2	3.7	5.01	2.02
"151"	98.6	0	1.4	0	0	0	0	0	0	0	0	0	0	0
"152"	9.22	8.76	9.8	4.27	4.36	4.64	2.55	5.45	4.54	2.99	17.18	13.67	3.9	8.65
"153"	81.39	0	2.85	1.8	1.38	1.73	2.04	1.21	1.95	1.91	0.94	0.3	1.44	1.06
"154"	70.94	0	21.9	0	0	0	0	0	0	0	0	0	0	7.15
"155"	49.34	0	10.76	4.74	3.98	4.49	2.96	3.42	4.89	4.22	3.87	2.58	3.9	0.86
"156"	70.86	6.51	22.64	0	0	0	0	0	0	0	0	0	0	0
"157"	51.49	14.15	0	0	0	0	0	0	0	0	2.05	0	0	32.31
"158"	12.63	0.71	51.87	1.87	2.23	2.65	1.46	2.41	2.94	3.4	3.64	5.25	2.84	6.09
"159"	41.04	1.03	8.89	5.53	4.88	5.36	4.1	4.07	5.8	5.03	4.79	3.21	4.61	1.66
"160"	85.09	0	12.18	0	0	0	0	0	0	0	0.02	1.26	0	1.45
"161"	53.37	9.12	2.3	0	3.75	3.11	0	0.2	0.55	2.03	4.9	0	0	20.68
"162"	45.56	0	6	5.75	5.02	5.26	4.09	3.97	5.62	4.93	4.61	3.1	4.49	1.6
"163"	69.02	0	3.49	2.75	2.16	2.34	1.06	1.63	2.93	9.11	2	1.34	2.18	0
"164"	44.29	29.75	0.87	0	0	11.09	0	0	0	2.51	0	2.21	0	9.29
"165"	44.39	0.79	11.19	4.64	4.16	4.61	3.56	3.72	4.97	4.52	4.03	3.2	3.98	2.23
"166"	88.94	2.83	6.94	0	0	0	0	0	0	0	0.21	0.87	0	0.21
"167"	11.44	5.53	8.83	5.6	5.03	19.92	2.98	5.58	5.99	10.12	4.31	4.9	4.89	4.89
"168"	75.98	0	1.65	0	2.54	0	0	0	0	0	5.2	10.79	0	3.84
"169"	21.13	0.35	11.67	5.75	11.17	5.79	6	4.68	6.21	5.51	5.45	6.58	4.82	4.88
"170"	21.07	0.51	57.99	3.4	2.04	2.03	1.29	1.48	2.53	2.21	1.74	1.11	1.64	0.95
"171"	19.5	5.74	8.4	2.54	2.22	26.54	0	4.96	2.99	10.55	1.3	4.68	2.63	7.94
"172"	3.57	1.03	55.86	5.32	3.46	3.16	1.91	2.35	3.84	10.97	2.86	2.29	2.79	0.6
"173"	29.63	2.86	61.78	0	0	0	0	0	0	0	0	0	0	5.73
"174"	6.69	0.88	76.5	2.73	2.24	1.56	0.84	1.12	2.1	1.72	1.51	0.66	1.35	0.11
"175"	41.73	0.04	6.63	5.92	5.11	5.74	3.99	4.37	6.17	5.44	5.07	3.46	4.93	1.39
"176"	7.09	0	49.95	0	0.47	0	0	0	0	0	0	0	9.98	32.51
"177"	40.31	0.45	13.07	5.47	4.69	5.02	3.54	3.86	5.43	4.66	4.58	3.33	4.36	1.23
"178"	40.23	0	11.04	5.52	4.83	5.29	4.24	4.02	5.73	4.96	4.65	3.04	4.54	1.9
"179"	77.9	0	10.79	1.45	1.04	1.45	0.17	1.14	1.74	1.67	0.91	0.49	1.27	0
"180"	46.41	0	29.46	3.67	2.33	2.54	0.88	1.88	3.04	2.62	2.49	1.51	2.16	1
"181"	8.87	0	72.22	0.94	1.88	1.47	0.54	1.12	2.08	5.51	1.45	2.52	1.41	0
"182"	7.16	1.13	78.38	1.51	1.67	1.31	1.39	0.75	1.57	2.25	1.09	0.33	1.15	0.28
"183"	21.24	0	24.47	4.68	4.65	4.99	3.41	3.95	5.44	4.56	9.9	4.51	4.13	4.08
"184"	49.22	0	6.27	4.94	4.52	4.85	3.69	3.77	5.19	4.55	4.26	3.05	4.11	1.59
"185"	58.2	0	4.59	4.21	3.62	4.08	2.3	3.1	4.44	5.64	3.42	2.51	3.5	0.38
"186"	19.41	0	51.38	9.87	2.18	2.13	1.95	1.81	2.46	1.83	2.78	0.3	2.02	1.88
"187"	42.31	0	27.47	3.52	2.94	3.44	2.26	2.55	3.8	3.36	3.01	1.87	2.9	0.56
"188"	63.6	0	29.33	2.34	0.12	0.13	0	0	0.58	1.28	0.46	0	0.08	2.07
"189"	42.88	0.4	10.63	5.05	4.65	4.97	3.23	3.93	5.39	4.64	4.69	3.47	4.37	1.7
"190"	35.15	5.23	6.22	6.04	5.45	5.82	4.42	4.37	6.34	5.7	5.25	3.57	5.03	1.41
"191"	45.27	0	12.15	5	4.41	4.76	3.22	3.57	5.15	4.43	4.14	2.82	4.06	1.01
"192"	95.02	0.59	1.92	0	0	0	0	0	0	0.35	0	1.54	0	0.59
"193"	18.32	0	68	0.55	1.59	1.48	0.69	0.84	1.89	2.67	1.31	1.47	1.18	0
"194"	85.14	0	0	0	0	0	5.75	0	0	0	0	0	0	9.11
"195"	50.85	0	34.01	1.54	1.27	1.64	0	1.89	1.98	1.9	1.14	1.83	1.95	0
"196"	4.22	0.56	68.35	5.45	2.92	2.57	1.47	1.62	2.99	2.67	2.17	1.54	1.99	1.48
"197"	42.6	1.48	7.32	5.32	4.62	5.22	3.63	3.94	5.62	5.34	4.67	3.28	4.46	2.51
"198"	37.99	1.24	7.06	6.08	5.38	5.84	4.16	4.66	6.27	5.52	5.18	3.52	5.44	1.65
"199"	77.45	0	1.32	0	3.77	0	0	0	0	14.99	0	1.55	0	0.92
"200"	60.5	4.37	14.69	1.25	2.3	1.3	0.93	1.27	1.71	1.43	3.92	2.3	1.21	2.82
"201"	31.53	2.2	6.51	8.7	5.95	6.27	4.46	4.74	6.66	5.74	5.42	3.93	5.34	2.56
"202"	69	0	1.08	20.95	0.49	0.87	0	0.66	1.11	1.2	0.95	0	0.69	3
"203"	42.06	0.78	5.46	10.06	4.77	5.24	3.59	4.01	5.66	4.9	4.61	3.14	4.5	1.21
"204"	32.36	0	0	67.64	0	0	0	0	0	0	0	0	0	0
"205"	16.7	3.22	7.98	9.99	7.3	7.58	5.66	5.72	8.11	7.07	6.74	4.91	6.53	2.5
"206"	57.98	0	4.17	4.24	3.47	3.96	2.78	3.46	4.31	3.63	3.2	2.76	4.41	1.64
"207"	19.87	1.29	5.6	26.57	5.32	5.54	4.32	4.3	6.07	5.74	4.9	3.49	4.84	2.15
"208"	23.77	18	1.81	3.43	12.68	2.16	1.33	0.91	1.76	2.08	4.51	7.73	0.87	18.96
"209"	52.4	5.45	8.52	15.28	1.41	0.67	0.59	0.5	1.23	0.39	0.78	0.8	0.63	11.37
"210"	83.31	0	0	0	0	0	0	0	0	16.69	0	0	0	0
"211"	28.43	1.2	6.98	7.09	6.36	6.75	5.65	5.09	7.22	6.38	6.01	4.22	5.8	2.82
"212"	85.98	0	0	0.39	12.85	0	0	0	0	0	0	0.78	0	0
"213"	90.42	0	0	0	9.58	0	0	0	0	0	0	0	0	0
"214"	45.75	0	0.73	6.49	5.26	0	0	0	0.62	0	0	0	0	41.14
"215"	9.42	0	0	83.77	0	0	0	0	0	6.81	0	0	0	0
"216"	55.14	0	4.84	4.89	3.77	4.52	2.97	3.44	4.89	4.23	3.9	2.88	3.89	0.64
"217"	49.24	0	0	50.76	0	0	0	0	0	0	0	0	0	0
"218"	74.76	0	0.35	19.85	0.13	0	0	0	0.17	0	0.08	0	0	4.66
"219"	5.84	0.51	0	89.93	0	0	0	0	0	0	0	0	0	3.72
"220"	50.62	0	5.05	5.14	4.45	4.9	3.59	3.72	5.27	4.57	4.34	2.96	4.2	1.18
"221"	30.43	1.29	6.74	7.93	5.95	6.29	4.65	4.74	6.8	5.9	5.7	3.79	5.46	4.33
"222"	54.3	0	4.83	4.92	4.15	4.67	2.78	3.56	5.05	4.53	3.95	2.66	4.01	0.59
"223"	17.89	0	0	82.11	0	0	0	0	0	0	0	0	0	0
"224"	29.04	14.85	0	56.11	0	0	0	0	0	0	0	0	0	0
"225"	3.87	0	0	95.65	0	0	0	0	0	0.01	0	0.27	0	0.2
"226"	89.33	0	0	4.69	0	0	0	0	0	0	0	0	0	5.99
"227"	57.89	0	4.06	4.58	3.74	3.81	1.74	2.86	4.23	4.16	3.38	2	3.27	4.27
"228"	55.2	0	4.51	4.74	3.83	4.3	3.63	3.31	4.64	4.34	3.88	2.54	3.69	1.38
"229"	56.06	0	0	43.94	0	0	0	0	0	0	0	0	0	0
"230"	69.04	0	3.33	3.42	3.41	3.21	1.66	2.45	3.48	2.92	2.45	1.68	2.74	0.22
"231"	3.14	0	0	89.11	0	0	0	0	0	7.74	0	0	0	0
"232"	82.98	0	2.03	2.56	1.36	1.4	0	1.01	1.59	1.76	0.96	0.6	1.12	2.63
"233"	93.09	0	0	1.01	4.09	0	0	0	0	0	0	0.81	0	0.99
"234"	55.86	0	4.65	5.26	3.89	4.48	2.77	3.41	4.85	4.16	3.8	2.51	3.85	0.51
"235"	27.73	0	0	11.53	48.56	0	0	0	0	0	0	9.31	0	2.87
"236"	82.8	0	0	11.04	6.16	0	0	0	0	0	0	0	0	0
"237"	41.7	0	0	38.03	0	0	0	0	0	0	0	0	0	20.28
"238"	49.7	0.98	4.96	5.91	4.2	4.73	3.42	3.62	5.06	4.47	4.15	2.9	4.01	1.88
"239"	92.26	0	2.09	3.62	0	0.37	0	0.21	0.48	0.72	0	0	0.25	0
"240"	23.91	2.04	7.33	7.54	6.74	7.1	5.22	5.4	7.57	7.89	6.28	4.43	6.07	2.48
"241"	88.9	4.79	0	4.06	0	0	0	0	0	2.25	0	0	0	0
"242"	65.29	10.31	0	23.48	0.91	0	0	0	0	0	0	0	0	0
"243"	38.97	1.43	6.04	6.08	5.4	5.8	4.59	4.38	6.23	5.51	5.17	3.5	4.98	1.92
"244"	50.03	0	5.25	5.28	4.44	5.04	3.34	3.85	5.44	4.72	4.39	2.97	4.33	0.92
"245"	89.97	9.08	0	0.94	0	0	0	0	0	0	0	0	0	0
"246"	87.25	0	0.06	0.2	0	0	5.74	0	0.13	0	0	0	0	6.62
"247"	61.56	0	3.96	4.01	3.33	3.82	2.87	2.88	4.12	3.58	3.09	2.12	3.25	1.41
"248"	62.68	0	0	37.32	0	0	0	0	0	0	0	0	0	0
"249"	92.31	0	0	3.3	0	0	0	0	0	0	0	0	0	4.39
"250"	11.7	1.8	5.34	35.94	5.47	5.48	3.92	4.13	5.92	5.05	4.86	3.57	4.72	2.1
"251"	20.16	12.91	0	55.28	1.3	0	0	0	0	0	0	4.15	0	6.21
"252"	33.28	0.52	5.25	16.66	4.68	5.28	3.9	3.87	5.46	4.72	4.48	3.47	4.36	4.06
"253"	7.7	2.47	7.01	24.25	6.93	6.98	5.42	5.33	7.4	6.54	6.23	4.69	6.05	2.98
"254"	39.11	1.43	6.15	6.53	5.11	5.71	4.27	4.46	6.13	5.3	4.99	3.46	4.92	2.43
"255"	37.6	0.98	6.07	8.26	5.25	5.83	4.34	4.48	6.22	5.42	5.1	3.48	4.98	1.97
"256"	69.02	0.75	0	0	28.23	0	0	0	0	0	0	2	0	0
"257"	26.22	1.33	7	8.58	6.33	6.67	5.54	5.19	7.2	6.99	6.01	4.35	5.89	2.69
"258"	11.75	2.14	8.44	8.64	7.74	8.14	7.25	6.13	8.68	7.6	7.26	5.13	7	4.09
"259"	57.61	6.75	0	35.64	0	0	0	0	0	0	0	0	0	0
"260"	43.82	1.01	6.35	6.5	4.67	5.13	3.8	3.99	5.52	4.91	4.45	3.05	4.39	2.4
"261"	91.8	0	0.28	7.92	0	0	0	0	0	0	0	0	0	0
"262"	59.86	0	1.93	25.45	1.46	1.85	0.71	1.52	2.08	1.62	1.26	0.65	1.6	0
"263"	86.17	1.41	0	1.42	0.4	0	0	0	0	0	6.09	0	0	4.51
