"17-10-20"	"8-7-2-23-22-11-27-18-13-3-5"	"26"	"25"	"24"	"21"	"19"	"16"	"15"	"14"	"12"	"9"	"4"	"6"
"8135"	1.11	0	1.32	1.07	0.73	1.27	0	0.9	1.39	5.03	84.61	1.63	0.94	0
"8136"	0	0	0.35	0	0	0	0	0.68	0.04	34.23	64.36	0	0.34	0
"8137"	2.46	0	2.57	2.33	1.93	2.68	1.58	2.7	2.7	11.26	67.88	0	1.93	0
"8138"	0.91	0	1.03	0.65	0.94	0	0	0	1.88	44.25	48.52	0.97	0.38	0.46
"8139"	0.34	0	0.49	0.47	0.98	0.47	0	0.37	0.7	7.09	88.62	0.24	0.22	0
"8140"	0.66	1.95	0.55	0.43	1.14	2.6	0.36	1.62	0.68	8.44	79.36	1.92	0.29	0
"8141"	0.79	1.06	0.76	0.96	0.47	0	0	0	0.86	57.04	32.73	4.7	0.05	0.57
"8142"	2.43	1.87	2.55	4.94	2.68	0.64	1.37	0	2.78	71.49	3.96	3.13	1.12	1.03
"8143"	0.6	0	0.75	0.38	0.45	0.44	0	0.6	1.03	12.84	80.16	2.43	0.32	0
"8144"	0	0	0	0	0	0	0	0	0	16.5	80.4	3.1	0	0
"8145"	0	0	0.13	0.09	0.45	0.34	0	1.45	0	25.68	70.33	1.25	0.29	0
"8146"	2.44	4.53	2.73	2.64	2.55	2.22	2.22	1.83	2.68	11.88	57.11	5.22	1.96	0
"8147"	1.33	0	1.63	1.69	1.71	0	0.78	0	1.57	62.67	25.16	2.22	0.65	0.57
"8148"	1.05	0	1.56	3.19	1.04	1.38	0	0.87	1.73	10.41	77.7	0	1.06	0
"8149"	2.07	0	2.12	2.02	1.9	2.16	1.82	1.42	2.33	6.43	75.54	0.76	1.44	0
"8150"	0.08	0	0.07	0	0	0	0.03	0	0.12	20.12	77.96	0.95	0	0.67
"8151"	6.68	4.61	7.56	6.62	6.44	7.24	3.9	4.93	7.82	18.03	11.79	5.21	5.6	3.57
"8152"	2.54	0	2.6	2.53	2.32	1.88	0.69	1.03	2.91	56.13	23.09	0.94	2.09	1.25
"8153"	0	0	0.04	0.1	0.01	0	0	0	0.19	72.6	26.42	0.64	0	0
"8154"	3.58	9	4.3	4.6	3.9	5.15	2.09	5.41	7.3	38.75	4.45	1.59	4.61	5.27
"8155"	2.45	0	3.51	3.1	2.6	2.85	1	2.5	2.97	4.92	71.05	0.85	2.19	0
"8156"	1.78	0	1.79	1.64	1.26	1.92	1.55	1.28	1.97	6.52	78.64	0.39	1.26	0
"8157"	0	1.96	0	0	0.25	0	0	0	0	9.12	87.31	0	0	1.36
"8158"	2.86	0	2.88	2.77	2.13	2.98	3.57	2.61	3.01	6.08	65.3	3.65	2.05	0.1
"8159"	3.6	0	3.99	3.89	4.19	3.96	2.23	2.68	4.25	5.49	61.19	1.15	3.18	0.22
"8160"	0	9.07	0	0	0	0	0	0	0	28.3	62.62	0	0	0
"8161"	2.75	0	2.82	2.7	2.56	2.72	2.12	1.81	3	5.15	71.74	0.52	2.11	0
"8162"	1.46	1.61	1.39	1.77	1.41	1.28	0.52	1.36	1.64	5.76	77.31	1.58	1.27	1.67
"8163"	0	8.96	0	0	0.14	0	0	0	0	24.38	58.34	2.41	0	5.78
"8164"	1.22	7.53	1.08	1.21	0.86	2.15	0.41	2.47	1.31	20.91	56.51	2.59	1.14	0.6
"8165"	0	0	0	0	0	0	0	0	0	51.06	48.94	0	0	0
"8166"	0	0	0.26	0.88	0	0.27	0	0.33	0.28	2.94	94.31	0.28	0.44	0
"8167"	0	9.46	0	0	0	2.32	0	0.24	0	8.5	79.03	0.45	0	0
"8168"	1.42	0	1.49	1.45	2.34	1.25	0.83	0.2	1.96	69.67	17.56	0.61	0.93	0.3
"8169"	0	0	0	0	0	0	0	0	0	30.6	69.4	0	0	0
"8170"	0.2	0	0.67	1.89	0	2.73	0	0.99	0.81	34.33	54.64	0	0.8	2.94
"8171"	2.64	0	3.2	2.35	2.94	2.3	1.88	1.97	2.83	10.39	66.32	0.83	2.13	0.22
"8172"	0	10.6	0	0	2.58	0	0	0.74	0	24.31	59.76	0.48	0	1.54
"8173"	1.37	0	1.69	1.45	1.72	1.06	0.19	0.26	1.68	17.31	69.97	0.01	1.06	2.22
"8174"	0	0	0	0	0	0	3.5	0	0	65.63	30.87	0	0	0
"8175"	2.74	0.87	3.71	3.01	3.14	2.74	0.55	3	3.25	48.66	22.75	1.48	2.28	1.82
"8176"	1.97	2.39	2.14	1.89	2.39	1.68	1.52	1.23	2.2	17.26	63.92	0.09	1.31	0
"8177"	0.17	3.52	0	0.1	0	0	0.31	0	0.03	9.87	81.95	3.96	0	0.09
"8178"	0	0	0.06	0.04	0.2	0.59	0	0.67	0.26	12.7	85.38	0	0.09	0
"8179"	0.85	0	1.46	1.75	0.77	1.36	0	2.48	1.53	3.97	83.01	1.42	1.15	0.26
"8180"	1.4	0	1.35	1.18	1.33	1.29	1.1	0.88	1.52	19.43	69.2	0.31	0.86	0.15
"8181"	0	0	0	0	0	0	2.3	0	0	57.48	38.4	0	0	1.82
"8182"	6.46	0.21	6.01	6.26	5.96	5.93	3.81	5.23	6.15	7.64	34.33	4.32	5.17	2.52
"8183"	0.98	7.35	0.98	1.38	1.65	0.65	0.15	0.42	1.05	8.91	73.09	2.77	0.61	0
"8184"	1.77	1.21	1.79	2.07	8.72	7.32	0.62	4	2.24	57.19	3.27	2.36	2.74	4.7
"8185"	0	7.24	0	0	0	0.25	0	0.83	0	16.44	75.11	0	0	0.14
"8186"	2.17	0	2.43	1.8	1.96	3.47	2.22	0	3.82	44.2	33.19	3.13	1.6	0
"8187"	3.21	0	3.42	3.4	3.13	3.28	2.09	2.58	3.53	7.02	64.09	1.59	2.65	0
"8188"	1.72	0.97	1.71	1.39	1.95	0	1.34	0	1.76	75.64	11.77	1.7	0.06	0
"8189"	1.96	0.8	2.13	2.5	1.16	3.7	1.52	4.11	2.4	37.56	28.8	7.69	2.68	2.99
"8190"	1.63	4.61	2.04	1.86	2.88	6.69	1.49	2.94	1.97	3.09	69.53	0	1.27	0
"8191"	1.34	6.03	0.92	0.98	1.07	1.7	1.41	2	1.18	11.44	68.89	1.55	0.8	0.67
"8192"	1.63	0	1.87	1.45	1.65	0	0.94	0	1.76	78.63	10.03	1.74	0.3	0
"8193"	0.83	10.17	0.87	0.92	5.43	0.47	0	0.45	1.06	11.76	66.11	0.11	1.14	0.69
"8194"	0	0.82	0	0	0	0	0	0	0	64.93	34.26	0	0	0
"8195"	2.36	0.26	2.34	2.06	2.44	1.94	1.24	1.58	2.62	15.19	64.49	1.31	1.71	0.48
"8196"	0	1.84	0	0	0	0.89	0	0	0	31.34	65.93	0	0	0
"8197"	0.04	0	5.76	0	3.08	0	0	0	0.22	73.83	14.58	1.89	0.59	0
"8198"	0.36	0	0.97	0.86	0.08	0.49	0	0.83	0.76	3.91	90.11	0.92	0.72	0
"8199"	0.88	2.55	2.14	1.05	0.59	2.98	0	6.13	1.31	28.13	45.46	1.53	2.78	4.49
"8200"	1.32	2.07	1.48	1.83	1.03	3.81	0	4.62	1.63	73.75	4.47	0	2.04	1.96
"8201"	0	5.28	0	0	0	0	0	0	0	10.09	0	84.63	0	0
"8202"	0	0	0	0	0	0	0	0	0	55.07	0	44.93	0	0
"8203"	0	0	0	0	0	0	0	0	0	17.98	0	82.02	0	0
"8204"	0	0	0	0	0	0	0	0	0	34.7	0	65.3	0	0
"8205"	0.06	0	0.27	0.27	0	0.78	0	1.08	0.56	12.28	0	84.28	0.42	0
"8206"	0	0	0	0	0	0	0	0	0	20.49	0	71.31	0	8.2
"8207"	0.11	0	0	0	0	0	1.83	0	0.36	22.9	0	74.81	0	0
"8208"	0	3.63	0	0	0	0	0	0	0	5	0	91.37	0	0
"8209"	1.62	0	1.89	1.72	0.97	2.29	2.86	1.75	2.35	3.83	0	79.21	1.51	0
"8210"	1.5	0	1.15	0.68	0.61	1.1	2.22	1.18	1.5	8.96	0	80.6	0.51	0
"8211"	0	14.28	0	0	0	0	0	0	0	10.61	0	75.12	0	0
"8212"	0	14.6	0	0	0	0	0	0	0	7.06	0	78.34	0	0
"8213"	0	2.51	0	0	0	0	0	0	0	14.43	0	83.06	0	0
"8214"	0	0	0	0	0	0	0	0	0	33.31	0	66.69	0	0
"8215"	0	4.7	0	0	0	1.08	0	3.01	0	46.56	0	39.93	0	4.73
"8216"	0	1.14	0	0	0	0	0	0	0	19.66	0	79.2	0	0
"8217"	0	0	0	0	0	0	0	0	0	25.81	0	74.19	0	0
"8218"	1.04	4.24	1.3	1.55	9.65	3.65	0	4.14	1.57	51.6	0.83	16.49	2.05	1.89
"8219"	0	0	0	0	0	0	0	0	0	37.37	0	62.63	0	0
"8220"	0	0	0	0	0	0	0	0	0	30.66	0	69.34	0	0
"8221"	0	0	0	0	0	0	0	0	0	10.11	0	89.89	0	0
"8222"	0	0	0	0	0	0	0	0	0	8.75	0	91.25	0	0
"8223"	0	0	0	0	0	0	0	0	0	21.25	0	78.75	0	0
"8224"	0	0	0	0	0	0	0	0	0	33.29	0	66.71	0	0
"8225"	0	1.32	0	0	0	0	0	0	0	12.46	0	84.52	0	1.7
"8226"	0	8.61	0	0.07	0.44	0	0	0	0	3.76	1.97	85.15	0	0
"8227"	0	0	0.07	0	0	0.25	0	0	0.61	17.31	0	76.6	0	5.15
"8228"	0	0	0	0	0	0	0	0	0	12.46	0	82.96	0	4.58
"8229"	0	3.92	0	0	0	0	0	0	0	10.43	0	79.64	0	6.01
"8230"	0	0	0	0	0	0	0	0	0	7.61	0	92.33	0	0.05
"8231"	3.08	0.16	3.32	3.29	2.6	2.92	1.67	2.38	3.67	35.34	3.19	33.48	2.99	1.9
"8232"	0	0	0	0	0.14	0	0	0	0	7.08	0	92.78	0	0
"8233"	0	0	0	0	0	0	0	0	0	9.59	0	90.41	0	0
"8234"	0.25	15.52	0	0	1.26	0	0	0	0.12	19.81	1.85	32.87	0	28.32
"8235"	0.87	0	0.98	0.94	0	1.33	3.49	0.89	1.64	4.8	0.17	84.17	0.72	0
"8236"	0	0	0	0	0	0	0	0	0	23.87	0	76.13	0	0
"8237"	0	4.26	0	0	0	0	0	0	0	17.66	0	78.08	0	0
"8238"	1.62	0	0.04	0.03	1.08	5.6	0	0.1	0.49	14.3	0	76.74	0	0
"8239"	0	0	0	0	0	0	0	0	0	15.03	0	84.97	0	0
"8240"	0	0	0	0	0	0	0	0	0	25.36	0	73.24	0	1.4
"8241"	0	0	0	0	0	0	0	0	0	13.24	0	86.76	0	0
"8242"	0.21	0	0.35	0.35	0	0.75	2.25	0.41	0.87	15.8	0	78.99	0.01	0
"8243"	0	0	0	0	0	0	0	0	0	10.15	0	89.85	0	0
"8244"	0.93	0	0.89	0.68	0.9	0.97	0.83	0.25	0.96	12.85	0	58.4	0.19	22.14
"8245"	0	0.3	0	0	0	0	0	0	0	4.6	0	95.1	0	0
"8246"	0	4.92	0	0	0	0	0	0	0	13.13	0	81.96	0	0
"8247"	0	0	0	0	0	0	0	0	0	16.68	0	78.39	0	4.93
"8248"	0	0	0	0	0	0	0	0	0	43.43	0	56.57	0	0
"8249"	0	0	0	0	0	0	0	0	0	20.85	0	79.15	0	0
"8250"	0.97	0	0.96	0.76	1.06	0	0.8	0	1	82.06	0.82	11.57	0	0
"8251"	0	0	0	0	0	0	0	0	0	43.41	0	56.59	0	0
"8252"	0	0	0	0	0	0	0	0	0	16.53	0	83.47	0	0
"8253"	0	0	0	0	0	0	0	0	0	74.38	0	25.62	0	0
"8254"	0	0.92	0	0	0	0	0	0	0	8.43	0	90.65	0	0
"8255"	0.19	0	0.65	0.01	0.79	0.6	0	0	0.63	6.06	0	91.08	0	0
"8256"	0	0.17	0	0	0	0	0	0	0	11.04	0	88.78	0	0
"8257"	0.51	0	0.55	0.25	0.28	0.81	4.05	0.46	0.88	11.85	2.07	78.24	0.05	0
"8258"	0	0	0	0	0	0	0	0	0	9.61	0	90.39	0	0
"8259"	2.57	0	2.35	1.74	1.83	3.17	0.5	3.57	2.24	20.78	0.8	55.5	2.17	2.76
"8260"	0	0	0	0	0	0	0	0	0	17.14	0	79.65	0	3.21
"8261"	0	0	0	0	0	0	0	0	0	5.53	0	94.47	0	0
"8262"	0	0	0	0	0	0.1	0	1.28	0	63.82	0	34.79	0	0
"8263"	0	0	0	0	0	0	0	0	0	37.39	0	61.47	0	1.14
"8264"	0	0	0	0	0	0	0	0	0	24.48	0	75.52	0	0
"8265"	0	4.13	0	0	0	1.06	0	0	0	32.88	0	61.92	0	0
"8266"	0	0.46	0	0	0	0	0	0	0	10.83	0	87.15	0	1.56
"8267"	0	0	0	0	0	0	0	0	0	49.19	0	50.81	0	0
"8268"	0	0	0	0	0	0	0	0	0	22.59	0	77.41	0	0
"8269"	0	2.38	0	0	0	0	0	0.49	0	21.46	0	74.54	0	1.13
"8270"	0	9.25	0	0	0	0	0	0.03	0	12.83	0.09	76.83	0	0.97
"8271"	0	0	0.17	0.26	0	0.41	1.8	0.12	0.39	13.16	0	83.69	0	0
"8272"	0.74	0.58	0.63	0.57	0	0.73	0	0.52	0.77	16.7	0.29	77.49	0.98	0
"8273"	0	4.55	1.73	0	0.19	0.57	0	0.75	0	23.94	0	49.94	0	18.34
"8274"	0.48	0.7	0.74	0.52	1.76	0.49	0	0.94	1.42	18.02	0.98	69.26	0.45	4.24
"8275"	0	3.64	0	0.11	0	0	0	0	0	1.99	0	94.26	0	0
"8276"	0.79	1.11	0.57	0.55	0.89	1.08	0.29	0	0.76	69.04	0.25	24.41	0.27	0
"8277"	1.01	0	0.66	0.58	0.41	0.58	1.3	0.18	1.45	14.59	0	78.66	0.57	0
"8278"	0	1.37	0	0	0	0	0	0	0	10.52	0	88.11	0	0
"8279"	0	0	0	0	0	0	0	0	0	25.31	0	74.69	0	0
"8280"	0	0	0	0	0	0	0	0	0	29.32	0	70.68	0	0
"8281"	0	4.75	0	0	0	0	0	0	0	7.87	0	86.14	0	1.24
"8282"	0	4.34	0	0	0	0.7	0	1.12	0	28.39	0	61.61	0	3.85
"8283"	3.13	1.89	3.28	3.31	3.07	3.19	2.36	2.42	3.49	7.19	2.9	61.07	2.69	0
"8284"	0	0	0	0	0	0	0	0	0	17.79	0	82.21	0	0
"8285"	0.47	0	0.6	0.61	3.3	0.92	0.37	0.46	1.42	7.3	0	84.38	0.18	0
"8286"	0.02	0	0.22	0	0.41	0.37	0	0	0.26	4.95	0	93.77	0	0
"8287"	0	0	0	0	0	0	0	0	0	44.8	0	55.2	0	0
"8288"	3.41	2.32	3.5	3.3	3.64	1.29	2.35	0	4.08	61.35	3.26	8.88	2.11	0.5
"8289"	0	9.01	0	0	0	0	0	0	0	6.33	0	84.66	0	0
"8290"	0.05	0	0	0	0	0	1.69	0	0.26	30.03	0.6	67.36	0	0
"8291"	0	4.68	0	0	0	0	0	0	0	25.44	0	69.88	0	0
"8292"	2.01	0	2.82	2.08	1.62	1.4	0.89	0.73	3.41	21.82	1.43	60.37	1.42	0
"8293"	0.81	0	1.64	1.07	0.21	1.22	1.54	0.95	1.43	5.76	0.7	84.02	0.64	0
"8294"	0	0	0	0	0	0	0	0	0	55.76	0	44.24	0	0
"8295"	0	0.28	0	0	0	0	0	0	0	11.83	0	87.89	0	0
"8296"	1.82	0	1.95	2.75	1.67	2.14	0	1.8	2.79	27.83	1.27	54.24	1.72	0
"8297"	0	0	0	0	0	0	0	0	0	41.52	0	56.83	0	1.65
"8298"	0	0	0.46	0	0.51	1.28	0	0.13	0	12.32	0	80.44	0.69	4.17
"8299"	0	0	0	0	0	0	0	0	0	16.38	0	83.62	0	0
"8300"	0	0	0	0	0	0	0	0	0	37.86	0	62.14	0	0
"8301"	0.66	0	0.46	0.82	0.97	1.38	0	0	0.79	15.12	1.24	0.58	77.18	0.81
"8302"	1.33	0	2.13	3.95	1.71	0.44	1.62	3.55	1.37	16.41	1.08	1.97	62.6	1.86
"8303"	3.01	2.35	7.13	3.97	2.86	2.03	1.09	8.09	3.59	27.11	4.34	7.26	21.18	5.99
"8304"	2.08	0	2	2.32	2.09	1.48	1.18	0	2.23	11.94	2.45	0.86	70.49	0.9
"8305"	0	0.57	0	0.11	0	0	0	40.44	0.01	6.63	0.25	0.32	51.18	0.48
"8306"	1.64	0	1.57	2.45	1.4	1.26	0.71	1.42	1.76	12.52	1.25	0.69	73.33	0
"8307"	5.62	3.13	6.26	5.82	6.37	5.91	3.99	1.44	6.26	9.28	5.02	3.32	35.14	2.43
"8308"	0	0	0	2.12	0	0	0	19	0	54.61	0	0	24.27	0
"8309"	1.07	2.22	1.38	2.49	1.19	0.83	0.24	2.19	1.23	7.52	1.1	3.54	74.42	0.58
"8310"	0	1.14	0	0	0	1.79	0	29.21	0	43.93	0	0	23.93	0
"8311"	4.12	0	5.64	3.41	1.78	3.19	13.36	4.15	2.98	21.99	1.86	6.8	10.14	20.58
"8312"	2.8	0.67	3.05	2.94	3.29	2.5	1.98	0	3.04	8	2.5	2.1	66.65	0.49
"8313"	0.96	0	0.61	0.73	0.26	1.13	0.72	28.17	1.02	1.57	0.43	1.72	62.68	0
"8314"	3.5	1.29	3.62	3.94	3.39	3.33	2.21	2.12	3.71	8.44	2.78	2.11	58.27	1.29
"8315"	0	0	0	0	0	0	0	79.65	0	2.23	0	0	18.12	0
"8316"	1.55	0.42	2.05	3.17	1.97	0.72	0.7	0	1.84	45.48	1.06	0.71	40.33	0
"8317"	2.71	1.51	2.64	2.68	2.8	2.67	2.19	0	2.79	7.77	2.86	0.99	68.07	0.31
"8318"	5.99	5.2	7.07	6.36	5.66	8.65	5.71	5.11	6.55	16.94	6.27	3.06	16.06	1.38
"8319"	0	0	0	0	84.39	0	0	2.19	0	12.39	0	0	1.02	0
"8320"	0	0	1	3.66	0	0	0	0	0	14.96	0	1.11	76.54	2.74
"8321"	4.55	2.55	5.27	6.04	6.84	4.48	3.23	0	5.16	15.95	4.28	3.28	37.07	1.29
"8322"	0	0	0	0	0	0	0	41.54	0	17.11	0	0	41.35	0
"8323"	2.3	0.21	2.19	2.64	1.34	1.78	1.41	23.17	2.48	9.24	1.84	2.62	48.78	0
"8324"	1.67	1.79	2	1.64	3.07	1.28	0.11	0	1.84	31.75	1.22	2.3	50.63	0.7
"8325"	0.62	0.39	0.37	0.84	0.13	0.81	0	3.08	0.87	11.58	0.25	0.71	79.65	0.71
"8326"	6.51	3.28	7.33	7.29	6.61	6.99	4.75	4.5	7.24	8.71	5.94	4.44	23.31	3.09
"8327"	1.45	1.71	1.87	2.72	0	0.68	0.8	68.76	1.9	4.83	2.36	4.93	7.41	0.58
"8328"	6.89	4.49	6.93	6.97	6.48	6.27	4.62	4.96	7.19	26.05	6.78	4.28	6.26	1.84
"8329"	0	0	0	0	0	0.41	0	18.28	0	13.92	0	0.03	67.36	0
"8330"	2.52	0	5.41	1.69	1.04	0.71	1.39	26.99	2.24	15.36	1.14	0.18	41.33	0
"8331"	2.69	2.2	2.57	2.49	2.91	1.89	1.55	0	2.84	18.22	2.63	1.04	58.97	0
"8332"	1.92	2.28	2.22	2.85	1.5	4.25	2.03	7.83	2.2	42.35	1.38	0.62	27.22	1.34
"8333"	2.47	3.58	2.53	2.33	2.55	2.1	1.94	0	2.63	6.82	1.89	1.53	69.64	0
"8334"	1.81	0	1.66	2.01	1.45	1.49	1.44	6.06	1.99	1.53	1.41	1.36	77.79	0
"8335"	2.74	0	2.19	4.82	1.42	1.32	1.2	0	1.76	3.74	1.52	1.1	78.06	0.11
"8336"	0.26	0	0	0.3	0	0	0.13	0	0.23	9.95	0	0.27	88.86	0
"8337"	1.2	0.74	1.38	1.37	1.11	1.43	0.47	0	1.35	8.16	0.84	1.99	79.54	0.42
"8338"	0	0	0	0	0	0	0	0	0	53.69	0	0	46.31	0
"8339"	1.49	2.48	1.49	2.08	1.81	1.63	0	7.19	1.64	15.03	0.8	2.39	61.61	0.36
"8340"	1.35	3.87	1.34	1.28	1.46	0	0.9	0	1.34	83.12	1.6	1.66	2.08	0
"8341"	0.86	0.93	0.65	0.73	1.19	1.54	0	0	0.96	37.97	0.55	1.05	53.56	0
"8342"	1.01	0.33	0.99	1.43	0.98	2.57	0.32	4.37	1.29	21.46	1.27	2.17	61.62	0.2
"8343"	3.77	2.23	4.31	3.62	3.59	3.51	1.86	0.51	4.06	6.68	3.49	2.08	56.74	3.55
"8344"	1.03	0	1.08	0.95	1.12	0	0.25	0	1.15	78.44	1.22	5.26	9.5	0
"8345"	1.17	0	0.59	0.6	0	0.32	0.53	63.66	0.77	2.02	0.24	0.04	30.05	0
"8346"	0	6.61	0	0	4.75	22.12	0	0	0	27.03	0	0	37.5	1.99
"8347"	2.97	0	2.57	2.43	2.72	2.01	1.71	0	2.91	17.94	2.69	0.9	60.2	0.95
"8348"	0	0	0	0	0	0	0	16.09	0	14.68	0	0	69.23	0
"8349"	2.47	0	2.56	2.36	2.01	2.35	1.7	6.24	2.68	4.21	2.79	1.19	67.66	1.78
"8350"	2.88	2.29	3.86	3.3	3.67	5.11	1.58	3.45	3.29	24.34	2.45	1.91	40.7	1.17
"8351"	0	0.12	0	0.27	0	0	0	0	0	10.4	0	3.9	85.32	0
"8352"	2.51	1.44	4.42	8.7	4.94	1.88	1.98	0	2.81	21.09	1.79	0.82	47.63	0
"8353"	0	0	0	0	0	0	0	0	0	37.75	0	0	62.25	0
"8354"	2.93	0.63	2.89	2.75	2.45	6.75	2.48	6.15	3.27	29.4	3.85	1.54	32.02	2.9
"8355"	0	0	0	0	0	0	0	7.1	0	28.71	0	0	64.18	0
"8356"	1.62	5.57	2.71	6.41	1.05	1.23	0.63	0	1.55	7.21	2.96	1.09	65.37	2.6
"8357"	1.47	1.24	1.39	1.27	1.73	1.77	0.92	0	1.58	8.44	0.88	0.43	78.87	0
"8358"	0.19	1.51	0.58	0.44	0.45	2.34	0	5.26	0.38	28.11	0	0	57.88	2.85
"8359"	2.8	0.62	2.87	3	2.42	2.48	2.06	11.29	3.04	2.64	2.41	2.08	62.28	0.01
"8360"	1.73	0	1.45	1.57	0.91	1.41	1.36	22.15	1.81	3.52	1.4	0.46	62.23	0
"8361"	5.54	2.26	5.86	5.84	5.75	5.06	4.16	0.94	6.13	24.12	5.02	3.52	23.63	2.17
"8362"	1.36	0	1.1	1.42	0.96	1.04	1.02	0	1.37	1.72	0.83	0.46	88.72	0
"8363"	0.68	0	0.56	0.34	0.78	0.29	0	79.15	0.7	10.76	0.08	0	6.66	0
"8364"	0	0.73	0	0.09	0	2.66	0	0.5	0	51.21	0	0.01	44.12	0.68
"8365"	3.09	0.56	3.04	3.17	2.67	2.72	2.45	11.15	3.35	7.56	2.59	2.37	55.31	0
"8366"	1.6	2.66	9.32	20.47	2.46	0.88	0.36	21.38	1.65	11.91	1.57	3.52	21.35	0.87
"8367"	1.77	0	1.65	1.7	1.53	1.38	1.34	5.05	1.91	4.83	1.22	0.79	76.83	0
"8368"	2.4	1.5	3.37	5.81	2.03	2	0.8	0	2.6	18.1	3.72	2.72	51.48	3.47
"8369"	1.6	0.14	1.16	1.37	1.44	1.74	0.8	0	1.51	43.51	0.64	0.18	45.92	0
"8370"	0	0	0	0	0	0	0	68.11	0	13.49	0	0	18.39	0
"8371"	3.08	0.88	3.08	2.95	3.26	7.34	1.66	0	3.3	47.86	2.87	3.1	20.36	0.28
"8372"	1.3	0	2.17	2.42	0.52	1.23	0.28	17.51	1.47	13.38	1.78	1.3	53.92	2.73
"8373"	1.94	2.8	2.95	7.19	2.7	0.6	0.84	0	1.83	32.91	1.21	2.47	42.55	0
"8374"	1.56	3.8	5.79	10.94	2.71	2.68	0.31	8.59	1.77	29.98	1.11	0.57	26.6	3.59
"8375"	2.24	5.35	5.76	12.34	1.88	1.5	0.47	0	2.62	22.19	1.42	3.39	39.7	1.13
"8376"	3.45	0	3.09	3.18	3.13	6.35	2.29	0	3.44	4.35	3	5.78	61.68	0.27
"8377"	1.37	16.69	1.14	1.15	1.64	0.74	2.93	0	1.25	1.33	1.36	1.45	68.95	0
"8378"	0	9.98	0	0.35	0	0	0	0	0	14.89	0	0	74.77	0
"8379"	2.44	2.91	2.17	2.62	2.51	2.04	1.89	0	2.58	3.79	1.78	0.91	74.36	0
"8380"	4.48	1.17	4.58	4.6	4.37	4.35	3.29	2.01	4.9	4.95	4	2.36	53.7	1.22
"8381"	3.74	0.86	4.4	5.65	3.84	3.39	3	0	4.05	14.27	3.32	2	51.31	0.16
"8382"	0.07	0	0.19	0	0.21	0	0	0	0.09	73.46	0	0	25.97	0
"8383"	3.69	2.47	4.4	4.34	3.6	3.7	2.44	10.18	4.27	5.6	3.77	5.49	44.06	1.98
"8384"	0	0	0	0	0	0	0	18.97	0	17.87	0	0	63.16	0
"8385"	0.39	0	0.03	0.45	0	0	0	75.66	0.49	0.38	0	0.22	22.38	0
"8386"	2.03	5.02	1.8	1.67	10	1.51	0.49	0	2.18	18.83	1.3	1.12	54.05	0
"8387"	5.7	1.71	8.59	5.14	3.83	4.69	11.96	4.64	5.22	16.88	4.35	4.16	8.58	14.56
"8388"	0	10.6	0	0	0	0	0	20.23	0	15.25	0	0	53.92	0
"8389"	1.24	0.49	1.31	1.35	1.3	1.05	0.77	0.49	1.42	3.71	1.09	1.45	84.33	0
"8390"	3.49	0.96	4.09	4.96	4.67	2.75	3.33	0	3.9	28.37	3.02	2.11	38.01	0.34
"8391"	3.96	2.56	4.4	4.45	4.3	4.21	2.12	2.84	4.47	14.52	4.08	2.54	42.49	3.09
"8392"	0	0	0	0	0	0	0	25.93	0	7.81	0	0	66.27	0
"8393"	3.07	0.77	3.12	3.34	3.76	7.66	2.99	11.16	3.36	33	2.45	2.18	22.19	0.93
"8394"	4.42	2.03	5.85	5.01	3.97	4.59	2.95	9.26	4.91	7.48	3.94	2.77	39.66	3.14
"8395"	2.79	3.28	4.59	9.12	6.79	2.3	1.7	0	3.24	13.24	2.6	0.99	48.84	0.53
"8396"	0.92	0.03	1.3	2.36	0.37	0.8	0.56	4.34	1.02	5.91	0.55	1.32	80.53	0
"8397"	0	0	0	0	0	0	0	82.73	0	2.3	0	0	14.97	0
"8398"	2.62	0.96	2.47	2.43	2.92	2.53	1.94	0	2.9	5.74	2.52	1.19	71.47	0.3
"8399"	0.93	20.19	1.56	1.71	0.25	1.17	0.41	0	0.94	5.64	0.19	2.26	64.76	0
"8400"	0.07	0	1.33	1.88	0	0.23	0	4.93	0.48	9.09	0	0.39	81.61	0
"8401"	18.17	6.65	0	0	0	0	0	0.93	0	71.04	0	1.97	0	1.23
"8402"	3.91	0	4.28	4.56	4.83	3.39	0.74	2.17	4.73	39.08	3.77	4.67	3.33	20.55
"8403"	2.85	0	2.43	1.91	1.93	0.59	8.74	0.47	2.37	61.27	3.66	1.07	1.62	11.09
"8404"	13.58	11.39	2.09	2.21	2.17	1.74	0	3.12	2.13	1.53	5.55	10.46	2.03	42
"8405"	2.7	0.31	2.88	2.41	5.69	1.76	1.08	0	2.91	61.41	2.16	5.91	1.73	9.06
"8406"	26.68	20.62	0	0	0	0	0	0	0	15.93	3.18	2.55	0	31.04
"8407"	6.07	0	7.06	5.28	5.11	5.22	4.04	3.74	5.94	19.63	3.69	2.93	4.42	26.86
"8408"	6.17	1.28	7.58	6.01	6.92	5.61	5.57	4.46	6.27	23.65	10.11	6.02	4.9	5.45
"8409"	14.11	14.98	1.12	1.14	1	1.15	0	1.11	1.33	17.54	2.51	2.06	0.73	41.23
"8410"	3.08	4.23	2.71	1.99	2.4	3.59	0.56	4.18	2.27	54.47	3.19	5.31	2.3	9.73
"8411"	12.84	1.63	6.02	5.84	5.04	5.68	5.15	3.91	6.33	11.11	4.87	3.74	4.76	23.08
